ID;BestemmingVanInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
1280;50 Vervoer over water;1999;1885;200;1685;2598.0;631.0;2002.0;2.6;-1.6;3.0;72.6;31.7;84.2
1281;50 Vervoer over water;2000;2180;280;1900;2800.0;659.0;2166.0;7.8;4.5;8.2;77.9;42.5;87.7
1282;50 Vervoer over water;2001;2393;242;2151;3048.0;579.0;2424.0;8.9;-12.1;11.9;78.5;41.8;88.7
1283;50 Vervoer over water;2002;2476;253;2223;3030.0;593.0;2402.0;-0.6;2.5;-0.9;81.7;42.6;92.6
1284;50 Vervoer over water;2003;2677;256;2421;3209.0;593.0;2560.0;5.9;0.0;6.6;83.4;43.1;94.6
1285;50 Vervoer over water;2004;2908;337;2571;3380.0;698.0;2663.0;5.3;17.6;4.0;86.0;48.3;96.5
1286;50 Vervoer over water;2005;3135;419;2716;3493.0;691.0;2767.0;3.3;-0.9;3.9;89.8;60.6;98.2
1287;50 Vervoer over water;2006;2549;357;2192;2801.0;581.0;2202.0;-19.8;-16.0;-20.4;91.0;61.5;99.5
1288;50 Vervoer over water;2007;2857;411;2446;3160.0;649.0;2489.0;12.8;11.8;13.0;90.4;63.3;98.3
1289;50 Vervoer over water;2008;3039;640;2399;3152.0;761.0;2408.0;-0.3;17.3;-3.2;96.4;84.1;99.6
1290;50 Vervoer over water;2009;2820;588;2232;3034.0;791.0;2270.0;-3.7;3.9;-5.8;92.9;74.3;98.3
1291;50 Vervoer over water;2010;2944;662;2282;2944.0;662.0;2282.0;-3.0;-16.3;0.5;100.0;100.0;100.0
1292;50 Vervoer over water;2011;3074;835;2239;2874.0;667.0;2207.0;-2.4;0.8;-3.3;107.0;125.2;101.4
1293;50 Vervoer over water;2012;3428;1005;2423;3099.0;745.0;2348.0;7.8;11.7;6.4;110.6;134.8;103.2
1294;50 Vervoer over water;2013;3326;956;2370;3059.0;776.0;2264.0;-1.3;4.2;-3.6;108.7;123.1;104.7
1295;50 Vervoer over water;2014;3394;956;2438;3181.0;845.0;2310.0;4.0;8.8;2.1;106.7;113.2;105.5
1296;50 Vervoer over water;2015;3258;730;2528;3241.0;844.0;2372.0;1.9;-0.1;2.7;100.5;86.5;106.6
1297;50 Vervoer over water;2016;3133;638;2495;3272.0;843.0;2402.0;1.0;-0.1;1.3;95.8;75.7;103.9
1298;51 Vervoer door de lucht;1995;897;224;673;1663.0;715.0;918.0;;;;53.9;31.3;73.3
1299;51 Vervoer door de lucht;1996;1075;296;779;1858.0;766.0;1039.0;11.7;7.1;13.2;57.9;38.7;75.0
1300;51 Vervoer door de lucht;1997;1326;398;928;2200.0;952.0;1207.0;18.4;24.3;16.2;60.3;41.8;76.9
1301;51 Vervoer door de lucht;1998;1346;338;1008;2284.0;933.0;1284.0;3.8;-2.0;6.4;58.9;36.2;78.5
1302;51 Vervoer door de lucht;1999;1464;412;1052;2352.0;955.0;1324.0;3.0;2.4;3.2;62.2;43.1;79.4
1303;51 Vervoer door de lucht;2000;1806;734;1072;2410.0;1041.0;1323.0;2.5;9.0;-0.1;74.9;70.5;81.0
1304;51 Vervoer door de lucht;2001;1748;719;1029;2330.0;1079.0;1216.0;-3.3;3.7;-8.1;75.0;66.6;84.6
1305;51 Vervoer door de lucht;2002;1743;634;1109;2463.0;1136.0;1289.0;5.7;5.3;6.0;70.8;55.8;86.0
1306;51 Vervoer door de lucht;2003;1480;613;867;2044.0;1054.0;997.0;-17.0;-7.3;-22.6;72.4;58.2;86.9
1307;51 Vervoer door de lucht;2004;1967;939;1028;2490.0;1330.0;1184.0;21.8;26.3;18.7;79.0;70.6;86.9
1308;51 Vervoer door de lucht;2005;2565;1364;1201;2793.0;1495.0;1326.0;12.2;12.4;12.1;91.8;91.3;90.5
1309;51 Vervoer door de lucht;2006;2920;1615;1305;2995.0;1629.0;1395.0;7.2;9.0;5.2;97.5;99.1;93.6
1310;51 Vervoer door de lucht;2007;3025;1575;1450;3134.0;1627.0;1542.0;4.7;-0.1;10.6;96.5;96.8;94.0
1311;51 Vervoer door de lucht;2008;3332;1727;1605;3007.0;1404.0;1641.0;-4.1;-13.7;6.4;110.8;123.0;97.8
1312;51 Vervoer door de lucht;2009;2798;1155;1643;3095.0;1464.0;1665.0;2.9;4.3;1.4;90.4;78.9;98.7
1313;51 Vervoer door de lucht;2010;3402;1420;1982;3402.0;1420.0;1982.0;9.9;-3.0;19.1;100.0;100.0;100.0
1314;51 Vervoer door de lucht;2011;3544;1728;1816;3153.0;1361.0;1792.0;-7.3;-4.2;-9.6;112.4;127.0;101.3
1315;51 Vervoer door de lucht;2012;3728;1917;1811;3134.0;1370.0;1760.0;-0.6;0.6;-1.8;118.9;140.0;102.9
1316;51 Vervoer door de lucht;2013;4008;1894;2114;3473.0;1455.0;2036.0;10.8;6.2;15.7;115.4;130.2;103.8
1317;51 Vervoer door de lucht;2014;3905;1773;2132;3503.0;1491.0;2024.0;0.8;2.5;-0.6;111.5;118.9;105.3
1318;51 Vervoer door de lucht;2015;3616;1321;2295;3641.0;1513.0;2145.0;3.9;1.5;6.0;99.3;87.3;107.0
1319;51 Vervoer door de lucht;2016;3757;1426;2331;3962.0;1846.0;2172.0;8.8;22.0;1.3;94.8;77.3;107.3
1320;52 Opslag, dienstverlening voor vervoer;1995;437;37;400;580.0;51.0;530.0;;;;75.3;73.2;75.5
1321;52 Opslag, dienstverlening voor vervoer;1996;463;39;424;615.0;48.0;567.0;5.9;-5.4;7.0;75.3;81.6;74.8
1322;52 Opslag, dienstverlening voor vervoer;1997;513;53;460;686.0;64.0;622.0;11.7;33.3;9.7;74.7;83.2;74.0
1323;52 Opslag, dienstverlening voor vervoer;1998;505;44;461;682.0;58.0;624.0;-0.6;-9.4;0.4;74.0;76.2;73.8
1324;52 Opslag, dienstverlening voor vervoer;1999;516;53;463;684.0;71.0;612.0;0.2;22.7;-2.0;75.5;74.8;75.6
1325;52 Opslag, dienstverlening voor vervoer;2000;574;57;517;734.0;65.0;668.0;7.4;-7.5;9.1;78.2;87.0;77.4
1326;52 Opslag, dienstverlening voor vervoer;2001;598;47;551;758.0;59.0;700.0;3.3;-10.5;4.8;78.8;80.2;78.7
1327;52 Opslag, dienstverlening voor vervoer;2002;715;61;654;869.0;80.0;789.0;14.5;36.2;12.7;82.3;76.4;82.9
1328;52 Opslag, dienstverlening voor vervoer;2003;732;55;677;851.0;80.0;771.0;-2.1;0.0;-2.3;86.1;68.9;87.8
1329;52 Opslag, dienstverlening voor vervoer;2004;848;65;783;969.0;89.0;880.0;13.9;10.9;14.2;87.5;73.4;89.0
1330;52 Opslag, dienstverlening voor vervoer;2005;943;66;877;1051.0;83.0;965.0;8.5;-6.2;9.7;89.7;79.5;90.8
1331;52 Opslag, dienstverlening voor vervoer;2006;954;83;871;1044.0;91.0;951.0;-0.7;9.1;-1.5;91.4;91.6;91.6
1332;52 Opslag, dienstverlening voor vervoer;2007;1036;85;951;1109.0;90.0;1018.0;6.3;-1.2;7.0;93.4;95.0;93.4
1333;52 Opslag, dienstverlening voor vervoer;2008;1090;107;983;1109.0;100.0;1007.0;0.0;11.8;-1.1;98.3;106.9;97.6
1334;52 Opslag, dienstverlening voor vervoer;2009;1048;73;975;1072.0;79.0;993.0;-3.4;-21.5;-1.4;97.8;92.9;98.2
1335;52 Opslag, dienstverlening voor vervoer;2010;1094;85;1009;1094.0;85.0;1009.0;2.1;8.2;1.6;100.0;100.0;100.0
1336;52 Opslag, dienstverlening voor vervoer;2011;1292;97;1195;1260.0;91.0;1169.0;15.2;7.1;15.9;102.5;106.6;102.2
1337;52 Opslag, dienstverlening voor vervoer;2012;1313;113;1200;1256.0;104.0;1151.0;-0.3;14.4;-1.5;104.5;108.5;104.2
1338;52 Opslag, dienstverlening voor vervoer;2013;1337;113;1224;1273.0;108.0;1165.0;1.4;3.5;1.2;105.0;104.8;105.1
1339;52 Opslag, dienstverlening voor vervoer;2014;1364;112;1252;1305.0;119.0;1185.0;2.5;10.6;1.7;104.5;93.9;105.7
1340;52 Opslag, dienstverlening voor vervoer;2015;1609;101;1508;1539.0;118.0;1418.0;18.0;-0.9;19.6;104.5;85.4;106.4
1341;52 Opslag, dienstverlening voor vervoer;2016;1584;103;1481;1533.0;140.0;1394.0;-0.4;18.8;-1.7;103.3;73.3;106.2
1342;53 Post en koeriers;1995;613;39;574;790.0;26.0;756.0;;;;77.6;151.5;75.9
1343;53 Post en koeriers;1996;674;44;630;861.0;29.0;822.0;9.0;12.8;8.7;78.3;151.5;76.6
1344;53 Post en koeriers;1997;736;48;688;920.0;30.0;881.0;6.8;2.3;7.1;80.0;161.6;78.1
1345;53 Post en koeriers;1998;826;44;782;1021.0;28.0;987.0;11.0;-4.2;12.1;80.9;154.6;79.2
1346;53 Post en koeriers;1999;814;47;767;991.0;28.0;958.0;-2.9;-2.3;-2.9;82.1;168.9;80.1
1347;53 Post en koeriers;2000;873;52;821;1040.0;25.0;1013.0;4.9;-8.5;5.7;83.9;204.3;81.1
1348;53 Post en koeriers;2001;895;46;849;1051.0;23.0;1030.0;1.0;-9.6;1.7;85.2;200.0;82.4
1349;53 Post en koeriers;2002;957;46;911;1115.0;29.0;1083.0;6.1;23.9;5.2;85.8;161.4;84.1
1350;53 Post en koeriers;2003;960;42;918;1100.0;27.0;1072.0;-1.4;-6.5;-1.1;87.2;157.6;85.7
1351;53 Post en koeriers;2004;925;39;886;1044.0;28.0;1012.0;-5.1;4.8;-5.6;88.6;139.7;87.5
1352;53 Post en koeriers;2005;967;32;935;1062.0;23.0;1038.0;1.7;-17.9;2.6;91.0;139.7;90.0
1353;53 Post en koeriers;2006;1038;38;1000;1109.0;27.0;1079.0;4.4;18.8;4.0;93.6;139.7;92.6
1354;53 Post en koeriers;2007;1013;40;973;1050.0;29.0;1017.0;-5.4;5.3;-5.8;96.5;139.7;95.7
1355;53 Post en koeriers;2008;979;36;943;989.0;24.0;964.0;-5.7;-17.5;-5.2;98.9;152.4;97.9
1356;53 Post en koeriers;2009;974;17;957;987.0;20.0;968.0;-0.2;-16.7;0.4;98.6;86.4;98.9
1357;53 Post en koeriers;2010;1027;22;1005;1027.0;22.0;1005.0;4.0;11.8;3.9;100.0;100.0;100.0
1358;53 Post en koeriers;2011;1133;30;1103;1116.0;29.0;1087.0;8.7;31.8;8.2;101.5;103.4;101.5
1359;53 Post en koeriers;2012;1158;35;1123;1114.0;36.0;1078.0;-0.2;23.3;-0.8;103.9;97.9;104.2
1360;53 Post en koeriers;2013;1191;31;1160;1093.0;34.0;1059.0;-1.9;-5.7;-1.8;109.0;91.9;109.5
1361;53 Post en koeriers;2014;1227;29;1198;1080.0;35.0;1045.0;-1.2;3.2;-1.3;113.6;83.3;114.6
1362;53 Post en koeriers;2015;1321;21;1300;1119.0;30.0;1087.0;3.6;-13.8;4.0;118.1;70.0;119.6
1363;53 Post en koeriers;2016;1359;25;1334;1127.0;41.0;1089.0;0.8;38.1;0.2;120.6;60.3;122.5
1364;I Horeca;1995;1359;1173;186;1688.0;1417.0;277.0;;;;80.5;82.8;67.1
1365;I Horeca;1996;1498;1298;200;1794.0;1508.0;292.0;6.3;6.4;5.4;83.5;86.1;68.5
1366;I Horeca;1997;1664;1423;241;1945.0;1609.0;349.0;8.4;6.7;19.5;85.6;88.4;69.1
1367;I Horeca;1998;1704;1472;232;1946.0;1627.0;327.0;0.1;1.1;-6.2;87.6;90.5;70.9
1368;I Horeca;1999;1804;1582;222;2054.0;1752.0;302.0;5.6;7.7;-7.8;87.8;90.3;73.5
1369;I Horeca;2000;1950;1698;252;2167.0;1840.0;328.0;5.5;5.1;8.6;90.0;92.3;76.9
1370;I Horeca;2001;2087;1828;259;2225.0;1898.0;326.0;2.7;3.1;-0.4;93.8;96.3;79.4
1371;I Horeca;2002;2054;1783;271;2177.0;1856.0;320.0;-2.2;-2.2;-1.9;94.4;96.1;84.7
1372;I Horeca;2003;1949;1676;273;2062.0;1750.0;313.0;-5.3;-5.7;-2.2;94.5;95.8;87.2
1373;I Horeca;2004;1996;1703;293;2128.0;1807.0;322.0;3.2;3.2;2.9;93.8;94.3;90.9
1374;I Horeca;2005;2051;1748;303;2163.0;1837.0;327.0;1.7;1.7;1.4;94.8;95.1;92.8
1375;I Horeca;2006;2223;1899;324;2271.0;1928.0;344.0;5.0;4.9;5.3;97.9;98.5;94.2
1376;I Horeca;2007;2259;1916;343;2301.0;1944.0;359.0;1.3;0.8;4.3;98.2;98.6;95.6
1377;I Horeca;2008;2295;1949;346;2227.0;1874.0;354.0;-3.2;-3.6;-1.2;103.1;104.0;97.6
1378;I Horeca;2009;2219;1888;331;2240.0;1908.0;333.0;0.6;1.8;-6.1;99.0;99.0;99.4
1379;I Horeca;2010;2192;1854;338;2192.0;1854.0;338.0;-2.2;-2.8;1.5;100.0;100.0;100.0
1380;I Horeca;2011;2393;2024;369;2261.0;1897.0;364.0;3.1;2.3;7.7;105.8;106.7;101.4
1381;I Horeca;2012;2577;2183;394;2347.0;1960.0;388.0;3.8;3.3;6.5;109.8;111.4;101.6
1382;I Horeca;2013;2634;2224;410;2384.0;1984.0;401.0;1.6;1.2;3.6;110.5;112.1;102.1
1383;I Horeca;2014;2733;2317;416;2472.0;2064.0;408.0;3.7;4.0;1.7;110.6;112.2;101.9
1384;I Horeca;2015;3025;2559;466;2676.0;2224.0;453.0;8.2;7.7;11.1;113.1;115.1;102.8
1385;I Horeca;2016;3096;2610;486;2812.0;2341.0;472.0;5.1;5.3;4.1;110.1;111.5;103.0
1386;55 Logiesverstrekking;1995;211;169;42;239.0;181.0;56.0;;;;88.2;93.3;75.2
1387;55 Logiesverstrekking;1996;224;179;45;244.0;184.0;57.0;1.9;1.8;2.4;91.9;97.1;78.7
1388;55 Logiesverstrekking;1997;252;197;55;260.0;189.0;70.0;6.7;2.8;22.2;96.9;104.0;78.7
1389;55 Logiesverstrekking;1998;242;185;57;250.0;178.0;72.0;-4.0;-6.1;3.6;96.9;104.0;78.7
1390;55 Logiesverstrekking;1999;252;194;58;253.0;184.0;69.0;1.2;3.2;-5.3;99.7;105.6;84.5
1391;55 Logiesverstrekking;2000;282;214;68;267.0;192.0;75.0;5.6;4.6;8.6;105.7;111.3;91.2
1392;55 Logiesverstrekking;2001;296;224;72;272.0;194.0;78.0;1.8;0.9;4.4;109.0;115.5;92.5
1393;55 Logiesverstrekking;2002;300;222;78;272.0;195.0;77.0;0.0;0.4;-1.4;110.5;113.9;101.6
1394;55 Logiesverstrekking;2003;299;217;82;279.0;200.0;79.0;2.7;2.7;2.6;107.2;108.4;104.2
1395;55 Logiesverstrekking;2004;312;223;89;293.0;208.0;85.0;5.0;3.7;8.5;106.6;107.5;104.2
1396;55 Logiesverstrekking;2005;323;232;91;316.0;227.0;89.0;8.0;9.4;4.5;102.1;102.2;101.9
1397;55 Logiesverstrekking;2006;363;266;97;355.0;260.0;95.0;12.4;14.7;6.6;102.1;102.2;101.9
1398;55 Logiesverstrekking;2007;376;273;103;375.0;272.0;103.0;5.5;4.5;8.2;100.3;100.3;100.0
1399;55 Logiesverstrekking;2008;395;290;105;379.0;274.0;105.0;1.1;0.7;1.9;104.2;105.8;100.0
1400;55 Logiesverstrekking;2009;379;275;104;381.0;278.0;103.0;0.5;1.4;-1.9;99.5;99.0;101.0
1401;55 Logiesverstrekking;2010;395;290;105;395.0;290.0;105.0;3.7;4.4;1.9;100.0;100.0;100.0
1402;55 Logiesverstrekking;2011;450;328;122;427.0;309.0;118.0;8.1;6.6;12.4;105.4;106.1;103.4
1403;55 Logiesverstrekking;2012;483;358;125;455.0;334.0;120.0;6.4;8.2;1.6;106.3;107.0;104.2
1404;55 Logiesverstrekking;2013;493;360;133;469.0;342.0;127.0;3.1;2.2;5.6;105.2;105.3;105.0
1405;55 Logiesverstrekking;2014;493;358;135;483.0;353.0;130.0;3.0;3.3;2.3;102.1;101.3;104.2
1406;55 Logiesverstrekking;2015;546;385;161;534.0;379.0;154.0;10.5;7.3;19.3;102.3;101.6;104.2
1407;55 Logiesverstrekking;2016;563;390;173;570.0;405.0;165.0;6.8;6.8;6.8;98.8;96.4;104.8
1408;56 Eet- en drinkgelegenheden;1995;1148;1004;144;1455.0;1237.0;227.0;;;;78.9;81.1;63.4
1409;56 Eet- en drinkgelegenheden;1996;1274;1119;155;1557.0;1326.0;241.0;7.1;7.2;6.3;81.8;84.4;64.2
1410;56 Eet- en drinkgelegenheden;1997;1412;1226;186;1693.0;1423.0;286.0;8.7;7.3;18.7;83.4;86.1;64.9
1411;56 Eet- en drinkgelegenheden;1998;1462;1287;175;1706.0;1456.0;260.0;0.8;2.3;-9.1;85.7;88.4;67.2
1412;56 Eet- en drinkgelegenheden;1999;1552;1388;164;1813.0;1577.0;238.0;6.3;8.3;-8.6;85.6;88.0;68.9
1413;56 Eet- en drinkgelegenheden;2000;1668;1484;184;1913.0;1657.0;258.0;5.5;5.1;8.5;87.2;89.5;71.3
1414;56 Eet- en drinkgelegenheden;2001;1791;1604;187;1967.0;1714.0;253.0;2.8;3.4;-2.2;91.1;93.6;74.0
1415;56 Eet- en drinkgelegenheden;2002;1754;1561;193;1917.0;1671.0;247.0;-2.5;-2.6;-2.1;91.5;93.4;78.1
1416;56 Eet- en drinkgelegenheden;2003;1650;1459;191;1790.0;1555.0;237.0;-6.6;-6.9;-4.1;92.2;93.8;80.6
1417;56 Eet- en drinkgelegenheden;2004;1684;1480;204;1841.0;1604.0;238.0;2.8;3.2;0.5;91.5;92.3;85.6
1418;56 Eet- en drinkgelegenheden;2005;1728;1516;212;1850.0;1613.0;238.0;0.5;0.5;0.0;93.4;94.0;89.0
1419;56 Eet- en drinkgelegenheden;2006;1860;1633;227;1916.0;1668.0;249.0;3.6;3.4;4.7;97.1;97.9;91.0
1420;56 Eet- en drinkgelegenheden;2007;1883;1643;240;1927.0;1672.0;256.0;0.5;0.2;2.6;97.7;98.3;93.7
1421;56 Eet- en drinkgelegenheden;2008;1900;1659;241;1848.0;1600.0;250.0;-4.1;-4.3;-2.5;102.8;103.7;96.5
1422;56 Eet- en drinkgelegenheden;2009;1840;1613;227;1860.0;1630.0;230.0;0.6;1.9;-7.9;98.9;99.0;98.7
1423;56 Eet- en drinkgelegenheden;2010;1797;1564;233;1797.0;1564.0;233.0;-3.4;-4.0;1.3;100.0;100.0;100.0
1424;56 Eet- en drinkgelegenheden;2011;1943;1696;247;1834.0;1588.0;246.0;2.1;1.5;5.6;105.9;106.8;100.4
1425;56 Eet- en drinkgelegenheden;2012;2094;1825;269;1893.0;1625.0;268.0;3.2;2.4;8.9;110.6;112.3;100.4
1426;56 Eet- en drinkgelegenheden;2013;2141;1864;277;1916.0;1642.0;275.0;1.2;1.0;2.6;111.7;113.5;100.8
1427;56 Eet- en drinkgelegenheden;2014;2240;1959;281;1989.0;1711.0;279.0;3.8;4.2;1.4;112.6;114.5;100.8
1428;56 Eet- en drinkgelegenheden;2015;2479;2174;305;2143.0;1845.0;299.0;7.7;7.8;7.1;115.7;117.8;102.1
1429;56 Eet- en drinkgelegenheden;2016;2533;2220;313;2244.0;1937.0;307.0;4.7;5.0;2.6;112.9;114.6;102.1
1430;J Informatie en communicatie;1995;1418;420;998;1130.0;385.0;746.0;;;;125.5;109.2;133.7
1431;J Informatie en communicatie;1996;1714;581;1133;1315.0;508.0;819.0;16.4;32.1;9.7;130.4;114.3;138.3
1432;J Informatie en communicatie;1997;1932;615;1317;1519.0;546.0;980.0;15.5;7.4;19.7;127.2;112.7;134.4
1433;J Informatie en communicatie;1998;2095;598;1497;1804.0;547.0;1249.0;18.8;0.3;27.4;116.1;109.2;119.9
1434;J Informatie en communicatie;1999;2793;800;1993;2519.0;756.0;1751.0;39.6;38.1;40.2;110.9;105.8;113.8
1435;J Informatie en communicatie;2000;3715;1269;2446;3297.0;1153.0;2139.0;30.9;52.5;22.2;112.7;110.0;114.3
1436;J Informatie en communicatie;2001;4130;1182;2948;3719.0;1040.0;2665.0;12.8;-9.9;24.6;111.0;113.7;110.6
1437;J Informatie en communicatie;2002;3908;1130;2778;3800.0;1078.0;2707.0;2.2;3.7;1.6;102.8;104.8;102.6
1438;J Informatie en communicatie;2003;3886;1115;2771;3899.0;1133.0;2751.0;2.6;5.0;1.6;99.7;98.4;100.7
1439;J Informatie en communicatie;2004;3707;839;2868;3720.0;861.0;2838.0;-4.6;-23.9;3.2;99.7;97.4;101.1
1440;J Informatie en communicatie;2005;4570;1360;3210;4596.0;1376.0;3206.0;23.6;59.7;13.0;99.4;98.8;100.1
1441;J Informatie en communicatie;2006;4523;1208;3315;4595.0;1257.0;3323.0;0.0;-8.7;3.6;98.4;96.1;99.8
1442;J Informatie en communicatie;2007;4619;1311;3308;4675.0;1353.0;3309.0;1.7;7.7;-0.4;98.8;96.9;100.0
1443;J Informatie en communicatie;2008;4263;956;3307;4291.0;971.0;3300.0;-8.2;-28.2;-0.3;99.3;98.4;100.2
1444;J Informatie en communicatie;2009;4038;737;3301;4145.0;774.0;3349.0;-3.4;-20.3;1.5;97.4;95.2;98.6
1445;J Informatie en communicatie;2010;5247;1809;3438;5247.0;1809.0;3438.0;26.6;133.6;2.7;100.0;100.0;100.0
1446;J Informatie en communicatie;2011;5440;1816;3624;5481.0;1868.0;3613.0;4.5;3.3;5.1;99.3;97.2;100.3
1447;J Informatie en communicatie;2012;5559;1908;3651;5686.0;2011.0;3677.0;3.7;7.7;1.8;97.8;94.9;99.3
1448;J Informatie en communicatie;2013;5749;2076;3673;5970.0;2241.0;3737.0;5.0;11.4;1.6;96.3;92.6;98.3
1449;J Informatie en communicatie;2014;6167;2211;3956;6488.0;2429.0;4068.0;8.7;8.4;8.8;95.1;91.0;97.2
1450;J Informatie en communicatie;2015;8879;2177;6702;9572.0;2635.0;6889.0;47.5;8.5;69.3;92.8;82.6;97.3
1451;J Informatie en communicatie;2016;9611;2356;7255;10336.0;2888.0;7402.0;8.0;9.6;7.5;93.0;81.6;98.0
1452;58-60 Uitgeverijen, film, radio en TV;1995;612;247;365;604.0;193.0;420.0;;;;101.4;127.8;86.8
1453;58-60 Uitgeverijen, film, radio en TV;1996;647;282;365;619.0;213.0;409.0;2.5;10.1;-2.7;104.6;132.5;89.2
1454;58-60 Uitgeverijen, film, radio en TV;1997;678;290;388;653.0;226.0;429.0;5.6;6.4;4.9;103.8;128.1;90.4
1455;58-60 Uitgeverijen, film, radio en TV;1998;708;297;411;687.0;243.0;445.0;5.2;7.2;3.6;103.1;122.3;92.4
1456;58-60 Uitgeverijen, film, radio en TV;1999;685;277;408;672.0;240.0;433.0;-2.1;-1.3;-2.7;101.9;115.6;94.3
1457;58-60 Uitgeverijen, film, radio en TV;2000;724;284;440;696.0;240.0;457.0;3.5;0.4;5.6;104.1;118.1;96.3
1458;58-60 Uitgeverijen, film, radio en TV;2001;742;285;457;693.0;232.0;464.0;-0.4;-3.5;1.6;107.1;122.9;98.4
1459;58-60 Uitgeverijen, film, radio en TV;2002;750;272;478;712.0;245.0;469.0;2.8;5.6;1.1;105.3;111.0;101.8
1460;58-60 Uitgeverijen, film, radio en TV;2003;766;279;487;740.0;270.0;470.0;3.9;10.3;0.2;103.5;103.2;103.5
1461;58-60 Uitgeverijen, film, radio en TV;2004;789;294;495;771.0;297.0;474.0;4.2;10.0;0.8;102.4;98.9;104.4
1462;58-60 Uitgeverijen, film, radio en TV;2005;824;302;522;785.0;289.0;496.0;1.9;-2.7;4.6;104.9;104.4;105.2
1463;58-60 Uitgeverijen, film, radio en TV;2006;847;313;534;801.0;290.0;511.0;1.9;0.3;2.9;105.8;107.8;104.6
1464;58-60 Uitgeverijen, film, radio en TV;2007;861;322;539;815.0;299.0;515.0;1.8;3.2;0.9;105.7;107.5;104.6
1465;58-60 Uitgeverijen, film, radio en TV;2008;850;322;528;801.0;300.0;500.0;-1.7;0.3;-3.0;106.2;107.2;105.6
1466;58-60 Uitgeverijen, film, radio en TV;2009;789;289;500;784.0;283.0;501.0;-2.1;-5.9;0.2;100.7;102.2;99.8
1467;58-60 Uitgeverijen, film, radio en TV;2010;746;269;477;746.0;269.0;477.0;-4.8;-4.8;-4.8;100.0;100.0;100.0
1468;58-60 Uitgeverijen, film, radio en TV;2011;781;270;511;762.0;258.0;504.0;2.1;-4.1;5.7;102.5;104.7;101.4
1469;58-60 Uitgeverijen, film, radio en TV;2012;758;264;494;740.0;256.0;483.0;-2.9;-0.7;-4.1;102.5;103.1;102.2
1470;58-60 Uitgeverijen, film, radio en TV;2013;770;264;506;757.0;267.0;490.0;2.4;4.2;1.4;101.7;99.0;103.2
1471;58-60 Uitgeverijen, film, radio en TV;2014;778;259;519;763.0;265.0;498.0;0.8;-0.8;1.6;102.0;97.8;104.2
1472;58-60 Uitgeverijen, film, radio en TV;2015;1982;264;1718;1951.0;285.0;1640.0;155.7;7.7;229.5;101.6;92.6;104.7
1473;58-60 Uitgeverijen, film, radio en TV;2016;2175;265;1910;2103.0;281.0;1792.0;7.8;-1.5;9.3;103.4;94.4;106.6
1474;58 Uitgeverijen;1995;364;198;166;393.0;172.0;226.0;;;;92.6;114.8;73.5
1475;58 Uitgeverijen;1996;395;229;166;412.0;191.0;220.0;4.7;10.6;-2.4;96.0;120.1;75.3
1476;58 Uitgeverijen;1997;418;233;185;434.0;196.0;242.0;5.6;2.6;9.6;96.2;119.0;76.6
1477;58 Uitgeverijen;1998;446;243;203;461.0;207.0;259.0;6.2;5.6;7.0;96.6;117.6;78.5
1478;58 Uitgeverijen;1999;415;213;202;443.0;194.0;255.0;-4.0;-6.2;-1.5;93.7;109.9;79.3
1479;58 Uitgeverijen;2000;441;215;226;470.0;198.0;280.0;6.0;2.3;9.9;93.9;108.3;80.7
1480;58 Uitgeverijen;2001;455;228;227;467.0;203.0;271.0;-0.5;2.3;-3.1;97.3;112.3;83.7
1481;58 Uitgeverijen;2002;445;217;228;472.0;216.0;259.0;0.9;6.1;-4.4;94.4;100.7;87.9
1482;58 Uitgeverijen;2003;454;228;226;493.0;242.0;251.0;4.5;12.4;-3.1;92.1;94.1;89.9
1483;58 Uitgeverijen;2004;474;237;237;522.0;261.0;261.0;5.9;7.9;4.0;90.8;90.6;90.7
1484;58 Uitgeverijen;2005;511;231;280;546.0;246.0;301.0;4.6;-5.9;15.2;93.5;93.9;93.0
1485;58 Uitgeverijen;2006;534;245;289;556.0;248.0;309.0;1.8;0.9;2.5;96.1;98.7;93.6
1486;58 Uitgeverijen;2007;544;257;287;556.0;255.0;301.0;0.0;2.9;-2.4;97.9;100.7;95.3
1487;58 Uitgeverijen;2008;537;259;278;537.0;257.0;280.0;-3.3;0.8;-7.0;99.9;100.7;99.2
1488;58 Uitgeverijen;2009;499;233;266;505.0;238.0;267.0;-6.0;-7.3;-4.7;98.7;97.7;99.6
1489;58 Uitgeverijen;2010;470;222;248;470.0;222.0;248.0;-7.0;-6.9;-7.1;100.0;100.0;100.0
1490;58 Uitgeverijen;2011;491;222;269;473.0;208.0;265.0;0.6;-6.3;6.9;103.8;106.7;101.5
1491;58 Uitgeverijen;2012;483;219;264;463.0;208.0;255.0;-2.0;0.0;-3.7;104.2;105.3;103.5
1492;58 Uitgeverijen;2013;488;218;270;476.0;217.0;259.0;2.7;4.1;1.5;102.6;100.7;104.2
1493;58 Uitgeverijen;2014;478;211;267;466.0;212.0;254.0;-2.0;-2.3;-1.9;102.6;99.7;105.0
