ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;FinancieleBedrijfsgegevens;Perioden;BenedengrensWaarde_1;GemiddeldeWaarde_2;BovengrensWaarde_3;BenedengrensWaarde_4;GemiddeldeWaarde_5;BovengrensWaarde_6
8991;1 werkzame persoon;3514 Handel in elektriciteit en gas;Totale bedrijfslasten;2008;36.0;;487.0;50.0;74.0;100.0
8992;1 werkzame persoon;3514 Handel in elektriciteit en gas;Totale bedrijfslasten;2009;26.0;639.0;568.0;51.0;81.0;134.0
8993;1 werkzame persoon;3514 Handel in elektriciteit en gas;Totale bedrijfslasten;2010;121.0;;1520.0;67.0;98.0;116.0
8994;1 werkzame persoon;3514 Handel in elektriciteit en gas;Inkoopwaarde omzet;2008;0.0;;176.0;0.0;;34.0
8995;1 werkzame persoon;3514 Handel in elektriciteit en gas;Inkoopwaarde omzet;2009;0.0;498.0;378.0;0.0;31.0;89.0
8996;1 werkzame persoon;3514 Handel in elektriciteit en gas;Inkoopwaarde omzet;2010;0.0;;404.0;0.0;;77.0
8997;1 werkzame persoon;3514 Handel in elektriciteit en gas;Personele kosten;2008;24.0;;92.0;0.0;;44.0
8998;1 werkzame persoon;3514 Handel in elektriciteit en gas;Personele kosten;2009;20.0;34.0;50.0;1.0;31.0;85.0
8999;1 werkzame persoon;3514 Handel in elektriciteit en gas;Personele kosten;2010;14.0;;114.0;2.0;;63.0
9000;1 werkzame persoon;3514 Handel in elektriciteit en gas;Overige bedrijfslasten;2008;12.0;;90.0;11.0;17.0;22.0
9001;1 werkzame persoon;3514 Handel in elektriciteit en gas;Overige bedrijfslasten;2009;4.0;100.0;102.0;12.0;17.0;24.0
9002;1 werkzame persoon;3514 Handel in elektriciteit en gas;Overige bedrijfslasten;2010;0.0;;651.0;0.0;;46.0
9003;1 werkzame persoon;3514 Handel in elektriciteit en gas;Bedrijfsresultaat;2008;-198.0;-4.0;109.0;0.0;26.0;50.0
9004;1 werkzame persoon;3514 Handel in elektriciteit en gas;Bedrijfsresultaat;2009;-18.0;121.0;30.0;-34.0;19.0;49.0
9005;1 werkzame persoon;3514 Handel in elektriciteit en gas;Bedrijfsresultaat;2010;-28.0;;59.0;-16.0;2.0;33.0
9006;1 werkzame persoon;3514 Handel in elektriciteit en gas;Afschrijvingen;2008;0.0;;184.0;0.0;;65.0
9007;1 werkzame persoon;3514 Handel in elektriciteit en gas;Afschrijvingen;2009;0.0;8.0;8.0;0.0;2.0;10.0
9008;1 werkzame persoon;3514 Handel in elektriciteit en gas;Afschrijvingen;2010;0.0;;107.0;0.0;;17.0
9009;1 werkzame persoon;352 Productie van biogas;Totale bedrijfsopbrengsten;2008;;;;;;
9010;1 werkzame persoon;352 Productie van biogas;Totale bedrijfsopbrengsten;2009;;;;;;
9011;1 werkzame persoon;352 Productie van biogas;Totale bedrijfsopbrengsten;2010;;;;;;
9012;1 werkzame persoon;352 Productie van biogas;Totale bedrijfslasten;2008;;;;;;
9013;1 werkzame persoon;352 Productie van biogas;Totale bedrijfslasten;2009;;;;;;
9014;1 werkzame persoon;352 Productie van biogas;Totale bedrijfslasten;2010;;;;;;
9015;1 werkzame persoon;352 Productie van biogas;Inkoopwaarde omzet;2008;;;;;;
9016;1 werkzame persoon;352 Productie van biogas;Inkoopwaarde omzet;2009;;;;;;
9017;1 werkzame persoon;352 Productie van biogas;Inkoopwaarde omzet;2010;;;;;;
9018;1 werkzame persoon;352 Productie van biogas;Personele kosten;2008;;;;;;
9019;1 werkzame persoon;352 Productie van biogas;Personele kosten;2009;;;;;;
9020;1 werkzame persoon;352 Productie van biogas;Personele kosten;2010;;;;;;
9021;1 werkzame persoon;352 Productie van biogas;Overige bedrijfslasten;2008;;;;;;
9022;1 werkzame persoon;352 Productie van biogas;Overige bedrijfslasten;2009;;;;;;
9023;1 werkzame persoon;352 Productie van biogas;Overige bedrijfslasten;2010;;;;;;
9024;1 werkzame persoon;352 Productie van biogas;Bedrijfsresultaat;2008;;;;;;
9025;1 werkzame persoon;352 Productie van biogas;Bedrijfsresultaat;2009;;;;;;
9026;1 werkzame persoon;352 Productie van biogas;Bedrijfsresultaat;2010;;;;;;
9027;1 werkzame persoon;352 Productie van biogas;Afschrijvingen;2008;;;;;;
9028;1 werkzame persoon;352 Productie van biogas;Afschrijvingen;2009;;;;;;
9029;1 werkzame persoon;352 Productie van biogas;Afschrijvingen;2010;;;;;;
9030;1 werkzame persoon;3520 Productie van biogas;Totale bedrijfsopbrengsten;2008;;;;;;
9031;1 werkzame persoon;3520 Productie van biogas;Totale bedrijfsopbrengsten;2009;;;;;;
9032;1 werkzame persoon;3520 Productie van biogas;Totale bedrijfsopbrengsten;2010;;;;;;
9033;1 werkzame persoon;3520 Productie van biogas;Totale bedrijfslasten;2008;;;;;;
9034;1 werkzame persoon;3520 Productie van biogas;Totale bedrijfslasten;2009;;;;;;
9035;1 werkzame persoon;3520 Productie van biogas;Totale bedrijfslasten;2010;;;;;;
9036;1 werkzame persoon;3520 Productie van biogas;Inkoopwaarde omzet;2008;;;;;;
9037;1 werkzame persoon;3520 Productie van biogas;Inkoopwaarde omzet;2009;;;;;;
9038;1 werkzame persoon;3520 Productie van biogas;Inkoopwaarde omzet;2010;;;;;;
9039;1 werkzame persoon;3520 Productie van biogas;Personele kosten;2008;;;;;;
9040;1 werkzame persoon;3520 Productie van biogas;Personele kosten;2009;;;;;;
9041;1 werkzame persoon;3520 Productie van biogas;Personele kosten;2010;;;;;;
9042;1 werkzame persoon;3520 Productie van biogas;Overige bedrijfslasten;2008;;;;;;
9043;1 werkzame persoon;3520 Productie van biogas;Overige bedrijfslasten;2009;;;;;;
9044;1 werkzame persoon;3520 Productie van biogas;Overige bedrijfslasten;2010;;;;;;
9045;1 werkzame persoon;3520 Productie van biogas;Bedrijfsresultaat;2008;;;;;;
9046;1 werkzame persoon;3520 Productie van biogas;Bedrijfsresultaat;2009;;;;;;
9047;1 werkzame persoon;3520 Productie van biogas;Bedrijfsresultaat;2010;;;;;;
9048;1 werkzame persoon;3520 Productie van biogas;Afschrijvingen;2008;;;;;;
9049;1 werkzame persoon;3520 Productie van biogas;Afschrijvingen;2009;;;;;;
9050;1 werkzame persoon;3520 Productie van biogas;Afschrijvingen;2010;;;;;;
9051;1 werkzame persoon;353 Productie van stoom en koele lucht;Totale bedrijfsopbrengsten;2008;;;;;;
9052;1 werkzame persoon;353 Productie van stoom en koele lucht;Totale bedrijfsopbrengsten;2009;;;;;;
9053;1 werkzame persoon;353 Productie van stoom en koele lucht;Totale bedrijfsopbrengsten;2010;;;;;;
9054;1 werkzame persoon;353 Productie van stoom en koele lucht;Totale bedrijfslasten;2008;;;;;;
9055;1 werkzame persoon;353 Productie van stoom en koele lucht;Totale bedrijfslasten;2009;;;;;;
9056;1 werkzame persoon;353 Productie van stoom en koele lucht;Totale bedrijfslasten;2010;;;;;;
9057;1 werkzame persoon;353 Productie van stoom en koele lucht;Inkoopwaarde omzet;2008;;;;;;
9058;1 werkzame persoon;353 Productie van stoom en koele lucht;Inkoopwaarde omzet;2009;;;;;;
9059;1 werkzame persoon;353 Productie van stoom en koele lucht;Inkoopwaarde omzet;2010;;;;;;
9060;1 werkzame persoon;353 Productie van stoom en koele lucht;Personele kosten;2008;;;;;;
9061;1 werkzame persoon;353 Productie van stoom en koele lucht;Personele kosten;2009;;;;;;
9062;1 werkzame persoon;353 Productie van stoom en koele lucht;Personele kosten;2010;;;;;;
9063;1 werkzame persoon;353 Productie van stoom en koele lucht;Overige bedrijfslasten;2008;;;;;;
9064;1 werkzame persoon;353 Productie van stoom en koele lucht;Overige bedrijfslasten;2009;;;;;;
9065;1 werkzame persoon;353 Productie van stoom en koele lucht;Overige bedrijfslasten;2010;;;;;;
9066;1 werkzame persoon;353 Productie van stoom en koele lucht;Bedrijfsresultaat;2008;;;;;;
9067;1 werkzame persoon;353 Productie van stoom en koele lucht;Bedrijfsresultaat;2009;;;;;;
9068;1 werkzame persoon;353 Productie van stoom en koele lucht;Bedrijfsresultaat;2010;;;;;;
9069;1 werkzame persoon;353 Productie van stoom en koele lucht;Afschrijvingen;2008;;;;;;
9070;1 werkzame persoon;353 Productie van stoom en koele lucht;Afschrijvingen;2009;;;;;;
9071;1 werkzame persoon;353 Productie van stoom en koele lucht;Afschrijvingen;2010;;;;;;
9072;1 werkzame persoon;3530 Productie van stoom en koele lucht;Totale bedrijfsopbrengsten;2008;;;;;;
9073;1 werkzame persoon;3530 Productie van stoom en koele lucht;Totale bedrijfsopbrengsten;2009;;;;;;
9074;1 werkzame persoon;3530 Productie van stoom en koele lucht;Totale bedrijfsopbrengsten;2010;;;;;;
9075;1 werkzame persoon;3530 Productie van stoom en koele lucht;Totale bedrijfslasten;2008;;;;;;
9076;1 werkzame persoon;3530 Productie van stoom en koele lucht;Totale bedrijfslasten;2009;;;;;;
9077;1 werkzame persoon;3530 Productie van stoom en koele lucht;Totale bedrijfslasten;2010;;;;;;
9078;1 werkzame persoon;3530 Productie van stoom en koele lucht;Inkoopwaarde omzet;2008;;;;;;
9079;1 werkzame persoon;3530 Productie van stoom en koele lucht;Inkoopwaarde omzet;2009;;;;;;
9080;1 werkzame persoon;3530 Productie van stoom en koele lucht;Inkoopwaarde omzet;2010;;;;;;
9081;1 werkzame persoon;3530 Productie van stoom en koele lucht;Personele kosten;2008;;;;;;
9082;1 werkzame persoon;3530 Productie van stoom en koele lucht;Personele kosten;2009;;;;;;
9083;1 werkzame persoon;3530 Productie van stoom en koele lucht;Personele kosten;2010;;;;;;
9084;1 werkzame persoon;3530 Productie van stoom en koele lucht;Overige bedrijfslasten;2008;;;;;;
9085;1 werkzame persoon;3530 Productie van stoom en koele lucht;Overige bedrijfslasten;2009;;;;;;
9086;1 werkzame persoon;3530 Productie van stoom en koele lucht;Overige bedrijfslasten;2010;;;;;;
9087;1 werkzame persoon;3530 Productie van stoom en koele lucht;Bedrijfsresultaat;2008;;;;;;
9088;1 werkzame persoon;3530 Productie van stoom en koele lucht;Bedrijfsresultaat;2009;;;;;;
9089;1 werkzame persoon;3530 Productie van stoom en koele lucht;Bedrijfsresultaat;2010;;;;;;
9090;1 werkzame persoon;3530 Productie van stoom en koele lucht;Afschrijvingen;2008;;;;;;
9091;1 werkzame persoon;3530 Productie van stoom en koele lucht;Afschrijvingen;2009;;;;;;
9092;1 werkzame persoon;3530 Productie van stoom en koele lucht;Afschrijvingen;2010;;;;;;
9093;1 werkzame persoon;36 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2008;;;;;;
9094;1 werkzame persoon;36 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2009;;;;;;
9095;1 werkzame persoon;36 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2010;;;;;;
9096;1 werkzame persoon;36 Waterleidingbedrijven;Totale bedrijfslasten;2008;;;;;;
9097;1 werkzame persoon;36 Waterleidingbedrijven;Totale bedrijfslasten;2009;;;;;;
9098;1 werkzame persoon;36 Waterleidingbedrijven;Totale bedrijfslasten;2010;;;;;;
9099;1 werkzame persoon;36 Waterleidingbedrijven;Inkoopwaarde omzet;2008;;;;;;
9100;1 werkzame persoon;36 Waterleidingbedrijven;Inkoopwaarde omzet;2009;;;;;;
9101;1 werkzame persoon;36 Waterleidingbedrijven;Inkoopwaarde omzet;2010;;;;;;
9102;1 werkzame persoon;36 Waterleidingbedrijven;Personele kosten;2008;;;;;;
9103;1 werkzame persoon;36 Waterleidingbedrijven;Personele kosten;2009;;;;;;
9104;1 werkzame persoon;36 Waterleidingbedrijven;Personele kosten;2010;;;;;;
9105;1 werkzame persoon;36 Waterleidingbedrijven;Overige bedrijfslasten;2008;;;;;;
9106;1 werkzame persoon;36 Waterleidingbedrijven;Overige bedrijfslasten;2009;;;;;;
9107;1 werkzame persoon;36 Waterleidingbedrijven;Overige bedrijfslasten;2010;;;;;;
9108;1 werkzame persoon;36 Waterleidingbedrijven;Bedrijfsresultaat;2008;;;;;;
9109;1 werkzame persoon;36 Waterleidingbedrijven;Bedrijfsresultaat;2009;;;;;;
9110;1 werkzame persoon;36 Waterleidingbedrijven;Bedrijfsresultaat;2010;;;;;;
9111;1 werkzame persoon;36 Waterleidingbedrijven;Afschrijvingen;2008;;;;;;
9112;1 werkzame persoon;36 Waterleidingbedrijven;Afschrijvingen;2009;;;;;;
9113;1 werkzame persoon;36 Waterleidingbedrijven;Afschrijvingen;2010;;;;;;
9114;1 werkzame persoon;360 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2008;;;;;;
9115;1 werkzame persoon;360 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2009;;;;;;
9116;1 werkzame persoon;360 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2010;;;;;;
9117;1 werkzame persoon;360 Waterleidingbedrijven;Totale bedrijfslasten;2008;;;;;;
9118;1 werkzame persoon;360 Waterleidingbedrijven;Totale bedrijfslasten;2009;;;;;;
9119;1 werkzame persoon;360 Waterleidingbedrijven;Totale bedrijfslasten;2010;;;;;;
9120;1 werkzame persoon;360 Waterleidingbedrijven;Inkoopwaarde omzet;2008;;;;;;
9121;1 werkzame persoon;360 Waterleidingbedrijven;Inkoopwaarde omzet;2009;;;;;;
9122;1 werkzame persoon;360 Waterleidingbedrijven;Inkoopwaarde omzet;2010;;;;;;
9123;1 werkzame persoon;360 Waterleidingbedrijven;Personele kosten;2008;;;;;;
9124;1 werkzame persoon;360 Waterleidingbedrijven;Personele kosten;2009;;;;;;
9125;1 werkzame persoon;360 Waterleidingbedrijven;Personele kosten;2010;;;;;;
9126;1 werkzame persoon;360 Waterleidingbedrijven;Overige bedrijfslasten;2008;;;;;;
9127;1 werkzame persoon;360 Waterleidingbedrijven;Overige bedrijfslasten;2009;;;;;;
9128;1 werkzame persoon;360 Waterleidingbedrijven;Overige bedrijfslasten;2010;;;;;;
9129;1 werkzame persoon;360 Waterleidingbedrijven;Bedrijfsresultaat;2008;;;;;;
9130;1 werkzame persoon;360 Waterleidingbedrijven;Bedrijfsresultaat;2009;;;;;;
9131;1 werkzame persoon;360 Waterleidingbedrijven;Bedrijfsresultaat;2010;;;;;;
9132;1 werkzame persoon;360 Waterleidingbedrijven;Afschrijvingen;2008;;;;;;
9133;1 werkzame persoon;360 Waterleidingbedrijven;Afschrijvingen;2009;;;;;;
9134;1 werkzame persoon;360 Waterleidingbedrijven;Afschrijvingen;2010;;;;;;
9135;1 werkzame persoon;3600 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2008;;;;;;
9136;1 werkzame persoon;3600 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2009;;;;;;
9137;1 werkzame persoon;3600 Waterleidingbedrijven;Totale bedrijfsopbrengsten;2010;;;;;;
9138;1 werkzame persoon;3600 Waterleidingbedrijven;Totale bedrijfslasten;2008;;;;;;
9139;1 werkzame persoon;3600 Waterleidingbedrijven;Totale bedrijfslasten;2009;;;;;;
9140;1 werkzame persoon;3600 Waterleidingbedrijven;Totale bedrijfslasten;2010;;;;;;
9141;1 werkzame persoon;3600 Waterleidingbedrijven;Inkoopwaarde omzet;2008;;;;;;
9142;1 werkzame persoon;3600 Waterleidingbedrijven;Inkoopwaarde omzet;2009;;;;;;
9143;1 werkzame persoon;3600 Waterleidingbedrijven;Inkoopwaarde omzet;2010;;;;;;
9144;1 werkzame persoon;3600 Waterleidingbedrijven;Personele kosten;2008;;;;;;
9145;1 werkzame persoon;3600 Waterleidingbedrijven;Personele kosten;2009;;;;;;
9146;1 werkzame persoon;3600 Waterleidingbedrijven;Personele kosten;2010;;;;;;
9147;1 werkzame persoon;3600 Waterleidingbedrijven;Overige bedrijfslasten;2008;;;;;;
9148;1 werkzame persoon;3600 Waterleidingbedrijven;Overige bedrijfslasten;2009;;;;;;
9149;1 werkzame persoon;3600 Waterleidingbedrijven;Overige bedrijfslasten;2010;;;;;;
9150;1 werkzame persoon;3600 Waterleidingbedrijven;Bedrijfsresultaat;2008;;;;;;
9151;1 werkzame persoon;3600 Waterleidingbedrijven;Bedrijfsresultaat;2009;;;;;;
9152;1 werkzame persoon;3600 Waterleidingbedrijven;Bedrijfsresultaat;2010;;;;;;
9153;1 werkzame persoon;3600 Waterleidingbedrijven;Afschrijvingen;2008;;;;;;
9154;1 werkzame persoon;3600 Waterleidingbedrijven;Afschrijvingen;2009;;;;;;
9155;1 werkzame persoon;3600 Waterleidingbedrijven;Afschrijvingen;2010;;;;;;
9156;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Totale bedrijfsopbrengsten;2008;32.0;120.0;240.0;100.0;100.0;100.0
9157;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Totale bedrijfsopbrengsten;2009;40.0;95.0;160.0;100.0;100.0;100.0
9158;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Totale bedrijfsopbrengsten;2010;13.0;97.0;202.0;100.0;100.0;100.0
9159;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Totale bedrijfslasten;2008;7.0;79.0;136.0;26.0;65.0;84.0
9160;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Totale bedrijfslasten;2009;15.0;66.0;142.0;38.0;65.0;108.0
9161;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Totale bedrijfslasten;2010;14.0;74.0;142.0;51.0;72.0;87.0
9162;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Inkoopwaarde omzet;2008;0.0;;44.0;0.0;16.0;30.0
9163;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Inkoopwaarde omzet;2009;0.0;18.0;43.0;0.0;16.0;39.0
9164;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Inkoopwaarde omzet;2010;0.0;23.0;57.0;0.0;22.0;43.0
9165;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Personele kosten;2008;0.0;;46.0;0.0;;50.0
9166;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Personele kosten;2009;0.0;16.0;46.0;0.0;18.0;35.0
9167;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Personele kosten;2010;0.0;27.0;57.0;0.0;23.0;54.0
9168;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Overige bedrijfslasten;2008;3.0;;53.0;8.0;25.0;44.0
9169;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Overige bedrijfslasten;2009;3.0;29.0;62.0;5.0;26.0;50.0
9170;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Overige bedrijfslasten;2010;6.0;;26.0;8.0;22.0;45.0
9171;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Bedrijfsresultaat;2008;3.0;41.0;74.0;16.0;35.0;74.0
9172;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Bedrijfsresultaat;2009;-9.0;30.0;66.0;-8.0;35.0;62.0
9173;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Bedrijfsresultaat;2010;7.0;22.0;66.0;13.0;28.0;49.0
9174;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Afschrijvingen;2008;0.0;3.0;7.0;0.0;;12.0
9175;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Afschrijvingen;2009;0.0;3.0;9.0;0.0;5.0;10.0
9176;1 werkzame persoon;37 Afvalwaterinzameling en -behandeling;Afschrijvingen;2010;0.0;;11.0;0.0;6.0;9.0
9177;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Totale bedrijfsopbrengsten;2008;32.0;120.0;240.0;100.0;100.0;100.0
9178;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Totale bedrijfsopbrengsten;2009;40.0;95.0;160.0;100.0;100.0;100.0
9179;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Totale bedrijfsopbrengsten;2010;13.0;97.0;202.0;100.0;100.0;100.0
9180;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Totale bedrijfslasten;2008;7.0;79.0;136.0;26.0;65.0;84.0
9181;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Totale bedrijfslasten;2009;15.0;66.0;142.0;38.0;65.0;108.0
9182;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Totale bedrijfslasten;2010;14.0;74.0;142.0;51.0;72.0;87.0
9183;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Inkoopwaarde omzet;2008;0.0;;44.0;0.0;16.0;30.0
9184;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Inkoopwaarde omzet;2009;0.0;18.0;43.0;0.0;16.0;39.0
9185;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Inkoopwaarde omzet;2010;0.0;23.0;57.0;0.0;22.0;43.0
9186;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Personele kosten;2008;0.0;;46.0;0.0;;50.0
9187;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Personele kosten;2009;0.0;16.0;46.0;0.0;18.0;35.0
9188;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Personele kosten;2010;0.0;27.0;57.0;0.0;23.0;54.0
9189;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Overige bedrijfslasten;2008;3.0;;53.0;8.0;25.0;44.0
9190;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Overige bedrijfslasten;2009;3.0;29.0;62.0;5.0;26.0;50.0
9191;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Overige bedrijfslasten;2010;6.0;;26.0;8.0;22.0;45.0
9192;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Bedrijfsresultaat;2008;3.0;41.0;74.0;16.0;35.0;74.0
9193;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Bedrijfsresultaat;2009;-9.0;30.0;66.0;-8.0;35.0;62.0
9194;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Bedrijfsresultaat;2010;7.0;22.0;66.0;13.0;28.0;49.0
9195;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Afschrijvingen;2008;0.0;3.0;7.0;0.0;;12.0
9196;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Afschrijvingen;2009;0.0;3.0;9.0;0.0;5.0;10.0
9197;1 werkzame persoon;370 Afvalwaterinzameling en -behandeling;Afschrijvingen;2010;0.0;;11.0;0.0;6.0;9.0
9198;1 werkzame persoon;3700 Afvalwaterinzameling en behandeling;Totale bedrijfsopbrengsten;2008;32.0;120.0;240.0;100.0;100.0;100.0
9199;1 werkzame persoon;3700 Afvalwaterinzameling en behandeling;Totale bedrijfsopbrengsten;2009;40.0;95.0;160.0;100.0;100.0;100.0
9200;1 werkzame persoon;3700 Afvalwaterinzameling en behandeling;Totale bedrijfsopbrengsten;2010;13.0;97.0;202.0;100.0;100.0;100.0
