ID;Geslacht;Vooropleiding;Studierichting;Opleidingsvorm;Herkomstgroepering;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
5430;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Autochtoon;Startjaar 2007;335.0;60.0;80.0;88.0;92.0;;;;60.0;79.0;86.0;89.0;;;;0.0;1.0;2.0;2.0;;;;2.0;5.0;4.0;2.0;4.0;4.0;;;98.0;95.0;37.0;18.0;8.0;4.0;;;95.0;92.0;33.0;13.0;5.0;3.0;;;3.0;3.0;4.0;4.0;2.0;1.0;;
5431;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Autochtoon;Startjaar 2008;348.0;56.0;82.0;88.0;;;;;56.0;81.0;88.0;;;;;0.0;0.0;0.0;;;;;3.0;3.0;4.0;4.0;4.0;;;;97.0;97.0;40.0;14.0;8.0;;;;95.0;95.0;38.0;12.0;6.0;;;;1.0;2.0;2.0;2.0;3.0;;;
5432;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Autochtoon;Startjaar 2009;547.0;63.0;82.0;;;;;;63.0;82.0;;;;;;0.0;0.0;;;;;;4.0;3.0;4.0;4.0;;;;;96.0;97.0;33.0;14.0;;;;;95.0;95.0;32.0;13.0;;;;;1.0;1.0;2.0;1.0;;;;
5433;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Autochtoon;Startjaar 2010;496.0;66.0;;;;;;;66.0;;;;;;;0.0;;;;;;;3.0;3.0;3.0;;;;;;97.0;97.0;31.0;;;;;;97.0;95.0;29.0;;;;;;1.0;2.0;2.0;;;;;
5434;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Autochtoon;Startjaar 2011;497.0;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;98.0;98.0;;;;;;;96.0;95.0;;;;;;;2.0;2.0;;;;;;
5435;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Autochtoon;Startjaar 2012;561.0;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;98.0;;;;;;;;97.0;;;;;;;;1.0;;;;;;;
5436;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5437;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5438;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5439;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5440;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5441;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5442;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5443;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2002;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5444;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2003;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5445;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2004;121.0;66.0;78.0;82.0;83.0;83.0;86.0;86.0;66.0;78.0;82.0;83.0;83.0;85.0;85.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;8.0;11.0;10.0;11.0;11.0;13.0;14.0;14.0;92.0;89.0;24.0;12.0;7.0;4.0;2.0;0.0;91.0;89.0;23.0;11.0;7.0;3.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0
5446;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2005;135.0;58.0;77.0;80.0;81.0;81.0;82.0;;58.0;77.0;79.0;81.0;81.0;81.0;;0.0;0.0;1.0;1.0;1.0;1.0;;6.0;14.0;16.0;16.0;17.0;18.0;17.0;18.0;94.0;84.0;26.0;7.0;3.0;1.0;1.0;0.0;93.0;83.0;25.0;5.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
5447;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2006;161.0;64.0;80.0;83.0;86.0;88.0;;;64.0;80.0;83.0;85.0;87.0;;;0.0;0.0;0.0;1.0;1.0;;;7.0;9.0;11.0;11.0;11.0;11.0;11.0;;93.0;89.0;25.0;9.0;7.0;4.0;2.0;;93.0;88.0;24.0;9.0;6.0;4.0;2.0;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;
5448;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2007;184.0;66.0;86.0;91.0;92.0;;;;66.0;86.0;90.0;91.0;;;;0.0;0.0;1.0;1.0;;;;5.0;6.0;6.0;6.0;7.0;7.0;;;95.0;93.0;28.0;8.0;2.0;1.0;;;95.0;92.0;28.0;8.0;2.0;1.0;;;1.0;1.0;1.0;1.0;0.0;0.0;;
5449;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2008;231.0;50.0;81.0;84.0;;;;;50.0;81.0;83.0;;;;;0.0;0.0;1.0;;;;;7.0;10.0;10.0;11.0;12.0;;;;93.0;89.0;40.0;8.0;4.0;;;;92.0;87.0;38.0;6.0;3.0;;;;1.0;1.0;2.0;2.0;1.0;;;
5450;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2009;390.0;64.0;83.0;;;;;;63.0;83.0;;;;;;1.0;0.0;;;;;;6.0;8.0;9.0;10.0;;;;;94.0;90.0;27.0;6.0;;;;;92.0;89.0;25.0;5.0;;;;;2.0;1.0;2.0;2.0;;;;
5451;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2010;412.0;63.0;;;;;;;63.0;;;;;;;0.0;;;;;;;5.0;11.0;13.0;;;;;;95.0;89.0;24.0;;;;;;94.0;88.0;23.0;;;;;;1.0;1.0;1.0;;;;;
5452;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2011;400.0;;;;;;;;;;;;;;;;;;;;;;10.0;11.0;;;;;;;90.0;88.0;;;;;;;90.0;87.0;;;;;;;0.0;1.0;;;;;;
5453;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Westerse allochtoon;Startjaar 2012;609.0;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;92.0;;;;;;;;91.0;;;;;;;;0.0;;;;;;;
5454;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5455;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5456;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5457;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5458;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5459;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5460;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5461;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2002;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5462;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2003;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5463;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2004;50.0;50.0;76.0;86.0;88.0;88.0;88.0;88.0;50.0;76.0;84.0;86.0;86.0;88.0;88.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;4.0;12.0;12.0;12.0;12.0;12.0;12.0;100.0;94.0;38.0;12.0;2.0;0.0;0.0;0.0;98.0;92.0;36.0;10.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0
5464;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2005;78.0;63.0;77.0;82.0;83.0;85.0;86.0;;63.0;77.0;81.0;82.0;83.0;85.0;;0.0;0.0;1.0;1.0;1.0;1.0;;5.0;10.0;10.0;12.0;12.0;12.0;12.0;14.0;94.0;87.0;27.0;12.0;6.0;5.0;4.0;0.0;91.0;85.0;24.0;9.0;5.0;4.0;3.0;0.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;0.0
5465;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2006;77.0;57.0;78.0;83.0;86.0;87.0;;;57.0;78.0;83.0;84.0;86.0;;;0.0;0.0;0.0;1.0;1.0;;;5.0;10.0;10.0;10.0;9.0;10.0;12.0;;95.0;86.0;32.0;12.0;8.0;4.0;1.0;;95.0;84.0;31.0;10.0;5.0;3.0;0.0;;0.0;1.0;1.0;1.0;3.0;1.0;1.0;
5466;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2007;90.0;59.0;77.0;79.0;81.0;;;;59.0;77.0;79.0;81.0;;;;0.0;0.0;0.0;0.0;;;;9.0;13.0;11.0;10.0;11.0;12.0;;;91.0;87.0;30.0;13.0;10.0;7.0;;;91.0;86.0;28.0;10.0;7.0;4.0;;;0.0;1.0;2.0;3.0;3.0;2.0;;
5467;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2008;98.0;52.0;81.0;86.0;;;;;52.0;81.0;86.0;;;;;0.0;0.0;0.0;;;;;3.0;2.0;10.0;10.0;8.0;;;;97.0;95.0;38.0;9.0;6.0;;;;97.0;94.0;37.0;8.0;4.0;;;;0.0;1.0;1.0;1.0;2.0;;;
5468;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2009;111.0;56.0;66.0;;;;;;56.0;66.0;;;;;;0.0;0.0;;;;;;9.0;18.0;19.0;21.0;;;;;91.0;82.0;25.0;14.0;;;;;87.0;78.0;23.0;12.0;;;;;4.0;4.0;2.0;2.0;;;;
5469;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2010;104.0;56.0;;;;;;;56.0;;;;;;;0.0;;;;;;;5.0;7.0;7.0;;;;;;95.0;92.0;38.0;;;;;;94.0;91.0;37.0;;;;;;1.0;1.0;1.0;;;;;
5470;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2011;127.0;;;;;;;;;;;;;;;;;;;;;;8.0;9.0;;;;;;;92.0;91.0;;;;;;;91.0;89.0;;;;;;;1.0;2.0;;;;;;
5471;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Niet-westerse allochtoon;Startjaar 2012;188.0;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;94.0;;;;;;;;94.0;;;;;;;;0.0;;;;;;;
5472;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5473;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5474;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5475;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5476;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5477;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5478;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5479;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5480;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5481;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5482;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2005;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5483;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2006;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5484;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2007;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5485;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2008;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5486;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5487;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2010;3.0;67.0;;;;;;;67.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5488;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2011;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5489;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Marokko;Startjaar 2012;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5490;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5491;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5492;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5493;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5494;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5495;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5496;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5497;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5498;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5499;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2004;1.0;;;;;;;100.0;;;;;;;100.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5500;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2005;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5501;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2006;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5502;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2007;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5503;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2008;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5504;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2009;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5505;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2010;3.0;100.0;;;;;;;100.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5506;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2011;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5507;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Turkije;Startjaar 2012;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5508;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5509;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5510;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5511;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5512;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5513;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5514;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5515;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5516;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
