ID;Voertuigsoort;BedrijfstakkenSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;AantalVoertuigenInGebruik_1
254;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: Euro 4;2011;1220
255;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: Euro 5;2009;2480
256;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: Euro 5;2010;2840
257;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: Euro 5;2011;3300
258;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: EEV;2009;0
259;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: EEV;2010;300
260;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: EEV;2011;650
261;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2009;20
262;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2010;30
263;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Milieuklasse: onbekend;2011;200
264;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 0 tot 7000 kg;2009;3020
265;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 0 tot 7000 kg;2010;2980
266;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 0 tot 7000 kg;2011;2920
267;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7000 tot 12000 kg;2009;2790
268;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7000 tot 12000 kg;2010;2690
269;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 7000 tot 12000 kg;2011;2720
270;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12000 tot 18000 kg;2009;2440
271;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12000 tot 18000 kg;2010;2290
272;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 12000 tot 18000 kg;2011;2330
273;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18000 kg tot 40000 kg;2009;2280
274;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18000 kg tot 40000 kg;2010;2160
275;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 18000 kg tot 40000 kg;2011;2300
276;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40000 kg of meer;2009;2660
277;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40000 kg of meer;2010;2550
278;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: 40000 kg of meer;2011;2600
279;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2009;20
280;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2010;10
281;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Laadvermogen: onbekend;2011;10
282;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2009;1910
283;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2010;1890
284;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: tot 10000 kg;2011;1850
285;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2009;3590
286;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2010;3450
287;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 10000 tot 20000 kg;2011;3450
288;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2009;7690
289;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2010;7330
290;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: 20000 kg of meer;2011;7580
291;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2009;10
292;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2010;10
293;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Gewicht volle wagen: onbekend;2011;0
294;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 0 tot 210 cm;2009;770
295;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 0 tot 210 cm;2010;810
296;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 0 tot 210 cm;2011;930
297;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 210 tot 240 cm;2009;1090
298;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 210 tot 240 cm;2010;1010
299;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 210 tot 240 cm;2011;970
300;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 240 tot 250 cm;2009;980
301;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 240 tot 250 cm;2010;970
302;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 240 tot 250 cm;2011;950
303;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 250 tot 255 cm;2009;6340
304;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 250 tot 255 cm;2010;5760
305;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 250 tot 255 cm;2011;5540
306;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 255 tot 260 cm;2009;2860
307;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 255 tot 260 cm;2010;2970
308;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 255 tot 260 cm;2011;3260
309;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 260 cm of meer;2009;330
310;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 260 cm of meer;2010;320
311;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: 260 cm of meer;2011;300
312;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: onbekend;2009;820
313;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: onbekend;2010;840
314;Vrachtauto's en trekkers;B-E Nijverheid (geen bouw) en energie;Breedte: onbekend;2011;930
315;Vrachtauto's en trekkers;B Delfstoffenwinning;Totaal;2009;160
316;Vrachtauto's en trekkers;B Delfstoffenwinning;Totaal;2010;140
317;Vrachtauto's en trekkers;B Delfstoffenwinning;Totaal;2011;140
318;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: jonger dan 1 jaar;2009;10
319;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: jonger dan 1 jaar;2010;0
320;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: jonger dan 1 jaar;2011;10
321;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 1 of 2 jaar;2009;30
322;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 1 of 2 jaar;2010;30
323;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 1 of 2 jaar;2011;20
324;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 3 of 4 jaar;2009;30
325;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 3 of 4 jaar;2010;30
326;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 3 of 4 jaar;2011;30
327;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 5 of 6 jaar;2009;20
328;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 5 of 6 jaar;2010;20
329;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 5 of 6 jaar;2011;30
330;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 7 of 8 jaar;2009;20
331;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 7 of 8 jaar;2010;20
332;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 7 of 8 jaar;2011;20
333;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 9 tot 12 jaar;2009;20
334;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 9 tot 12 jaar;2010;20
335;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 9 tot 12 jaar;2011;30
336;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 12 tot 15 jaar;2009;10
337;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 12 tot 15 jaar;2010;10
338;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 12 tot 15 jaar;2011;10
339;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 15 tot 20 jaar;2009;20
340;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 15 tot 20 jaar;2010;10
341;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 15 tot 20 jaar;2011;10
342;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 20 jaar of ouder;2009;10
343;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 20 jaar of ouder;2010;10
344;Vrachtauto's en trekkers;B Delfstoffenwinning;Leeftijd: 20 jaar of ouder;2011;10
345;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 0;2009;20
346;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 0;2010;10
347;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 0;2011;10
348;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 1;2009;20
349;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 1;2010;10
350;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 1;2011;10
351;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 2;2009;30
352;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 2;2010;20
353;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 2;2011;20
354;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 3;2009;50
355;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 3;2010;50
356;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 3;2011;40
357;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 4;2009;20
358;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 4;2010;20
359;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 4;2011;20
360;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 5;2009;30
361;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 5;2010;30
362;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: Euro 5;2011;40
363;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: EEV;2009;0
364;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: EEV;2010;10
365;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: EEV;2011;10
366;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: onbekend;2009;0
367;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: onbekend;2010;0
368;Vrachtauto's en trekkers;B Delfstoffenwinning;Milieuklasse: onbekend;2011;0
369;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 0 tot 7000 kg;2009;20
370;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 0 tot 7000 kg;2010;10
371;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 0 tot 7000 kg;2011;10
372;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 7000 tot 12000 kg;2009;20
373;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 7000 tot 12000 kg;2010;10
374;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 7000 tot 12000 kg;2011;20
375;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 12000 tot 18000 kg;2009;40
376;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 12000 tot 18000 kg;2010;30
377;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 12000 tot 18000 kg;2011;30
378;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 18000 kg tot 40000 kg;2009;30
379;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 18000 kg tot 40000 kg;2010;40
380;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 18000 kg tot 40000 kg;2011;40
381;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 40000 kg of meer;2009;60
382;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 40000 kg of meer;2010;50
383;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: 40000 kg of meer;2011;50
384;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: onbekend;2009;0
385;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: onbekend;2010;0
386;Vrachtauto's en trekkers;B Delfstoffenwinning;Laadvermogen: onbekend;2011;0
387;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: tot 10000 kg;2009;10
388;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: tot 10000 kg;2010;10
389;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: tot 10000 kg;2011;10
390;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: 10000 tot 20000 kg;2009;20
391;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: 10000 tot 20000 kg;2010;10
392;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: 10000 tot 20000 kg;2011;10
393;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: 20000 kg of meer;2009;140
394;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: 20000 kg of meer;2010;120
395;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: 20000 kg of meer;2011;120
396;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2009;0
397;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2010;0
398;Vrachtauto's en trekkers;B Delfstoffenwinning;Gewicht volle wagen: onbekend;2011;0
399;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 0 tot 210 cm;2009;0
400;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 0 tot 210 cm;2010;0
401;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 0 tot 210 cm;2011;0
402;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 210 tot 240 cm;2009;10
403;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 210 tot 240 cm;2010;10
404;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 210 tot 240 cm;2011;10
405;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 240 tot 250 cm;2009;10
406;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 240 tot 250 cm;2010;10
407;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 240 tot 250 cm;2011;10
408;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 250 tot 255 cm;2009;90
409;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 250 tot 255 cm;2010;70
410;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 250 tot 255 cm;2011;70
411;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 255 tot 260 cm;2009;50
412;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 255 tot 260 cm;2010;40
413;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 255 tot 260 cm;2011;50
414;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 260 cm of meer;2009;0
415;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 260 cm of meer;2010;0
416;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: 260 cm of meer;2011;0
417;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: onbekend;2009;10
418;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: onbekend;2010;10
419;Vrachtauto's en trekkers;B Delfstoffenwinning;Breedte: onbekend;2011;0
420;Vrachtauto's en trekkers;C Industrie;Totaal;2009;8740
421;Vrachtauto's en trekkers;C Industrie;Totaal;2010;8310
422;Vrachtauto's en trekkers;C Industrie;Totaal;2011;8940
423;Vrachtauto's en trekkers;C Industrie;Leeftijd: jonger dan 1 jaar;2009;710
424;Vrachtauto's en trekkers;C Industrie;Leeftijd: jonger dan 1 jaar;2010;480
425;Vrachtauto's en trekkers;C Industrie;Leeftijd: jonger dan 1 jaar;2011;640
426;Vrachtauto's en trekkers;C Industrie;Leeftijd: 1 of 2 jaar;2009;1370
427;Vrachtauto's en trekkers;C Industrie;Leeftijd: 1 of 2 jaar;2010;1420
428;Vrachtauto's en trekkers;C Industrie;Leeftijd: 1 of 2 jaar;2011;1250
429;Vrachtauto's en trekkers;C Industrie;Leeftijd: 3 of 4 jaar;2009;1160
430;Vrachtauto's en trekkers;C Industrie;Leeftijd: 3 of 4 jaar;2010;1210
431;Vrachtauto's en trekkers;C Industrie;Leeftijd: 3 of 4 jaar;2011;1420
432;Vrachtauto's en trekkers;C Industrie;Leeftijd: 5 of 6 jaar;2009;950
433;Vrachtauto's en trekkers;C Industrie;Leeftijd: 5 of 6 jaar;2010;910
434;Vrachtauto's en trekkers;C Industrie;Leeftijd: 5 of 6 jaar;2011;1160
435;Vrachtauto's en trekkers;C Industrie;Leeftijd: 7 of 8 jaar;2009;1140
436;Vrachtauto's en trekkers;C Industrie;Leeftijd: 7 of 8 jaar;2010;900
437;Vrachtauto's en trekkers;C Industrie;Leeftijd: 7 of 8 jaar;2011;920
438;Vrachtauto's en trekkers;C Industrie;Leeftijd: 9 tot 12 jaar;2009;1590
439;Vrachtauto's en trekkers;C Industrie;Leeftijd: 9 tot 12 jaar;2010;1500
440;Vrachtauto's en trekkers;C Industrie;Leeftijd: 9 tot 12 jaar;2011;1470
441;Vrachtauto's en trekkers;C Industrie;Leeftijd: 12 tot 15 jaar;2009;770
442;Vrachtauto's en trekkers;C Industrie;Leeftijd: 12 tot 15 jaar;2010;820
443;Vrachtauto's en trekkers;C Industrie;Leeftijd: 12 tot 15 jaar;2011;930
444;Vrachtauto's en trekkers;C Industrie;Leeftijd: 15 tot 20 jaar;2009;560
445;Vrachtauto's en trekkers;C Industrie;Leeftijd: 15 tot 20 jaar;2010;520
446;Vrachtauto's en trekkers;C Industrie;Leeftijd: 15 tot 20 jaar;2011;570
447;Vrachtauto's en trekkers;C Industrie;Leeftijd: 20 jaar of ouder;2009;510
448;Vrachtauto's en trekkers;C Industrie;Leeftijd: 20 jaar of ouder;2010;550
449;Vrachtauto's en trekkers;C Industrie;Leeftijd: 20 jaar of ouder;2011;570
450;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 0;2009;800
451;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 0;2010;710
452;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 0;2011;640
453;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 1;2009;510
454;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 1;2010;430
455;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 1;2011;360
456;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 2;2009;2330
457;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 2;2010;1860
458;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 2;2011;1720
459;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 3;2009;2690
460;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 3;2010;2520
461;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 3;2011;2600
462;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 4;2009;910
463;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 4;2010;860
464;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 4;2011;870
465;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 5;2009;1480
466;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 5;2010;1750
467;Vrachtauto's en trekkers;C Industrie;Milieuklasse: Euro 5;2011;2090
468;Vrachtauto's en trekkers;C Industrie;Milieuklasse: EEV;2009;0
469;Vrachtauto's en trekkers;C Industrie;Milieuklasse: EEV;2010;160
470;Vrachtauto's en trekkers;C Industrie;Milieuklasse: EEV;2011;470
471;Vrachtauto's en trekkers;C Industrie;Milieuklasse: onbekend;2009;10
472;Vrachtauto's en trekkers;C Industrie;Milieuklasse: onbekend;2010;20
473;Vrachtauto's en trekkers;C Industrie;Milieuklasse: onbekend;2011;190
474;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 0 tot 7000 kg;2009;2510
475;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 0 tot 7000 kg;2010;2450
476;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 0 tot 7000 kg;2011;2410
477;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 7000 tot 12000 kg;2009;1750
478;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 7000 tot 12000 kg;2010;1660
479;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 7000 tot 12000 kg;2011;1830
480;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 12000 tot 18000 kg;2009;850
481;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 12000 tot 18000 kg;2010;780
482;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 12000 tot 18000 kg;2011;1050
483;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 18000 kg tot 40000 kg;2009;1530
484;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 18000 kg tot 40000 kg;2010;1420
485;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 18000 kg tot 40000 kg;2011;1580
486;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 40000 kg of meer;2009;2100
487;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 40000 kg of meer;2010;1990
488;Vrachtauto's en trekkers;C Industrie;Laadvermogen: 40000 kg of meer;2011;2050
489;Vrachtauto's en trekkers;C Industrie;Laadvermogen: onbekend;2009;10
490;Vrachtauto's en trekkers;C Industrie;Laadvermogen: onbekend;2010;10
