ID;SIC2008;Periods;HighGrowthEnterprisePopulation_1;EmployeesInHighGrowthEnterprises_2;YoungFastGrowingCompanies_3;EmployeesYoungFastGrowingCompanies_4
2039;431 Demolition and site preparation;2021;29.0;1267.0;0.0;0.0
2040;431 Demolition and site preparation;2022;32.0;2151.0;1.0;
2041;432 Construction installation;2010;140.0;15638.0;;
2042;432 Construction installation;2011;118.0;12711.0;;
2043;432 Construction installation;2012;115.0;7355.0;;
2044;432 Construction installation;2013;106.0;10610.0;;
2045;432 Construction installation;2014;92.0;7771.0;;
2046;432 Construction installation;2015;96.0;8443.0;;
2047;432 Construction installation;2016;135.0;9766.0;;
2048;432 Construction installation;2017;183.0;15789.0;;
2049;432 Construction installation;2018;251.0;17938.0;;
2050;432 Construction installation;2019;237.0;16133.0;;
2051;432 Construction installation;2020;210.0;12317.0;;
2052;432 Construction installation;2021;207.0;12771.0;4.0;105.0
2053;432 Construction installation;2022;191.0;12754.0;9.0;
2054;433 Building completion;2010;39.0;1469.0;;
2055;433 Building completion;2011;25.0;879.0;;
2056;433 Building completion;2012;33.0;1188.0;;
2057;433 Building completion;2013;18.0;804.0;;
2058;433 Building completion;2014;17.0;482.0;;
2059;433 Building completion;2015;23.0;886.0;;
2060;433 Building completion;2016;36.0;1393.0;;
2061;433 Building completion;2017;73.0;2873.0;;
2062;433 Building completion;2018;95.0;3361.0;;
2063;433 Building completion;2019;112.0;4518.0;;
2064;433 Building completion;2020;98.0;3972.0;;
2065;433 Building completion;2021;86.0;3555.0;4.0;
2066;433 Building completion;2022;90.0;4993.0;3.0;
2067;439 Other specialised construction;2010;38.0;2801.0;;
2068;439 Other specialised construction;2011;35.0;2331.0;;
2069;439 Other specialised construction;2012;38.0;1407.0;;
2070;439 Other specialised construction;2013;30.0;1245.0;;
2071;439 Other specialised construction;2014;18.0;476.0;;
2072;439 Other specialised construction;2015;17.0;528.0;;
2073;439 Other specialised construction;2016;40.0;1574.0;;
2074;439 Other specialised construction;2017;59.0;1878.0;;
2075;439 Other specialised construction;2018;83.0;3294.0;;
2076;439 Other specialised construction;2019;73.0;3155.0;;
2077;439 Other specialised construction;2020;75.0;3198.0;;
2078;439 Other specialised construction;2021;67.0;3065.0;1.0;
2079;439 Other specialised construction;2022;55.0;3519.0;0.0;0.0
2080;G Wholesale and retail trade;2010;1725.0;164534.0;;
2081;G Wholesale and retail trade;2011;1636.0;143659.0;;
2082;G Wholesale and retail trade;2012;1621.0;167724.0;;
2083;G Wholesale and retail trade;2013;1567.0;161779.0;;
2084;G Wholesale and retail trade;2014;1426.0;171234.0;;
2085;G Wholesale and retail trade;2015;1550.0;174195.0;;
2086;G Wholesale and retail trade;2016;1808.0;170704.0;;
2087;G Wholesale and retail trade;2017;2073.0;182539.0;;
2088;G Wholesale and retail trade;2018;2470.0;232826.0;;
2089;G Wholesale and retail trade;2019;2324.0;204207.0;;
2090;G Wholesale and retail trade;2020;2078.0;195522.0;;
2091;G Wholesale and retail trade;2021;1940.0;162153.0;84.0;6343.0
2092;G Wholesale and retail trade;2022;2018.0;183104.0;79.0;4391.0
2093;45 Sale and repair of motor vehicles;2010;168.0;10131.0;;
2094;45 Sale and repair of motor vehicles;2011;168.0;9721.0;;
2095;45 Sale and repair of motor vehicles;2012;158.0;11862.0;;
2096;45 Sale and repair of motor vehicles;2013;135.0;10535.0;;
2097;45 Sale and repair of motor vehicles;2014;108.0;5256.0;;
2098;45 Sale and repair of motor vehicles;2015;126.0;7426.0;;
2099;45 Sale and repair of motor vehicles;2016;151.0;10108.0;;
2100;45 Sale and repair of motor vehicles;2017;205.0;14849.0;;
2101;45 Sale and repair of motor vehicles;2018;268.0;21190.0;;
2102;45 Sale and repair of motor vehicles;2019;247.0;20225.0;;
2103;45 Sale and repair of motor vehicles;2020;186.0;15681.0;;
2104;45 Sale and repair of motor vehicles;2021;142.0;13943.0;6.0;326.0
2105;45 Sale and repair of motor vehicles;2022;144.0;13328.0;4.0;
2106;451 Sale and repair of motor vehicles;2010;94.0;6399.0;;
2107;451 Sale and repair of motor vehicles;2011;102.0;6357.0;;
2108;451 Sale and repair of motor vehicles;2012;94.0;8596.0;;
2109;451 Sale and repair of motor vehicles;2013;83.0;7461.0;;
2110;451 Sale and repair of motor vehicles;2014;63.0;3715.0;;
2111;451 Sale and repair of motor vehicles;2015;67.0;4843.0;;
2112;451 Sale and repair of motor vehicles;2016;70.0;5095.0;;
2113;451 Sale and repair of motor vehicles;2017;106.0;7801.0;;
2114;451 Sale and repair of motor vehicles;2018;139.0;12724.0;;
2115;451 Sale and repair of motor vehicles;2019;128.0;12235.0;;
2116;451 Sale and repair of motor vehicles;2020;97.0;8842.0;;
2117;451 Sale and repair of motor vehicles;2021;78.0;8366.0;3.0;
2118;451 Sale and repair of motor vehicles;2022;81.0;9957.0;3.0;
2119;452 Specialised repair of motor vehicles;2010;37.0;2200.0;;
2120;452 Specialised repair of motor vehicles;2011;28.0;959.0;;
2121;452 Specialised repair of motor vehicles;2012;27.0;;;
2122;452 Specialised repair of motor vehicles;2013;22.0;872.0;;
2123;452 Specialised repair of motor vehicles;2014;21.0;;;
2124;452 Specialised repair of motor vehicles;2015;32.0;;;
2125;452 Specialised repair of motor vehicles;2016;43.0;2072.0;;
2126;452 Specialised repair of motor vehicles;2017;59.0;3008.0;;
2127;452 Specialised repair of motor vehicles;2018;74.0;3907.0;;
2128;452 Specialised repair of motor vehicles;2019;76.0;4045.0;;
2129;452 Specialised repair of motor vehicles;2020;50.0;2922.0;;
2130;452 Specialised repair of motor vehicles;2021;39.0;2169.0;3.0;
2131;452 Specialised repair of motor vehicles;2022;37.0;2127.0;1.0;
2132;453 Sale of motor vehicle parts.;2010;33.0;1452.0;;
2133;453 Sale of motor vehicle parts.;2011;34.0;2293.0;;
2134;453 Sale of motor vehicle parts.;2012;34.0;2280.0;;
2135;453 Sale of motor vehicle parts.;2013;26.0;2096.0;;
2136;453 Sale of motor vehicle parts.;2014;23.0;840.0;;
2137;453 Sale of motor vehicle parts.;2015;26.0;1363.0;;
2138;453 Sale of motor vehicle parts.;2016;34.0;2797.0;;
2139;453 Sale of motor vehicle parts.;2017;35.0;3683.0;;
2140;453 Sale of motor vehicle parts.;2018;48.0;4395.0;;
2141;453 Sale of motor vehicle parts.;2019;36.0;3726.0;;
2142;453 Sale of motor vehicle parts.;2020;29.0;3563.0;;
2143;453 Sale of motor vehicle parts.;2021;18.0;3117.0;0.0;0.0
2144;453 Sale of motor vehicle parts.;2022;18.0;790.0;0.0;0.0
2145;454 Sale and repair of motorcycles;2010;4.0;81.0;;
2146;454 Sale and repair of motorcycles;2011;4.0;111.0;;
2147;454 Sale and repair of motorcycles;2012;3.0;;;
2148;454 Sale and repair of motorcycles;2013;4.0;106.0;;
2149;454 Sale and repair of motorcycles;2014;1.0;;;
2150;454 Sale and repair of motorcycles;2015;1.0;;;
2151;454 Sale and repair of motorcycles;2016;4.0;142.0;;
2152;454 Sale and repair of motorcycles;2017;5.0;356.0;;
2153;454 Sale and repair of motorcycles;2018;7.0;164.0;;
2154;454 Sale and repair of motorcycles;2019;7.0;219.0;;
2155;454 Sale and repair of motorcycles;2020;10.0;355.0;;
2156;454 Sale and repair of motorcycles;2021;7.0;291.0;0.0;0.0
2157;454 Sale and repair of motorcycles;2022;8.0;454.0;0.0;0.0
2158;46 Wholesale trade (no motor vehicles);2010;880.0;60105.0;;
2159;46 Wholesale trade (no motor vehicles);2011;828.0;54467.0;;
2160;46 Wholesale trade (no motor vehicles);2012;882.0;53924.0;;
2161;46 Wholesale trade (no motor vehicles);2013;905.0;57299.0;;
2162;46 Wholesale trade (no motor vehicles);2014;839.0;59201.0;;
2163;46 Wholesale trade (no motor vehicles);2015;925.0;62251.0;;
2164;46 Wholesale trade (no motor vehicles);2016;1064.0;63338.0;;
2165;46 Wholesale trade (no motor vehicles);2017;1173.0;70757.0;;
2166;46 Wholesale trade (no motor vehicles);2018;1358.0;89249.0;;
2167;46 Wholesale trade (no motor vehicles);2019;1335.0;87277.0;;
2168;46 Wholesale trade (no motor vehicles);2020;1200.0;85027.0;;
2169;46 Wholesale trade (no motor vehicles);2021;1135.0;76640.0;31.0;2290.0
2170;46 Wholesale trade (no motor vehicles);2022;1156.0;83262.0;33.0;
2171;461 Wholesale on fee or contract basis;2010;36.0;3296.0;;
2172;461 Wholesale on fee or contract basis;2011;31.0;1425.0;;
2173;461 Wholesale on fee or contract basis;2012;44.0;1936.0;;
2174;461 Wholesale on fee or contract basis;2013;47.0;1886.0;;
2175;461 Wholesale on fee or contract basis;2014;46.0;1727.0;;
2176;461 Wholesale on fee or contract basis;2015;42.0;1608.0;;
2177;461 Wholesale on fee or contract basis;2016;51.0;2061.0;;
2178;461 Wholesale on fee or contract basis;2017;52.0;2179.0;;
2179;461 Wholesale on fee or contract basis;2018;60.0;2901.0;;
2180;461 Wholesale on fee or contract basis;2019;59.0;2760.0;;
2181;461 Wholesale on fee or contract basis;2020;55.0;2508.0;;
2182;461 Wholesale on fee or contract basis;2021;43.0;1374.0;2.0;
2183;461 Wholesale on fee or contract basis;2022;53.0;2180.0;3.0;
2184;462 Wholesale of agricultural products;2010;68.0;4115.0;;
2185;462 Wholesale of agricultural products;2011;56.0;3587.0;;
2186;462 Wholesale of agricultural products;2012;64.0;3415.0;;
2187;462 Wholesale of agricultural products;2013;64.0;3215.0;;
2188;462 Wholesale of agricultural products;2014;46.0;2926.0;;
2189;462 Wholesale of agricultural products;2015;59.0;5061.0;;
2190;462 Wholesale of agricultural products;2016;65.0;3738.0;;
2191;462 Wholesale of agricultural products;2017;83.0;4427.0;;
2192;462 Wholesale of agricultural products;2018;102.0;5845.0;;
2193;462 Wholesale of agricultural products;2019;82.0;5363.0;;
2194;462 Wholesale of agricultural products;2020;67.0;5285.0;;
2195;462 Wholesale of agricultural products;2021;65.0;3982.0;0.0;0.0
2196;462 Wholesale of agricultural products;2022;67.0;4737.0;1.0;
2197;463 Wholesale of food and beverages;2010;121.0;9952.0;;
2198;463 Wholesale of food and beverages;2011;124.0;8867.0;;
2199;463 Wholesale of food and beverages;2012;128.0;8976.0;;
2200;463 Wholesale of food and beverages;2013;140.0;10788.0;;
2201;463 Wholesale of food and beverages;2014;139.0;11893.0;;
2202;463 Wholesale of food and beverages;2015;164.0;10463.0;;
2203;463 Wholesale of food and beverages;2016;188.0;12036.0;;
2204;463 Wholesale of food and beverages;2017;175.0;12309.0;;
2205;463 Wholesale of food and beverages;2018;210.0;17107.0;;
2206;463 Wholesale of food and beverages;2019;196.0;14318.0;;
2207;463 Wholesale of food and beverages;2020;164.0;12434.0;;
2208;463 Wholesale of food and beverages;2021;156.0;10873.0;7.0;278.0
2209;463 Wholesale of food and beverages;2022;169.0;11012.0;6.0;195.0
2210;464 Wholesale of consumergoods;2010;251.0;19357.0;;
2211;464 Wholesale of consumergoods;2011;208.0;15898.0;;
2212;464 Wholesale of consumergoods;2012;224.0;15823.0;;
2213;464 Wholesale of consumergoods;2013;222.0;16048.0;;
2214;464 Wholesale of consumergoods;2014;204.0;17319.0;;
2215;464 Wholesale of consumergoods;2015;226.0;17887.0;;
2216;464 Wholesale of consumergoods;2016;277.0;19495.0;;
2217;464 Wholesale of consumergoods;2017;320.0;23225.0;;
2218;464 Wholesale of consumergoods;2018;371.0;28810.0;;
2219;464 Wholesale of consumergoods;2019;369.0;28298.0;;
2220;464 Wholesale of consumergoods;2020;353.0;29048.0;;
2221;464 Wholesale of consumergoods;2021;312.0;22806.0;9.0;1599.0
2222;464 Wholesale of consumergoods;2022;322.0;24925.0;9.0;427.0
2223;465 Wholesale of ICT-equipment;2010;96.0;8852.0;;
2224;465 Wholesale of ICT-equipment;2011;97.0;10726.0;;
2225;465 Wholesale of ICT-equipment;2012;95.0;7524.0;;
2226;465 Wholesale of ICT-equipment;2013;109.0;9013.0;;
2227;465 Wholesale of ICT-equipment;2014;110.0;9271.0;;
2228;465 Wholesale of ICT-equipment;2015;102.0;8266.0;;
2229;465 Wholesale of ICT-equipment;2016;120.0;6927.0;;
2230;465 Wholesale of ICT-equipment;2017;121.0;7461.0;;
2231;465 Wholesale of ICT-equipment;2018;132.0;8473.0;;
2232;465 Wholesale of ICT-equipment;2019;160.0;9984.0;;
2233;465 Wholesale of ICT-equipment;2020;124.0;9395.0;;
2234;465 Wholesale of ICT-equipment;2021;133.0;8857.0;3.0;
2235;465 Wholesale of ICT-equipment;2022;122.0;8175.0;4.0;262.0
2236;466 Wholesale of other machinery;2010;158.0;7798.0;;
2237;466 Wholesale of other machinery;2011;144.0;5401.0;;
2238;466 Wholesale of other machinery;2012;170.0;8310.0;;
2239;466 Wholesale of other machinery;2013;184.0;9308.0;;
2240;466 Wholesale of other machinery;2014;159.0;6987.0;;
2241;466 Wholesale of other machinery;2015;206.0;8995.0;;
2242;466 Wholesale of other machinery;2016;213.0;9408.0;;
2243;466 Wholesale of other machinery;2017;243.0;11456.0;;
2244;466 Wholesale of other machinery;2018;272.0;13509.0;;
2245;466 Wholesale of other machinery;2019;244.0;12641.0;;
2246;466 Wholesale of other machinery;2020;208.0;11085.0;;
2247;466 Wholesale of other machinery;2021;206.0;12777.0;8.0;246.0
2248;466 Wholesale of other machinery;2022;216.0;14865.0;9.0;331.0
2249;467 Other specialised wholesale;2010;141.0;6359.0;;
2250;467 Other specialised wholesale;2011;154.0;7860.0;;
2251;467 Other specialised wholesale;2012;141.0;7175.0;;
2252;467 Other specialised wholesale;2013;129.0;6704.0;;
2253;467 Other specialised wholesale;2014;121.0;6515.0;;
2254;467 Other specialised wholesale;2015;112.0;7096.0;;
2255;467 Other specialised wholesale;2016;134.0;7402.0;;
2256;467 Other specialised wholesale;2017;162.0;8679.0;;
2257;467 Other specialised wholesale;2018;193.0;11454.0;;
2258;467 Other specialised wholesale;2019;207.0;12705.0;;
2259;467 Other specialised wholesale;2020;217.0;14276.0;;
2260;467 Other specialised wholesale;2021;207.0;14393.0;1.0;
2261;467 Other specialised wholesale;2022;193.0;15223.0;1.0;
2262;469 Non-specialised wholesale;2010;9.0;377.0;;
2263;469 Non-specialised wholesale;2011;14.0;702.0;;
2264;469 Non-specialised wholesale;2012;16.0;765.0;;
2265;469 Non-specialised wholesale;2013;10.0;338.0;;
2266;469 Non-specialised wholesale;2014;14.0;2563.0;;
2267;469 Non-specialised wholesale;2015;14.0;2876.0;;
2268;469 Non-specialised wholesale;2016;16.0;2272.0;;
2269;469 Non-specialised wholesale;2017;17.0;1021.0;;
2270;469 Non-specialised wholesale;2018;18.0;1151.0;;
2271;469 Non-specialised wholesale;2019;18.0;1209.0;;
2272;469 Non-specialised wholesale;2020;12.0;997.0;;
2273;469 Non-specialised wholesale;2021;13.0;1578.0;1.0;
2274;469 Non-specialised wholesale;2022;14.0;2144.0;0.0;0.0
2275;47 Retail trade (not in motor vehicles);2010;677.0;94298.0;;
2276;47 Retail trade (not in motor vehicles);2011;640.0;79471.0;;
2277;47 Retail trade (not in motor vehicles);2012;581.0;101939.0;;
2278;47 Retail trade (not in motor vehicles);2013;527.0;93944.0;;
2279;47 Retail trade (not in motor vehicles);2014;479.0;106777.0;;
2280;47 Retail trade (not in motor vehicles);2015;499.0;104518.0;;
2281;47 Retail trade (not in motor vehicles);2016;593.0;97259.0;;
2282;47 Retail trade (not in motor vehicles);2017;695.0;96934.0;;
2283;47 Retail trade (not in motor vehicles);2018;844.0;122387.0;;
2284;47 Retail trade (not in motor vehicles);2019;742.0;96705.0;;
2285;47 Retail trade (not in motor vehicles);2020;692.0;94814.0;;
2286;47 Retail trade (not in motor vehicles);2021;663.0;71571.0;47.0;3727.0
2287;47 Retail trade (not in motor vehicles);2022;718.0;86515.0;42.0;2836.0
2288;471 Non-specialised retail sales.;2010;170.0;48220.0;;
2289;471 Non-specialised retail sales.;2011;189.0;43961.0;;
2290;471 Non-specialised retail sales.;2012;184.0;65733.0;;
2291;471 Non-specialised retail sales.;2013;172.0;62788.0;;
2292;471 Non-specialised retail sales.;2014;124.0;70701.0;;
2293;471 Non-specialised retail sales.;2015;125.0;73720.0;;
2294;471 Non-specialised retail sales.;2016;150.0;51938.0;;
2295;471 Non-specialised retail sales.;2017;145.0;39220.0;;
2296;471 Non-specialised retail sales.;2018;198.0;51552.0;;
2297;471 Non-specialised retail sales.;2019;148.0;34269.0;;
2298;471 Non-specialised retail sales.;2020;148.0;37313.0;;
2299;471 Non-specialised retail sales.;2021;101.0;14837.0;17.0;1160.0
2300;471 Non-specialised retail sales.;2022;122.0;26560.0;13.0;582.0
2301;472 Specialised shops selling food;2010;58.0;2110.0;;
2302;472 Specialised shops selling food;2011;66.0;1940.0;;
2303;472 Specialised shops selling food;2012;55.0;1882.0;;
2304;472 Specialised shops selling food;2013;46.0;1701.0;;
2305;472 Specialised shops selling food;2014;57.0;1887.0;;
2306;472 Specialised shops selling food;2015;52.0;1435.0;;
2307;472 Specialised shops selling food;2016;72.0;2155.0;;
2308;472 Specialised shops selling food;2017;86.0;3363.0;;
2309;472 Specialised shops selling food;2018;95.0;2957.0;;
2310;472 Specialised shops selling food;2019;72.0;2494.0;;
2311;472 Specialised shops selling food;2020;63.0;2004.0;;
2312;472 Specialised shops selling food;2021;86.0;2679.0;5.0;109.0
2313;472 Specialised shops selling food;2022;97.0;2821.0;6.0;
2314;473 Petrol stations;2010;27.0;1339.0;;
2315;473 Petrol stations;2011;26.0;2370.0;;
2316;473 Petrol stations;2012;25.0;2586.0;;
2317;473 Petrol stations;2013;20.0;1462.0;;
2318;473 Petrol stations;2014;15.0;1224.0;;
2319;473 Petrol stations;2015;23.0;1262.0;;
2320;473 Petrol stations;2016;33.0;1797.0;;
2321;473 Petrol stations;2017;38.0;2170.0;;
2322;473 Petrol stations;2018;37.0;3100.0;;
2323;473 Petrol stations;2019;31.0;3583.0;;
2324;473 Petrol stations;2020;30.0;3648.0;;
2325;473 Petrol stations;2021;24.0;4143.0;0.0;0.0
2326;473 Petrol stations;2022;24.0;1583.0;1.0;
2327;474 Shops selling consumer electronics;2010;18.0;5626.0;;
2328;474 Shops selling consumer electronics;2011;15.0;1237.0;;
2329;474 Shops selling consumer electronics;2012;14.0;2936.0;;
2330;474 Shops selling consumer electronics;2013;14.0;1483.0;;
2331;474 Shops selling consumer electronics;2014;13.0;1902.0;;
2332;474 Shops selling consumer electronics;2015;12.0;1272.0;;
2333;474 Shops selling consumer electronics;2016;12.0;1509.0;;
2334;474 Shops selling consumer electronics;2017;17.0;1412.0;;
2335;474 Shops selling consumer electronics;2018;11.0;1194.0;;
2336;474 Shops selling consumer electronics;2019;7.0;;;
2337;474 Shops selling consumer electronics;2020;11.0;471.0;;
2338;474 Shops selling consumer electronics;2021;7.0;446.0;0.0;0.0
2339;474 Shops selling consumer electronics;2022;8.0;466.0;0.0;0.0
2340;475 Shops for other household equipment;2010;48.0;8641.0;;
2341;475 Shops for other household equipment;2011;40.0;5365.0;;
2342;475 Shops for other household equipment;2012;36.0;3842.0;;
2343;475 Shops for other household equipment;2013;35.0;2877.0;;
2344;475 Shops for other household equipment;2014;39.0;4136.0;;
2345;475 Shops for other household equipment;2015;42.0;3870.0;;
2346;475 Shops for other household equipment;2016;69.0;9000.0;;
2347;475 Shops for other household equipment;2017;90.0;10118.0;;
2348;475 Shops for other household equipment;2018;115.0;13270.0;;
2349;475 Shops for other household equipment;2019;100.0;8680.0;;
2350;475 Shops for other household equipment;2020;92.0;8749.0;;
2351;475 Shops for other household equipment;2021;102.0;8682.0;3.0;
2352;475 Shops for other household equipment;2022;107.0;5627.0;4.0;134.0
2353;476 Shops selling recreation goods;2010;43.0;1865.0;;
2354;476 Shops selling recreation goods;2011;27.0;1125.0;;
2355;476 Shops selling recreation goods;2012;25.0;1413.0;;
2356;476 Shops selling recreation goods;2013;21.0;1525.0;;
2357;476 Shops selling recreation goods;2014;21.0;1101.0;;
2358;476 Shops selling recreation goods;2015;30.0;1945.0;;
2359;476 Shops selling recreation goods;2016;27.0;2456.0;;
2360;476 Shops selling recreation goods;2017;34.0;3932.0;;
2361;476 Shops selling recreation goods;2018;40.0;6963.0;;
2362;476 Shops selling recreation goods;2019;41.0;5957.0;;
2363;476 Shops selling recreation goods;2020;40.0;3430.0;;
2364;476 Shops selling recreation goods;2021;44.0;4982.0;1.0;
2365;476 Shops selling recreation goods;2022;57.0;6419.0;1.0;
2366;477 Shops selling other goods;2010;278.0;24465.0;;
2367;477 Shops selling other goods;2011;240.0;20859.0;;
2368;477 Shops selling other goods;2012;211.0;20876.0;;
2369;477 Shops selling other goods;2013;176.0;18202.0;;
2370;477 Shops selling other goods;2014;169.0;22158.0;;
2371;477 Shops selling other goods;2015;164.0;15954.0;;
2372;477 Shops selling other goods;2016;174.0;22424.0;;
2373;477 Shops selling other goods;2017;211.0;27668.0;;
2374;477 Shops selling other goods;2018;263.0;32324.0;;
2375;477 Shops selling other goods;2019;244.0;27045.0;;
2376;477 Shops selling other goods;2020;193.0;21841.0;;
2377;477 Shops selling other goods;2021;172.0;15241.0;11.0;
2378;477 Shops selling other goods;2022;159.0;19832.0;9.0;644.0
2379;478 Market sale;2010;9.0;227.0;;
2380;478 Market sale;2011;9.0;212.0;;
2381;478 Market sale;2012;6.0;111.0;;
2382;478 Market sale;2013;9.0;213.0;;
2383;478 Market sale;2014;11.0;287.0;;
2384;478 Market sale;2015;15.0;388.0;;
2385;478 Market sale;2016;16.0;403.0;;
2386;478 Market sale;2017;6.0;151.0;;
2387;478 Market sale;2018;10.0;262.0;;
2388;478 Market sale;2019;9.0;;;
2389;478 Market sale;2020;9.0;229.0;;
2390;478 Market sale;2021;15.0;356.0;0.0;0.0
2391;478 Market sale;2022;14.0;401.0;0.0;0.0
2392;479 Retail sale not via store or market;2010;26.0;1804.0;;
2393;479 Retail sale not via store or market;2011;28.0;2403.0;;
2394;479 Retail sale not via store or market;2012;25.0;2560.0;;
2395;479 Retail sale not via store or market;2013;34.0;3692.0;;
2396;479 Retail sale not via store or market;2014;30.0;3381.0;;
2397;479 Retail sale not via store or market;2015;36.0;4673.0;;
2398;479 Retail sale not via store or market;2016;40.0;5577.0;;
2399;479 Retail sale not via store or market;2017;68.0;8899.0;;
2400;479 Retail sale not via store or market;2018;75.0;10766.0;;
2401;479 Retail sale not via store or market;2019;90.0;13464.0;;
2402;479 Retail sale not via store or market;2020;106.0;17127.0;;
2403;479 Retail sale not via store or market;2021;112.0;20205.0;10.0;459.0
2404;479 Retail sale not via store or market;2022;130.0;22806.0;8.0;1249.0
2405;H Transportation and storage;2010;413.0;48117.0;;
2406;H Transportation and storage;2011;356.0;38627.0;;
2407;H Transportation and storage;2012;368.0;41338.0;;
2408;H Transportation and storage;2013;382.0;47818.0;;
2409;H Transportation and storage;2014;377.0;43297.0;;
2410;H Transportation and storage;2015;403.0;40597.0;;
2411;H Transportation and storage;2016;451.0;43669.0;;
2412;H Transportation and storage;2017;527.0;49679.0;;
2413;H Transportation and storage;2018;660.0;88738.0;;
2414;H Transportation and storage;2019;594.0;73018.0;;
2415;H Transportation and storage;2020;477.0;55252.0;;
2416;H Transportation and storage;2021;424.0;46642.0;31.0;1480.0
2417;H Transportation and storage;2022;466.0;52889.0;38.0;1512.0
2418;49 Land transport;2010;265.0;27866.0;;
2419;49 Land transport;2011;220.0;21419.0;;
2420;49 Land transport;2012;217.0;23656.0;;
2421;49 Land transport;2013;201.0;22404.0;;
2422;49 Land transport;2014;192.0;20072.0;;
2423;49 Land transport;2015;206.0;18515.0;;
2424;49 Land transport;2016;245.0;25731.0;;
2425;49 Land transport;2017;297.0;30473.0;;
2426;49 Land transport;2018;380.0;54069.0;;
2427;49 Land transport;2019;338.0;37084.0;;
2428;49 Land transport;2020;252.0;32865.0;;
2429;49 Land transport;2021;202.0;25974.0;13.0;429.0
2430;49 Land transport;2022;229.0;27743.0;19.0;610.0
2431;491 Passenger rail transport (no tram);2010;0.0;0.0;;
2432;491 Passenger rail transport (no tram);2011;1.0;;;
2433;491 Passenger rail transport (no tram);2012;0.0;0.0;;
2434;491 Passenger rail transport (no tram);2013;1.0;;;
2435;491 Passenger rail transport (no tram);2014;1.0;;;
2436;491 Passenger rail transport (no tram);2015;1.0;;;
2437;491 Passenger rail transport (no tram);2016;1.0;;;
2438;491 Passenger rail transport (no tram);2017;2.0;;;
2439;491 Passenger rail transport (no tram);2018;3.0;;;
2440;491 Passenger rail transport (no tram);2019;1.0;;;
2441;491 Passenger rail transport (no tram);2020;1.0;;;
2442;491 Passenger rail transport (no tram);2021;0.0;0.0;0.0;0.0
2443;491 Passenger rail transport (no tram);2022;1.0;;0.0;0.0
2444;492 Freight rail transport;2010;1.0;;;
2445;492 Freight rail transport;2011;1.0;;;
2446;492 Freight rail transport;2012;0.0;0.0;;
2447;492 Freight rail transport;2013;0.0;0.0;;
2448;492 Freight rail transport;2014;0.0;0.0;;
2449;492 Freight rail transport;2015;1.0;;;
2450;492 Freight rail transport;2016;1.0;;;
2451;492 Freight rail transport;2017;0.0;0.0;;
2452;492 Freight rail transport;2018;1.0;;;
2453;492 Freight rail transport;2019;1.0;;;
2454;492 Freight rail transport;2020;1.0;;;
2455;492 Freight rail transport;2021;1.0;;1.0;
2456;492 Freight rail transport;2022;1.0;;1.0;
2457;493 Passenger transport by road;2010;89.0;14041.0;;
2458;493 Passenger transport by road;2011;63.0;;;
2459;493 Passenger transport by road;2012;55.0;12536.0;;
2460;493 Passenger transport by road;2013;52.0;13954.0;;
2461;493 Passenger transport by road;2014;43.0;;;
2462;493 Passenger transport by road;2015;31.0;;;
2463;493 Passenger transport by road;2016;38.0;;;
2464;493 Passenger transport by road;2017;42.0;7045.0;;
2465;493 Passenger transport by road;2018;59.0;;;
2466;493 Passenger transport by road;2019;70.0;;;
2467;493 Passenger transport by road;2020;49.0;;;
2468;493 Passenger transport by road;2021;30.0;;0.0;0.0
2469;493 Passenger transport by road;2022;23.0;;0.0;0.0
2470;494 Freight transport by road;2010;175.0;;;
2471;494 Freight transport by road;2011;155.0;10774.0;;
2472;494 Freight transport by road;2012;162.0;11120.0;;
2473;494 Freight transport by road;2013;148.0;;;
2474;494 Freight transport by road;2014;148.0;10491.0;;
2475;494 Freight transport by road;2015;173.0;13890.0;;
2476;494 Freight transport by road;2016;205.0;19972.0;;
2477;494 Freight transport by road;2017;253.0;;;
2478;494 Freight transport by road;2018;317.0;24408.0;;
2479;494 Freight transport by road;2019;266.0;20088.0;;
2480;494 Freight transport by road;2020;201.0;20128.0;;
2481;494 Freight transport by road;2021;171.0;18968.0;12.0;
2482;494 Freight transport by road;2022;204.0;24553.0;18.0;
2483;495 Transport via pipeline;2010;0.0;0.0;;
2484;495 Transport via pipeline;2011;0.0;0.0;;
2485;495 Transport via pipeline;2012;0.0;0.0;;
2486;495 Transport via pipeline;2013;0.0;0.0;;
2487;495 Transport via pipeline;2014;0.0;0.0;;
2488;495 Transport via pipeline;2015;0.0;0.0;;
2489;495 Transport via pipeline;2016;0.0;0.0;;
2490;495 Transport via pipeline;2017;0.0;0.0;;
2491;495 Transport via pipeline;2018;0.0;0.0;;
2492;495 Transport via pipeline;2019;0.0;0.0;;
2493;495 Transport via pipeline;2020;0.0;0.0;;
2494;495 Transport via pipeline;2021;0.0;0.0;0.0;0.0
2495;495 Transport via pipeline;2022;0.0;0.0;0.0;0.0
2496;50 Water transport;2010;18.0;;;
2497;50 Water transport;2011;20.0;1425.0;;
2498;50 Water transport;2012;23.0;;;
2499;50 Water transport;2013;25.0;1577.0;;
2500;50 Water transport;2014;27.0;;;
2501;50 Water transport;2015;24.0;;;
2502;50 Water transport;2016;25.0;;;
2503;50 Water transport;2017;24.0;1627.0;;
2504;50 Water transport;2018;30.0;1509.0;;
2505;50 Water transport;2019;31.0;1988.0;;
