ID;Geslacht;Leeftijd;Geboortejaar;JaarOverlijden;Overledenen_1;SaldoBuitenlandseMigratie_2;SaldoAdministratieveCorrecties_3
1229;Meisjes;20 maanden;Totaal per leeftijd;2000;2.0;25.0;-4.0
1230;Meisjes;20 maanden;Jaar overlijden minus leeftijd;1995;1.0;-4.0;-1.0
1231;Meisjes;20 maanden;Jaar overlijden minus leeftijd;1996;1.0;17.0;-1.0
1232;Meisjes;20 maanden;Jaar overlijden minus leeftijd;1997;2.0;13.0;-3.0
1233;Meisjes;20 maanden;Jaar overlijden minus leeftijd;1998;0.0;13.0;0.0
1234;Meisjes;20 maanden;Jaar overlijden minus leeftijd;1999;0.0;11.0;0.0
1235;Meisjes;20 maanden;Jaar overlijden minus leeftijd;2000;0.0;17.0;-2.0
1236;Meisjes;20 maanden;Jaar overlijden minus leeftijd - 1;1995;2.0;30.0;-3.0
1237;Meisjes;20 maanden;Jaar overlijden minus leeftijd - 1;1996;3.0;30.0;-6.0
1238;Meisjes;20 maanden;Jaar overlijden minus leeftijd - 1;1997;4.0;22.0;-4.0
1239;Meisjes;20 maanden;Jaar overlijden minus leeftijd - 1;1998;1.0;18.0;-5.0
1240;Meisjes;20 maanden;Jaar overlijden minus leeftijd - 1;1999;0.0;41.0;-13.0
1241;Meisjes;20 maanden;Jaar overlijden minus leeftijd - 1;2000;2.0;8.0;-2.0
1242;Meisjes;21 maanden;Totaal per leeftijd;1995;4.0;19.0;-9.0
1243;Meisjes;21 maanden;Totaal per leeftijd;1996;3.0;42.0;-6.0
1244;Meisjes;21 maanden;Totaal per leeftijd;1997;5.0;31.0;-13.0
1245;Meisjes;21 maanden;Totaal per leeftijd;1998;6.0;50.0;-8.0
1246;Meisjes;21 maanden;Totaal per leeftijd;1999;1.0;52.0;-5.0
1247;Meisjes;21 maanden;Totaal per leeftijd;2000;4.0;38.0;-1.0
1248;Meisjes;21 maanden;Jaar overlijden minus leeftijd;1995;0.0;1.0;-3.0
1249;Meisjes;21 maanden;Jaar overlijden minus leeftijd;1996;1.0;-3.0;-2.0
1250;Meisjes;21 maanden;Jaar overlijden minus leeftijd;1997;0.0;10.0;-3.0
1251;Meisjes;21 maanden;Jaar overlijden minus leeftijd;1998;0.0;18.0;-2.0
1252;Meisjes;21 maanden;Jaar overlijden minus leeftijd;1999;1.0;12.0;-2.0
1253;Meisjes;21 maanden;Jaar overlijden minus leeftijd;2000;1.0;2.0;-1.0
1254;Meisjes;21 maanden;Jaar overlijden minus leeftijd - 1;1995;4.0;18.0;-6.0
1255;Meisjes;21 maanden;Jaar overlijden minus leeftijd - 1;1996;2.0;45.0;-4.0
1256;Meisjes;21 maanden;Jaar overlijden minus leeftijd - 1;1997;5.0;21.0;-10.0
1257;Meisjes;21 maanden;Jaar overlijden minus leeftijd - 1;1998;6.0;32.0;-6.0
1258;Meisjes;21 maanden;Jaar overlijden minus leeftijd - 1;1999;0.0;40.0;-3.0
1259;Meisjes;21 maanden;Jaar overlijden minus leeftijd - 1;2000;3.0;36.0;0.0
1260;Meisjes;22 maanden;Totaal per leeftijd;1995;4.0;26.0;-9.0
1261;Meisjes;22 maanden;Totaal per leeftijd;1996;2.0;43.0;-8.0
1262;Meisjes;22 maanden;Totaal per leeftijd;1997;6.0;-4.0;-10.0
1263;Meisjes;22 maanden;Totaal per leeftijd;1998;2.0;38.0;-9.0
1264;Meisjes;22 maanden;Totaal per leeftijd;1999;2.0;32.0;-9.0
1265;Meisjes;22 maanden;Totaal per leeftijd;2000;1.0;44.0;-9.0
1266;Meisjes;22 maanden;Jaar overlijden minus leeftijd;1995;0.0;6.0;-2.0
1267;Meisjes;22 maanden;Jaar overlijden minus leeftijd;1996;0.0;4.0;-1.0
1268;Meisjes;22 maanden;Jaar overlijden minus leeftijd;1997;0.0;0.0;0.0
1269;Meisjes;22 maanden;Jaar overlijden minus leeftijd;1998;0.0;6.0;0.0
1270;Meisjes;22 maanden;Jaar overlijden minus leeftijd;1999;0.0;5.0;1.0
1271;Meisjes;22 maanden;Jaar overlijden minus leeftijd;2000;1.0;4.0;-2.0
1272;Meisjes;22 maanden;Jaar overlijden minus leeftijd - 1;1995;4.0;20.0;-7.0
1273;Meisjes;22 maanden;Jaar overlijden minus leeftijd - 1;1996;2.0;39.0;-7.0
1274;Meisjes;22 maanden;Jaar overlijden minus leeftijd - 1;1997;6.0;-4.0;-10.0
1275;Meisjes;22 maanden;Jaar overlijden minus leeftijd - 1;1998;2.0;32.0;-9.0
1276;Meisjes;22 maanden;Jaar overlijden minus leeftijd - 1;1999;2.0;27.0;-10.0
1277;Meisjes;22 maanden;Jaar overlijden minus leeftijd - 1;2000;0.0;40.0;-7.0
1278;Meisjes;23 maanden;Totaal per leeftijd;1995;3.0;31.0;-4.0
1279;Meisjes;23 maanden;Totaal per leeftijd;1996;5.0;27.0;-18.0
1280;Meisjes;23 maanden;Totaal per leeftijd;1997;3.0;28.0;-16.0
1281;Meisjes;23 maanden;Totaal per leeftijd;1998;4.0;56.0;-7.0
1282;Meisjes;23 maanden;Totaal per leeftijd;1999;2.0;46.0;-3.0
1283;Meisjes;23 maanden;Totaal per leeftijd;2000;4.0;59.0;-6.0
1284;Meisjes;23 maanden;Jaar overlijden minus leeftijd;1995;0.0;-3.0;-1.0
1285;Meisjes;23 maanden;Jaar overlijden minus leeftijd;1996;0.0;4.0;0.0
1286;Meisjes;23 maanden;Jaar overlijden minus leeftijd;1997;0.0;1.0;0.0
1287;Meisjes;23 maanden;Jaar overlijden minus leeftijd;1998;0.0;3.0;-1.0
1288;Meisjes;23 maanden;Jaar overlijden minus leeftijd;1999;0.0;3.0;0.0
1289;Meisjes;23 maanden;Jaar overlijden minus leeftijd;2000;0.0;-2.0;-1.0
1290;Meisjes;23 maanden;Jaar overlijden minus leeftijd - 1;1995;3.0;34.0;-3.0
1291;Meisjes;23 maanden;Jaar overlijden minus leeftijd - 1;1996;5.0;23.0;-18.0
1292;Meisjes;23 maanden;Jaar overlijden minus leeftijd - 1;1997;3.0;27.0;-16.0
1293;Meisjes;23 maanden;Jaar overlijden minus leeftijd - 1;1998;4.0;53.0;-6.0
1294;Meisjes;23 maanden;Jaar overlijden minus leeftijd - 1;1999;2.0;43.0;-3.0
1295;Meisjes;23 maanden;Jaar overlijden minus leeftijd - 1;2000;4.0;61.0;-5.0
