ID;CategoryDrivingLicence;AgeDrivingLicenseHolder;Region;Periods;PeopleWithADrivingLicence_1
5697;Passenger car licence excl. trailer;75 years or older;Unclassifiable (PV);2023;103.0
5698;Passenger car licence excl. trailer;75 years or older;Unclassifiable (PV);2024;107.0
5699;Passenger car licence excl. trailer;75 years or older;Unclassifiable (PV);2025;125.0
5700;Passenger car licence excl. trailer;Age unknown;Nederland;2014;0.0
5701;Passenger car licence excl. trailer;Age unknown;Nederland;2015;0.0
5702;Passenger car licence excl. trailer;Age unknown;Nederland;2016;0.0
5703;Passenger car licence excl. trailer;Age unknown;Nederland;2017;0.0
5704;Passenger car licence excl. trailer;Age unknown;Nederland;2018;0.0
5705;Passenger car licence excl. trailer;Age unknown;Nederland;2019;0.0
5706;Passenger car licence excl. trailer;Age unknown;Nederland;2020;0.0
5707;Passenger car licence excl. trailer;Age unknown;Nederland;2021;0.0
5708;Passenger car licence excl. trailer;Age unknown;Nederland;2022;0.0
5709;Passenger car licence excl. trailer;Age unknown;Nederland;2023;0.0
5710;Passenger car licence excl. trailer;Age unknown;Nederland;2024;0.0
5711;Passenger car licence excl. trailer;Age unknown;Nederland;2025;0.0
5712;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2014;0.0
5713;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2015;0.0
5714;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2016;0.0
5715;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2017;0.0
5716;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2018;0.0
5717;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2019;0.0
5718;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2020;0.0
5719;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2021;0.0
5720;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2022;0.0
5721;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2023;0.0
5722;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2024;0.0
5723;Passenger car licence excl. trailer;Age unknown;Noord-Nederland (LD);2025;0.0
5724;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2014;0.0
5725;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2015;0.0
5726;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2016;0.0
5727;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2017;0.0
5728;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2018;0.0
5729;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2019;0.0
5730;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2020;0.0
5731;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2021;0.0
5732;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2022;0.0
5733;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2023;0.0
5734;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2024;0.0
5735;Passenger car licence excl. trailer;Age unknown;Oost-Nederland (LD);2025;0.0
5736;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2014;0.0
5737;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2015;0.0
5738;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2016;0.0
5739;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2017;0.0
5740;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2018;0.0
5741;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2019;0.0
5742;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2020;0.0
5743;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2021;0.0
5744;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2022;0.0
5745;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2023;0.0
5746;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2024;0.0
5747;Passenger car licence excl. trailer;Age unknown;West-Nederland (LD);2025;0.0
5748;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2014;0.0
5749;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2015;0.0
5750;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2016;0.0
5751;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2017;0.0
5752;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2018;0.0
5753;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2019;0.0
5754;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2020;0.0
5755;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2021;0.0
5756;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2022;0.0
5757;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2023;0.0
5758;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2024;0.0
5759;Passenger car licence excl. trailer;Age unknown;Zuid-Nederland (LD);2025;0.0
5760;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2014;0.0
5761;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2015;0.0
5762;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2016;0.0
5763;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2017;0.0
5764;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2018;0.0
5765;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2019;0.0
5766;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2020;0.0
5767;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2021;0.0
5768;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2022;0.0
5769;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2023;0.0
5770;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2024;0.0
5771;Passenger car licence excl. trailer;Age unknown;Unclassifiable (LD);2025;0.0
5772;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2014;0.0
5773;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2015;0.0
5774;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2016;0.0
5775;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2017;0.0
5776;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2018;0.0
5777;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2019;0.0
5778;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2020;0.0
5779;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2021;0.0
5780;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2022;0.0
5781;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2023;0.0
5782;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2024;0.0
5783;Passenger car licence excl. trailer;Age unknown;Groningen (PV);2025;0.0
5784;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2014;0.0
5785;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2015;0.0
5786;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2016;0.0
5787;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2017;0.0
5788;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2018;0.0
5789;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2019;0.0
5790;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2020;0.0
5791;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2021;0.0
5792;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2022;0.0
5793;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2023;0.0
5794;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2024;0.0
5795;Passenger car licence excl. trailer;Age unknown;Fryslân (PV);2025;0.0
5796;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2014;0.0
5797;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2015;0.0
5798;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2016;0.0
5799;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2017;0.0
5800;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2018;0.0
5801;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2019;0.0
5802;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2020;0.0
5803;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2021;0.0
5804;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2022;0.0
5805;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2023;0.0
5806;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2024;0.0
5807;Passenger car licence excl. trailer;Age unknown;Drenthe (PV);2025;0.0
5808;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2014;0.0
5809;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2015;0.0
5810;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2016;0.0
5811;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2017;0.0
5812;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2018;0.0
5813;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2019;0.0
5814;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2020;0.0
5815;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2021;0.0
5816;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2022;0.0
5817;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2023;0.0
5818;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2024;0.0
5819;Passenger car licence excl. trailer;Age unknown;Overijssel (PV);2025;0.0
5820;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2014;0.0
5821;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2015;0.0
5822;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2016;0.0
5823;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2017;0.0
5824;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2018;0.0
5825;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2019;0.0
5826;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2020;0.0
5827;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2021;0.0
5828;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2022;0.0
5829;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2023;0.0
5830;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2024;0.0
5831;Passenger car licence excl. trailer;Age unknown;Flevoland (PV);2025;0.0
5832;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2014;0.0
5833;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2015;0.0
5834;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2016;0.0
5835;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2017;0.0
5836;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2018;0.0
5837;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2019;0.0
5838;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2020;0.0
5839;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2021;0.0
5840;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2022;0.0
5841;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2023;0.0
5842;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2024;0.0
5843;Passenger car licence excl. trailer;Age unknown;Gelderland (PV);2025;0.0
5844;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2014;0.0
5845;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2015;0.0
5846;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2016;0.0
5847;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2017;0.0
5848;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2018;0.0
5849;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2019;0.0
5850;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2020;0.0
5851;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2021;0.0
5852;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2022;0.0
5853;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2023;0.0
5854;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2024;0.0
5855;Passenger car licence excl. trailer;Age unknown;Utrecht (PV);2025;0.0
5856;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2014;0.0
5857;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2015;0.0
5858;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2016;0.0
5859;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2017;0.0
5860;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2018;0.0
5861;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2019;0.0
5862;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2020;0.0
5863;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2021;0.0
5864;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2022;0.0
5865;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2023;0.0
5866;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2024;0.0
5867;Passenger car licence excl. trailer;Age unknown;Noord-Holland (PV);2025;0.0
5868;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2014;0.0
5869;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2015;0.0
5870;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2016;0.0
5871;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2017;0.0
5872;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2018;0.0
5873;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2019;0.0
5874;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2020;0.0
5875;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2021;0.0
5876;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2022;0.0
5877;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2023;0.0
5878;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2024;0.0
5879;Passenger car licence excl. trailer;Age unknown;Zuid-Holland (PV);2025;0.0
5880;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2014;0.0
5881;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2015;0.0
5882;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2016;0.0
5883;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2017;0.0
5884;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2018;0.0
5885;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2019;0.0
5886;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2020;0.0
5887;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2021;0.0
5888;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2022;0.0
5889;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2023;0.0
5890;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2024;0.0
5891;Passenger car licence excl. trailer;Age unknown;Zeeland (PV);2025;0.0
5892;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2014;0.0
5893;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2015;0.0
5894;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2016;0.0
5895;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2017;0.0
5896;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2018;0.0
5897;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2019;0.0
5898;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2020;0.0
5899;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2021;0.0
5900;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2022;0.0
5901;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2023;0.0
5902;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2024;0.0
5903;Passenger car licence excl. trailer;Age unknown;Noord-Brabant (PV);2025;0.0
5904;Passenger car licence excl. trailer;Age unknown;Limburg (PV);2014;0.0
5905;Passenger car licence excl. trailer;Age unknown;Limburg (PV);2015;0.0
5906;Passenger car licence excl. trailer;Age unknown;Limburg (PV);2016;0.0
