ID;NationaliteitVoertuig;RegioS;Perioden;TotaalGeladenGewicht_1;VervoerdBinnenDezelfdeProvincie_2;VervoerdNaarAndereProvincies_3;VervoerdNaarBuitenland_4;TotaalGelostGewicht_5;AfkomstigUitDezelfdeProvincie_6;AfkomstigUitAndereProvincies_7;AfkomstigUitBuitenland_8
573;Buitenlandse voertuigen;Flevoland (PV);2008;476;0;24;452;416;0;31;385
574;Buitenlandse voertuigen;Flevoland (PV);2009;632;11;48;572;393;11;35;347
575;Buitenlandse voertuigen;Flevoland (PV);2010;399;0;43;356;460;0;95;365
576;Buitenlandse voertuigen;Flevoland (PV);2011;666;0;32;634;589;0;21;568
577;Buitenlandse voertuigen;Flevoland (PV);2012;576;13;88;475;451;13;32;406
578;Buitenlandse voertuigen;Flevoland (PV);2013;513;0;49;464;341;0;57;284
579;Buitenlandse voertuigen;Flevoland (PV);2014;706;89;154;463;644;89;91;464
580;Buitenlandse voertuigen;Flevoland (PV);2015;636;58;49;529;707;58;124;525
581;Buitenlandse voertuigen;Flevoland (PV);2016;1192;15;192;985;564;15;70;479
582;Buitenlandse voertuigen;Flevoland (PV);2017;788;9;237;542;707;9;126;572
583;Buitenlandse voertuigen;Flevoland (PV);2018;590;13;50;527;608;13;96;499
584;Buitenlandse voertuigen;Flevoland (PV);2019;943;0;153;790;649;0;160;489
585;Buitenlandse voertuigen;Flevoland (PV);2020;981;5;52;924;1021;5;108;908
586;Buitenlandse voertuigen;Flevoland (PV);2021;961;2;58;901;931;2;79;850
587;Buitenlandse voertuigen;Flevoland (PV);2022;973;0;115;858;694;0;66;628
588;Buitenlandse voertuigen;Flevoland (PV);2023;813;1;118;694;928;1;110;817
589;Buitenlandse voertuigen;Gelderland (PV);2005;2043;41;71;1931;3231;41;123;3068
590;Buitenlandse voertuigen;Gelderland (PV);2006;2529;23;123;2383;4061;23;183;3855
591;Buitenlandse voertuigen;Gelderland (PV);2007;3483;43;166;3274;4858;43;173;4642
592;Buitenlandse voertuigen;Gelderland (PV);2008;3975;124;153;3698;5251;124;228;4899
593;Buitenlandse voertuigen;Gelderland (PV);2009;3443;30;231;3182;4773;30;332;4412
594;Buitenlandse voertuigen;Gelderland (PV);2010;3811;169;276;3366;5151;169;362;4620
595;Buitenlandse voertuigen;Gelderland (PV);2011;3676;86;352;3238;4631;86;436;4109
596;Buitenlandse voertuigen;Gelderland (PV);2012;4031;140;303;3588;4806;140;347;4319
597;Buitenlandse voertuigen;Gelderland (PV);2013;3878;218;231;3429;5579;218;248;5113
598;Buitenlandse voertuigen;Gelderland (PV);2014;3787;141;317;3329;5597;141;502;4954
599;Buitenlandse voertuigen;Gelderland (PV);2015;4587;83;358;4146;5548;83;427;5038
600;Buitenlandse voertuigen;Gelderland (PV);2016;5144;101;521;4522;6994;101;392;6501
601;Buitenlandse voertuigen;Gelderland (PV);2017;4833;113;369;4351;6615;113;494;6008
602;Buitenlandse voertuigen;Gelderland (PV);2018;5310;262;373;4675;6469;262;331;5876
603;Buitenlandse voertuigen;Gelderland (PV);2019;5054;130;587;4337;6815;130;534;6151
604;Buitenlandse voertuigen;Gelderland (PV);2020;5507;121;704;4682;7673;121;674;6878
605;Buitenlandse voertuigen;Gelderland (PV);2021;5451;97;592;4762;7576;97;567;6912
606;Buitenlandse voertuigen;Gelderland (PV);2022;5514;151;662;4701;7217;151;601;6465
607;Buitenlandse voertuigen;Gelderland (PV);2023;4638;75;437;4126;5742;75;513;5154
608;Buitenlandse voertuigen;Utrecht (PV);2005;551;19;57;476;921;19;90;812
609;Buitenlandse voertuigen;Utrecht (PV);2006;455;2;35;418;1108;2;108;999
610;Buitenlandse voertuigen;Utrecht (PV);2007;697;5;55;636;1244;5;64;1175
611;Buitenlandse voertuigen;Utrecht (PV);2008;881;4;91;786;1329;4;150;1175
612;Buitenlandse voertuigen;Utrecht (PV);2009;800;7;37;756;1130;7;66;1057
613;Buitenlandse voertuigen;Utrecht (PV);2010;870;9;87;774;1295;9;125;1161
614;Buitenlandse voertuigen;Utrecht (PV);2011;762;0;66;696;1389;0;103;1286
615;Buitenlandse voertuigen;Utrecht (PV);2012;800;10;85;705;1302;10;56;1236
616;Buitenlandse voertuigen;Utrecht (PV);2013;765;8;101;656;1108;8;79;1021
617;Buitenlandse voertuigen;Utrecht (PV);2014;860;1;89;770;1334;1;160;1173
618;Buitenlandse voertuigen;Utrecht (PV);2015;1100;13;201;886;1517;13;118;1386
619;Buitenlandse voertuigen;Utrecht (PV);2016;1140;2;148;990;1849;2;258;1589
620;Buitenlandse voertuigen;Utrecht (PV);2017;1245;15;95;1135;1732;15;140;1577
621;Buitenlandse voertuigen;Utrecht (PV);2018;1306;8;187;1111;2011;8;206;1797
622;Buitenlandse voertuigen;Utrecht (PV);2019;1214;8;143;1063;1759;8;187;1564
623;Buitenlandse voertuigen;Utrecht (PV);2020;1177;19;224;934;1734;19;226;1489
624;Buitenlandse voertuigen;Utrecht (PV);2021;1282;76;248;958;1951;76;241;1634
625;Buitenlandse voertuigen;Utrecht (PV);2022;1787;15;181;1591;2018;15;170;1833
626;Buitenlandse voertuigen;Utrecht (PV);2023;1477;2;309;1166;2199;2;128;2069
627;Buitenlandse voertuigen;Noord-Holland (PV);2005;1970;128;84;1758;1741;128;62;1551
628;Buitenlandse voertuigen;Noord-Holland (PV);2006;2079;15;55;2009;2133;15;94;2024
629;Buitenlandse voertuigen;Noord-Holland (PV);2007;3590;499;132;2958;3346;499;162;2685
630;Buitenlandse voertuigen;Noord-Holland (PV);2008;3951;90;153;3708;3211;90;124;2997
631;Buitenlandse voertuigen;Noord-Holland (PV);2009;3626;35;203;3388;3190;35;119;3035
632;Buitenlandse voertuigen;Noord-Holland (PV);2010;3341;86;234;3021;3108;86;176;2846
633;Buitenlandse voertuigen;Noord-Holland (PV);2011;3081;71;198;2812;3046;71;218;2757
634;Buitenlandse voertuigen;Noord-Holland (PV);2012;2860;69;161;2630;3152;69;167;2916
635;Buitenlandse voertuigen;Noord-Holland (PV);2013;3538;86;146;3306;2679;86;234;2359
636;Buitenlandse voertuigen;Noord-Holland (PV);2014;3402;99;310;2993;3139;99;201;2839
637;Buitenlandse voertuigen;Noord-Holland (PV);2015;3807;88;294;3425;3801;88;299;3414
638;Buitenlandse voertuigen;Noord-Holland (PV);2016;3976;116;415;3445;3595;116;393;3086
639;Buitenlandse voertuigen;Noord-Holland (PV);2017;4054;74;309;3671;4565;74;505;3986
640;Buitenlandse voertuigen;Noord-Holland (PV);2018;4109;245;324;3540;4155;245;434;3476
641;Buitenlandse voertuigen;Noord-Holland (PV);2019;3901;68;308;3525;4298;68;372;3858
642;Buitenlandse voertuigen;Noord-Holland (PV);2020;3671;136;373;3162;4411;136;382;3893
643;Buitenlandse voertuigen;Noord-Holland (PV);2021;4057;147;324;3586;4198;147;323;3728
644;Buitenlandse voertuigen;Noord-Holland (PV);2022;3746;137;234;3375;4149;137;379;3633
645;Buitenlandse voertuigen;Noord-Holland (PV);2023;3980;119;274;3587;4190;119;448;3623
646;Buitenlandse voertuigen;Zuid-Holland (PV);2005;5661;178;193;5291;4676;178;205;4294
647;Buitenlandse voertuigen;Zuid-Holland (PV);2006;6663;219;188;6256;5586;219;145;5222
648;Buitenlandse voertuigen;Zuid-Holland (PV);2007;8767;226;237;8305;6465;226;325;5914
649;Buitenlandse voertuigen;Zuid-Holland (PV);2008;9303;214;331;8758;7400;214;349;6836
650;Buitenlandse voertuigen;Zuid-Holland (PV);2009;8568;150;374;8043;6544;150;393;6000
651;Buitenlandse voertuigen;Zuid-Holland (PV);2010;10086;689;516;8881;7413;689;496;6228
652;Buitenlandse voertuigen;Zuid-Holland (PV);2011;9655;301;701;8653;7429;301;604;6524
653;Buitenlandse voertuigen;Zuid-Holland (PV);2012;8953;367;432;8154;7077;367;477;6233
654;Buitenlandse voertuigen;Zuid-Holland (PV);2013;9945;531;625;8789;7906;531;521;6854
655;Buitenlandse voertuigen;Zuid-Holland (PV);2014;10225;373;695;9157;7545;373;674;6498
656;Buitenlandse voertuigen;Zuid-Holland (PV);2015;10486;464;617;9405;9021;464;557;8000
657;Buitenlandse voertuigen;Zuid-Holland (PV);2016;11976;622;1373;9981;10364;622;1110;8632
658;Buitenlandse voertuigen;Zuid-Holland (PV);2017;13697;757;1008;11932;11495;757;973;9765
659;Buitenlandse voertuigen;Zuid-Holland (PV);2018;11900;737;875;10288;10508;737;744;9027
660;Buitenlandse voertuigen;Zuid-Holland (PV);2019;13518;791;1418;11309;12237;791;1634;9812
661;Buitenlandse voertuigen;Zuid-Holland (PV);2020;14648;951;1448;12249;12673;951;1248;10474
662;Buitenlandse voertuigen;Zuid-Holland (PV);2021;12953;1019;1128;10806;12135;1019;1060;10056
663;Buitenlandse voertuigen;Zuid-Holland (PV);2022;15261;863;1374;13024;12588;863;1585;10140
664;Buitenlandse voertuigen;Zuid-Holland (PV);2023;13456;832;1366;11258;11028;832;1007;9189
665;Buitenlandse voertuigen;Zeeland (PV);2005;3695;137;200;3358;2094;137;80;1877
666;Buitenlandse voertuigen;Zeeland (PV);2006;3703;76;264;3364;1820;76;72;1672
667;Buitenlandse voertuigen;Zeeland (PV);2007;3901;204;152;3545;2402;204;57;2141
668;Buitenlandse voertuigen;Zeeland (PV);2008;4598;508;152;3939;2525;508;132;1885
669;Buitenlandse voertuigen;Zeeland (PV);2009;3951;219;126;3607;2021;219;175;1627
670;Buitenlandse voertuigen;Zeeland (PV);2010;3887;364;90;3433;2093;364;63;1666
671;Buitenlandse voertuigen;Zeeland (PV);2011;3759;491;155;3113;2267;491;83;1693
672;Buitenlandse voertuigen;Zeeland (PV);2012;4142;368;182;3592;2159;368;56;1735
673;Buitenlandse voertuigen;Zeeland (PV);2013;3782;249;143;3390;2016;249;136;1631
674;Buitenlandse voertuigen;Zeeland (PV);2014;4524;503;228;3793;2458;503;85;1870
675;Buitenlandse voertuigen;Zeeland (PV);2015;3878;137;153;3588;2058;137;88;1833
676;Buitenlandse voertuigen;Zeeland (PV);2016;4009;176;225;3608;2715;176;63;2476
677;Buitenlandse voertuigen;Zeeland (PV);2017;4633;363;255;4015;2777;363;172;2242
678;Buitenlandse voertuigen;Zeeland (PV);2018;4705;238;234;4233;2559;238;183;2138
679;Buitenlandse voertuigen;Zeeland (PV);2019;4322;379;283;3660;3017;379;169;2469
680;Buitenlandse voertuigen;Zeeland (PV);2020;4867;183;176;4508;2279;183;32;2064
681;Buitenlandse voertuigen;Zeeland (PV);2021;3877;239;278;3360;2284;239;152;1893
682;Buitenlandse voertuigen;Zeeland (PV);2022;4683;241;260;4182;1972;241;140;1591
683;Buitenlandse voertuigen;Zeeland (PV);2023;6688;1200;224;5264;2660;1200;153;1307
684;Buitenlandse voertuigen;Noord-Brabant (PV);2005;4260;263;191;3806;6625;263;381;5980
685;Buitenlandse voertuigen;Noord-Brabant (PV);2006;6118;514;361;5242;7546;514;463;6568
686;Buitenlandse voertuigen;Noord-Brabant (PV);2007;7086;595;389;6103;8985;595;398;7993
687;Buitenlandse voertuigen;Noord-Brabant (PV);2008;7352;313;356;6684;9649;313;386;8951
688;Buitenlandse voertuigen;Noord-Brabant (PV);2009;6467;285;363;5820;9009;285;380;8343
689;Buitenlandse voertuigen;Noord-Brabant (PV);2010;7314;242;504;6568;8617;242;529;7846
690;Buitenlandse voertuigen;Noord-Brabant (PV);2011;7093;237;585;6271;8511;237;717;7557
691;Buitenlandse voertuigen;Noord-Brabant (PV);2012;6870;226;555;6089;8699;226;532;7941
692;Buitenlandse voertuigen;Noord-Brabant (PV);2013;7852;436;435;6981;9165;436;539;8190
693;Buitenlandse voertuigen;Noord-Brabant (PV);2014;7683;318;590;6775;8975;318;572;8085
694;Buitenlandse voertuigen;Noord-Brabant (PV);2015;8341;406;549;7386;10657;406;720;9531
695;Buitenlandse voertuigen;Noord-Brabant (PV);2016;11018;483;769;9766;11443;483;897;10063
696;Buitenlandse voertuigen;Noord-Brabant (PV);2017;12521;1051;1027;10443;11640;1051;718;9871
697;Buitenlandse voertuigen;Noord-Brabant (PV);2018;11006;835;704;9467;10963;835;734;9394
698;Buitenlandse voertuigen;Noord-Brabant (PV);2019;11898;546;1178;10174;11930;546;1131;10253
699;Buitenlandse voertuigen;Noord-Brabant (PV);2020;11720;663;1108;9949;12917;663;1314;10940
700;Buitenlandse voertuigen;Noord-Brabant (PV);2021;13135;964;843;11328;14090;964;1134;11992
701;Buitenlandse voertuigen;Noord-Brabant (PV);2022;11783;722;1081;9980;12157;722;1063;10372
702;Buitenlandse voertuigen;Noord-Brabant (PV);2023;12723;590;873;11260;12572;590;835;11147
703;Buitenlandse voertuigen;Limburg (PV);2005;5239;214;253;4771;6226;214;153;5859
704;Buitenlandse voertuigen;Limburg (PV);2006;5683;379;258;5045;6854;379;204;6271
705;Buitenlandse voertuigen;Limburg (PV);2007;7246;515;306;6424;8019;515;267;7237
706;Buitenlandse voertuigen;Limburg (PV);2008;6764;285;368;6110;7773;285;209;7279
707;Buitenlandse voertuigen;Limburg (PV);2009;7188;312;395;6481;6963;312;256;6395
708;Buitenlandse voertuigen;Limburg (PV);2010;7143;509;487;6147;6394;509;325;5560
709;Buitenlandse voertuigen;Limburg (PV);2011;6987;405;454;6128;6838;405;373;6060
710;Buitenlandse voertuigen;Limburg (PV);2012;7574;556;464;6554;6645;556;475;5614
711;Buitenlandse voertuigen;Limburg (PV);2013;6796;276;388;6132;6297;276;349;5672
712;Buitenlandse voertuigen;Limburg (PV);2014;7687;347;606;6734;6800;347;512;5941
713;Buitenlandse voertuigen;Limburg (PV);2015;7564;405;524;6635;6780;405;400;5975
714;Buitenlandse voertuigen;Limburg (PV);2016;8081;538;508;7035;7922;538;625;6759
715;Buitenlandse voertuigen;Limburg (PV);2017;8605;351;501;7753;9628;351;624;8653
716;Buitenlandse voertuigen;Limburg (PV);2018;7697;395;472;6830;8619;395;433;7791
717;Buitenlandse voertuigen;Limburg (PV);2019;8178;361;711;7106;8309;361;579;7369
718;Buitenlandse voertuigen;Limburg (PV);2020;8632;465;869;7298;9987;465;675;8847
719;Buitenlandse voertuigen;Limburg (PV);2021;9069;455;496;8118;7853;455;342;7056
720;Buitenlandse voertuigen;Limburg (PV);2022;9262;490;736;8036;8879;490;748;7641
721;Buitenlandse voertuigen;Limburg (PV);2023;8547;406;432;7709;8334;406;672;7256
722;Buitenlandse voertuigen;Provincie onbekend;2005;6064;0;228;5836;5096;0;228;4868
723;Buitenlandse voertuigen;Provincie onbekend;2006;6541;0;355;6187;5931;0;355;5576
724;Buitenlandse voertuigen;Provincie onbekend;2007;2632;0;156;2476;2420;0;156;2264
725;Buitenlandse voertuigen;Provincie onbekend;2008;198;0;5;193;153;0;5;148
726;Buitenlandse voertuigen;Provincie onbekend;2009;289;0;13;277;258;0;13;245
727;Buitenlandse voertuigen;Provincie onbekend;2010;505;59;0;446;310;59;0;251
728;Buitenlandse voertuigen;Provincie onbekend;2011;356;26;0;330;347;26;0;321
729;Buitenlandse voertuigen;Provincie onbekend;2012;351;4;0;347;273;4;1;268
730;Buitenlandse voertuigen;Provincie onbekend;2013;1053;93;5;955;966;93;25;848
731;Buitenlandse voertuigen;Provincie onbekend;2014;628;18;7;603;468;18;1;449
732;Buitenlandse voertuigen;Provincie onbekend;2015;1298;211;20;1067;1101;211;19;871
733;Buitenlandse voertuigen;Provincie onbekend;2016;1009;53;21;935;998;53;162;783
734;Buitenlandse voertuigen;Provincie onbekend;2017;927;28;17;882;696;28;11;657
735;Buitenlandse voertuigen;Provincie onbekend;2018;954;15;9;930;864;15;43;806
736;Buitenlandse voertuigen;Provincie onbekend;2019;1205;56;21;1128;944;56;54;834
737;Buitenlandse voertuigen;Provincie onbekend;2020;1717;156;35;1526;1421;156;54;1211
738;Buitenlandse voertuigen;Provincie onbekend;2021;1584;118;6;1460;1565;118;6;1441
739;Buitenlandse voertuigen;Provincie onbekend;2022;936;27;39;870;803;27;12;764
740;Buitenlandse voertuigen;Provincie onbekend;2023;3941;397;58;3486;3589;397;109;3083
