ID;Arbeidspositie;ArbeidspositieDrieMaandenEerder;Perioden;Seizoengecorrigeerd_1;NietSeizoengecorrigeerd_2
1516;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 januari;8436;8389
1517;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 februari;8425;8399
1518;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 maart;8407;8389
1519;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 1e kwartaal;8423;8392
1520;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 april;8432;8409
1521;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 mei;8443;8449
1522;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 juni;8430;8461
1523;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 2e kwartaal;8435;8440
1524;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 juli;8441;8487
1525;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 augustus;8439;8476
1526;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 september;8443;8436
1527;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 3e kwartaal;8441;8466
1528;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 oktober;8453;8455
1529;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 november;8463;8471
1530;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 december;8466;8470
1531;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 4e kwartaal;8461;8465
1532;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 januari;8446;8394
1533;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 februari;8445;8417
1534;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 maart;8423;8399
1535;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 1e kwartaal;8438;8403
1536;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 april;8421;8396
1537;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 mei;8408;8414
1538;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 juni;8436;8469
1539;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 2e kwartaal;8422;8426
1540;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 juli;8414;8459
1541;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 augustus;8429;8469
1542;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 september;8456;8455
1543;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 3e kwartaal;8433;8461
1544;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 oktober;8465;8464
1545;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 november;8476;8486
1546;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 december;8497;8504
1547;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 4e kwartaal;8479;8485
1548;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 januari;8487;8432
1549;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 februari;8489;8462
1550;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 maart;8481;8457
1551;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 1e kwartaal;8486;8450
1552;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 april;8478;8449
1553;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 mei;8494;8501
1554;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 juni;8493;8526
1555;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 2e kwartaal;8488;8492
1556;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 juli;8484;8524
1557;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 augustus;8515;8559
1558;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 september;8518;8517
1559;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 3e kwartaal;8506;8533
1560;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 oktober;8515;8512
1561;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 november;8500;8511
1562;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 december;8491;8499
1563;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 4e kwartaal;8502;8507
1564;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 januari;8472;8414
1565;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 februari;8461;8433
1566;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 maart;8457;8433
1567;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 1e kwartaal;8464;8427
1568;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 april;8446;8414
1569;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 mei;8432;8440
1570;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 juni;8423;8453
1571;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 2e kwartaal;8434;8436
1572;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 juli;8408;8445
1573;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 augustus;8412;8457
1574;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 september;8425;8427
1575;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 3e kwartaal;8415;8443
1576;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 oktober;8440;8441
1577;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 november;8433;8445
1578;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 december;8391;8394
1579;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 4e kwartaal;8422;8426
1580;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 januari;8380;8321
1581;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 februari;8366;8335
1582;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 maart;8333;8305
1583;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 1e kwartaal;8359;8320
1584;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 april;8342;8314
1585;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 mei;8362;8376
1586;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 juni;8360;8389
1587;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 2e kwartaal;8354;8360
1588;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 juli;8376;8418
1589;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 augustus;8390;8438
1590;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 september;8395;8396
1591;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 3e kwartaal;8387;8417
1592;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 oktober;8426;8435
1593;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 november;8429;8444
1594;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 december;8421;8420
1595;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 4e kwartaal;8425;8433
1596;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 januari;8435;8380
1597;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 februari;8437;8406
1598;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 maart;8433;8400
1599;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 1e kwartaal;8435;8395
1600;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 april;8442;8414
1601;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 mei;8455;8468
1602;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 juni;8462;8488
1603;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 2e kwartaal;8453;8457
1604;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 juli;8467;8506
1605;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 augustus;8475;8522
1606;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 september;8469;8469
1607;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 3e kwartaal;8470;8499
1608;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 oktober;8470;8479
1609;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 november;8469;8485
1610;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 december;8479;8476
1611;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 4e kwartaal;8472;8480
1612;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 januari;8487;8432
1613;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 februari;8492;8462
1614;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 maart;8506;8472
1615;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 1e kwartaal;8495;8456
1616;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 april;8539;8515
1617;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 mei;8542;8553
1618;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 juni;8559;8587
1619;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 2e kwartaal;8547;8552
1620;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 juli;8580;8622
1621;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 augustus;8599;8647
1622;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 september;8615;8615
1623;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 3e kwartaal;8598;8628
1624;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 oktober;8629;8637
1625;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 november;8632;8643
1626;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 december;8653;8652
1627;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 4e kwartaal;8638;8644
1628;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 januari;8676;8620
1629;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 februari;8669;8634
1630;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 maart;8696;8666
1631;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 1e kwartaal;8680;8640
1632;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 april;8705;8678
1633;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 mei;8712;8720
1634;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 juni;8729;8758
1635;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 2e kwartaal;8715;8719
1636;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 juli;8758;8802
1637;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 augustus;8773;8820
1638;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 september;8790;8791
1639;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 3e kwartaal;8773;8804
1640;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 oktober;8799;8805
1641;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 november;8816;8827
1642;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 december;8817;8814
1643;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 4e kwartaal;8811;8815
1644;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 januari;8845;8792
1645;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 februari;8853;8816
1646;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 maart;8878;8849
1647;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 1e kwartaal;8859;8819
1648;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 april;8890;8861
1649;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 mei;8912;8921
1650;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 juni;8927;8956
1651;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 2e kwartaal;8910;8913
1652;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 juli;8941;8986
1653;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 augustus;8971;9022
1654;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 september;8992;8992
1655;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 3e kwartaal;8968;9000
1656;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 oktober;9000;9005
1657;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 november;9030;9044
1658;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 december;9033;9028
1659;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 4e kwartaal;9021;9026
1660;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 januari;9056;9004
1661;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 februari;9071;9035
1662;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 maart;9081;9051
1663;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 1e kwartaal;9069;9030
1664;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 april;9089;9059
1665;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 mei;9102;9110
1666;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 juni;9116;9144
1667;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 2e kwartaal;9102;9104
1668;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 juli;9117;9159
1669;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 augustus;9121;9169
1670;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 september;9139;9139
1671;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 3e kwartaal;9126;9156
1672;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 oktober;9160;9164
1673;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 november;9159;9173
1674;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 december;9194;9194
1675;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 4e kwartaal;9171;9177
1676;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 januari;9226;9176
1677;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 februari;9224;9185
1678;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 maart;9193;9161
1679;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 1e kwartaal;9214;9174
1680;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 april;9047;9018
1681;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 mei;9035;9045
1682;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 juni;9062;9091
1683;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 2e kwartaal;9048;9051
1684;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 juli;9064;9109
1685;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 augustus;9074;9120
1686;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 september;9072;9072
1687;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 3e kwartaal;9070;9100
1688;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 oktober;9111;9121
1689;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 november;9139;9153
1690;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 december;9143;9142
1691;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 4e kwartaal;9131;9138
1692;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 januari;9164;9122
1693;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 februari;9188;9153
1694;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 maart;9165;9131
1695;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 1e kwartaal;9172;9135
1696;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 april;9171;9142
1697;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 mei;9177;9187
1698;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 juni;9245;9276
1699;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 2e kwartaal;9202;9207
1700;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 juli;9264;9305
1701;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 augustus;9277;9319
1702;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 september;9305;9302
1703;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 3e kwartaal;9284;9309
1704;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 oktober;9336;9346
1705;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 november;9376;9389
1706;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 december;9380;9374
1707;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 4e kwartaal;9365;9370
1708;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 januari;9415;9372
1709;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 februari;9430;9394
1710;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 maart;9490;9459
1711;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 1e kwartaal;9448;9412
1712;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 april;9528;9501
1713;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 mei;9551;9559
1714;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 juni;9543;9566
1715;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 2e kwartaal;9541;9544
1716;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 juli ;9547;9586
1717;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 augustus;9542;9575
1718;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 september;9562;9561
1719;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 3e kwartaal;9551;9573
1720;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 oktober;9605;9618
1721;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 november;9650;9667
1722;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 december;9697;9695
1723;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 4e kwartaal;9654;9663
1724;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 januari;9699;9652
1725;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 februari;9701;9667
1726;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 maart;9709;9682
1727;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 1e kwartaal;9703;9668
1728;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 april;9725;9704
1729;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 mei;9727;9735
1730;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 juni;9728;9750
1731;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 2e kwartaal;9727;9731
1732;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 juli;9727;9761
1733;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 augustus;9742;9770
1734;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 september;9731;9721
1735;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 oktober;9759;9775
1736;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 3e kwartaal;9734;9752
1737;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 november;9786;9805
1738;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 december;9805;9807
1739;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 4e kwartaal;9784;9796
1740;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 januari;9815;9769
1741;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 februari;9791;9757
1742;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 maart;9800;9777
1743;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 1e kwartaal;9801;9767
1744;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 april;9810;9795
1745;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 mei;9821;9833
