ID;Arbeidspositie;ArbeidspositieDrieMaandenEerder;Perioden;Seizoengecorrigeerd_1;NietSeizoengecorrigeerd_2
2895;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 1e kwartaal;427;458
2896;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 april;431;437
2897;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 mei;431;434
2898;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 juni;431;423
2899;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 2e kwartaal;431;431
2900;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 juli;423;392
2901;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 augustus;418;388
2902;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 september;427;424
2903;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 3e kwartaal;423;401
2904;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 oktober;423;423
2905;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 november;421;423
2906;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 december;429;405
2907;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 4e kwartaal;424;417
2908;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 januari;434;456
2909;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 februari;444;479
2910;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 maart;449;480
2911;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 1e kwartaal;442;472
2912;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 april;471;482
2913;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 mei;473;474
2914;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 juni;477;470
2915;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 2e kwartaal;474;475
2916;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 juli;497;470
2917;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 augustus;505;474
2918;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 september;516;513
2919;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 3e kwartaal;506;485
2920;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 oktober;518;515
2921;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 november;533;534
2922;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 december;545;520
2923;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 4e kwartaal;532;523
2924;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 januari;560;581
2925;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 februari;555;584
2926;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 maart;556;586
2927;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 1e kwartaal;557;583
2928;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 april;547;557
2929;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 mei;550;551
2930;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 juni;553;543
2931;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 2e kwartaal;550;550
2932;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 juli;556;530
2933;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 augustus;551;517
2934;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 september;542;539
2935;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 3e kwartaal;549;529
2936;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 oktober;537;530
2937;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 november;534;535
2938;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 december;531;506
2939;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 4e kwartaal;534;524
2940;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 januari;525;549
2941;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 februari;527;559
2942;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 maart;514;540
2943;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 1e kwartaal;522;549
2944;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 april;514;523
2945;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 mei;522;527
2946;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 juni;513;503
2947;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 2e kwartaal;516;518
2948;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 juli;535;518
2949;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 augustus;539;509
2950;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 september;559;562
2951;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 3e kwartaal;544;530
2952;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 oktober;579;578
2953;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 november;595;597
2954;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 december;588;560
2955;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 4e kwartaal;587;578
2956;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 januari;595;620
2957;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 februari;586;614
2958;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 maart;593;619
2959;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 1e kwartaal;591;617
2960;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 april;618;627
2961;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 mei;609;606
2962;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 juni;609;592
2963;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 2e kwartaal;612;609
2964;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 juli;623;607
2965;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 augustus;620;585
2966;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 september;634;640
2967;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 3e kwartaal;626;611
2968;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 oktober;644;645
2969;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 november;655;658
2970;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 december;676;652
2971;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 4e kwartaal;658;652
2972;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 januari;692;717
2973;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 februari;707;736
2974;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 maart;728;753
2975;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 1e kwartaal;709;735
2976;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 april;734;746
2977;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 mei;747;746
2978;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 juni;766;748
2979;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 2e kwartaal;749;747
2980;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 juli;782;763
2981;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 augustus;783;745
2982;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 september;783;785
2983;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 3e kwartaal;782;764
2984;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 oktober;782;781
2985;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 november;772;771
2986;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 december;779;753
2987;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2013 4e kwartaal;778;768
2988;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 januari;786;809
2989;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 februari;800;828
2990;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 maart;794;815
2991;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 1e kwartaal;793;817
2992;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 april;787;799
2993;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 mei;775;775
2994;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 juni;757;738
2995;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 2e kwartaal;773;770
2996;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 juli;746;730
2997;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 augustus;738;703
2998;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 september;733;738
2999;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 3e kwartaal;739;724
3000;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 oktober;738;742
3001;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 november;742;743
3002;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 december;753;730
3003;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2014 4e kwartaal;744;738
3004;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 januari;760;788
3005;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 februari;747;773
3006;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 maart;745;770
3007;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 1e kwartaal;751;777
3008;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 april;743;754
3009;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 mei;732;731
3010;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 juni;725;704
3011;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 2e kwartaal;733;730
3012;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 juli;708;688
3013;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 augustus;708;671
3014;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 september;712;717
3015;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 3e kwartaal;709;692
3016;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 oktober;722;725
3017;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 november;703;698
3018;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 december;695;671
3019;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2015 4e kwartaal;707;698
3020;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 januari;680;710
3021;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 februari;688;718
3022;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 maart;680;705
3023;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 1e kwartaal;683;711
3024;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 april;679;695
3025;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 mei;668;665
3026;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 juni;656;634
3027;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 2e kwartaal;668;665
3028;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 juli;648;623
3029;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 augustus;628;591
3030;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 september;617;621
3031;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 3e kwartaal;631;612
3032;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 oktober;609;617
3033;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 november;607;602
3034;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 december;590;566
3035;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2016 4e kwartaal;602;595
3036;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 januari;588;618
3037;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 februari;582;612
3038;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 maart;571;597
3039;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 1e kwartaal;580;609
3040;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 april;563;580
3041;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 mei;564;564
3042;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 juni;555;532
3043;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 2e kwartaal;561;559
3044;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 juli;544;520
3045;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 augustus;534;496
3046;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 september;529;533
3047;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 3e kwartaal;536;517
3048;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 oktober;511;515
3049;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 november;504;501
3050;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 december;503;479
3051;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2017 4e kwartaal;506;498
3052;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 januari;487;515
3053;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 februari;474;504
3054;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 maart;465;491
3055;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 1e kwartaal;475;503
3056;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 april;463;479
3057;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 mei;460;461
3058;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 juni;463;446
3059;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 2e kwartaal;462;462
3060;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 juli;458;433
3061;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 augustus;463;429
3062;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 september;451;454
3063;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 3e kwartaal;457;439
3064;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 oktober;444;448
3065;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 november;433;429
3066;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 december;437;416
3067;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2018 4e kwartaal;438;431
3068;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 januari;437;466
3069;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 februari;419;444
3070;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 maart;416;440
3071;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 1e kwartaal;424;450
3072;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 april;409;423
3073;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 mei;411;412
3074;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 juni;423;410
3075;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 2e kwartaal;414;415
3076;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 juli;424;399
3077;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 augustus;432;402
3078;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 september;432;434
3079;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 3e kwartaal;429;412
3080;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 oktober;432;436
3081;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 november;434;430
3082;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 december;409;382
3083;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 4e kwartaal;425;416
3084;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 januari;390;415
3085;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 februari;383;406
3086;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 maart;388;410
3087;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 1e kwartaal;387;410
3088;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 april;427;439
3089;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 mei;439;437
3090;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 juni;513;504
3091;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 2e kwartaal;460;460
3092;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 juli;532;505
3093;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 augustus;533;500
3094;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 september;519;519
3095;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 3e kwartaal;528;508
3096;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 oktober;509;516
3097;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 november;485;477
3098;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 december;476;449
3099;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 4e kwartaal;490;481
3100;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 januari;448;467
3101;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 februari;450;474
3102;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 maart;439;453
3103;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 1e kwartaal;445;464
3104;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 april;427;434
3105;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 mei;419;413
3106;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 juni;405;403
3107;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 2e kwartaal;416;416
3108;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 juli;393;372
3109;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 augustus;406;387
3110;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 september;399;403
3111;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 3e kwartaal;399;389
3112;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 oktober;382;393
3113;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 november;359;352
3114;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 december;369;349
3115;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 4e kwartaal;370;364
3116;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 januari;354;369
3117;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 februari;336;360
3118;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 maart;327;342
3119;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 1e kwartaal;338;356
3120;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 april;316;321
3121;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 mei;323;318
3122;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 juni;339;344
3123;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 2e kwartaal;327;329
3124;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 juli ;353;335
3125;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 augustus;378;369
3126;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 september;382;389
3127;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 3e kwartaal;372;366
3128;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 oktober;365;370
3129;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 november;364;353
3130;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 december;352;330
3131;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 4e kwartaal;359;350
3132;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 januari;360;374
3133;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 februari;356;375
3134;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 maart;357;366
3135;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 1e kwartaal;357;371
3136;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 april;343;336
3137;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 mei;353;349
3138;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 juni;353;356
3139;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 2e kwartaal;350;348
3140;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 juli;362;352
3141;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 augustus;364;363
3142;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 september;371;386
3143;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 oktober;361;361
3144;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 3e kwartaal;366;366
3145;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 november;357;347
3146;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 december;361;339
3147;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 4e kwartaal;360;349
3148;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 januari;368;384
3149;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 februari;379;398
3150;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 maart;371;374
3151;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 1e kwartaal;373;386
3152;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 april;375;363
3153;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 mei;367;358
3154;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 juni;370;375
3155;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 2e kwartaal;370;365
3156;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 juli;370;360
3157;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 augustus;374;374
3158;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 september;377;397
3159;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 3e kwartaal;374;377
3160;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 oktober;376;374
3161;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 november;372;356
3162;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 december;373;353
3163;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 4e kwartaal;374;362
3164;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 januari;386;406
3165;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 februari;392;418
3166;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 maart;395;396
3167;Werkloze beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 1e kwartaal;390;407
3168;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 april;139;133
3169;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 mei;143;139
3170;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 juni;141;132
3171;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 2e kwartaal;141;135
3172;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 juli;139;135
3173;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 augustus;140;130
3174;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 september;148;145
3175;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 3e kwartaal;143;137
3176;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 oktober;152;156
3177;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 november;146;159
3178;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 december;150;138
3179;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2003 4e kwartaal;149;151
3180;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 januari;151;166
3181;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 februari;144;151
3182;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 maart;146;152
3183;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 1e kwartaal;147;156
3184;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 april;149;145
3185;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 mei;150;147
3186;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 juni;140;127
3187;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 2e kwartaal;147;140
3188;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 juli;129;122
3189;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 augustus;134;131
3190;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 september;131;128
3191;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 3e kwartaal;131;127
3192;Werkloze beroepsbevolking;Werkzame beroepsbevolking;2004 oktober;138;147
