ID;SIC2008;ClassificationOfOccupation;Periods;NewVacancies_1
4818;53 Postal and courier activities;03 Sales and PR occupations;2018;
4819;53 Postal and courier activities;03 Sales and PR occupations;2019;
4820;53 Postal and courier activities;03 Sales and PR occupations;2020;
4821;53 Postal and courier activities;03 Sales and PR occupations;2021;
4822;53 Postal and courier activities;03 Sales and PR occupations;2022;
4823;53 Postal and courier activities;03 Sales and PR occupations;2023;
4824;53 Postal and courier activities;031 Sales, marketing and public rel...;2018;
4825;53 Postal and courier activities;031 Sales, marketing and public rel...;2019;
4826;53 Postal and courier activities;031 Sales, marketing and public rel...;2020;
4827;53 Postal and courier activities;031 Sales, marketing and public rel...;2021;
4828;53 Postal and courier activities;031 Sales, marketing and public rel...;2022;
4829;53 Postal and courier activities;031 Sales, marketing and public rel...;2023;
4830;53 Postal and courier activities;032 Sales and purchasing agents and...;2018;
4831;53 Postal and courier activities;032 Sales and purchasing agents and...;2019;
4832;53 Postal and courier activities;032 Sales and purchasing agents and...;2020;
4833;53 Postal and courier activities;032 Sales and purchasing agents and...;2021;
4834;53 Postal and courier activities;032 Sales and purchasing agents and...;2022;
4835;53 Postal and courier activities;032 Sales and purchasing agents and...;2023;
4836;53 Postal and courier activities;033 Sales workers;2018;
4837;53 Postal and courier activities;033 Sales workers;2019;
4838;53 Postal and courier activities;033 Sales workers;2020;
4839;53 Postal and courier activities;033 Sales workers;2021;
4840;53 Postal and courier activities;033 Sales workers;2022;
4841;53 Postal and courier activities;033 Sales workers;2023;
4842;53 Postal and courier activities;04 Business and administrative occup...;2018;10.3
4843;53 Postal and courier activities;04 Business and administrative occup...;2019;9.6
4844;53 Postal and courier activities;04 Business and administrative occup...;2020;7.2
4845;53 Postal and courier activities;04 Business and administrative occup...;2021;10.5
4846;53 Postal and courier activities;04 Business and administrative occup...;2022;8.2
4847;53 Postal and courier activities;04 Business and administrative occup...;2023;6.6
4848;53 Postal and courier activities;041 Business and administration profe...;2018;
4849;53 Postal and courier activities;041 Business and administration profe...;2019;
4850;53 Postal and courier activities;041 Business and administration profe...;2020;
4851;53 Postal and courier activities;041 Business and administration profe...;2021;
4852;53 Postal and courier activities;041 Business and administration profe...;2022;
4853;53 Postal and courier activities;041 Business and administration profe...;2023;
4854;53 Postal and courier activities;042 Business and administration assoc...;2018;
4855;53 Postal and courier activities;042 Business and administration assoc...;2019;
4856;53 Postal and courier activities;042 Business and administration assoc...;2020;
4857;53 Postal and courier activities;042 Business and administration assoc...;2021;
4858;53 Postal and courier activities;042 Business and administration assoc...;2022;
4859;53 Postal and courier activities;042 Business and administration assoc...;2023;
4860;53 Postal and courier activities;043 Clerical support workers;2018;10.0
4861;53 Postal and courier activities;043 Clerical support workers;2019;9.3
4862;53 Postal and courier activities;043 Clerical support workers;2020;6.9
4863;53 Postal and courier activities;043 Clerical support workers;2021;10.1
4864;53 Postal and courier activities;043 Clerical support workers;2022;7.9
4865;53 Postal and courier activities;043 Clerical support workers;2023;6.3
4866;53 Postal and courier activities;05 Managers;2018;
4867;53 Postal and courier activities;05 Managers;2019;
4868;53 Postal and courier activities;05 Managers;2020;
4869;53 Postal and courier activities;05 Managers;2021;
4870;53 Postal and courier activities;05 Managers;2022;
4871;53 Postal and courier activities;05 Managers;2023;
4872;53 Postal and courier activities;052 Administrative and commercial m...;2018;
4873;53 Postal and courier activities;052 Administrative and commercial m...;2019;
4874;53 Postal and courier activities;052 Administrative and commercial m...;2020;
4875;53 Postal and courier activities;052 Administrative and commercial m...;2021;
4876;53 Postal and courier activities;052 Administrative and commercial m...;2022;
4877;53 Postal and courier activities;052 Administrative and commercial m...;2023;
4878;53 Postal and courier activities;053 Production and specialised servic...;2018;
4879;53 Postal and courier activities;053 Production and specialised servic...;2019;
4880;53 Postal and courier activities;053 Production and specialised servic...;2020;
4881;53 Postal and courier activities;053 Production and specialised servic...;2021;
4882;53 Postal and courier activities;053 Production and specialised servic...;2022;
4883;53 Postal and courier activities;053 Production and specialised servic...;2023;
4884;53 Postal and courier activities;06 Public administration, protective...;2018;
4885;53 Postal and courier activities;06 Public administration, protective...;2019;
4886;53 Postal and courier activities;06 Public administration, protective...;2020;
4887;53 Postal and courier activities;06 Public administration, protective...;2021;
4888;53 Postal and courier activities;06 Public administration, protective...;2022;
4889;53 Postal and courier activities;06 Public administration, protective...;2023;
4890;53 Postal and courier activities;061 Legislators and senior officials;2018;
4891;53 Postal and courier activities;061 Legislators and senior officials;2019;
4892;53 Postal and courier activities;061 Legislators and senior officials;2020;
4893;53 Postal and courier activities;061 Legislators and senior officials;2021;
4894;53 Postal and courier activities;061 Legislators and senior officials;2022;
4895;53 Postal and courier activities;061 Legislators and senior officials;2023;
4896;53 Postal and courier activities;062 Legal professionals;2018;
4897;53 Postal and courier activities;062 Legal professionals;2019;
4898;53 Postal and courier activities;062 Legal professionals;2020;
4899;53 Postal and courier activities;062 Legal professionals;2021;
4900;53 Postal and courier activities;062 Legal professionals;2022;
4901;53 Postal and courier activities;062 Legal professionals;2023;
4902;53 Postal and courier activities;07 Technical occupations;2018;
4903;53 Postal and courier activities;07 Technical occupations;2019;
4904;53 Postal and courier activities;07 Technical occupations;2020;
4905;53 Postal and courier activities;07 Technical occupations;2021;
4906;53 Postal and courier activities;07 Technical occupations;2022;
4907;53 Postal and courier activities;07 Technical occupations;2023;
4908;53 Postal and courier activities;072 Science and engineering associate...;2018;
4909;53 Postal and courier activities;072 Science and engineering associate...;2019;
4910;53 Postal and courier activities;072 Science and engineering associate...;2020;
4911;53 Postal and courier activities;072 Science and engineering associate...;2021;
4912;53 Postal and courier activities;072 Science and engineering associate...;2022;
4913;53 Postal and courier activities;072 Science and engineering associate...;2023;
4914;53 Postal and courier activities;073 Building construction workers;2018;
4915;53 Postal and courier activities;073 Building construction workers;2019;
4916;53 Postal and courier activities;073 Building construction workers;2020;
4917;53 Postal and courier activities;073 Building construction workers;2021;
4918;53 Postal and courier activities;073 Building construction workers;2022;
4919;53 Postal and courier activities;073 Building construction workers;2023;
4920;53 Postal and courier activities;074 Metal, machinery and related trad...;2018;
4921;53 Postal and courier activities;074 Metal, machinery and related trad...;2019;
4922;53 Postal and courier activities;074 Metal, machinery and related trad...;2020;
4923;53 Postal and courier activities;074 Metal, machinery and related trad...;2021;
4924;53 Postal and courier activities;074 Metal, machinery and related trad...;2022;
4925;53 Postal and courier activities;074 Metal, machinery and related trad...;2023;
4926;53 Postal and courier activities;076 Electrical and electronics trades...;2018;
4927;53 Postal and courier activities;076 Electrical and electronics trades...;2019;
4928;53 Postal and courier activities;076 Electrical and electronics trades...;2020;
4929;53 Postal and courier activities;076 Electrical and electronics trades...;2021;
4930;53 Postal and courier activities;076 Electrical and electronics trades...;2022;
4931;53 Postal and courier activities;076 Electrical and electronics trades...;2023;
4932;53 Postal and courier activities;08 ICT occupations;2018;
4933;53 Postal and courier activities;08 ICT occupations;2019;
4934;53 Postal and courier activities;08 ICT occupations;2020;
4935;53 Postal and courier activities;08 ICT occupations;2021;
4936;53 Postal and courier activities;08 ICT occupations;2022;
4937;53 Postal and courier activities;08 ICT occupations;2023;
4938;53 Postal and courier activities;081 Information and communications te...;2018;
4939;53 Postal and courier activities;081 Information and communications te...;2019;
4940;53 Postal and courier activities;081 Information and communications te...;2020;
4941;53 Postal and courier activities;081 Information and communications te...;2021;
4942;53 Postal and courier activities;081 Information and communications te...;2022;
4943;53 Postal and courier activities;081 Information and communications te...;2023;
4944;53 Postal and courier activities;082 Information and communications te...;2018;
4945;53 Postal and courier activities;082 Information and communications te...;2019;
4946;53 Postal and courier activities;082 Information and communications te...;2020;
4947;53 Postal and courier activities;082 Information and communications te...;2021;
4948;53 Postal and courier activities;082 Information and communications te...;2022;
4949;53 Postal and courier activities;082 Information and communications te...;2023;
4950;53 Postal and courier activities;10 Health and welfare occupations;2018;
4951;53 Postal and courier activities;10 Health and welfare occupations;2019;
4952;53 Postal and courier activities;10 Health and welfare occupations;2020;
4953;53 Postal and courier activities;10 Health and welfare occupations;2021;
4954;53 Postal and courier activities;10 Health and welfare occupations;2022;
4955;53 Postal and courier activities;10 Health and welfare occupations;2023;
4956;53 Postal and courier activities;101 Health professionals;2018;
4957;53 Postal and courier activities;101 Health professionals;2019;
4958;53 Postal and courier activities;101 Health professionals;2020;
4959;53 Postal and courier activities;101 Health professionals;2021;
4960;53 Postal and courier activities;101 Health professionals;2022;
4961;53 Postal and courier activities;101 Health professionals;2023;
4962;53 Postal and courier activities;102 Social and religious professionals;2018;
4963;53 Postal and courier activities;102 Social and religious professionals;2019;
4964;53 Postal and courier activities;102 Social and religious professionals;2020;
4965;53 Postal and courier activities;102 Social and religious professionals;2021;
4966;53 Postal and courier activities;102 Social and religious professionals;2022;
4967;53 Postal and courier activities;102 Social and religious professionals;2023;
4968;53 Postal and courier activities;103 Health associate professionals;2018;
4969;53 Postal and courier activities;103 Health associate professionals;2019;
4970;53 Postal and courier activities;103 Health associate professionals;2020;
4971;53 Postal and courier activities;103 Health associate professionals;2021;
4972;53 Postal and courier activities;103 Health associate professionals;2022;
4973;53 Postal and courier activities;103 Health associate professionals;2023;
4974;53 Postal and courier activities;105 Personal care workers;2018;
4975;53 Postal and courier activities;105 Personal care workers;2019;
4976;53 Postal and courier activities;105 Personal care workers;2020;
4977;53 Postal and courier activities;105 Personal care workers;2021;
4978;53 Postal and courier activities;105 Personal care workers;2022;
4979;53 Postal and courier activities;105 Personal care workers;2023;
4980;53 Postal and courier activities;11 Service occupations;2018;
4981;53 Postal and courier activities;11 Service occupations;2019;
4982;53 Postal and courier activities;11 Service occupations;2020;
4983;53 Postal and courier activities;11 Service occupations;2021;
4984;53 Postal and courier activities;11 Service occupations;2022;
4985;53 Postal and courier activities;11 Service occupations;2023;
4986;53 Postal and courier activities;111 Personal services workers;2018;
4987;53 Postal and courier activities;111 Personal services workers;2019;
4988;53 Postal and courier activities;111 Personal services workers;2020;
4989;53 Postal and courier activities;111 Personal services workers;2021;
4990;53 Postal and courier activities;111 Personal services workers;2022;
4991;53 Postal and courier activities;111 Personal services workers;2023;
4992;53 Postal and courier activities;112 Cleaners and kitchen helpers;2018;
4993;53 Postal and courier activities;112 Cleaners and kitchen helpers;2019;
4994;53 Postal and courier activities;112 Cleaners and kitchen helpers;2020;
4995;53 Postal and courier activities;112 Cleaners and kitchen helpers;2021;
4996;53 Postal and courier activities;112 Cleaners and kitchen helpers;2022;
4997;53 Postal and courier activities;112 Cleaners and kitchen helpers;2023;
4998;53 Postal and courier activities;12 Transport and logistics occupations;2018;2.2
4999;53 Postal and courier activities;12 Transport and logistics occupations;2019;1.1
5000;53 Postal and courier activities;12 Transport and logistics occupations;2020;1.6
5001;53 Postal and courier activities;12 Transport and logistics occupations;2021;4.0
5002;53 Postal and courier activities;12 Transport and logistics occupations;2022;3.1
5003;53 Postal and courier activities;12 Transport and logistics occupations;2023;2.8
5004;53 Postal and courier activities;121 Drivers and mobile plant operators;2018;
5005;53 Postal and courier activities;121 Drivers and mobile plant operators;2019;
5006;53 Postal and courier activities;121 Drivers and mobile plant operators;2020;
5007;53 Postal and courier activities;121 Drivers and mobile plant operators;2021;
5008;53 Postal and courier activities;121 Drivers and mobile plant operators;2022;
5009;53 Postal and courier activities;121 Drivers and mobile plant operators;2023;
5010;53 Postal and courier activities;122 Transport and storage labourers;2018;
5011;53 Postal and courier activities;122 Transport and storage labourers;2019;
5012;53 Postal and courier activities;122 Transport and storage labourers;2020;
5013;53 Postal and courier activities;122 Transport and storage labourers;2021;
5014;53 Postal and courier activities;122 Transport and storage labourers;2022;
5015;53 Postal and courier activities;122 Transport and storage labourers;2023;
5016;I Accommodation and food serving;01 Teaching occupations;2018;
5017;I Accommodation and food serving;01 Teaching occupations;2019;
5018;I Accommodation and food serving;01 Teaching occupations;2020;
5019;I Accommodation and food serving;01 Teaching occupations;2021;
5020;I Accommodation and food serving;01 Teaching occupations;2022;
5021;I Accommodation and food serving;01 Teaching occupations;2023;
5022;I Accommodation and food serving;011 Teaching professionals;2018;
5023;I Accommodation and food serving;011 Teaching professionals;2019;
5024;I Accommodation and food serving;011 Teaching professionals;2020;
5025;I Accommodation and food serving;011 Teaching professionals;2021;
5026;I Accommodation and food serving;011 Teaching professionals;2022;
5027;I Accommodation and food serving;011 Teaching professionals;2023;
5028;I Accommodation and food serving;013 Child care workers and teachers' ...;2018;
5029;I Accommodation and food serving;013 Child care workers and teachers' ...;2019;
5030;I Accommodation and food serving;013 Child care workers and teachers' ...;2020;
5031;I Accommodation and food serving;013 Child care workers and teachers' ...;2021;
5032;I Accommodation and food serving;013 Child care workers and teachers' ...;2022;
5033;I Accommodation and food serving;013 Child care workers and teachers' ...;2023;
5034;I Accommodation and food serving;02 Artistic occupations;2018;
5035;I Accommodation and food serving;02 Artistic occupations;2019;
5036;I Accommodation and food serving;02 Artistic occupations;2020;
5037;I Accommodation and food serving;02 Artistic occupations;2021;
5038;I Accommodation and food serving;02 Artistic occupations;2022;
5039;I Accommodation and food serving;02 Artistic occupations;2023;
5040;I Accommodation and food serving;021 Authors, creative and performing...;2018;
5041;I Accommodation and food serving;021 Authors, creative and performing...;2019;
5042;I Accommodation and food serving;021 Authors, creative and performing...;2020;
5043;I Accommodation and food serving;021 Authors, creative and performing...;2021;
5044;I Accommodation and food serving;021 Authors, creative and performing...;2022;
5045;I Accommodation and food serving;021 Authors, creative and performing...;2023;
5046;I Accommodation and food serving;03 Sales and PR occupations;2018;
5047;I Accommodation and food serving;03 Sales and PR occupations;2019;
5048;I Accommodation and food serving;03 Sales and PR occupations;2020;
5049;I Accommodation and food serving;03 Sales and PR occupations;2021;
5050;I Accommodation and food serving;03 Sales and PR occupations;2022;
5051;I Accommodation and food serving;03 Sales and PR occupations;2023;
5052;I Accommodation and food serving;031 Sales, marketing and public rel...;2018;
5053;I Accommodation and food serving;031 Sales, marketing and public rel...;2019;
5054;I Accommodation and food serving;031 Sales, marketing and public rel...;2020;
5055;I Accommodation and food serving;031 Sales, marketing and public rel...;2021;
5056;I Accommodation and food serving;031 Sales, marketing and public rel...;2022;
5057;I Accommodation and food serving;031 Sales, marketing and public rel...;2023;
5058;I Accommodation and food serving;032 Sales and purchasing agents and...;2018;
5059;I Accommodation and food serving;032 Sales and purchasing agents and...;2019;
5060;I Accommodation and food serving;032 Sales and purchasing agents and...;2020;
5061;I Accommodation and food serving;032 Sales and purchasing agents and...;2021;
5062;I Accommodation and food serving;032 Sales and purchasing agents and...;2022;
5063;I Accommodation and food serving;032 Sales and purchasing agents and...;2023;
5064;I Accommodation and food serving;033 Sales workers;2018;
5065;I Accommodation and food serving;033 Sales workers;2019;
5066;I Accommodation and food serving;033 Sales workers;2020;
5067;I Accommodation and food serving;033 Sales workers;2021;
5068;I Accommodation and food serving;033 Sales workers;2022;
5069;I Accommodation and food serving;033 Sales workers;2023;
5070;I Accommodation and food serving;04 Business and administrative occup...;2018;12.7
5071;I Accommodation and food serving;04 Business and administrative occup...;2019;15.5
5072;I Accommodation and food serving;04 Business and administrative occup...;2020;5.6
5073;I Accommodation and food serving;04 Business and administrative occup...;2021;14.2
5074;I Accommodation and food serving;04 Business and administrative occup...;2022;19.3
5075;I Accommodation and food serving;04 Business and administrative occup...;2023;16.2
5076;I Accommodation and food serving;041 Business and administration profe...;2018;
5077;I Accommodation and food serving;041 Business and administration profe...;2019;
5078;I Accommodation and food serving;041 Business and administration profe...;2020;
5079;I Accommodation and food serving;041 Business and administration profe...;2021;
5080;I Accommodation and food serving;041 Business and administration profe...;2022;
5081;I Accommodation and food serving;041 Business and administration profe...;2023;
5082;I Accommodation and food serving;042 Business and administration assoc...;2018;
5083;I Accommodation and food serving;042 Business and administration assoc...;2019;
5084;I Accommodation and food serving;042 Business and administration assoc...;2020;
5085;I Accommodation and food serving;042 Business and administration assoc...;2021;
5086;I Accommodation and food serving;042 Business and administration assoc...;2022;
5087;I Accommodation and food serving;042 Business and administration assoc...;2023;
5088;I Accommodation and food serving;043 Clerical support workers;2018;11.1
5089;I Accommodation and food serving;043 Clerical support workers;2019;13.7
5090;I Accommodation and food serving;043 Clerical support workers;2020;4.9
5091;I Accommodation and food serving;043 Clerical support workers;2021;12.4
5092;I Accommodation and food serving;043 Clerical support workers;2022;16.9
5093;I Accommodation and food serving;043 Clerical support workers;2023;14.0
5094;I Accommodation and food serving;05 Managers;2018;
5095;I Accommodation and food serving;05 Managers;2019;
5096;I Accommodation and food serving;05 Managers;2020;
5097;I Accommodation and food serving;05 Managers;2021;
5098;I Accommodation and food serving;05 Managers;2022;
5099;I Accommodation and food serving;05 Managers;2023;
5100;I Accommodation and food serving;052 Administrative and commercial m...;2018;
5101;I Accommodation and food serving;052 Administrative and commercial m...;2019;
5102;I Accommodation and food serving;052 Administrative and commercial m...;2020;
5103;I Accommodation and food serving;052 Administrative and commercial m...;2021;
5104;I Accommodation and food serving;052 Administrative and commercial m...;2022;
5105;I Accommodation and food serving;052 Administrative and commercial m...;2023;
5106;I Accommodation and food serving;053 Production and specialised servic...;2018;
5107;I Accommodation and food serving;053 Production and specialised servic...;2019;
5108;I Accommodation and food serving;053 Production and specialised servic...;2020;
5109;I Accommodation and food serving;053 Production and specialised servic...;2021;
5110;I Accommodation and food serving;053 Production and specialised servic...;2022;
5111;I Accommodation and food serving;053 Production and specialised servic...;2023;
5112;I Accommodation and food serving;06 Public administration, protective...;2018;
5113;I Accommodation and food serving;06 Public administration, protective...;2019;
5114;I Accommodation and food serving;06 Public administration, protective...;2020;
5115;I Accommodation and food serving;06 Public administration, protective...;2021;
5116;I Accommodation and food serving;06 Public administration, protective...;2022;
5117;I Accommodation and food serving;06 Public administration, protective...;2023;
5118;I Accommodation and food serving;061 Legislators and senior officials;2018;
5119;I Accommodation and food serving;061 Legislators and senior officials;2019;
5120;I Accommodation and food serving;061 Legislators and senior officials;2020;
5121;I Accommodation and food serving;061 Legislators and senior officials;2021;
5122;I Accommodation and food serving;061 Legislators and senior officials;2022;
5123;I Accommodation and food serving;061 Legislators and senior officials;2023;
5124;I Accommodation and food serving;062 Legal professionals;2018;
5125;I Accommodation and food serving;062 Legal professionals;2019;
5126;I Accommodation and food serving;062 Legal professionals;2020;
5127;I Accommodation and food serving;062 Legal professionals;2021;
5128;I Accommodation and food serving;062 Legal professionals;2022;
5129;I Accommodation and food serving;062 Legal professionals;2023;
5130;I Accommodation and food serving;07 Technical occupations;2018;
5131;I Accommodation and food serving;07 Technical occupations;2019;
5132;I Accommodation and food serving;07 Technical occupations;2020;
5133;I Accommodation and food serving;07 Technical occupations;2021;
5134;I Accommodation and food serving;07 Technical occupations;2022;
5135;I Accommodation and food serving;07 Technical occupations;2023;
5136;I Accommodation and food serving;072 Science and engineering associate...;2018;
5137;I Accommodation and food serving;072 Science and engineering associate...;2019;
5138;I Accommodation and food serving;072 Science and engineering associate...;2020;
5139;I Accommodation and food serving;072 Science and engineering associate...;2021;
5140;I Accommodation and food serving;072 Science and engineering associate...;2022;
5141;I Accommodation and food serving;072 Science and engineering associate...;2023;
5142;I Accommodation and food serving;073 Building construction workers;2018;
5143;I Accommodation and food serving;073 Building construction workers;2019;
5144;I Accommodation and food serving;073 Building construction workers;2020;
5145;I Accommodation and food serving;073 Building construction workers;2021;
5146;I Accommodation and food serving;073 Building construction workers;2022;
5147;I Accommodation and food serving;073 Building construction workers;2023;
5148;I Accommodation and food serving;074 Metal, machinery and related trad...;2018;
5149;I Accommodation and food serving;074 Metal, machinery and related trad...;2019;
5150;I Accommodation and food serving;074 Metal, machinery and related trad...;2020;
5151;I Accommodation and food serving;074 Metal, machinery and related trad...;2021;
5152;I Accommodation and food serving;074 Metal, machinery and related trad...;2022;
5153;I Accommodation and food serving;074 Metal, machinery and related trad...;2023;
5154;I Accommodation and food serving;076 Electrical and electronics trades...;2018;
5155;I Accommodation and food serving;076 Electrical and electronics trades...;2019;
5156;I Accommodation and food serving;076 Electrical and electronics trades...;2020;
5157;I Accommodation and food serving;076 Electrical and electronics trades...;2021;
5158;I Accommodation and food serving;076 Electrical and electronics trades...;2022;
5159;I Accommodation and food serving;076 Electrical and electronics trades...;2023;
5160;I Accommodation and food serving;08 ICT occupations;2018;
5161;I Accommodation and food serving;08 ICT occupations;2019;
5162;I Accommodation and food serving;08 ICT occupations;2020;
5163;I Accommodation and food serving;08 ICT occupations;2021;
5164;I Accommodation and food serving;08 ICT occupations;2022;
5165;I Accommodation and food serving;08 ICT occupations;2023;
5166;I Accommodation and food serving;081 Information and communications te...;2018;
5167;I Accommodation and food serving;081 Information and communications te...;2019;
5168;I Accommodation and food serving;081 Information and communications te...;2020;
5169;I Accommodation and food serving;081 Information and communications te...;2021;
5170;I Accommodation and food serving;081 Information and communications te...;2022;
5171;I Accommodation and food serving;081 Information and communications te...;2023;
5172;I Accommodation and food serving;082 Information and communications te...;2018;
5173;I Accommodation and food serving;082 Information and communications te...;2019;
5174;I Accommodation and food serving;082 Information and communications te...;2020;
5175;I Accommodation and food serving;082 Information and communications te...;2021;
5176;I Accommodation and food serving;082 Information and communications te...;2022;
5177;I Accommodation and food serving;082 Information and communications te...;2023;
5178;I Accommodation and food serving;10 Health and welfare occupations;2018;
5179;I Accommodation and food serving;10 Health and welfare occupations;2019;
5180;I Accommodation and food serving;10 Health and welfare occupations;2020;
5181;I Accommodation and food serving;10 Health and welfare occupations;2021;
5182;I Accommodation and food serving;10 Health and welfare occupations;2022;
5183;I Accommodation and food serving;10 Health and welfare occupations;2023;
5184;I Accommodation and food serving;101 Health professionals;2018;
5185;I Accommodation and food serving;101 Health professionals;2019;
5186;I Accommodation and food serving;101 Health professionals;2020;
5187;I Accommodation and food serving;101 Health professionals;2021;
5188;I Accommodation and food serving;101 Health professionals;2022;
5189;I Accommodation and food serving;101 Health professionals;2023;
5190;I Accommodation and food serving;102 Social and religious professionals;2018;
5191;I Accommodation and food serving;102 Social and religious professionals;2019;
5192;I Accommodation and food serving;102 Social and religious professionals;2020;
5193;I Accommodation and food serving;102 Social and religious professionals;2021;
5194;I Accommodation and food serving;102 Social and religious professionals;2022;
5195;I Accommodation and food serving;102 Social and religious professionals;2023;
5196;I Accommodation and food serving;103 Health associate professionals;2018;
5197;I Accommodation and food serving;103 Health associate professionals;2019;
5198;I Accommodation and food serving;103 Health associate professionals;2020;
5199;I Accommodation and food serving;103 Health associate professionals;2021;
5200;I Accommodation and food serving;103 Health associate professionals;2022;
5201;I Accommodation and food serving;103 Health associate professionals;2023;
5202;I Accommodation and food serving;105 Personal care workers;2018;
5203;I Accommodation and food serving;105 Personal care workers;2019;
5204;I Accommodation and food serving;105 Personal care workers;2020;
5205;I Accommodation and food serving;105 Personal care workers;2021;
5206;I Accommodation and food serving;105 Personal care workers;2022;
5207;I Accommodation and food serving;105 Personal care workers;2023;
5208;I Accommodation and food serving;11 Service occupations;2018;64.6
5209;I Accommodation and food serving;11 Service occupations;2019;68.3
5210;I Accommodation and food serving;11 Service occupations;2020;31.9
5211;I Accommodation and food serving;11 Service occupations;2021;71.3
5212;I Accommodation and food serving;11 Service occupations;2022;87.9
5213;I Accommodation and food serving;11 Service occupations;2023;73.0
5214;I Accommodation and food serving;111 Personal services workers;2018;40.7
5215;I Accommodation and food serving;111 Personal services workers;2019;42.6
5216;I Accommodation and food serving;111 Personal services workers;2020;19.7
5217;I Accommodation and food serving;111 Personal services workers;2021;41.9
5218;I Accommodation and food serving;111 Personal services workers;2022;50.6
5219;I Accommodation and food serving;111 Personal services workers;2023;46.6
5220;I Accommodation and food serving;112 Cleaners and kitchen helpers;2018;23.9
5221;I Accommodation and food serving;112 Cleaners and kitchen helpers;2019;25.7
5222;I Accommodation and food serving;112 Cleaners and kitchen helpers;2020;12.2
5223;I Accommodation and food serving;112 Cleaners and kitchen helpers;2021;29.4
5224;I Accommodation and food serving;112 Cleaners and kitchen helpers;2022;37.3
5225;I Accommodation and food serving;112 Cleaners and kitchen helpers;2023;26.4
5226;I Accommodation and food serving;12 Transport and logistics occupations;2018;3.9
5227;I Accommodation and food serving;12 Transport and logistics occupations;2019;6.7
5228;I Accommodation and food serving;12 Transport and logistics occupations;2020;7.0
5229;I Accommodation and food serving;12 Transport and logistics occupations;2021;10.8
5230;I Accommodation and food serving;12 Transport and logistics occupations;2022;7.5
5231;I Accommodation and food serving;12 Transport and logistics occupations;2023;8.2
5232;I Accommodation and food serving;121 Drivers and mobile plant operators;2018;
5233;I Accommodation and food serving;121 Drivers and mobile plant operators;2019;
5234;I Accommodation and food serving;121 Drivers and mobile plant operators;2020;
5235;I Accommodation and food serving;121 Drivers and mobile plant operators;2021;
5236;I Accommodation and food serving;121 Drivers and mobile plant operators;2022;
5237;I Accommodation and food serving;121 Drivers and mobile plant operators;2023;
5238;I Accommodation and food serving;122 Transport and storage labourers;2018;
5239;I Accommodation and food serving;122 Transport and storage labourers;2019;
5240;I Accommodation and food serving;122 Transport and storage labourers;2020;
5241;I Accommodation and food serving;122 Transport and storage labourers;2021;
5242;I Accommodation and food serving;122 Transport and storage labourers;2022;
5243;I Accommodation and food serving;122 Transport and storage labourers;2023;
5244;J Information and communication;01 Teaching occupations;2018;
5245;J Information and communication;01 Teaching occupations;2019;
5246;J Information and communication;01 Teaching occupations;2020;
5247;J Information and communication;01 Teaching occupations;2021;
5248;J Information and communication;01 Teaching occupations;2022;
5249;J Information and communication;01 Teaching occupations;2023;
5250;J Information and communication;011 Teaching professionals;2018;
5251;J Information and communication;011 Teaching professionals;2019;
5252;J Information and communication;011 Teaching professionals;2020;
5253;J Information and communication;011 Teaching professionals;2021;
5254;J Information and communication;011 Teaching professionals;2022;
5255;J Information and communication;011 Teaching professionals;2023;
5256;J Information and communication;013 Child care workers and teachers' ...;2018;
5257;J Information and communication;013 Child care workers and teachers' ...;2019;
5258;J Information and communication;013 Child care workers and teachers' ...;2020;
5259;J Information and communication;013 Child care workers and teachers' ...;2021;
5260;J Information and communication;013 Child care workers and teachers' ...;2022;
5261;J Information and communication;013 Child care workers and teachers' ...;2023;
5262;J Information and communication;02 Artistic occupations;2018;2.6
5263;J Information and communication;02 Artistic occupations;2019;3.2
5264;J Information and communication;02 Artistic occupations;2020;2.7
5265;J Information and communication;02 Artistic occupations;2021;4.3
5266;J Information and communication;02 Artistic occupations;2022;4.0
5267;J Information and communication;02 Artistic occupations;2023;3.6
5268;J Information and communication;021 Authors, creative and performing...;2018;
5269;J Information and communication;021 Authors, creative and performing...;2019;
5270;J Information and communication;021 Authors, creative and performing...;2020;
5271;J Information and communication;021 Authors, creative and performing...;2021;
5272;J Information and communication;021 Authors, creative and performing...;2022;
5273;J Information and communication;021 Authors, creative and performing...;2023;
5274;J Information and communication;03 Sales and PR occupations;2018;6.8
5275;J Information and communication;03 Sales and PR occupations;2019;8.5
5276;J Information and communication;03 Sales and PR occupations;2020;5.8
5277;J Information and communication;03 Sales and PR occupations;2021;9.2
5278;J Information and communication;03 Sales and PR occupations;2022;9.1
5279;J Information and communication;03 Sales and PR occupations;2023;7.6
5280;J Information and communication;031 Sales, marketing and public rel...;2018;
5281;J Information and communication;031 Sales, marketing and public rel...;2019;
5282;J Information and communication;031 Sales, marketing and public rel...;2020;
5283;J Information and communication;031 Sales, marketing and public rel...;2021;
5284;J Information and communication;031 Sales, marketing and public rel...;2022;
5285;J Information and communication;031 Sales, marketing and public rel...;2023;
5286;J Information and communication;032 Sales and purchasing agents and...;2018;
5287;J Information and communication;032 Sales and purchasing agents and...;2019;
5288;J Information and communication;032 Sales and purchasing agents and...;2020;
5289;J Information and communication;032 Sales and purchasing agents and...;2021;
5290;J Information and communication;032 Sales and purchasing agents and...;2022;
5291;J Information and communication;032 Sales and purchasing agents and...;2023;
5292;J Information and communication;033 Sales workers;2018;
5293;J Information and communication;033 Sales workers;2019;
