ID;GemeentelijkeTaakvelden;Regiokenmerken;Perioden;Baten_1;Lasten_2;Saldo_3;Baten_4;Lasten_5;Saldo_6
3727;Overig bestuur en ondersteuning;Zuidoost-Drenthe (CR);2018;20;20;0;117;118;0
3728;Overig bestuur en ondersteuning;Zuidoost-Drenthe (CR);2019;8;12;-4;46;72;-26
3729;Overig bestuur en ondersteuning;Zuidoost-Drenthe (CR);2020;8;12;-4;49;71;-22
3730;Overig bestuur en ondersteuning;Zuidoost-Drenthe (CR);2021;9;11;-2;56;68;-13
3731;Overig bestuur en ondersteuning;Zuidoost-Drenthe (CR);2022;10;19;-9;62;114;-52
3732;Overig bestuur en ondersteuning;Zuidoost-Drenthe (CR);2023;10;22;-11;59;126;-67
3733;Overig bestuur en ondersteuning;Zuidoost-Drenthe (CR);2024;11;21;-9;67;121;-54
3734;Overig bestuur en ondersteuning;Zuidoost-Drenthe (CR);2025;12;21;-9;71;122;-51
3735;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2017;13;4;9;103;33;70
3736;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2018;7;2;5;56;19;38
3737;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2019;7;1;6;56;10;46
3738;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2020;7;1;6;54;11;43
3739;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2021;7;1;6;52;9;44
3740;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2022;7;9;-2;49;66;-16
3741;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2023;5;7;-2;40;54;-14
3742;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2024;5;3;2;39;26;14
3743;Overig bestuur en ondersteuning;Zuidwest-Drenthe (CR);2025;7;3;4;50;23;27
3744;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2017;30;18;12;83;50;33
3745;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2018;32;27;5;86;74;12
3746;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2019;26;30;-4;69;80;-11
3747;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2020;27;25;2;72;66;6
3748;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2021;28;22;6;74;57;17
3749;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2022;25;34;-8;66;88;-22
3750;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2023;25;48;-22;66;123;-57
3751;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2024;31;38;-7;81;99;-18
3752;Overig bestuur en ondersteuning;Noord-Overijssel (CR);2025;30;39;-10;76;101;-25
3753;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2017;9;1;8;60;8;52
3754;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2018;8;9;-1;54;60;-6
3755;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2019;9;13;-4;56;82;-26
3756;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2020;12;11;1;79;73;6
3757;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2021;9;9;0;57;59;-2
3758;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2022;16;16;0;104;102;1
3759;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2023;8;59;-51;50;371;-321
3760;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2024;8;36;-27;53;221;-169
3761;Overig bestuur en ondersteuning;Zuidwest-Overijssel (CR);2025;10;15;-6;59;95;-36
3762;Overig bestuur en ondersteuning;Twente (CR);2017;100;89;11;159;142;18
3763;Overig bestuur en ondersteuning;Twente (CR);2018;92;86;7;147;136;11
3764;Overig bestuur en ondersteuning;Twente (CR);2019;80;66;14;127;104;23
3765;Overig bestuur en ondersteuning;Twente (CR);2020;76;66;11;121;104;17
3766;Overig bestuur en ondersteuning;Twente (CR);2021;74;67;7;117;106;11
3767;Overig bestuur en ondersteuning;Twente (CR);2022;74;66;8;116;104;12
3768;Overig bestuur en ondersteuning;Twente (CR);2023;69;95;-26;108;149;-41
3769;Overig bestuur en ondersteuning;Twente (CR);2024;80;81;-1;125;127;-2
3770;Overig bestuur en ondersteuning;Twente (CR);2025;88;88;-1;136;137;-1
3771;Overig bestuur en ondersteuning;Veluwe (CR);2017;60;52;9;89;76;13
3772;Overig bestuur en ondersteuning;Veluwe (CR);2018;61;59;2;90;87;3
3773;Overig bestuur en ondersteuning;Veluwe (CR);2019;52;56;-4;76;81;-5
3774;Overig bestuur en ondersteuning;Veluwe (CR);2020;44;32;12;63;46;17
3775;Overig bestuur en ondersteuning;Veluwe (CR);2021;38;36;2;54;51;3
3776;Overig bestuur en ondersteuning;Veluwe (CR);2022;40;34;6;56;48;8
3777;Overig bestuur en ondersteuning;Veluwe (CR);2023;33;64;-30;47;89;-42
3778;Overig bestuur en ondersteuning;Veluwe (CR);2024;49;58;-9;68;81;-13
3779;Overig bestuur en ondersteuning;Veluwe (CR);2025;40;45;-5;55;63;-7
3780;Overig bestuur en ondersteuning;Achterhoek (CR);2017;37;29;9;93;71;22
3781;Overig bestuur en ondersteuning;Achterhoek (CR);2018;48;39;8;119;98;21
3782;Overig bestuur en ondersteuning;Achterhoek (CR);2019;28;27;1;70;68;2
3783;Overig bestuur en ondersteuning;Achterhoek (CR);2020;29;21;8;73;53;20
3784;Overig bestuur en ondersteuning;Achterhoek (CR);2021;22;20;2;55;51;4
3785;Overig bestuur en ondersteuning;Achterhoek (CR);2022;16;26;-10;40;65;-25
3786;Overig bestuur en ondersteuning;Achterhoek (CR);2023;17;34;-17;41;83;-42
3787;Overig bestuur en ondersteuning;Achterhoek (CR);2024;21;33;-13;51;82;-32
3788;Overig bestuur en ondersteuning;Achterhoek (CR);2025;20;36;-16;48;88;-39
3789;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2017;72;65;6;98;89;9
3790;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2018;53;50;3;73;69;4
3791;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2019;33;41;-8;45;56;-11
3792;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2020;35;42;-7;47;56;-9
3793;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2021;42;34;8;56;46;10
3794;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2022;43;35;8;58;47;11
3795;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2023;48;49;0;64;64;0
3796;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2024;44;51;-8;57;67;-10
3797;Overig bestuur en ondersteuning;Arnhem/Nijmegen (CR);2025;43;39;4;55;51;5
3798;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2017;12;8;4;48;32;17
3799;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2018;7;8;-1;29;34;-5
3800;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2019;7;10;-3;29;40;-11
3801;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2020;8;8;0;33;32;1
3802;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2021;5;9;-4;19;36;-16
3803;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2022;4;7;-3;17;29;-12
3804;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2023;5;16;-11;18;62;-44
3805;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2024;4;14;-9;18;54;-37
3806;Overig bestuur en ondersteuning;Zuidwest-Gelderland (CR);2025;5;13;-8;20;52;-32
3807;Overig bestuur en ondersteuning;Utrecht (CR);2017;105;47;57;81;37;44
3808;Overig bestuur en ondersteuning;Utrecht (CR);2018;65;-10;75;50;-8;58
3809;Overig bestuur en ondersteuning;Utrecht (CR);2019;54;24;29;40;18;22
3810;Overig bestuur en ondersteuning;Utrecht (CR);2020;48;38;10;35;28;7
3811;Overig bestuur en ondersteuning;Utrecht (CR);2021;34;68;-34;25;50;-25
3812;Overig bestuur en ondersteuning;Utrecht (CR);2022;32;27;5;24;20;4
3813;Overig bestuur en ondersteuning;Utrecht (CR);2023;38;40;-2;27;29;-2
3814;Overig bestuur en ondersteuning;Utrecht (CR);2024;38;47;-9;27;34;-7
3815;Overig bestuur en ondersteuning;Utrecht (CR);2025;39;39;0;28;27;0
3816;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2017;37;32;4;99;87;12
3817;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2018;33;31;2;88;82;6
3818;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2019;26;24;2;69;64;5
3819;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2020;27;19;8;70;50;20
3820;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2021;26;17;9;69;45;24
3821;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2022;23;19;4;61;50;10
3822;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2023;23;25;-2;60;64;-5
3823;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2024;25;27;-2;65;70;-5
3824;Overig bestuur en ondersteuning;Kop van Noord-Holland (CR);2025;37;30;7;96;77;19
3825;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2017;33;23;10;136;93;43
3826;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2018;21;17;5;87;67;20
3827;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2019;22;17;5;89;70;19
3828;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2020;20;21;-1;80;83;-3
3829;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2021;22;18;4;89;71;18
3830;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2022;19;16;3;75;62;13
3831;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2023;20;34;-14;80;134;-54
3832;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2024;18;19;-1;69;75;-6
3833;Overig bestuur en ondersteuning;Alkmaar en omgeving (CR);2025;17;20;-3;65;77;-12
3834;Overig bestuur en ondersteuning;IJmond (CR);2017;13;7;6;67;34;33
3835;Overig bestuur en ondersteuning;IJmond (CR);2018;15;12;3;78;63;15
3836;Overig bestuur en ondersteuning;IJmond (CR);2019;12;7;5;59;34;25
3837;Overig bestuur en ondersteuning;IJmond (CR);2020;12;7;5;60;36;24
3838;Overig bestuur en ondersteuning;IJmond (CR);2021;14;7;6;68;36;33
3839;Overig bestuur en ondersteuning;IJmond (CR);2022;14;10;5;71;48;23
3840;Overig bestuur en ondersteuning;IJmond (CR);2023;9;8;2;47;39;8
3841;Overig bestuur en ondersteuning;IJmond (CR);2024;10;11;0;52;54;-2
3842;Overig bestuur en ondersteuning;IJmond (CR);2025;12;9;2;57;46;11
3843;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2017;18;8;10;78;34;44
3844;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2018;21;7;13;89;31;58
3845;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2019;11;4;8;50;15;34
3846;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2020;9;7;1;38;32;5
3847;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2021;7;5;2;32;21;11
3848;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2022;11;13;-3;46;58;-12
3849;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2023;8;17;-9;34;74;-40
3850;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2024;8;12;-3;36;49;-13
3851;Overig bestuur en ondersteuning;Agglomeratie Haarlem (CR);2025;10;10;0;42;43;-1
3852;Overig bestuur en ondersteuning;Zaanstreek (CR);2017;18;8;10;103;47;56
3853;Overig bestuur en ondersteuning;Zaanstreek (CR);2018;16;9;8;96;50;46
3854;Overig bestuur en ondersteuning;Zaanstreek (CR);2019;17;8;9;98;49;49
3855;Overig bestuur en ondersteuning;Zaanstreek (CR);2020;18;9;9;103;52;51
3856;Overig bestuur en ondersteuning;Zaanstreek (CR);2021;17;9;8;100;53;47
3857;Overig bestuur en ondersteuning;Zaanstreek (CR);2022;18;12;6;103;68;35
3858;Overig bestuur en ondersteuning;Zaanstreek (CR);2023;19;18;1;107;100;7
3859;Overig bestuur en ondersteuning;Zaanstreek (CR);2024;21;16;5;119;89;30
3860;Overig bestuur en ondersteuning;Zaanstreek (CR);2025;22;15;6;121;85;36
3861;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2017;386;334;52;286;247;39
3862;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2018;343;423;-80;252;311;-59
3863;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2019;301;277;24;218;201;17
3864;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2020;236;113;123;170;81;89
3865;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2021;159;115;44;114;83;31
3866;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2022;146;152;-6;103;108;-4
3867;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2023;179;255;-76;123;174;-52
3868;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2024;179;233;-54;121;158;-36
3869;Overig bestuur en ondersteuning;Groot-Amsterdam (CR);2025;211;192;18;142;130;12
3870;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2017;15;10;5;60;41;19
3871;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2018;16;11;5;62;42;20
3872;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2019;9;8;1;35;30;5
3873;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2020;11;8;3;44;31;13
3874;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2021;8;8;0;31;32;-1
3875;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2022;9;6;3;33;22;12
3876;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2023;13;10;2;53;43;10
3877;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2024;15;13;3;63;52;11
3878;Overig bestuur en ondersteuning;Het Gooi en Vechtstreek (CR);2025;13;10;3;52;41;11
3879;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2017;37;21;17;88;49;40
3880;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2018;32;19;13;75;45;30
3881;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2019;23;16;7;54;38;16
3882;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2020;23;13;10;54;29;24
3883;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2021;23;13;10;54;31;24
3884;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2022;20;10;10;45;23;23
3885;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2023;21;22;-1;48;50;-2
3886;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2024;21;25;-4;48;56;-9
3887;Overig bestuur en ondersteuning;Agglomeratie Leiden en Bollenstreek (CR);2025;23;22;1;52;49;3
3888;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2017;123;34;89;144;39;104
3889;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2018;115;50;64;133;58;75
3890;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2019;105;46;58;120;53;67
3891;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2020;177;72;105;201;82;119
3892;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2021;78;64;14;88;72;16
3893;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2022;76;63;12;84;71;14
3894;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2023;72;106;-34;79;117;-38
3895;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2024;88;88;0;96;96;0
3896;Overig bestuur en ondersteuning;Agglomeratie 's-Gravenhage (CR);2025;111;99;12;120;107;13
3897;Overig bestuur en ondersteuning;Delft en Westland (CR);2017;33;22;10;144;98;45
3898;Overig bestuur en ondersteuning;Delft en Westland (CR);2018;34;16;19;150;68;82
3899;Overig bestuur en ondersteuning;Delft en Westland (CR);2019;42;31;11;184;134;49
3900;Overig bestuur en ondersteuning;Delft en Westland (CR);2020;45;24;21;191;103;89
3901;Overig bestuur en ondersteuning;Delft en Westland (CR);2021;44;27;18;190;114;75
3902;Overig bestuur en ondersteuning;Delft en Westland (CR);2022;44;25;19;186;106;80
3903;Overig bestuur en ondersteuning;Delft en Westland (CR);2023;34;36;-2;142;151;-9
3904;Overig bestuur en ondersteuning;Delft en Westland (CR);2024;33;28;6;136;113;23
3905;Overig bestuur en ondersteuning;Delft en Westland (CR);2025;37;32;6;151;128;23
3906;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2017;26;18;7;79;57;22
3907;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2018;24;17;8;74;51;23
3908;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2019;26;19;7;78;57;21
3909;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2020;26;17;9;77;51;26
3910;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2021;23;16;7;68;47;21
3911;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2022;24;13;11;70;38;32
3912;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2023;22;19;4;65;54;11
3913;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2024;32;36;-4;92;103;-10
3914;Overig bestuur en ondersteuning;Oost-Zuid-Holland (CR);2025;30;24;6;84;67;17
3915;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2017;305;130;174;214;91;122
3916;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2018;269;127;142;188;89;99
3917;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2019;274;112;162;190;78;112
3918;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2020;353;159;193;242;110;133
3919;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2021;265;130;135;182;89;92
3920;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2022;280;144;136;191;98;93
3921;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2023;399;172;227;268;115;153
3922;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2024;366;203;163;244;135;109
3923;Overig bestuur en ondersteuning;Groot-Rijnmond (CR);2025;371;211;161;246;139;106
3924;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2017;46;11;35;114;28;86
3925;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2018;41;20;21;101;48;53
3926;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2019;34;18;15;91;50;41
3927;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2020;49;21;27;131;57;73
3928;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2021;19;12;7;51;33;18
3929;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2022;16;14;2;43;37;6
3930;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2023;17;22;-4;46;57;-11
3931;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2024;20;24;-4;52;62;-10
3932;Overig bestuur en ondersteuning;Zuidoost-Zuid-Holland (CR);2025;24;10;14;62;25;37
3933;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2017;2;3;-2;15;29;-15
3934;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2018;2;4;-2;15;38;-23
3935;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2019;2;5;-3;20;49;-29
3936;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2020;2;4;-2;23;39;-17
3937;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2021;1;1;1;13;6;7
3938;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2022;2;0;2;15;-2;18
3939;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2023;5;18;-13;51;173;-122
3940;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2024;15;16;-1;143;149;-6
3941;Overig bestuur en ondersteuning;Zeeuwsch-Vlaanderen (CR);2025;26;6;20;247;56;191
3942;Overig bestuur en ondersteuning;Overig Zeeland (CR);2017;19;17;3;70;60;9
3943;Overig bestuur en ondersteuning;Overig Zeeland (CR);2018;12;15;-2;45;54;-9
3944;Overig bestuur en ondersteuning;Overig Zeeland (CR);2019;11;16;-5;40;59;-19
3945;Overig bestuur en ondersteuning;Overig Zeeland (CR);2020;10;10;0;37;37;0
3946;Overig bestuur en ondersteuning;Overig Zeeland (CR);2021;11;14;-3;38;49;-11
3947;Overig bestuur en ondersteuning;Overig Zeeland (CR);2022;9;11;-2;33;40;-7
3948;Overig bestuur en ondersteuning;Overig Zeeland (CR);2023;20;27;-8;68;95;-27
3949;Overig bestuur en ondersteuning;Overig Zeeland (CR);2024;37;25;13;130;86;45
3950;Overig bestuur en ondersteuning;Overig Zeeland (CR);2025;41;16;25;144;57;87
3951;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2017;53;41;11;84;66;18
3952;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2018;40;48;-8;63;76;-13
3953;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2019;27;22;5;42;35;8
3954;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2020;30;25;5;48;40;8
3955;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2021;23;27;-4;36;43;-7
3956;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2022;26;27;-1;41;42;-1
3957;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2023;23;43;-20;36;67;-31
3958;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2024;26;37;-11;39;56;-17
3959;Overig bestuur en ondersteuning;West-Noord-Brabant (CR);2025;28;26;2;42;39;3
3960;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2017;58;31;27;123;66;57
3961;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2018;28;39;-11;58;82;-24
3962;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2019;25;37;-12;53;77;-25
3963;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2020;21;36;-14;44;73;-30
3964;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2021;17;24;-6;35;48;-13
3965;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2022;13;30;-18;26;61;-36
3966;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2023;40;61;-21;79;121;-41
3967;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2024;16;63;-47;31;124;-93
3968;Overig bestuur en ondersteuning;Midden-Noord-Brabant (CR);2025;18;51;-33;36;100;-64
3969;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2017;92;43;49;142;66;76
3970;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2018;71;52;19;108;79;29
3971;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2019;74;40;34;113;61;51
3972;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2020;51;36;14;76;55;21
3973;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2021;47;31;16;71;47;24
3974;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2022;49;59;-11;74;89;-16
3975;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2023;57;95;-38;85;142;-57
3976;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2024;59;66;-7;87;98;-11
3977;Overig bestuur en ondersteuning;Noordoost-Noord-Brabant (CR);2025;62;64;-1;92;93;-2
3978;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2017;51;38;13;67;50;17
3979;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2018;39;28;10;50;37;13
3980;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2019;38;31;7;49;40;9
3981;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2020;32;26;6;41;33;8
3982;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2021;29;19;10;36;24;13
3983;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2022;20;27;-7;25;34;-9
3984;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2023;20;48;-28;25;60;-35
3985;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2024;29;33;-4;36;41;-6
3986;Overig bestuur en ondersteuning;Zuidoost-Noord-Brabant (CR);2025;27;35;-7;33;42;-9
3987;Overig bestuur en ondersteuning;Noord-Limburg (CR);2017;29;18;10;101;65;36
3988;Overig bestuur en ondersteuning;Noord-Limburg (CR);2018;25;19;6;88;68;20
3989;Overig bestuur en ondersteuning;Noord-Limburg (CR);2019;14;15;-2;49;55;-6
3990;Overig bestuur en ondersteuning;Noord-Limburg (CR);2020;14;8;6;48;29;19
3991;Overig bestuur en ondersteuning;Noord-Limburg (CR);2021;18;16;2;65;57;8
3992;Overig bestuur en ondersteuning;Noord-Limburg (CR);2022;16;31;-15;56;109;-52
3993;Overig bestuur en ondersteuning;Noord-Limburg (CR);2023;19;33;-14;64;112;-48
3994;Overig bestuur en ondersteuning;Noord-Limburg (CR);2024;18;24;-6;63;83;-20
3995;Overig bestuur en ondersteuning;Noord-Limburg (CR);2025;20;19;0;68;66;2
3996;Overig bestuur en ondersteuning;Midden-Limburg (CR);2017;25;16;9;106;68;39
3997;Overig bestuur en ondersteuning;Midden-Limburg (CR);2018;22;23;-1;91;96;-5
3998;Overig bestuur en ondersteuning;Midden-Limburg (CR);2019;16;20;-4;66;83;-17
3999;Overig bestuur en ondersteuning;Midden-Limburg (CR);2020;13;19;-6;56;80;-23
4000;Overig bestuur en ondersteuning;Midden-Limburg (CR);2021;11;12;-1;46;48;-3
4001;Overig bestuur en ondersteuning;Midden-Limburg (CR);2022;9;13;-4;40;56;-16
4002;Overig bestuur en ondersteuning;Midden-Limburg (CR);2023;10;31;-21;43;128;-85
4003;Overig bestuur en ondersteuning;Midden-Limburg (CR);2024;10;28;-18;42;117;-75
4004;Overig bestuur en ondersteuning;Midden-Limburg (CR);2025;10;26;-16;42;107;-65
4005;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2017;93;52;41;156;87;69
4006;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2018;77;52;24;128;87;41
4007;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2019;66;65;1;111;109;2
4008;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2020;54;52;2;90;88;3
4009;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2021;45;53;-8;75;89;-14
4010;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2022;45;64;-20;75;108;-33
4011;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2023;36;99;-63;61;166;-105
4012;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2024;45;106;-61;75;176;-102
4013;Overig bestuur en ondersteuning;Zuid-Limburg (CR);2025;54;94;-41;89;157;-68
4014;Overig bestuur en ondersteuning;Flevoland (CR);2017;27;13;15;67;31;36
