ID;Regelgeving;Perioden;AanHetBeginVanDePeriodeAanhangig_1;IngediendeZaken_2;TotaalUitspraken_3;KennelijkOngegrond_4;KennelijkGegrond_5;OverigeUitspraken_6;Ingesteld_7;IngetrokkenNietOntvankelijkOngegrond_8;Gegrond_9;TotaalUitspraken_10;Ongegrond_11;Gegrond_12;OverigeUitspraken_13;TotaalUitspraken_14;Afgewezen_15;GeheelOfDeelsToegewezen_16;OverigeUitspraken_17;IngetrokkenVerwezenZaken_18;AanHetEindVanDePeriodeAanhangig_19
698;Leges;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
699;Leges;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
700;Leges;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
701;Leges;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
702;Leges;2005;0;253;17;2;0;15;3;1;0;42;24;15;3;1;1;0;0;63;132
703;Leges;2006;132;329;40;3;2;35;5;4;0;93;56;32;5;1;1;0;0;101;227
704;Leges;2007;227;304;43;6;3;34;3;1;3;142;83;52;7;4;1;0;3;122;222
705;Leges;2008;222;344;28;3;0;25;2;2;1;152;83;59;10;6;6;0;0;121;259
706;Leges;2009;259;396;28;2;8;18;4;3;0;173;110;48;15;3;3;0;0;121;331
707;Leges;2010;331;358;44;4;5;35;4;3;3;199;121;75;3;4;3;0;1;197;247
708;Leges;2011;247;466;32;4;1;27;7;6;1;205;121;74;10;0;0;0;0;139;338
709;Leges;2012;338;459;33;3;4;26;5;2;2;278;157;114;7;1;1;0;0;196;292
710;Leges;2013;292;442;37;2;2;33;8;6;4;195;124;61;10;4;3;0;1;248;252
711;Leges;2014;252;313;19;2;1;16;4;4;0;198;121;53;24;2;2;0;0;153;193
712;Leges;2015;194;340;40;1;4;35;9;4;1;146;76;65;5;0;0;0;0;147;206
713;Leges;2016;206;311;27;4;1;22;4;5;0;147;60;79;8;2;0;0;2;124;216
714;Parkeerbelasting;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
715;Parkeerbelasting;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
716;Parkeerbelasting;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
717;Parkeerbelasting;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
718;Parkeerbelasting;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
719;Parkeerbelasting;2005;0;2088;336;4;0;332;24;12;3;249;167;79;3;1;0;0;1;719;795
720;Parkeerbelasting;2006;795;2322;679;23;20;636;59;32;6;495;364;126;5;0;0;0;0;822;1148
721;Parkeerbelasting;2007;1148;2266;650;30;27;593;59;65;8;859;573;264;22;0;0;0;0;910;989
722;Parkeerbelasting;2008;989;2356;656;14;24;618;38;35;3;799;560;221;18;2;1;0;1;936;955
723;Parkeerbelasting;2009;955;2067;554;12;21;521;54;59;2;667;451;185;31;0;0;0;0;879;917
724;Parkeerbelasting;2010;917;2811;677;23;7;647;42;22;2;611;415;169;27;1;0;0;1;1245;1214
725;Parkeerbelasting;2011;1214;3007;778;18;47;713;93;58;49;754;534;185;35;1;0;0;1;1563;1161
726;Parkeerbelasting;2012;1161;2213;548;37;6;505;64;56;3;663;476;142;45;0;0;0;0;1220;951
727;Parkeerbelasting;2013;952;2267;532;15;3;514;39;38;1;604;437;126;41;0;0;0;0;995;1089
728;Parkeerbelasting;2014;1089;2150;488;10;4;474;41;40;4;698;500;159;39;0;0;0;0;979;1075
729;Parkeerbelasting;2015;1080;2466;596;11;3;582;67;37;23;657;478;144;35;0;0;0;0;1155;1168
730;Parkeerbelasting;2016;1171;2783;549;11;11;527;40;21;9;607;389;162;56;0;0;0;0;1590;1227
731;Overige belastingen lagere overheden;2000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
732;Overige belastingen lagere overheden;2001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
733;Overige belastingen lagere overheden;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
734;Overige belastingen lagere overheden;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
735;Overige belastingen lagere overheden;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
736;Overige belastingen lagere overheden;2005;0;1255;131;6;3;122;23;7;3;166;66;90;10;4;1;0;3;410;560
737;Overige belastingen lagere overheden;2006;560;1847;201;15;14;172;30;29;3;340;216;106;18;2;1;0;1;740;1126
738;Overige belastingen lagere overheden;2007;1126;1659;275;19;4;252;39;25;7;678;411;220;47;5;1;0;4;754;1087
739;Overige belastingen lagere overheden;2008;1087;1624;245;15;15;215;37;36;9;626;363;213;50;3;2;0;1;598;1240
740;Overige belastingen lagere overheden;2009;1240;1606;207;19;11;177;27;20;6;594;321;245;28;5;4;0;1;767;1280
741;Overige belastingen lagere overheden;2010;1280;1601;200;21;10;169;18;20;1;752;505;217;30;8;6;0;2;736;1183
742;Overige belastingen lagere overheden;2011;1183;1821;188;21;9;158;27;17;3;865;589;235;41;1;0;1;0;764;1196
743;Overige belastingen lagere overheden;2012;1196;1606;171;18;2;151;19;25;3;862;508;306;48;0;0;0;0;850;913
744;Overige belastingen lagere overheden;2013;916;2140;217;18;1;198;26;16;2;550;358;149;43;6;3;0;3;1064;1229
745;Overige belastingen lagere overheden;2014;1229;1554;166;8;2;156;34;37;3;718;495;131;92;2;0;0;2;870;1024
746;Overige belastingen lagere overheden;2015;1026;1750;191;19;2;170;35;31;3;632;431;169;32;2;0;0;2;1011;944
747;Overige belastingen lagere overheden;2016;946;1668;284;8;3;273;27;25;1;537;394;110;33;9;3;1;5;842;944
748;Overige belastingzaken;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
749;Overige belastingzaken;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
750;Overige belastingzaken;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
751;Overige belastingzaken;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
752;Overige belastingzaken;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
753;Overige belastingzaken;2005;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9
754;Overige belastingzaken;2006;9;42;15;0;0;15;5;3;0;0;0;0;0;0;0;0;0;27;11
755;Overige belastingzaken;2007;11;51;20;1;0;19;4;4;1;0;0;0;0;0;0;0;0;32;11
756;Overige belastingzaken;2008;11;60;20;0;0;20;2;3;0;4;3;1;0;3;2;0;1;35;8
757;Overige belastingzaken;2009;8;50;22;0;0;22;3;0;0;0;0;0;0;0;0;0;0;22;17
758;Overige belastingzaken;2010;17;65;27;0;0;27;3;3;0;0;0;0;0;1;1;0;0;39;15
759;Overige belastingzaken;2011;15;115;20;0;0;20;2;4;0;0;0;0;0;0;0;0;0;31;77
760;Overige belastingzaken;2012;77;47;20;5;0;15;4;4;0;63;1;0;62;1;0;0;1;27;13
761;Overige belastingzaken;2013;12;94;20;1;0;19;3;2;1;7;4;0;3;0;0;0;0;43;37
762;Overige belastingzaken;2014;37;171;49;1;1;47;7;7;0;7;4;0;3;0;0;0;0;74;78
763;Overige belastingzaken;2015;78;136;58;1;0;57;11;8;1;28;19;9;0;1;0;0;1;75;55
764;Overige belastingzaken;2016;47;104;41;0;0;41;5;7;0;16;15;1;0;1;0;0;1;53;38
765;Totaal zaken overige regelgeving;2000;6181;11355;1020;69;199;752;193;167;42;4120;2449;1350;321;2393;1636;536;221;3239;6790
766;Totaal zaken overige regelgeving;2001;6790;12666;1352;114;245;993;253;176;49;4719;2941;1353;425;2580;1836;502;242;3834;7050
767;Totaal zaken overige regelgeving;2002;7050;13101;1492;204;251;1037;288;257;33;4863;3095;1390;378;3018;2111;593;314;3830;6981
768;Totaal zaken overige regelgeving;2003;6981;13781;1422;194;233;995;247;196;45;5234;3281;1495;458;2987;2102;489;396;4083;7089
769;Totaal zaken overige regelgeving;2004;7089;13869;1427;209;191;1027;236;188;39;5687;3354;1809;524;2581;1681;586;314;4356;6957
770;Totaal zaken overige regelgeving;2005;6957;13206;1526;206;202;1118;311;235;77;5685;3405;1761;519;2290;1532;470;288;4049;6690
771;Totaal zaken overige regelgeving;2006;6690;13476;1487;199;172;1116;232;199;46;5121;3164;1445;512;2229;1496;441;292;3964;7399
772;Totaal zaken overige regelgeving;2007;7399;14306;1409;167;212;1030;250;183;39;5857;3630;1707;520;2118;1392;455;271;4742;7649
773;Totaal zaken overige regelgeving;2008;7649;14687;1281;147;201;933;211;196;42;6151;3962;1610;579;2103;1394;440;269;4708;8109
774;Totaal zaken overige regelgeving;2009;8109;17259;1479;141;293;1045;168;136;32;6349;4007;1763;579;2206;1470;481;255;6063;9304
775;Totaal zaken overige regelgeving;2010;9304;17105;1606;167;164;1275;308;217;56;7978;5061;2154;763;2020;1352;389;279;5323;9576
776;Totaal zaken overige regelgeving;2011;9576;16524;1400;158;124;1118;244;209;36;8842;5452;2405;985;1732;1185;329;218;5333;8828
777;Totaal zaken overige regelgeving;2012;8827;17382;1418;174;120;1124;282;224;55;8162;5155;2284;723;1656;1138;321;197;5426;9610
778;Totaal zaken overige regelgeving;2013;9609;18894;1641;176;314;1151;352;270;52;8380;5250;2289;841;1519;1083;278;158;6893;10155
779;Totaal zaken overige regelgeving;2014;10155;17587;1679;208;141;1330;456;304;94;9288;5579;2602;1107;1595;1151;288;156;5363;9969
780;Totaal zaken overige regelgeving;2015;9966;17604;2040;313;176;1551;463;388;100;8737;5400;2318;1019;1661;1205;283;173;5460;9750
781;Totaal zaken overige regelgeving;2016;9757;17252;2069;320;196;1553;462;331;96;8183;5151;2036;996;1673;1174;349;150;5861;9357
782;Beleid;2000;709;717;89;7;24;58;14;14;4;456;268;167;21;66;52;8;6;210;605
783;Beleid;2001;605;717;66;5;24;37;16;16;2;473;311;138;24;70;52;11;7;191;522
784;Beleid;2002;522;654;90;12;20;58;18;15;2;372;262;94;16;48;30;6;12;201;468
785;Beleid;2003;468;740;95;17;16;62;20;9;3;353;211;127;15;53;41;8;4;185;533
786;Beleid;2004;533;822;72;17;7;48;20;21;7;369;212;120;37;59;41;5;13;283;571
787;Beleid;2005;571;680;70;16;14;40;21;11;4;379;216;122;41;43;26;8;9;213;556
788;Beleid;2006;556;812;65;12;9;44;12;19;1;371;236;106;29;62;42;11;9;248;615
789;Beleid;2007;615;649;51;4;11;36;5;5;0;375;215;119;41;36;25;8;3;227;575
790;Beleid;2008;575;552;56;9;14;33;5;2;2;373;206;135;32;30;17;4;9;200;471
791;Beleid;2009;471;579;65;9;32;24;6;5;0;342;226;96;20;31;21;5;5;177;436
792;Beleid;2010;436;477;41;4;4;33;5;4;3;305;187;90;28;26;14;4;8;146;396
793;Beleid;2011;396;547;44;3;13;28;9;7;1;304;175;102;27;35;26;4;5;147;415
794;Beleid;2012;415;595;39;7;4;28;15;10;4;328;195;107;26;20;13;3;4;163;465
795;Beleid;2013;465;432;28;5;0;23;9;9;1;331;218;99;14;9;7;1;1;157;372
796;Beleid;2014;372;461;25;4;3;18;7;5;1;346;240;82;24;10;7;0;3;151;303
797;Beleid;2015;304;293;24;4;2;18;8;3;3;217;144;51;22;15;13;1;1;88;258
798;Beleid;2016;258;310;9;1;2;6;4;7;1;153;87;50;16;12;9;2;1;91;300
799;Besluiten;2000;1468;2960;248;22;73;153;49;35;12;992;561;329;102;660;453;132;75;895;1647
800;Besluiten;2001;1647;3227;300;43;58;199;61;42;11;1125;693;314;118;659;504;107;48;1025;1785
801;Besluiten;2002;1785;3668;350;51;73;226;78;64;8;1207;801;327;79;797;545;135;117;1183;1930
802;Besluiten;2003;1930;3894;321;51;71;199;75;60;21;1412;891;366;155;899;646;117;136;1348;1860
803;Besluiten;2004;1860;3343;340;52;63;225;64;49;10;1466;892;423;151;657;441;129;87;1114;1642
804;Besluiten;2005;1642;2975;268;34;45;189;71;61;18;1383;848;424;111;561;395;103;63;938;1477
805;Besluiten;2006;1477;3183;254;36;46;172;41;36;8;1041;633;287;121;642;457;114;71;948;1780
806;Besluiten;2007;1780;3434;280;28;62;190;58;38;11;1382;871;377;134;617;423;112;82;1241;1714
807;Besluiten;2008;1714;3385;252;10;43;199;45;43;11;1351;863;323;165;548;393;91;64;1116;1834
808;Besluiten;2009;1834;4627;333;11;36;286;26;20;5;1245;795;324;126;507;345;103;59;2354;2028
809;Besluiten;2010;2028;3350;247;23;15;209;53;35;8;1630;978;500;152;488;333;77;78;1136;1896
810;Besluiten;2011;1896;2610;193;19;18;156;47;36;10;1470;872;424;174;362;255;66;41;971;1521
811;Besluiten;2012;1521;2347;165;21;9;135;39;36;9;1259;810;326;123;293;202;47;44;860;1295
812;Besluiten;2013;1295;2042;177;19;19;139;52;53;4;990;636;226;128;237;166;34;37;682;1251
813;Besluiten;2014;1251;2181;155;13;7;135;40;30;5;940;617;214;109;243;175;29;39;762;1342
814;Besluiten;2015;1340;2033;195;28;9;158;43;30;9;1037;692;220;125;300;219;43;38;657;1198
815;Besluiten;2016;1198;1966;188;29;10;149;45;35;10;883;579;199;105;286;201;50;35;627;1190
816;Wettelijke regelingen;2000;1528;2003;245;17;71;157;37;35;8;1001;625;298;78;430;348;54;28;543;1314
817;Wettelijke regelingen;2001;1314;2144;158;12;48;98;35;25;8;901;595;248;58;512;400;68;44;470;1427
818;Wettelijke regelingen;2002;1427;2010;234;44;51;139;52;44;7;1028;719;254;55;561;446;65;50;516;1107
819;Wettelijke regelingen;2003;1107;2326;186;24;44;118;30;25;5;937;584;288;65;556;436;60;60;510;1249
820;Wettelijke regelingen;2004;1249;2174;131;20;25;86;28;25;3;1147;568;519;60;482;307;115;60;567;1099
821;Wettelijke regelingen;2005;1099;1674;159;17;41;101;34;25;13;981;566;333;82;254;164;49;41;487;901
822;Wettelijke regelingen;2006;901;2231;123;16;30;77;19;13;2;835;505;269;61;320;215;61;44;558;1302
823;Wettelijke regelingen;2007;1302;2244;197;22;46;129;40;20;8;1167;722;355;90;319;238;56;25;638;1246
824;Wettelijke regelingen;2008;1246;1959;132;14;26;92;23;29;7;1107;745;278;84;338;250;54;34;557;1065
825;Wettelijke regelingen;2009;1065;2026;143;14;25;104;16;15;4;931;586;250;95;306;203;79;24;539;1173
826;Wettelijke regelingen;2010;1173;1968;140;16;20;104;41;20;5;1088;668;313;107;253;179;52;22;573;1109
827;Wettelijke regelingen;2011;1109;1874;84;5;18;61;15;26;2;1024;620;327;77;228;166;45;17;561;1075
828;Wettelijke regelingen;2012;1075;1995;93;7;18;68;18;13;7;1094;635;392;67;209;160;39;10;593;1086
829;Wettelijke regelingen;2013;1084;1540;82;6;13;63;22;21;0;874;546;263;65;201;146;44;11;502;966
830;Wettelijke regelingen;2014;966;1776;53;7;8;38;11;10;3;906;552;278;76;252;187;57;8;565;967
831;Wettelijke regelingen;2015;960;1455;99;8;9;82;25;12;15;767;466;229;72;225;165;44;16;393;944
832;Wettelijke regelingen;2016;946;1764;97;10;12;75;24;6;3;754;462;228;64;253;173;70;10;419;1205
833;Afvalstoffen;2000;7;5;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;4;6
834;Afvalstoffen;2001;6;12;0;0;0;0;0;0;0;1;1;0;0;2;0;2;0;7;8
835;Afvalstoffen;2002;8;7;1;0;0;1;0;0;0;2;2;0;0;0;0;0;0;8;4
836;Afvalstoffen;2003;4;3;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;4
837;Afvalstoffen;2004;4;5;1;0;0;1;0;0;0;0;0;0;0;2;2;0;0;3;3
838;Afvalstoffen;2005;3;8;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;2;6
839;Afvalstoffen;2006;6;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;2
840;Afvalstoffen;2007;2;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3
841;Afvalstoffen;2008;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
842;Afvalstoffen;2009;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
843;Afvalstoffen;2010;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2
844;Afvalstoffen;2011;2;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;2
845;Afvalstoffen;2012;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
846;Afvalstoffen;2013;2;11;1;0;0;1;0;0;0;0;0;0;0;3;1;0;2;5;4
847;Afvalstoffen;2014;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2
848;Afvalstoffen;2015;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
849;Afvalstoffen;2016;2;3;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2;2
850;Geluidhinder;2000;5;25;0;0;0;0;0;1;0;4;3;1;0;6;4;2;0;11;8
851;Geluidhinder;2001;8;8;3;0;0;3;1;0;1;5;2;0;3;2;1;1;0;3;4
852;Geluidhinder;2002;4;15;1;0;0;1;1;1;0;4;3;1;0;3;1;1;1;6;5
853;Geluidhinder;2003;5;6;0;0;0;0;0;0;0;4;3;1;0;2;1;0;1;3;2
854;Geluidhinder;2004;2;11;0;0;0;0;0;0;0;3;1;1;1;1;0;1;0;6;3
855;Geluidhinder;2005;3;8;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;4;5
856;Geluidhinder;2006;5;4;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;5;2
857;Geluidhinder;2007;2;11;0;0;0;0;0;0;0;3;0;3;0;2;0;2;0;3;5
858;Geluidhinder;2008;5;4;0;0;0;0;0;0;0;2;0;2;0;1;0;1;0;2;4
859;Geluidhinder;2009;4;4;0;0;0;0;0;0;0;4;1;3;0;0;0;0;0;3;1
860;Geluidhinder;2010;1;7;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;4
861;Geluidhinder;2011;4;24;0;0;0;0;0;0;0;6;3;1;2;5;5;0;0;11;6
862;Geluidhinder;2012;6;7;1;0;0;1;1;1;0;2;2;0;0;2;1;1;0;4;4
863;Geluidhinder;2013;3;22;1;0;0;1;0;0;0;3;2;1;0;5;3;1;1;6;10
864;Geluidhinder;2014;10;14;0;0;0;0;0;0;0;6;5;0;1;2;2;0;0;6;10
865;Geluidhinder;2015;10;21;2;0;0;2;1;1;0;4;1;3;0;12;7;3;2;7;6
866;Geluidhinder;2016;6;11;0;0;0;0;0;0;0;4;1;2;1;2;2;0;0;5;6
867;Gemeentewet;2000;1014;2228;111;11;16;84;33;24;8;768;435;277;56;683;469;173;41;675;1014
868;Gemeentewet;2001;1014;2460;154;20;26;108;31;17;8;772;456;254;62;783;504;206;73;726;1053
869;Gemeentewet;2002;1053;2646;110;14;41;55;22;27;3;837;416;353;68;833;558;219;56;707;1207
870;Gemeentewet;2003;1207;2542;132;14;47;71;21;17;2;971;604;298;69;836;532;221;83;778;1036
871;Gemeentewet;2004;1036;2700;123;21;34;68;30;26;3;874;481;308;85;843;543;237;63;818;1082
872;Gemeentewet;2005;1082;2709;147;20;42;85;44;20;23;952;571;306;75;823;540;219;64;838;1055
873;Gemeentewet;2006;1055;2396;129;23;35;71;35;19;16;817;444;306;67;652;410;176;66;750;1120
874;Gemeentewet;2007;1120;2434;127;25;45;57;27;23;6;981;531;346;104;599;369;153;77;739;1112
875;Gemeentewet;2008;1112;2494;108;9;40;59;17;11;6;837;474;286;77;606;361;174;71;904;1157
876;Gemeentewet;2009;1157;2551;151;17;62;72;20;13;3;791;454;245;92;651;402;187;62;789;1333
877;Gemeentewet;2010;1333;2448;125;8;32;85;23;16;7;906;540;302;64;586;375;143;68;847;1325
878;Gemeentewet;2011;1325;2223;101;10;21;70;16;15;2;1051;579;322;150;453;288;113;52;770;1174
879;Gemeentewet;2012;1174;2125;103;5;30;68;19;12;4;859;483;297;79;477;330;98;49;734;1133
880;Gemeentewet;2013;1135;1864;75;8;8;59;12;13;4;861;478;301;82;377;258;82;37;562;1123
881;Gemeentewet;2014;1123;1860;70;11;10;49;16;11;4;967;487;399;81;358;249;75;34;513;1080
882;Gemeentewet;2015;1080;1722;81;6;11;64;13;11;0;776;497;201;78;406;295;85;26;537;1004
883;Gemeentewet;2016;1004;1753;76;12;17;47;18;13;6;730;455;191;84;512;348;139;25;493;951
884;Provinciewet;2000;21;33;0;0;0;0;0;0;0;11;8;2;1;2;0;2;0;12;29
885;Provinciewet;2001;29;32;1;0;0;1;1;0;1;18;8;8;2;8;7;1;0;11;24
886;Provinciewet;2002;24;23;1;0;1;0;0;0;0;11;9;2;0;4;4;0;0;7;24
887;Provinciewet;2003;24;21;3;0;0;3;0;0;0;10;5;5;0;4;1;2;1;10;18
888;Provinciewet;2004;18;24;1;0;0;1;0;0;0;8;4;4;0;2;2;0;0;13;18
889;Provinciewet;2005;18;6;1;0;1;0;0;0;0;15;9;5;1;0;0;0;0;3;5
890;Provinciewet;2006;5;13;3;1;0;2;0;0;0;2;0;2;0;1;0;0;1;6;6
891;Provinciewet;2007;6;6;0;0;0;0;0;0;0;1;1;0;0;2;2;0;0;1;8
892;Provinciewet;2008;8;2;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;2;5
893;Provinciewet;2009;5;8;1;0;0;1;1;0;0;2;1;1;0;0;0;0;0;3;8
894;Provinciewet;2010;8;7;0;0;0;0;0;1;0;1;0;1;0;2;1;0;1;2;9
895;Provinciewet;2011;9;44;1;0;0;1;0;0;0;3;2;0;1;12;5;3;4;18;19
896;Provinciewet;2012;19;24;0;0;0;0;0;0;0;11;6;3;2;5;2;3;0;12;15
897;Provinciewet;2013;15;37;0;0;0;0;0;0;0;3;1;1;1;5;3;1;1;5;39
898;Provinciewet;2014;39;36;1;0;0;1;1;1;0;35;11;20;4;4;3;0;1;16;19
899;Provinciewet;2015;19;9;1;0;0;1;1;1;0;7;4;2;1;2;1;1;0;5;13
900;Provinciewet;2016;13;13;0;0;0;0;0;0;0;2;2;0;0;1;0;1;0;8;15
901;Drank- en Horecawet;2000;108;233;11;1;2;8;1;1;0;79;57;17;5;107;68;34;5;53;91
902;Drank- en Horecawet;2001;91;265;6;1;1;4;0;1;0;69;48;15;6;106;73;29;4;58;116
903;Drank- en Horecawet;2002;116;296;14;5;2;7;3;2;1;86;60;20;6;141;102;33;6;49;123
904;Drank- en Horecawet;2003;123;281;10;3;1;6;3;2;0;115;71;32;12;104;83;19;2;54;122
905;Drank- en Horecawet;2004;122;253;29;2;4;23;2;1;1;107;72;25;10;94;67;23;4;71;75
906;Drank- en Horecawet;2005;75;272;13;2;3;8;1;2;0;84;55;24;5;116;88;20;8;60;73
907;Drank- en Horecawet;2006;73;317;10;2;1;7;0;0;0;81;38;38;5;130;100;25;5;61;108
908;Drank- en Horecawet;2007;108;277;17;4;3;10;0;0;0;95;49;31;15;120;74;37;9;64;89
909;Drank- en Horecawet;2008;89;332;15;1;8;6;2;2;0;106;68;29;9;128;90;30;8;74;98
910;Drank- en Horecawet;2009;98;298;9;1;2;6;2;2;0;90;52;27;11;116;86;27;3;50;131
911;Drank- en Horecawet;2010;131;241;20;1;4;15;1;1;0;99;63;27;9;98;78;17;3;56;99
912;Drank- en Horecawet;2011;99;249;9;0;1;8;1;1;0;93;50;34;9;110;93;15;2;40;96
913;Drank- en Horecawet;2012;96;210;7;2;2;3;2;2;0;76;44;24;8;84;66;15;3;52;87
914;Drank- en Horecawet;2013;88;224;10;1;1;8;3;0;2;66;41;21;4;80;56;19;5;42;117
915;Drank- en Horecawet;2014;117;209;6;2;0;4;3;2;1;82;59;15;8;79;67;8;4;39;121
916;Drank- en Horecawet;2015;121;257;9;1;0;8;0;1;0;127;68;48;11;75;57;17;1;47;119
917;Drank- en Horecawet;2016;120;197;8;0;3;5;0;0;0;80;51;22;7;66;58;4;4;52;111
918;Huisvestingswet;2000;201;209;18;3;0;15;5;3;1;84;59;25;0;39;29;5;5;59;212
919;Huisvestingswet;2001;212;237;26;3;1;22;6;6;1;176;56;113;7;31;28;1;2;93;123
920;Huisvestingswet;2002;123;263;25;6;2;17;6;3;0;84;69;13;2;61;53;3;5;74;145
921;Huisvestingswet;2003;145;262;32;4;2;26;6;6;1;101;73;19;9;41;33;2;6;68;165
922;Huisvestingswet;2004;165;186;26;1;0;25;2;2;0;106;73;17;16;29;26;0;3;72;118
923;Huisvestingswet;2005;118;204;29;5;1;23;5;5;2;102;61;22;19;39;29;5;5;51;101
924;Huisvestingswet;2006;101;204;19;1;4;14;7;3;1;77;49;19;9;30;22;5;3;64;119
925;Huisvestingswet;2007;119;166;5;0;1;4;0;2;0;89;54;26;9;30;20;7;3;57;102
926;Huisvestingswet;2008;102;159;12;1;1;10;2;3;0;79;47;21;11;25;20;3;2;40;104
927;Huisvestingswet;2009;104;260;16;1;0;15;4;3;0;82;56;21;5;43;38;3;2;78;146
928;Huisvestingswet;2010;146;300;19;3;0;16;5;6;0;131;105;20;6;64;57;3;4;79;152
929;Huisvestingswet;2011;152;225;23;2;0;21;4;2;1;174;129;28;17;25;20;2;3;75;82
930;Huisvestingswet;2012;82;164;10;1;0;9;2;3;0;76;63;8;5;23;15;2;6;63;73
931;Huisvestingswet;2013;73;212;8;0;0;8;1;1;0;79;62;9;8;38;31;2;5;49;111
932;Huisvestingswet;2014;111;193;16;2;1;13;8;2;3;110;79;26;5;30;21;5;4;37;117
933;Huisvestingswet;2015;117;168;9;3;0;6;2;3;0;96;63;23;10;23;16;0;7;37;119
934;Huisvestingswet;2016;119;325;9;0;1;8;1;1;1;152;114;21;17;45;34;3;8;78;160
935;Verordeningen;2000;464;939;55;3;6;46;9;7;4;344;197;119;28;243;163;55;25;320;443
936;Verordeningen;2001;443;887;59;4;7;48;11;9;3;343;212;112;19;221;162;46;13;284;426
937;Verordeningen;2002;426;933;64;11;7;46;16;12;3;311;192;98;21;288;189;75;24;294;406
938;Verordeningen;2003;406;909;60;6;9;45;8;8;2;316;190;106;20;259;198;37;24;275;405
939;Verordeningen;2004;405;977;62;8;12;42;5;4;1;322;180;101;41;251;165;55;31;292;456
940;Verordeningen;2005;456;1040;61;12;12;37;18;6;6;420;225;150;45;269;192;51;26;302;456
941;Verordeningen;2006;456;892;102;11;9;82;4;10;1;354;183;96;75;256;183;36;37;251;379
942;Verordeningen;2007;379;1056;57;4;2;51;9;4;1;302;177;99;26;223;157;42;24;456;402
943;Verordeningen;2008;402;853;33;2;4;27;4;8;0;336;198;101;37;219;154;42;23;303;360
944;Verordeningen;2009;360;840;38;2;9;27;8;4;2;288;155;101;32;195;137;35;23;265;418
945;Verordeningen;2010;418;712;46;5;1;40;5;3;3;313;206;85;22;158;115;22;21;226;389
946;Verordeningen;2011;389;717;25;1;0;24;4;2;1;355;212;97;46;145;111;27;7;218;365
947;Verordeningen;2012;365;602;24;1;3;20;4;3;1;306;163;100;43;107;70;29;8;194;337
948;Verordeningen;2013;336;464;19;2;3;14;1;2;0;233;147;59;27;107;85;17;5;150;290
949;Verordeningen;2014;290;421;23;1;0;22;4;1;2;220;146;52;22;91;73;10;8;125;255
950;Verordeningen;2015;255;331;16;1;4;11;5;5;0;160;98;51;11;64;52;10;2;120;226
951;Verordeningen;2016;226;457;35;3;2;30;6;5;1;168;112;38;18;84;57;20;7;119;279
952;Telecommunicatiewet;2000;30;72;1;1;0;0;0;0;0;12;7;4;1;6;5;0;1;17;66
953;Telecommunicatiewet;2001;66;77;3;1;0;2;1;0;1;25;21;2;2;13;10;2;1;36;67
