ID;Margins;SectorBranches;Periods;TurnoverLastThreeMonths_1;TurnoverNextThreeMonths_2;TurnoverNextYear_3;ForeignTurnoverLastThreeMonths_4;ForeignTurnoverNextThreeMonths_5;ForeignTurnoverNextYear_6;SellingPricesRatesNextThreeMonths_7;OrderIntakeLastThreeMonths_8;ExpectedOrderIntakeNextThreeMonths_9;ExportOrdersNextThreeMonths_10;PurchaseOrdersNextThreeMonths_11;AssessmentOrderPosition_12;AssessmentOfFinishedProductsStocks_13;WorkforceNextYear_14;WorkforceLastThreeMonths_15;WorkforceNextThreeMonths_16;InvestmentsCurrentYear_17;InvestmentsNextYear_18;CompetitivePositionDomesticMarket_19;CompetitivePositionWithinEU_20;CompetitivePositionOutsideEU_21;EconomicClimateLast3Months_22;EconomicClimateNext3Months_23;ProfitabilityLast3Months_24
6183;Upper bound 95% confidence interval;N Renting and other business support;2016 4th quarter;9.6;9.6;23.6;;;;6.7;19.9;9.2;;3.4;2.8;;12.5;5.9;2.9;19.2;9.6;13.9;;;9.8;10.3;6.1
6184;Upper bound 95% confidence interval;N Renting and other business support;2017 1st quarter;30.1;26.4;;7.0;1.6;;32.1;22.6;20.5;1.8;7.5;7.7;;;14.0;15.4;9.0;;19.1;2.6;1.6;14.3;11.5;17.4
6185;Upper bound 95% confidence interval;N Renting and other business support;2017 2nd quarter;26.3;40.1;;4.6;4.5;;9.5;21.8;30.6;4.2;10.9;9.9;;;11.0;18.6;4.0;;7.9;2.4;1.4;17.4;20.5;6.7
6186;Upper bound 95% confidence interval;N Renting and other business support;2017 3rd quarter;34.5;24.4;;3.2;1.6;;11.7;25.5;18.7;1.3;5.1;8.4;;;17.5;21.8;11.3;;12.5;2.2;0.7;24.6;20.0;15.7
6187;Upper bound 95% confidence interval;N Renting and other business support;2017 4th quarter;26.2;23.3;25.9;5.2;5.2;4.8;14.3;19.9;20.3;3.0;10.4;6.1;;21.0;15.0;17.3;12.1;6.0;9.5;2.7;1.9;18.9;16.9;20.8
6188;Upper bound 95% confidence interval;N Renting and other business support;2018 1st quarter;35.5;19.4;;7.1;4.4;;43.2;24.4;19.0;4.9;9.2;8.7;;;21.8;19.1;7.9;;13.7;3.5;1.4;24.4;22.8;28.0
6189;Upper bound 95% confidence interval;N Renting and other business support;2018 2nd quarter;27.4;39.1;;4.3;5.4;;8.9;25.3;29.8;3.8;10.5;7.5;;;18.0;24.4;13.9;;11.9;2.7;2.2;20.4;24.1;13.1
6190;Upper bound 95% confidence interval;N Renting and other business support;2018 3rd quarter;40.7;25.4;;4.4;1.9;;13.7;34.0;19.8;2.7;7.6;11.9;;;28.2;19.1;10.1;;16.6;3.0;2.1;17.5;12.8;18.0
6191;Upper bound 95% confidence interval;N Renting and other business support;2018 4th quarter;23.4;23.0;32.9;5.2;4.0;4.7;17.6;21.6;17.7;2.1;5.9;9.4;;15.4;20.7;16.7;12.8;2.2;16.6;3.4;2.5;13.7;11.5;10.9
6192;Upper bound 95% confidence interval;N Renting and other business support;2019 1st quarter;27.7;26.4;;;;;49.2;18.1;21.8;;7.9;4.8;;;24.1;19.1;3.4;;19.4;;;11.1;8.7;12.3
6193;Upper bound 95% confidence interval;N Renting and other business support;2019 2nd quarter;24.6;33.1;;;;;10.5;18.6;25.3;;10.6;4.4;;;20.3;28.9;6.9;;10.9;;;9.0;12.3;10.0
6194;Upper bound 95% confidence interval;N Renting and other business support;2019 3rd quarter;36.4;20.2;;;;;15.2;24.4;13.3;;6.5;6.9;;;26.6;18.5;6.0;;11.9;;;9.3;7.3;9.0
6195;Upper bound 95% confidence interval;N Renting and other business support;2019 4th quarter;19.5;8.1;27.6;;;;22.9;6.5;7.0;;5.1;1.6;;23.4;16.0;15.8;13.9;9.6;8.1;;;1.7;-1.8;11.3
6196;Upper bound 95% confidence interval;N Renting and other business support;2020 1st quarter;19.2;19.1;;5.0;2.7;;56.8;10.8;20.9;1.9;10.2;5.1;;;14.6;17.6;9.3;;13.0;1.9;1.7;0.6;5.7;7.8
6197;Upper bound 95% confidence interval;N Renting and other business support;2020 2nd quarter;-14.6;-64.7;;-8.5;-13.1;;-7.3;-22.7;-55.1;-14.2;-47.1;-37.5;;;-1.8;-31.3;-43.3;;4.7;-0.2;-0.8;-35.6;-74.3;-32.8
6198;Upper bound 95% confidence interval;N Renting and other business support;2020 3rd quarter;-33.4;17.0;;-4.0;0.8;;3.4;-26.3;5.0;0.1;1.2;-33.3;;;-23.2;8.0;-21.9;;4.4;1.3;1.0;-50.4;9.0;-46.9
6199;Upper bound 95% confidence interval;N Renting and other business support;2020 4th quarter;20.1;-10.6;29.3;-0.9;-0.3;3.1;13.2;4.2;-1.9;1.5;-4.5;-25.7;;14.6;-15.0;-7.0;-12.4;5.1;10.6;0.5;1.4;0.4;-23.8;1.0
6200;Upper bound 95% confidence interval;N Renting and other business support;2021 1st quarter;4.3;-1.4;;1.0;0.5;;43.7;4.6;1.1;-0.5;-3.1;-23.1;;;-1.9;0.5;-9.4;;5.5;1.0;1.5;-23.7;-4.4;-13.4
6201;Upper bound 95% confidence interval;N Renting and other business support;2021 2nd quarter;8.8;32.4;;2.2;3.4;;8.2;4.9;23.2;3.3;10.1;-13.4;;;6.6;17.0;4.7;;4.5;1.5;2.6;0.4;19.0;-2.5
6202;Upper bound 95% confidence interval;N Renting and other business support;2021 3rd quarter;39.4;20.0;;3.7;0.1;;6.7;24.8;18.6;2.0;10.1;-9.0;;;25.8;30.6;4.2;;13.4;1.2;1.2;23.8;26.8;22.7
6203;Upper bound 95% confidence interval;N Renting and other business support;2021 4th quarter;24.0;30.5;47.4;3.0;5.7;6.8;26.0;26.7;19.9;4.6;11.5;2.3;;41.2;23.6;30.2;7.8;18.7;13.7;1.6;1.9;27.1;26.4;24.2
6204;Upper bound 95% confidence interval;N Renting and other business support;2022 1st quarter;26.1;11.1;;4.1;3.0;;58.9;16.5;6.3;0.8;2.2;3.8;;;15.1;16.2;9.9;;10.1;2.5;1.0;9.0;2.5;21.0
6205;Upper bound 95% confidence interval;N Renting and other business support;2022 2nd quarter;28.0;31.9;;5.7;5.1;;29.0;21.8;26.9;4.5;15.2;2.5;;;18.6;32.4;9.4;;10.6;3.6;1.4;9.8;11.8;-1.5
6206;Upper bound 95% confidence interval;N Renting and other business support;2022 3rd quarter;27.8;21.5;;3.3;3.9;;19.8;20.8;12.8;3.6;7.8;12.3;;;10.9;25.9;9.5;;11.5;2.5;2.0;5.5;6.4;2.8
6207;Upper bound 95% confidence interval;N Renting and other business support;2022 4th quarter;16.8;16.2;35.5;1.8;5.1;4.4;42.6;8.5;9.3;5.1;11.1;3.6;;26.9;12.5;18.9;7.5;7.4;4.0;1.9;1.8;-4.9;-9.6;-8.1
6208;Upper bound 95% confidence interval;N Renting and other business support;2023 1st quarter;25.9;13.2;;5.6;2.4;;70.8;16.3;7.7;1.1;4.8;-0.9;;;14.0;23.0;9.3;;6.6;1.3;1.3;2.9;-3.7;-4.8
6209;Upper bound 95% confidence interval;N Renting and other business support;2023 2nd quarter;20.1;33.8;;4.2;5.1;;15.7;15.9;23.8;5.5;11.4;3.2;;;13.2;28.9;4.6;;8.8;0.8;2.0;7.0;10.4;7.1
6210;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2016 1st quarter;47.9;28.9;;8.9;6.8;;26.5;38.6;19.9;9.6;18.8;21.9;;;8.6;11.1;9.9;;32.2;15.4;2.6;38.9;24.8;19.3
6211;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2016 2nd quarter;48.7;55.7;;14.1;15.7;;13.4;39.4;42.9;5.5;23.4;6.4;;;37.9;19.7;18.6;;21.9;12.6;1.7;23.1;36.2;6.4
6212;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2016 3rd quarter;40.3;13.5;;16.7;10.3;;7.7;33.1;3.2;4.7;-7.5;3.1;;;24.8;18.3;5.2;;22.1;13.2;5.4;21.1;10.1;26.0
6213;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2016 4th quarter;18.7;26.0;50.6;16.2;6.0;12.6;8.2;31.2;27.4;5.6;14.8;12.5;;19.4;11.7;11.9;15.8;16.6;36.0;13.5;8.8;14.6;10.9;21.8
6214;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2017 1st quarter;30.6;32.3;;8.4;5.0;;19.1;26.6;33.0;5.4;15.5;5.9;;;16.0;19.0;26.2;;33.2;9.9;0.0;20.1;21.0;31.1
6215;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2017 2nd quarter;36.3;57.7;;21.4;12.7;;6.9;32.5;45.4;16.8;38.1;9.5;;;23.4;38.8;16.2;;20.2;14.5;7.2;30.7;29.4;23.1
6216;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2017 3rd quarter;60.4;24.1;;20.8;9.3;;14.6;36.4;19.0;9.7;25.0;13.0;;;22.5;15.2;33.3;;14.2;9.5;4.9;32.1;17.1;26.6
6217;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2017 4th quarter;30.6;21.5;44.6;18.9;18.9;21.7;11.8;25.4;26.4;7.3;24.1;14.7;;38.5;30.9;33.1;34.7;35.1;23.3;12.4;13.1;18.1;18.7;28.0
6218;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2018 1st quarter;33.9;10.8;;12.6;10.5;;16.4;23.9;17.5;9.9;22.6;18.8;;;23.7;20.5;15.9;;20.3;10.2;1.4;23.6;21.8;17.6
6219;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2018 2nd quarter;40.8;50.2;;15.1;14.9;;7.6;32.0;39.7;15.2;27.7;15.0;;;33.6;38.3;28.8;;24.3;10.0;5.1;23.0;22.8;18.4
6220;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2018 3rd quarter;56.5;29.7;;16.8;13.5;;8.4;46.3;21.2;3.9;8.8;22.0;;;40.8;37.3;22.6;;25.9;5.5;6.3;30.1;19.9;22.7
6221;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2018 4th quarter;38.3;23.4;31.4;13.6;16.6;12.8;11.1;23.7;14.7;8.1;9.5;5.6;;26.3;37.7;22.4;13.7;19.9;31.0;10.6;9.5;23.4;18.5;10.1
6222;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2019 1st quarter;40.4;24.6;;17.4;6.7;;24.3;29.5;20.8;5.9;8.9;8.1;;;31.6;28.3;11.6;;24.4;14.8;8.8;13.9;13.7;16.4
6223;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2019 2nd quarter;21.1;33.5;;10.7;10.4;;7.9;14.8;25.0;7.0;10.0;4.4;;;19.6;24.0;10.3;;11.8;11.3;3.2;6.1;12.9;9.5
6224;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2019 3rd quarter;42.0;17.4;;9.9;4.6;;5.2;28.7;9.3;6.1;7.2;6.5;;;24.5;17.1;11.8;;12.6;7.3;5.4;14.0;5.5;15.9
6225;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2019 4th quarter;33.6;13.0;40.1;11.1;12.0;20.3;3.1;13.6;13.1;12.1;10.7;3.0;;29.7;18.8;13.2;23.3;20.5;15.1;7.5;4.2;9.5;10.8;11.7
6226;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2020 1st quarter;27.6;13.5;;10.0;1.1;;26.3;25.9;18.1;1.6;7.7;9.0;;;18.6;30.4;20.1;;12.7;4.3;4.2;7.1;5.5;24.3
6227;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2020 2nd quarter;-23.6;-67.2;;-9.4;-28.9;;-0.9;-22.8;-67.2;-33.8;-54.8;-30.8;;;10.4;-28.6;-45.3;;1.1;2.6;0.6;-36.7;-68.3;-33.9
6228;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2020 3rd quarter;-48.7;17.2;;-15.6;4.2;;1.1;-49.0;14.1;1.1;1.6;-32.2;;;-18.7;0.3;-35.2;;7.8;3.8;2.2;-58.2;9.5;-57.0
6229;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2020 4th quarter;11.4;-9.4;17.3;5.3;4.3;5.3;4.7;-2.1;1.6;3.0;-4.7;-26.0;;25.6;-14.6;-2.5;-21.1;11.7;6.1;3.9;3.8;-16.4;-19.0;-12.1
6230;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2021 1st quarter;9.8;-8.5;;3.0;-4.6;;6.7;2.9;-5.0;1.1;7.1;-24.8;;;4.2;19.6;3.9;;8.1;1.0;0.9;-12.6;7.7;3.9
6231;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2021 2nd quarter;6.6;34.8;;-2.0;15.1;;5.2;5.4;42.7;14.5;11.4;-23.9;;;18.4;19.5;10.1;;7.2;4.8;17.7;11.5;20.1;6.4
6232;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2021 3rd quarter;37.3;23.5;;2.6;-2.5;;12.2;28.5;10.0;0.2;11.7;-2.5;;;13.2;28.1;15.9;;15.4;1.5;3.0;34.6;27.8;29.4
6233;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2021 4th quarter;31.2;29.3;54.9;3.7;9.2;24.5;27.2;32.4;28.6;12.3;21.3;1.2;;51.5;25.1;36.0;13.9;33.5;10.0;4.7;3.0;28.4;26.7;27.0
6234;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2022 1st quarter;24.2;11.9;;6.5;15.1;;42.1;28.6;10.8;9.7;8.3;-4.3;;;17.4;25.2;31.2;;17.3;11.6;5.1;8.9;4.9;14.6
6235;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2022 2nd quarter;37.0;52.1;;25.7;30.5;;37.8;28.0;46.5;22.8;20.7;8.5;;;22.7;43.7;18.7;;18.0;5.9;5.9;11.9;25.3;16.6
6236;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2022 3rd quarter;56.6;30.7;;20.5;14.7;;28.8;39.0;20.2;14.8;9.9;33.0;;;22.9;49.8;29.4;;20.8;9.0;9.0;21.8;0.4;31.1
6237;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2022 4th quarter;44.0;21.0;44.5;16.0;14.7;14.3;64.4;26.5;11.1;10.0;22.8;12.1;;43.2;32.7;40.6;36.6;30.3;8.6;11.8;9.0;19.1;13.6;12.9
6238;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2023 1st quarter;43.0;-4.4;;16.2;6.7;;45.6;30.2;3.0;13.5;17.8;15.0;;;35.9;29.4;24.0;;17.3;6.7;7.0;25.2;-1.4;23.3
6239;Upper bound 95% confidence interval;77 Renting and leasing of tangible goods;2023 2nd quarter;1.9;46.2;;8.1;13.1;;14.8;12.9;26.8;14.9;10.0;14.0;;;11.2;32.4;8.7;;13.9;3.0;5.4;12.3;10.2;32.2
6240;Upper bound 95% confidence interval;78 Employment activities;2016 1st quarter;17.5;31.2;;18.4;3.7;;26.2;54.6;25.5;3.7;23.3;1.4;;;41.4;55.8;34.5;;58.2;1.5;1.5;33.0;15.4;21.8
6241;Upper bound 95% confidence interval;78 Employment activities;2016 2nd quarter;38.3;79.9;;0.0;22.6;;0.2;40.5;47.4;23.3;23.3;28.1;;;67.4;80.7;59.6;;35.2;0.0;22.2;5.6;8.6;29.6
6242;Upper bound 95% confidence interval;78 Employment activities;2016 3rd quarter;39.5;85.8;;14.1;14.1;;0.0;82.1;81.6;0.6;16.0;68.4;;;47.1;31.8;1.3;;23.3;0.0;0.0;21.1;21.1;31.4
6243;Upper bound 95% confidence interval;78 Employment activities;2016 4th quarter;69.0;60.9;25.8;10.4;9.9;10.4;19.6;74.5;71.7;9.9;13.8;10.1;;20.1;25.8;21.7;19.0;9.1;24.9;10.4;9.9;20.3;16.5;-19.2
6244;Upper bound 95% confidence interval;78 Employment activities;2017 1st quarter;52.1;50.4;;7.4;5.5;;30.7;31.9;40.5;5.6;13.6;13.3;;;18.6;27.3;13.8;;27.8;3.8;3.0;16.1;15.3;29.3
6245;Upper bound 95% confidence interval;78 Employment activities;2017 2nd quarter;52.9;72.6;;3.5;4.6;;13.9;42.1;58.2;4.6;10.1;21.4;;;19.5;33.1;-0.3;;8.4;1.5;0.0;28.0;31.9;10.8
6246;Upper bound 95% confidence interval;78 Employment activities;2017 3rd quarter;64.5;52.4;;3.2;2.1;;17.8;48.2;42.7;3.1;14.3;15.8;;;43.3;45.4;16.3;;18.8;1.7;0.0;49.8;42.9;26.1
6247;Upper bound 95% confidence interval;78 Employment activities;2017 4th quarter;52.5;49.7;46.6;6.0;5.7;4.0;16.1;39.9;35.0;4.6;12.2;11.5;;35.4;28.4;22.3;16.5;4.8;17.5;1.6;0.6;39.2;36.8;38.6
6248;Upper bound 95% confidence interval;78 Employment activities;2018 1st quarter;53.7;38.9;;7.9;6.4;;53.4;42.4;39.7;6.6;16.7;16.5;;;38.2;34.6;16.8;;19.8;5.9;2.9;46.2;45.2;49.2
6249;Upper bound 95% confidence interval;78 Employment activities;2018 2nd quarter;48.3;70.9;;6.9;8.2;;18.3;45.7;53.4;6.9;9.9;20.2;;;33.9;37.6;21.3;;19.0;7.7;5.2;38.2;43.8;33.7
6250;Upper bound 95% confidence interval;78 Employment activities;2018 3rd quarter;64.7;50.0;;7.5;9.2;;23.7;56.0;43.9;6.5;16.1;22.7;;;53.1;34.2;8.4;;19.8;5.3;4.6;24.4;24.0;37.4
6251;Upper bound 95% confidence interval;78 Employment activities;2018 4th quarter;45.7;35.7;56.5;8.9;9.7;11.2;26.7;35.9;31.7;6.0;10.3;21.7;;18.8;36.6;19.3;8.7;6.3;14.0;5.3;3.8;20.1;16.4;27.1
6252;Upper bound 95% confidence interval;78 Employment activities;2019 1st quarter;45.0;41.5;;9.4;9.1;;52.2;37.2;37.1;5.9;17.0;18.9;;;40.0;26.6;2.8;;22.0;5.8;2.9;20.1;18.1;19.8
6253;Upper bound 95% confidence interval;78 Employment activities;2019 2nd quarter;39.4;43.6;;10.2;8.8;;16.0;34.3;33.6;8.4;11.0;12.6;;;34.6;42.4;1.7;;18.6;4.9;3.9;14.4;14.1;21.2
6254;Upper bound 95% confidence interval;78 Employment activities;2019 3rd quarter;52.1;37.7;;8.4;7.9;;20.4;33.7;20.0;7.2;10.7;14.6;;;39.1;24.0;1.5;;14.3;3.7;3.7;13.5;12.8;16.0
6255;Upper bound 95% confidence interval;78 Employment activities;2019 4th quarter;28.4;6.6;16.6;6.9;-1.6;0.6;42.8;2.0;6.6;-4.2;-1.8;8.3;;21.2;26.1;20.7;18.8;10.9;9.1;3.2;0.3;-6.4;-13.2;7.9
6256;Upper bound 95% confidence interval;78 Employment activities;2020 1st quarter;8.4;18.7;;4.2;2.4;;75.0;5.4;19.7;3.3;6.7;11.0;;;10.8;6.3;4.1;;12.1;2.2;0.4;-12.1;-0.7;5.5
6257;Upper bound 95% confidence interval;78 Employment activities;2020 2nd quarter;-21.9;-56.1;;-14.2;-17.5;;0.6;-24.7;-52.7;-19.7;-43.8;-39.9;;;-1.8;-29.5;-44.2;;1.7;0.1;-0.3;-40.8;-69.7;-37.7
6258;Upper bound 95% confidence interval;78 Employment activities;2020 3rd quarter;-36.4;24.7;;0.0;2.3;;8.4;-28.1;15.8;3.4;-6.2;-46.6;;;-35.7;5.0;-32.4;;1.5;0.3;0.3;-57.3;8.4;-54.3
6259;Upper bound 95% confidence interval;78 Employment activities;2020 4th quarter;36.8;1.6;28.5;3.0;1.5;3.2;17.6;26.3;-2.3;1.1;-0.9;-36.3;;20.1;-12.1;-1.4;-24.3;2.6;5.6;0.3;0.3;25.4;-19.2;32.8
6260;Upper bound 95% confidence interval;78 Employment activities;2021 1st quarter;24.6;14.5;;1.0;1.0;;50.0;19.3;11.3;0.9;3.1;-27.7;;;4.8;15.9;-5.1;;7.5;0.5;0.0;-19.7;8.5;-8.6
6261;Upper bound 95% confidence interval;78 Employment activities;2021 2nd quarter;46.7;59.3;;2.0;3.6;;7.5;33.0;41.0;3.7;4.9;-4.4;;;24.0;28.7;12.2;;10.4;0.6;0.6;20.7;41.3;5.2
6262;Upper bound 95% confidence interval;78 Employment activities;2021 3rd quarter;61.0;30.0;;6.1;5.0;;9.2;44.5;34.4;5.3;3.5;12.8;;;51.1;43.2;17.3;;26.7;2.3;2.3;49.7;36.9;33.7
6263;Upper bound 95% confidence interval;78 Employment activities;2021 4th quarter;46.0;46.6;65.2;5.0;6.5;5.6;19.5;41.9;39.8;5.6;8.0;11.1;;43.7;35.0;36.7;8.4;14.0;28.8;2.5;2.5;58.8;40.1;35.8
6264;Upper bound 95% confidence interval;78 Employment activities;2022 1st quarter;38.5;29.2;;0.7;3.4;;70.0;23.4;20.2;0.7;7.6;14.4;;;17.5;33.6;10.8;;22.2;0.0;0.0;34.8;23.0;36.8
6265;Upper bound 95% confidence interval;78 Employment activities;2022 2nd quarter;38.0;46.3;;5.3;5.3;;27.4;29.5;34.8;5.2;14.6;10.3;;;26.5;38.3;15.2;;18.2;8.8;3.3;23.1;22.5;12.8
6266;Upper bound 95% confidence interval;78 Employment activities;2022 3rd quarter;36.4;37.2;;5.1;6.8;;25.1;18.6;19.7;5.1;5.7;15.1;;;34.1;31.3;8.8;;14.1;5.6;3.9;5.2;9.6;3.1
6267;Upper bound 95% confidence interval;78 Employment activities;2022 4th quarter;15.4;25.9;45.7;2.9;5.4;9.6;45.6;14.5;21.9;3.6;6.2;12.3;;33.6;16.9;15.0;9.9;16.2;10.3;2.1;2.9;2.4;-6.4;-1.1
6268;Upper bound 95% confidence interval;78 Employment activities;2023 1st quarter;13.2;10.4;;6.1;0.9;;79.2;8.5;2.1;0.8;4.9;-4.4;;;7.5;17.4;2.4;;9.5;0.7;0.0;4.8;-5.0;1.5
6269;Upper bound 95% confidence interval;78 Employment activities;2023 2nd quarter;15.8;49.2;;1.5;0.0;;13.9;13.8;31.9;0.0;13.6;-11.4;;;10.0;32.1;-3.9;;4.8;0.0;0.0;-1.8;11.4;0.1
6270;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2016 1st quarter;38.4;57.2;;;;;12.3;58.8;54.0;;49.8;34.8;;;20.8;22.8;18.3;;26.3;;;56.5;63.8;52.1
6271;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2016 2nd quarter;58.9;49.6;;;;;22.0;56.8;44.6;;41.7;27.5;;;40.7;40.4;14.0;;28.8;;;61.1;59.4;61.1
6272;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2016 3rd quarter;44.3;44.3;;;;;14.6;31.4;30.9;;27.5;15.4;;;48.7;24.6;42.4;;25.0;;;21.7;18.5;37.9
6273;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2016 4th quarter;34.2;-4.5;54.3;;;;12.9;27.6;30.7;;17.9;22.9;;34.0;22.4;24.3;27.7;36.8;32.2;;;28.9;28.5;44.0
6274;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2017 1st quarter;46.1;58.7;;;;;42.3;47.8;47.4;;37.3;21.9;;;41.8;39.4;49.4;;38.7;;;47.3;37.7;50.6
6275;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2017 2nd quarter;60.2;51.7;;;;;21.5;53.1;45.2;;27.7;22.8;;;36.7;40.0;42.6;;32.3;;;58.3;47.9;44.8
6276;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2017 3rd quarter;35.4;51.0;;;;;26.6;35.8;40.3;;24.7;22.4;;;31.0;34.2;40.9;;14.5;;;26.9;27.0;48.9
6277;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2017 4th quarter;56.5;-10.4;60.8;;;;26.9;38.7;6.6;;4.8;5.4;;54.0;38.1;41.3;42.7;47.4;26.4;;;37.0;19.1;47.5
6278;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2018 1st quarter;55.1;70.2;;;;;36.2;50.6;63.1;;39.7;18.3;;;50.0;45.2;50.5;;38.5;;;32.7;38.4;49.7
6279;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2018 2nd quarter;69.4;65.9;;;;;13.6;60.0;57.5;;60.2;26.0;;;50.7;49.1;33.5;;35.6;;;33.7;32.3;38.8
6280;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2018 3rd quarter;71.2;65.4;;;;;26.9;60.3;60.0;;36.1;28.2;;;52.7;53.9;50.1;;37.7;;;35.5;30.7;41.4
6281;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2018 4th quarter;11.3;21.7;64.8;;;;30.9;29.3;31.2;;14.5;9.9;;37.9;29.2;24.7;58.8;54.3;29.2;;;29.8;35.4;35.5
6282;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2019 1st quarter;35.2;50.3;;;;;40.8;25.3;69.2;;43.0;6.7;;;29.6;36.2;50.0;;41.2;;;6.3;13.1;30.3
6283;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2019 2nd quarter;28.2;51.7;;;;;23.2;27.3;32.2;;26.6;-2.6;;;50.7;59.8;46.5;;26.9;;;3.0;29.1;42.2
6284;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2019 3rd quarter;49.8;61.9;;;;;25.6;47.1;52.5;;7.0;25.7;;;50.8;49.8;40.3;;29.5;;;1.8;21.0;26.0
6285;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2019 4th quarter;62.0;-10.8;62.9;;;;29.5;36.6;13.7;;37.1;3.5;;60.1;30.2;32.2;48.9;49.1;40.0;;;28.4;8.8;53.6
6286;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2020 1st quarter;39.2;35.6;;;;;13.3;25.5;27.7;;27.7;14.1;;;27.3;17.7;46.5;;36.8;;;19.4;19.3;20.6
6287;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2020 2nd quarter;-67.9;-100.0;;;;;-36.3;-56.2;-80.3;;-81.6;-75.8;;;-49.0;-43.8;-71.2;;3.7;;;-78.9;-94.7;-77.9
6288;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2020 3rd quarter;0.8;52.9;;;;;19.3;11.5;45.7;;-7.2;-82.9;;;-18.7;-17.0;-25.9;;2.9;;;-89.4;55.4;-92.6
6289;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2020 4th quarter;38.2;-49.8;87.5;;;;-0.5;-16.4;-26.7;;-9.7;-83.0;;-5.0;-77.2;-75.3;-51.4;10.8;1.6;;;18.2;-36.7;15.0
6290;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2021 1st quarter;-50.8;-41.0;;;;;-2.1;-64.3;-11.6;;2.4;-81.9;;;-76.3;-62.7;-41.8;;3.9;;;-48.3;12.8;-78.9
6291;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2021 2nd quarter;11.1;43.4;;;;;25.4;9.6;69.5;;41.6;-80.4;;;-35.4;3.4;-13.2;;9.9;;;-16.9;40.9;15.5
6292;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2021 3rd quarter;89.5;84.1;;;;;27.7;62.7;75.0;;52.4;-56.4;;;2.4;42.3;-5.1;;35.8;;;45.6;61.7;22.3
6293;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2021 4th quarter;89.6;-22.9;103.0;;;;9.5;82.1;9.2;;29.2;-36.3;;79.3;56.7;49.0;4.1;66.4;23.7;;;70.1;36.8;69.1
6294;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2022 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
6295;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2022 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
6296;Upper bound 95% confidence interval;79 Travel agencies, tour operators etc;2022 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
