ID;Migratiemotieven;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
778;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;2002;100.0;45.0;18.0;6.0;32.0
779;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;2003;100.0;46.0;18.0;7.0;30.0
780;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;1999;100.0;43.0;16.0;3.0;38.0
781;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;2000;100.0;47.0;16.0;3.0;34.0
782;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;2001;100.0;46.0;16.0;5.0;33.0
783;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;2002;100.0;46.0;17.0;6.0;31.0
784;Gezinsvorming;Vrouwen;Vestigingsjaar 1992;2003;100.0;45.0;18.0;6.0;31.0
785;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;1999;100.0;45.0;15.0;3.0;37.0
786;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;2000;100.0;47.0;15.0;4.0;33.0
787;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;2001;100.0;47.0;15.0;6.0;32.0
788;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;2002;100.0;47.0;16.0;6.0;31.0
789;Gezinsvorming;Vrouwen;Vestigingsjaar 1993;2003;100.0;46.0;17.0;6.0;31.0
790;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;1999;100.0;46.0;13.0;2.0;39.0
791;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;2000;100.0;47.0;13.0;3.0;36.0
792;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;2001;100.0;48.0;14.0;4.0;34.0
793;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;2002;100.0;48.0;16.0;5.0;32.0
794;Gezinsvorming;Vrouwen;Vestigingsjaar 1994;2003;100.0;47.0;17.0;5.0;31.0
795;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;1999;100.0;48.0;11.0;2.0;39.0
796;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;2000;100.0;51.0;12.0;3.0;35.0
797;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;2001;100.0;52.0;12.0;4.0;33.0
798;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;2002;100.0;51.0;13.0;5.0;31.0
799;Gezinsvorming;Vrouwen;Vestigingsjaar 1995;2003;100.0;49.0;15.0;6.0;30.0
800;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;1999;100.0;47.0;9.0;2.0;42.0
801;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;2000;100.0;51.0;10.0;2.0;36.0
802;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;2001;100.0;52.0;11.0;3.0;33.0
803;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;2002;100.0;51.0;13.0;4.0;32.0
804;Gezinsvorming;Vrouwen;Vestigingsjaar 1996;2003;100.0;49.0;15.0;4.0;31.0
805;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;1999;100.0;46.0;8.0;1.0;45.0
806;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;2000;100.0;51.0;9.0;2.0;38.0
807;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;2001;100.0;53.0;10.0;3.0;34.0
808;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;2002;100.0;52.0;12.0;4.0;32.0
809;Gezinsvorming;Vrouwen;Vestigingsjaar 1997;2003;100.0;50.0;14.0;4.0;32.0
810;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;1999;100.0;40.0;6.0;1.0;54.0
811;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;2000;100.0;49.0;7.0;1.0;43.0
812;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;2001;100.0;52.0;8.0;2.0;38.0
813;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;2002;100.0;53.0;9.0;3.0;35.0
814;Gezinsvorming;Vrouwen;Vestigingsjaar 1998;2003;100.0;52.0;12.0;3.0;33.0
815;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;1999;100.0;21.0;3.0;0.0;76.0
816;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;2000;100.0;43.0;6.0;1.0;51.0
817;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;2001;100.0;47.0;7.0;1.0;45.0
818;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;2002;100.0;49.0;8.0;2.0;41.0
819;Gezinsvorming;Vrouwen;Vestigingsjaar 1999;2003;100.0;48.0;11.0;2.0;40.0
820;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;1999;;;;;
821;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;2000;100.0;24.0;3.0;0.0;73.0
822;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;2001;100.0;44.0;5.0;1.0;50.0
823;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;2002;100.0;49.0;7.0;1.0;43.0
824;Gezinsvorming;Vrouwen;Vestigingsjaar 2000;2003;100.0;49.0;9.0;2.0;40.0
825;Gezinsvorming;Vrouwen;Vestigingsjaar 2001;1999;;;;;
826;Gezinsvorming;Vrouwen;Vestigingsjaar 2001;2000;;;;;
827;Gezinsvorming;Vrouwen;Vestigingsjaar 2001;2001;100.0;19.0;3.0;0.0;78.0
828;Gezinsvorming;Vrouwen;Vestigingsjaar 2001;2002;100.0;37.0;5.0;1.0;56.0
829;Gezinsvorming;Vrouwen;Vestigingsjaar 2001;2003;100.0;41.0;7.0;1.0;51.0
830;Gezinsvorming;Vrouwen;Vestigingsjaar 2002;1999;;;;;
831;Gezinsvorming;Vrouwen;Vestigingsjaar 2002;2000;;;;;
832;Gezinsvorming;Vrouwen;Vestigingsjaar 2002;2001;;;;;
833;Gezinsvorming;Vrouwen;Vestigingsjaar 2002;2002;100.0;19.0;3.0;0.0;78.0
834;Gezinsvorming;Vrouwen;Vestigingsjaar 2002;2003;100.0;33.0;6.0;1.0;60.0
835;Gezinsvorming;Vrouwen;Vestigingsjaar 2003;1999;;;;;
836;Gezinsvorming;Vrouwen;Vestigingsjaar 2003;2000;;;;;
837;Gezinsvorming;Vrouwen;Vestigingsjaar 2003;2001;;;;;
838;Gezinsvorming;Vrouwen;Vestigingsjaar 2003;2002;;;;;
839;Gezinsvorming;Vrouwen;Vestigingsjaar 2003;2003;100.0;17.0;3.0;0.0;79.0
840;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;48.0;27.0;10.0;15.0
841;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;50.0;26.0;11.0;13.0
842;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;51.0;25.0;11.0;12.0
843;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;51.0;24.0;12.0;12.0
844;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;48.0;27.0;13.0;12.0
845;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;47.0;29.0;7.0;17.0
846;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;51.0;27.0;7.0;15.0
847;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;52.0;25.0;8.0;14.0
848;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;52.0;25.0;9.0;15.0
849;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;49.0;27.0;9.0;14.0
850;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;45.0;32.0;4.0;20.0
851;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;49.0;28.0;5.0;18.0
852;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;51.0;26.0;6.0;18.0
853;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;50.0;25.0;7.0;18.0
854;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;48.0;26.0;7.0;18.0
855;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;42.0;38.0;2.0;18.0
856;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;47.0;32.0;3.0;18.0
857;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;49.0;29.0;3.0;19.0
858;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;49.0;27.0;4.0;19.0
859;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;47.0;28.0;4.0;21.0
860;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;41.0;38.0;2.0;19.0
861;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;46.0;33.0;2.0;18.0
862;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;49.0;29.0;3.0;19.0
863;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;49.0;28.0;3.0;20.0
864;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;47.0;28.0;4.0;21.0
865;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;33.0;39.0;1.0;26.0
866;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;41.0;33.0;2.0;23.0
867;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;45.0;29.0;2.0;23.0
868;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;46.0;28.0;3.0;23.0
869;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;45.0;28.0;3.0;23.0
870;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;23.0;47.0;1.0;29.0
871;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;32.0;42.0;1.0;25.0
872;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;37.0;37.0;2.0;24.0
873;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;40.0;34.0;2.0;24.0
874;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;38.0;35.0;2.0;25.0
875;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;18.0;43.0;1.0;37.0
876;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;25.0;45.0;1.0;29.0
877;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;32.0;40.0;1.0;27.0
878;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;35.0;36.0;1.0;27.0
879;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;35.0;36.0;2.0;27.0
880;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;20.0;19.0;1.0;59.0
881;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;27.0;27.0;1.0;45.0
882;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;28.0;31.0;1.0;40.0
883;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;30.0;30.0;1.0;38.0
884;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;29.0;35.0;1.0;34.0
885;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;8.0;8.0;0.0;84.0
886;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;17.0;15.0;1.0;68.0
887;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;16.0;30.0;1.0;53.0
888;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;20.0;34.0;1.0;45.0
889;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;23.0;36.0;1.0;40.0
890;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
891;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;10.0;5.0;1.0;84.0
892;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;13.0;16.0;1.0;70.0
893;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;14.0;24.0;1.0;61.0
894;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;16.0;30.0;1.0;54.0
895;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
896;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
897;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;11.0;7.0;0.0;82.0
898;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;13.0;18.0;0.0;69.0
899;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;13.0;24.0;0.0;62.0
900;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
901;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
902;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
903;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;12.0;11.0;0.0;77.0
904;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;14.0;19.0;0.0;67.0
905;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
906;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
907;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
908;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
909;Asiel;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;16.0;13.0;1.0;69.0
910;Asiel;Mannen;Vestigingsjaar 1990;1999;100.0;58.0;21.0;9.0;12.0
911;Asiel;Mannen;Vestigingsjaar 1990;2000;100.0;60.0;19.0;10.0;11.0
912;Asiel;Mannen;Vestigingsjaar 1990;2001;100.0;60.0;19.0;11.0;11.0
913;Asiel;Mannen;Vestigingsjaar 1990;2002;100.0;59.0;19.0;12.0;10.0
914;Asiel;Mannen;Vestigingsjaar 1990;2003;100.0;56.0;21.0;13.0;9.0
915;Asiel;Mannen;Vestigingsjaar 1991;1999;100.0;55.0;21.0;7.0;17.0
916;Asiel;Mannen;Vestigingsjaar 1991;2000;100.0;59.0;19.0;8.0;14.0
917;Asiel;Mannen;Vestigingsjaar 1991;2001;100.0;61.0;18.0;8.0;13.0
918;Asiel;Mannen;Vestigingsjaar 1991;2002;100.0;58.0;19.0;9.0;14.0
919;Asiel;Mannen;Vestigingsjaar 1991;2003;100.0;56.0;21.0;10.0;13.0
920;Asiel;Mannen;Vestigingsjaar 1992;1999;100.0;54.0;25.0;4.0;18.0
921;Asiel;Mannen;Vestigingsjaar 1992;2000;100.0;57.0;21.0;5.0;16.0
922;Asiel;Mannen;Vestigingsjaar 1992;2001;100.0;59.0;19.0;5.0;16.0
923;Asiel;Mannen;Vestigingsjaar 1992;2002;100.0;59.0;18.0;6.0;16.0
924;Asiel;Mannen;Vestigingsjaar 1992;2003;100.0;55.0;21.0;7.0;17.0
925;Asiel;Mannen;Vestigingsjaar 1993;1999;100.0;52.0;31.0;2.0;16.0
926;Asiel;Mannen;Vestigingsjaar 1993;2000;100.0;57.0;25.0;3.0;16.0
927;Asiel;Mannen;Vestigingsjaar 1993;2001;100.0;59.0;22.0;3.0;16.0
928;Asiel;Mannen;Vestigingsjaar 1993;2002;100.0;58.0;22.0;4.0;17.0
929;Asiel;Mannen;Vestigingsjaar 1993;2003;100.0;53.0;24.0;4.0;18.0
930;Asiel;Mannen;Vestigingsjaar 1994;1999;100.0;50.0;32.0;1.0;17.0
931;Asiel;Mannen;Vestigingsjaar 1994;2000;100.0;55.0;27.0;2.0;16.0
932;Asiel;Mannen;Vestigingsjaar 1994;2001;100.0;58.0;23.0;3.0;16.0
933;Asiel;Mannen;Vestigingsjaar 1994;2002;100.0;57.0;23.0;3.0;17.0
934;Asiel;Mannen;Vestigingsjaar 1994;2003;100.0;53.0;25.0;4.0;18.0
935;Asiel;Mannen;Vestigingsjaar 1995;1999;100.0;41.0;33.0;1.0;25.0
936;Asiel;Mannen;Vestigingsjaar 1995;2000;100.0;50.0;27.0;2.0;21.0
937;Asiel;Mannen;Vestigingsjaar 1995;2001;100.0;54.0;23.0;2.0;20.0
938;Asiel;Mannen;Vestigingsjaar 1995;2002;100.0;54.0;22.0;3.0;20.0
939;Asiel;Mannen;Vestigingsjaar 1995;2003;100.0;52.0;24.0;3.0;20.0
940;Asiel;Mannen;Vestigingsjaar 1996;1999;100.0;29.0;42.0;1.0;28.0
941;Asiel;Mannen;Vestigingsjaar 1996;2000;100.0;41.0;36.0;1.0;23.0
942;Asiel;Mannen;Vestigingsjaar 1996;2001;100.0;46.0;31.0;2.0;21.0
943;Asiel;Mannen;Vestigingsjaar 1996;2002;100.0;48.0;28.0;2.0;22.0
944;Asiel;Mannen;Vestigingsjaar 1996;2003;100.0;46.0;30.0;2.0;22.0
945;Asiel;Mannen;Vestigingsjaar 1997;1999;100.0;25.0;39.0;1.0;35.0
946;Asiel;Mannen;Vestigingsjaar 1997;2000;100.0;32.0;39.0;1.0;27.0
947;Asiel;Mannen;Vestigingsjaar 1997;2001;100.0;41.0;34.0;1.0;24.0
948;Asiel;Mannen;Vestigingsjaar 1997;2002;100.0;43.0;31.0;1.0;25.0
949;Asiel;Mannen;Vestigingsjaar 1997;2003;100.0;43.0;32.0;2.0;24.0
950;Asiel;Mannen;Vestigingsjaar 1998;1999;100.0;28.0;16.0;1.0;56.0
951;Asiel;Mannen;Vestigingsjaar 1998;2000;100.0;35.0;22.0;1.0;42.0
952;Asiel;Mannen;Vestigingsjaar 1998;2001;100.0;36.0;25.0;1.0;38.0
953;Asiel;Mannen;Vestigingsjaar 1998;2002;100.0;37.0;24.0;1.0;37.0
954;Asiel;Mannen;Vestigingsjaar 1998;2003;100.0;36.0;30.0;1.0;33.0
955;Asiel;Mannen;Vestigingsjaar 1999;1999;100.0;11.0;7.0;0.0;82.0
956;Asiel;Mannen;Vestigingsjaar 1999;2000;100.0;23.0;13.0;1.0;64.0
957;Asiel;Mannen;Vestigingsjaar 1999;2001;100.0;23.0;25.0;1.0;51.0
958;Asiel;Mannen;Vestigingsjaar 1999;2002;100.0;27.0;29.0;1.0;44.0
959;Asiel;Mannen;Vestigingsjaar 1999;2003;100.0;31.0;30.0;1.0;39.0
960;Asiel;Mannen;Vestigingsjaar 2000;1999;;;;;
961;Asiel;Mannen;Vestigingsjaar 2000;2000;100.0;15.0;5.0;1.0;80.0
962;Asiel;Mannen;Vestigingsjaar 2000;2001;100.0;18.0;14.0;1.0;67.0
963;Asiel;Mannen;Vestigingsjaar 2000;2002;100.0;20.0;21.0;1.0;58.0
964;Asiel;Mannen;Vestigingsjaar 2000;2003;100.0;22.0;26.0;1.0;51.0
965;Asiel;Mannen;Vestigingsjaar 2001;1999;;;;;
966;Asiel;Mannen;Vestigingsjaar 2001;2000;;;;;
967;Asiel;Mannen;Vestigingsjaar 2001;2001;100.0;15.0;6.0;0.0;79.0
968;Asiel;Mannen;Vestigingsjaar 2001;2002;100.0;17.0;17.0;0.0;65.0
969;Asiel;Mannen;Vestigingsjaar 2001;2003;100.0;17.0;23.0;0.0;59.0
970;Asiel;Mannen;Vestigingsjaar 2002;1999;;;;;
971;Asiel;Mannen;Vestigingsjaar 2002;2000;;;;;
972;Asiel;Mannen;Vestigingsjaar 2002;2001;;;;;
973;Asiel;Mannen;Vestigingsjaar 2002;2002;100.0;16.0;11.0;0.0;73.0
974;Asiel;Mannen;Vestigingsjaar 2002;2003;100.0;18.0;18.0;0.0;64.0
975;Asiel;Mannen;Vestigingsjaar 2003;1999;;;;;
976;Asiel;Mannen;Vestigingsjaar 2003;2000;;;;;
977;Asiel;Mannen;Vestigingsjaar 2003;2001;;;;;
978;Asiel;Mannen;Vestigingsjaar 2003;2002;;;;;
979;Asiel;Mannen;Vestigingsjaar 2003;2003;100.0;21.0;13.0;1.0;65.0
980;Asiel;Vrouwen;Vestigingsjaar 1990;1999;100.0;31.0;39.0;12.0;18.0
981;Asiel;Vrouwen;Vestigingsjaar 1990;2000;100.0;35.0;38.0;11.0;16.0
982;Asiel;Vrouwen;Vestigingsjaar 1990;2001;100.0;37.0;37.0;12.0;15.0
983;Asiel;Vrouwen;Vestigingsjaar 1990;2002;100.0;37.0;34.0;12.0;17.0
984;Asiel;Vrouwen;Vestigingsjaar 1990;2003;100.0;34.0;36.0;13.0;17.0
985;Asiel;Vrouwen;Vestigingsjaar 1991;1999;100.0;34.0;42.0;6.0;18.0
986;Asiel;Vrouwen;Vestigingsjaar 1991;2000;100.0;37.0;39.0;7.0;17.0
987;Asiel;Vrouwen;Vestigingsjaar 1991;2001;100.0;39.0;36.0;8.0;17.0
988;Asiel;Vrouwen;Vestigingsjaar 1991;2002;100.0;42.0;34.0;8.0;16.0
989;Asiel;Vrouwen;Vestigingsjaar 1991;2003;100.0;39.0;36.0;9.0;16.0
990;Asiel;Vrouwen;Vestigingsjaar 1992;1999;100.0;32.0;41.0;4.0;22.0
991;Asiel;Vrouwen;Vestigingsjaar 1992;2000;100.0;37.0;38.0;6.0;19.0
992;Asiel;Vrouwen;Vestigingsjaar 1992;2001;100.0;39.0;35.0;6.0;20.0
993;Asiel;Vrouwen;Vestigingsjaar 1992;2002;100.0;38.0;34.0;7.0;21.0
994;Asiel;Vrouwen;Vestigingsjaar 1992;2003;100.0;38.0;33.0;8.0;21.0
995;Asiel;Vrouwen;Vestigingsjaar 1993;1999;100.0;27.0;49.0;3.0;21.0
996;Asiel;Vrouwen;Vestigingsjaar 1993;2000;100.0;32.0;43.0;3.0;22.0
997;Asiel;Vrouwen;Vestigingsjaar 1993;2001;100.0;35.0;38.0;4.0;23.0
998;Asiel;Vrouwen;Vestigingsjaar 1993;2002;100.0;38.0;35.0;4.0;24.0
999;Asiel;Vrouwen;Vestigingsjaar 1993;2003;100.0;37.0;34.0;4.0;24.0
1000;Asiel;Vrouwen;Vestigingsjaar 1994;1999;100.0;26.0;49.0;2.0;23.0
1001;Asiel;Vrouwen;Vestigingsjaar 1994;2000;100.0;32.0;43.0;2.0;23.0
1002;Asiel;Vrouwen;Vestigingsjaar 1994;2001;100.0;35.0;38.0;3.0;23.0
1003;Asiel;Vrouwen;Vestigingsjaar 1994;2002;100.0;36.0;35.0;4.0;25.0
1004;Asiel;Vrouwen;Vestigingsjaar 1994;2003;100.0;36.0;34.0;4.0;26.0
1005;Asiel;Vrouwen;Vestigingsjaar 1995;1999;100.0;21.0;48.0;2.0;29.0
1006;Asiel;Vrouwen;Vestigingsjaar 1995;2000;100.0;27.0;43.0;2.0;28.0
1007;Asiel;Vrouwen;Vestigingsjaar 1995;2001;100.0;31.0;39.0;2.0;28.0
1008;Asiel;Vrouwen;Vestigingsjaar 1995;2002;100.0;33.0;36.0;3.0;28.0
1009;Asiel;Vrouwen;Vestigingsjaar 1995;2003;100.0;33.0;35.0;4.0;28.0
1010;Asiel;Vrouwen;Vestigingsjaar 1996;1999;100.0;12.0;57.0;1.0;30.0
1011;Asiel;Vrouwen;Vestigingsjaar 1996;2000;100.0;19.0;52.0;1.0;28.0
1012;Asiel;Vrouwen;Vestigingsjaar 1996;2001;100.0;23.0;47.0;2.0;28.0
1013;Asiel;Vrouwen;Vestigingsjaar 1996;2002;100.0;25.0;44.0;2.0;29.0
1014;Asiel;Vrouwen;Vestigingsjaar 1996;2003;100.0;26.0;42.0;2.0;29.0
1015;Asiel;Vrouwen;Vestigingsjaar 1997;1999;100.0;6.0;51.0;1.0;41.0
1016;Asiel;Vrouwen;Vestigingsjaar 1997;2000;100.0;10.0;57.0;1.0;33.0
1017;Asiel;Vrouwen;Vestigingsjaar 1997;2001;100.0;16.0;52.0;1.0;31.0
1018;Asiel;Vrouwen;Vestigingsjaar 1997;2002;100.0;20.0;46.0;2.0;32.0
1019;Asiel;Vrouwen;Vestigingsjaar 1997;2003;100.0;20.0;45.0;2.0;33.0
1020;Asiel;Vrouwen;Vestigingsjaar 1998;1999;100.0;4.0;27.0;1.0;69.0
1021;Asiel;Vrouwen;Vestigingsjaar 1998;2000;100.0;8.0;38.0;1.0;53.0
1022;Asiel;Vrouwen;Vestigingsjaar 1998;2001;100.0;10.0;44.0;1.0;45.0
1023;Asiel;Vrouwen;Vestigingsjaar 1998;2002;100.0;14.0;44.0;1.0;41.0
1024;Asiel;Vrouwen;Vestigingsjaar 1998;2003;100.0;16.0;47.0;1.0;36.0
1025;Asiel;Vrouwen;Vestigingsjaar 1999;1999;100.0;2.0;10.0;0.0;88.0
1026;Asiel;Vrouwen;Vestigingsjaar 1999;2000;100.0;6.0;19.0;0.0;75.0
1027;Asiel;Vrouwen;Vestigingsjaar 1999;2001;100.0;5.0;40.0;1.0;55.0
1028;Asiel;Vrouwen;Vestigingsjaar 1999;2002;100.0;8.0;44.0;1.0;47.0
1029;Asiel;Vrouwen;Vestigingsjaar 1999;2003;100.0;10.0;47.0;1.0;42.0
1030;Asiel;Vrouwen;Vestigingsjaar 2000;1999;;;;;
1031;Asiel;Vrouwen;Vestigingsjaar 2000;2000;100.0;3.0;6.0;0.0;90.0
1032;Asiel;Vrouwen;Vestigingsjaar 2000;2001;100.0;4.0;19.0;0.0;76.0
1033;Asiel;Vrouwen;Vestigingsjaar 2000;2002;100.0;5.0;28.0;1.0;66.0
1034;Asiel;Vrouwen;Vestigingsjaar 2000;2003;100.0;6.0;36.0;1.0;58.0
1035;Asiel;Vrouwen;Vestigingsjaar 2001;1999;;;;;
1036;Asiel;Vrouwen;Vestigingsjaar 2001;2000;;;;;
1037;Asiel;Vrouwen;Vestigingsjaar 2001;2001;100.0;4.0;7.0;0.0;89.0
1038;Asiel;Vrouwen;Vestigingsjaar 2001;2002;100.0;4.0;19.0;0.0;77.0
1039;Asiel;Vrouwen;Vestigingsjaar 2001;2003;100.0;4.0;27.0;0.0;68.0
1040;Asiel;Vrouwen;Vestigingsjaar 2002;1999;;;;;
1041;Asiel;Vrouwen;Vestigingsjaar 2002;2000;;;;;
1042;Asiel;Vrouwen;Vestigingsjaar 2002;2001;;;;;
1043;Asiel;Vrouwen;Vestigingsjaar 2002;2002;100.0;4.0;10.0;0.0;85.0
1044;Asiel;Vrouwen;Vestigingsjaar 2002;2003;100.0;5.0;20.0;0.0;75.0
1045;Asiel;Vrouwen;Vestigingsjaar 2003;1999;;;;;
1046;Asiel;Vrouwen;Vestigingsjaar 2003;2000;;;;;
1047;Asiel;Vrouwen;Vestigingsjaar 2003;2001;;;;;
1048;Asiel;Vrouwen;Vestigingsjaar 2003;2002;;;;;
1049;Asiel;Vrouwen;Vestigingsjaar 2003;2003;100.0;6.0;13.0;0.0;80.0
