ID;Herkomstgroeperingen;Opleidingsniveau;Beroepsniveau;Perioden;OrganisatiegraadVanWerknemers_1;Mannen15Tot65Jaar_2;Vrouwen15Tot65Jaar_3;k_15Tot25Jaar_4;k_25Tot45Jaar_5;k_45Tot65Jaar_6;LedenVakverenigingTotaal_7;Mannen15Tot65Jaar_8;Vrouwen15Tot65Jaar_9;k_15Tot25Jaar_10;k_25Tot45Jaar_11;k_45Tot65Jaar_12
809;Niet-westers allochtoon;Onderwijsniveau onbekend;Lager beroepsniveau;2006;;;;;;;;;;;;
810;Niet-westers allochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2000;;;;;;;;;;;;
811;Niet-westers allochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2001;;;;;;;;;;;;
812;Niet-westers allochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2002;;;;;;;;;;;;
813;Niet-westers allochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2003;;;;;;;;;;;;
814;Niet-westers allochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2004;;;;;;;;;;;;
815;Niet-westers allochtoon;Onderwijsniveau onbekend;Elementair beroepsniveau;2006;;;;;;;;;;;;
816;Niet-westers allochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2000;;;;;;;;;;;;
817;Niet-westers allochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2001;;;;;;;;;;;;
818;Niet-westers allochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2002;;;;;;;;;;;;
819;Niet-westers allochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2003;;;;;;;;;;;;
820;Niet-westers allochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2004;;;;;;;;;;;;
821;Niet-westers allochtoon;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2006;;;;;;;;;;;;
822;Niet-westers allochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
823;Niet-westers allochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2001;;;;;;;;;;;;
824;Niet-westers allochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
825;Niet-westers allochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2003;;;;;;;;;;;;
826;Niet-westers allochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2004;;;;;;;;;;;;
827;Niet-westers allochtoon;Onderwijsniveau onbekend;Hoger beroepsniveau;2006;;;;;;;;;;;;
828;Niet-westers allochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
829;Niet-westers allochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
830;Niet-westers allochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
831;Niet-westers allochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2003;;;;;;;;;;;;
832;Niet-westers allochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
833;Niet-westers allochtoon;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
834;Niet-westers allochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2000;;;;;;;;;;;;
835;Niet-westers allochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2001;;;;;;;;;;;;
836;Niet-westers allochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2002;;;;;;;;;;;;
837;Niet-westers allochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2003;;;;;;;;;;;;
838;Niet-westers allochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2004;;;;;;;;;;;;
839;Niet-westers allochtoon;Onderwijsniveau onbekend;Beroepsniveau onbekend;2006;;;;;;;;;;;;
