ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;Provinciecode_3;Provincienaam_4;PlaatsnaamPTTWoonplaatsnaam_5;PlaatsnaamGemeentenaam_6;Plaatsnaam_7
2749;Kelmond;888;Beek                                            ;31;Limburg      ;nee;nee;Kelmond                                          
2750;Kelpen;1640;Leudal                                          ;31;Limburg      ;ja ;nee;Kelpen                                           
2751;Kemp, De;957;Roermond                                        ;31;Limburg      ;nee;nee;Kemp, De                                         
2752;Kempkens;860;Veghel                                          ;30;Noord-Brabant;nee;nee;Kempkens                                         
2753;Kenwerd;56;Zuidhorn                                        ;20;Groningen    ;nee;nee;Kenwerd                                          
2754;Kerckebosch;355;Zeist                                           ;26;Utrecht      ;nee;nee;Kerckebosch                                      
2755;Kerensheide;971;Stein                                           ;31;Limburg      ;nee;nee;Kerensheide                                      
2756;Kerk-Avezaath (ged.);281;Tiel                                            ;25;Gelderland   ;ja ;nee;Kerk-Avezaath (ged.)                             
2757;Kerk-Avezaath (ged.);214;Buren                                           ;25;Gelderland   ;ja ;nee;Kerk-Avezaath (ged.)                             
2758;Kerkberg;983;Venlo                                           ;31;Limburg      ;nee;nee;Kerkberg                                         
2759;Kerkbuurt;395;Harenkarspel                                    ;27;Noord-Holland;nee;nee;Kerkbuurt                                        
2760;Kerkbuurt;431;Oostzaan                                        ;27;Noord-Holland;nee;nee;Kerkbuurt                                        
2761;Kerkbuurt;852;Waterland                                       ;27;Noord-Holland;nee;nee;Kerkbuurt                                        
2762;Kerkdriel;263;Maasdriel                                       ;25;Gelderland   ;ja ;nee;Kerkdriel                                        
2763;Kerkeburen;55;Boarnsterhim                                    ;21;Friesland    ;nee;nee;Kerkeburen                                       
2764;Kerkeinde;870;Werkendam                                       ;30;Noord-Brabant;nee;nee;Kerkeinde                                        
2765;Kerkelanden;402;Hilversum                                       ;27;Noord-Holland;nee;nee;Kerkelanden                                      
2766;Kerkenbosch;1690;De Wolden                                       ;22;Drenthe      ;nee;nee;Kerkenbosch                                      
2767;Kerkenveld;1690;De Wolden                                       ;22;Drenthe      ;ja ;nee;Kerkenveld                                       
2768;Kerkhoven;824;Oisterwijk                                      ;30;Noord-Brabant;nee;nee;Kerkhoven                                        
2769;Kerkrade;928;Kerkrade                                        ;31;Limburg      ;ja ;ja ;Kerkrade                                         
2770;Kerkwerve;1676;Schouwen-Duiveland                              ;29;Zeeland      ;ja ;nee;Kerkwerve                                        
2771;Kerkwijk;297;Zaltbommel                                      ;25;Gelderland   ;ja ;nee;Kerkwijk                                         
2772;Kerkwijk;547;Leiderdorp                                      ;28;Zuid-Holland ;nee;nee;Kerkwijk                                         
2773;Kersbergen;355;Zeist                                           ;26;Utrecht      ;nee;nee;Kersbergen                                       
2774;Kerspel-Goor;1735;Hof van Twente                                  ;23;Overijssel   ;nee;nee;Kerspel-Goor                                     
2775;Kessel;808;Lith                                            ;30;Noord-Brabant;nee;nee;Kessel                                           
2776;Kessel;1894;Peel en Maas                                    ;31;Limburg      ;ja ;nee;Kessel                                           
2777;Kesseleik;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Kesseleik                                        
2778;Kesteren;1740;Neder-Betuwe                                    ;25;Gelderland   ;ja ;nee;Kesteren                                         
2779;Keten;502;Capelle aan den IJssel                          ;28;Zuid-Holland ;nee;nee;Keten                                            
2780;Kethel;606;Schiedam                                        ;28;Zuid-Holland ;nee;nee;Kethel                                           
2781;Keunenhoek;1706;Cranendonck                                     ;30;Noord-Brabant;nee;nee;Keunenhoek                                       
2782;Keup;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Keup                                             
2783;Keuperheide;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Keuperheide                                      
2784;Keuter;1507;Horst aan de Maas                               ;31;Limburg      ;nee;nee;Keuter                                           
2785;Keyenberg;274;Renkum                                          ;25;Gelderland   ;nee;nee;Keyenberg                                        
2786;Kibbelgaarn;47;Veendam                                         ;20;Groningen    ;nee;nee;Kibbelgaarn                                      
2787;Kibbelveen;109;Coevorden                                       ;22;Drenthe      ;nee;nee;Kibbelveen                                       
2788;Kie, De;70;Franekeradeel                                   ;21;Friesland    ;nee;nee;Kie, De                                          
2789;Kiel, De;109;Coevorden                                       ;22;Drenthe      ;ja ;nee;Kiel, De                                         
2790;Kielwindeweer;18;Hoogezand-Sappemeer                             ;20;Groningen    ;ja ;nee;Kielwindeweer                                    
2791;Kiesterzijl;70;Franekeradeel                                   ;21;Friesland    ;nee;nee;Kiesterzijl                                      
2792;Kievitsdel;274;Renkum                                          ;25;Gelderland   ;nee;nee;Kievitsdel                                       
2793;Kievitshaar;160;Hardenberg                                      ;23;Overijssel   ;nee;nee;Kievitshaar                                      
2794;Kievitsheide;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Kievitsheide                                     
2795;Kievitswaard;870;Werkendam                                       ;30;Noord-Brabant;nee;nee;Kievitswaard                                     
2796;Kijfhoek;642;Zwijndrecht                                     ;28;Zuid-Holland ;nee;nee;Kijfhoek                                         
2797;Kijkduin;518;'s-Gravenhage                                   ;28;Zuid-Holland ;nee;nee;Kijkduin                                         
2798;Kijkuit;715;Terneuzen                                       ;29;Zeeland      ;nee;nee;Kijkuit                                          
2799;Kilder;1955;Montferland                                     ;25;Gelderland   ;ja ;nee;Kilder                                           
2800;Kille;870;Werkendam                                       ;30;Noord-Brabant;nee;nee;Kille                                            
2801;Kimswerd;710;Wûnseradiel                                     ;21;Friesland    ;ja ;nee;Kimswerd                                         
2802;Kinderbos;757;Boxtel                                          ;30;Noord-Brabant;nee;nee;Kinderbos                                        
2803;Kinderdijk (ged.);482;Alblasserdam                                    ;28;Zuid-Holland ;nee;nee;Kinderdijk (ged.)                                
2804;Kinderdijk (ged.);571;Nieuw-Lekkerland                                ;28;Zuid-Holland ;ja ;nee;Kinderdijk (ged.)                                
2805;Kingmatille;70;Franekeradeel                                   ;21;Friesland    ;nee;nee;Kingmatille                                      
2806;Kinkhoven;1640;Leudal                                          ;31;Limburg      ;nee;nee;Kinkhoven                                        
2807;Kinnum;93;Terschelling                                    ;21;Friesland    ;ja ;nee;Kinnum                                           
2808;Kitskensberg;957;Roermond                                        ;31;Limburg      ;nee;nee;Kitskensberg                                     
2809;Klaarstraat;946;Nederweert                                      ;31;Limburg      ;nee;nee;Klaarstraat                                      
2810;Klaaswaal;611;Cromstrijen                                     ;28;Zuid-Holland ;ja ;nee;Klaaswaal                                        
2811;Kladde;851;Steenbergen                                     ;30;Noord-Brabant;nee;nee;Kladde                                           
2812;Klappenberg;777;Etten-Leur                                      ;30;Noord-Brabant;nee;nee;Klappenberg                                      
2813;Klarenbeek;202;Arnhem                                          ;25;Gelderland   ;nee;nee;Klarenbeek                                       
2814;Klarenbeek (ged.);200;Apeldoorn                                       ;25;Gelderland   ;ja ;nee;Klarenbeek (ged.)                                
2815;Klarenbeek (ged.);285;Voorst                                          ;25;Gelderland   ;ja ;nee;Klarenbeek (ged.)                                
2816;Klarendal;202;Arnhem                                          ;25;Gelderland   ;nee;nee;Klarendal                                        
2817;Klatering;1731;Midden-Drenthe                                  ;22;Drenthe      ;nee;nee;Klatering                                        
2818;Klazienaveen;114;Emmen                                           ;22;Drenthe      ;ja ;nee;Klazienaveen                                     
2819;Kleef, Ter;392;Haarlem                                         ;27;Noord-Holland;nee;nee;Kleef, Ter                                       
2820;Klei;1663;De Marne                                        ;20;Groningen    ;nee;nee;Klei                                             
2821;Klei, De;575;Noordwijk                                       ;28;Zuid-Holland ;nee;nee;Klei, De                                         
2822;Klein Amsterdam;1581;Utrechtse Heuvelrug                             ;26;Utrecht      ;nee;nee;Klein Amsterdam                                  
2823;Klein Dochteren;262;Lochem                                          ;25;Gelderland   ;nee;nee;Klein Dochteren                                  
2824;Klein Garnwerd;53;Winsum                                          ;20;Groningen    ;nee;nee;Klein Garnwerd                                   
2825;Klein Genhout;888;Beek                                            ;31;Limburg      ;nee;nee;Klein Genhout                                    
2826;Klein Linden;1684;Cuijk                                           ;30;Noord-Brabant;nee;nee;Klein Linden                                     
2827;Klein Wetsinge;53;Winsum                                          ;20;Groningen    ;nee;nee;Klein Wetsinge                                   
2828;Klein-Brabant;1714;Sluis                                           ;29;Zeeland      ;nee;nee;Klein-Brabant                                    
2829;Kleinder-Liempde;757;Boxtel                                          ;30;Noord-Brabant;nee;nee;Kleinder-Liempde                                 
2830;Klein-Doenrade;962;Schinnen                                        ;31;Limburg      ;nee;nee;Klein-Doenrade                                   
2831;Klein-Dongen;766;Dongen                                          ;30;Noord-Brabant;nee;nee;Klein-Dongen                                     
2832;Kleine Drieromers;80;Leeuwarden                                      ;21;Friesland    ;nee;nee;Kleine Drieromers                                
2833;Kleine Hoeven;847;Someren                                         ;30;Noord-Brabant;nee;nee;Kleine Hoeven                                    
2834;Kleine Horst;893;Bergen (L.)                                     ;31;Limburg      ;nee;nee;Kleine Horst                                     
2835;Kleine Huisjes;1663;De Marne                                        ;20;Groningen    ;nee;nee;Kleine Huisjes                                   
2836;Kleine Meers;971;Stein                                           ;31;Limburg      ;nee;nee;Kleine Meers                                     
2837;Kleine Sluis;366;Anna Paulowna                                   ;27;Noord-Holland;nee;nee;Kleine Sluis                                     
2838;Kleine Voort;798;Hilvarenbeek                                    ;30;Noord-Brabant;nee;nee;Kleine Voort                                     
2839;Kleine Zilk;576;Noordwijkerhout                                 ;28;Zuid-Holland ;nee;nee;Kleine Zilk                                      
2840;Kleine-Lindt;642;Zwijndrecht                                     ;28;Zuid-Holland ;nee;nee;Kleine-Lindt                                     
2841;Kleinemeer;18;Hoogezand-Sappemeer                             ;20;Groningen    ;nee;nee;Kleinemeer                                       
2842;Klein-Groningen;86;Opsterland                                      ;21;Friesland    ;nee;nee;Klein-Groningen                                  
2843;Klein-Harkstede;40;Slochteren                                      ;20;Groningen    ;nee;nee;Klein-Harkstede                                  
2844;Klein-Oekel;879;Zundert                                         ;30;Noord-Brabant;nee;nee;Klein-Oekel                                      
2845;Klein-Oosterwijk;545;Leerdam                                         ;28;Zuid-Holland ;nee;nee;Klein-Oosterwijk                                 
2846;Klein-Schoot;1706;Cranendonck                                     ;30;Noord-Brabant;nee;nee;Klein-Schoot                                     
2847;Klein-Ulsda;7;Bellingwedde                                    ;20;Groningen    ;nee;nee;Klein-Ulsda                                      
2848;Klein-Zundert;879;Zundert                                         ;30;Noord-Brabant;nee;nee;Klein-Zundert                                    
2849;Klem, De;617;Strijen                                         ;28;Zuid-Holland ;nee;nee;Klem, De                                         
2850;Kleverskerke;687;Middelburg                                      ;29;Zeeland      ;nee;nee;Kleverskerke                                     
2851;Klijndijk;1681;Borger-Odoorn                                   ;22;Drenthe      ;ja ;nee;Klijndijk                                        
2852;Klimmen;986;Voerendaal                                      ;31;Limburg      ;ja ;nee;Klimmen                                          
2853;Kling;881;Onderbanken                                     ;31;Limburg      ;nee;nee;Kling                                            
2854;Klingelbeek;202;Arnhem                                          ;25;Gelderland   ;nee;nee;Klingelbeek                                      
2855;Klingelsberg;899;Brunssum                                        ;31;Limburg      ;nee;nee;Klingelsberg                                     
2856;Klinkenberg;214;Buren                                           ;25;Gelderland   ;nee;nee;Klinkenberg                                      
2857;Kloetinge;664;Goes                                            ;29;Zeeland      ;ja ;nee;Kloetinge                                        
2858;Klomp, De;228;Ede                                             ;25;Gelderland   ;ja ;nee;Klomp, De                                        
2859;Klooster, Achter het;1640;Leudal                                          ;31;Limburg      ;nee;nee;Klooster, Achter het                             
2860;Kloosterbosch;928;Kerkrade                                        ;31;Limburg      ;nee;nee;Kloosterbosch                                    
2861;Kloosterburen;1663;De Marne                                        ;20;Groningen    ;ja ;nee;Kloosterburen                                    
2862;Kloosterdijk;175;Ommen                                           ;23;Overijssel   ;nee;nee;Kloosterdijk                                     
2863;Kloosterhaar;160;Hardenberg                                      ;23;Overijssel   ;ja ;nee;Kloosterhaar                                     
2864;Kloosterhoek;796;'s-Hertogenbosch                                ;30;Noord-Brabant;nee;nee;Kloosterhoek                                     
2865;Klooster-Lidlum;70;Franekeradeel                                   ;21;Friesland    ;ja ;nee;Klooster-Lidlum                                  
2866;Kloosterveen;106;Assen                                           ;22;Drenthe      ;nee;nee;Kloosterveen                                     
2867;Kloosterzande;677;Hulst                                           ;29;Zeeland      ;ja ;nee;Kloosterzande                                    
2868;Klosse, De;1708;Steenwijkerland                                 ;23;Overijssel   ;nee;nee;Klosse, De                                       
2869;Kluis;252;Heumen                                          ;25;Gelderland   ;nee;nee;Kluis                                            
2870;Klundert;1709;Moerdijk                                        ;30;Noord-Brabant;ja ;nee;Klundert                                         
2871;Klutsdorp;748;Bergen op Zoom                                  ;30;Noord-Brabant;nee;nee;Klutsdorp                                        
2872;Knegsel;770;Eersel                                          ;30;Noord-Brabant;ja ;nee;Knegsel                                          
2873;Knijp, De;1651;Eemsmond                                        ;20;Groningen    ;nee;nee;Knijp, De                                        
2874;Knikkerdorp;893;Bergen (L.)                                     ;31;Limburg      ;nee;nee;Knikkerdorp                                      
2875;Knipe, De;74;Heerenveen                                      ;21;Friesland    ;ja ;nee;Knipe, De                                        
2876;Knolle;85;Ooststellingwerf                                ;21;Friesland    ;nee;nee;Knolle                                           
2877;Knollendam, West-;479;Zaanstad                                        ;27;Noord-Holland;ja ;nee;Knollendam, West-                                
2878;Kockengen;311;Breukelen                                       ;26;Utrecht      ;ja ;nee;Kockengen                                        
2879;Koedijk;361;Alkmaar                                         ;27;Noord-Holland;ja ;nee;Koedijk                                          
2880;Koedood (ged.);489;Barendrecht                                     ;28;Zuid-Holland ;nee;nee;Koedood (ged.)                                   
2881;Koedood (ged.);613;Albrandswaard                                   ;28;Zuid-Holland ;nee;nee;Koedood (ged.)                                   
2882;Koegras, Het;400;Den Helder                                      ;27;Noord-Holland;nee;nee;Koegras, Het                                     
2883;Koehool;70;Franekeradeel                                   ;21;Friesland    ;nee;nee;Koehool                                          
2884;Koehoorn;1731;Midden-Drenthe                                  ;22;Drenthe      ;nee;nee;Koehoorn                                         
2885;Koekange;1690;De Wolden                                       ;22;Drenthe      ;ja ;nee;Koekange                                         
2886;Koekangerveld;1690;De Wolden                                       ;22;Drenthe      ;nee;nee;Koekangerveld                                    
2887;Koevering;846;Sint-Oedenrode                                  ;30;Noord-Brabant;nee;nee;Koevering                                        
2888;Koevering;851;Steenbergen                                     ;30;Noord-Brabant;nee;nee;Koevering                                        
2889;Koewacht;715;Terneuzen                                       ;29;Zeeland      ;ja ;nee;Koewacht                                         
2890;Kokkelert;1711;Echt-Susteren                                   ;31;Limburg      ;nee;nee;Kokkelert                                        
2891;Koldenburg;85;Ooststellingwerf                                ;21;Friesland    ;nee;nee;Koldenburg                                       
2892;Kolderveen;119;Meppel                                          ;22;Drenthe      ;nee;nee;Kolderveen                                       
2893;Kolderveense Bovenboer;119;Meppel                                          ;22;Drenthe      ;nee;nee;Kolderveense Bovenboer                           
2894;Kolderwolde;653;Gaasterlân-Sleat                                ;21;Friesland    ;ja ;nee;Kolderwolde                                      
2895;Kolham;40;Slochteren                                      ;20;Groningen    ;ja ;nee;Kolham                                           
2896;Koggenland;1598;Koggenland                                      ;27;Noord-Holland;nee;ja ;Koggenland                                       
2897;Kolhol;24;Loppersum                                       ;20;Groningen    ;nee;nee;Kolhol                                           
2898;Kolhorn;412;Niedorp                                         ;27;Noord-Holland;ja ;nee;Kolhorn                                          
2899;Kollum;79;Kollumerland en Nieuwkruisland                  ;21;Friesland    ;ja ;nee;Kollum                                           
2900;Kollumerland en Nieuwkruisland;79;Kollumerland en Nieuwkruisland                  ;21;Friesland    ;nee;ja ;Kollumerland en Nieuwkruisland                   
2901;Kollumerpomp;79;Kollumerland en Nieuwkruisland                  ;21;Friesland    ;ja ;nee;Kollumerpomp                                     
2902;Kollumerzwaag;79;Kollumerland en Nieuwkruisland                  ;21;Friesland    ;ja ;nee;Kollumerzwaag                                    
2903;Kommerdijk;1705;Lingewaard                                      ;25;Gelderland   ;nee;nee;Kommerdijk                                       
2904;Kommerzijl;56;Zuidhorn                                        ;20;Groningen    ;ja ;nee;Kommerzijl                                       
2905;Koningsbosch;1711;Echt-Susteren                                   ;31;Limburg      ;ja ;nee;Koningsbosch                                     
2906;Koningsbuurt;70;Franekeradeel                                   ;21;Friesland    ;nee;nee;Koningsbuurt                                     
2907;Koningshoeven;855;Tilburg                                         ;30;Noord-Brabant;nee;nee;Koningshoeven                                    
2908;Koningslust;1894;Peel en Maas                                    ;31;Limburg      ;ja ;nee;Koningslust                                      
2909;Koog aan de Zaan;479;Zaanstad                                        ;27;Noord-Holland;ja ;nee;Koog aan de Zaan                                 
2910;Koog Zaandijk;479;Zaanstad                                        ;27;Noord-Holland;nee;nee;Koog Zaandijk                                    
2911;Koog, De;448;Texel                                           ;27;Noord-Holland;ja ;nee;Koog, De                                         
2912;Koog, De;450;Uitgeest                                        ;27;Noord-Holland;nee;nee;Koog, De                                         
2913;Kooihuizen;710;Wûnseradiel                                     ;21;Friesland    ;nee;nee;Kooihuizen                                       
2914;Kooldert;856;Uden                                            ;30;Noord-Brabant;nee;nee;Kooldert                                         
2915;Koolhof, De;762;Deurne                                          ;30;Noord-Brabant;nee;nee;Koolhof, De                                      
2916;Koolwijk;623;Vlist                                           ;28;Zuid-Holland ;nee;nee;Koolwijk                                         
2917;Koolwijk;828;Oss                                             ;30;Noord-Brabant;nee;nee;Koolwijk                                         
2918;Kooten;59;Achtkarspelen                                   ;21;Friesland    ;nee;nee;Kooten                                           
2919;Kootstertille;59;Achtkarspelen                                   ;21;Friesland    ;ja ;nee;Kootstertille                                    
2920;Kootwijk;203;Barneveld                                       ;25;Gelderland   ;ja ;nee;Kootwijk                                         
2921;Kootwijkerbroek;203;Barneveld                                       ;25;Gelderland   ;ja ;nee;Kootwijkerbroek                                  
2922;Kooy, De;400;Den Helder                                      ;27;Noord-Holland;nee;nee;Kooy, De                                         
2923;Kop van 't Land;505;Dordrecht                                       ;28;Zuid-Holland ;nee;nee;Kop van 't Land                                  
2924;Kop, De;263;Maasdriel                                       ;25;Gelderland   ;nee;nee;Kop, De                                          
2925;Kopstukken;37;Stadskanaal                                     ;20;Groningen    ;nee;nee;Kopstukken                                       
2926;Korendijk;588;Korendijk                                       ;28;Zuid-Holland ;nee;ja ;Korendijk                                        
2927;Korengarst;1987;Menterwolde                                     ;20;Groningen    ;nee;nee;Korengarst                                       
2928;Korn;870;Werkendam                                       ;30;Noord-Brabant;nee;nee;Korn                                             
2929;Kornhorn;15;Grootegast                                      ;20;Groningen    ;ja ;nee;Kornhorn                                         
2930;Kornwerderzand;710;Wûnseradiel                                     ;21;Friesland    ;ja ;nee;Kornwerderzand                                   
2931;Korrewegwijk;14;Groningen                                       ;20;Groningen    ;nee;nee;Korrewegwijk                                     
2932;Korte Akkeren;513;Gouda                                           ;28;Zuid-Holland ;nee;nee;Korte Akkeren                                    
2933;Korte Akkers;47;Veendam                                         ;20;Groningen    ;nee;nee;Korte Akkers                                     
2934;Korte Heide;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Korte Heide                                      
2935;Kortehemmen;90;Smallingerland                                  ;21;Friesland    ;ja ;nee;Kortehemmen                                      
2936;Kortendijk;1674;Roosendaal                                      ;30;Noord-Brabant;nee;nee;Kortendijk                                       
2937;Kortenhoef;1696;Wijdemeren                                      ;27;Noord-Holland;ja ;nee;Kortenhoef                                       
2938;Kortenhoeven;707;Zederik                                         ;28;Zuid-Holland ;nee;nee;Kortenhoeven                                     
2939;Kortenoord;1892;Zuidplas                                        ;28;Zuid-Holland ;nee;nee;Kortenoord                                       
2940;Korteraar;569;Nieuwkoop                                       ;28;Zuid-Holland ;nee;nee;Korteraar                                        
2941;Kortezwaag;86;Opsterland                                      ;21;Friesland    ;nee;nee;Kortezwaag                                       
2942;Kortgene;1695;Noord-Beveland                                  ;29;Zeeland      ;ja ;nee;Kortgene                                         
2943;Kortgerecht;545;Leerdam                                         ;28;Zuid-Holland ;nee;nee;Kortgerecht                                      
2944;Kort-Haarlem;513;Gouda                                           ;28;Zuid-Holland ;nee;nee;Kort-Haarlem                                     
2945;Kortland (polder);542;Krimpen aan den IJssel                          ;28;Zuid-Holland ;nee;nee;Kortland (polder)                                
2946;Kortrijk;311;Breukelen                                       ;26;Utrecht      ;nee;nee;Kortrijk                                         
2947;Kortwoude;59;Achtkarspelen                                   ;21;Friesland    ;nee;nee;Kortwoude                                        
2948;Korvel;855;Tilburg                                         ;30;Noord-Brabant;nee;nee;Korvel                                           
2949;Kostverloren;362;Amstelveen                                      ;27;Noord-Holland;nee;nee;Kostverloren                                     
2950;Kostverloren;1895;Oldambt                                         ;20;Groningen    ;nee;nee;Kostverloren                                     
2951;Kostverlorenbocht;362;Amstelveen                                      ;27;Noord-Holland;nee;nee;Kostverlorenbocht                                
2952;Kostvlies;1680;Aa en Hunze                                     ;22;Drenthe      ;nee;nee;Kostvlies                                        
2953;Kotman, Het;153;Enschede                                        ;23;Overijssel   ;nee;nee;Kotman, Het                                      
2954;Kotten;294;Winterswijk                                     ;25;Gelderland   ;ja ;nee;Kotten                                           
2955;Koudehuizen;710;Wûnseradiel                                     ;21;Friesland    ;nee;nee;Koudehuizen                                      
2956;Koudekerk aan den Rijn;1672;Rijnwoude                                       ;28;Zuid-Holland ;ja ;nee;Koudekerk aan den Rijn                           
2957;Koudekerke;717;Veere                                           ;29;Zeeland      ;ja ;nee;Koudekerke                                       
2958;Koudenhoek;7;Bellingwedde                                    ;20;Groningen    ;nee;nee;Koudenhoek                                       
2959;Koudenhoek;1734;Overbetuwe                                      ;25;Gelderland   ;nee;nee;Koudenhoek                                       
2960;Koudhoorn;273;Putten                                          ;25;Gelderland   ;nee;nee;Koudhoorn                                        
2961;Koudum;104;Nijefurd                                        ;21;Friesland    ;ja ;nee;Koudum                                           
2962;Koufurderrige;683;Wymbritseradiel                                 ;21;Friesland    ;ja ;nee;Koufurderrige                                    
2963;Koulen;986;Voerendaal                                      ;31;Limburg      ;nee;nee;Koulen                                           
2964;Kraan;946;Nederweert                                      ;31;Limburg      ;nee;nee;Kraan                                            
2965;Kraan, De;855;Tilburg                                         ;30;Noord-Brabant;nee;nee;Kraan, De                                        
2966;Kraanmeer;860;Veghel                                          ;30;Noord-Brabant;nee;nee;Kraanmeer                                        
2967;Kraanven;809;Loon op Zand                                    ;30;Noord-Brabant;nee;nee;Kraanven                                         
2968;Kraats, De;228;Ede                                             ;25;Gelderland   ;nee;nee;Kraats, De                                       
2969;Krabbendam;395;Harenkarspel                                    ;27;Noord-Holland;nee;nee;Krabbendam                                       
2970;Krabbendijke;703;Reimerswaal                                     ;29;Zeeland      ;ja ;nee;Krabbendijke                                     
2971;Krachtighuizen;273;Putten                                          ;25;Gelderland   ;nee;nee;Krachtighuizen                                   
2972;Kraggenburg;171;Noordoostpolder                                 ;24;Flevoland    ;ja ;nee;Kraggenburg                                      
2973;Krakeel;118;Hoogeveen                                       ;22;Drenthe      ;nee;nee;Krakeel                                          
2974;Kralingen;504;Dirksland                                       ;28;Zuid-Holland ;nee;nee;Kralingen                                        
2975;Kralingen;599;Rotterdam                                       ;28;Zuid-Holland ;nee;nee;Kralingen                                        
2976;Kraloo;1690;De Wolden                                       ;22;Drenthe      ;nee;nee;Kraloo                                           
2977;Kranenburg;1876;Bronckhorst                                     ;25;Gelderland   ;nee;nee;Kranenburg                                       
2978;Kranendijk;580;Oostflakkee                                     ;28;Zuid-Holland ;nee;nee;Kranendijk                                       
2979;Krassum;53;Winsum                                          ;20;Groningen    ;nee;nee;Krassum                                          
2980;Krauwelgorsse Polder;1709;Moerdijk                                        ;30;Noord-Brabant;nee;nee;Krauwelgorsse Polder                             
2981;Kreek;1709;Moerdijk                                        ;30;Noord-Brabant;nee;nee;Kreek                                            
2982;Kreielt;770;Eersel                                          ;30;Noord-Brabant;nee;nee;Kreielt                                          
2983;Kreijel;946;Nederweert                                      ;31;Limburg      ;nee;nee;Kreijel                                          
2984;Kreijl;1658;Heeze-Leende                                    ;30;Noord-Brabant;nee;nee;Kreijl                                           
2985;Kreileroord;463;Wieringermeer                                   ;27;Noord-Holland;ja ;nee;Kreileroord                                      
2986;Kreitsberg;1685;Landerd                                         ;30;Noord-Brabant;nee;nee;Kreitsberg                                       
2987;Krewerd;10;Delfzijl                                        ;20;Groningen    ;ja ;nee;Krewerd                                          
2988;Krichelberg;928;Kerkrade                                        ;31;Limburg      ;nee;nee;Krichelberg                                      
2989;Krim, De;160;Hardenberg                                      ;23;Overijssel   ;ja ;nee;Krim, De                                         
2990;Krimpen aan de Lek;643;Nederlek                                        ;28;Zuid-Holland ;ja ;nee;Krimpen aan de Lek                               
2991;Krimpen aan den IJssel;542;Krimpen aan den IJssel                          ;28;Zuid-Holland ;ja ;ja ;Krimpen aan den IJssel                           
2992;Kring van Dorth;262;Lochem                                          ;25;Gelderland   ;ja ;nee;Kring van Dorth                                  
2993;Kroddeburen;9;Ten Boer                                        ;20;Groningen    ;nee;nee;Kroddeburen                                      
2994;Kroeven, De;1674;Roosendaal                                      ;30;Noord-Brabant;nee;nee;Kroeven, De                                      
2995;Kromme Mijdrecht;736;De Ronde Venen                                  ;26;Utrecht      ;nee;nee;Kromme Mijdrecht                                 
2996;Kromme Rade;1696;Wijdemeren                                      ;27;Noord-Holland;nee;nee;Kromme Rade                                      
2997;Kromme-Elleboog;1895;Oldambt                                         ;20;Groningen    ;nee;nee;Kromme-Elleboog                                  
2998;Krommenie;479;Zaanstad                                        ;27;Noord-Holland;ja ;nee;Krommenie                                        
2999;Krommeniedijk;479;Zaanstad                                        ;27;Noord-Holland;nee;nee;Krommeniedijk                                    
3000;Kromwijk;632;Woerden                                         ;26;Utrecht      ;nee;nee;Kromwijk                                         
3001;Kronenberg;1507;Horst aan de Maas                               ;31;Limburg      ;ja ;nee;Kronenberg                                       
3002;Kronenburg;362;Amstelveen                                      ;27;Noord-Holland;nee;nee;Kronenburg                                       
3003;Kroost, De;355;Zeist                                           ;26;Utrecht      ;nee;nee;Kroost, De                                       
3004;Kropswolde;18;Hoogezand-Sappemeer                             ;20;Groningen    ;ja ;nee;Kropswolde                                       
3005;Krosselt, De;983;Venlo                                           ;31;Limburg      ;nee;nee;Krosselt, De                                     
3006;Kruiningen;703;Reimerswaal                                     ;29;Zeeland      ;ja ;nee;Kruiningen                                       
3007;Kruiningergors;614;Westvoorne                                      ;28;Zuid-Holland ;nee;nee;Kruiningergors                                   
3008;Kruis;1658;Heeze-Leende                                    ;30;Noord-Brabant;nee;nee;Kruis                                            
3009;Kruis, 't;398;Heerhugowaard                                   ;27;Noord-Holland;nee;nee;Kruis, 't                                        
3010;Kruisberg;222;Doetinchem                                      ;25;Gelderland   ;nee;nee;Kruisberg                                        
3011;Kruisdijk;1714;Sluis                                           ;29;Zeeland      ;nee;nee;Kruisdijk                                        
3012;Kruisdorp;677;Hulst                                           ;29;Zeeland      ;nee;nee;Kruisdorp                                        
3013;Kruiselwerk;765;Pekela                                          ;20;Groningen    ;nee;nee;Kruiselwerk                                      
3014;Kruishaar;267;Nijkerk                                         ;25;Gelderland   ;nee;nee;Kruishaar                                        
3015;Kruisland;851;Steenbergen                                     ;30;Noord-Brabant;ja ;nee;Kruisland                                        
3016;Kruisschot;1659;Laarbeek                                        ;30;Noord-Brabant;nee;nee;Kruisschot                                       
3017;Kruisstraat;796;'s-Hertogenbosch                                ;30;Noord-Brabant;nee;nee;Kruisstraat                                      
3018;Kruisstraat;1655;Halderberge                                     ;30;Noord-Brabant;nee;nee;Kruisstraat                                      
3019;Kruisweg;1621;Lansingerland                                   ;28;Zuid-Holland ;nee;nee;Kruisweg                                         
3020;Kruisweg;1663;De Marne                                        ;20;Groningen    ;nee;nee;Kruisweg                                         
