ID;ApparatenVervoerMaterieelEnOverig;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
1795;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 december;;;11.0;32.0;kg                       
1796;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 ;1.0;39.0;277.0;646.0;kg                       
1797;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 januari;;;;;                         
1798;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 februari;;;0.0;1105.0;kg                       
1799;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 maart;;;0.0;2.0;kg                       
1800;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 april;;;10.0;32.0;kg                       
1801;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 mei;;;;;                         
1802;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 juni;;;;;                         
1803;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 juli;;;14.0;5.0;kg                       
1804;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 augustus;;;;;                         
1805;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 september;;;;;                         
1806;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 oktober;;;62.0;375.0;kg                       
1807;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 november;;;;;                         
1808;8401400000 Delen van kernreactoren, n...;Totaal landen;2014 december;;;;;                         
1809;8401400000 Delen van kernreactoren, n...;Totaal landen;2014;;;86.0;1519.0;kg                       
1810;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 januari;0.0;8.0;;;kg                       
1811;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 februari;0.0;8.0;45.0;131.0;kg                       
1812;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 maart;0.0;10.0;16.0;49.0;kg                       
1813;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 april;0.0;12.0;;;kg                       
1814;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 mei;0.0;12.0;;;kg                       
1815;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 juni;0.0;13.0;2.0;12.0;kg                       
1816;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 juli;0.0;10.0;;;kg                       
1817;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 augustus;0.0;9.0;4.0;3.0;kg                       
1818;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 september;0.0;11.0;25.0;69.0;kg                       
1819;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 oktober;0.0;11.0;;;kg                       
1820;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 november;0.0;10.0;9.0;14.0;kg                       
1821;8401400000 Delen van kernreactoren, n...;Totaal landen;2015 december;4.0;12.0;10.0;16.0;kg                       
1822;8401400000 Delen van kernreactoren, n...;Totaal landen;2015;4.0;126.0;111.0;294.0;kg                       
1823;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 januari;76.0;2.0;;;kg                       
1824;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 februari;;;;;                         
1825;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 maart;;;;;                         
1826;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 april;;;;;                         
1827;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 mei;;;;;                         
1828;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 juni;;;4.0;53.0;kg                       
1829;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 juli;;;;;                         
1830;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 augustus;;;2.0;6.0;kg                       
1831;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 september;;;;;                         
1832;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 oktober;583.0;1.0;;;kg                       
1833;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 november;1.0;44.0;;;kg                       
1834;8401400000 Delen van kernreactoren, n...;Totaal landen;2016 december;1.0;57.0;;;kg                       
1835;8401400000 Delen van kernreactoren, n...;Totaal landen;2016;661.0;104.0;6.0;59.0;kg                       
1836;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 januari;0.0;0.0;;;kg                       
1837;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 februari;0.0;0.0;;;kg                       
1838;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 maart;0.0;0.0;;;kg                       
1839;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 april;197.0;108.0;5.0;105.0;kg                       
1840;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 mei;4.0;8.0;;;kg                       
1841;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 juni;0.0;0.0;12.0;16.0;kg                       
1842;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 juli;0.0;0.0;;;kg                       
1843;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 augustus;0.0;0.0;0.0;20.0;kg                       
1844;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 september;0.0;0.0;0.0;2.0;kg                       
1845;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 oktober;0.0;0.0;;;kg                       
1846;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 november;0.0;0.0;;;kg                       
1847;8401400000 Delen van kernreactoren, n...;Totaal landen;2017 december;0.0;0.0;1.0;77.0;kg                       
1848;8401400000 Delen van kernreactoren, n...;Totaal landen;2017;201.0;116.0;19.0;220.0;kg                       
1849;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 januari;44.0;2700.0;;;kg                       
1850;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 februari;0.0;0.0;;;kg                       
1851;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 maart;0.0;0.0;0.0;8.0;kg                       
1852;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 april;0.0;0.0;;;kg                       
1853;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 mei;0.0;0.0;;;kg                       
1854;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 juni;447.0;220.0;3.0;20.0;kg                       
1855;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 juli;0.0;0.0;;;kg                       
1856;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 augustus;0.0;0.0;;;kg                       
1857;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 september;19.0;70.0;;;kg                       
1858;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 oktober;0.0;0.0;282.0;160.0;kg                       
1859;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 november;0.0;0.0;;;kg                       
1860;8401400000 Delen van kernreactoren, n...;Totaal landen;2018 december;262.0;436.0;;;kg                       
1861;8401400000 Delen van kernreactoren, n...;Totaal landen;2018;772.0;3426.0;285.0;188.0;kg                       
1862;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 januari;16.0;1646.0;1.0;21.0;kg                       
1863;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 februari;;;0.0;11.0;kg                       
1864;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 maart;;;0.0;13.0;kg                       
1865;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 april;15.0;30.0;2.0;19.0;kg                       
1866;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 mei;;;0.0;15.0;kg                       
1867;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 juni;;;0.0;12.0;kg                       
1868;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 juli;;;2.0;33.0;kg                       
1869;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 augustus;;;0.0;9.0;kg                       
1870;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 september;;;0.0;11.0;kg                       
1871;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 oktober;;;0.0;10.0;kg                       
1872;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 november;;;0.0;10.0;kg                       
1873;8401400000 Delen van kernreactoren, n...;Totaal landen;2019 december;;;0.0;9.0;kg                       
1874;8401400000 Delen van kernreactoren, n...;Totaal landen;2019;31.0;1676.0;8.0;173.0;kg                       
1875;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 januari;;;1.0;14.0;kg                       
1876;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 februari;;;1.0;20.0;kg                       
1877;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 maart;;;1.0;12.0;kg                       
1878;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 april;;;1.0;24.0;kg                       
1879;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 mei;;;3.0;116.0;kg                       
1880;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 juni;167.0;95.0;1.0;18.0;kg                       
1881;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 juli;;;1.0;10.0;kg                       
1882;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 augustus;;;2.0;18.0;kg                       
1883;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 september;;;1.0;6.0;kg                       
1884;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 oktober;;;1.0;16.0;kg                       
1885;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 november;4.0;1.0;2.0;48.0;kg                       
1886;8401400000 Delen van kernreactoren, n...;Totaal landen;2020 december;;;4.0;247.0;kg                       
1887;8401400000 Delen van kernreactoren, n...;Totaal landen;2020;171.0;96.0;17.0;549.0;kg                       
1888;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 januari;5.0;285.0;1.0;46.0;kg                       
1889;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 februari;38.0;20.0;1.0;56.0;kg                       
1890;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 maart;2.0;85.0;2.0;62.0;kg                       
1891;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 april;14.0;130.0;1.0;48.0;kg                       
1892;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 mei;50.0;50.0;1.0;38.0;kg                       
1893;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 juni;0.0;1.0;1.0;37.0;kg                       
1894;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 juli;3.0;121.0;1.0;48.0;kg                       
1895;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 augustus;180.0;835.0;1.0;34.0;kg                       
1896;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 september;;;1.0;31.0;kg                       
1897;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 oktober;0.0;0.0;1.0;28.0;kg                       
1898;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 november;0.0;0.0;2.0;78.0;kg                       
1899;8401400000 Delen van kernreactoren, n...;Totaal landen;2021 december;0.0;0.0;2.0;53.0;kg                       
1900;8401400000 Delen van kernreactoren, n...;Totaal landen;2021;292.0;1527.0;17.0;559.0;kg                       
1901;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 januari;0.0;26.0;1.0;20.0;kg                       
1902;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 februari;0.0;0.0;1.0;83.0;kg                       
1903;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 maart;0.0;0.0;0.0;4.0;kg                       
1904;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 april;;;0.0;12.0;kg                       
1905;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 mei;;;0.0;3.0;kg                       
1906;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 juni;;;;;                         
1907;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 juli;;;;;                         
1908;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 augustus;;;;;                         
1909;8401400000 Delen van kernreactoren, n...;Totaal landen;2022 januari-augustus;0.0;26.0;2.0;122.0;kg                       
1910;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 januari;324.0;0.0;;;kg                       
1911;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 februari;226.0;1.0;394.0;3.0;kg                       
1912;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 maart;423.0;2.0;;;kg                       
1913;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 april;387.0;3.0;;;kg                       
1914;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 mei;688.0;35.0;;;kg                       
1915;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 juni;96.0;14.0;;;kg                       
1916;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 juli;;;;;                         
1917;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 augustus;1774.0;15411.0;;;kg                       
1918;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 september;;;;;                         
1919;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 oktober;448.0;1.0;;;kg                       
1920;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 november;241.0;1.0;;;kg                       
1921;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008 december;41.0;2.0;162.0;992.0;kg                       
1922;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2008;4648.0;15470.0;555.0;995.0;kg                       
1923;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 januari;;;;;                         
1924;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 februari;214.0;1.0;;;kg                       
1925;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 maart;914.0;41.0;21.0;233.0;kg                       
1926;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 april;311.0;1.0;;;kg                       
1927;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 mei;365.0;1.0;;;kg                       
1928;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 juni;529.0;1.0;17.0;251.0;kg                       
1929;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 juli;400.0;16.0;;;kg                       
1930;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 augustus;;;91.0;4887.0;kg                       
1931;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 september;153.0;1.0;;;kg                       
1932;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 oktober;83.0;1.0;;;kg                       
1933;8401400000 Delen van kernreactoren, n...;EU (exclusief Nederland);2009 november;421.0;1.0;;;kg                       
