ID;ApparatenVervoerMaterieelEnOverig;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
5354;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2008 juli;1849.0;193615.0;1604.0;11316.0;kg                       
5355;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2008 augustus;576.0;113012.0;523.0;3993.0;kg                       
5356;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2008 september;1171.0;449991.0;925.0;1632.0;kg                       
5357;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2008 oktober;1297.0;118595.0;1230.0;21884.0;kg                       
5358;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2008 november;1623.0;165499.0;1280.0;8394.0;kg                       
5359;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2008 december;1451.0;32898.0;1690.0;1879.0;kg                       
5360;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2008;15825.0;6321105.0;13607.0;326520.0;kg                       
5361;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 januari;2626.0;550752.0;437.0;6615.0;kg                       
5362;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 februari;1032.0;20512.0;1460.0;2690.0;kg                       
5363;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 maart;1213.0;43290.0;1665.0;1631.0;kg                       
5364;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 april;152.0;6787.0;482.0;1000.0;kg                       
5365;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 mei;1613.0;85779.0;301.0;917.0;kg                       
5366;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 juni;746.0;34172.0;753.0;4247.0;kg                       
5367;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 juli;1453.0;62934.0;754.0;16929.0;kg                       
5368;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 augustus;648.0;59276.0;2627.0;34193.0;kg                       
5369;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 september;1789.0;161565.0;3260.0;82464.0;kg                       
5370;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 oktober;559.0;30024.0;845.0;4228.0;kg                       
5371;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 november;1176.0;100236.0;1300.0;841.0;kg                       
5372;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009 december;4540.0;283314.0;1120.0;6435.0;kg                       
5373;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2009;17547.0;1438641.0;15005.0;162190.0;kg                       
5374;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 januari;3785.0;261703.0;1179.0;1549.0;kg                       
5375;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 februari;4249.0;197545.0;90.0;529.0;kg                       
5376;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 maart;7760.0;523210.0;510.0;16194.0;kg                       
5377;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 april;9345.0;1430369.0;352.0;5459.0;kg                       
5378;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 mei;4068.0;618186.0;307.0;2826.0;kg                       
5379;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 juni;2982.0;264007.0;177.0;2821.0;kg                       
5380;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 juli;2587.0;285365.0;420.0;6350.0;kg                       
5381;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 augustus;5468.0;800400.0;782.0;8250.0;kg                       
5382;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 september;6047.0;693889.0;416.0;15329.0;kg                       
5383;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 oktober;3253.0;392881.0;2006.0;6313.0;kg                       
5384;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 november;8255.0;858732.0;354.0;650.0;kg                       
5385;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010 december;8504.0;1068809.0;512.0;229.0;kg                       
5386;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2010;66303.0;7395096.0;7106.0;66499.0;kg                       
5387;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 januari;4976.0;738478.0;171.0;1081.0;kg                       
5388;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 februari;8108.0;653553.0;134.0;5841.0;kg                       
5389;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 maart;12682.0;1538338.0;1150.0;5335.0;kg                       
5390;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 april;4230.0;210265.0;774.0;5257.0;kg                       
5391;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 mei;2252.0;320622.0;150.0;229.0;kg                       
5392;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 juni;5279.0;702186.0;450.0;11095.0;kg                       
5393;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 juli;3082.0;584989.0;451.0;3882.0;kg                       
5394;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 augustus;3644.0;832188.0;124.0;1396.0;kg                       
5395;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 september;2982.0;392462.0;206.0;158.0;kg                       
5396;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 oktober;6147.0;796109.0;137.0;3594.0;kg                       
5397;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 november;7985.0;906957.0;58.0;1218.0;kg                       
5398;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011 december;2913.0;310208.0;41.0;146.0;kg                       
5399;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2011;64281.0;7986355.0;3848.0;39232.0;kg                       
5400;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 januari;1738.0;6314.0;24.0;835.0;kg                       
5401;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 februari;8472.0;282078.0;105.0;89.0;kg                       
5402;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 maart;777.0;19480.0;202.0;1349.0;kg                       
5403;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 april;5079.0;178969.0;978.0;43047.0;kg                       
5404;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 mei;9144.0;1659312.0;289.0;7362.0;kg                       
5405;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 juni;5371.0;422080.0;177.0;6512.0;kg                       
5406;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 juli;6190.0;946780.0;435.0;3934.0;kg                       
5407;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 augustus;3246.0;573511.0;581.0;1081.0;kg                       
5408;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 september;4586.0;399649.0;106.0;3178.0;kg                       
5409;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 oktober;4753.0;60997.0;231.0;5905.0;kg                       
5410;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 november;819.0;14618.0;203.0;7158.0;kg                       
5411;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012 december;1626.0;54904.0;352.0;20751.0;kg                       
5412;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2012;51799.0;4618692.0;3684.0;101201.0;kg                       
5413;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 januari;884.0;45855.0;185.0;471.0;kg                       
5414;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 februari;534.0;8327.0;501.0;10283.0;kg                       
5415;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 maart;1617.0;48834.0;434.0;873.0;kg                       
5416;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 april;839.0;24811.0;36.0;467.0;kg                       
5417;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 mei;973.0;30073.0;144.0;4410.0;kg                       
5418;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 juni;285.0;9598.0;30.0;333.0;kg                       
5419;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 juli;1366.0;53242.0;517.0;533.0;kg                       
5420;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 augustus;160.0;12766.0;391.0;19774.0;kg                       
5421;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 september;207.0;1614.0;385.0;916.0;kg                       
5422;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 oktober;291.0;4051.0;159.0;1200.0;kg                       
5423;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 november;378.0;11901.0;282.0;286.0;kg                       
5424;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 december;265.0;6022.0;64.0;404.0;kg                       
5425;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2013 ;7799.0;257094.0;3127.0;39950.0;kg                       
5426;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 januari;853.0;5277.0;428.0;1342.0;kg                       
5427;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 februari;605.0;24175.0;340.0;939.0;kg                       
5428;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 maart;1952.0;126075.0;82.0;7479.0;kg                       
5429;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 april;2534.0;17691.0;500.0;608.0;kg                       
5430;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 mei;360.0;6764.0;105.0;2776.0;kg                       
5431;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 juni;229.0;1688.0;282.0;3276.0;kg                       
5432;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 juli;449.0;2184.0;322.0;419.0;kg                       
5433;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 augustus;385.0;5896.0;679.0;1217.0;kg                       
5434;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 september;699.0;1602.0;708.0;5097.0;kg                       
5435;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 oktober;986.0;60762.0;311.0;2045.0;kg                       
5436;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 november;653.0;11857.0;686.0;10717.0;kg                       
5437;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014 december;438.0;1903.0;286.0;3321.0;kg                       
5438;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2014;10142.0;265874.0;4730.0;39236.0;kg                       
5439;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 januari;820.0;10633.0;432.0;10735.0;kg                       
5440;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 februari;738.0;8955.0;161.0;6486.0;kg                       
5441;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 maart;1117.0;13101.0;305.0;11149.0;kg                       
5442;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 april;609.0;8774.0;556.0;19256.0;kg                       
5443;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 mei;256.0;6134.0;144.0;5932.0;kg                       
5444;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 juni;954.0;11728.0;383.0;13358.0;kg                       
5445;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 juli;1159.0;17507.0;200.0;7942.0;kg                       
5446;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 augustus;1003.0;18525.0;158.0;6357.0;kg                       
5447;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 september;835.0;7718.0;202.0;8222.0;kg                       
5448;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 oktober;871.0;20166.0;301.0;12213.0;kg                       
5449;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 november;1012.0;17760.0;353.0;14306.0;kg                       
5450;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015 december;1029.0;18872.0;638.0;25283.0;kg                       
5451;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2015;10405.0;159873.0;3832.0;141239.0;kg                       
5452;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 januari;590.0;8123.0;418.0;14931.0;kg                       
5453;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 februari;549.0;9730.0;171.0;6501.0;kg                       
5454;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 maart;1045.0;13191.0;226.0;9152.0;kg                       
5455;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 april;553.0;10822.0;162.0;6646.0;kg                       
5456;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 mei;824.0;11197.0;183.0;7297.0;kg                       
5457;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 juni;647.0;10224.0;175.0;6734.0;kg                       
5458;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 juli;973.0;12103.0;424.0;11653.0;kg                       
5459;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 augustus;1006.0;12617.0;228.0;6741.0;kg                       
5460;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 september;1834.0;17797.0;1152.0;24110.0;kg                       
5461;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 oktober;499.0;9048.0;453.0;12130.0;kg                       
5462;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 november;933.0;10746.0;159.0;6531.0;kg                       
5463;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016 december;1412.0;13996.0;228.0;8993.0;kg                       
5464;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2016;10866.0;139594.0;3980.0;121419.0;kg                       
5465;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 januari;522.0;8779.0;274.0;10717.0;kg                       
5466;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 februari;485.0;8419.0;346.0;14544.0;kg                       
5467;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 maart;576.0;10192.0;237.0;9389.0;kg                       
5468;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 april;500.0;8470.0;368.0;14080.0;kg                       
5469;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 mei;716.0;10838.0;662.0;24273.0;kg                       
5470;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 juni;728.0;12690.0;363.0;14249.0;kg                       
5471;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 juli;5159.0;109394.0;674.0;39139.0;kg                       
5472;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 augustus;406.0;4798.0;256.0;9910.0;kg                       
5473;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 september;490.0;6257.0;696.0;20401.0;kg                       
5474;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 oktober;348.0;6734.0;609.0;49847.0;kg                       
5475;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 november;1877.0;46351.0;239.0;9713.0;kg                       
5476;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017 december;491.0;6519.0;395.0;15462.0;kg                       
5477;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2017;12299.0;239441.0;5119.0;231724.0;kg                       
5478;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 januari;849.0;24351.0;172.0;6655.0;kg                       
5479;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 februari;782.0;24786.0;146.0;5268.0;kg                       
5480;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 maart;520.0;19675.0;89.0;3586.0;kg                       
5481;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 april;604.0;23104.0;133.0;6610.0;kg                       
5482;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 mei;778.0;25021.0;187.0;8509.0;kg                       
5483;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 juni;779.0;25854.0;86.0;3472.0;kg                       
5484;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 juli;884.0;26283.0;116.0;4959.0;kg                       
5485;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 augustus;768.0;26444.0;60.0;2386.0;kg                       
5486;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 september;1009.0;27608.0;151.0;5639.0;kg                       
5487;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 oktober;996.0;29272.0;104.0;5203.0;kg                       
5488;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 november;943.0;30872.0;79.0;3440.0;kg                       
5489;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018 december;1915.0;37148.0;316.0;15115.0;kg                       
5490;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2018;10827.0;320418.0;1639.0;70842.0;kg                       
5491;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 januari;487.0;22856.0;691.0;20255.0;kg                       
5492;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 februari;487.0;18382.0;265.0;9764.0;kg                       
5493;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 maart;783.0;28605.0;566.0;27971.0;kg                       
5494;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 april;498.0;17762.0;143.0;5349.0;kg                       
5495;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 mei;867.0;28953.0;442.0;14571.0;kg                       
5496;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 juni;613.0;21131.0;234.0;8930.0;kg                       
5497;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 juli;732.0;22304.0;102.0;4167.0;kg                       
5498;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 augustus;674.0;24575.0;169.0;6590.0;kg                       
5499;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 september;2127.0;44272.0;230.0;8308.0;kg                       
5500;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 oktober;1007.0;35142.0;1404.0;69662.0;kg                       
5501;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 november;1905.0;54397.0;336.0;12445.0;kg                       
5502;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019 december;1006.0;42100.0;348.0;14797.0;kg                       
5503;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2019;11187.0;360479.0;4929.0;202809.0;kg                       
5504;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 januari;1521.0;34531.0;128.0;3041.0;kg                       
5505;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 februari;2770.0;43788.0;166.0;3710.0;kg                       
5506;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 maart;1366.0;29436.0;167.0;4279.0;kg                       
5507;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 april;807.0;16537.0;135.0;2955.0;kg                       
5508;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 mei;787.0;16351.0;120.0;2889.0;kg                       
5509;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 juni;2351.0;59328.0;138.0;3003.0;kg                       
5510;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 juli;777.0;16465.0;125.0;2712.0;kg                       
5511;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 augustus;1239.0;22315.0;120.0;2532.0;kg                       
5512;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 september;979.0;16644.0;126.0;2675.0;kg                       
5513;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 oktober;1173.0;33172.0;134.0;2879.0;kg                       
5514;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 november;2278.0;25816.0;133.0;2867.0;kg                       
5515;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020 december;1406.0;27619.0;180.0;4032.0;kg                       
5516;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2020;17456.0;342002.0;1671.0;37574.0;kg                       
5517;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 januari;676.0;18381.0;442.0;5872.0;kg                       
5518;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 februari;650.0;16701.0;286.0;4499.0;kg                       
5519;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 maart;834.0;19439.0;432.0;7286.0;kg                       
5520;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 april;577.0;12529.0;446.0;6520.0;kg                       
5521;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 mei;668.0;15685.0;243.0;4413.0;kg                       
5522;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 juni;1583.0;42940.0;583.0;8549.0;kg                       
5523;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 juli;734.0;16977.0;489.0;10090.0;kg                       
5524;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 augustus;706.0;17275.0;297.0;4758.0;kg                       
5525;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 september;772.0;17156.0;544.0;7612.0;kg                       
5526;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 oktober;971.0;22969.0;332.0;5343.0;kg                       
5527;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 november;651.0;13514.0;348.0;6210.0;kg                       
5528;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021 december;664.0;13587.0;441.0;7829.0;kg                       
5529;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2021;9486.0;227153.0;4884.0;78981.0;kg                       
5530;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 januari;87.0;1830.0;210.0;3998.0;kg                       
5531;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 februari;25.0;511.0;313.0;2715.0;kg                       
5532;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 maart;33.0;775.0;438.0;3022.0;kg                       
5533;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 april;53.0;590.0;144.0;4497.0;kg                       
5534;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 mei;59.0;956.0;467.0;3086.0;kg                       
5535;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 juni;346.0;3102.0;264.0;4743.0;kg                       
5536;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 juli;14.0;326.0;207.0;4981.0;kg                       
5537;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 augustus;9.0;268.0;252.0;2009.0;kg                       
5538;8402900000 Delen van stoomketels en v...;EU (exclusief Nederland);2022 januari-augustus;626.0;8358.0;2295.0;29051.0;kg                       
5539;8402900000 Delen van stoomketels en v...;Niet-EU;2008 januari;1296.0;284329.0;1151.0;229401.0;kg                       
5540;8402900000 Delen van stoomketels en v...;Niet-EU;2008 februari;478.0;121140.0;2016.0;44189.0;kg                       
5541;8402900000 Delen van stoomketels en v...;Niet-EU;2008 maart;3459.0;618676.0;1405.0;117819.0;kg                       
5542;8402900000 Delen van stoomketels en v...;Niet-EU;2008 april;202.0;71113.0;128.0;1030.0;kg                       
5543;8402900000 Delen van stoomketels en v...;Niet-EU;2008 mei;3196.0;247635.0;1362.0;71948.0;kg                       
5544;8402900000 Delen van stoomketels en v...;Niet-EU;2008 juni;2525.0;239751.0;831.0;90112.0;kg                       
5545;8402900000 Delen van stoomketels en v...;Niet-EU;2008 juli;57.0;3049.0;4045.0;262430.0;kg                       
5546;8402900000 Delen van stoomketels en v...;Niet-EU;2008 augustus;20.0;14185.0;1914.0;105067.0;kg                       
5547;8402900000 Delen van stoomketels en v...;Niet-EU;2008 september;31.0;1315.0;1293.0;128401.0;kg                       
5548;8402900000 Delen van stoomketels en v...;Niet-EU;2008 oktober;1.0;4.0;1730.0;88338.0;kg                       
5549;8402900000 Delen van stoomketels en v...;Niet-EU;2008 november;7381.0;2424685.0;1706.0;178365.0;kg                       
5550;8402900000 Delen van stoomketels en v...;Niet-EU;2008 december;1615.0;193282.0;1615.0;130619.0;kg                       
5551;8402900000 Delen van stoomketels en v...;Niet-EU;2008;20260.0;4219164.0;19196.0;1447719.0;kg                       
5552;8402900000 Delen van stoomketels en v...;Niet-EU;2009 januari;929.0;208988.0;1117.0;85526.0;kg                       
5553;8402900000 Delen van stoomketels en v...;Niet-EU;2009 februari;7764.0;2111386.0;1984.0;119663.0;kg                       
5554;8402900000 Delen van stoomketels en v...;Niet-EU;2009 maart;1968.0;394126.0;1313.0;46104.0;kg                       
5555;8402900000 Delen van stoomketels en v...;Niet-EU;2009 april;336.0;65459.0;1010.0;43235.0;kg                       
5556;8402900000 Delen van stoomketels en v...;Niet-EU;2009 mei;902.0;130525.0;1343.0;63187.0;kg                       
5557;8402900000 Delen van stoomketels en v...;Niet-EU;2009 juni;297.0;18648.0;555.0;11609.0;kg                       
5558;8402900000 Delen van stoomketels en v...;Niet-EU;2009 juli;390.0;93858.0;461.0;4754.0;kg                       
5559;8402900000 Delen van stoomketels en v...;Niet-EU;2009 augustus;12483.0;3570675.0;465.0;82495.0;kg                       
5560;8402900000 Delen van stoomketels en v...;Niet-EU;2009 september;1695.0;191529.0;751.0;54575.0;kg                       
5561;8402900000 Delen van stoomketels en v...;Niet-EU;2009 oktober;393.0;25087.0;608.0;35157.0;kg                       
5562;8402900000 Delen van stoomketels en v...;Niet-EU;2009 november;12681.0;3723764.0;322.0;33670.0;kg                       
5563;8402900000 Delen van stoomketels en v...;Niet-EU;2009 december;3961.0;434651.0;1634.0;52395.0;kg                       
5564;8402900000 Delen van stoomketels en v...;Niet-EU;2009;43798.0;10968696.0;11563.0;632370.0;kg                       
5565;8402900000 Delen van stoomketels en v...;Niet-EU;2010 januari;13545.0;3700705.0;3393.0;533297.0;kg                       
5566;8402900000 Delen van stoomketels en v...;Niet-EU;2010 februari;7637.0;1033101.0;326.0;22107.0;kg                       
5567;8402900000 Delen van stoomketels en v...;Niet-EU;2010 maart;6377.0;646949.0;674.0;81077.0;kg                       
5568;8402900000 Delen van stoomketels en v...;Niet-EU;2010 april;13272.0;1728080.0;647.0;11376.0;kg                       
5569;8402900000 Delen van stoomketels en v...;Niet-EU;2010 mei;1595.0;570442.0;1684.0;37552.0;kg                       
5570;8402900000 Delen van stoomketels en v...;Niet-EU;2010 juni;10195.0;3020712.0;1607.0;37114.0;kg                       
5571;8402900000 Delen van stoomketels en v...;Niet-EU;2010 juli;16.0;2225.0;1117.0;63487.0;kg                       
5572;8402900000 Delen van stoomketels en v...;Niet-EU;2010 augustus;850.0;117472.0;220.0;19376.0;kg                       
5573;8402900000 Delen van stoomketels en v...;Niet-EU;2010 september;24.0;5837.0;511.0;62357.0;kg                       
5574;8402900000 Delen van stoomketels en v...;Niet-EU;2010 oktober;2063.0;337729.0;682.0;25094.0;kg                       
5575;8402900000 Delen van stoomketels en v...;Niet-EU;2010 november;10572.0;1398501.0;347.0;17921.0;kg                       
5576;8402900000 Delen van stoomketels en v...;Niet-EU;2010 december;981.0;200125.0;1506.0;95599.0;kg                       
5577;8402900000 Delen van stoomketels en v...;Niet-EU;2010;67127.0;12761878.0;12715.0;1006357.0;kg                       
5578;8402900000 Delen van stoomketels en v...;Niet-EU;2011 januari;154.0;38270.0;492.0;92999.0;kg                       
