ID;Sectoren;Perioden;InvesteringenUitProductieEnInvoer_1;Woningen_2;Bedrijfsgebouwen_3;GrondWegEnWaterbouwkundigeWerken_4;TotaalVervoermiddelen_5;PersonenautoS_6;OverigeWegvervoermiddelen_7;TreinenEnTrams_8;Schepen_9;Vliegtuigen_10;MachinesEnInstallaties_11;Computers_12;OverigeMaterieleVasteActiva_13;Software_14;OverigeImmaterieleVasteActiva_15;InCultuurGebrachteActiva_16;OverdrachtskostenOpGrond_17;TotaalVerkoopGebruikteVasteActiva_18;UitvoerVanGebruikteVasteActiva_19;VerkoopAanConsumenten_20;InvesteringenInVasteActiva_21;InvesteringenUitProductieEnInvoer_22;Woningen_23;Bedrijfsgebouwen_24;GrondWegEnWaterbouwkundigeWerken_25;TotaalVervoermiddelen_26;PersonenautoS_27;OverigeWegvervoermiddelen_28;TreinenEnTrams_29;Schepen_30;Vliegtuigen_31;MachinesEnInstallaties_32;Computers_33;OverigeMaterieleVasteActiva_34;Software_35;OverigeImmaterieleVasteActiva_36;InCultuurGebrachteActiva_37;OverdrachtskostenOpGrond_38;TotaalVerkoopGebruikteVasteActiva_39;UitvoerVanGebruikteVasteActiva_40;VerkoopAanConsumenten_41;InvesteringenInVasteActiva_42;InvesteringenUitProductieEnInvoer_43;Woningen_44;Bedrijfsgebouwen_45;GrondWegEnWaterbouwkundigeWerken_46;TotaalVervoermiddelen_47;PersonenautoS_48;OverigeWegvervoermiddelen_49;TreinenEnTrams_50;Schepen_51;Vliegtuigen_52;MachinesEnInstallaties_53;Computers_54;OverigeMaterieleVasteActiva_55;Software_56;OverigeImmaterieleVasteActiva_57;InCultuurGebrachteActiva_58;OverdrachtskostenOpGrond_59;TotaalVerkoopGebruikteVasteActiva_60;UitvoerVanGebruikteVasteActiva_61;VerkoopAanConsumenten_62;InvesteringenInVasteActiva_63;InvesteringenUitProductieEnInvoer_64;Woningen_65;Bedrijfsgebouwen_66;GrondWegEnWaterbouwkundigeWerken_67;TotaalVervoermiddelen_68;PersonenautoS_69;OverigeWegvervoermiddelen_70;TreinenEnTrams_71;Schepen_72;Vliegtuigen_73;MachinesEnInstallaties_74;Computers_75;OverigeMaterieleVasteActiva_76;Software_77;OverigeImmaterieleVasteActiva_78;InCultuurGebrachteActiva_79;OverdrachtskostenOpGrond_80;TotaalVerkoopGebruikteVasteActiva_81;UitvoerVanGebruikteVasteActiva_82;VerkoopAanConsumenten_83;InvesteringenInVasteActiva_84
80;Vennootschappen, huishoudens, IZWh;2005;81669;31073;10694;2251;9747;6705.0;1821.0;432.0;431.0;358.0;11718;3066;4459;6198;948;340.0;1175;1537;;;80132;81669.0;31073.0;10694.0;2251.0;9747.0;6705.0;1821.0;432.0;431.0;358.0;11718.0;3066.0;4459.0;6198.0;948.0;340.0;1175.0;1537.0;;;80132;3.6;5.0;-3.6;26.1;-2.4;0.9;-8.4;-12.2;0.7;-17.2;4.2;14.1;1.8;7.3;1.4;-10.0;23.2;30.5;;;3.2;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;;100.0
81;Vennootschappen, huishoudens, IZWh;2006;90130;34120;11028;2809;11097;7201.0;2136.0;392.0;813.0;555.0;13238;3127;4830;6679;1623;312.0;1267;1594;;;88536;88291.0;32838.0;10701.0;2743.0;10975.0;7108.0;2133.0;391.0;796.0;547.0;13139.0;3471.0;4766.0;6527.0;1597.0;302.0;1232.0;1584.0;;;86707;8.1;5.7;0.1;21.9;12.6;6.0;17.1;-9.5;84.7;52.8;12.1;13.2;6.9;5.3;68.5;-11.2;4.9;3.1;;;8.2;102.1;103.9;103.1;102.4;101.1;101.3;100.1;100.3;102.1;101.5;100.8;90.1;101.3;102.3;101.6;103.3;102.8;100.6;;;102.1
82;Vennootschappen, huishoudens, IZWh;2007;97191;36455;13025;2892;11486;7979.0;2265.0;307.0;896.0;39.0;14778;3530;5452;7301;478;425.0;1369;1837;;;95354;93552.0;34337.0;12362.0;2736.0;11211.0;7803.0;2208.0;305.0;858.0;37.0;14473.0;4175.0;5283.0;6865.0;462.0;398.0;1305.0;1827.0;;;91727;6.0;4.6;15.5;-0.2;2.2;9.8;3.5;-21.9;7.7;-93.2;10.2;20.3;10.8;5.2;-71.0;31.7;5.9;15.4;;;5.8;103.9;106.2;105.4;105.7;102.4;102.3;102.6;100.6;104.5;104.1;102.1;84.6;103.2;106.3;103.4;106.8;104.9;100.5;;;104.0
83;Vennootschappen, huishoudens, IZWh;2008;103078;37393;14497;3125;12390;7499.0;2826.0;420.0;1293.0;352.0;16187;3069;5777;8129;1265;363.0;883;1764;;;101314;97403.0;34323.0;13278.0;2826.0;12169.0;7523.0;2690.0;405.0;1217.0;323.0;15506.0;4062.0;5457.0;7492.0;1177.0;342.0;817.0;1739.0;;;95661;4.1;0.0;7.4;3.3;8.5;-3.6;21.9;32.6;41.9;761.5;7.1;-2.7;3.3;9.1;154.6;-14.1;-37.4;-4.8;;;4.3;105.8;108.9;109.2;110.6;101.8;99.7;105.0;103.8;106.3;109.1;104.4;75.5;105.9;108.5;107.4;106.2;108.1;101.4;;;105.9
84;Vennootschappen, huishoudens, IZWh;2009;89047;32726;13730;2626;9403;5245.0;1780.0;576.0;976.0;826.0;14347;2604;4363;7245;711;371.0;921;1813;;;87234;82821.0;29252.0;12119.0;2382.0;9215.0;5278.0;1698.0;534.0;922.0;736.0;13629.0;3680.0;4033.0;6698.0;651.0;346.0;853.0;1849.0;;;80985;-15.0;-14.8;-8.7;-15.7;-24.3;-29.8;-36.9;31.9;-24.2;128.1;-12.1;-9.4;-26.1;-10.6;-44.7;1.4;4.4;6.3;;;-15.3;107.5;111.9;113.3;110.2;102.0;99.4;104.8;107.9;105.8;112.2;105.3;70.8;108.2;108.2;109.3;107.1;108.0;98.0;;;107.7
85;Vennootschappen, huishoudens, IZWh;2010;82995;28398;11304;2576;9700;5706.0;1674.0;906.0;1100.0;314.0;13617;2686;4569;6935;1379;378.0;1453;2447;;;80548;76189.0;25133.0;9619.0;2278.0;9482.0;5762.0;1547.0;841.0;1053.0;273.0;12822.0;3840.0;4159.0;6314.0;1250.0;347.0;1325.0;2440.0;;;73827;-8.0;-14.1;-20.6;-4.4;2.9;9.2;-8.9;57.6;14.2;-63.0;-5.9;4.3;3.1;-5.7;92.1;0.3;55.4;31.9;;;-8.8;108.9;113.0;117.5;113.1;102.3;99.0;108.2;107.7;104.4;115.1;106.2;70.0;109.9;109.8;110.3;109.0;109.6;100.3;;;109.1
86;Vennootschappen, huishoudens, IZWh;2011;89039;28251;12420;4196;11293;6797.0;2147.0;465.0;1295.0;589.0;14964;2698;4850;7015;2086;343.0;923;2202;;;86837;83008.0;26245.0;10577.0;3586.0;11109.0;7005.0;1950.0;421.0;1227.0;506.0;14039.0;4048.0;4322.0;6450.0;1858.0;319.0;864.0;2201.0;;;80855;8.9;4.4;10.0;57.5;17.2;21.6;26.0;-50.0;16.5;85.7;9.5;5.4;3.9;2.1;48.7;-7.9;-34.8;-9.8;;;9.5;107.3;107.6;117.4;117.0;101.7;97.0;110.1;110.5;105.6;116.3;106.6;66.6;112.2;108.8;112.3;107.4;106.9;100.1;;;107.4
87;Vennootschappen, huishoudens, IZWh;2012;84156;24872;11422;3535;11247;6612.0;1990.0;442.0;1200.0;1003.0;15030;2998;4949;6942;2106;364.0;691;2146;;;82010;79211.0;24081.0;9729.0;2948.0;10980.0;6881.0;1788.0;394.0;1137.0;757.0;13965.0;4657.0;4311.0;6470.0;1853.0;341.0;655.0;2145.0;;;77115;-4.6;-8.2;-8.0;-17.8;-1.2;-1.8;-8.3;-6.5;-7.3;49.6;-0.5;15.0;-0.3;0.3;-0.3;6.7;-24.2;-2.5;;;-4.6;106.2;103.3;117.4;119.9;102.4;96.1;111.3;112.3;105.6;132.4;107.6;64.4;114.8;107.3;113.7;106.8;105.5;100.1;;;106.3
88;Overheid;1969;2770;13;875;1556;78;;;;;;90;18;110;8;0;;22;0;;;2770;;;;;;;;;;;;;;;;;;;;;9875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0
89;Overheid;1970;3130;14;949;1735;159;;;;;;98;22;118;10;0;;25;0;;;3130;;;;;;;;;;;;;;;;;;;;;10278;;;;;;;;;;;;;;;;;;;;;4.1;;;;;;;;;;;;;;;;;;;;;30.5
90;Overheid;1971;3595;12;1072;2008;180;;;;;;129;24;131;12;0;;27;-4;;;3599;;;;;;;;;;;;;;;;;;;;;10639;;;;;;;;;;;;;;;;;;;;;3.5;;;;;;;;;;;;;;;;;;;;;33.8
91;Overheid;1972;3552;15;1126;1953;118;;;;;;149;29;118;16;0;;28;13;;;3539;;;;;;;;;;;;;;;;;;;;;9557;;;;;;;;;;;;;;;;;;;;;-10.2;;;;;;;;;;;;;;;;;;;;;37.0
92;Overheid;1973;3659;16;1156;1992;85;;;;;;130;35;192;24;0;;29;15;;;3644;;;;;;;;;;;;;;;;;;;;;8917;;;;;;;;;;;;;;;;;;;;;-6.7;;;;;;;;;;;;;;;;;;;;;40.9
93;Overheid;1974;4117;19;1308;2230;95;;;;;;135;40;226;31;0;;33;37;;;4080;;;;;;;;;;;;;;;;;;;;;8910;;;;;;;;;;;;;;;;;;;;;-0.1;;;;;;;;;;;;;;;;;;;;;45.8
94;Overheid;1975;4954;24;1688;2497;160;;;;;;166;46;291;40;0;;42;-9;;;4963;;;;;;;;;;;;;;;;;;;;;9873;;;;;;;;;;;;;;;;;;;;;10.8;;;;;;;;;;;;;;;;;;;;;50.3
95;Overheid;1976;5489;32;1895;2728;209;;;;;;185;52;287;52;0;;49;30;;;5459;;;;;;;;;;;;;;;;;;;;;9955;;;;;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;54.8
96;Overheid;1977;5290;39;1846;2566;207;;;;;;186;62;275;60;0;;49;21;;;5269;;;;;;;;;;;;;;;;;;;;;8899;;;;;;;;;;;;;;;;;;;;;-10.6;;;;;;;;;;;;;;;;;;;;;59.2
97;Overheid;1978;5817;40;1910;2823;289;;;;;;243;68;326;68;0;;50;47;;;5770;;;;;;;;;;;;;;;;;;;;;9093;;;;;;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;;;;;;;63.5
98;Overheid;1979;5956;40;1827;3001;363;;;;;;223;71;304;76;0;;51;11;;;5945;;;;;;;;;;;;;;;;;;;;;8716;;;;;;;;;;;;;;;;;;;;;-4.1;;;;;;;;;;;;;;;;;;;;;68.2
99;Overheid;1980;6638;49;2089;3212;467;;;;;;255;88;330;85;0;;63;13;;;6625;;;;;;;;;;;;;;;;;;;;;9013;;;;;;;;;;;;;;;;;;;;;3.4;;;;;;;;;;;;;;;;;;;;;73.5
100;Overheid;1981;6745;49;2031;3351;472;;;;;;258;105;319;96;0;;64;-18;;;6763;;;;;;;;;;;;;;;;;;;;;8683;;;;;;;;;;;;;;;;;;;;;-3.7;;;;;;;;;;;;;;;;;;;;;77.9
101;Overheid;1982;6643;46;2121;3189;511;;;;;;208;106;289;112;0;;61;-1;;;6644;;;;;;;;;;;;;;;;;;;;;8311;;;;;;;;;;;;;;;;;;;;;-4.3;;;;;;;;;;;;;;;;;;;;;79.9
102;Overheid;1983;6329;49;1963;3087;495;;;;;;223;105;216;132;0;;59;50;;;6279;;;;;;;;;;;;;;;;;;;;;7822;;;;;;;;;;;;;;;;;;;;;-5.9;;;;;;;;;;;;;;;;;;;;;80.3
103;Overheid;1984;7084;48;2028;3576;488;;;;;;299;137;283;166;0;;59;86;;;6998;;;;;;;;;;;;;;;;;;;;;8587;;;;;;;;;;;;;;;;;;;;;9.8;;;;;;;;;;;;;;;;;;;;;81.5
104;Overheid;1985;6922;45;1827;3531;484;;;;;;310;163;333;174;0;;55;77;;;6845;;;;;;;;;;;;;;;;;;;;;8317;;;;;;;;;;;;;;;;;;;;;-3.1;;;;;;;;;;;;;;;;;;;;;82.3
105;Overheid;1986;6647;37;1705;3329;418;;;;;;315;178;377;238;0;;50;160;;;6487;;;;;;;;;;;;;;;;;;;;;7974;;;;;;;;;;;;;;;;;;;;;-4.1;;;;;;;;;;;;;;;;;;;;;81.3
106;Overheid;1987;6892;36;1851;3289;393;118.0;100.0;;54.0;121.0;362;233;379;287;0;;62;137;;;6755;;;;;;;;;;;;;;;;;;;;;8307;;;;;;;;;;;;;;;;;;;;;4.2;;;;;;;;;;;;;;;;;;;;;81.3
107;Overheid;1988;7300;55;2038;3396;381;117.0;98.0;;62.0;104.0;396;294;311;353;0;;76;181;;;7119;8923.0;80.0;3367.0;5597.0;400.0;123.0;108.0;;80.0;97.0;441.0;18.0;390.0;296.0;0.0;;133.0;247.0;;;8681;;;;;;;;;;;;;;;;;;;;;4.5;81.8;68.7;60.5;60.7;95.2;95.4;90.7;;77.7;107.2;89.8;1659.8;79.8;119.2;;;57.3;73.2;;;82.0
108;Overheid;1989;7488;62;2170;3283;463;136.0;99.0;;82.0;146.0;442;359;290;343;0;;76;237;;;7251;9067.0;90.0;3565.0;5242.0;477.0;140.0;108.0;;102.0;133.0;495.0;23.0;362.0;306.0;0.0;;131.0;321.0;;;8759;1.6;12.7;5.9;-6.3;19.2;14.5;0.0;;27.4;37.5;12.1;32.7;-7.1;3.4;;;-1.3;29.8;;;0.9;82.6;68.7;60.9;62.6;97.1;96.9;91.6;;80.6;109.4;89.4;1527.9;80.1;112.0;;;58.1;73.8;;;82.8
109;Overheid;1990;8102;70;2393;3540;446;142.0;110.0;;85.0;109.0;470;391;373;338;0;;81;274;;;7828;9648.0;100.0;3829.0;5471.0;459.0;145.0;119.0;;100.0;106.0;524.0;28.0;457.0;312.0;0.0;;136.0;362.0;;;9303;6.4;11.3;7.4;4.4;-3.7;2.9;10.1;;-1.2;-20.5;5.9;20.9;26.2;1.7;;;3.9;12.7;;;6.2;84.0;69.7;62.5;64.7;97.1;98.2;92.4;;84.6;102.8;89.7;1376.5;81.6;108.5;;;59.5;75.8;;;84.1
110;Overheid;1991;8479;72;2518;3622;459;144.0;112.0;;85.0;118.0;600;421;329;372;0;;86;289;;;8190;9896.0;102.0;3927.0;5393.0;462.0;140.0;120.0;;98.0;114.0;666.0;34.0;397.0;343.0;0.0;;139.0;372.0;;;9541;2.6;1.4;2.5;-1.4;0.7;-2.8;0.9;;-2.4;7.3;27.2;19.9;-13.1;10.1;;;2.5;2.9;;;2.6;85.7;70.7;64.1;67.2;99.3;102.5;93.3;;86.7;103.7;90.0;1235.6;82.9;108.5;;;61.7;77.6;;;85.8
111;Overheid;1992;8986;84;2727;3871;473;134.0;114.0;;81.0;144.0;590;452;352;361;0;;76;158;;;8828;10351.0;116.0;4122.0;5582.0;474.0;127.0;120.0;;93.0;143.0;655.0;43.0;422.0;350.0;0.0;;120.0;197.0;;;10153;4.6;13.9;5.0;3.5;2.6;-9.7;0.0;;-4.7;25.4;-1.7;25.9;6.4;2.2;;;-14.0;-47.1;;;6.4;86.8;72.4;66.2;69.3;99.7;105.7;94.9;;86.7;100.9;90.0;1053.8;83.3;103.1;;;63.4;80.2;;;86.9
112;Overheid;1993;8918;80;2581;4007;364;154.0;112.0;;49.0;49.0;615;574;254;364;0;;79;45;;;8873;10176.0;109.0;3814.0;5587.0;365.0;144.0;117.0;;57.0;52.0;689.0;64.0;301.0;355.0;0.0;;125.0;55.0;;;10110;-1.7;-6.0;-7.5;0.1;-23.0;13.4;-2.6;;-39.5;-63.9;5.1;50.0;-28.7;1.4;;;3.9;-72.2;;;-0.4;87.6;73.3;67.7;71.7;99.7;107.1;95.8;;86.7;95.1;89.3;892.1;84.3;102.5;;;63.4;82.0;;;87.8
113;Overheid;1994;9431;84;2887;4145;393;157.0;99.0;;39.0;98.0;619;575;290;341;0;;97;200;;;9231;10713.0;113.0;4189.0;5666.0;395.0;148.0;104.0;;44.0;103.0;695.0;73.0;343.0;343.0;0.0;;152.0;239.0;;;10474;5.3;3.8;9.8;1.4;8.2;2.6;-10.7;;-22.4;100.0;1.0;14.1;13.8;-3.3;;;21.5;335.6;;;3.6;88.0;74.2;68.9;73.2;99.5;106.4;94.8;;88.9;95.1;89.0;783.2;84.6;99.3;;;64.0;83.7;;;88.1
114;Overheid;1995;9881;68;3026;4308;530;150.0;109.0;;64.0;207.0;536;587;376;281;50;;119;249;;;9632;11161.0;90.0;4272.0;5759.0;533.0;141.0;115.0;;71.0;219.0;608.0;90.0;443.0;285.0;50.0;;184.0;289.0;;;10874;4.2;-20.2;2.0;1.6;34.9;-4.5;10.1;;61.5;112.2;-12.6;22.4;29.3;-17.0;;;21.6;21.0;;;3.8;88.5;75.3;70.8;74.8;99.5;106.4;94.8;;90.4;94.6;88.2;653.0;84.8;98.6;;;64.6;86.1;;;88.6
115;Overheid;1996;10902;39;3078;5034;603;150.0;58.0;;63.0;332.0;539;523;433;449;33;;171;247;;;10655;12209.0;50.0;4204.0;6608.0;601.0;141.0;61.0;;71.0;345.0;578.0;104.0;497.0;449.0;33.0;;254.0;283.0;;;11927;9.4;-44.1;-1.6;14.7;12.8;0.0;-46.8;;0.0;57.5;-4.9;15.7;12.2;57.7;;;37.8;-2.0;;;9.7;89.3;77.3;73.2;76.2;100.3;106.4;94.8;;88.9;96.4;93.2;503.0;87.0;99.9;;;67.3;87.2;;;89.3
116;Overheid;1997;10436;14;2529;4856;428;146.0;73.0;;30.0;179.0;613;688;533;575;1;;199;406;;;10030;11737.0;18.0;3384.0;6244.0;425.0;137.0;77.0;;34.0;184.0;653.0;177.0;608.0;582.0;1.0;;288.0;458.0;;;11285;-3.9;-64.1;-19.5;-5.5;-29.4;-2.7;25.9;;-52.4;-46.7;13.0;70.4;22.2;29.6;;;13.5;61.5;;;-5.4;88.9;77.3;74.7;77.8;100.8;106.4;94.8;;88.9;97.5;93.8;388.4;87.7;98.7;;;69.0;88.7;;;88.9
117;Overheid;1998;11249;37;2687;5284;390;173.0;41.0;;13.0;163.0;632;682;629;691;0;;217;515;;;10734;12678.0;48.0;3501.0;6638.0;383.0;162.0;43.0;;13.0;165.0;670.0;237.0;708.0;711.0;0.0;;288.0;568.0;;;12116;8.0;164.3;3.4;6.3;-9.8;17.8;-43.8;;-60.0;-10.1;2.6;33.7;16.5;22.1;;;0.0;24.1;;;7.4;88.7;77.3;76.8;79.6;101.8;107.0;94.8;;96.4;98.7;94.3;287.9;88.8;97.2;;;75.3;90.6;;;88.6
118;Overheid;1999;12223;38;2805;5912;311;161.0;57.0;;18.0;75.0;796;742;577;767;0;;275;572;;;11651;13699.0;48.0;3544.0;7241.0;305.0;151.0;60.0;;19.0;75.0;839.0;331.0;648.0;759.0;0.0;;352.0;606.0;;;13100;8.1;0.0;1.2;9.1;-20.3;-6.4;39.0;;38.5;-54.6;25.2;39.7;-8.4;6.8;;;22.1;6.6;;;8.1;89.2;79.4;79.2;81.6;101.8;106.3;94.8;;96.4;100.0;94.9;224.2;89.0;101.0;;;78.1;94.4;;;88.9
119;Overheid;2000;13677;29;3466;6720;278;172.0;52.0;;26.0;28.0;580;859;715;657;0;;373;565;;;13112;15032.0;35.0;4188.0;7907.0;268.0;158.0;54.0;;27.0;28.0;602.0;439.0;789.0;732.0;0.0;;440.0;574.0;;;14472;9.7;-26.3;18.2;9.2;-12.2;4.3;-10.5;;44.4;-62.7;-28.3;32.7;21.7;-3.7;;;25.1;-5.2;;;10.5;91.0;82.2;82.8;85.0;103.7;108.9;96.7;;96.4;100.0;96.4;195.5;90.6;89.8;;;84.7;98.4;;;90.6
120;Overheid;2001;15146;66;3642;7677;308;197.0;49.0;;13.0;49.0;660;878;827;730;0;;358;583;;;14563;16093.0;75.0;4130.0;8618.0;292.0;177.0;50.0;;13.0;49.0;669.0;541.0;883.0;786.0;0.0;;386.0;564.0;;;15548;7.1;113.8;-1.4;9.0;9.0;12.2;-7.7;;-50.0;75.0;11.2;23.1;11.9;7.5;;;-12.3;-1.8;;;7.4;94.1;87.6;88.2;89.1;105.4;111.1;98.7;;96.4;100.0;98.6;162.4;93.7;92.8;;;92.7;103.4;;;93.7
121;Overheid;2002;16873;79;4214;8354;279;191.0;40.0;;20.0;28.0;780;937;1078;795;0;;357;448;;;16425;17509.0;85.0;4579.0;9025.0;263.0;171.0;41.0;;20.0;28.0;781.0;672.0;1124.0;844.0;0.0;;380.0;420.0;;;17130;8.8;12.1;10.9;4.7;-10.1;-3.6;-18.4;;46.2;-42.9;16.7;24.3;27.3;7.4;;;-1.7;-25.6;;;10.2;96.4;93.5;92.0;92.6;106.2;111.7;98.7;;101.4;100.0;99.9;139.5;95.9;94.1;;;94.1;106.7;;;95.9
122;Overheid;2003;17424;55;4529;8353;271;183.0;54.0;;27.0;7.0;812;1098;1174;769;0;;363;492;;;16932;17616.0;57.0;4805.0;8507.0;254.0;163.0;55.0;;27.0;7.0;825.0;894.0;1223.0;806.0;0.0;;376.0;450.0;;;17204;0.6;-32.9;4.9;-5.7;-3.2;-4.7;35.0;;35.0;-75.0;5.6;33.1;8.8;-4.5;;;-0.8;7.1;;;0.4;98.9;97.0;94.3;98.2;106.5;112.3;98.7;;101.4;100.0;98.4;122.8;96.0;95.4;;;96.5;109.4;;;98.4
123;Overheid;2004;16555;61;3687;8145;340;204.0;58.0;;67.0;11.0;873;1302;1099;760;0;;288;739;;;15816;16676.0;62.0;3845.0;8221.0;320.0;181.0;59.0;;68.0;11.0;888.0;1143.0;1130.0;787.0;0.0;;293.0;745.0;;;15931;-5.3;9.1;-20.0;-3.4;25.8;10.9;7.4;;155.6;57.1;7.6;27.9;-7.6;-2.3;;;-22.0;65.7;;;-7.4;99.3;98.6;95.9;99.1;106.2;112.9;98.7;;98.5;100.0;98.3;113.9;97.2;96.5;;;98.2;99.2;;;99.3
124;Overheid;2005;17501;72;3989;8578;369;194.0;77.0;;66.0;32.0;896;1268;1197;806;0;;326;617;;;16884;17501.0;72.0;3989.0;8578.0;369.0;194.0;77.0;;66.0;32.0;896.0;1268.0;1197.0;806.0;0.0;;326.0;617.0;;;16884;4.9;16.4;3.7;4.3;15.3;7.4;31.0;;-3.0;190.9;0.9;10.9;5.9;2.4;;;11.1;-17.2;;;6.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;100.0;100.0;100.0;100.0;100.0;100.0;;;100.0;100.0;;;100.0
125;Overheid;2006;18438;113;4420;8611;291;211.0;43.0;;36.0;1.0;1090;1418;1155;1031;0;;309;601;;;17837;18153.0;111.0;4284.0;8374.0;288.0;208.0;43.0;;36.0;1.0;1084.0;1574.0;1138.0;1003.0;0.0;;297.0;585.0;;;17568;3.7;54.2;7.4;-2.4;-22.0;7.2;-44.2;;-45.5;-96.9;21.0;24.1;-4.9;24.4;;;-8.9;-5.2;;;4.1;101.6;101.8;103.2;102.8;101.0;101.4;100.0;;100.0;100.0;100.6;90.1;101.5;102.8;;;104.0;102.7;;;101.5
126;Overheid;2007;19521;182;4852;8961;342;179.0;57.0;;105.0;1.0;973;1366;1452;1042;0;;351;535;;;18986;18817.0;177.0;4595.0;8409.0;336.0;175.0;56.0;;104.0;1.0;968.0;1617.0;1407.0;976.0;0.0;;331.0;511.0;;;18307;3.7;59.3;7.3;0.4;16.5;-15.6;30.2;;188.9;0.0;-10.7;2.8;23.6;-2.7;;;11.3;-12.6;;;4.2;103.7;102.9;105.6;106.6;101.9;102.0;101.8;;101.0;100.0;100.6;84.5;103.2;106.8;;;106.2;104.7;;;103.7
127;Overheid;2008;21113;146;5144;10013;280;176.0;61.0;;42.0;1.0;983;1488;1686;991;0;;382;578;;;20535;19829.0;136.0;4698.0;8984.0;279.0;177.0;58.0;;43.0;1.0;968.0;1959.0;1600.0;900.0;0.0;;350.0;529.0;;;19301;5.4;-23.1;2.2;6.8;-17.0;1.1;3.5;;-59.0;0.0;0.0;21.2;13.7;-7.8;;;6.0;3.6;;;5.4;106.5;107.3;109.5;111.5;100.5;99.2;105.2;;98.6;100.0;101.6;75.9;105.4;110.1;;;109.0;109.2;;;106.4
128;Overheid;2009;22076;125;5277;10527;315;170.0;65.0;;18.0;62.0;1040;1527;1800;995;0;;470;536;;;21540;20619.0;112.0;4644.0;9456.0;312.0;171.0;62.0;;19.0;60.0;1019.0;2148.0;1663.0;905.0;0.0;;441.0;474.0;;;20148;4.0;-17.8;-1.2;5.3;12.1;-3.4;6.6;;-54.8;5900.0;5.3;9.6;4.0;0.6;;;25.9;-10.4;;;4.4;107.1;111.8;113.6;111.3;100.8;99.2;105.2;;93.4;103.3;102.1;71.1;108.2;109.9;;;106.5;113.0;;;106.9
129;Overheid;2010;21497;108;4914;10977;252;145.0;74.0;;13.0;20.0;946;1538;1397;1014;0;;351;160;;;21337;19897.0;98.0;4410.0;9571.0;249.0;143.0;70.0;;15.0;20.0;897.0;2300.0;1292.0;891.0;0.0;;326.0;131.0;;;19788;-3.5;-12.0;-5.0;1.2;-20.3;-16.5;13.8;;-22.2;-66.1;-11.9;7.1;-22.3;-1.6;;;-26.2;-72.4;;;-1.8;108.0;109.8;111.4;114.7;101.2;101.3;105.2;;86.8;98.4;105.4;66.9;108.1;113.8;;;107.7;122.2;;;107.8
130;Overheid;2011;20492;120;4655;10483;255;150.0;75.0;;16.0;14.0;830;1388;1440;1013;0;;308;463;;;20029;18772.0;111.0;4173.0;8917.0;253.0;151.0;69.0;;17.0;15.0;774.0;2180.0;1312.0;896.0;0.0;;291.0;363.0;;;18398;-5.7;13.0;-5.4;-6.8;1.6;5.5;-1.4;;15.4;-25.0;-13.7;-5.2;1.6;0.6;;;-10.5;176.9;;;-7.0;109.2;108.0;111.5;117.6;100.8;99.3;108.1;;92.5;91.9;107.2;63.7;109.7;113.0;;;105.7;127.7;;;108.9
131;Overheid;2012;20337;112;4564;10344;264;143.0;82.0;;18.0;21.0;873;1424;1481;1035;0;;240;340;;;19997;18407.0;106.0;4087.0;8580.0;261.0;145.0;76.0;;18.0;22.0;805.0;2309.0;1325.0;922.0;0.0;;229.0;258.0;;;18156;-1.9;-4.2;-2.1;-3.8;3.1;-4.0;9.3;;6.3;42.9;4.0;5.9;1.0;2.9;;;-21.4;-28.9;;;-1.3;110.5;105.2;111.7;120.6;101.2;98.6;108.1;;98.0;96.4;108.5;61.7;111.8;112.3;;;104.8;132.0;;;110.1
