ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
4662;Mannen;Vmbo g/t totaal;Fryslân (PV);2019/'20;1210;1200;99.0
4663;Mannen;Vmbo g/t totaal;Fryslân (PV);2020/'21;1160;1110;96.0
4664;Mannen;Vmbo g/t totaal;Fryslân (PV);2021/'22;1000;960;96.0
4665;Mannen;Vmbo g/t totaal;Fryslân (PV);2022/'23;1060;980;92.0
4666;Mannen;Vmbo g/t totaal;Fryslân (PV);2023/'24;1050;980;93.0
4667;Mannen;Vmbo g/t totaal;Drenthe (PV);2011/'12;840;780;93.0
4668;Mannen;Vmbo g/t totaal;Drenthe (PV);2012/'13;840;780;93.0
4669;Mannen;Vmbo g/t totaal;Drenthe (PV);2013/'14;920;880;96.0
4670;Mannen;Vmbo g/t totaal;Drenthe (PV);2014/'15;1000;950;94.0
4671;Mannen;Vmbo g/t totaal;Drenthe (PV);2015/'16;1010;960;94.0
4672;Mannen;Vmbo g/t totaal;Drenthe (PV);2016/'17;1000;950;94.0
4673;Mannen;Vmbo g/t totaal;Drenthe (PV);2017/'18;1030;940;91.0
4674;Mannen;Vmbo g/t totaal;Drenthe (PV);2018/'19;950;890;93.0
4675;Mannen;Vmbo g/t totaal;Drenthe (PV);2019/'20;880;880;
4676;Mannen;Vmbo g/t totaal;Drenthe (PV);2020/'21;820;800;97.0
4677;Mannen;Vmbo g/t totaal;Drenthe (PV);2021/'22;780;760;97.0
4678;Mannen;Vmbo g/t totaal;Drenthe (PV);2022/'23;750;700;94.0
4679;Mannen;Vmbo g/t totaal;Drenthe (PV);2023/'24;770;730;95.0
4680;Mannen;Vmbo g/t totaal;Overijssel (PV);2011/'12;1770;1580;90.0
4681;Mannen;Vmbo g/t totaal;Overijssel (PV);2012/'13;1910;1760;92.0
4682;Mannen;Vmbo g/t totaal;Overijssel (PV);2013/'14;1960;1830;93.0
4683;Mannen;Vmbo g/t totaal;Overijssel (PV);2014/'15;2110;2030;96.0
4684;Mannen;Vmbo g/t totaal;Overijssel (PV);2015/'16;2120;2030;96.0
4685;Mannen;Vmbo g/t totaal;Overijssel (PV);2016/'17;2170;2050;94.0
4686;Mannen;Vmbo g/t totaal;Overijssel (PV);2017/'18;2180;2020;92.0
4687;Mannen;Vmbo g/t totaal;Overijssel (PV);2018/'19;2380;2280;96.0
4688;Mannen;Vmbo g/t totaal;Overijssel (PV);2019/'20;2340;2320;99.0
4689;Mannen;Vmbo g/t totaal;Overijssel (PV);2020/'21;2250;2200;98.0
4690;Mannen;Vmbo g/t totaal;Overijssel (PV);2021/'22;2050;1990;97.0
4691;Mannen;Vmbo g/t totaal;Overijssel (PV);2022/'23;1940;1820;94.0
4692;Mannen;Vmbo g/t totaal;Overijssel (PV);2023/'24;2050;1920;94.0
4693;Mannen;Vmbo g/t totaal;Flevoland (PV);2011/'12;640;580;91.0
4694;Mannen;Vmbo g/t totaal;Flevoland (PV);2012/'13;740;670;91.0
4695;Mannen;Vmbo g/t totaal;Flevoland (PV);2013/'14;790;730;92.0
4696;Mannen;Vmbo g/t totaal;Flevoland (PV);2014/'15;770;740;95.0
4697;Mannen;Vmbo g/t totaal;Flevoland (PV);2015/'16;770;730;96.0
4698;Mannen;Vmbo g/t totaal;Flevoland (PV);2016/'17;750;690;92.0
4699;Mannen;Vmbo g/t totaal;Flevoland (PV);2017/'18;790;730;92.0
4700;Mannen;Vmbo g/t totaal;Flevoland (PV);2018/'19;800;740;92.0
4701;Mannen;Vmbo g/t totaal;Flevoland (PV);2019/'20;790;780;
4702;Mannen;Vmbo g/t totaal;Flevoland (PV);2020/'21;740;710;96.0
4703;Mannen;Vmbo g/t totaal;Flevoland (PV);2021/'22;710;670;94.0
4704;Mannen;Vmbo g/t totaal;Flevoland (PV);2022/'23;710;630;89.0
4705;Mannen;Vmbo g/t totaal;Flevoland (PV);2023/'24;760;670;88.0
4706;Mannen;Vmbo g/t totaal;Gelderland (PV);2011/'12;3180;2870;90.0
4707;Mannen;Vmbo g/t totaal;Gelderland (PV);2012/'13;3350;3070;91.0
4708;Mannen;Vmbo g/t totaal;Gelderland (PV);2013/'14;3470;3300;95.0
4709;Mannen;Vmbo g/t totaal;Gelderland (PV);2014/'15;3600;3420;95.0
4710;Mannen;Vmbo g/t totaal;Gelderland (PV);2015/'16;3500;3280;94.0
4711;Mannen;Vmbo g/t totaal;Gelderland (PV);2016/'17;3790;3520;93.0
4712;Mannen;Vmbo g/t totaal;Gelderland (PV);2017/'18;3760;3490;93.0
4713;Mannen;Vmbo g/t totaal;Gelderland (PV);2018/'19;3720;3490;94.0
4714;Mannen;Vmbo g/t totaal;Gelderland (PV);2019/'20;3530;3510;99.0
4715;Mannen;Vmbo g/t totaal;Gelderland (PV);2020/'21;3390;3290;97.0
4716;Mannen;Vmbo g/t totaal;Gelderland (PV);2021/'22;3130;3010;96.0
4717;Mannen;Vmbo g/t totaal;Gelderland (PV);2022/'23;3100;2850;92.0
4718;Mannen;Vmbo g/t totaal;Gelderland (PV);2023/'24;3100;2830;91.0
4719;Mannen;Vmbo g/t totaal;Utrecht (PV);2011/'12;1770;1600;91.0
4720;Mannen;Vmbo g/t totaal;Utrecht (PV);2012/'13;1860;1670;89.0
4721;Mannen;Vmbo g/t totaal;Utrecht (PV);2013/'14;1840;1730;94.0
4722;Mannen;Vmbo g/t totaal;Utrecht (PV);2014/'15;1940;1830;94.0
4723;Mannen;Vmbo g/t totaal;Utrecht (PV);2015/'16;2090;1960;94.0
4724;Mannen;Vmbo g/t totaal;Utrecht (PV);2016/'17;2080;1900;92.0
4725;Mannen;Vmbo g/t totaal;Utrecht (PV);2017/'18;2050;1890;92.0
4726;Mannen;Vmbo g/t totaal;Utrecht (PV);2018/'19;2010;1870;93.0
4727;Mannen;Vmbo g/t totaal;Utrecht (PV);2019/'20;2130;2100;99.0
4728;Mannen;Vmbo g/t totaal;Utrecht (PV);2020/'21;2010;1910;95.0
4729;Mannen;Vmbo g/t totaal;Utrecht (PV);2021/'22;1950;1860;95.0
4730;Mannen;Vmbo g/t totaal;Utrecht (PV);2022/'23;1800;1640;92.0
4731;Mannen;Vmbo g/t totaal;Utrecht (PV);2023/'24;1900;1710;90.0
4732;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2011/'12;3560;3220;90.0
4733;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2012/'13;3700;3310;90.0
4734;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2013/'14;3800;3500;92.0
4735;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2014/'15;3960;3710;94.0
4736;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2015/'16;4000;3730;93.0
4737;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2016/'17;4190;3880;92.0
4738;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2017/'18;4100;3730;91.0
4739;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2018/'19;4200;3780;90.0
4740;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2019/'20;4180;4120;99.0
4741;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2020/'21;3850;3660;95.0
4742;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2021/'22;3760;3560;95.0
4743;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2022/'23;3710;3310;89.0
4744;Mannen;Vmbo g/t totaal;Noord-Holland (PV);2023/'24;3840;3420;89.0
4745;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2011/'12;5340;4800;90.0
4746;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2012/'13;5610;5080;91.0
4747;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2013/'14;5730;5280;92.0
4748;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2014/'15;5850;5460;93.0
4749;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2015/'16;6140;5740;94.0
4750;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2016/'17;6020;5540;92.0
4751;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2017/'18;5890;5380;91.0
4752;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2018/'19;5920;5450;92.0
4753;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2019/'20;5800;5740;99.0
4754;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2020/'21;5540;5330;96.0
4755;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2021/'22;5190;4960;96.0
4756;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2022/'23;5210;4790;92.0
4757;Mannen;Vmbo g/t totaal;Zuid-Holland (PV);2023/'24;5450;5010;92.0
4758;Mannen;Vmbo g/t totaal;Zeeland (PV);2011/'12;620;570;92.0
4759;Mannen;Vmbo g/t totaal;Zeeland (PV);2012/'13;600;570;94.0
4760;Mannen;Vmbo g/t totaal;Zeeland (PV);2013/'14;660;620;94.0
4761;Mannen;Vmbo g/t totaal;Zeeland (PV);2014/'15;650;610;93.0
4762;Mannen;Vmbo g/t totaal;Zeeland (PV);2015/'16;680;650;95.0
4763;Mannen;Vmbo g/t totaal;Zeeland (PV);2016/'17;650;600;91.0
4764;Mannen;Vmbo g/t totaal;Zeeland (PV);2017/'18;650;610;93.0
4765;Mannen;Vmbo g/t totaal;Zeeland (PV);2018/'19;650;610;95.0
4766;Mannen;Vmbo g/t totaal;Zeeland (PV);2019/'20;600;590;
4767;Mannen;Vmbo g/t totaal;Zeeland (PV);2020/'21;550;540;98.0
4768;Mannen;Vmbo g/t totaal;Zeeland (PV);2021/'22;560;550;98.0
4769;Mannen;Vmbo g/t totaal;Zeeland (PV);2022/'23;550;510;94.0
4770;Mannen;Vmbo g/t totaal;Zeeland (PV);2023/'24;590;560;94.0
4771;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2011/'12;3930;3670;93.0
4772;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2012/'13;4180;3920;94.0
4773;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2013/'14;4270;4040;95.0
4774;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2014/'15;4400;4220;96.0
4775;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2015/'16;4640;4410;95.0
4776;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2016/'17;4680;4370;93.0
4777;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2017/'18;4530;4240;94.0
4778;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2018/'19;4350;4080;94.0
4779;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2019/'20;4400;4350;99.0
4780;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2020/'21;3970;3840;97.0
4781;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2021/'22;3860;3720;97.0
4782;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2022/'23;3630;3360;92.0
4783;Mannen;Vmbo g/t totaal;Noord-Brabant (PV);2023/'24;3920;3620;92.0
4784;Mannen;Vmbo g/t totaal;Limburg (PV);2011/'12;1580;1460;92.0
4785;Mannen;Vmbo g/t totaal;Limburg (PV);2012/'13;1600;1510;94.0
4786;Mannen;Vmbo g/t totaal;Limburg (PV);2013/'14;1670;1580;95.0
4787;Mannen;Vmbo g/t totaal;Limburg (PV);2014/'15;1620;1560;96.0
4788;Mannen;Vmbo g/t totaal;Limburg (PV);2015/'16;1630;1530;94.0
4789;Mannen;Vmbo g/t totaal;Limburg (PV);2016/'17;1640;1540;93.0
4790;Mannen;Vmbo g/t totaal;Limburg (PV);2017/'18;1640;1520;93.0
4791;Mannen;Vmbo g/t totaal;Limburg (PV);2018/'19;1620;1480;91.0
4792;Mannen;Vmbo g/t totaal;Limburg (PV);2019/'20;1410;1390;99.0
4793;Mannen;Vmbo g/t totaal;Limburg (PV);2020/'21;1420;1370;97.0
4794;Mannen;Vmbo g/t totaal;Limburg (PV);2021/'22;1340;1300;97.0
4795;Mannen;Vmbo g/t totaal;Limburg (PV);2022/'23;1290;1220;94.0
4796;Mannen;Vmbo g/t totaal;Limburg (PV);2023/'24;1250;1150;92.0
4797;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2011/'12;40;40;
4798;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2012/'13;40;40;
4799;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2013/'14;50;50;
4800;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2014/'15;50;50;
4801;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2015/'16;50;50;
4802;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2016/'17;50;50;
4803;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2017/'18;60;60;
4804;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2018/'19;60;60;
4805;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2019/'20;50;50;
4806;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2020/'21;60;50;93.0
4807;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2021/'22;50;50;98.0
4808;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2022/'23;60;50;88.0
4809;Mannen;Vmbo g/t totaal;Niet in te delen (PV);2023/'24;70;60;95.0
4810;Mannen;Vmbo g/t totaal;Amsterdam;2011/'12;690;580;85.0
4811;Mannen;Vmbo g/t totaal;Amsterdam;2012/'13;690;580;84.0
4812;Mannen;Vmbo g/t totaal;Amsterdam;2013/'14;710;640;89.0
4813;Mannen;Vmbo g/t totaal;Amsterdam;2014/'15;720;650;91.0
4814;Mannen;Vmbo g/t totaal;Amsterdam;2015/'16;740;670;91.0
4815;Mannen;Vmbo g/t totaal;Amsterdam;2016/'17;770;690;89.0
4816;Mannen;Vmbo g/t totaal;Amsterdam;2017/'18;750;650;87.0
4817;Mannen;Vmbo g/t totaal;Amsterdam;2018/'19;820;700;85.0
4818;Mannen;Vmbo g/t totaal;Amsterdam;2019/'20;790;780;98.0
4819;Mannen;Vmbo g/t totaal;Amsterdam;2020/'21;810;750;92.0
4820;Mannen;Vmbo g/t totaal;Amsterdam;2021/'22;750;680;91.0
4821;Mannen;Vmbo g/t totaal;Amsterdam;2022/'23;720;580;81.0
4822;Mannen;Vmbo g/t totaal;Amsterdam;2023/'24;850;690;82.0
4823;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2011/'12;530;480;90.0
4824;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2012/'13;580;510;89.0
4825;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2013/'14;650;580;89.0
4826;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2014/'15;670;610;91.0
4827;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2015/'16;700;650;93.0
4828;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2016/'17;670;600;90.0
4829;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2017/'18;620;560;90.0
4830;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2018/'19;680;620;92.0
4831;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2019/'20;710;700;99.0
4832;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2020/'21;680;650;95.0
4833;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2021/'22;650;610;94.0
4834;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2022/'23;650;580;89.0
4835;Mannen;Vmbo g/t totaal;'s-Gravenhage (gemeente);2023/'24;730;660;90.0
4836;Mannen;Vmbo g/t totaal;Rotterdam;2011/'12;810;710;87.0
4837;Mannen;Vmbo g/t totaal;Rotterdam;2012/'13;910;810;89.0
4838;Mannen;Vmbo g/t totaal;Rotterdam;2013/'14;880;780;89.0
4839;Mannen;Vmbo g/t totaal;Rotterdam;2014/'15;870;790;91.0
4840;Mannen;Vmbo g/t totaal;Rotterdam;2015/'16;950;860;90.0
4841;Mannen;Vmbo g/t totaal;Rotterdam;2016/'17;910;830;91.0
4842;Mannen;Vmbo g/t totaal;Rotterdam;2017/'18;880;780;88.0
4843;Mannen;Vmbo g/t totaal;Rotterdam;2018/'19;870;780;90.0
4844;Mannen;Vmbo g/t totaal;Rotterdam;2019/'20;820;820;
4845;Mannen;Vmbo g/t totaal;Rotterdam;2020/'21;900;860;96.0
4846;Mannen;Vmbo g/t totaal;Rotterdam;2021/'22;760;720;94.0
4847;Mannen;Vmbo g/t totaal;Rotterdam;2022/'23;750;660;89.0
4848;Mannen;Vmbo g/t totaal;Rotterdam;2023/'24;750;680;90.0
4849;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2011/'12;250;220;86.0
4850;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2012/'13;300;240;80.0
4851;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2013/'14;290;270;91.0
4852;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2014/'15;320;290;90.0
4853;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2015/'16;330;300;90.0
4854;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2016/'17;390;350;89.0
4855;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2017/'18;400;370;93.0
4856;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2018/'19;370;330;90.0
4857;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2019/'20;340;330;
4858;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2020/'21;390;360;93.0
4859;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2021/'22;400;370;92.0
4860;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2022/'23;350;310;89.0
4861;Mannen;Vmbo g/t totaal;Utrecht (gemeente);2023/'24;350;300;85.0
4862;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2011/'12;2280;1990;87.0
4863;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2012/'13;2480;2140;86.0
4864;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2013/'14;2530;2260;89.0
4865;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2014/'15;2570;2330;91.0
4866;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2015/'16;2720;2480;91.0
4867;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2016/'17;2740;2470;90.0
4868;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2017/'18;2650;2360;89.0
4869;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2018/'19;2740;2430;89.0
4870;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2019/'20;2670;2640;99.0
4871;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2020/'21;2780;2620;94.0
4872;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2021/'22;2560;2370;93.0
4873;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2022/'23;2470;2140;87.0
4874;Mannen;Vmbo g/t totaal;Vier grootste gemeenten (G4);2023/'24;2680;2330;87.0
4875;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2011/'12;4320;3880;90.0
4876;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2012/'13;4810;4360;91.0
4877;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2013/'14;5210;4780;92.0
4878;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2014/'15;5760;5400;94.0
4879;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;6060;5670;93.0
4880;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;6180;5690;92.0
4881;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;6200;5620;91.0
4882;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;6140;5640;92.0
4883;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;6120;6050;99.0
4884;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;6020;5770;96.0
4885;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;5780;5530;96.0
4886;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;5480;5000;91.0
4887;Mannen;Vmbo g/t totaal;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;5880;5380;92.0
4888;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2011/'12;18610;17060;92.0
4889;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2012/'13;19120;17670;92.0
4890;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2013/'14;19480;18420;95.0
4891;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2014/'15;19800;18870;95.0
4892;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2015/'16;20110;19070;95.0
4893;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2016/'17;20330;18990;93.0
4894;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2017/'18;19920;18510;93.0
4895;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2018/'19;19890;18560;93.0
4896;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2019/'20;19300;19130;99.0
4897;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2020/'21;17680;17140;97.0
4898;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2021/'22;16720;16120;96.0
4899;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2022/'23;16490;15320;93.0
4900;Mannen;Vmbo g/t totaal;Gemeenten < 100 000 inwoners;2023/'24;16820;15520;92.0
4901;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2011/'12;40;40;
4902;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2012/'13;40;40;
4903;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2013/'14;50;50;
4904;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2014/'15;50;50;
4905;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2015/'16;50;50;
4906;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2016/'17;50;50;
4907;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2017/'18;60;60;
4908;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2018/'19;60;60;
4909;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2019/'20;50;50;
4910;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2020/'21;60;50;93.0
4911;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2021/'22;50;50;98.0
4912;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2022/'23;60;50;88.0
4913;Mannen;Vmbo g/t totaal;"Gemeenten; niet in te delen";2023/'24;70;60;95.0
4914;Mannen;Vmbo-g;Nederland;2011/'12;3130;2780;89.0
4915;Mannen;Vmbo-g;Nederland;2012/'13;3040;2730;90.0
4916;Mannen;Vmbo-g;Nederland;2013/'14;3220;2960;92.0
4917;Mannen;Vmbo-g;Nederland;2014/'15;3390;3150;93.0
4918;Mannen;Vmbo-g;Nederland;2015/'16;3400;3150;93.0
4919;Mannen;Vmbo-g;Nederland;2016/'17;3410;3070;90.0
4920;Mannen;Vmbo-g;Nederland;2017/'18;3550;3160;89.0
4921;Mannen;Vmbo-g;Nederland;2018/'19;3600;3230;90.0
4922;Mannen;Vmbo-g;Nederland;2019/'20;3410;3380;99.0
4923;Mannen;Vmbo-g;Nederland;2020/'21;3410;3310;97.0
4924;Mannen;Vmbo-g;Nederland;2021/'22;3440;3330;97.0
4925;Mannen;Vmbo-g;Nederland;2022/'23;3520;3190;91.0
4926;Mannen;Vmbo-g;Nederland;2023/'24;3430;3060;89.0
4927;Mannen;Vmbo-g;Noord-Nederland (LD);2011/'12;330;280;86.0
4928;Mannen;Vmbo-g;Noord-Nederland (LD);2012/'13;370;340;92.0
4929;Mannen;Vmbo-g;Noord-Nederland (LD);2013/'14;430;400;94.0
4930;Mannen;Vmbo-g;Noord-Nederland (LD);2014/'15;450;420;94.0
4931;Mannen;Vmbo-g;Noord-Nederland (LD);2015/'16;430;400;93.0
4932;Mannen;Vmbo-g;Noord-Nederland (LD);2016/'17;430;400;93.0
4933;Mannen;Vmbo-g;Noord-Nederland (LD);2017/'18;470;420;90.0
4934;Mannen;Vmbo-g;Noord-Nederland (LD);2018/'19;490;440;88.0
4935;Mannen;Vmbo-g;Noord-Nederland (LD);2019/'20;470;470;
4936;Mannen;Vmbo-g;Noord-Nederland (LD);2020/'21;400;400;99.0
4937;Mannen;Vmbo-g;Noord-Nederland (LD);2021/'22;370;350;96.0
4938;Mannen;Vmbo-g;Noord-Nederland (LD);2022/'23;440;410;92.0
4939;Mannen;Vmbo-g;Noord-Nederland (LD);2023/'24;440;390;89.0
4940;Mannen;Vmbo-g;Oost-Nederland (LD);2011/'12;770;680;88.0
4941;Mannen;Vmbo-g;Oost-Nederland (LD);2012/'13;780;700;89.0
4942;Mannen;Vmbo-g;Oost-Nederland (LD);2013/'14;890;810;91.0
4943;Mannen;Vmbo-g;Oost-Nederland (LD);2014/'15;880;820;93.0
4944;Mannen;Vmbo-g;Oost-Nederland (LD);2015/'16;940;880;94.0
4945;Mannen;Vmbo-g;Oost-Nederland (LD);2016/'17;950;880;92.0
4946;Mannen;Vmbo-g;Oost-Nederland (LD);2017/'18;970;870;90.0
4947;Mannen;Vmbo-g;Oost-Nederland (LD);2018/'19;1000;910;91.0
4948;Mannen;Vmbo-g;Oost-Nederland (LD);2019/'20;1010;1010;
4949;Mannen;Vmbo-g;Oost-Nederland (LD);2020/'21;1010;980;97.0
4950;Mannen;Vmbo-g;Oost-Nederland (LD);2021/'22;1130;1090;97.0
4951;Mannen;Vmbo-g;Oost-Nederland (LD);2022/'23;1130;1000;89.0
4952;Mannen;Vmbo-g;Oost-Nederland (LD);2023/'24;1070;950;89.0
4953;Mannen;Vmbo-g;West-Nederland (LD);2011/'12;980;860;88.0
4954;Mannen;Vmbo-g;West-Nederland (LD);2012/'13;950;830;87.0
4955;Mannen;Vmbo-g;West-Nederland (LD);2013/'14;920;830;90.0
4956;Mannen;Vmbo-g;West-Nederland (LD);2014/'15;1120;1020;91.0
4957;Mannen;Vmbo-g;West-Nederland (LD);2015/'16;1110;1020;92.0
4958;Mannen;Vmbo-g;West-Nederland (LD);2016/'17;1060;920;88.0
4959;Mannen;Vmbo-g;West-Nederland (LD);2017/'18;1090;940;86.0
4960;Mannen;Vmbo-g;West-Nederland (LD);2018/'19;1170;1030;88.0
4961;Mannen;Vmbo-g;West-Nederland (LD);2019/'20;1070;1060;
4962;Mannen;Vmbo-g;West-Nederland (LD);2020/'21;1080;1050;97.0
4963;Mannen;Vmbo-g;West-Nederland (LD);2021/'22;1010;970;96.0
4964;Mannen;Vmbo-g;West-Nederland (LD);2022/'23;1170;1060;91.0
4965;Mannen;Vmbo-g;West-Nederland (LD);2023/'24;1120;1010;90.0
4966;Mannen;Vmbo-g;Zuid-Nederland (LD);2011/'12;1060;960;91.0
4967;Mannen;Vmbo-g;Zuid-Nederland (LD);2012/'13;940;860;92.0
4968;Mannen;Vmbo-g;Zuid-Nederland (LD);2013/'14;970;920;94.0
