ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
7188;Vrouwen;Vmbo-b;Utrecht (PV);2023/'24;460;440;96.0
7189;Vrouwen;Vmbo-b;Noord-Holland (PV);2011/'12;1310;1260;96.0
7190;Vrouwen;Vmbo-b;Noord-Holland (PV);2012/'13;1350;1300;96.0
7191;Vrouwen;Vmbo-b;Noord-Holland (PV);2013/'14;1420;1390;98.0
7192;Vrouwen;Vmbo-b;Noord-Holland (PV);2014/'15;1370;1340;98.0
7193;Vrouwen;Vmbo-b;Noord-Holland (PV);2015/'16;1390;1360;98.0
7194;Vrouwen;Vmbo-b;Noord-Holland (PV);2016/'17;1340;1310;98.0
7195;Vrouwen;Vmbo-b;Noord-Holland (PV);2017/'18;1190;1160;97.0
7196;Vrouwen;Vmbo-b;Noord-Holland (PV);2018/'19;1070;1040;97.0
7197;Vrouwen;Vmbo-b;Noord-Holland (PV);2019/'20;1010;1000;
7198;Vrouwen;Vmbo-b;Noord-Holland (PV);2020/'21;870;860;99.0
7199;Vrouwen;Vmbo-b;Noord-Holland (PV);2021/'22;840;830;99.0
7200;Vrouwen;Vmbo-b;Noord-Holland (PV);2022/'23;690;660;96.0
7201;Vrouwen;Vmbo-b;Noord-Holland (PV);2023/'24;800;770;97.0
7202;Vrouwen;Vmbo-b;Zuid-Holland (PV);2011/'12;1920;1840;96.0
7203;Vrouwen;Vmbo-b;Zuid-Holland (PV);2012/'13;2070;1990;96.0
7204;Vrouwen;Vmbo-b;Zuid-Holland (PV);2013/'14;1910;1830;96.0
7205;Vrouwen;Vmbo-b;Zuid-Holland (PV);2014/'15;2010;1970;98.0
7206;Vrouwen;Vmbo-b;Zuid-Holland (PV);2015/'16;1910;1870;98.0
7207;Vrouwen;Vmbo-b;Zuid-Holland (PV);2016/'17;1890;1860;98.0
7208;Vrouwen;Vmbo-b;Zuid-Holland (PV);2017/'18;1800;1760;97.0
7209;Vrouwen;Vmbo-b;Zuid-Holland (PV);2018/'19;1620;1590;98.0
7210;Vrouwen;Vmbo-b;Zuid-Holland (PV);2019/'20;1400;1390;
7211;Vrouwen;Vmbo-b;Zuid-Holland (PV);2020/'21;1420;1410;99.0
7212;Vrouwen;Vmbo-b;Zuid-Holland (PV);2021/'22;1350;1340;99.0
7213;Vrouwen;Vmbo-b;Zuid-Holland (PV);2022/'23;1260;1220;97.0
7214;Vrouwen;Vmbo-b;Zuid-Holland (PV);2023/'24;1330;1310;98.0
7215;Vrouwen;Vmbo-b;Zeeland (PV);2011/'12;230;220;
7216;Vrouwen;Vmbo-b;Zeeland (PV);2012/'13;230;230;
7217;Vrouwen;Vmbo-b;Zeeland (PV);2013/'14;230;220;95.0
7218;Vrouwen;Vmbo-b;Zeeland (PV);2014/'15;240;230;96.0
7219;Vrouwen;Vmbo-b;Zeeland (PV);2015/'16;250;240;
7220;Vrouwen;Vmbo-b;Zeeland (PV);2016/'17;210;210;
7221;Vrouwen;Vmbo-b;Zeeland (PV);2017/'18;230;220;
7222;Vrouwen;Vmbo-b;Zeeland (PV);2018/'19;190;190;
7223;Vrouwen;Vmbo-b;Zeeland (PV);2019/'20;170;170;
7224;Vrouwen;Vmbo-b;Zeeland (PV);2020/'21;150;150;100.0
7225;Vrouwen;Vmbo-b;Zeeland (PV);2021/'22;120;120;100.0
7226;Vrouwen;Vmbo-b;Zeeland (PV);2022/'23;120;120;98.0
7227;Vrouwen;Vmbo-b;Zeeland (PV);2023/'24;160;160;99.0
7228;Vrouwen;Vmbo-b;Noord-Brabant (PV);2011/'12;1320;1260;95.0
7229;Vrouwen;Vmbo-b;Noord-Brabant (PV);2012/'13;1250;1220;98.0
7230;Vrouwen;Vmbo-b;Noord-Brabant (PV);2013/'14;1320;1290;98.0
7231;Vrouwen;Vmbo-b;Noord-Brabant (PV);2014/'15;1240;1220;98.0
7232;Vrouwen;Vmbo-b;Noord-Brabant (PV);2015/'16;1270;1240;98.0
7233;Vrouwen;Vmbo-b;Noord-Brabant (PV);2016/'17;1300;1280;99.0
7234;Vrouwen;Vmbo-b;Noord-Brabant (PV);2017/'18;1080;1070;99.0
7235;Vrouwen;Vmbo-b;Noord-Brabant (PV);2018/'19;990;980;99.0
7236;Vrouwen;Vmbo-b;Noord-Brabant (PV);2019/'20;940;940;
7237;Vrouwen;Vmbo-b;Noord-Brabant (PV);2020/'21;770;770;100.0
7238;Vrouwen;Vmbo-b;Noord-Brabant (PV);2021/'22;820;810;99.0
7239;Vrouwen;Vmbo-b;Noord-Brabant (PV);2022/'23;780;740;95.0
7240;Vrouwen;Vmbo-b;Noord-Brabant (PV);2023/'24;900;870;97.0
7241;Vrouwen;Vmbo-b;Limburg (PV);2011/'12;570;540;94.0
7242;Vrouwen;Vmbo-b;Limburg (PV);2012/'13;580;560;96.0
7243;Vrouwen;Vmbo-b;Limburg (PV);2013/'14;540;530;97.0
7244;Vrouwen;Vmbo-b;Limburg (PV);2014/'15;550;540;98.0
7245;Vrouwen;Vmbo-b;Limburg (PV);2015/'16;490;470;97.0
7246;Vrouwen;Vmbo-b;Limburg (PV);2016/'17;510;500;
7247;Vrouwen;Vmbo-b;Limburg (PV);2017/'18;480;470;98.0
7248;Vrouwen;Vmbo-b;Limburg (PV);2018/'19;400;400;
7249;Vrouwen;Vmbo-b;Limburg (PV);2019/'20;380;380;
7250;Vrouwen;Vmbo-b;Limburg (PV);2020/'21;360;360;99.0
7251;Vrouwen;Vmbo-b;Limburg (PV);2021/'22;380;380;99.0
7252;Vrouwen;Vmbo-b;Limburg (PV);2022/'23;330;320;97.0
7253;Vrouwen;Vmbo-b;Limburg (PV);2023/'24;380;370;98.0
7254;Vrouwen;Vmbo-b;Niet in te delen (PV);2011/'12;20;20;
7255;Vrouwen;Vmbo-b;Niet in te delen (PV);2012/'13;20;10;
7256;Vrouwen;Vmbo-b;Niet in te delen (PV);2013/'14;20;20;
7257;Vrouwen;Vmbo-b;Niet in te delen (PV);2014/'15;20;20;
7258;Vrouwen;Vmbo-b;Niet in te delen (PV);2015/'16;10;10;
7259;Vrouwen;Vmbo-b;Niet in te delen (PV);2016/'17;10;10;
7260;Vrouwen;Vmbo-b;Niet in te delen (PV);2017/'18;10;10;
7261;Vrouwen;Vmbo-b;Niet in te delen (PV);2018/'19;10;10;
7262;Vrouwen;Vmbo-b;Niet in te delen (PV);2019/'20;20;20;
7263;Vrouwen;Vmbo-b;Niet in te delen (PV);2020/'21;20;20;100.0
7264;Vrouwen;Vmbo-b;Niet in te delen (PV);2021/'22;10;10;
7265;Vrouwen;Vmbo-b;Niet in te delen (PV);2022/'23;20;20;94.0
7266;Vrouwen;Vmbo-b;Niet in te delen (PV);2023/'24;10;10;
7267;Vrouwen;Vmbo-b;Amsterdam;2011/'12;340;330;96.0
7268;Vrouwen;Vmbo-b;Amsterdam;2012/'13;350;340;
7269;Vrouwen;Vmbo-b;Amsterdam;2013/'14;400;390;96.0
7270;Vrouwen;Vmbo-b;Amsterdam;2014/'15;350;340;
7271;Vrouwen;Vmbo-b;Amsterdam;2015/'16;430;420;
7272;Vrouwen;Vmbo-b;Amsterdam;2016/'17;420;410;98.0
7273;Vrouwen;Vmbo-b;Amsterdam;2017/'18;320;300;94.0
7274;Vrouwen;Vmbo-b;Amsterdam;2018/'19;290;280;96.0
7275;Vrouwen;Vmbo-b;Amsterdam;2019/'20;260;260;
7276;Vrouwen;Vmbo-b;Amsterdam;2020/'21;190;190;98.0
7277;Vrouwen;Vmbo-b;Amsterdam;2021/'22;210;210;99.0
7278;Vrouwen;Vmbo-b;Amsterdam;2022/'23;150;140;95.0
7279;Vrouwen;Vmbo-b;Amsterdam;2023/'24;150;140;94.0
7280;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2011/'12;260;260;
7281;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2012/'13;310;290;95.0
7282;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2013/'14;260;240;94.0
7283;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2014/'15;300;290;
7284;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2015/'16;270;270;
7285;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2016/'17;270;260;
7286;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2017/'18;280;260;96.0
7287;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2018/'19;230;220;
7288;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2019/'20;230;230;
7289;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2020/'21;240;240;98.0
7290;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2021/'22;220;220;99.0
7291;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2022/'23;170;160;96.0
7292;Vrouwen;Vmbo-b;'s-Gravenhage (gemeente);2023/'24;170;160;98.0
7293;Vrouwen;Vmbo-b;Rotterdam;2011/'12;390;370;94.0
7294;Vrouwen;Vmbo-b;Rotterdam;2012/'13;450;420;95.0
7295;Vrouwen;Vmbo-b;Rotterdam;2013/'14;430;410;94.0
7296;Vrouwen;Vmbo-b;Rotterdam;2014/'15;460;440;96.0
7297;Vrouwen;Vmbo-b;Rotterdam;2015/'16;440;420;97.0
7298;Vrouwen;Vmbo-b;Rotterdam;2016/'17;420;410;
7299;Vrouwen;Vmbo-b;Rotterdam;2017/'18;380;370;
7300;Vrouwen;Vmbo-b;Rotterdam;2018/'19;330;320;95.0
7301;Vrouwen;Vmbo-b;Rotterdam;2019/'20;300;290;
7302;Vrouwen;Vmbo-b;Rotterdam;2020/'21;280;280;99.0
7303;Vrouwen;Vmbo-b;Rotterdam;2021/'22;270;270;100.0
7304;Vrouwen;Vmbo-b;Rotterdam;2022/'23;260;250;97.0
7305;Vrouwen;Vmbo-b;Rotterdam;2023/'24;280;270;97.0
7306;Vrouwen;Vmbo-b;Utrecht (gemeente);2011/'12;160;150;93.0
7307;Vrouwen;Vmbo-b;Utrecht (gemeente);2012/'13;140;140;
7308;Vrouwen;Vmbo-b;Utrecht (gemeente);2013/'14;170;160;
7309;Vrouwen;Vmbo-b;Utrecht (gemeente);2014/'15;170;170;
7310;Vrouwen;Vmbo-b;Utrecht (gemeente);2015/'16;190;190;
7311;Vrouwen;Vmbo-b;Utrecht (gemeente);2016/'17;190;190;
7312;Vrouwen;Vmbo-b;Utrecht (gemeente);2017/'18;200;190;
7313;Vrouwen;Vmbo-b;Utrecht (gemeente);2018/'19;180;180;
7314;Vrouwen;Vmbo-b;Utrecht (gemeente);2019/'20;150;150;
7315;Vrouwen;Vmbo-b;Utrecht (gemeente);2020/'21;150;150;100.0
7316;Vrouwen;Vmbo-b;Utrecht (gemeente);2021/'22;130;120;98.0
7317;Vrouwen;Vmbo-b;Utrecht (gemeente);2022/'23;90;80;88.0
7318;Vrouwen;Vmbo-b;Utrecht (gemeente);2023/'24;120;110;92.0
7319;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2011/'12;1160;1100;95.0
7320;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2012/'13;1240;1190;96.0
7321;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2013/'14;1260;1200;95.0
7322;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2014/'15;1270;1240;97.0
7323;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2015/'16;1330;1300;97.0
7324;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2016/'17;1290;1260;98.0
7325;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2017/'18;1170;1120;96.0
7326;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2018/'19;1030;1000;97.0
7327;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2019/'20;940;940;
7328;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2020/'21;870;860;99.0
7329;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2021/'22;830;830;99.0
7330;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2022/'23;670;630;95.0
7331;Vrouwen;Vmbo-b;Vier grootste gemeenten (G4);2023/'24;710;680;96.0
7332;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2011/'12;1620;1550;96.0
7333;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2012/'13;1600;1550;97.0
7334;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2013/'14;1730;1660;96.0
7335;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2014/'15;1950;1910;98.0
7336;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;1880;1830;98.0
7337;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;1860;1830;99.0
7338;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;1760;1720;98.0
7339;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;1600;1560;98.0
7340;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;1460;1450;
7341;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;1420;1410;99.0
7342;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;1280;1270;99.0
7343;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;1260;1200;95.0
7344;Vrouwen;Vmbo-b;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;1430;1390;97.0
7345;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2011/'12;6140;5890;96.0
7346;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2012/'13;6100;5910;97.0
7347;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2013/'14;6090;5960;98.0
7348;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2014/'15;5830;5710;98.0
7349;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2015/'16;5780;5680;98.0
7350;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2016/'17;5710;5610;98.0
7351;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2017/'18;5320;5240;99.0
7352;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2018/'19;4900;4830;99.0
7353;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2019/'20;4380;4360;99.0
7354;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2020/'21;3960;3940;100.0
7355;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2021/'22;3790;3760;99.0
7356;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2022/'23;3620;3490;96.0
7357;Vrouwen;Vmbo-b;Gemeenten < 100 000 inwoners;2023/'24;4080;3990;98.0
7358;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2011/'12;20;20;
7359;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2012/'13;20;10;
7360;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2013/'14;20;20;
7361;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2014/'15;20;20;
7362;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2015/'16;10;10;
7363;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2016/'17;10;10;
7364;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2017/'18;10;10;
7365;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2018/'19;10;10;
7366;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2019/'20;20;20;
7367;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2020/'21;20;20;100.0
7368;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2021/'22;10;10;
7369;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2022/'23;20;20;94.0
7370;Vrouwen;Vmbo-b;"Gemeenten; niet in te delen";2023/'24;10;10;
7371;Vrouwen;Vmbo-k;Nederland;2011/'12;12500;11610;93.0
7372;Vrouwen;Vmbo-k;Nederland;2012/'13;12800;11850;93.0
7373;Vrouwen;Vmbo-k;Nederland;2013/'14;13100;12420;95.0
7374;Vrouwen;Vmbo-k;Nederland;2014/'15;13690;13030;95.0
7375;Vrouwen;Vmbo-k;Nederland;2015/'16;13920;13330;96.0
7376;Vrouwen;Vmbo-k;Nederland;2016/'17;14160;13580;96.0
7377;Vrouwen;Vmbo-k;Nederland;2017/'18;14010;13360;95.0
7378;Vrouwen;Vmbo-k;Nederland;2018/'19;13680;13110;96.0
7379;Vrouwen;Vmbo-k;Nederland;2019/'20;12930;12890;100.0
7380;Vrouwen;Vmbo-k;Nederland;2020/'21;12360;12260;99.0
7381;Vrouwen;Vmbo-k;Nederland;2021/'22;11740;11610;99.0
7382;Vrouwen;Vmbo-k;Nederland;2022/'23;11560;10930;95.0
7383;Vrouwen;Vmbo-k;Nederland;2023/'24;12510;11980;96.0
7384;Vrouwen;Vmbo-k;Noord-Nederland (LD);2011/'12;1420;1340;94.0
7385;Vrouwen;Vmbo-k;Noord-Nederland (LD);2012/'13;1490;1390;93.0
7386;Vrouwen;Vmbo-k;Noord-Nederland (LD);2013/'14;1560;1460;94.0
7387;Vrouwen;Vmbo-k;Noord-Nederland (LD);2014/'15;1700;1620;96.0
7388;Vrouwen;Vmbo-k;Noord-Nederland (LD);2015/'16;1720;1640;95.0
7389;Vrouwen;Vmbo-k;Noord-Nederland (LD);2016/'17;1750;1670;96.0
7390;Vrouwen;Vmbo-k;Noord-Nederland (LD);2017/'18;1660;1570;95.0
7391;Vrouwen;Vmbo-k;Noord-Nederland (LD);2018/'19;1660;1590;96.0
7392;Vrouwen;Vmbo-k;Noord-Nederland (LD);2019/'20;1500;1500;
7393;Vrouwen;Vmbo-k;Noord-Nederland (LD);2020/'21;1450;1440;99.0
7394;Vrouwen;Vmbo-k;Noord-Nederland (LD);2021/'22;1350;1340;99.0
7395;Vrouwen;Vmbo-k;Noord-Nederland (LD);2022/'23;1380;1320;96.0
7396;Vrouwen;Vmbo-k;Noord-Nederland (LD);2023/'24;1510;1470;97.0
7397;Vrouwen;Vmbo-k;Oost-Nederland (LD);2011/'12;3110;2890;93.0
7398;Vrouwen;Vmbo-k;Oost-Nederland (LD);2012/'13;3240;2990;92.0
7399;Vrouwen;Vmbo-k;Oost-Nederland (LD);2013/'14;3370;3210;95.0
7400;Vrouwen;Vmbo-k;Oost-Nederland (LD);2014/'15;3330;3160;95.0
7401;Vrouwen;Vmbo-k;Oost-Nederland (LD);2015/'16;3410;3270;96.0
7402;Vrouwen;Vmbo-k;Oost-Nederland (LD);2016/'17;3610;3480;97.0
7403;Vrouwen;Vmbo-k;Oost-Nederland (LD);2017/'18;3550;3420;96.0
7404;Vrouwen;Vmbo-k;Oost-Nederland (LD);2018/'19;3460;3320;96.0
7405;Vrouwen;Vmbo-k;Oost-Nederland (LD);2019/'20;3310;3290;100.0
7406;Vrouwen;Vmbo-k;Oost-Nederland (LD);2020/'21;3080;3060;99.0
7407;Vrouwen;Vmbo-k;Oost-Nederland (LD);2021/'22;3080;3050;99.0
7408;Vrouwen;Vmbo-k;Oost-Nederland (LD);2022/'23;2960;2820;95.0
7409;Vrouwen;Vmbo-k;Oost-Nederland (LD);2023/'24;3120;2970;95.0
7410;Vrouwen;Vmbo-k;West-Nederland (LD);2011/'12;5380;4960;92.0
7411;Vrouwen;Vmbo-k;West-Nederland (LD);2012/'13;5500;5050;92.0
7412;Vrouwen;Vmbo-k;West-Nederland (LD);2013/'14;5520;5200;94.0
7413;Vrouwen;Vmbo-k;West-Nederland (LD);2014/'15;5850;5550;95.0
7414;Vrouwen;Vmbo-k;West-Nederland (LD);2015/'16;5890;5600;95.0
7415;Vrouwen;Vmbo-k;West-Nederland (LD);2016/'17;6000;5730;95.0
7416;Vrouwen;Vmbo-k;West-Nederland (LD);2017/'18;6020;5710;95.0
7417;Vrouwen;Vmbo-k;West-Nederland (LD);2018/'19;5780;5520;96.0
7418;Vrouwen;Vmbo-k;West-Nederland (LD);2019/'20;5500;5480;100.0
7419;Vrouwen;Vmbo-k;West-Nederland (LD);2020/'21;5340;5300;99.0
7420;Vrouwen;Vmbo-k;West-Nederland (LD);2021/'22;4960;4890;99.0
7421;Vrouwen;Vmbo-k;West-Nederland (LD);2022/'23;4930;4610;94.0
7422;Vrouwen;Vmbo-k;West-Nederland (LD);2023/'24;5360;5100;95.0
7423;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2011/'12;2560;2400;94.0
7424;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2012/'13;2540;2390;94.0
7425;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2013/'14;2620;2530;96.0
7426;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2014/'15;2790;2670;96.0
7427;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2015/'16;2890;2800;97.0
7428;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2016/'17;2790;2690;96.0
7429;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2017/'18;2760;2640;96.0
7430;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2018/'19;2760;2660;96.0
7431;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2019/'20;2610;2600;
7432;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2020/'21;2460;2430;99.0
7433;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2021/'22;2330;2310;99.0
7434;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2022/'23;2260;2140;95.0
7435;Vrouwen;Vmbo-k;Zuid-Nederland (LD);2023/'24;2500;2410;97.0
7436;Vrouwen;Vmbo-k;Niet in te delen (LD);2011/'12;20;20;
7437;Vrouwen;Vmbo-k;Niet in te delen (LD);2012/'13;30;30;
7438;Vrouwen;Vmbo-k;Niet in te delen (LD);2013/'14;30;30;
7439;Vrouwen;Vmbo-k;Niet in te delen (LD);2014/'15;30;30;
7440;Vrouwen;Vmbo-k;Niet in te delen (LD);2015/'16;20;20;
7441;Vrouwen;Vmbo-k;Niet in te delen (LD);2016/'17;20;20;
7442;Vrouwen;Vmbo-k;Niet in te delen (LD);2017/'18;20;20;
7443;Vrouwen;Vmbo-k;Niet in te delen (LD);2018/'19;20;20;
7444;Vrouwen;Vmbo-k;Niet in te delen (LD);2019/'20;20;20;
7445;Vrouwen;Vmbo-k;Niet in te delen (LD);2020/'21;30;30;100.0
7446;Vrouwen;Vmbo-k;Niet in te delen (LD);2021/'22;30;20;96.0
7447;Vrouwen;Vmbo-k;Niet in te delen (LD);2022/'23;30;30;100.0
7448;Vrouwen;Vmbo-k;Niet in te delen (LD);2023/'24;30;20;89.0
7449;Vrouwen;Vmbo-k;Groningen (PV);2011/'12;420;390;93.0
7450;Vrouwen;Vmbo-k;Groningen (PV);2012/'13;460;430;93.0
7451;Vrouwen;Vmbo-k;Groningen (PV);2013/'14;450;430;95.0
7452;Vrouwen;Vmbo-k;Groningen (PV);2014/'15;520;490;95.0
7453;Vrouwen;Vmbo-k;Groningen (PV);2015/'16;500;480;95.0
7454;Vrouwen;Vmbo-k;Groningen (PV);2016/'17;490;470;96.0
7455;Vrouwen;Vmbo-k;Groningen (PV);2017/'18;480;450;95.0
7456;Vrouwen;Vmbo-k;Groningen (PV);2018/'19;460;440;97.0
7457;Vrouwen;Vmbo-k;Groningen (PV);2019/'20;420;420;
7458;Vrouwen;Vmbo-k;Groningen (PV);2020/'21;390;390;100.0
7459;Vrouwen;Vmbo-k;Groningen (PV);2021/'22;360;350;99.0
7460;Vrouwen;Vmbo-k;Groningen (PV);2022/'23;390;370;94.0
7461;Vrouwen;Vmbo-k;Groningen (PV);2023/'24;410;400;96.0
7462;Vrouwen;Vmbo-k;Fryslân (PV);2011/'12;550;520;94.0
7463;Vrouwen;Vmbo-k;Fryslân (PV);2012/'13;550;500;91.0
7464;Vrouwen;Vmbo-k;Fryslân (PV);2013/'14;640;600;93.0
7465;Vrouwen;Vmbo-k;Fryslân (PV);2014/'15;630;610;97.0
7466;Vrouwen;Vmbo-k;Fryslân (PV);2015/'16;730;680;94.0
7467;Vrouwen;Vmbo-k;Fryslân (PV);2016/'17;690;660;95.0
7468;Vrouwen;Vmbo-k;Fryslân (PV);2017/'18;660;620;93.0
7469;Vrouwen;Vmbo-k;Fryslân (PV);2018/'19;670;650;96.0
7470;Vrouwen;Vmbo-k;Fryslân (PV);2019/'20;550;550;
7471;Vrouwen;Vmbo-k;Fryslân (PV);2020/'21;580;580;99.0
7472;Vrouwen;Vmbo-k;Fryslân (PV);2021/'22;520;510;99.0
7473;Vrouwen;Vmbo-k;Fryslân (PV);2022/'23;550;520;96.0
7474;Vrouwen;Vmbo-k;Fryslân (PV);2023/'24;590;580;98.0
7475;Vrouwen;Vmbo-k;Drenthe (PV);2011/'12;440;420;95.0
7476;Vrouwen;Vmbo-k;Drenthe (PV);2012/'13;480;460;95.0
7477;Vrouwen;Vmbo-k;Drenthe (PV);2013/'14;460;430;94.0
7478;Vrouwen;Vmbo-k;Drenthe (PV);2014/'15;550;520;95.0
7479;Vrouwen;Vmbo-k;Drenthe (PV);2015/'16;490;470;96.0
7480;Vrouwen;Vmbo-k;Drenthe (PV);2016/'17;570;540;95.0
7481;Vrouwen;Vmbo-k;Drenthe (PV);2017/'18;520;500;96.0
7482;Vrouwen;Vmbo-k;Drenthe (PV);2018/'19;530;500;95.0
7483;Vrouwen;Vmbo-k;Drenthe (PV);2019/'20;530;530;
7484;Vrouwen;Vmbo-k;Drenthe (PV);2020/'21;480;480;99.0
7485;Vrouwen;Vmbo-k;Drenthe (PV);2021/'22;480;470;99.0
7486;Vrouwen;Vmbo-k;Drenthe (PV);2022/'23;450;430;98.0
7487;Vrouwen;Vmbo-k;Drenthe (PV);2023/'24;510;490;96.0
7488;Vrouwen;Vmbo-k;Overijssel (PV);2011/'12;1020;950;93.0
7489;Vrouwen;Vmbo-k;Overijssel (PV);2012/'13;1050;970;92.0
7490;Vrouwen;Vmbo-k;Overijssel (PV);2013/'14;1130;1080;96.0
7491;Vrouwen;Vmbo-k;Overijssel (PV);2014/'15;1110;1050;95.0
7492;Vrouwen;Vmbo-k;Overijssel (PV);2015/'16;1130;1090;96.0
7493;Vrouwen;Vmbo-k;Overijssel (PV);2016/'17;1220;1170;96.0
7494;Vrouwen;Vmbo-k;Overijssel (PV);2017/'18;1150;1110;96.0
7495;Vrouwen;Vmbo-k;Overijssel (PV);2018/'19;1140;1090;96.0
7496;Vrouwen;Vmbo-k;Overijssel (PV);2019/'20;1150;1140;99.0
7497;Vrouwen;Vmbo-k;Overijssel (PV);2020/'21;1080;1070;99.0
7498;Vrouwen;Vmbo-k;Overijssel (PV);2021/'22;1020;1010;99.0
7499;Vrouwen;Vmbo-k;Overijssel (PV);2022/'23;970;930;96.0
7500;Vrouwen;Vmbo-k;Overijssel (PV);2023/'24;1060;1010;96.0
7501;Vrouwen;Vmbo-k;Flevoland (PV);2011/'12;420;400;96.0
7502;Vrouwen;Vmbo-k;Flevoland (PV);2012/'13;450;430;95.0
7503;Vrouwen;Vmbo-k;Flevoland (PV);2013/'14;440;410;93.0
7504;Vrouwen;Vmbo-k;Flevoland (PV);2014/'15;410;400;96.0
7505;Vrouwen;Vmbo-k;Flevoland (PV);2015/'16;460;440;96.0
7506;Vrouwen;Vmbo-k;Flevoland (PV);2016/'17;470;460;97.0
7507;Vrouwen;Vmbo-k;Flevoland (PV);2017/'18;480;470;96.0
