ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenSBI2008;Perioden;VoertuigenInGebruik_1
6150;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;M Specialistische zakelijke diensten;2015;534
6151;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;M Specialistische zakelijke diensten;2016;528
6152;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;M Specialistische zakelijke diensten;2017;536
6153;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;M Specialistische zakelijke diensten;2018;539
6154;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;M Specialistische zakelijke diensten;2019;399
6155;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;M Specialistische zakelijke diensten;2020;370
6156;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2009;1369
6157;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2010;1313
6158;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2011;1338
6159;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2012;1364
6160;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2013;1392
6161;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2014;1343
6162;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2015;1357
6163;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2016;1397
6164;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2017;1381
6165;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2018;1387
6166;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2019;1486
6167;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;N Verhuur en overige zakelijke diensten;2020;1498
6168;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2009;522
6169;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2010;516
6170;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2011;497
6171;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2012;453
6172;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2013;432
6173;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2014;386
6174;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2015;355
6175;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2016;351
6176;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2017;333
6177;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2018;333
6178;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2019;299
6179;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;O Openbaar bestuur en overheidsdiensten;2020;277
6180;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2009;405
6181;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2010;385
6182;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2011;373
6183;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2012;345
6184;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2013;337
6185;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2014;321
6186;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2015;320
6187;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2016;327
6188;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2017;364
6189;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2018;391
6190;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2019;380
6191;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;P Onderwijs;2020;397
6192;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2009;61
6193;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2010;53
6194;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2011;50
6195;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2012;50
6196;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2013;41
6197;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2014;51
6198;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2015;37
6199;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2016;40
6200;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2017;34
6201;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2018;35
6202;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2019;33
6203;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;Q Gezondheids- en welzijnszorg;2020;34
6204;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2009;747
6205;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2010;763
6206;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2011;735
6207;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2012;703
6208;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2013;665
6209;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2014;651
6210;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2015;617
6211;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2016;600
6212;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2017;611
6213;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2018;609
6214;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2019;613
6215;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;R Cultuur, sport en recreatie;2020;630
6216;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2009;207
6217;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2010;210
6218;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2011;222
6219;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2012;208
6220;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2013;210
6221;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2014;219
6222;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2015;204
6223;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2016;187
6224;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2017;197
6225;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2018;208
6226;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2019;215
6227;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;S Overige dienstverlening;2020;205
6228;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2009;0
6229;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2010;0
6230;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2011;0
6231;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2012;0
6232;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2013;0
6233;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2014;0
6234;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2015;0
6235;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2016;0
6236;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2017;0
6237;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2018;0
6238;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2019;0
6239;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 7 000 tot 12 000 kg;SBI-code onbekend;2020;0
6240;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2009;18095
6241;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2010;17751
6242;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2011;17454
6243;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2012;17054
6244;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2013;16629
6245;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2014;16197
6246;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2015;16171
6247;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2016;16249
6248;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2017;16525
6249;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2018;16883
6250;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2019;17107
6251;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A-U Alle economische activiteiten;2020;17040
6252;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2009;2445
6253;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2010;2306
6254;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2011;2340
6255;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2012;2348
6256;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2013;2268
6257;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2014;2261
6258;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2015;2258
6259;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2016;2313
6260;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2017;2375
6261;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2018;2401
6262;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2019;2559
6263;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B-E Nijverheid (geen bouw) en energie;2020;2464
6264;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2009;11674
6265;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2010;11474
6266;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2011;11188
6267;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2012;10877
6268;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2013;10593
6269;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2014;10193
6270;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2015;10146
6271;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2016;10049
6272;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2017;10147
6273;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2018;10285
6274;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2019;10270
6275;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;G-I Handel, vervoer en horeca;2020;10128
6276;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2009;894
6277;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2010;946
6278;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2011;905
6279;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2012;921
6280;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2013;916
6281;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2014;882
6282;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2015;886
6283;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2016;888
6284;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2017;880
6285;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2018;941
6286;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2019;998
6287;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;M-N Zakelijke dienstverlening;2020;1053
6288;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2009;331
6289;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2010;357
6290;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2011;383
6291;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2012;393
6292;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2013;412
6293;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2014;430
6294;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2015;417
6295;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2016;431
6296;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2017;433
6297;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2018;464
6298;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2019;495
6299;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;O-Q Overheid en zorg;2020;508
6300;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2009;146
6301;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2010;141
6302;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2011;145
6303;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2012;152
6304;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2013;145
6305;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2014;148
6306;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2015;163
6307;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2016;174
6308;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2017;179
6309;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2018;191
6310;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2019;199
6311;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;R-U Cultuur, recreatie, overige diensten;2020;199
6312;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2009;678
6313;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2010;666
6314;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2011;671
6315;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2012;681
6316;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2013;674
6317;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2014;667
6318;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2015;659
6319;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2016;713
6320;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2017;748
6321;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2018;813
6322;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2019;819
6323;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;A Landbouw, bosbouw en visserij;2020;841
6324;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2009;36
6325;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2010;29
6326;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2011;33
6327;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2012;32
6328;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2013;36
6329;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2014;31
6330;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2015;28
6331;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2016;31
6332;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2017;36
6333;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2018;33
6334;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2019;36
6335;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;B Delfstoffenwinning;2020;38
6336;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2009;851
6337;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2010;791
6338;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2011;1048
6339;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2012;834
6340;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2013;791
6341;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2014;777
6342;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2015;801
6343;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2016;813
6344;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2017;829
6345;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2018;829
6346;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2019;870
6347;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;C Industrie;2020;804
6348;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2009;7
6349;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2010;4
6350;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2011;7
6351;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2012;4
6352;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2013;5
6353;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2014;7
6354;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2015;3
6355;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2016;11
6356;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2017;12
6357;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2018;4
6358;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2019;3
6359;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;D Energievoorziening;2020;4
6360;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;E Waterbedrijven en afvalbeheer;2009;1551
6361;Vrachtauto's en trekkers voor oplegger;Laadvermogen: 12 000 tot 18 000 kg;E Waterbedrijven en afvalbeheer;2010;1482
