ID;RedenBeeindiging;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
8623;Totaal;Staphorst;2e halfjaar 2018;145.0;9.0
8624;Totaal;Staphorst;2018;250.0;15.0
8625;Totaal;Staphorst;1e halfjaar 2019;185.0;11.0
8626;Totaal;Staphorst;2e halfjaar 2019;105.0;6.0
8627;Totaal;Staphorst;2019;260.0;15.0
8628;Totaal;Staphorst;1e halfjaar 2020;75.0;4.0
8629;Totaal;Staphorst;2e halfjaar 2020;110.0;6.0
8630;Totaal;Staphorst;2020;185.0;11.0
8631;Totaal;Staphorst;1e halfjaar 2021;90.0;5.0
8632;Totaal;Staphorst;2e halfjaar 2021;110.0;6.0
8633;Totaal;Staphorst;2021;190.0;11.0
8634;Totaal;Staphorst;1e halfjaar 2022;100.0;6.0
8635;Totaal;Staphorst;2e halfjaar 2022;110.0;6.0
8636;Totaal;Staphorst;2022;195.0;11.0
8637;Totaal;Staphorst;1e halfjaar 2023;85.0;5.0
8638;Totaal;Staphorst;2e halfjaar 2023;110.0;6.0
8639;Totaal;Staphorst;2023;180.0;10.0
8640;Totaal;Stede Broec;1e halfjaar 2015;60.0;0.0
8641;Totaal;Stede Broec;2e halfjaar 2015;65.0;0.0
8642;Totaal;Stede Broec;2015;120.0;10.0
8643;Totaal;Stede Broec;1e halfjaar 2016;;
8644;Totaal;Stede Broec;2e halfjaar 2016;190.0;9.0
8645;Totaal;Stede Broec;2016;;
8646;Totaal;Stede Broec;1e halfjaar 2017;;
8647;Totaal;Stede Broec;2e halfjaar 2017;295.0;14.0
8648;Totaal;Stede Broec;2017;;
8649;Totaal;Stede Broec;1e halfjaar 2018;165.0;8.0
8650;Totaal;Stede Broec;2e halfjaar 2018;310.0;14.0
8651;Totaal;Stede Broec;2018;440.0;20.0
8652;Totaal;Stede Broec;1e halfjaar 2019;175.0;8.0
8653;Totaal;Stede Broec;2e halfjaar 2019;325.0;15.0
8654;Totaal;Stede Broec;2019;450.0;21.0
8655;Totaal;Stede Broec;1e halfjaar 2020;190.0;9.0
8656;Totaal;Stede Broec;2e halfjaar 2020;610.0;28.0
8657;Totaal;Stede Broec;2020;775.0;36.0
8658;Totaal;Stede Broec;1e halfjaar 2021;145.0;7.0
8659;Totaal;Stede Broec;2e halfjaar 2021;325.0;15.0
8660;Totaal;Stede Broec;2021;455.0;21.0
8661;Totaal;Stede Broec;1e halfjaar 2022;135.0;6.0
8662;Totaal;Stede Broec;2e halfjaar 2022;300.0;14.0
8663;Totaal;Stede Broec;2022;425.0;19.0
8664;Totaal;Stede Broec;1e halfjaar 2023;170.0;8.0
8665;Totaal;Stede Broec;2e halfjaar 2023;300.0;14.0
8666;Totaal;Stede Broec;2023;450.0;20.0
8667;Totaal;Steenbergen;1e halfjaar 2015;;
8668;Totaal;Steenbergen;2e halfjaar 2015;;
8669;Totaal;Steenbergen;2015;;
8670;Totaal;Steenbergen;1e halfjaar 2016;;
8671;Totaal;Steenbergen;2e halfjaar 2016;;
8672;Totaal;Steenbergen;2016;;
8673;Totaal;Steenbergen;1e halfjaar 2017;65.0;3.0
8674;Totaal;Steenbergen;2e halfjaar 2017;;
8675;Totaal;Steenbergen;2017;;
8676;Totaal;Steenbergen;1e halfjaar 2018;;
8677;Totaal;Steenbergen;2e halfjaar 2018;205.0;8.0
8678;Totaal;Steenbergen;2018;;
8679;Totaal;Steenbergen;1e halfjaar 2019;;
8680;Totaal;Steenbergen;2e halfjaar 2019;;
8681;Totaal;Steenbergen;2019;;
8682;Totaal;Steenbergen;1e halfjaar 2020;155.0;6.0
8683;Totaal;Steenbergen;2e halfjaar 2020;950.0;39.0
8684;Totaal;Steenbergen;2020;1070.0;44.0
8685;Totaal;Steenbergen;1e halfjaar 2021;215.0;9.0
8686;Totaal;Steenbergen;2e halfjaar 2021;285.0;12.0
8687;Totaal;Steenbergen;2021;465.0;19.0
8688;Totaal;Steenbergen;1e halfjaar 2022;230.0;9.0
8689;Totaal;Steenbergen;2e halfjaar 2022;260.0;11.0
8690;Totaal;Steenbergen;2022;465.0;19.0
8691;Totaal;Steenbergen;1e halfjaar 2023;265.0;11.0
8692;Totaal;Steenbergen;2e halfjaar 2023;365.0;15.0
8693;Totaal;Steenbergen;2023;590.0;24.0
8694;Totaal;Steenwijkerland;1e halfjaar 2015;1530.0;35.0
8695;Totaal;Steenwijkerland;2e halfjaar 2015;525.0;10.0
8696;Totaal;Steenwijkerland;2015;1810.0;40.0
8697;Totaal;Steenwijkerland;1e halfjaar 2016;375.0;9.0
8698;Totaal;Steenwijkerland;2e halfjaar 2016;595.0;14.0
8699;Totaal;Steenwijkerland;2016;870.0;20.0
8700;Totaal;Steenwijkerland;1e halfjaar 2017;845.0;19.0
8701;Totaal;Steenwijkerland;2e halfjaar 2017;800.0;18.0
8702;Totaal;Steenwijkerland;2017;1520.0;35.0
8703;Totaal;Steenwijkerland;1e halfjaar 2018;835.0;19.0
8704;Totaal;Steenwijkerland;2e halfjaar 2018;905.0;21.0
8705;Totaal;Steenwijkerland;2018;1210.0;28.0
8706;Totaal;Steenwijkerland;1e halfjaar 2019;410.0;9.0
8707;Totaal;Steenwijkerland;2e halfjaar 2019;1605.0;37.0
8708;Totaal;Steenwijkerland;2019;1880.0;43.0
8709;Totaal;Steenwijkerland;1e halfjaar 2020;385.0;9.0
8710;Totaal;Steenwijkerland;2e halfjaar 2020;1110.0;25.0
8711;Totaal;Steenwijkerland;2020;1425.0;32.0
8712;Totaal;Steenwijkerland;1e halfjaar 2021;410.0;9.0
8713;Totaal;Steenwijkerland;2e halfjaar 2021;1160.0;26.0
8714;Totaal;Steenwijkerland;2021;1505.0;34.0
8715;Totaal;Steenwijkerland;1e halfjaar 2022;365.0;8.0
8716;Totaal;Steenwijkerland;2e halfjaar 2022;965.0;22.0
8717;Totaal;Steenwijkerland;2022;1275.0;28.0
8718;Totaal;Steenwijkerland;1e halfjaar 2023;365.0;8.0
8719;Totaal;Steenwijkerland;2e halfjaar 2023;1005.0;22.0
8720;Totaal;Steenwijkerland;2023;1320.0;29.0
8721;Totaal;Stein (L.);1e halfjaar 2015;;
8722;Totaal;Stein (L.);2e halfjaar 2015;;
8723;Totaal;Stein (L.);2015;;
8724;Totaal;Stein (L.);1e halfjaar 2016;;
8725;Totaal;Stein (L.);2e halfjaar 2016;;
8726;Totaal;Stein (L.);2016;;
8727;Totaal;Stein (L.);1e halfjaar 2017;;
8728;Totaal;Stein (L.);2e halfjaar 2017;;
8729;Totaal;Stein (L.);2017;;
8730;Totaal;Stein (L.);1e halfjaar 2018;;
8731;Totaal;Stein (L.);2e halfjaar 2018;;
8732;Totaal;Stein (L.);2018;;
8733;Totaal;Stein (L.);1e halfjaar 2019;730.0;29.0
8734;Totaal;Stein (L.);2e halfjaar 2019;320.0;13.0
8735;Totaal;Stein (L.);2019;920.0;37.0
8736;Totaal;Stein (L.);1e halfjaar 2020;190.0;8.0
8737;Totaal;Stein (L.);2e halfjaar 2020;1075.0;43.0
8738;Totaal;Stein (L.);2020;1215.0;49.0
8739;Totaal;Stein (L.);1e halfjaar 2021;240.0;10.0
8740;Totaal;Stein (L.);2e halfjaar 2021;515.0;21.0
8741;Totaal;Stein (L.);2021;725.0;29.0
8742;Totaal;Stein (L.);1e halfjaar 2022;210.0;8.0
8743;Totaal;Stein (L.);2e halfjaar 2022;150.0;6.0
8744;Totaal;Stein (L.);2022;350.0;14.0
8745;Totaal;Stein (L.);1e halfjaar 2023;230.0;9.0
8746;Totaal;Stein (L.);2e halfjaar 2023;265.0;11.0
8747;Totaal;Stein (L.);2023;470.0;19.0
8748;Totaal;Stichtse Vecht;1e halfjaar 2015;430.0;10.0
8749;Totaal;Stichtse Vecht;2e halfjaar 2015;1150.0;20.0
8750;Totaal;Stichtse Vecht;2015;1435.0;20.0
8751;Totaal;Stichtse Vecht;1e halfjaar 2016;;
8752;Totaal;Stichtse Vecht;2e halfjaar 2016;550.0;9.0
8753;Totaal;Stichtse Vecht;2016;;
8754;Totaal;Stichtse Vecht;1e halfjaar 2017;1180.0;18.0
8755;Totaal;Stichtse Vecht;2e halfjaar 2017;500.0;8.0
8756;Totaal;Stichtse Vecht;2017;1530.0;24.0
8757;Totaal;Stichtse Vecht;1e halfjaar 2018;460.0;7.0
8758;Totaal;Stichtse Vecht;2e halfjaar 2018;585.0;9.0
8759;Totaal;Stichtse Vecht;2018;960.0;15.0
8760;Totaal;Stichtse Vecht;1e halfjaar 2019;490.0;8.0
8761;Totaal;Stichtse Vecht;2e halfjaar 2019;450.0;7.0
8762;Totaal;Stichtse Vecht;2019;865.0;13.0
8763;Totaal;Stichtse Vecht;1e halfjaar 2020;315.0;5.0
8764;Totaal;Stichtse Vecht;2e halfjaar 2020;1450.0;22.0
8765;Totaal;Stichtse Vecht;2020;1725.0;27.0
8766;Totaal;Stichtse Vecht;1e halfjaar 2021;355.0;5.0
8767;Totaal;Stichtse Vecht;2e halfjaar 2021;835.0;13.0
8768;Totaal;Stichtse Vecht;2021;1140.0;18.0
8769;Totaal;Stichtse Vecht;1e halfjaar 2022;;
8770;Totaal;Stichtse Vecht;2e halfjaar 2022;;
8771;Totaal;Stichtse Vecht;2022;;
8772;Totaal;Stichtse Vecht;1e halfjaar 2023;625.0;10.0
8773;Totaal;Stichtse Vecht;2e halfjaar 2023;550.0;8.0
8774;Totaal;Stichtse Vecht;2023;1135.0;17.0
8775;Totaal;Strijen;1e halfjaar 2015;;
8776;Totaal;Strijen;2e halfjaar 2015;;
8777;Totaal;Strijen;2015;;
8778;Totaal;Strijen;1e halfjaar 2016;;
8779;Totaal;Strijen;2e halfjaar 2016;;
8780;Totaal;Strijen;2016;;
8781;Totaal;Strijen;1e halfjaar 2017;130.0;15.0
8782;Totaal;Strijen;2e halfjaar 2017;125.0;14.0
8783;Totaal;Strijen;2017;225.0;26.0
8784;Totaal;Strijen;1e halfjaar 2018;85.0;10.0
8785;Totaal;Strijen;2e halfjaar 2018;310.0;35.0
8786;Totaal;Strijen;2018;340.0;39.0
8787;Totaal;Strijen;1e halfjaar 2019;;
8788;Totaal;Strijen;2e halfjaar 2019;;
8789;Totaal;Strijen;2019;;
8790;Totaal;Strijen;1e halfjaar 2020;;
8791;Totaal;Strijen;2e halfjaar 2020;;
8792;Totaal;Strijen;2020;;
8793;Totaal;Strijen;1e halfjaar 2021;;
8794;Totaal;Strijen;2e halfjaar 2021;;
8795;Totaal;Strijen;2021;;
8796;Totaal;Strijen;1e halfjaar 2022;;
8797;Totaal;Strijen;2e halfjaar 2022;;
8798;Totaal;Strijen;2022;;
8799;Totaal;Strijen;1e halfjaar 2023;;
8800;Totaal;Strijen;2e halfjaar 2023;;
8801;Totaal;Strijen;2023;;
8802;Totaal;Súdwest-Fryslân;1e halfjaar 2015;;
8803;Totaal;Súdwest-Fryslân;2e halfjaar 2015;;
8804;Totaal;Súdwest-Fryslân;2015;;
8805;Totaal;Súdwest-Fryslân;1e halfjaar 2016;;
8806;Totaal;Súdwest-Fryslân;2e halfjaar 2016;;
8807;Totaal;Súdwest-Fryslân;2016;;
8808;Totaal;Súdwest-Fryslân;1e halfjaar 2017;1875.0;22.0
8809;Totaal;Súdwest-Fryslân;2e halfjaar 2017;1965.0;23.0
8810;Totaal;Súdwest-Fryslân;2017;3290.0;39.0
8811;Totaal;Súdwest-Fryslân;1e halfjaar 2018;2185.0;24.0
8812;Totaal;Súdwest-Fryslân;2e halfjaar 2018;3090.0;34.0
8813;Totaal;Súdwest-Fryslân;2018;4560.0;51.0
8814;Totaal;Súdwest-Fryslân;1e halfjaar 2019;1485.0;17.0
8815;Totaal;Súdwest-Fryslân;2e halfjaar 2019;4570.0;51.0
8816;Totaal;Súdwest-Fryslân;2019;5160.0;58.0
8817;Totaal;Súdwest-Fryslân;1e halfjaar 2020;695.0;8.0
8818;Totaal;Súdwest-Fryslân;2e halfjaar 2020;990.0;11.0
8819;Totaal;Súdwest-Fryslân;2020;1605.0;18.0
8820;Totaal;Súdwest-Fryslân;1e halfjaar 2021;805.0;9.0
8821;Totaal;Súdwest-Fryslân;2e halfjaar 2021;4295.0;48.0
8822;Totaal;Súdwest-Fryslân;2021;4900.0;54.0
8823;Totaal;Súdwest-Fryslân;1e halfjaar 2022;1305.0;14.0
8824;Totaal;Súdwest-Fryslân;2e halfjaar 2022;1575.0;17.0
8825;Totaal;Súdwest-Fryslân;2022;2675.0;30.0
8826;Totaal;Súdwest-Fryslân;1e halfjaar 2023;850.0;9.0
8827;Totaal;Súdwest-Fryslân;2e halfjaar 2023;1020.0;11.0
8828;Totaal;Súdwest-Fryslân;2023;1800.0;20.0
8829;Totaal;Terneuzen;1e halfjaar 2015;565.0;10.0
8830;Totaal;Terneuzen;2e halfjaar 2015;1015.0;20.0
8831;Totaal;Terneuzen;2015;1515.0;30.0
8832;Totaal;Terneuzen;1e halfjaar 2016;730.0;13.0
8833;Totaal;Terneuzen;2e halfjaar 2016;685.0;13.0
8834;Totaal;Terneuzen;2016;1285.0;24.0
8835;Totaal;Terneuzen;1e halfjaar 2017;360.0;7.0
8836;Totaal;Terneuzen;2e halfjaar 2017;985.0;18.0
8837;Totaal;Terneuzen;2017;1285.0;24.0
8838;Totaal;Terneuzen;1e halfjaar 2018;295.0;5.0
8839;Totaal;Terneuzen;2e halfjaar 2018;295.0;5.0
8840;Totaal;Terneuzen;2018;555.0;10.0
8841;Totaal;Terneuzen;1e halfjaar 2019;365.0;7.0
8842;Totaal;Terneuzen;2e halfjaar 2019;365.0;7.0
8843;Totaal;Terneuzen;2019;695.0;13.0
8844;Totaal;Terneuzen;1e halfjaar 2020;375.0;7.0
8845;Totaal;Terneuzen;2e halfjaar 2020;450.0;8.0
8846;Totaal;Terneuzen;2020;800.0;15.0
8847;Totaal;Terneuzen;1e halfjaar 2021;405.0;7.0
8848;Totaal;Terneuzen;2e halfjaar 2021;430.0;8.0
8849;Totaal;Terneuzen;2021;810.0;15.0
8850;Totaal;Terneuzen;1e halfjaar 2022;390.0;7.0
8851;Totaal;Terneuzen;2e halfjaar 2022;440.0;8.0
8852;Totaal;Terneuzen;2022;800.0;15.0
8853;Totaal;Terneuzen;1e halfjaar 2023;475.0;9.0
8854;Totaal;Terneuzen;2e halfjaar 2023;500.0;9.0
8855;Totaal;Terneuzen;2023;935.0;17.0
8856;Totaal;Terschelling;1e halfjaar 2015;45.0;10.0
8857;Totaal;Terschelling;2e halfjaar 2015;65.0;15.0
8858;Totaal;Terschelling;2015;95.0;20.0
8859;Totaal;Terschelling;1e halfjaar 2016;20.0;4.0
8860;Totaal;Terschelling;2e halfjaar 2016;85.0;17.0
8861;Totaal;Terschelling;2016;100.0;21.0
8862;Totaal;Terschelling;1e halfjaar 2017;30.0;6.0
8863;Totaal;Terschelling;2e halfjaar 2017;30.0;6.0
8864;Totaal;Terschelling;2017;55.0;11.0
8865;Totaal;Terschelling;1e halfjaar 2018;45.0;9.0
8866;Totaal;Terschelling;2e halfjaar 2018;50.0;10.0
8867;Totaal;Terschelling;2018;90.0;18.0
8868;Totaal;Terschelling;1e halfjaar 2019;50.0;10.0
8869;Totaal;Terschelling;2e halfjaar 2019;50.0;10.0
8870;Totaal;Terschelling;2019;90.0;18.0
8871;Totaal;Terschelling;1e halfjaar 2020;40.0;8.0
8872;Totaal;Terschelling;2e halfjaar 2020;20.0;4.0
8873;Totaal;Terschelling;2020;60.0;12.0
8874;Totaal;Terschelling;1e halfjaar 2021;25.0;5.0
8875;Totaal;Terschelling;2e halfjaar 2021;75.0;15.0
8876;Totaal;Terschelling;2021;100.0;21.0
8877;Totaal;Terschelling;1e halfjaar 2022;35.0;7.0
8878;Totaal;Terschelling;2e halfjaar 2022;30.0;6.0
8879;Totaal;Terschelling;2022;65.0;13.0
8880;Totaal;Terschelling;1e halfjaar 2023;40.0;8.0
8881;Totaal;Terschelling;2e halfjaar 2023;35.0;7.0
8882;Totaal;Terschelling;2023;75.0;15.0
8883;Totaal;Texel;1e halfjaar 2015;;
8884;Totaal;Texel;2e halfjaar 2015;150.0;10.0
8885;Totaal;Texel;2015;;
8886;Totaal;Texel;1e halfjaar 2016;;
8887;Totaal;Texel;2e halfjaar 2016;140.0;10.0
8888;Totaal;Texel;2016;;
8889;Totaal;Texel;1e halfjaar 2017;145.0;11.0
8890;Totaal;Texel;2e halfjaar 2017;140.0;10.0
8891;Totaal;Texel;2017;265.0;20.0
8892;Totaal;Texel;1e halfjaar 2018;135.0;10.0
8893;Totaal;Texel;2e halfjaar 2018;120.0;9.0
8894;Totaal;Texel;2018;230.0;17.0
8895;Totaal;Texel;1e halfjaar 2019;145.0;11.0
8896;Totaal;Texel;2e halfjaar 2019;195.0;14.0
8897;Totaal;Texel;2019;305.0;23.0
8898;Totaal;Texel;1e halfjaar 2020;65.0;5.0
8899;Totaal;Texel;2e halfjaar 2020;90.0;7.0
8900;Totaal;Texel;2020;155.0;11.0
8901;Totaal;Texel;1e halfjaar 2021;60.0;4.0
8902;Totaal;Texel;2e halfjaar 2021;105.0;8.0
8903;Totaal;Texel;2021;160.0;12.0
8904;Totaal;Texel;1e halfjaar 2022;110.0;8.0
8905;Totaal;Texel;2e halfjaar 2022;115.0;8.0
8906;Totaal;Texel;2022;215.0;16.0
8907;Totaal;Texel;1e halfjaar 2023;85.0;6.0
8908;Totaal;Texel;2e halfjaar 2023;110.0;8.0
8909;Totaal;Texel;2023;190.0;14.0
8910;Totaal;Teylingen;1e halfjaar 2015;125.0;0.0
8911;Totaal;Teylingen;2e halfjaar 2015;595.0;15.0
8912;Totaal;Teylingen;2015;680.0;20.0
8913;Totaal;Teylingen;1e halfjaar 2016;720.0;20.0
8914;Totaal;Teylingen;2e halfjaar 2016;650.0;18.0
8915;Totaal;Teylingen;2016;875.0;24.0
8916;Totaal;Teylingen;1e halfjaar 2017;695.0;19.0
8917;Totaal;Teylingen;2e halfjaar 2017;280.0;8.0
8918;Totaal;Teylingen;2017;855.0;24.0
8919;Totaal;Teylingen;1e halfjaar 2018;295.0;8.0
8920;Totaal;Teylingen;2e halfjaar 2018;245.0;7.0
8921;Totaal;Teylingen;2018;490.0;13.0
8922;Totaal;Teylingen;1e halfjaar 2019;520.0;14.0
8923;Totaal;Teylingen;2e halfjaar 2019;315.0;8.0
8924;Totaal;Teylingen;2019;760.0;21.0
8925;Totaal;Teylingen;1e halfjaar 2020;220.0;6.0
8926;Totaal;Teylingen;2e halfjaar 2020;1010.0;27.0
8927;Totaal;Teylingen;2020;1180.0;32.0
8928;Totaal;Teylingen;1e halfjaar 2021;300.0;8.0
8929;Totaal;Teylingen;2e halfjaar 2021;410.0;11.0
8930;Totaal;Teylingen;2021;670.0;18.0
8931;Totaal;Teylingen;1e halfjaar 2022;295.0;8.0
8932;Totaal;Teylingen;2e halfjaar 2022;875.0;23.0
8933;Totaal;Teylingen;2022;1105.0;29.0
8934;Totaal;Teylingen;1e halfjaar 2023;280.0;7.0
8935;Totaal;Teylingen;2e halfjaar 2023;320.0;8.0
8936;Totaal;Teylingen;2023;565.0;15.0
8937;Totaal;Tholen;1e halfjaar 2015;;
8938;Totaal;Tholen;2e halfjaar 2015;;
8939;Totaal;Tholen;2015;;
8940;Totaal;Tholen;1e halfjaar 2016;;
8941;Totaal;Tholen;2e halfjaar 2016;190.0;7.0
8942;Totaal;Tholen;2016;;
8943;Totaal;Tholen;1e halfjaar 2017;110.0;4.0
8944;Totaal;Tholen;2e halfjaar 2017;90.0;4.0
8945;Totaal;Tholen;2017;195.0;8.0
8946;Totaal;Tholen;1e halfjaar 2018;120.0;5.0
8947;Totaal;Tholen;2e halfjaar 2018;115.0;4.0
8948;Totaal;Tholen;2018;225.0;9.0
8949;Totaal;Tholen;1e halfjaar 2019;155.0;6.0
8950;Totaal;Tholen;2e halfjaar 2019;760.0;29.0
8951;Totaal;Tholen;2019;880.0;34.0
8952;Totaal;Tholen;1e halfjaar 2020;155.0;6.0
8953;Totaal;Tholen;2e halfjaar 2020;180.0;7.0
8954;Totaal;Tholen;2020;330.0;13.0
8955;Totaal;Tholen;1e halfjaar 2021;155.0;6.0
8956;Totaal;Tholen;2e halfjaar 2021;150.0;6.0
8957;Totaal;Tholen;2021;295.0;11.0
8958;Totaal;Tholen;1e halfjaar 2022;105.0;4.0
8959;Totaal;Tholen;2e halfjaar 2022;115.0;4.0
8960;Totaal;Tholen;2022;215.0;8.0
8961;Totaal;Tholen;1e halfjaar 2023;95.0;4.0
8962;Totaal;Tholen;2e halfjaar 2023;125.0;5.0
8963;Totaal;Tholen;2023;205.0;8.0
8964;Totaal;Tiel;1e halfjaar 2015;100.0;0.0
8965;Totaal;Tiel;2e halfjaar 2015;85.0;0.0
8966;Totaal;Tiel;2015;185.0;0.0
8967;Totaal;Tiel;1e halfjaar 2016;335.0;8.0
8968;Totaal;Tiel;2e halfjaar 2016;375.0;9.0
8969;Totaal;Tiel;2016;620.0;15.0
8970;Totaal;Tiel;1e halfjaar 2017;925.0;22.0
8971;Totaal;Tiel;2e halfjaar 2017;355.0;9.0
8972;Totaal;Tiel;2017;1135.0;27.0
8973;Totaal;Tiel;1e halfjaar 2018;500.0;12.0
8974;Totaal;Tiel;2e halfjaar 2018;525.0;13.0
8975;Totaal;Tiel;2018;910.0;22.0
8976;Totaal;Tiel;1e halfjaar 2019;460.0;11.0
8977;Totaal;Tiel;2e halfjaar 2019;460.0;11.0
8978;Totaal;Tiel;2019;825.0;20.0
8979;Totaal;Tiel;1e halfjaar 2020;310.0;7.0
8980;Totaal;Tiel;2e halfjaar 2020;1135.0;27.0
8981;Totaal;Tiel;2020;1385.0;33.0
8982;Totaal;Tiel;1e halfjaar 2021;325.0;8.0
8983;Totaal;Tiel;2e halfjaar 2021;350.0;8.0
8984;Totaal;Tiel;2021;650.0;16.0
8985;Totaal;Tiel;1e halfjaar 2022;345.0;8.0
8986;Totaal;Tiel;2e halfjaar 2022;345.0;8.0
8987;Totaal;Tiel;2022;665.0;16.0
8988;Totaal;Tiel;1e halfjaar 2023;330.0;8.0
8989;Totaal;Tiel;2e halfjaar 2023;425.0;10.0
8990;Totaal;Tiel;2023;730.0;17.0
8991;Totaal;Tilburg;1e halfjaar 2015;1470.0;10.0
8992;Totaal;Tilburg;2e halfjaar 2015;1565.0;10.0
8993;Totaal;Tilburg;2015;2840.0;15.0
8994;Totaal;Tilburg;1e halfjaar 2016;;
8995;Totaal;Tilburg;2e halfjaar 2016;3290.0;15.0
8996;Totaal;Tilburg;2016;;
8997;Totaal;Tilburg;1e halfjaar 2017;1975.0;9.0
8998;Totaal;Tilburg;2e halfjaar 2017;2095.0;10.0
8999;Totaal;Tilburg;2017;3895.0;18.0
9000;Totaal;Tilburg;1e halfjaar 2018;1470.0;7.0
9001;Totaal;Tilburg;2e halfjaar 2018;1900.0;9.0
9002;Totaal;Tilburg;2018;3265.0;15.0
9003;Totaal;Tilburg;1e halfjaar 2019;4750.0;22.0
9004;Totaal;Tilburg;2e halfjaar 2019;3300.0;15.0
9005;Totaal;Tilburg;2019;7275.0;33.0
9006;Totaal;Tilburg;1e halfjaar 2020;2365.0;11.0
9007;Totaal;Tilburg;2e halfjaar 2020;6195.0;28.0
9008;Totaal;Tilburg;2020;8135.0;37.0
9009;Totaal;Tilburg;1e halfjaar 2021;2105.0;9.0
9010;Totaal;Tilburg;2e halfjaar 2021;5800.0;26.0
9011;Totaal;Tilburg;2021;7605.0;34.0
9012;Totaal;Tilburg;1e halfjaar 2022;1915.0;9.0
9013;Totaal;Tilburg;2e halfjaar 2022;2660.0;12.0
9014;Totaal;Tilburg;2022;4410.0;20.0
9015;Totaal;Tilburg;1e halfjaar 2023;2155.0;9.0
9016;Totaal;Tilburg;2e halfjaar 2023;2120.0;9.0
9017;Totaal;Tilburg;2023;4100.0;18.0
9018;Totaal;Tubbergen;1e halfjaar 2015;;
9019;Totaal;Tubbergen;2e halfjaar 2015;;
9020;Totaal;Tubbergen;2015;;
9021;Totaal;Tubbergen;1e halfjaar 2016;305.0;14.0
9022;Totaal;Tubbergen;2e halfjaar 2016;355.0;17.0
9023;Totaal;Tubbergen;2016;570.0;27.0
9024;Totaal;Tubbergen;1e halfjaar 2017;215.0;10.0
9025;Totaal;Tubbergen;2e halfjaar 2017;695.0;33.0
9026;Totaal;Tubbergen;2017;820.0;39.0
9027;Totaal;Tubbergen;1e halfjaar 2018;360.0;17.0
9028;Totaal;Tubbergen;2e halfjaar 2018;515.0;24.0
9029;Totaal;Tubbergen;2018;750.0;35.0
9030;Totaal;Tubbergen;1e halfjaar 2019;245.0;12.0
9031;Totaal;Tubbergen;2e halfjaar 2019;335.0;16.0
9032;Totaal;Tubbergen;2019;505.0;24.0
9033;Totaal;Tubbergen;1e halfjaar 2020;145.0;7.0
9034;Totaal;Tubbergen;2e halfjaar 2020;735.0;35.0
9035;Totaal;Tubbergen;2020;855.0;40.0
9036;Totaal;Tubbergen;1e halfjaar 2021;160.0;8.0
9037;Totaal;Tubbergen;2e halfjaar 2021;245.0;11.0
9038;Totaal;Tubbergen;2021;395.0;19.0
9039;Totaal;Tubbergen;1e halfjaar 2022;165.0;8.0
9040;Totaal;Tubbergen;2e halfjaar 2022;210.0;10.0
9041;Totaal;Tubbergen;2022;350.0;16.0
9042;Totaal;Tubbergen;1e halfjaar 2023;175.0;8.0
9043;Totaal;Tubbergen;2e halfjaar 2023;845.0;39.0
9044;Totaal;Tubbergen;2023;970.0;45.0
9045;Totaal;Twenterand;1e halfjaar 2015;;
9046;Totaal;Twenterand;2e halfjaar 2015;;
9047;Totaal;Twenterand;2015;;
9048;Totaal;Twenterand;1e halfjaar 2016;;
9049;Totaal;Twenterand;2e halfjaar 2016;260.0;8.0
9050;Totaal;Twenterand;2016;;
9051;Totaal;Twenterand;1e halfjaar 2017;;
9052;Totaal;Twenterand;2e halfjaar 2017;;
9053;Totaal;Twenterand;2017;;
9054;Totaal;Twenterand;1e halfjaar 2018;450.0;13.0
9055;Totaal;Twenterand;2e halfjaar 2018;320.0;9.0
9056;Totaal;Twenterand;2018;730.0;22.0
9057;Totaal;Twenterand;1e halfjaar 2019;220.0;7.0
9058;Totaal;Twenterand;2e halfjaar 2019;215.0;6.0
9059;Totaal;Twenterand;2019;385.0;11.0
9060;Totaal;Twenterand;1e halfjaar 2020;300.0;9.0
9061;Totaal;Twenterand;2e halfjaar 2020;490.0;15.0
9062;Totaal;Twenterand;2020;735.0;22.0
9063;Totaal;Twenterand;1e halfjaar 2021;230.0;7.0
9064;Totaal;Twenterand;2e halfjaar 2021;305.0;9.0
9065;Totaal;Twenterand;2021;520.0;15.0
9066;Totaal;Twenterand;1e halfjaar 2022;310.0;9.0
9067;Totaal;Twenterand;2e halfjaar 2022;410.0;12.0
9068;Totaal;Twenterand;2022;680.0;20.0
9069;Totaal;Twenterand;1e halfjaar 2023;320.0;9.0
9070;Totaal;Twenterand;2e halfjaar 2023;530.0;16.0
9071;Totaal;Twenterand;2023;805.0;24.0
9072;Totaal;Tynaarlo;1e halfjaar 2015;;
9073;Totaal;Tynaarlo;2e halfjaar 2015;;
9074;Totaal;Tynaarlo;2015;;
9075;Totaal;Tynaarlo;1e halfjaar 2016;;
9076;Totaal;Tynaarlo;2e halfjaar 2016;;
9077;Totaal;Tynaarlo;2016;;
9078;Totaal;Tynaarlo;1e halfjaar 2017;345.0;10.0
9079;Totaal;Tynaarlo;2e halfjaar 2017;780.0;23.0
9080;Totaal;Tynaarlo;2017;915.0;27.0
9081;Totaal;Tynaarlo;1e halfjaar 2018;365.0;11.0
9082;Totaal;Tynaarlo;2e halfjaar 2018;945.0;28.0
9083;Totaal;Tynaarlo;2018;1135.0;34.0
9084;Totaal;Tynaarlo;1e halfjaar 2019;355.0;11.0
