ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenBijstandsuitkering_1
572;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;9;2007 september;1360
573;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;13950
574;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;14080
575;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;14450
576;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2005 september;159180
577;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2006 september;146490
578;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2007 september;129700
579;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2005 september;22840
580;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2006 september;22030
581;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2007 september;17850
582;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2005 september;21030
583;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2006 september;16530
584;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2007 september;12910
585;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5;2005 september;25340
586;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5;2006 september;22470
587;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5;2007 september;18930
588;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2005 september;17680
589;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2006 september;15080
590;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2007 september;13260
591;Mannen;Totaal leeftijd;Totaal herkomstgroepering;7;2005 september;11430
592;Mannen;Totaal leeftijd;Totaal herkomstgroepering;7;2006 september;11770
593;Mannen;Totaal leeftijd;Totaal herkomstgroepering;7;2007 september;9990
594;Mannen;Totaal leeftijd;Totaal herkomstgroepering;9;2005 september;8680
595;Mannen;Totaal leeftijd;Totaal herkomstgroepering;9;2006 september;8170
596;Mannen;Totaal leeftijd;Totaal herkomstgroepering;9;2007 september;8260
597;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2005 september;52180
598;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2006 september;50430
599;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2007 september;48500
600;Mannen;Totaal leeftijd;Autochtoon;0;2005 september;72010
601;Mannen;Totaal leeftijd;Autochtoon;0;2006 september;66130
602;Mannen;Totaal leeftijd;Autochtoon;0;2007 september;58490
603;Mannen;Totaal leeftijd;Autochtoon;1;2005 september;10370
604;Mannen;Totaal leeftijd;Autochtoon;1;2006 september;9820
605;Mannen;Totaal leeftijd;Autochtoon;1;2007 september;7650
606;Mannen;Totaal leeftijd;Autochtoon;2;2005 september;8960
607;Mannen;Totaal leeftijd;Autochtoon;2;2006 september;6990
608;Mannen;Totaal leeftijd;Autochtoon;2;2007 september;5460
609;Mannen;Totaal leeftijd;Autochtoon;5;2005 september;10540
610;Mannen;Totaal leeftijd;Autochtoon;5;2006 september;9250
611;Mannen;Totaal leeftijd;Autochtoon;5;2007 september;7760
612;Mannen;Totaal leeftijd;Autochtoon;6;2005 september;6980
613;Mannen;Totaal leeftijd;Autochtoon;6;2006 september;6210
614;Mannen;Totaal leeftijd;Autochtoon;6;2007 september;5440
615;Mannen;Totaal leeftijd;Autochtoon;7;2005 september;4320
616;Mannen;Totaal leeftijd;Autochtoon;7;2006 september;4700
617;Mannen;Totaal leeftijd;Autochtoon;7;2007 september;4210
618;Mannen;Totaal leeftijd;Autochtoon;9;2005 september;3560
619;Mannen;Totaal leeftijd;Autochtoon;9;2006 september;3170
620;Mannen;Totaal leeftijd;Autochtoon;9;2007 september;3370
621;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2005 september;27270
622;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2006 september;26000
623;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2007 september;24600
624;Mannen;Totaal leeftijd;Westerse allochtoon;0;2005 september;16910
625;Mannen;Totaal leeftijd;Westerse allochtoon;0;2006 september;15650
626;Mannen;Totaal leeftijd;Westerse allochtoon;0;2007 september;14020
627;Mannen;Totaal leeftijd;Westerse allochtoon;1;2005 september;2220
628;Mannen;Totaal leeftijd;Westerse allochtoon;1;2006 september;2160
629;Mannen;Totaal leeftijd;Westerse allochtoon;1;2007 september;1860
630;Mannen;Totaal leeftijd;Westerse allochtoon;2;2005 september;2070
631;Mannen;Totaal leeftijd;Westerse allochtoon;2;2006 september;1640
632;Mannen;Totaal leeftijd;Westerse allochtoon;2;2007 september;1270
633;Mannen;Totaal leeftijd;Westerse allochtoon;5;2005 september;2610
634;Mannen;Totaal leeftijd;Westerse allochtoon;5;2006 september;2300
635;Mannen;Totaal leeftijd;Westerse allochtoon;5;2007 september;1980
636;Mannen;Totaal leeftijd;Westerse allochtoon;6;2005 september;1850
637;Mannen;Totaal leeftijd;Westerse allochtoon;6;2006 september;1610
638;Mannen;Totaal leeftijd;Westerse allochtoon;6;2007 september;1400
639;Mannen;Totaal leeftijd;Westerse allochtoon;7;2005 september;1260
640;Mannen;Totaal leeftijd;Westerse allochtoon;7;2006 september;1260
641;Mannen;Totaal leeftijd;Westerse allochtoon;7;2007 september;1110
642;Mannen;Totaal leeftijd;Westerse allochtoon;9;2005 september;990
643;Mannen;Totaal leeftijd;Westerse allochtoon;9;2006 september;930
644;Mannen;Totaal leeftijd;Westerse allochtoon;9;2007 september;880
645;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2005 september;5900
646;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2006 september;5750
647;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2007 september;5520
648;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2005 september;70270
649;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2006 september;64720
650;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2007 september;57190
651;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2005 september;10240
652;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2006 september;10050
653;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2007 september;8340
654;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2005 september;10000
655;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2006 september;7910
656;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2007 september;6180
657;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5;2005 september;12190
658;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5;2006 september;10920
659;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5;2007 september;9190
660;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2005 september;8860
661;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2006 september;7270
662;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2007 september;6420
663;Mannen;Totaal leeftijd;Niet-westerse allochtoon;7;2005 september;5850
664;Mannen;Totaal leeftijd;Niet-westerse allochtoon;7;2006 september;5810
665;Mannen;Totaal leeftijd;Niet-westerse allochtoon;7;2007 september;4680
666;Mannen;Totaal leeftijd;Niet-westerse allochtoon;9;2005 september;4130
667;Mannen;Totaal leeftijd;Niet-westerse allochtoon;9;2006 september;4070
668;Mannen;Totaal leeftijd;Niet-westerse allochtoon;9;2007 september;4000
669;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2005 september;19010
670;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2006 september;18680
671;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2007 september;18380
672;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2005 september;12980
673;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2006 september;9130
674;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2007 september;6070
675;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2005 september;4340
676;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2006 september;3190
677;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2007 september;2330
678;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2005 september;3610
679;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2006 september;2160
680;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2007 september;1350
681;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2005 september;3030
682;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2006 september;2120
683;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2007 september;1290
684;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2005 september;1290
685;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2006 september;990
686;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2007 september;580
687;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;7;2005 september;500
688;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;7;2006 september;430
689;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;7;2007 september;320
690;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;9;2005 september;130
691;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;9;2006 september;180
692;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;9;2007 september;140
693;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;90
694;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;60
695;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;70
696;Mannen;Jonger dan 25 jaar;Autochtoon;0;2005 september;5610
697;Mannen;Jonger dan 25 jaar;Autochtoon;0;2006 september;3820
698;Mannen;Jonger dan 25 jaar;Autochtoon;0;2007 september;2440
699;Mannen;Jonger dan 25 jaar;Autochtoon;1;2005 september;2060
700;Mannen;Jonger dan 25 jaar;Autochtoon;1;2006 september;1370
701;Mannen;Jonger dan 25 jaar;Autochtoon;1;2007 september;970
702;Mannen;Jonger dan 25 jaar;Autochtoon;2;2005 september;1620
703;Mannen;Jonger dan 25 jaar;Autochtoon;2;2006 september;920
704;Mannen;Jonger dan 25 jaar;Autochtoon;2;2007 september;540
705;Mannen;Jonger dan 25 jaar;Autochtoon;5;2005 september;1270
706;Mannen;Jonger dan 25 jaar;Autochtoon;5;2006 september;870
707;Mannen;Jonger dan 25 jaar;Autochtoon;5;2007 september;470
708;Mannen;Jonger dan 25 jaar;Autochtoon;6;2005 september;470
709;Mannen;Jonger dan 25 jaar;Autochtoon;6;2006 september;440
710;Mannen;Jonger dan 25 jaar;Autochtoon;6;2007 september;240
711;Mannen;Jonger dan 25 jaar;Autochtoon;7;2005 september;130
712;Mannen;Jonger dan 25 jaar;Autochtoon;7;2006 september;150
713;Mannen;Jonger dan 25 jaar;Autochtoon;7;2007 september;150
714;Mannen;Jonger dan 25 jaar;Autochtoon;9;2005 september;30
715;Mannen;Jonger dan 25 jaar;Autochtoon;9;2006 september;60
716;Mannen;Jonger dan 25 jaar;Autochtoon;9;2007 september;50
717;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2005 september;30
718;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2006 september;10
719;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2007 september;20
720;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2005 september;1030
721;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2006 september;750
722;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2007 september;510
723;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2005 september;330
724;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2006 september;260
725;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2007 september;190
726;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2005 september;300
727;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2006 september;160
728;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2007 september;120
729;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5;2005 september;240
730;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5;2006 september;190
731;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5;2007 september;100
732;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2005 september;110
733;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2006 september;80
734;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2007 september;50
735;Mannen;Jonger dan 25 jaar;Westerse allochtoon;7;2005 september;30
736;Mannen;Jonger dan 25 jaar;Westerse allochtoon;7;2006 september;40
737;Mannen;Jonger dan 25 jaar;Westerse allochtoon;7;2007 september;20
738;Mannen;Jonger dan 25 jaar;Westerse allochtoon;9;2005 september;20
739;Mannen;Jonger dan 25 jaar;Westerse allochtoon;9;2006 september;10
740;Mannen;Jonger dan 25 jaar;Westerse allochtoon;9;2007 september;20
741;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2005 september;10
742;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2006 september;10
743;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2007 september;10
744;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2005 september;6350
745;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2006 september;4560
746;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2007 september;3110
747;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2005 september;1950
748;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2006 september;1560
749;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2007 september;1170
750;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2005 september;1690
751;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2006 september;1080
752;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2007 september;690
753;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2005 september;1520
754;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2006 september;1060
755;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2007 september;710
756;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2005 september;720
757;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2006 september;470
758;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2007 september;290
759;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;7;2005 september;340
760;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;7;2006 september;240
761;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;7;2007 september;150
762;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;9;2005 september;80
763;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;9;2006 september;110
764;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;9;2007 september;70
765;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;50
766;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;40
767;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;40
768;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2005 september;34610
769;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2006 september;29040
770;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2007 september;22150
771;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2005 september;7460
772;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2006 september;6320
773;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2007 september;4720
774;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2005 september;6700
775;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2006 september;4990
776;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2007 september;3370
777;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5;2005 september;7420
778;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5;2006 september;6400
779;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5;2007 september;4790
780;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2005 september;4820
781;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2006 september;3760
782;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2007 september;3020
783;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;7;2005 september;2840
784;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;7;2006 september;2690
785;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;7;2007 september;1960
786;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;9;2005 september;1690
787;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;9;2006 september;1680
788;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;9;2007 september;1460
789;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;3690
790;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;3200
791;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;2830
792;Mannen;25 tot 35 jaar;Autochtoon;0;2005 september;13600
793;Mannen;25 tot 35 jaar;Autochtoon;0;2006 september;11220
794;Mannen;25 tot 35 jaar;Autochtoon;0;2007 september;8360
795;Mannen;25 tot 35 jaar;Autochtoon;1;2005 september;3190
796;Mannen;25 tot 35 jaar;Autochtoon;1;2006 september;2620
797;Mannen;25 tot 35 jaar;Autochtoon;1;2007 september;1810
798;Mannen;25 tot 35 jaar;Autochtoon;2;2005 september;2650
799;Mannen;25 tot 35 jaar;Autochtoon;2;2006 september;1930
800;Mannen;25 tot 35 jaar;Autochtoon;2;2007 september;1250
801;Mannen;25 tot 35 jaar;Autochtoon;5;2005 september;2810
802;Mannen;25 tot 35 jaar;Autochtoon;5;2006 september;2380
803;Mannen;25 tot 35 jaar;Autochtoon;5;2007 september;1770
804;Mannen;25 tot 35 jaar;Autochtoon;6;2005 september;1770
805;Mannen;25 tot 35 jaar;Autochtoon;6;2006 september;1390
806;Mannen;25 tot 35 jaar;Autochtoon;6;2007 september;1110
807;Mannen;25 tot 35 jaar;Autochtoon;7;2005 september;960
808;Mannen;25 tot 35 jaar;Autochtoon;7;2006 september;980
809;Mannen;25 tot 35 jaar;Autochtoon;7;2007 september;770
810;Mannen;25 tot 35 jaar;Autochtoon;9;2005 september;610
811;Mannen;25 tot 35 jaar;Autochtoon;9;2006 september;580
812;Mannen;25 tot 35 jaar;Autochtoon;9;2007 september;540
813;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2005 september;1620
814;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2006 september;1350
815;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2007 september;1120
816;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2005 september;3220
817;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2006 september;2660
818;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2007 september;2000
819;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2005 september;670
820;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2006 september;540
821;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2007 september;440
822;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2005 september;590
823;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2006 september;430
824;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2007 september;270
825;Mannen;25 tot 35 jaar;Westerse allochtoon;5;2005 september;690
826;Mannen;25 tot 35 jaar;Westerse allochtoon;5;2006 september;570
827;Mannen;25 tot 35 jaar;Westerse allochtoon;5;2007 september;410
828;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2005 september;410
829;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2006 september;360
830;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2007 september;270
831;Mannen;25 tot 35 jaar;Westerse allochtoon;7;2005 september;250
832;Mannen;25 tot 35 jaar;Westerse allochtoon;7;2006 september;240
833;Mannen;25 tot 35 jaar;Westerse allochtoon;7;2007 september;180
834;Mannen;25 tot 35 jaar;Westerse allochtoon;9;2005 september;170
835;Mannen;25 tot 35 jaar;Westerse allochtoon;9;2006 september;150
836;Mannen;25 tot 35 jaar;Westerse allochtoon;9;2007 september;140
837;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2005 september;430
838;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2006 september;360
839;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2007 september;290
840;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2005 september;17790
841;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2006 september;15170
842;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2007 september;11790
843;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2005 september;3600
844;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2006 september;3160
845;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2007 september;2470
846;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2005 september;3460
847;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2006 september;2630
848;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2007 september;1850
849;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5;2005 september;3930
850;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5;2006 september;3450
851;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5;2007 september;2610
852;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2005 september;2640
853;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2006 september;2010
854;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2007 september;1630
855;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;7;2005 september;1620
856;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;7;2006 september;1460
857;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;7;2007 september;1020
858;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;9;2005 september;900
859;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;9;2006 september;950
860;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;9;2007 september;790
861;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;1640
862;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;1500
863;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;1420
864;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2005 september;44560
865;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2006 september;42270
866;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2007 september;36740
867;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2005 september;6190
868;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2006 september;6910
869;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2007 september;5450
870;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2005 september;5760
871;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2006 september;5160
872;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2007 september;4050
873;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5;2005 september;7540
874;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5;2006 september;6940
875;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5;2007 september;6190
876;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2005 september;5720
877;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2006 september;4740
878;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2007 september;4320
879;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;7;2005 september;3790
880;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;7;2006 september;3840
881;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;7;2007 september;3110
882;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;9;2005 september;2910
883;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;9;2006 september;2730
884;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;9;2007 september;2580
885;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;12650
886;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;11950
887;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;11030
888;Mannen;35 tot 45 jaar;Autochtoon;0;2005 september;18410
889;Mannen;35 tot 45 jaar;Autochtoon;0;2006 september;17560
890;Mannen;35 tot 45 jaar;Autochtoon;0;2007 september;15120
891;Mannen;35 tot 45 jaar;Autochtoon;1;2005 september;2650
892;Mannen;35 tot 45 jaar;Autochtoon;1;2006 september;3000
893;Mannen;35 tot 45 jaar;Autochtoon;1;2007 september;2210
894;Mannen;35 tot 45 jaar;Autochtoon;2;2005 september;2310
895;Mannen;35 tot 45 jaar;Autochtoon;2;2006 september;2120
896;Mannen;35 tot 45 jaar;Autochtoon;2;2007 september;1650
897;Mannen;35 tot 45 jaar;Autochtoon;5;2005 september;2950
898;Mannen;35 tot 45 jaar;Autochtoon;5;2006 september;2690
899;Mannen;35 tot 45 jaar;Autochtoon;5;2007 september;2400
900;Mannen;35 tot 45 jaar;Autochtoon;6;2005 september;2080
901;Mannen;35 tot 45 jaar;Autochtoon;6;2006 september;1780
902;Mannen;35 tot 45 jaar;Autochtoon;6;2007 september;1640
903;Mannen;35 tot 45 jaar;Autochtoon;7;2005 september;1340
904;Mannen;35 tot 45 jaar;Autochtoon;7;2006 september;1430
905;Mannen;35 tot 45 jaar;Autochtoon;7;2007 september;1190
906;Mannen;35 tot 45 jaar;Autochtoon;9;2005 september;1080
907;Mannen;35 tot 45 jaar;Autochtoon;9;2006 september;970
908;Mannen;35 tot 45 jaar;Autochtoon;9;2007 september;1000
909;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2005 september;6010
910;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2006 september;5560
911;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2007 september;5030
912;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2005 september;4400
913;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2006 september;4170
914;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2007 september;3690
915;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2005 september;600
916;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2006 september;670
917;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2007 september;550
918;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2005 september;550
919;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2006 september;520
920;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2007 september;380
921;Mannen;35 tot 45 jaar;Westerse allochtoon;5;2005 september;740
922;Mannen;35 tot 45 jaar;Westerse allochtoon;5;2006 september;650
