ID;EnergySourcesAndTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2
482;Total, including non-renewables;Heating and cooling;1996;;
483;Total, including non-renewables;Heating and cooling;1997;;
484;Total, including non-renewables;Heating and cooling;1998;;
485;Total, including non-renewables;Heating and cooling;1999;;
486;Total, including non-renewables;Heating and cooling;2000;;
487;Total, including non-renewables;Heating and cooling;2001;;
488;Total, including non-renewables;Heating and cooling;2002;;
489;Total, including non-renewables;Heating and cooling;2003;;
490;Total, including non-renewables;Heating and cooling;2004;1307074.0;
491;Total, including non-renewables;Heating and cooling;2005;1270349.0;
492;Total, including non-renewables;Heating and cooling;2006;1236538.0;
493;Total, including non-renewables;Heating and cooling;2007;1192356.0;
494;Total, including non-renewables;Heating and cooling;2008;1219041.0;
495;Total, including non-renewables;Heating and cooling;2009;1167120.0;
496;Total, including non-renewables;Heating and cooling;2010;1311333.0;
497;Total, including non-renewables;Heating and cooling;2011;1146562.0;
498;Total, including non-renewables;Heating and cooling;2012;1192652.0;
499;Total, including non-renewables;Heating and cooling;2013;1205417.0;
500;Total, including non-renewables;Heating and cooling;2014;1060512.0;
501;Total, including non-renewables;Heating and cooling;2015;1081616.0;
502;Total, including non-renewables;Heating and cooling;2016;1119296.0;
503;Total, including non-renewables;Heating and cooling;2017;1117329.0;
504;Total, including non-renewables;Heating and cooling;2018;1111445.0;
505;Total, including non-renewables;Heating and cooling;2019;1078115.0;
506;Total, including non-renewables;Heating and cooling;2020;1049607.0;
507;Total, including non-renewables;Heating and cooling;2021;1116571.0;
508;Total, including non-renewables;Heating and cooling;2022;966682.0;
509;Total, including non-renewables;Heating and cooling;2023;898983.0;
510;Total, including non-renewables;Transport;1990;;
511;Total, including non-renewables;Transport;1991;;
512;Total, including non-renewables;Transport;1992;;
513;Total, including non-renewables;Transport;1993;;
514;Total, including non-renewables;Transport;1994;;
515;Total, including non-renewables;Transport;1995;;
516;Total, including non-renewables;Transport;1996;;
517;Total, including non-renewables;Transport;1997;;
518;Total, including non-renewables;Transport;1998;;
519;Total, including non-renewables;Transport;1999;;
520;Total, including non-renewables;Transport;2000;;
521;Total, including non-renewables;Transport;2001;;
522;Total, including non-renewables;Transport;2002;;
523;Total, including non-renewables;Transport;2003;;
524;Total, including non-renewables;Transport;2004;;
525;Total, including non-renewables;Transport;2005;;
526;Total, including non-renewables;Transport;2006;;
527;Total, including non-renewables;Transport;2007;;
528;Total, including non-renewables;Transport;2008;;
529;Total, including non-renewables;Transport;2009;;
530;Total, including non-renewables;Transport;2010;;
531;Total, including non-renewables;Transport;2011;;
532;Total, including non-renewables;Transport;2012;;
533;Total, including non-renewables;Transport;2013;;
534;Total, including non-renewables;Transport;2014;;
535;Total, including non-renewables;Transport;2015;;
536;Total, including non-renewables;Transport;2016;;
537;Total, including non-renewables;Transport;2017;;
538;Total, including non-renewables;Transport;2018;;
539;Total, including non-renewables;Transport;2019;;
540;Total, including non-renewables;Transport;2020;;
541;Total, including non-renewables;Transport;2021;;
542;Total, including non-renewables;Transport;2022;;
543;Total, including non-renewables;Transport;2023;;
544;Hydro power;Total energy applications;1990;306.0;0.02
545;Hydro power;Total energy applications;1991;340.0;0.02
546;Hydro power;Total energy applications;1992;371.0;0.02
547;Hydro power;Total energy applications;1993;361.0;0.02
548;Hydro power;Total energy applications;1994;361.0;0.02
549;Hydro power;Total energy applications;1995;353.0;0.02
550;Hydro power;Total energy applications;1996;344.0;0.02
551;Hydro power;Total energy applications;1997;342.0;0.02
552;Hydro power;Total energy applications;1998;349.0;0.02
553;Hydro power;Total energy applications;1999;347.0;0.02
554;Hydro power;Total energy applications;2000;362.0;0.02
555;Hydro power;Total energy applications;2001;367.0;0.02
556;Hydro power;Total energy applications;2002;369.0;0.02
557;Hydro power;Total energy applications;2003;361.0;0.02
558;Hydro power;Total energy applications;2004;360.0;0.02
559;Hydro power;Total energy applications;2005;361.0;0.02
560;Hydro power;Total energy applications;2006;361.0;0.02
561;Hydro power;Total energy applications;2007;358.0;0.02
562;Hydro power;Total energy applications;2008;360.0;0.02
563;Hydro power;Total energy applications;2009;360.0;0.02
564;Hydro power;Total energy applications;2010;364.0;0.02
565;Hydro power;Total energy applications;2011;358.0;0.02
566;Hydro power;Total energy applications;2012;361.0;0.02
567;Hydro power;Total energy applications;2013;362.0;0.02
568;Hydro power;Total energy applications;2014;367.0;0.02
569;Hydro power;Total energy applications;2015;355.0;0.02
570;Hydro power;Total energy applications;2016;351.0;0.02
571;Hydro power;Total energy applications;2017;339.0;0.02
572;Hydro power;Total energy applications;2018;340.0;0.02
573;Hydro power;Total energy applications;2019;334.0;0.02
574;Hydro power;Total energy applications;2020;324.0;0.02
575;Hydro power;Total energy applications;2021;326.0;0.02
576;Hydro power;Total energy applications;2022;312.0;0.02
577;Hydro power;Total energy applications;2023;304.0;0.02
578;Hydro power;Electricity;1990;306.0;0.02
579;Hydro power;Electricity;1991;340.0;0.02
580;Hydro power;Electricity;1992;371.0;0.02
581;Hydro power;Electricity;1993;361.0;0.02
582;Hydro power;Electricity;1994;361.0;0.02
583;Hydro power;Electricity;1995;353.0;0.02
584;Hydro power;Electricity;1996;344.0;0.02
585;Hydro power;Electricity;1997;342.0;0.02
586;Hydro power;Electricity;1998;349.0;0.02
587;Hydro power;Electricity;1999;347.0;0.02
588;Hydro power;Electricity;2000;362.0;0.02
589;Hydro power;Electricity;2001;367.0;0.02
590;Hydro power;Electricity;2002;369.0;0.02
591;Hydro power;Electricity;2003;361.0;0.02
592;Hydro power;Electricity;2004;360.0;0.02
593;Hydro power;Electricity;2005;361.0;0.02
594;Hydro power;Electricity;2006;361.0;0.02
595;Hydro power;Electricity;2007;358.0;0.02
596;Hydro power;Electricity;2008;360.0;0.02
597;Hydro power;Electricity;2009;360.0;0.02
598;Hydro power;Electricity;2010;364.0;0.02
599;Hydro power;Electricity;2011;358.0;0.02
600;Hydro power;Electricity;2012;361.0;0.02
601;Hydro power;Electricity;2013;362.0;0.02
602;Hydro power;Electricity;2014;367.0;0.02
603;Hydro power;Electricity;2015;355.0;0.02
604;Hydro power;Electricity;2016;351.0;0.02
605;Hydro power;Electricity;2017;339.0;0.02
606;Hydro power;Electricity;2018;340.0;0.02
607;Hydro power;Electricity;2019;334.0;0.02
608;Hydro power;Electricity;2020;324.0;0.02
609;Hydro power;Electricity;2021;326.0;0.02
610;Hydro power;Electricity;2022;312.0;0.02
611;Hydro power;Electricity;2023;304.0;0.02
612;Hydro power;Heating and cooling;1990;;
613;Hydro power;Heating and cooling;1991;;
614;Hydro power;Heating and cooling;1992;;
615;Hydro power;Heating and cooling;1993;;
616;Hydro power;Heating and cooling;1994;;
617;Hydro power;Heating and cooling;1995;;
618;Hydro power;Heating and cooling;1996;;
619;Hydro power;Heating and cooling;1997;;
620;Hydro power;Heating and cooling;1998;;
621;Hydro power;Heating and cooling;1999;;
622;Hydro power;Heating and cooling;2000;;
623;Hydro power;Heating and cooling;2001;;
624;Hydro power;Heating and cooling;2002;;
625;Hydro power;Heating and cooling;2003;;
626;Hydro power;Heating and cooling;2004;;
627;Hydro power;Heating and cooling;2005;;
628;Hydro power;Heating and cooling;2006;;
629;Hydro power;Heating and cooling;2007;;
630;Hydro power;Heating and cooling;2008;;
631;Hydro power;Heating and cooling;2009;;
632;Hydro power;Heating and cooling;2010;;
633;Hydro power;Heating and cooling;2011;;
634;Hydro power;Heating and cooling;2012;;
635;Hydro power;Heating and cooling;2013;;
636;Hydro power;Heating and cooling;2014;;
637;Hydro power;Heating and cooling;2015;;
638;Hydro power;Heating and cooling;2016;;
639;Hydro power;Heating and cooling;2017;;
640;Hydro power;Heating and cooling;2018;;
641;Hydro power;Heating and cooling;2019;;
642;Hydro power;Heating and cooling;2020;;
643;Hydro power;Heating and cooling;2021;;
644;Hydro power;Heating and cooling;2022;;
645;Hydro power;Heating and cooling;2023;;
646;Hydro power;Transport;1990;;
647;Hydro power;Transport;1991;;
648;Hydro power;Transport;1992;;
649;Hydro power;Transport;1993;;
650;Hydro power;Transport;1994;;
651;Hydro power;Transport;1995;;
652;Hydro power;Transport;1996;;
653;Hydro power;Transport;1997;;
654;Hydro power;Transport;1998;;
655;Hydro power;Transport;1999;;
656;Hydro power;Transport;2000;;
657;Hydro power;Transport;2001;;
658;Hydro power;Transport;2002;;
659;Hydro power;Transport;2003;;
660;Hydro power;Transport;2004;;
661;Hydro power;Transport;2005;;
662;Hydro power;Transport;2006;;
663;Hydro power;Transport;2007;;
664;Hydro power;Transport;2008;;
665;Hydro power;Transport;2009;;
666;Hydro power;Transport;2010;;
667;Hydro power;Transport;2011;;
668;Hydro power;Transport;2012;;
669;Hydro power;Transport;2013;;
670;Hydro power;Transport;2014;;
671;Hydro power;Transport;2015;;
672;Hydro power;Transport;2016;;
673;Hydro power;Transport;2017;;
674;Hydro power;Transport;2018;;
675;Hydro power;Transport;2019;;
676;Hydro power;Transport;2020;;
677;Hydro power;Transport;2021;;
678;Hydro power;Transport;2022;;
679;Hydro power;Transport;2023;;
680;Wind energy, total;Total energy applications;1990;202.0;0.01
681;Wind energy, total;Total energy applications;1991;317.0;0.02
682;Wind energy, total;Total energy applications;1992;492.0;0.03
683;Wind energy, total;Total energy applications;1993;624.0;0.03
684;Wind energy, total;Total energy applications;1994;794.0;0.04
685;Wind energy, total;Total energy applications;1995;1132.0;0.06
686;Wind energy, total;Total energy applications;1996;1568.0;0.07
687;Wind energy, total;Total energy applications;1997;1761.0;0.08
688;Wind energy, total;Total energy applications;1998;2056.0;0.1
689;Wind energy, total;Total energy applications;1999;2312.0;0.11
690;Wind energy, total;Total energy applications;2000;2678.0;0.13
691;Wind energy, total;Total energy applications;2001;2958.0;0.14
692;Wind energy, total;Total energy applications;2002;3672.0;0.17
693;Wind energy, total;Total energy applications;2003;4892.0;0.22
694;Wind energy, total;Total energy applications;2004;6347.0;0.27
695;Wind energy, total;Total energy applications;2005;7321.0;0.32
696;Wind energy, total;Total energy applications;2006;9145.0;0.4
697;Wind energy, total;Total energy applications;2007;11396.0;0.51
698;Wind energy, total;Total energy applications;2008;14131.0;0.62
699;Wind energy, total;Total energy applications;2009;16131.0;0.73
700;Wind energy, total;Total energy applications;2010;16210.0;0.69
701;Wind energy, total;Total energy applications;2011;17010.0;0.78
702;Wind energy, total;Total energy applications;2012;17780.0;0.81
703;Wind energy, total;Total energy applications;2013;19324.0;0.88
704;Wind energy, total;Total energy applications;2014;20914.0;1.04
705;Wind energy, total;Total energy applications;2015;24900.0;1.22
706;Wind energy, total;Total energy applications;2016;30110.0;1.44
707;Wind energy, total;Total energy applications;2017;34710.0;1.65
708;Wind energy, total;Total energy applications;2018;36106.0;1.71
709;Wind energy, total;Total energy applications;2019;38784.0;1.87
710;Wind energy, total;Total energy applications;2020;50215.0;2.58
711;Wind energy, total;Total energy applications;2021;68394.0;3.41
712;Wind energy, total;Total energy applications;2022;77054.0;4.15
713;Wind energy, total;Total energy applications;2023;96674.0;5.4
714;Wind energy, total;Electricity;1990;202.0;0.01
715;Wind energy, total;Electricity;1991;317.0;0.02
716;Wind energy, total;Electricity;1992;492.0;0.03
717;Wind energy, total;Electricity;1993;624.0;0.03
718;Wind energy, total;Electricity;1994;794.0;0.04
719;Wind energy, total;Electricity;1995;1132.0;0.06
720;Wind energy, total;Electricity;1996;1568.0;0.07
721;Wind energy, total;Electricity;1997;1761.0;0.08
722;Wind energy, total;Electricity;1998;2056.0;0.1
723;Wind energy, total;Electricity;1999;2312.0;0.11
724;Wind energy, total;Electricity;2000;2678.0;0.13
725;Wind energy, total;Electricity;2001;2958.0;0.14
726;Wind energy, total;Electricity;2002;3672.0;0.17
