ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;Paar_4;Eenouderhuishouden_5;OverigHuishouden_6
324;15 jaar;Ongehuwd;2049;941;685;256;88;2;166
325;15 jaar;Ongehuwd;2050;938;682;256;88;2;166
326;15 jaar;Ongehuwd;2051;934;680;254;87;2;165
327;15 jaar;Ongehuwd;2052;929;676;253;87;2;164
328;15 jaar;Ongehuwd;2053;926;673;253;87;2;164
329;15 jaar;Ongehuwd;2054;920;669;251;86;2;163
330;15 jaar;Ongehuwd;2055;916;666;250;86;2;162
331;15 jaar;Ongehuwd;2056;914;664;250;86;2;162
332;15 jaar;Ongehuwd;2057;910;662;248;85;2;161
333;15 jaar;Ongehuwd;2058;909;661;248;85;2;161
334;15 jaar;Ongehuwd;2059;906;659;247;85;2;160
335;15 jaar;Ongehuwd;2060;906;659;247;85;2;160
336;15 jaar;Wettig gehuwd plus partnerschap;2013;4;0;4;4;0;0
337;15 jaar;Wettig gehuwd plus partnerschap;2014;4;0;4;4;0;0
338;15 jaar;Wettig gehuwd plus partnerschap;2015;4;0;4;4;0;0
339;15 jaar;Wettig gehuwd plus partnerschap;2016;4;0;4;4;0;0
340;15 jaar;Wettig gehuwd plus partnerschap;2017;4;0;4;4;0;0
341;15 jaar;Wettig gehuwd plus partnerschap;2018;4;0;4;4;0;0
342;15 jaar;Wettig gehuwd plus partnerschap;2019;4;0;4;4;0;0
343;15 jaar;Wettig gehuwd plus partnerschap;2020;4;0;4;4;0;0
344;15 jaar;Wettig gehuwd plus partnerschap;2021;4;0;4;4;0;0
345;15 jaar;Wettig gehuwd plus partnerschap;2022;4;0;4;4;0;0
346;15 jaar;Wettig gehuwd plus partnerschap;2023;4;0;4;4;0;0
347;15 jaar;Wettig gehuwd plus partnerschap;2024;4;0;4;4;0;0
348;15 jaar;Wettig gehuwd plus partnerschap;2025;4;0;4;4;0;0
349;15 jaar;Wettig gehuwd plus partnerschap;2026;3;0;3;3;0;0
350;15 jaar;Wettig gehuwd plus partnerschap;2027;3;0;3;3;0;0
351;15 jaar;Wettig gehuwd plus partnerschap;2028;3;0;3;3;0;0
352;15 jaar;Wettig gehuwd plus partnerschap;2029;3;0;3;3;0;0
353;15 jaar;Wettig gehuwd plus partnerschap;2030;3;0;3;3;0;0
354;15 jaar;Wettig gehuwd plus partnerschap;2031;3;0;3;3;0;0
355;15 jaar;Wettig gehuwd plus partnerschap;2032;3;0;3;3;0;0
356;15 jaar;Wettig gehuwd plus partnerschap;2033;3;0;3;3;0;0
357;15 jaar;Wettig gehuwd plus partnerschap;2034;3;0;3;3;0;0
358;15 jaar;Wettig gehuwd plus partnerschap;2035;3;0;3;3;0;0
359;15 jaar;Wettig gehuwd plus partnerschap;2036;3;0;3;3;0;0
360;15 jaar;Wettig gehuwd plus partnerschap;2037;3;0;3;3;0;0
361;15 jaar;Wettig gehuwd plus partnerschap;2038;3;0;3;3;0;0
362;15 jaar;Wettig gehuwd plus partnerschap;2039;3;0;3;3;0;0
363;15 jaar;Wettig gehuwd plus partnerschap;2040;3;0;3;3;0;0
364;15 jaar;Wettig gehuwd plus partnerschap;2041;3;0;3;3;0;0
365;15 jaar;Wettig gehuwd plus partnerschap;2042;3;0;3;3;0;0
366;15 jaar;Wettig gehuwd plus partnerschap;2043;3;0;3;3;0;0
367;15 jaar;Wettig gehuwd plus partnerschap;2044;3;0;3;3;0;0
368;15 jaar;Wettig gehuwd plus partnerschap;2045;3;0;3;3;0;0
369;15 jaar;Wettig gehuwd plus partnerschap;2046;3;0;3;3;0;0
370;15 jaar;Wettig gehuwd plus partnerschap;2047;3;0;3;3;0;0
371;15 jaar;Wettig gehuwd plus partnerschap;2048;3;0;3;3;0;0
372;15 jaar;Wettig gehuwd plus partnerschap;2049;3;0;3;3;0;0
373;15 jaar;Wettig gehuwd plus partnerschap;2050;3;0;3;3;0;0
374;15 jaar;Wettig gehuwd plus partnerschap;2051;3;0;3;3;0;0
375;15 jaar;Wettig gehuwd plus partnerschap;2052;3;0;3;3;0;0
376;15 jaar;Wettig gehuwd plus partnerschap;2053;3;0;3;3;0;0
377;15 jaar;Wettig gehuwd plus partnerschap;2054;3;0;3;3;0;0
378;15 jaar;Wettig gehuwd plus partnerschap;2055;3;0;3;3;0;0
379;15 jaar;Wettig gehuwd plus partnerschap;2056;3;0;3;3;0;0
380;15 jaar;Wettig gehuwd plus partnerschap;2057;3;0;3;3;0;0
381;15 jaar;Wettig gehuwd plus partnerschap;2058;3;0;3;3;0;0
382;15 jaar;Wettig gehuwd plus partnerschap;2059;3;0;3;3;0;0
383;15 jaar;Wettig gehuwd plus partnerschap;2060;3;0;3;3;0;0
384;15 jaar;Verweduwd;2013;0;0;0;0;0;0
385;15 jaar;Verweduwd;2014;0;0;0;0;0;0
386;15 jaar;Verweduwd;2015;0;0;0;0;0;0
387;15 jaar;Verweduwd;2016;0;0;0;0;0;0
388;15 jaar;Verweduwd;2017;0;0;0;0;0;0
389;15 jaar;Verweduwd;2018;0;0;0;0;0;0
390;15 jaar;Verweduwd;2019;0;0;0;0;0;0
391;15 jaar;Verweduwd;2020;0;0;0;0;0;0
392;15 jaar;Verweduwd;2021;0;0;0;0;0;0
393;15 jaar;Verweduwd;2022;0;0;0;0;0;0
394;15 jaar;Verweduwd;2023;0;0;0;0;0;0
395;15 jaar;Verweduwd;2024;0;0;0;0;0;0
396;15 jaar;Verweduwd;2025;0;0;0;0;0;0
397;15 jaar;Verweduwd;2026;0;0;0;0;0;0
398;15 jaar;Verweduwd;2027;0;0;0;0;0;0
399;15 jaar;Verweduwd;2028;0;0;0;0;0;0
400;15 jaar;Verweduwd;2029;0;0;0;0;0;0
401;15 jaar;Verweduwd;2030;0;0;0;0;0;0
402;15 jaar;Verweduwd;2031;0;0;0;0;0;0
403;15 jaar;Verweduwd;2032;0;0;0;0;0;0
404;15 jaar;Verweduwd;2033;0;0;0;0;0;0
405;15 jaar;Verweduwd;2034;0;0;0;0;0;0
406;15 jaar;Verweduwd;2035;0;0;0;0;0;0
407;15 jaar;Verweduwd;2036;0;0;0;0;0;0
408;15 jaar;Verweduwd;2037;0;0;0;0;0;0
409;15 jaar;Verweduwd;2038;0;0;0;0;0;0
410;15 jaar;Verweduwd;2039;0;0;0;0;0;0
411;15 jaar;Verweduwd;2040;0;0;0;0;0;0
412;15 jaar;Verweduwd;2041;0;0;0;0;0;0
413;15 jaar;Verweduwd;2042;0;0;0;0;0;0
414;15 jaar;Verweduwd;2043;0;0;0;0;0;0
415;15 jaar;Verweduwd;2044;0;0;0;0;0;0
416;15 jaar;Verweduwd;2045;0;0;0;0;0;0
417;15 jaar;Verweduwd;2046;0;0;0;0;0;0
418;15 jaar;Verweduwd;2047;0;0;0;0;0;0
419;15 jaar;Verweduwd;2048;0;0;0;0;0;0
420;15 jaar;Verweduwd;2049;0;0;0;0;0;0
421;15 jaar;Verweduwd;2050;0;0;0;0;0;0
422;15 jaar;Verweduwd;2051;0;0;0;0;0;0
423;15 jaar;Verweduwd;2052;0;0;0;0;0;0
424;15 jaar;Verweduwd;2053;0;0;0;0;0;0
425;15 jaar;Verweduwd;2054;0;0;0;0;0;0
426;15 jaar;Verweduwd;2055;0;0;0;0;0;0
427;15 jaar;Verweduwd;2056;0;0;0;0;0;0
428;15 jaar;Verweduwd;2057;0;0;0;0;0;0
429;15 jaar;Verweduwd;2058;0;0;0;0;0;0
430;15 jaar;Verweduwd;2059;0;0;0;0;0;0
431;15 jaar;Verweduwd;2060;0;0;0;0;0;0
432;15 jaar;Gescheiden;2013;0;0;0;0;0;0
433;15 jaar;Gescheiden;2014;0;0;0;0;0;0
434;15 jaar;Gescheiden;2015;0;0;0;0;0;0
435;15 jaar;Gescheiden;2016;0;0;0;0;0;0
436;15 jaar;Gescheiden;2017;0;0;0;0;0;0
437;15 jaar;Gescheiden;2018;0;0;0;0;0;0
438;15 jaar;Gescheiden;2019;0;0;0;0;0;0
439;15 jaar;Gescheiden;2020;0;0;0;0;0;0
440;15 jaar;Gescheiden;2021;0;0;0;0;0;0
441;15 jaar;Gescheiden;2022;0;0;0;0;0;0
442;15 jaar;Gescheiden;2023;0;0;0;0;0;0
443;15 jaar;Gescheiden;2024;0;0;0;0;0;0
444;15 jaar;Gescheiden;2025;0;0;0;0;0;0
445;15 jaar;Gescheiden;2026;0;0;0;0;0;0
446;15 jaar;Gescheiden;2027;0;0;0;0;0;0
447;15 jaar;Gescheiden;2028;0;0;0;0;0;0
448;15 jaar;Gescheiden;2029;0;0;0;0;0;0
449;15 jaar;Gescheiden;2030;0;0;0;0;0;0
450;15 jaar;Gescheiden;2031;0;0;0;0;0;0
451;15 jaar;Gescheiden;2032;0;0;0;0;0;0
452;15 jaar;Gescheiden;2033;0;0;0;0;0;0
453;15 jaar;Gescheiden;2034;0;0;0;0;0;0
454;15 jaar;Gescheiden;2035;0;0;0;0;0;0
455;15 jaar;Gescheiden;2036;0;0;0;0;0;0
456;15 jaar;Gescheiden;2037;0;0;0;0;0;0
457;15 jaar;Gescheiden;2038;0;0;0;0;0;0
458;15 jaar;Gescheiden;2039;0;0;0;0;0;0
459;15 jaar;Gescheiden;2040;0;0;0;0;0;0
460;15 jaar;Gescheiden;2041;0;0;0;0;0;0
461;15 jaar;Gescheiden;2042;0;0;0;0;0;0
462;15 jaar;Gescheiden;2043;0;0;0;0;0;0
463;15 jaar;Gescheiden;2044;0;0;0;0;0;0
464;15 jaar;Gescheiden;2045;0;0;0;0;0;0
465;15 jaar;Gescheiden;2046;0;0;0;0;0;0
466;15 jaar;Gescheiden;2047;0;0;0;0;0;0
467;15 jaar;Gescheiden;2048;0;0;0;0;0;0
468;15 jaar;Gescheiden;2049;0;0;0;0;0;0
469;15 jaar;Gescheiden;2050;0;0;0;0;0;0
470;15 jaar;Gescheiden;2051;0;0;0;0;0;0
471;15 jaar;Gescheiden;2052;0;0;0;0;0;0
472;15 jaar;Gescheiden;2053;0;0;0;0;0;0
473;15 jaar;Gescheiden;2054;0;0;0;0;0;0
474;15 jaar;Gescheiden;2055;0;0;0;0;0;0
475;15 jaar;Gescheiden;2056;0;0;0;0;0;0
476;15 jaar;Gescheiden;2057;0;0;0;0;0;0
477;15 jaar;Gescheiden;2058;0;0;0;0;0;0
478;15 jaar;Gescheiden;2059;0;0;0;0;0;0
479;15 jaar;Gescheiden;2060;0;0;0;0;0;0
480;16 jaar;Totaal burgerlijke staat;2013;1546;1268;278;51;60;167
481;16 jaar;Totaal burgerlijke staat;2014;1639;1349;290;74;48;168
482;16 jaar;Totaal burgerlijke staat;2015;1714;1406;308;96;46;166
483;16 jaar;Totaal burgerlijke staat;2016;1819;1478;341;130;46;165
484;16 jaar;Totaal burgerlijke staat;2017;2031;1639;392;178;49;165
485;16 jaar;Totaal burgerlijke staat;2018;2023;1633;390;177;48;165
486;16 jaar;Totaal burgerlijke staat;2019;2007;1621;386;175;47;164
487;16 jaar;Totaal burgerlijke staat;2020;2001;1615;386;175;47;164
488;16 jaar;Totaal burgerlijke staat;2021;1953;1574;379;174;45;160
489;16 jaar;Totaal burgerlijke staat;2022;1907;1540;367;166;44;157
490;16 jaar;Totaal burgerlijke staat;2023;1890;1522;368;168;44;156
491;16 jaar;Totaal burgerlijke staat;2024;1862;1504;358;161;43;154
492;16 jaar;Totaal burgerlijke staat;2025;1893;1524;369;168;44;157
493;16 jaar;Totaal burgerlijke staat;2026;1887;1524;363;162;44;157
494;16 jaar;Totaal burgerlijke staat;2027;1879;1515;364;165;43;156
495;16 jaar;Totaal burgerlijke staat;2028;1843;1490;353;157;43;153
496;16 jaar;Totaal burgerlijke staat;2029;1819;1468;351;158;42;151
497;16 jaar;Totaal burgerlijke staat;2030;1817;1471;346;153;42;151
498;16 jaar;Totaal burgerlijke staat;2031;1825;1476;349;154;43;152
499;16 jaar;Totaal burgerlijke staat;2032;1838;1483;355;159;43;153
500;16 jaar;Totaal burgerlijke staat;2033;1846;1490;356;159;43;154
501;16 jaar;Totaal burgerlijke staat;2034;1858;1500;358;160;43;155
502;16 jaar;Totaal burgerlijke staat;2035;1866;1509;357;157;44;156
503;16 jaar;Totaal burgerlijke staat;2036;1877;1515;362;162;44;156
504;16 jaar;Totaal burgerlijke staat;2037;1884;1520;364;163;44;157
505;16 jaar;Totaal burgerlijke staat;2038;1893;1527;366;164;44;158
506;16 jaar;Totaal burgerlijke staat;2039;1898;1531;367;165;44;158
507;16 jaar;Totaal burgerlijke staat;2040;1903;1534;369;166;44;159
508;16 jaar;Totaal burgerlijke staat;2041;1907;1540;367;163;45;159
509;16 jaar;Totaal burgerlijke staat;2042;1914;1542;372;168;45;159
510;16 jaar;Totaal burgerlijke staat;2043;1912;1541;371;168;44;159
511;16 jaar;Totaal burgerlijke staat;2044;1914;1545;369;165;44;160
512;16 jaar;Totaal burgerlijke staat;2045;1918;1544;374;170;44;160
513;16 jaar;Totaal burgerlijke staat;2046;1916;1543;373;170;44;159
514;16 jaar;Totaal burgerlijke staat;2047;1918;1544;374;170;44;160
515;16 jaar;Totaal burgerlijke staat;2048;1914;1541;373;170;44;159
516;16 jaar;Totaal burgerlijke staat;2049;1912;1539;373;170;44;159
517;16 jaar;Totaal burgerlijke staat;2050;1908;1535;373;170;44;159
518;16 jaar;Totaal burgerlijke staat;2051;1900;1529;371;169;44;158
519;16 jaar;Totaal burgerlijke staat;2052;1889;1524;365;164;44;157
520;16 jaar;Totaal burgerlijke staat;2053;1883;1515;368;168;44;156
521;16 jaar;Totaal burgerlijke staat;2054;1875;1508;367;167;44;156
522;16 jaar;Totaal burgerlijke staat;2055;1868;1503;365;167;43;155
523;16 jaar;Totaal burgerlijke staat;2056;1860;1497;363;166;43;154
524;16 jaar;Totaal burgerlijke staat;2057;1851;1493;358;161;43;154
525;16 jaar;Totaal burgerlijke staat;2058;1847;1490;357;160;43;154
526;16 jaar;Totaal burgerlijke staat;2059;1842;1486;356;160;43;153
527;16 jaar;Totaal burgerlijke staat;2060;1841;1482;359;164;42;153
528;16 jaar;Ongehuwd;2013;1537;1268;269;42;60;167
529;16 jaar;Ongehuwd;2014;1625;1348;277;61;48;168
530;16 jaar;Ongehuwd;2015;1700;1405;295;83;46;166
531;16 jaar;Ongehuwd;2016;1805;1477;328;117;46;165
532;16 jaar;Ongehuwd;2017;2018;1639;379;165;49;165
533;16 jaar;Ongehuwd;2018;2011;1633;378;165;48;165
534;16 jaar;Ongehuwd;2019;1995;1621;374;163;47;164
535;16 jaar;Ongehuwd;2020;1990;1615;375;164;47;164
536;16 jaar;Ongehuwd;2021;1942;1574;368;163;45;160
537;16 jaar;Ongehuwd;2022;1897;1540;357;156;44;157
538;16 jaar;Ongehuwd;2023;1880;1522;358;158;44;156
539;16 jaar;Ongehuwd;2024;1852;1504;348;151;43;154
540;16 jaar;Ongehuwd;2025;1883;1524;359;158;44;157
541;16 jaar;Ongehuwd;2026;1877;1524;353;152;44;157
542;16 jaar;Ongehuwd;2027;1869;1515;354;155;43;156
543;16 jaar;Ongehuwd;2028;1833;1490;343;147;43;153
544;16 jaar;Ongehuwd;2029;1809;1468;341;148;42;151
545;16 jaar;Ongehuwd;2030;1807;1471;336;143;42;151
546;16 jaar;Ongehuwd;2031;1815;1476;339;144;43;152
547;16 jaar;Ongehuwd;2032;1828;1483;345;149;43;153
548;16 jaar;Ongehuwd;2033;1836;1490;346;149;43;154
549;16 jaar;Ongehuwd;2034;1848;1500;348;150;43;155
550;16 jaar;Ongehuwd;2035;1856;1509;347;147;44;156
551;16 jaar;Ongehuwd;2036;1867;1515;352;152;44;156
552;16 jaar;Ongehuwd;2037;1874;1520;354;153;44;157
553;16 jaar;Ongehuwd;2038;1883;1527;356;154;44;158
554;16 jaar;Ongehuwd;2039;1888;1531;357;155;44;158
555;16 jaar;Ongehuwd;2040;1893;1534;359;156;44;159
556;16 jaar;Ongehuwd;2041;1897;1540;357;153;45;159
557;16 jaar;Ongehuwd;2042;1904;1542;362;158;45;159
558;16 jaar;Ongehuwd;2043;1903;1541;362;159;44;159
559;16 jaar;Ongehuwd;2044;1905;1545;360;156;44;160
560;16 jaar;Ongehuwd;2045;1909;1544;365;161;44;160
561;16 jaar;Ongehuwd;2046;1907;1543;364;161;44;159
562;16 jaar;Ongehuwd;2047;1909;1544;365;161;44;160
563;16 jaar;Ongehuwd;2048;1905;1541;364;161;44;159
564;16 jaar;Ongehuwd;2049;1903;1539;364;161;44;159
565;16 jaar;Ongehuwd;2050;1899;1535;364;161;44;159
566;16 jaar;Ongehuwd;2051;1891;1529;362;160;44;158
567;16 jaar;Ongehuwd;2052;1880;1524;356;155;44;157
568;16 jaar;Ongehuwd;2053;1874;1515;359;159;44;156
569;16 jaar;Ongehuwd;2054;1866;1508;358;158;44;156
570;16 jaar;Ongehuwd;2055;1859;1503;356;158;43;155
571;16 jaar;Ongehuwd;2056;1851;1497;354;157;43;154
572;16 jaar;Ongehuwd;2057;1842;1493;349;152;43;154
573;16 jaar;Ongehuwd;2058;1838;1490;348;151;43;154
574;16 jaar;Ongehuwd;2059;1833;1486;347;151;43;153
575;16 jaar;Ongehuwd;2060;1832;1482;350;155;42;153
576;16 jaar;Wettig gehuwd plus partnerschap;2013;9;0;9;9;0;0
577;16 jaar;Wettig gehuwd plus partnerschap;2014;14;1;13;13;0;0
578;16 jaar;Wettig gehuwd plus partnerschap;2015;14;1;13;13;0;0
579;16 jaar;Wettig gehuwd plus partnerschap;2016;14;1;13;13;0;0
580;16 jaar;Wettig gehuwd plus partnerschap;2017;13;0;13;13;0;0
581;16 jaar;Wettig gehuwd plus partnerschap;2018;12;0;12;12;0;0
582;16 jaar;Wettig gehuwd plus partnerschap;2019;12;0;12;12;0;0
583;16 jaar;Wettig gehuwd plus partnerschap;2020;11;0;11;11;0;0
584;16 jaar;Wettig gehuwd plus partnerschap;2021;11;0;11;11;0;0
585;16 jaar;Wettig gehuwd plus partnerschap;2022;10;0;10;10;0;0
586;16 jaar;Wettig gehuwd plus partnerschap;2023;10;0;10;10;0;0
587;16 jaar;Wettig gehuwd plus partnerschap;2024;10;0;10;10;0;0
588;16 jaar;Wettig gehuwd plus partnerschap;2025;10;0;10;10;0;0
589;16 jaar;Wettig gehuwd plus partnerschap;2026;10;0;10;10;0;0
590;16 jaar;Wettig gehuwd plus partnerschap;2027;10;0;10;10;0;0
591;16 jaar;Wettig gehuwd plus partnerschap;2028;10;0;10;10;0;0
592;16 jaar;Wettig gehuwd plus partnerschap;2029;10;0;10;10;0;0
593;16 jaar;Wettig gehuwd plus partnerschap;2030;10;0;10;10;0;0
594;16 jaar;Wettig gehuwd plus partnerschap;2031;10;0;10;10;0;0
595;16 jaar;Wettig gehuwd plus partnerschap;2032;10;0;10;10;0;0
596;16 jaar;Wettig gehuwd plus partnerschap;2033;10;0;10;10;0;0
597;16 jaar;Wettig gehuwd plus partnerschap;2034;10;0;10;10;0;0
598;16 jaar;Wettig gehuwd plus partnerschap;2035;10;0;10;10;0;0
599;16 jaar;Wettig gehuwd plus partnerschap;2036;10;0;10;10;0;0
600;16 jaar;Wettig gehuwd plus partnerschap;2037;10;0;10;10;0;0
601;16 jaar;Wettig gehuwd plus partnerschap;2038;10;0;10;10;0;0
602;16 jaar;Wettig gehuwd plus partnerschap;2039;10;0;10;10;0;0
603;16 jaar;Wettig gehuwd plus partnerschap;2040;10;0;10;10;0;0
604;16 jaar;Wettig gehuwd plus partnerschap;2041;10;0;10;10;0;0
605;16 jaar;Wettig gehuwd plus partnerschap;2042;10;0;10;10;0;0
606;16 jaar;Wettig gehuwd plus partnerschap;2043;9;0;9;9;0;0
607;16 jaar;Wettig gehuwd plus partnerschap;2044;9;0;9;9;0;0
608;16 jaar;Wettig gehuwd plus partnerschap;2045;9;0;9;9;0;0
609;16 jaar;Wettig gehuwd plus partnerschap;2046;9;0;9;9;0;0
610;16 jaar;Wettig gehuwd plus partnerschap;2047;9;0;9;9;0;0
611;16 jaar;Wettig gehuwd plus partnerschap;2048;9;0;9;9;0;0
612;16 jaar;Wettig gehuwd plus partnerschap;2049;9;0;9;9;0;0
613;16 jaar;Wettig gehuwd plus partnerschap;2050;9;0;9;9;0;0
614;16 jaar;Wettig gehuwd plus partnerschap;2051;9;0;9;9;0;0
615;16 jaar;Wettig gehuwd plus partnerschap;2052;9;0;9;9;0;0
616;16 jaar;Wettig gehuwd plus partnerschap;2053;9;0;9;9;0;0
617;16 jaar;Wettig gehuwd plus partnerschap;2054;9;0;9;9;0;0
618;16 jaar;Wettig gehuwd plus partnerschap;2055;9;0;9;9;0;0
619;16 jaar;Wettig gehuwd plus partnerschap;2056;9;0;9;9;0;0
620;16 jaar;Wettig gehuwd plus partnerschap;2057;9;0;9;9;0;0
621;16 jaar;Wettig gehuwd plus partnerschap;2058;9;0;9;9;0;0
622;16 jaar;Wettig gehuwd plus partnerschap;2059;9;0;9;9;0;0
623;16 jaar;Wettig gehuwd plus partnerschap;2060;9;0;9;9;0;0
624;16 jaar;Verweduwd;2013;0;0;0;0;0;0
625;16 jaar;Verweduwd;2014;0;0;0;0;0;0
626;16 jaar;Verweduwd;2015;0;0;0;0;0;0
627;16 jaar;Verweduwd;2016;0;0;0;0;0;0
628;16 jaar;Verweduwd;2017;0;0;0;0;0;0
629;16 jaar;Verweduwd;2018;0;0;0;0;0;0
630;16 jaar;Verweduwd;2019;0;0;0;0;0;0
631;16 jaar;Verweduwd;2020;0;0;0;0;0;0
632;16 jaar;Verweduwd;2021;0;0;0;0;0;0
633;16 jaar;Verweduwd;2022;0;0;0;0;0;0
634;16 jaar;Verweduwd;2023;0;0;0;0;0;0
635;16 jaar;Verweduwd;2024;0;0;0;0;0;0
636;16 jaar;Verweduwd;2025;0;0;0;0;0;0
637;16 jaar;Verweduwd;2026;0;0;0;0;0;0
638;16 jaar;Verweduwd;2027;0;0;0;0;0;0
639;16 jaar;Verweduwd;2028;0;0;0;0;0;0
640;16 jaar;Verweduwd;2029;0;0;0;0;0;0
641;16 jaar;Verweduwd;2030;0;0;0;0;0;0
642;16 jaar;Verweduwd;2031;0;0;0;0;0;0
643;16 jaar;Verweduwd;2032;0;0;0;0;0;0
644;16 jaar;Verweduwd;2033;0;0;0;0;0;0
645;16 jaar;Verweduwd;2034;0;0;0;0;0;0
646;16 jaar;Verweduwd;2035;0;0;0;0;0;0
647;16 jaar;Verweduwd;2036;0;0;0;0;0;0
648;16 jaar;Verweduwd;2037;0;0;0;0;0;0
649;16 jaar;Verweduwd;2038;0;0;0;0;0;0
650;16 jaar;Verweduwd;2039;0;0;0;0;0;0
651;16 jaar;Verweduwd;2040;0;0;0;0;0;0
652;16 jaar;Verweduwd;2041;0;0;0;0;0;0
653;16 jaar;Verweduwd;2042;0;0;0;0;0;0
654;16 jaar;Verweduwd;2043;0;0;0;0;0;0
655;16 jaar;Verweduwd;2044;0;0;0;0;0;0
656;16 jaar;Verweduwd;2045;0;0;0;0;0;0
657;16 jaar;Verweduwd;2046;0;0;0;0;0;0
658;16 jaar;Verweduwd;2047;0;0;0;0;0;0
659;16 jaar;Verweduwd;2048;0;0;0;0;0;0
660;16 jaar;Verweduwd;2049;0;0;0;0;0;0
661;16 jaar;Verweduwd;2050;0;0;0;0;0;0
662;16 jaar;Verweduwd;2051;0;0;0;0;0;0
663;16 jaar;Verweduwd;2052;0;0;0;0;0;0
664;16 jaar;Verweduwd;2053;0;0;0;0;0;0
665;16 jaar;Verweduwd;2054;0;0;0;0;0;0
666;16 jaar;Verweduwd;2055;0;0;0;0;0;0
667;16 jaar;Verweduwd;2056;0;0;0;0;0;0
668;16 jaar;Verweduwd;2057;0;0;0;0;0;0
669;16 jaar;Verweduwd;2058;0;0;0;0;0;0
670;16 jaar;Verweduwd;2059;0;0;0;0;0;0
671;16 jaar;Verweduwd;2060;0;0;0;0;0;0
672;16 jaar;Gescheiden;2013;0;0;0;0;0;0
673;16 jaar;Gescheiden;2014;0;0;0;0;0;0
674;16 jaar;Gescheiden;2015;0;0;0;0;0;0
675;16 jaar;Gescheiden;2016;0;0;0;0;0;0
676;16 jaar;Gescheiden;2017;0;0;0;0;0;0
677;16 jaar;Gescheiden;2018;0;0;0;0;0;0
678;16 jaar;Gescheiden;2019;0;0;0;0;0;0
679;16 jaar;Gescheiden;2020;0;0;0;0;0;0
680;16 jaar;Gescheiden;2021;0;0;0;0;0;0
681;16 jaar;Gescheiden;2022;0;0;0;0;0;0
682;16 jaar;Gescheiden;2023;0;0;0;0;0;0
683;16 jaar;Gescheiden;2024;0;0;0;0;0;0
684;16 jaar;Gescheiden;2025;0;0;0;0;0;0
685;16 jaar;Gescheiden;2026;0;0;0;0;0;0
686;16 jaar;Gescheiden;2027;0;0;0;0;0;0
687;16 jaar;Gescheiden;2028;0;0;0;0;0;0
688;16 jaar;Gescheiden;2029;0;0;0;0;0;0
689;16 jaar;Gescheiden;2030;0;0;0;0;0;0
690;16 jaar;Gescheiden;2031;0;0;0;0;0;0
691;16 jaar;Gescheiden;2032;0;0;0;0;0;0
692;16 jaar;Gescheiden;2033;0;0;0;0;0;0
693;16 jaar;Gescheiden;2034;0;0;0;0;0;0
694;16 jaar;Gescheiden;2035;0;0;0;0;0;0
695;16 jaar;Gescheiden;2036;0;0;0;0;0;0
696;16 jaar;Gescheiden;2037;0;0;0;0;0;0
697;16 jaar;Gescheiden;2038;0;0;0;0;0;0
698;16 jaar;Gescheiden;2039;0;0;0;0;0;0
699;16 jaar;Gescheiden;2040;0;0;0;0;0;0
700;16 jaar;Gescheiden;2041;0;0;0;0;0;0
701;16 jaar;Gescheiden;2042;0;0;0;0;0;0
702;16 jaar;Gescheiden;2043;0;0;0;0;0;0
703;16 jaar;Gescheiden;2044;0;0;0;0;0;0
704;16 jaar;Gescheiden;2045;0;0;0;0;0;0
705;16 jaar;Gescheiden;2046;0;0;0;0;0;0
706;16 jaar;Gescheiden;2047;0;0;0;0;0;0
707;16 jaar;Gescheiden;2048;0;0;0;0;0;0
708;16 jaar;Gescheiden;2049;0;0;0;0;0;0
709;16 jaar;Gescheiden;2050;0;0;0;0;0;0
710;16 jaar;Gescheiden;2051;0;0;0;0;0;0
711;16 jaar;Gescheiden;2052;0;0;0;0;0;0
712;16 jaar;Gescheiden;2053;0;0;0;0;0;0
713;16 jaar;Gescheiden;2054;0;0;0;0;0;0
714;16 jaar;Gescheiden;2055;0;0;0;0;0;0
715;16 jaar;Gescheiden;2056;0;0;0;0;0;0
716;16 jaar;Gescheiden;2057;0;0;0;0;0;0
717;16 jaar;Gescheiden;2058;0;0;0;0;0;0
718;16 jaar;Gescheiden;2059;0;0;0;0;0;0
719;16 jaar;Gescheiden;2060;0;0;0;0;0;0
720;17 jaar;Totaal burgerlijke staat;2013;3841;3366;475;180;141;154
721;17 jaar;Totaal burgerlijke staat;2014;3929;3409;520;209;160;151
722;17 jaar;Totaal burgerlijke staat;2015;4064;3527;537;236;149;152
723;17 jaar;Totaal burgerlijke staat;2016;4214;3653;561;267;142;152
724;17 jaar;Totaal burgerlijke staat;2017;4319;3736;583;289;142;152
725;17 jaar;Totaal burgerlijke staat;2018;4553;3923;630;326;150;154
