ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalSnelgroeiendeBedrijven_1;k_10Tot50WerkzamePersonen_2;k_50Tot250WerkzamePersonen_3;k_250WerkzamePersonenOfMeer_4;NatuurlijkePersonen_5;Rechtspersonen_6
1673;92 Loterijen en kansspelen;2017;5;5;0;0;0;5
1674;92 Loterijen en kansspelen;2018;5;0;5;0;0;5
1675;92 Loterijen en kansspelen;2019;5;5;0;0;0;5
1676;92 Loterijen en kansspelen;2020;10;5;5;0;0;10
1677;92 Loterijen en kansspelen;2021;5;0;0;0;0;5
1678;92 Loterijen en kansspelen;2022;5;0;0;0;0;5
1679;92 Loterijen en kansspelen;2023;5;0;0;0;0;5
1680;93 Sport en recreatie;2010;185;105;15;5;35;150
1681;93 Sport en recreatie;2011;165;100;15;5;30;140
1682;93 Sport en recreatie;2012;145;90;10;0;35;115
1683;93 Sport en recreatie;2013;125;75;10;0;25;100
1684;93 Sport en recreatie;2014;115;70;10;0;15;100
1685;93 Sport en recreatie;2015;125;75;15;5;15;105
1686;93 Sport en recreatie;2016;135;85;15;5;20;115
1687;93 Sport en recreatie;2017;130;85;10;5;20;115
1688;93 Sport en recreatie;2018;210;115;15;0;35;175
1689;93 Sport en recreatie;2019;155;95;20;0;20;135
1690;93 Sport en recreatie;2020;95;60;15;0;10;85
1691;93 Sport en recreatie;2021;95;60;15;0;10;90
1692;93 Sport en recreatie;2022;145;90;20;0;20;130
1693;93 Sport en recreatie;2023;290;170;45;0;30;260
1694;S Overige dienstverlening;2010;210;145;40;5;20;190
1695;S Overige dienstverlening;2011;180;135;25;5;15;160
1696;S Overige dienstverlening;2012;145;110;15;5;15;125
1697;S Overige dienstverlening;2013;125;90;20;5;15;110
1698;S Overige dienstverlening;2014;115;85;15;5;15;95
1699;S Overige dienstverlening;2015;155;115;20;5;20;135
1700;S Overige dienstverlening;2016;195;140;30;5;25;170
1701;S Overige dienstverlening;2017;200;140;40;5;25;175
1702;S Overige dienstverlening;2018;225;165;30;5;30;195
1703;S Overige dienstverlening;2019;200;145;35;5;25;180
1704;S Overige dienstverlening;2020;170;130;30;5;15;150
1705;S Overige dienstverlening;2021;175;130;30;5;10;160
1706;S Overige dienstverlening;2022;160;115;30;0;15;145
1707;S Overige dienstverlening;2023;185;140;25;5;15;175
1708;94 Ideële, belangen-, hobbyverenigingen;2010;140;95;30;5;0;140
1709;94 Ideële, belangen-, hobbyverenigingen;2011;110;85;20;0;0;110
1710;94 Ideële, belangen-, hobbyverenigingen;2012;90;75;10;5;0;90
1711;94 Ideële, belangen-, hobbyverenigingen;2013;70;55;10;0;0;70
1712;94 Ideële, belangen-, hobbyverenigingen;2014;65;50;10;0;0;65
1713;94 Ideële, belangen-, hobbyverenigingen;2015;85;65;10;5;0;85
1714;94 Ideële, belangen-, hobbyverenigingen;2016;120;85;20;5;0;120
1715;94 Ideële, belangen-, hobbyverenigingen;2017;120;80;30;5;0;120
1716;94 Ideële, belangen-, hobbyverenigingen;2018;125;90;25;0;0;125
1717;94 Ideële, belangen-, hobbyverenigingen;2019;120;85;30;0;5;115
1718;94 Ideële, belangen-, hobbyverenigingen;2020;100;75;20;0;0;100
1719;94 Ideële, belangen-, hobbyverenigingen;2021;120;90;25;0;0;120
1720;94 Ideële, belangen-, hobbyverenigingen;2022;95;70;25;0;0;95
1721;94 Ideële, belangen-, hobbyverenigingen;2023;115;85;20;0;0;115
1722;95 Reparatie van consumentenartikelen;2010;15;10;0;0;0;15
1723;95 Reparatie van consumentenartikelen;2011;10;5;0;0;0;10
1724;95 Reparatie van consumentenartikelen;2012;10;5;5;0;0;10
1725;95 Reparatie van consumentenartikelen;2013;15;5;5;0;0;10
1726;95 Reparatie van consumentenartikelen;2014;10;5;0;0;0;10
1727;95 Reparatie van consumentenartikelen;2015;10;10;0;0;0;10
1728;95 Reparatie van consumentenartikelen;2016;10;5;0;0;0;10
1729;95 Reparatie van consumentenartikelen;2017;10;5;0;0;0;10
1730;95 Reparatie van consumentenartikelen;2018;15;10;5;0;0;15
1731;95 Reparatie van consumentenartikelen;2019;15;10;5;0;0;15
1732;95 Reparatie van consumentenartikelen;2020;15;10;5;0;0;15
1733;95 Reparatie van consumentenartikelen;2021;10;10;5;0;0;10
1734;95 Reparatie van consumentenartikelen;2022;10;5;0;0;0;10
1735;95 Reparatie van consumentenartikelen;2023;10;10;0;0;0;10
1736;96 Overige persoonlijke dienstverlening;2010;50;40;5;0;20;30
1737;96 Overige persoonlijke dienstverlening;2011;60;40;5;0;15;40
1738;96 Overige persoonlijke dienstverlening;2012;45;30;5;0;15;30
1739;96 Overige persoonlijke dienstverlening;2013;40;30;5;5;10;30
1740;96 Overige persoonlijke dienstverlening;2014;40;30;5;0;15;20
1741;96 Overige persoonlijke dienstverlening;2015;60;40;10;0;20;40
1742;96 Overige persoonlijke dienstverlening;2016;65;50;10;0;25;45
1743;96 Overige persoonlijke dienstverlening;2017;70;50;10;0;25;45
1744;96 Overige persoonlijke dienstverlening;2018;85;65;5;5;30;55
1745;96 Overige persoonlijke dienstverlening;2019;65;50;5;0;20;50
1746;96 Overige persoonlijke dienstverlening;2020;55;40;5;0;15;40
1747;96 Overige persoonlijke dienstverlening;2021;45;30;5;0;10;30
1748;96 Overige persoonlijke dienstverlening;2022;55;40;5;0;15;40
1749;96 Overige persoonlijke dienstverlening;2023;65;45;5;0;10;50
1750;T Huishoudens;2010;0;0;0;0;0;0
1751;T Huishoudens;2011;0;0;0;0;0;0
1752;T Huishoudens;2012;0;0;0;0;0;0
1753;T Huishoudens;2013;0;0;0;0;0;0
1754;T Huishoudens;2014;0;0;0;0;0;0
1755;T Huishoudens;2015;0;0;0;0;0;0
1756;T Huishoudens;2016;0;0;0;0;0;0
1757;T Huishoudens;2017;0;0;0;0;0;0
1758;T Huishoudens;2018;0;0;0;0;0;0
1759;T Huishoudens;2019;0;0;0;0;0;0
1760;T Huishoudens;2020;0;0;0;0;0;0
1761;T Huishoudens;2021;0;0;0;0;0;0
1762;T Huishoudens;2022;0;0;0;0;0;0
1763;T Huishoudens;2023;0;0;0;0;0;0
1764;97 Huishoudens met personeel;2010;0;0;0;0;0;0
1765;97 Huishoudens met personeel;2011;0;0;0;0;0;0
1766;97 Huishoudens met personeel;2012;0;0;0;0;0;0
1767;97 Huishoudens met personeel;2013;0;0;0;0;0;0
1768;97 Huishoudens met personeel;2014;0;0;0;0;0;0
1769;97 Huishoudens met personeel;2015;0;0;0;0;0;0
1770;97 Huishoudens met personeel;2016;0;0;0;0;0;0
1771;97 Huishoudens met personeel;2017;0;0;0;0;0;0
1772;97 Huishoudens met personeel;2018;0;0;0;0;0;0
1773;97 Huishoudens met personeel;2019;0;0;0;0;0;0
1774;97 Huishoudens met personeel;2020;0;0;0;0;0;0
1775;97 Huishoudens met personeel;2021;0;0;0;0;0;0
1776;97 Huishoudens met personeel;2022;0;0;0;0;0;0
1777;97 Huishoudens met personeel;2023;0;0;0;0;0;0
1778;98 Huishoudproductie voor eigen gebruik;2010;0;0;0;0;0;0
1779;98 Huishoudproductie voor eigen gebruik;2011;0;0;0;0;0;0
1780;98 Huishoudproductie voor eigen gebruik;2012;0;0;0;0;0;0
1781;98 Huishoudproductie voor eigen gebruik;2013;0;0;0;0;0;0
1782;98 Huishoudproductie voor eigen gebruik;2014;0;0;0;0;0;0
1783;98 Huishoudproductie voor eigen gebruik;2015;0;0;0;0;0;0
1784;98 Huishoudproductie voor eigen gebruik;2016;0;0;0;0;0;0
1785;98 Huishoudproductie voor eigen gebruik;2017;0;0;0;0;0;0
1786;98 Huishoudproductie voor eigen gebruik;2018;0;0;0;0;0;0
1787;98 Huishoudproductie voor eigen gebruik;2019;0;0;0;0;0;0
1788;98 Huishoudproductie voor eigen gebruik;2020;0;0;0;0;0;0
1789;98 Huishoudproductie voor eigen gebruik;2021;0;0;0;0;0;0
1790;98 Huishoudproductie voor eigen gebruik;2022;0;0;0;0;0;0
1791;98 Huishoudproductie voor eigen gebruik;2023;0;0;0;0;0;0
1792;U Extraterritoriale organisaties;2010;0;0;0;0;0;0
1793;U Extraterritoriale organisaties;2011;0;0;0;0;0;0
1794;U Extraterritoriale organisaties;2012;0;0;0;0;0;0
1795;U Extraterritoriale organisaties;2013;0;0;0;0;0;0
1796;U Extraterritoriale organisaties;2014;0;0;0;0;0;0
1797;U Extraterritoriale organisaties;2015;0;0;0;0;0;0
1798;U Extraterritoriale organisaties;2016;0;0;0;0;0;0
1799;U Extraterritoriale organisaties;2017;0;0;0;0;0;0
1800;U Extraterritoriale organisaties;2018;0;0;0;0;0;0
1801;U Extraterritoriale organisaties;2019;0;0;0;0;0;0
1802;U Extraterritoriale organisaties;2020;0;0;0;0;0;0
1803;U Extraterritoriale organisaties;2021;0;0;0;0;0;0
1804;U Extraterritoriale organisaties;2022;0;0;0;0;0;0
1805;U Extraterritoriale organisaties;2023;0;0;0;0;0;0
1806;99 Extraterritoriale organisaties;2010;0;0;0;0;0;0
1807;99 Extraterritoriale organisaties;2011;0;0;0;0;0;0
1808;99 Extraterritoriale organisaties;2012;0;0;0;0;0;0
1809;99 Extraterritoriale organisaties;2013;0;0;0;0;0;0
1810;99 Extraterritoriale organisaties;2014;0;0;0;0;0;0
1811;99 Extraterritoriale organisaties;2015;0;0;0;0;0;0
1812;99 Extraterritoriale organisaties;2016;0;0;0;0;0;0
1813;99 Extraterritoriale organisaties;2017;0;0;0;0;0;0
1814;99 Extraterritoriale organisaties;2018;0;0;0;0;0;0
1815;99 Extraterritoriale organisaties;2019;0;0;0;0;0;0
1816;99 Extraterritoriale organisaties;2020;0;0;0;0;0;0
1817;99 Extraterritoriale organisaties;2021;0;0;0;0;0;0
1818;99 Extraterritoriale organisaties;2022;0;0;0;0;0;0
1819;99 Extraterritoriale organisaties;2023;0;0;0;0;0;0
