ID;HerkomstVanUitvoer;Perioden;UitvoerVanGoederenEnDiensten_1;UitvoerVanGoederen_2;UitvoerVanDiensten_3;UitvoerVanGoederenEnDiensten_4;UitvoerVanGoederen_5;UitvoerVanDiensten_6;UitvoerVanGoederenEnDiensten_7;UitvoerVanGoederen_8;UitvoerVanDiensten_9;UitvoerVanGoederenEnDiensten_10;UitvoerVanGoederen_11;UitvoerVanDiensten_12
1478;58 Uitgeverijen;1999;182;104;78;213.0;122.0;91.0;1.1;2.0;0.0;85.4;85.2;86.0
1479;58 Uitgeverijen;2000;192;114;78;219.0;128.0;91.0;2.7;4.8;0.0;87.7;89.1;86.0
1480;58 Uitgeverijen;2001;189;110;79;211.0;120.0;91.0;-3.6;-6.1;0.0;89.6;91.6;87.1
1481;58 Uitgeverijen;2002;193;111;82;212.0;120.0;92.0;0.5;0.0;1.3;91.0;92.4;89.3
1482;58 Uitgeverijen;2003;209;128;81;231.0;142.0;88.0;8.8;18.0;-3.7;90.6;90.3;91.5
1483;58 Uitgeverijen;2004;257;175;82;279.0;192.0;87.0;21.1;35.2;-1.2;92.0;91.3;93.8
1484;58 Uitgeverijen;2005;315;227;88;338.0;244.0;94.0;21.0;27.4;7.3;93.2;93.0;93.8
1485;58 Uitgeverijen;2006;344;253;91;360.0;265.0;96.0;6.7;8.4;2.3;95.4;95.6;94.9
1486;58 Uitgeverijen;2007;376;285;91;391.0;297.0;94.0;8.4;12.3;-2.2;96.2;95.9;97.0
1487;58 Uitgeverijen;2008;370;275;95;376.0;279.0;97.0;-3.7;-6.0;3.3;98.3;98.4;98.0
1488;58 Uitgeverijen;2009;351;255;96;355.0;257.0;98.0;-5.7;-8.0;1.1;98.9;99.2;98.0
1489;58 Uitgeverijen;2010;358;256;102;358.0;256.0;102.0;0.9;-0.4;4.2;100.0;100.0;100.0
1490;58 Uitgeverijen;2011;340;218;122;328.0;207.0;121.0;-8.4;-19.1;18.6;103.7;105.3;100.8
1491;58 Uitgeverijen;2012;355;220;135;340.0;206.0;134.0;3.5;-0.5;10.7;104.5;106.8;100.8
1492;58 Uitgeverijen;2013;385;230;155;364.0;213.0;153.0;7.3;3.2;14.1;105.6;108.2;101.5
1493;58 Uitgeverijen;2014;371;222;149;351.0;205.0;147.0;-3.6;-3.5;-3.9;105.6;108.2;101.5
1494;58 Uitgeverijen;2015;401;243;158;378.0;224.0;155.0;7.5;9.0;5.4;106.2;108.6;102.1
1495;58 Uitgeverijen;2016;408;253;155;373.0;222.0;152.0;-1.2;-0.8;-1.9;109.4;114.0;102.1
1496;59-60 Film,TV en radio;1995;124;52;72;155.0;53.0;98.0;;;;80.1;98.5;73.8
1497;59-60 Film,TV en radio;1996;132;54;78;165.0;59.0;100.0;6.5;11.5;2.8;80.1;91.7;77.8
1498;59-60 Film,TV en radio;1997;152;74;78;182.0;72.0;103.0;10.6;22.2;2.6;83.4;102.9;75.8
1499;59-60 Film,TV en radio;1998;173;90;83;229.0;103.0;112.0;25.7;43.2;9.0;75.5;87.3;74.1
1500;59-60 Film,TV en radio;1999;186;86;100;250.0;105.0;131.0;9.2;2.2;16.9;74.3;81.6;76.3
1501;59-60 Film,TV en radio;2000;250;143;107;307.0;153.0;135.0;22.6;45.3;3.0;81.5;93.4;79.3
1502;59-60 Film,TV en radio;2001;288;176;112;328.0;167.0;140.0;6.8;9.1;3.7;87.9;105.4;80.0
1503;59-60 Film,TV en radio;2002;291;175;116;309.0;154.0;137.0;-5.6;-8.0;-1.8;94.0;113.8;84.4
1504;59-60 Film,TV en radio;2003;276;157;119;301.0;148.0;136.0;-2.7;-4.0;-0.9;91.7;106.4;87.3
1505;59-60 Film,TV en radio;2004;276;153;123;303.0;146.0;141.0;0.7;-1.3;3.4;91.0;105.0;87.3
1506;59-60 Film,TV en radio;2005;249;148;101;275.0;143.0;115.0;-9.4;-2.0;-18.7;90.7;103.6;88.2
1507;59-60 Film,TV en radio;2006;254;153;101;279.0;149.0;112.0;1.6;4.1;-2.0;91.0;102.9;90.0
1508;59-60 Film,TV en radio;2007;268;144;124;291.0;140.0;134.0;4.3;-5.9;19.8;92.1;102.9;92.2
1509;59-60 Film,TV en radio;2008;290;142;148;293.0;121.0;157.0;0.7;-13.2;16.9;98.9;116.9;94.1
1510;59-60 Film,TV en radio;2009;230;65;165;235.0;60.0;172.0;-20.0;-50.7;9.5;98.0;108.6;95.9
1511;59-60 Film,TV en radio;2010;204;35;169;204.0;35.0;169.0;-13.0;-41.5;-1.8;100.0;100.0;100.0
1512;59-60 Film,TV en radio;2011;226;39;187;224.0;38.0;186.0;9.8;8.6;10.1;100.9;102.6;100.5
1513;59-60 Film,TV en radio;2012;229;37;192;227.0;37.0;190.0;1.3;-2.6;2.1;100.9;99.9;101.1
1514;59-60 Film,TV en radio;2013;268;38;230;264.0;39.0;225.0;16.2;5.4;18.2;101.7;97.4;102.4
1515;59-60 Film,TV en radio;2014;328;52;276;322.0;54.0;268.0;22.0;39.5;19.1;102.0;95.5;103.1
1516;59-60 Film,TV en radio;2015;1366;49;1317;1337.0;52.0;1273.0;315.5;-3.8;375.7;102.2;93.6;103.5
1517;59-60 Film,TV en radio;2016;1596;53;1543;1532.0;59.0;1460.0;14.6;12.2;14.7;104.1;90.2;105.7
1518;61 Telecommunicatie;1995;340;39;301;128.0;50.0;102.0;;;;265.8;78.6;296.4
1519;61 Telecommunicatie;1996;381;44;337;140.0;55.0;111.0;9.4;10.3;9.3;272.2;80.5;303.6
1520;61 Telecommunicatie;1997;429;51;378;174.0;62.0;139.0;24.1;13.6;25.5;246.9;82.1;271.3
1521;61 Telecommunicatie;1998;509;43;466;276.0;48.0;237.0;58.7;-23.5;69.8;184.6;90.5;196.9
1522;61 Telecommunicatie;1999;826;73;753;506.0;80.0;438.0;83.5;67.4;85.0;163.2;91.8;172.0
1523;61 Telecommunicatie;2000;993;98;895;630.0;94.0;548.0;24.5;17.8;25.1;157.7;104.6;163.5
1524;61 Telecommunicatie;2001;1381;115;1266;957.0;107.0;855.0;52.0;14.3;56.1;144.3;107.4;148.1
1525;61 Telecommunicatie;2002;1243;109;1134;1017.0;104.0;915.0;6.3;-2.6;7.1;122.2;104.5;123.9
1526;61 Telecommunicatie;2003;1322;110;1212;1153.0;106.0;1048.0;13.4;1.8;14.5;114.6;103.5;115.7
1527;61 Telecommunicatie;2004;1247;108;1139;1105.0;104.0;1002.0;-4.2;-1.8;-4.4;112.8;103.5;113.7
1528;61 Telecommunicatie;2005;1349;111;1238;1253.0;106.0;1147.0;13.4;1.9;14.5;107.6;104.5;107.9
1529;61 Telecommunicatie;2006;1402;105;1297;1335.0;102.0;1232.0;6.5;-3.6;7.4;105.0;102.5;105.2
1530;61 Telecommunicatie;2007;1443;117;1326;1385.0;111.0;1273.0;3.7;8.6;3.3;104.2;105.2;104.1
1531;61 Telecommunicatie;2008;1329;118;1211;1322.0;117.0;1205.0;-4.5;5.1;-5.4;100.5;101.0;100.5
1532;61 Telecommunicatie;2009;1251;103;1148;1267.0;102.0;1164.0;-4.2;-12.7;-3.4;98.8;101.0;98.6
1533;61 Telecommunicatie;2010;1465;105;1360;1465.0;105.0;1360.0;15.7;2.9;16.8;100.0;100.0;100.0
1534;61 Telecommunicatie;2011;1442;72;1370;1422.0;73.0;1349.0;-2.9;-30.5;-0.8;101.4;98.6;101.6
1535;61 Telecommunicatie;2012;1385;70;1315;1380.0;70.0;1310.0;-3.0;-4.2;-2.9;100.4;100.1;100.4
1536;61 Telecommunicatie;2013;1405;69;1336;1426.0;72.0;1354.0;3.4;2.9;3.4;98.5;95.9;98.6
1537;61 Telecommunicatie;2014;1423;74;1349;1487.0;76.0;1411.0;4.3;5.8;4.2;95.7;97.2;95.6
1538;61 Telecommunicatie;2015;1449;68;1381;1567.0;77.0;1490.0;5.3;1.4;5.6;92.5;88.1;92.7
1539;61 Telecommunicatie;2016;1467;72;1395;1628.0;86.0;1543.0;3.9;11.8;3.5;90.1;83.5;90.4
1540;62-63 IT- en informatiedienstverlening;1995;1259;165;1094;1772.0;166.0;1581.0;;;;71.1;99.4;69.2
1541;62-63 IT- en informatiedienstverlening;1996;1604;212;1392;2185.0;218.0;1931.0;23.4;31.5;22.1;73.4;97.1;72.1
1542;62-63 IT- en informatiedienstverlening;1997;2122;246;1876;2816.0;250.0;2531.0;28.9;14.6;31.0;75.4;98.3;74.1
1543;62-63 IT- en informatiedienstverlening;1998;2591;271;2320;3319.0;277.0;3007.0;17.9;10.6;18.8;78.1;98.0;77.2
1544;62-63 IT- en informatiedienstverlening;1999;3307;351;2956;4098.0;352.0;3699.0;23.5;27.3;23.0;80.7;99.7;79.9
1545;62-63 IT- en informatiedienstverlening;2000;3941;472;3469;4779.0;468.0;4243.0;16.6;32.8;14.7;82.5;101.0;81.8
1546;62-63 IT- en informatiedienstverlening;2001;4556;518;4038;5332.0;491.0;4772.0;11.6;5.1;12.5;85.4;105.4;84.6
1547;62-63 IT- en informatiedienstverlening;2002;4413;387;4026;5089.0;367.0;4681.0;-4.6;-25.3;-1.9;86.7;105.4;86.0
1548;62-63 IT- en informatiedienstverlening;2003;4628;353;4275;5254.0;336.0;4885.0;3.2;-8.5;4.4;88.1;105.1;87.5
1549;62-63 IT- en informatiedienstverlening;2004;5099;486;4613;5678.0;440.0;5187.0;8.1;31.2;6.2;89.8;110.4;88.9
1550;62-63 IT- en informatiedienstverlening;2005;5416;641;4775;5879.0;552.0;5251.0;3.5;25.3;1.2;92.1;116.2;90.9
1551;62-63 IT- en informatiedienstverlening;2006;5450;348;5102;5764.0;298.0;5459.0;-2.0;-46.0;4.0;94.6;116.8;93.5
1552;62-63 IT- en informatiedienstverlening;2007;6406;459;5947;6498.0;372.0;6108.0;12.7;25.0;11.9;98.6;123.3;97.4
1553;62-63 IT- en informatiedienstverlening;2008;6841;492;6349;6784.0;407.0;6354.0;4.4;9.4;4.0;100.8;120.8;99.9
1554;62-63 IT- en informatiedienstverlening;2009;6394;430;5964;6430.0;377.0;6032.0;-5.2;-7.3;-5.1;99.4;113.9;98.9
1555;62-63 IT- en informatiedienstverlening;2010;6326;244;6082;6326.0;244.0;6082.0;-1.6;-35.3;0.8;100.0;100.0;100.0
1556;62-63 IT- en informatiedienstverlening;2011;6704;236;6468;6923.0;242.0;6681.0;9.4;-0.8;9.8;96.8;97.5;96.8
1557;62-63 IT- en informatiedienstverlening;2012;7198;347;6851;7614.0;364.0;7249.0;10.0;50.4;8.5;94.5;95.3;94.5
1558;62-63 IT- en informatiedienstverlening;2013;7539;384;7155;8106.0;413.0;7691.0;6.5;13.5;6.1;93.0;92.9;93.0
1559;62-63 IT- en informatiedienstverlening;2014;8092;499;7593;8808.0;523.0;8284.0;8.7;26.6;7.7;91.9;95.4;91.7
1560;62-63 IT- en informatiedienstverlening;2015;10258;579;9679;10805.0;615.0;10190.0;22.7;17.6;23.0;94.9;94.1;95.0
1561;62-63 IT- en informatiedienstverlening;2016;10878;703;10175;11373.0;713.0;10660.0;5.3;15.9;4.6;95.6;98.6;95.4
1562;62 IT-dienstverlening;1995;1213;165;1048;1704.0;163.0;1516.0;;;;71.2;101.2;69.1
1563;62 IT-dienstverlening;1996;1545;212;1333;2099.0;214.0;1847.0;23.2;31.5;21.9;73.6;98.9;72.2
1564;62 IT-dienstverlening;1997;2044;246;1798;2701.0;246.0;2418.0;28.7;14.6;30.9;75.7;100.1;74.3
1565;62 IT-dienstverlening;1998;2487;269;2218;3173.0;270.0;2866.0;17.5;9.8;18.5;78.4;99.7;77.4
1566;62 IT-dienstverlening;1999;3185;349;2836;3925.0;342.0;3536.0;23.7;26.8;23.4;81.1;102.0;80.2
1567;62 IT-dienstverlening;2000;3797;468;3329;4581.0;453.0;4058.0;16.7;32.4;14.8;82.9;103.4;82.0
1568;62 IT-dienstverlening;2001;4382;514;3868;5102.0;476.0;4556.0;11.4;5.1;12.3;85.9;108.0;84.9
1569;62 IT-dienstverlening;2002;4232;383;3849;4856.0;356.0;4460.0;-4.8;-25.3;-2.1;87.1;107.7;86.3
1570;62 IT-dienstverlening;2003;4424;347;4077;5001.0;324.0;4646.0;3.0;-8.9;4.2;88.5;107.1;87.8
1571;62 IT-dienstverlening;2004;4873;479;4394;5409.0;427.0;4932.0;8.2;31.7;6.2;90.1;112.2;89.1
1572;62 IT-dienstverlening;2005;5161;634;4527;5589.0;537.0;4974.0;3.3;25.9;0.9;92.3;118.0;91.0
1573;62 IT-dienstverlening;2006;5148;340;4808;5432.0;287.0;5139.0;-2.8;-46.5;3.3;94.8;118.4;93.6
1574;62 IT-dienstverlening;2007;6068;451;5617;6139.0;362.0;5761.0;13.0;25.9;12.1;98.8;124.7;97.5
1575;62 IT-dienstverlening;2008;6464;484;5980;6393.0;397.0;5973.0;4.1;9.8;3.7;101.1;122.0;100.1
1576;62 IT-dienstverlening;2009;6014;421;5593;6043.0;368.0;5655.0;-5.5;-7.2;-5.3;99.5;114.3;98.9
1577;62 IT-dienstverlening;2010;5913;237;5676;5913.0;237.0;5676.0;-2.1;-35.6;0.4;100.0;100.0;100.0
1578;62 IT-dienstverlening;2011;6229;229;6000;6437.0;235.0;6202.0;8.9;-0.8;9.3;96.8;97.4;96.7
1579;62 IT-dienstverlening;2012;6736;335;6401;7131.0;353.0;6778.0;10.8;50.2;9.3;94.5;94.9;94.4
1580;62 IT-dienstverlening;2013;6952;369;6583;7485.0;399.0;7085.0;5.0;13.1;4.5;92.9;92.4;92.9
1581;62 IT-dienstverlening;2014;7216;484;6732;7865.0;510.0;7355.0;5.1;27.6;3.8;91.7;94.9;91.5
1582;62 IT-dienstverlening;2015;9361;564;8797;9859.0;602.0;9257.0;25.3;18.2;25.9;95.0;93.6;95.0
1583;62 IT-dienstverlening;2016;9953;684;9269;10399.0;696.0;9704.0;5.5;15.6;4.8;95.7;98.2;95.5
1584;63 Diensten op het gebied van informatie;1995;46;0;46;65.0;;64.0;;;;70.9;;71.5
1585;63 Diensten op het gebied van informatie;1996;59;0;59;83.0;;83.0;28.3;;28.3;70.9;;71.5
1586;63 Diensten op het gebied van informatie;1997;78;0;78;111.0;0.0;110.0;33.9;;33.9;70.0;;70.6
1587;63 Diensten op het gebied van informatie;1998;104;2;102;143.0;4.0;139.0;28.2;;25.6;72.8;47.9;73.5
1588;63 Diensten op het gebied van informatie;1999;122;2;120;168.0;8.0;161.0;17.3;100.0;15.7;72.8;23.9;74.7
1589;63 Diensten op het gebied van informatie;2000;144;4;140;192.0;17.0;182.0;14.8;100.0;13.3;74.9;23.9;76.9
1590;63 Diensten op het gebied van informatie;2001;174;4;170;224.0;17.0;213.0;16.7;0.0;17.1;77.5;23.9;79.7
1591;63 Diensten op het gebied van informatie;2002;181;4;177;228.0;13.0;218.0;1.7;-25.0;2.4;79.3;31.9;81.1
1592;63 Diensten op het gebied van informatie;2003;204;6;198;250.0;16.0;238.0;9.4;25.0;9.0;81.7;38.3;83.2
1593;63 Diensten op het gebied van informatie;2004;226;7;219;266.0;16.0;254.0;6.4;0.0;6.6;85.1;44.7;86.4
1594;63 Diensten op het gebied van informatie;2005;255;7;248;287.0;13.0;276.0;8.0;-14.3;8.7;88.9;52.1;90.0
1595;63 Diensten op het gebied van informatie;2006;302;8;294;331.0;13.0;319.0;15.3;0.0;15.7;91.3;59.5;92.2
1596;63 Diensten op het gebied van informatie;2007;338;8;330;357.0;12.0;346.0;7.9;-12.5;8.5;94.7;68.1;95.4
1597;63 Diensten op het gebied van informatie;2008;377;8;369;390.0;10.0;380.0;9.2;-12.5;9.7;96.8;77.8;97.2
1598;63 Diensten op het gebied van informatie;2009;380;9;371;387.0;9.0;378.0;-0.8;-12.5;-0.5;98.3;100.0;98.3
1599;63 Diensten op het gebied van informatie;2010;413;7;406;413.0;7.0;406.0;6.8;-22.2;7.5;100.0;100.0;100.0
1600;63 Diensten op het gebied van informatie;2011;475;7;468;486.0;7.0;479.0;17.7;0.0;18.0;97.7;100.0;97.7
1601;63 Diensten op het gebied van informatie;2012;462;12;450;483.0;11.0;472.0;-0.6;57.1;-1.5;95.7;109.1;95.4
1602;63 Diensten op het gebied van informatie;2013;587;15;572;620.0;14.0;606.0;28.4;25.0;28.4;94.7;109.1;94.4
1603;63 Diensten op het gebied van informatie;2014;876;15;861;937.0;14.0;924.0;51.1;0.0;52.4;93.5;109.1;93.2
1604;63 Diensten op het gebied van informatie;2015;897;15;882;943.0;14.0;930.0;0.7;0.0;0.7;95.1;109.1;94.8
1605;63 Diensten op het gebied van informatie;2016;925;19;906;970.0;17.0;954.0;2.9;26.7;2.5;95.3;109.1;95.0
1606;K Financiële dienstverlening;1995;4349;0;4349;5313.0;;5313.0;;;;81.9;;81.9
1607;K Financiële dienstverlening;1996;3936;0;3936;5223.0;;5223.0;-1.7;;-1.7;75.4;;75.4
1608;K Financiële dienstverlening;1997;4609;0;4609;6218.0;;6218.0;19.1;;19.1;74.1;;74.1
1609;K Financiële dienstverlening;1998;5279;0;5279;7137.0;;7137.0;14.8;;14.8;74.0;;74.0
1610;K Financiële dienstverlening;1999;7017;0;7017;9129.0;;9129.0;27.9;;27.9;76.9;;76.9
1611;K Financiële dienstverlening;2000;7197;0;7197;8688.0;;8688.0;-4.8;;-4.8;82.8;;82.8
1612;K Financiële dienstverlening;2001;6016;0;6016;7775.0;;7775.0;-10.5;;-10.5;77.4;;77.4
1613;K Financiële dienstverlening;2002;6404;0;6404;8115.0;;8115.0;4.4;;4.4;78.9;;78.9
1614;K Financiële dienstverlening;2003;5758;0;5758;7165.0;;7165.0;-11.7;;-11.7;80.4;;80.4
1615;K Financiële dienstverlening;2004;6696;0;6696;7945.0;;7945.0;10.9;;10.9;84.3;;84.3
1616;K Financiële dienstverlening;2005;7717;0;7717;9492.0;;9492.0;19.5;;19.5;81.3;;81.3
1617;K Financiële dienstverlening;2006;8299;0;8299;10002.0;;10002.0;5.4;;5.4;83.0;;83.0
1618;K Financiële dienstverlening;2007;9163;0;9163;10891.0;;10891.0;8.9;;8.9;84.1;;84.1
1619;K Financiële dienstverlening;2008;9875;0;9875;11580.0;;11580.0;6.3;;6.3;85.3;;85.3
1620;K Financiële dienstverlening;2009;9021;0;9021;9821.0;;9821.0;-15.2;;-15.2;91.9;;91.9
1621;K Financiële dienstverlening;2010;10675;0;10675;10675.0;0.0;10675.0;8.7;;8.7;100.0;;100.0
1622;K Financiële dienstverlening;2011;9765;0;9765;10765.0;;10765.0;0.8;;0.8;90.7;;90.7
1623;K Financiële dienstverlening;2012;7741;0;7741;9310.0;;9310.0;-13.5;;-13.5;83.1;;83.1
1624;K Financiële dienstverlening;2013;8763;0;8763;9856.0;;9856.0;5.9;;5.9;88.9;;88.9
1625;K Financiële dienstverlening;2014;8588;0;8588;10262.0;;10262.0;4.1;;4.1;83.7;;83.7
1626;K Financiële dienstverlening;2015;7837;0;7837;10208.0;;10208.0;-0.5;;-0.5;76.8;;76.8
1627;K Financiële dienstverlening;2016;7314;0;7314;10138.0;;10138.0;-0.7;;-0.7;72.1;;72.1
1628;64 Bankwezen;1995;3737;0;3737;4595.0;;4595.0;;;;81.3;;81.3
1629;64 Bankwezen;1996;3425;0;3425;4470.0;;4470.0;-2.7;;-2.7;76.6;;76.6
1630;64 Bankwezen;1997;4108;0;4108;5403.0;;5403.0;20.9;;20.9;76.0;;76.0
1631;64 Bankwezen;1998;4763;0;4763;6265.0;;6265.0;15.9;;15.9;76.0;;76.0
1632;64 Bankwezen;1999;6243;0;6243;8140.0;;8140.0;29.9;;29.9;76.7;;76.7
1633;64 Bankwezen;2000;6240;0;6240;7662.0;;7662.0;-5.9;;-5.9;81.4;;81.4
1634;64 Bankwezen;2001;5092;0;5092;6754.0;;6754.0;-11.8;;-11.8;75.4;;75.4
1635;64 Bankwezen;2002;5502;0;5502;7069.0;;7069.0;4.7;;4.7;77.8;;77.8
1636;64 Bankwezen;2003;4902;0;4902;6102.0;;6102.0;-13.7;;-13.7;80.3;;80.3
1637;64 Bankwezen;2004;5663;0;5663;6780.0;;6780.0;11.1;;11.1;83.5;;83.5
1638;64 Bankwezen;2005;6569;0;6569;8307.0;;8307.0;22.5;;22.5;79.1;;79.1
1639;64 Bankwezen;2006;6900;0;6900;8806.0;;8806.0;6.0;;6.0;78.4;;78.4
1640;64 Bankwezen;2007;7562;0;7562;9648.0;;9648.0;9.6;;9.6;78.4;;78.4
1641;64 Bankwezen;2008;8321;0;8321;10302.0;;10302.0;6.8;;6.8;80.8;;80.8
1642;64 Bankwezen;2009;7629;0;7629;8476.0;;8476.0;-17.7;;-17.7;90.0;;90.0
1643;64 Bankwezen;2010;8975;0;8975;8975.0;0.0;8975.0;5.9;;5.9;100.0;;100.0
1644;64 Bankwezen;2011;8464;0;8464;9131.0;;9131.0;1.7;;1.7;92.7;;92.7
1645;64 Bankwezen;2012;6523;0;6523;7758.0;;7758.0;-15.0;;-15.0;84.1;;84.1
1646;64 Bankwezen;2013;7212;0;7212;8319.0;;8319.0;7.2;;7.2;86.7;;86.7
1647;64 Bankwezen;2014;7103;0;7103;8749.0;;8749.0;5.2;;5.2;81.2;;81.2
1648;64 Bankwezen;2015;6303;0;6303;8590.0;;8590.0;-1.8;;-1.8;73.4;;73.4
1649;64 Bankwezen;2016;5798;0;5798;8472.0;;8472.0;-1.4;;-1.4;68.4;;68.4
1650;65 Verzekeraars en pensioenfondsen;1995;603;0;603;867.0;;867.0;;;;69.5;;69.5
1651;65 Verzekeraars en pensioenfondsen;1996;489;0;489;890.0;;890.0;2.7;;2.7;54.9;;54.9
1652;65 Verzekeraars en pensioenfondsen;1997;476;0;476;951.0;;951.0;6.7;;6.7;50.1;;50.1
1653;65 Verzekeraars en pensioenfondsen;1998;488;0;488;1000.0;;1000.0;5.3;;5.3;48.8;;48.8
1654;65 Verzekeraars en pensioenfondsen;1999;729;0;729;1066.0;;1066.0;6.6;;6.6;68.4;;68.4
1655;65 Verzekeraars en pensioenfondsen;2000;897;0;897;1089.0;;1089.0;2.2;;2.2;82.3;;82.3
1656;65 Verzekeraars en pensioenfondsen;2001;865;0;865;1072.0;;1072.0;-1.6;;-1.6;80.7;;80.7
1657;65 Verzekeraars en pensioenfondsen;2002;838;0;838;1101.0;;1101.0;2.7;;2.7;76.1;;76.1
1658;65 Verzekeraars en pensioenfondsen;2003;788;0;788;1101.0;;1101.0;0.0;;0.0;71.6;;71.6
1659;65 Verzekeraars en pensioenfondsen;2004;904;0;904;1147.0;;1147.0;4.2;;4.2;78.8;;78.8
1660;65 Verzekeraars en pensioenfondsen;2005;1005;0;1005;1148.0;;1148.0;0.1;;0.1;87.5;;87.5
1661;65 Verzekeraars en pensioenfondsen;2006;1237;0;1237;1148.0;;1148.0;0.0;;0.0;107.7;;107.7
1662;65 Verzekeraars en pensioenfondsen;2007;1372;0;1372;1148.0;;1148.0;0.0;;0.0;119.5;;119.5
1663;65 Verzekeraars en pensioenfondsen;2008;1300;0;1300;1147.0;;1147.0;-0.1;;-0.1;113.4;;113.4
1664;65 Verzekeraars en pensioenfondsen;2009;1173;0;1173;1156.0;;1156.0;0.8;;0.8;101.5;;101.5
1665;65 Verzekeraars en pensioenfondsen;2010;1454;0;1454;1454.0;0.0;1454.0;25.8;;25.8;100.0;;100.0
1666;65 Verzekeraars en pensioenfondsen;2011;1073;0;1073;1406.0;;1406.0;-3.3;;-3.3;76.3;;76.3
1667;65 Verzekeraars en pensioenfondsen;2012;1003;0;1003;1356.0;;1356.0;-3.5;;-3.5;74.0;;74.0
1668;65 Verzekeraars en pensioenfondsen;2013;1353;0;1353;1358.0;;1358.0;0.1;;0.1;99.7;;99.7
1669;65 Verzekeraars en pensioenfondsen;2014;1270;0;1270;1327.0;;1327.0;-2.2;;-2.2;95.7;;95.7
1670;65 Verzekeraars en pensioenfondsen;2015;1302;0;1302;1399.0;;1399.0;5.4;;5.4;93.1;;93.1
1671;65 Verzekeraars en pensioenfondsen;2016;1283;0;1283;1439.0;;1439.0;2.9;;2.9;89.1;;89.1
1672;66 Overige financiële dienstverlening;1995;9;0;9;10.0;;10.0;;;;90.4;;90.4
1673;66 Overige financiële dienstverlening;1996;22;0;22;23.0;;23.0;133.3;;133.3;94.7;;94.7
1674;66 Overige financiële dienstverlening;1997;25;0;25;25.0;;25.0;9.1;;9.1;98.7;;98.7
1675;66 Overige financiële dienstverlening;1998;28;0;28;26.0;;26.0;4.0;;4.0;106.3;;106.3
1676;66 Overige financiële dienstverlening;1999;45;0;45;41.0;;41.0;57.1;;57.1;108.7;;108.7
1677;66 Overige financiële dienstverlening;2000;60;0;60;52.0;;52.0;26.7;;26.7;114.4;;114.4
1678;66 Overige financiële dienstverlening;2001;59;0;59;50.0;;50.0;-5.0;;-5.0;118.4;;118.4
1679;66 Overige financiële dienstverlening;2002;64;0;64;52.0;;52.0;5.1;;5.1;122.3;;122.3
1680;66 Overige financiële dienstverlening;2003;68;0;68;54.0;;54.0;3.1;;3.1;126.0;;126.0
1681;66 Overige financiële dienstverlening;2004;129;0;129;94.0;;94.0;73.5;;73.5;137.7;;137.7
1682;66 Overige financiële dienstverlening;2005;143;0;143;113.0;;113.0;20.9;;20.9;126.2;;126.2
1683;66 Overige financiële dienstverlening;2006;162;0;162;129.0;;129.0;14.0;;14.0;125.5;;125.5
1684;66 Overige financiële dienstverlening;2007;229;0;229;191.0;;191.0;48.1;;48.1;119.7;;119.7
1685;66 Overige financiële dienstverlening;2008;254;0;254;249.0;;249.0;30.1;;30.1;102.0;;102.0
1686;66 Overige financiële dienstverlening;2009;219;0;219;215.0;;215.0;-13.8;;-13.8;102.0;;102.0
1687;66 Overige financiële dienstverlening;2010;246;0;246;246.0;0.0;246.0;14.6;;14.6;100.0;;100.0
1688;66 Overige financiële dienstverlening;2011;228;0;228;228.0;;228.0;-7.3;;-7.3;100.0;;100.0
1689;66 Overige financiële dienstverlening;2012;215;0;215;219.0;;219.0;-3.9;;-3.9;98.2;;98.2
1690;66 Overige financiële dienstverlening;2013;198;0;198;200.0;;200.0;-8.8;;-8.8;99.2;;99.2
1691;66 Overige financiële dienstverlening;2014;215;0;215;218.0;;218.0;9.1;;9.1;98.7;;98.7
1692;66 Overige financiële dienstverlening;2015;232;0;232;234.0;;234.0;7.4;;7.4;99.1;;99.1
1693;66 Overige financiële dienstverlening;2016;233;0;233;229.0;;229.0;-2.2;;-2.2;101.8;;101.8
1694;L Verhuur en handel van onroerend goed;1995;73;0;73;75.0;;75.0;;;;96.9;;96.9
1695;L Verhuur en handel van onroerend goed;1996;84;0;84;85.0;;85.0;12.3;;12.3;99.3;;99.3
1696;L Verhuur en handel van onroerend goed;1997;96;0;96;97.0;;97.0;14.3;;14.3;99.3;;99.3
1697;L Verhuur en handel van onroerend goed;1998;99;0;99;101.0;;101.0;4.2;;4.2;98.3;;98.3
1698;L Verhuur en handel van onroerend goed;1999;106;0;106;108.0;;108.0;7.1;;7.1;98.3;;98.3
1699;L Verhuur en handel van onroerend goed;2000;115;0;115;116.0;;116.0;7.5;;7.5;99.1;;99.1
1700;L Verhuur en handel van onroerend goed;2001;125;0;125;126.0;;126.0;8.7;;8.7;99.1;;99.1
1701;L Verhuur en handel van onroerend goed;2002;124;0;124;125.0;;125.0;-0.8;;-0.8;99.1;;99.1
1702;L Verhuur en handel van onroerend goed;2003;126;0;126;126.0;;126.0;0.8;;0.8;99.9;;99.9
1703;L Verhuur en handel van onroerend goed;2004;126;0;126;125.0;;125.0;-0.8;;-0.8;100.7;;100.7
1704;L Verhuur en handel van onroerend goed;2005;129;0;129;127.0;;127.0;1.6;;1.6;101.5;;101.5
1705;L Verhuur en handel van onroerend goed;2006;130;0;130;128.0;;128.0;0.8;;0.8;101.5;;101.5
