ID;HerkomstVanUitvoer;Perioden;UitvoerVanGoederenEnDiensten_1;UitvoerVanGoederen_2;UitvoerVanDiensten_3;UitvoerVanGoederenEnDiensten_4;UitvoerVanGoederen_5;UitvoerVanDiensten_6;UitvoerVanGoederenEnDiensten_7;UitvoerVanGoederen_8;UitvoerVanDiensten_9;UitvoerVanGoederenEnDiensten_10;UitvoerVanGoederen_11;UitvoerVanDiensten_12
941;D Energievoorziening;2012;971;856;115;822.0;696.0;113.0;58.1;77.0;-10.9;118.1;123.1;101.7
942;D Energievoorziening;2013;934;803;131;824.0;685.0;128.0;0.2;-1.5;13.0;113.4;117.2;102.5
943;D Energievoorziening;2014;958;820;138;988.0;838.0;134.0;19.9;22.4;4.6;97.0;97.8;103.2
944;D Energievoorziening;2015;1033;921;112;1143.0;1018.0;109.0;15.7;21.5;-18.8;90.4;90.4;103.2
945;D Energievoorziening;2016;895;776;119;1033.0;902.0;114.0;-9.6;-11.4;5.4;86.6;86.0;104.1
946;35 Energiebedrijven;1995;79;2;77;101.0;;80.0;;;;78.0;;95.7
947;35 Energiebedrijven;1996;108;3;105;137.0;;109.0;35.4;50.0;35.1;78.7;;96.6
948;35 Energiebedrijven;1997;119;1;118;147.0;;119.0;7.4;-66.7;9.5;80.7;;99.1
949;35 Energiebedrijven;1998;107;0;107;133.0;0.0;108.0;-10.1;-100.0;-9.3;80.7;;99.1
950;35 Energiebedrijven;1999;109;5;104;133.0;8.0;105.0;0.0;;-2.8;82.2;63.8;99.1
951;35 Energiebedrijven;2000;177;62;115;207.0;89.0;114.0;56.0;1040.0;8.7;85.6;69.4;100.9
952;35 Energiebedrijven;2001;250;113;137;280.0;148.0;136.0;35.6;66.1;19.1;89.2;76.1;100.9
953;35 Energiebedrijven;2002;290;159;131;323.0;205.0;131.0;15.2;38.1;-3.6;89.8;77.6;100.1
954;35 Energiebedrijven;2003;292;161;131;318.0;193.0;136.0;-1.4;-5.7;3.8;91.7;83.3;96.5
955;35 Energiebedrijven;2004;306;174;132;382.0;251.0;146.0;19.9;29.8;7.6;80.2;69.3;90.3
956;35 Energiebedrijven;2005;480;284;196;482.0;280.0;213.0;26.1;11.5;45.5;99.7;101.5;92.2
957;35 Energiebedrijven;2006;574;371;203;518.0;310.0;218.0;7.5;10.9;2.6;110.9;119.6;93.1
958;35 Energiebedrijven;2007;537;330;207;489.0;285.0;216.0;-5.6;-8.1;-1.0;109.9;115.7;95.9
959;35 Energiebedrijven;2008;846;630;216;695.0;478.0;220.0;42.3;67.6;1.9;121.6;131.8;98.1
960;35 Energiebedrijven;2009;837;618;219;784.0;558.0;222.0;12.8;16.8;0.9;106.7;110.7;98.6
961;35 Energiebedrijven;2010;654;440;214;654.0;440.0;214.0;-16.6;-21.2;-3.7;100.0;100.0;100.0
962;35 Energiebedrijven;2011;597;469;128;520.0;393.0;127.0;-20.5;-10.7;-40.7;114.8;119.3;100.8
963;35 Energiebedrijven;2012;971;856;115;822.0;696.0;113.0;58.1;77.0;-10.9;118.1;123.1;101.7
964;35 Energiebedrijven;2013;934;803;131;824.0;685.0;128.0;0.2;-1.5;13.0;113.4;117.2;102.5
965;35 Energiebedrijven;2014;958;820;138;988.0;838.0;134.0;19.9;22.4;4.6;97.0;97.8;103.2
966;35 Energiebedrijven;2015;1033;921;112;1143.0;1018.0;109.0;15.7;21.5;-18.8;90.4;90.4;103.2
967;35 Energiebedrijven;2016;895;776;119;1033.0;902.0;114.0;-9.6;-11.4;5.4;86.6;86.0;104.1
968;E Waterbedrijven en afvalbeheer;1995;327;314;13;609.0;614.0;14.0;;;;53.7;51.1;93.5
969;E Waterbedrijven en afvalbeheer;1996;336;323;13;622.0;628.0;14.0;2.1;2.2;0.0;54.0;51.4;93.5
970;E Waterbedrijven en afvalbeheer;1997;401;385;16;648.0;651.0;16.0;4.2;3.7;15.4;61.9;59.1;99.8
971;E Waterbedrijven en afvalbeheer;1998;379;364;15;641.0;646.0;15.0;-1.0;-0.8;-6.3;59.1;56.3;99.8
972;E Waterbedrijven en afvalbeheer;1999;408;393;15;756.0;765.0;16.0;17.9;18.4;6.7;53.9;51.4;93.5
973;E Waterbedrijven en afvalbeheer;2000;524;506;18;836.0;847.0;17.0;10.5;10.7;6.7;62.7;59.7;105.2
974;E Waterbedrijven en afvalbeheer;2001;558;540;18;878.0;891.0;17.0;5.0;5.1;0.0;63.6;60.6;105.2
975;E Waterbedrijven en afvalbeheer;2002;590;561;29;928.0;927.0;27.0;5.7;4.1;55.6;63.6;60.5;109.0
976;E Waterbedrijven en afvalbeheer;2003;609;574;35;967.0;955.0;34.0;4.2;3.0;27.6;63.0;60.1;103.1
977;E Waterbedrijven en afvalbeheer;2004;613;573;40;904.0;880.0;39.0;-6.6;-7.8;14.3;67.8;65.1;103.1
978;E Waterbedrijven en afvalbeheer;2005;730;696;34;936.0;917.0;37.0;3.6;4.2;-5.0;78.0;75.9;92.2
979;E Waterbedrijven en afvalbeheer;2006;814;691;123;1042.0;912.0;131.0;11.4;-0.6;255.9;78.1;75.8;93.8
980;E Waterbedrijven en afvalbeheer;2007;902;791;111;1034.0;921.0;116.0;-0.9;1.0;-11.4;87.3;85.9;95.5
981;E Waterbedrijven en afvalbeheer;2008;946;822;124;961.0;834.0;129.0;-7.0;-9.5;10.8;98.4;98.6;96.3
982;E Waterbedrijven en afvalbeheer;2009;842;709;133;920.0;786.0;135.0;-4.3;-5.7;4.8;91.6;90.2;98.5
983;E Waterbedrijven en afvalbeheer;2010;817;685;132;817.0;685.0;132.0;-11.2;-12.8;-2.3;100.0;100.0;100.0
984;E Waterbedrijven en afvalbeheer;2011;909;765;144;835.0;694.0;141.0;2.2;1.3;6.8;108.9;110.2;102.1
985;E Waterbedrijven en afvalbeheer;2012;793;662;131;750.0;622.0;127.0;-10.2;-10.3;-9.7;105.8;106.4;102.9
986;E Waterbedrijven en afvalbeheer;2013;855;716;139;874.0;741.0;133.0;16.6;19.0;4.6;97.8;96.7;104.4
987;E Waterbedrijven en afvalbeheer;2014;859;730;129;920.0;798.0;124.0;5.3;7.7;-7.2;93.3;91.5;104.4
988;E Waterbedrijven en afvalbeheer;2015;808;672;136;960.0;833.0;128.0;4.3;4.4;3.9;84.2;80.7;106.0
989;E Waterbedrijven en afvalbeheer;2016;763;617;146;958.0;818.0;138.0;-0.2;-1.8;7.4;79.7;75.4;106.0
990;36 Waterleidingbedrijven;1995;2;0;2;2.0;;1.0;;;;104.2;;150.0
991;36 Waterleidingbedrijven;1996;2;0;2;2.0;;1.0;0.0;;0.0;104.2;;150.0
992;36 Waterleidingbedrijven;1997;2;0;2;2.0;;1.0;0.0;;0.0;104.2;;150.0
993;36 Waterleidingbedrijven;1998;2;0;2;2.0;;1.0;0.0;;0.0;104.2;;150.0
994;36 Waterleidingbedrijven;1999;2;0;2;2.0;;1.0;0.0;;0.0;104.2;;150.0
995;36 Waterleidingbedrijven;2000;3;0;3;2.0;0.0;1.0;0.0;;0.0;156.3;;225.0
996;36 Waterleidingbedrijven;2001;3;1;2;2.0;1.0;1.0;0.0;;-33.3;156.3;100.0;225.0
997;36 Waterleidingbedrijven;2002;3;1;2;2.0;1.0;1.0;0.0;0.0;0.0;156.3;100.0;225.0
998;36 Waterleidingbedrijven;2003;4;2;2;3.0;2.0;1.0;66.7;100.0;50.0;125.0;100.0;150.0
999;36 Waterleidingbedrijven;2004;4;2;2;4.0;2.0;2.0;25.0;0.0;50.0;100.0;100.0;100.0
1000;36 Waterleidingbedrijven;2005;5;2;3;5.0;2.0;3.0;25.0;0.0;50.0;100.0;100.0;100.0
1001;36 Waterleidingbedrijven;2006;6;3;3;6.0;3.0;3.0;20.0;50.0;0.0;100.0;100.0;100.0
1002;36 Waterleidingbedrijven;2007;5;3;2;5.0;3.0;2.0;-16.7;0.0;-33.3;100.0;100.0;100.0
1003;36 Waterleidingbedrijven;2008;5;3;2;5.0;3.0;2.0;0.0;0.0;0.0;100.0;100.0;100.0
1004;36 Waterleidingbedrijven;2009;6;4;2;6.0;4.0;2.0;20.0;33.3;0.0;100.0;100.0;100.0
1005;36 Waterleidingbedrijven;2010;6;4;2;6.0;4.0;2.0;0.0;0.0;0.0;100.0;100.0;100.0
1006;36 Waterleidingbedrijven;2011;6;4;2;6.0;4.0;2.0;0.0;0.0;0.0;100.0;100.0;100.0
1007;36 Waterleidingbedrijven;2012;6;4;2;6.0;4.0;2.0;0.0;0.0;0.0;100.0;100.0;100.0
1008;36 Waterleidingbedrijven;2013;6;4;2;6.0;4.0;2.0;0.0;0.0;0.0;100.0;100.0;100.0
1009;36 Waterleidingbedrijven;2014;6;4;2;6.0;4.0;2.0;0.0;0.0;0.0;100.0;100.0;100.0
1010;36 Waterleidingbedrijven;2015;6;4;2;6.0;4.0;2.0;0.0;0.0;0.0;100.0;100.0;100.0
1011;36 Waterleidingbedrijven;2016;5;3;2;5.0;3.0;2.0;-16.7;-25.0;0.0;100.0;100.0;100.0
1012;37-39 Riolering, afvalbeheer en sanering;1995;325;314;11;608.0;616.0;12.0;;;;53.4;51.0;93.8
1013;37-39 Riolering, afvalbeheer en sanering;1996;334;323;11;621.0;629.0;12.0;2.2;2.2;0.0;53.8;51.3;93.8
1014;37-39 Riolering, afvalbeheer en sanering;1997;399;385;14;647.0;653.0;14.0;4.2;3.7;18.2;61.6;59.0;101.0
1015;37-39 Riolering, afvalbeheer en sanering;1998;377;364;13;641.0;648.0;13.0;-1.0;-0.8;-7.1;58.8;56.2;101.0
1016;37-39 Riolering, afvalbeheer en sanering;1999;406;393;13;757.0;767.0;14.0;18.0;18.4;7.7;53.7;51.3;93.8
1017;37-39 Riolering, afvalbeheer en sanering;2000;521;506;15;837.0;849.0;15.0;10.6;10.7;7.7;62.3;59.6;100.5
1018;37-39 Riolering, afvalbeheer en sanering;2001;555;539;16;878.0;891.0;16.0;5.0;4.9;6.7;63.2;60.5;100.5
1019;37-39 Riolering, afvalbeheer en sanering;2002;587;560;27;929.0;927.0;26.0;5.8;4.1;62.5;63.2;60.4;104.3
1020;37-39 Riolering, afvalbeheer en sanering;2003;605;572;33;965.0;953.0;33.0;3.9;2.9;25.9;62.7;60.0;101.3
1021;37-39 Riolering, afvalbeheer en sanering;2004;609;571;38;900.0;878.0;37.0;-6.8;-7.9;12.1;67.7;65.0;104.0
1022;37-39 Riolering, afvalbeheer en sanering;2005;725;694;31;931.0;915.0;34.0;3.4;4.2;-7.9;77.9;75.8;92.1
1023;37-39 Riolering, afvalbeheer en sanering;2006;808;688;120;1036.0;909.0;128.0;11.3;-0.7;280.6;78.0;75.7;93.7
1024;37-39 Riolering, afvalbeheer en sanering;2007;897;788;109;1029.0;918.0;114.0;-0.7;1.0;-10.8;87.2;85.8;95.4
1025;37-39 Riolering, afvalbeheer en sanering;2008;941;819;122;956.0;831.0;127.0;-7.0;-9.5;11.0;98.4;98.6;96.2
1026;37-39 Riolering, afvalbeheer en sanering;2009;836;705;131;914.0;782.0;133.0;-4.5;-5.9;4.9;91.5;90.2;98.5
1027;37-39 Riolering, afvalbeheer en sanering;2010;811;681;130;811.0;681.0;130.0;-11.2;-12.9;-2.3;100.0;100.0;100.0
1028;37-39 Riolering, afvalbeheer en sanering;2011;903;761;142;829.0;690.0;139.0;2.2;1.3;6.9;108.9;110.3;102.2
1029;37-39 Riolering, afvalbeheer en sanering;2012;787;658;129;744.0;618.0;125.0;-10.3;-10.4;-9.9;105.8;106.4;103.0
1030;37-39 Riolering, afvalbeheer en sanering;2013;849;712;137;868.0;737.0;131.0;16.8;19.1;4.7;97.8;96.6;104.5
1031;37-39 Riolering, afvalbeheer en sanering;2014;853;726;127;914.0;794.0;122.0;5.3;7.7;-7.3;93.3;91.5;104.5
1032;37-39 Riolering, afvalbeheer en sanering;2015;802;668;134;954.0;829.0;126.0;4.3;4.4;3.9;84.1;80.6;106.1
1033;37-39 Riolering, afvalbeheer en sanering;2016;758;614;144;953.0;815.0;136.0;-0.1;-1.6;7.5;79.6;75.3;106.1
1034;F Bouwnijverheid;1995;1169;40;1129;1672.0;43.0;1651.0;;;;69.9;93.6;68.4
1035;F Bouwnijverheid;1996;1248;38;1210;1755.0;38.0;1742.0;5.0;-10.0;5.5;71.1;98.8;69.5
1036;F Bouwnijverheid;1997;1452;60;1392;2023.0;64.0;1981.0;15.3;65.8;13.7;71.8;94.1;70.3
1037;F Bouwnijverheid;1998;1631;72;1559;2217.0;71.0;2169.0;9.6;11.7;9.5;73.6;101.1;71.9
1038;F Bouwnijverheid;1999;1803;96;1707;2371.0;91.0;2298.0;6.9;27.8;6.0;76.1;105.5;74.3
1039;F Bouwnijverheid;2000;1945;106;1839;2463.0;99.0;2381.0;3.9;9.4;3.6;79.0;106.5;77.3
1040;F Bouwnijverheid;2001;2254;121;2133;2719.0;111.0;2626.0;10.4;11.3;10.3;82.9;109.2;81.2
1041;F Bouwnijverheid;2002;1990;113;1877;2313.0;109.0;2215.0;-14.9;-1.7;-15.7;86.0;103.7;84.7
1042;F Bouwnijverheid;2003;1929;134;1795;2211.0;135.0;2079.0;-4.4;23.9;-6.1;87.2;99.3;86.3
1043;F Bouwnijverheid;2004;2072;160;1912;2354.0;164.0;2191.0;6.5;21.6;5.3;88.0;97.5;87.3
1044;F Bouwnijverheid;2005;2371;162;2209;2672.0;170.0;2505.0;13.5;3.8;14.3;88.7;95.1;88.2
1045;F Bouwnijverheid;2006;2235;179;2056;2451.0;188.0;2263.0;-8.3;10.5;-9.6;91.2;95.1;90.8
1046;F Bouwnijverheid;2007;2322;204;2118;2483.0;210.0;2272.0;1.3;11.7;0.4;93.5;97.0;93.2
1047;F Bouwnijverheid;2008;2731;227;2504;2803.0;222.0;2581.0;12.9;5.4;13.6;97.4;102.4;97.0
1048;F Bouwnijverheid;2009;2649;214;2435;2721.0;212.0;2509.0;-2.9;-4.4;-2.8;97.4;101.0;97.1
1049;F Bouwnijverheid;2010;2647;197;2450;2647.0;197.0;2450.0;-2.7;-7.0;-2.3;100.0;100.0;100.0
1050;F Bouwnijverheid;2011;2440;158;2282;2394.0;156.0;2238.0;-9.6;-20.8;-8.7;101.9;101.3;102.0
1051;F Bouwnijverheid;2012;2691;116;2575;2597.0;117.0;2479.0;8.5;-24.7;10.8;103.6;98.7;103.9
1052;F Bouwnijverheid;2013;2887;179;2708;2789.0;182.0;2609.0;7.4;55.2;5.2;103.5;98.2;103.8
1053;F Bouwnijverheid;2014;2852;221;2631;2766.0;227.0;2544.0;-0.8;24.6;-2.5;103.1;97.3;103.4
1054;F Bouwnijverheid;2015;3042;197;2845;2993.0;199.0;2796.0;8.2;-12.2;9.9;101.6;98.8;101.8
1055;F Bouwnijverheid;2016;2918;232;2686;2895.0;236.0;2662.0;-3.3;18.3;-4.8;100.8;98.4;100.9
1056;41 Algemene bouw en projectontwikkeling;1995;194;22;172;256.0;23.0;246.0;;;;75.8;96.6;69.8
1057;41 Algemene bouw en projectontwikkeling;1996;217;20;197;280.0;19.0;278.0;9.3;-18.2;12.8;77.6;107.4;70.9
1058;41 Algemene bouw en projectontwikkeling;1997;256;29;227;324.0;27.0;313.0;15.7;45.0;12.7;79.1;107.4;72.5
1059;41 Algemene bouw en projectontwikkeling;1998;281;31;250;348.0;28.0;338.0;7.4;3.4;7.9;80.8;111.0;73.9
1060;41 Algemene bouw en projectontwikkeling;1999;281;52;229;338.0;45.0;302.0;-2.8;61.3;-10.8;83.2;115.4;75.9
1061;41 Algemene bouw en projectontwikkeling;2000;299;58;241;345.0;49.0;304.0;2.1;7.7;0.9;86.7;119.5;79.2
1062;41 Algemene bouw en projectontwikkeling;2001;320;63;257;357.0;52.0;312.0;3.3;6.9;2.5;89.8;121.4;82.4
1063;41 Algemene bouw en projectontwikkeling;2002;299;61;238;328.0;54.0;278.0;-8.1;3.2;-10.9;91.3;114.0;85.7
1064;41 Algemene bouw en projectontwikkeling;2003;289;64;225;313.0;59.0;256.0;-4.3;9.8;-8.0;92.2;108.9;88.0
1065;41 Algemene bouw en projectontwikkeling;2004;328;75;253;352.0;72.0;281.0;12.5;21.9;9.8;93.1;104.7;90.1
1066;41 Algemene bouw en projectontwikkeling;2005;379;76;303;403.0;75.0;328.0;14.3;5.3;17.0;94.1;100.7;92.3
1067;41 Algemene bouw en projectontwikkeling;2006;392;89;303;410.0;89.0;321.0;1.8;18.4;-2.3;95.5;99.6;94.5
1068;41 Algemene bouw en projectontwikkeling;2007;424;108;316;439.0;106.0;331.0;6.9;19.1;3.3;96.7;101.5;95.4
1069;41 Algemene bouw en projectontwikkeling;2008;488;124;364;495.0;119.0;375.0;13.0;12.0;13.3;98.5;104.0;97.0
1070;41 Algemene bouw en projectontwikkeling;2009;470;112;358;472.0;110.0;362.0;-4.7;-8.1;-3.6;99.6;102.2;98.9
1071;41 Algemene bouw en projectontwikkeling;2010;457;93;364;457.0;93.0;364.0;-3.2;-15.2;0.6;100.0;100.0;100.0
1072;41 Algemene bouw en projectontwikkeling;2011;376;57;319;380.0;58.0;322.0;-16.8;-37.6;-11.5;98.9;98.3;99.1
1073;41 Algemene bouw en projectontwikkeling;2012;349;37;312;357.0;39.0;318.0;-6.1;-33.3;-1.3;97.8;95.7;98.1
1074;41 Algemene bouw en projectontwikkeling;2013;385;56;329;401.0;59.0;342.0;12.3;51.4;7.7;96.1;95.7;96.1
1075;41 Algemene bouw en projectontwikkeling;2014;421;101;320;447.0;107.0;340.0;11.4;82.1;-0.6;94.3;94.8;94.0
1076;41 Algemene bouw en projectontwikkeling;2015;439;91;348;474.0;93.0;382.0;6.2;-12.9;12.2;92.6;98.0;91.1
1077;41 Algemene bouw en projectontwikkeling;2016;465;116;349;504.0;118.0;385.0;6.4;27.5;0.9;92.2;98.0;90.6
1078;42 Grond-, water-  en wegenbouw;1995;630;6;624;924.0;6.0;924.0;;;;68.2;97.0;67.5
1079;42 Grond-, water-  en wegenbouw;1996;672;7;665;972.0;7.0;971.0;5.2;16.7;5.1;69.1;97.0;68.5
1080;42 Grond-, water-  en wegenbouw;1997;776;14;762;1114.0;15.0;1103.0;14.6;114.3;13.5;69.7;90.5;69.1
1081;42 Grond-, water-  en wegenbouw;1998;910;22;888;1273.0;22.0;1255.0;14.3;42.9;13.8;71.5;99.5;70.8
1082;42 Grond-, water-  en wegenbouw;1999;1021;21;1000;1377.0;20.0;1362.0;8.1;-9.1;8.6;74.2;104.5;73.4
1083;42 Grond-, water-  en wegenbouw;2000;1132;23;1109;1463.0;24.0;1444.0;6.3;19.0;6.0;77.4;96.2;76.8
1084;42 Grond-, water-  en wegenbouw;2001;1352;33;1319;1660.0;32.0;1631.0;13.4;34.8;13.0;81.5;102.4;80.9
1085;42 Grond-, water-  en wegenbouw;2002;1140;23;1117;1354.0;24.0;1333.0;-18.4;-24.2;-18.3;84.2;94.2;83.8
1086;42 Grond-, water-  en wegenbouw;2003;1086;41;1045;1273.0;46.0;1228.0;-6.0;87.0;-7.9;85.3;89.8;85.1
1087;42 Grond-, water-  en wegenbouw;2004;1097;39;1058;1277.0;46.0;1232.0;0.3;0.0;0.3;85.9;85.4;85.9
1088;42 Grond-, water-  en wegenbouw;2005;1261;41;1220;1457.0;48.0;1410.0;14.1;5.1;14.5;86.5;85.4;86.5
1089;42 Grond-, water-  en wegenbouw;2006;1160;42;1118;1302.0;50.0;1253.0;-10.6;4.9;-11.1;89.1;83.4;89.3
1090;42 Grond-, water-  en wegenbouw;2007;1176;43;1133;1270.0;50.0;1220.0;-2.5;0.0;-2.6;92.6;85.4;92.9
1091;42 Grond-, water-  en wegenbouw;2008;1399;48;1351;1435.0;48.0;1387.0;13.0;-4.7;13.7;97.5;100.0;97.4
1092;42 Grond-, water-  en wegenbouw;2009;1346;47;1299;1402.0;47.0;1355.0;-2.3;-2.1;-2.3;96.0;100.0;95.9
1093;42 Grond-, water-  en wegenbouw;2010;1326;48;1278;1326.0;48.0;1278.0;-5.4;2.1;-5.7;100.0;100.0;100.0
1094;42 Grond-, water-  en wegenbouw;2011;1239;39;1200;1201.0;38.0;1163.0;-9.4;-20.8;-9.0;103.2;102.6;103.2
1095;42 Grond-, water-  en wegenbouw;2012;1451;32;1419;1369.0;33.0;1336.0;14.0;-12.8;14.8;106.0;96.6;106.3
1096;42 Grond-, water-  en wegenbouw;2013;1558;41;1517;1463.0;43.0;1420.0;6.9;31.3;6.3;106.5;94.3;106.8
1097;42 Grond-, water-  en wegenbouw;2014;1493;39;1454;1399.0;41.0;1358.0;-4.4;-4.9;-4.4;106.7;94.3;107.0
1098;42 Grond-, water-  en wegenbouw;2015;1630;38;1592;1555.0;40.0;1514.0;11.1;-2.6;11.5;104.8;94.3;105.1
1099;42 Grond-, water-  en wegenbouw;2016;1485;40;1445;1428.0;43.0;1385.0;-8.2;7.9;-8.5;104.0;92.0;104.3
1100;43 Gespecialiseerde bouw;1995;345;12;333;495.0;14.0;483.0;;;;69.7;85.7;69.0
1101;43 Gespecialiseerde bouw;1996;359;11;348;505.0;13.0;494.0;2.0;-8.3;2.4;71.1;85.7;70.4
1102;43 Gespecialiseerde bouw;1997;420;17;403;588.0;22.0;567.0;16.4;72.7;14.7;71.5;76.7;71.1
1103;43 Gespecialiseerde bouw;1998;440;19;421;600.0;22.0;579.0;2.1;0.0;2.2;73.3;85.7;72.6
1104;43 Gespecialiseerde bouw;1999;501;23;478;665.0;26.0;640.0;10.7;15.8;10.5;75.4;89.6;74.7
1105;43 Gespecialiseerde bouw;2000;514;25;489;665.0;27.0;639.0;0.0;4.3;-0.2;77.3;93.3;76.6
1106;43 Gespecialiseerde bouw;2001;582;25;557;716.0;27.0;691.0;7.8;0.0;8.2;81.3;93.3;80.6
1107;43 Gespecialiseerde bouw;2002;551;29;522;641.0;31.0;610.0;-10.5;16.0;-11.7;85.9;93.3;85.5
1108;43 Gespecialiseerde bouw;2003;554;29;525;633.0;32.0;601.0;-1.3;3.4;-1.5;87.5;90.2;87.4
1109;43 Gespecialiseerde bouw;2004;647;46;601;731.0;49.0;682.0;15.5;51.7;13.5;88.5;94.3;88.1
1110;43 Gespecialiseerde bouw;2005;731;45;686;819.0;49.0;771.0;12.1;0.0;13.0;89.2;92.3;89.0
1111;43 Gespecialiseerde bouw;2006;683;48;635;742.0;50.0;692.0;-9.4;2.2;-10.2;92.0;96.3;91.7
1112;43 Gespecialiseerde bouw;2007;722;53;669;776.0;54.0;722.0;4.5;8.3;4.3;93.1;98.1;92.7
1113;43 Gespecialiseerde bouw;2008;844;55;789;874.0;54.0;820.0;12.6;0.0;13.6;96.6;101.8;96.3
1114;43 Gespecialiseerde bouw;2009;833;55;778;848.0;55.0;793.0;-3.0;1.8;-3.3;98.3;100.0;98.1
1115;43 Gespecialiseerde bouw;2010;864;56;808;864.0;56.0;808.0;1.9;1.8;1.9;100.0;100.0;100.0
1116;43 Gespecialiseerde bouw;2011;825;62;763;813.0;60.0;753.0;-5.9;7.1;-6.8;101.5;103.3;101.3
1117;43 Gespecialiseerde bouw;2012;891;47;844;869.0;45.0;824.0;6.9;-24.2;9.4;102.5;103.3;102.4
1118;43 Gespecialiseerde bouw;2013;944;82;862;924.0;79.0;845.0;6.3;74.5;2.5;102.2;103.3;102.1
1119;43 Gespecialiseerde bouw;2014;938;81;857;924.0;79.0;845.0;0.0;0.0;0.0;101.5;102.1;101.5
1120;43 Gespecialiseerde bouw;2015;973;68;905;965.0;67.0;899.0;4.5;-16.0;6.4;100.8;102.1;100.7
1121;43 Gespecialiseerde bouw;2016;968;76;892;970.0;74.0;896.0;0.5;11.8;-0.3;99.8;102.1;99.6
1122;G-I Handel, vervoer en horeca;1995;19446;4165;15281;25664.0;5771.0;19825.0;;;;75.8;72.2;77.1
1123;G-I Handel, vervoer en horeca;1996;20801;4563;16238;27483.0;6425.0;21001.0;7.1;11.3;5.9;75.7;71.0;77.3
1124;G-I Handel, vervoer en horeca;1997;22947;4846;18101;29210.0;6669.0;22467.0;6.3;3.8;7.0;78.6;72.7;80.6
1125;G-I Handel, vervoer en horeca;1998;24349;5296;19053;30449.0;7195.0;23200.0;4.2;7.9;3.3;80.0;73.6;82.1
1126;G-I Handel, vervoer en horeca;1999;24155;5286;18869;30226.0;7085.0;23082.0;-0.7;-1.5;-0.5;79.9;74.6;81.7
1127;G-I Handel, vervoer en horeca;2000;27135;5794;21341;32320.0;7395.0;24846.0;6.9;4.4;7.6;84.0;78.4;85.9
1128;G-I Handel, vervoer en horeca;2001;28793;6442;22351;33489.0;8042.0;25399.0;3.6;8.8;2.2;86.0;80.1;88.0
1129;G-I Handel, vervoer en horeca;2002;29284;6488;22796;33341.0;7983.0;25307.0;-0.4;-0.7;-0.4;87.8;81.3;90.1
1130;G-I Handel, vervoer en horeca;2003;29150;6605;22545;33198.0;8125.0;25041.0;-0.4;1.8;-1.1;87.8;81.3;90.0
1131;G-I Handel, vervoer en horeca;2004;30808;6824;23984;34531.0;8221.0;26254.0;4.0;1.2;4.8;89.2;83.0;91.4
1132;G-I Handel, vervoer en horeca;2005;34233;8160;26073;36774.0;9453.0;27324.0;6.5;15.0;4.1;93.1;86.3;95.4
1133;G-I Handel, vervoer en horeca;2006;35257;8499;26758;37011.0;9514.0;27500.0;0.6;0.6;0.6;95.3;89.3;97.3
1134;G-I Handel, vervoer en horeca;2007;37260;9120;28140;38763.0;9877.0;28882.0;4.7;3.8;5.0;96.1;92.3;97.4
1135;G-I Handel, vervoer en horeca;2008;38971;9308;29663;39142.0;9750.0;29376.0;1.0;-1.3;1.7;99.6;95.5;101.0
1136;G-I Handel, vervoer en horeca;2009;34524;8531;25993;35712.0;8968.0;26734.0;-8.8;-8.0;-9.0;96.7;95.1;97.2
1137;G-I Handel, vervoer en horeca;2010;37345;9852;27493;37345.0;9852.0;27493.0;4.6;9.9;2.8;100.0;100.0;100.0
1138;G-I Handel, vervoer en horeca;2011;40056;11202;28854;39627.0;11099.0;28528.0;6.1;12.7;3.8;101.1;100.9;101.1
1139;G-I Handel, vervoer en horeca;2012;42754;11834;30920;41645.0;11607.0;30038.0;5.1;4.6;5.3;102.7;102.0;102.9
1140;G-I Handel, vervoer en horeca;2013;43905;12383;31522;42657.0;12266.0;30394.0;2.4;5.7;1.2;102.9;101.0;103.7
1141;G-I Handel, vervoer en horeca;2014;44555;12375;32180;43340.0;12246.0;31092.0;1.6;-0.2;2.3;102.8;101.1;103.5
1142;G-I Handel, vervoer en horeca;2015;46658;13335;33323;45238.0;13348.0;31901.0;4.4;9.0;2.6;103.1;99.9;104.5
1143;G-I Handel, vervoer en horeca;2016;46530;13567;32963;45885.0;13530.0;32365.0;1.4;1.4;1.5;101.4;100.3;101.8
1144;G Handel;1995;7657;4165;3492;10871.0;5747.0;5110.0;;;;70.4;72.5;68.3
1145;G Handel;1996;8430;4563;3867;12004.0;6398.0;5587.0;10.4;11.3;9.3;70.2;71.3;69.2
1146;G Handel;1997;9075;4846;4229;12595.0;6642.0;5935.0;4.9;3.8;6.2;72.1;73.0;71.3
1147;G Handel;1998;9462;5296;4166;12811.0;7166.0;5618.0;1.7;7.9;-5.3;73.9;73.9;74.2
1148;G Handel;1999;9024;5286;3738;11955.0;7056.0;4875.0;-6.7;-1.5;-13.2;75.5;74.9;76.7
1149;G Handel;2000;10284;5794;4490;13136.0;7365.0;5735.0;9.9;4.4;17.7;78.3;78.7;78.3
1150;G Handel;2001;11489;6442;5047;14192.0;8009.0;6144.0;8.0;8.8;7.1;81.0;80.4;82.1
1151;G Handel;2002;11847;6482;5365;14328.0;7943.0;6342.0;1.0;-0.8;3.2;82.7;81.6;84.6
1152;G Handel;2003;11787;6594;5193;14152.0;8080.0;6037.0;-1.2;1.7;-4.8;83.3;81.6;86.0
