ID;CPA;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
2507;7031H Aankoopbegeleiding bedrijfspanden;2007 3e kwartaal;105.7;2.1;4.9
2508;7031H Aankoopbegeleiding bedrijfspanden;2007 4e kwartaal;106.6;0.8;4.7
2509;7031H Aankoopbegeleiding bedrijfspanden;2007;104.6;;4.6
2510;7031H Aankoopbegeleiding bedrijfspanden;2008 1e kwartaal;107.2;0.6;4.5
2511;7031H Aankoopbegeleiding bedrijfspanden;2008 2e kwartaal;107.3;0.1;3.6
2512;7031H Aankoopbegeleiding bedrijfspanden;2008 3e kwartaal;107.4;0.1;1.6
2513;7031H Aankoopbegeleiding bedrijfspanden;2008 4e kwartaal;107.7;0.2;1.0
2514;7031H Aankoopbegeleiding bedrijfspanden;2008;107.4;;2.7
2515;7031H Aankoopbegeleiding bedrijfspanden;2009 1e kwartaal;107.1;-0.5;-0.1
2516;7031H Aankoopbegeleiding bedrijfspanden;2009 2e kwartaal;106.3;-0.8;-0.9
2517;7031H Aankoopbegeleiding bedrijfspanden;2009 3e kwartaal;104.3;-1.8;-2.9
2518;7031H Aankoopbegeleiding bedrijfspanden;2009 4e kwartaal;103.6;-0.7;-3.7
2519;7031H Aankoopbegeleiding bedrijfspanden;2009;105.3;;-1.9
2520;7031H Aankoopbegeleiding bedrijfspanden;2010 1e kwartaal;102.0;-1.6;-4.8
2521;7031H Aankoopbegeleiding bedrijfspanden;2010 2e kwartaal;101.9;0.0;-4.1
2522;7031H Aankoopbegeleiding bedrijfspanden;2010 3e kwartaal;102.1;0.1;-2.2
2523;7031H Aankoopbegeleiding bedrijfspanden;2010 4e kwartaal;102.1;0.1;-1.5
2524;7031H Aankoopbegeleiding bedrijfspanden;2010;102.0;;-3.2
2525;7031H Aankoopbegeleiding bedrijfspanden;2011 1e kwartaal;101.3;-0.8;-0.6
2526;7031H Aankoopbegeleiding bedrijfspanden;2011 2e kwartaal;100.9;-0.5;-1.1
2527;7031H Aankoopbegeleiding bedrijfspanden;2011 3e kwartaal;96.5;-4.3;-5.5
2528;7031H Aankoopbegeleiding bedrijfspanden;2011 4e kwartaal;96.0;-0.5;-6.0
2529;7031H Aankoopbegeleiding bedrijfspanden;2011;98.6;;-3.3
2530;7031I Totaal verkoopbegeleiding;2002 4e kwartaal;;;
2531;7031I Totaal verkoopbegeleiding;2003 1e kwartaal;;;
2532;7031I Totaal verkoopbegeleiding;2003 2e kwartaal;;;
2533;7031I Totaal verkoopbegeleiding;2003 3e kwartaal;;;
2534;7031I Totaal verkoopbegeleiding;2003 4e kwartaal;;;
2535;7031I Totaal verkoopbegeleiding;2003;;;
2536;7031I Totaal verkoopbegeleiding;2004 1e kwartaal;;;
2537;7031I Totaal verkoopbegeleiding;2004 2e kwartaal;;;
2538;7031I Totaal verkoopbegeleiding;2004 3e kwartaal;;;
2539;7031I Totaal verkoopbegeleiding;2004 4e kwartaal;;;
2540;7031I Totaal verkoopbegeleiding;2004;;;
2541;7031I Totaal verkoopbegeleiding;2005 1e kwartaal;;;
2542;7031I Totaal verkoopbegeleiding;2005 2e kwartaal;;;
2543;7031I Totaal verkoopbegeleiding;2005 3e kwartaal;;;
2544;7031I Totaal verkoopbegeleiding;2005 4e kwartaal;;;
2545;7031I Totaal verkoopbegeleiding;2005;;;
2546;7031I Totaal verkoopbegeleiding;2006 1e kwartaal;98.6;;
2547;7031I Totaal verkoopbegeleiding;2006 2e kwartaal;99.0;0.4;
2548;7031I Totaal verkoopbegeleiding;2006 3e kwartaal;100.8;1.8;
2549;7031I Totaal verkoopbegeleiding;2006 4e kwartaal;101.7;1.0;
2550;7031I Totaal verkoopbegeleiding;2006;100.0;;
2551;7031I Totaal verkoopbegeleiding;2007 1e kwartaal;102.5;0.8;4.0
2552;7031I Totaal verkoopbegeleiding;2007 2e kwartaal;103.4;0.9;4.5
2553;7031I Totaal verkoopbegeleiding;2007 3e kwartaal;105.5;2.0;4.7
2554;7031I Totaal verkoopbegeleiding;2007 4e kwartaal;105.9;0.4;4.1
2555;7031I Totaal verkoopbegeleiding;2007;104.3;;4.3
2556;7031I Totaal verkoopbegeleiding;2008 1e kwartaal;104.8;-1.1;2.2
2557;7031I Totaal verkoopbegeleiding;2008 2e kwartaal;104.7;0.0;1.3
2558;7031I Totaal verkoopbegeleiding;2008 3e kwartaal;105.0;0.2;-0.5
2559;7031I Totaal verkoopbegeleiding;2008 4e kwartaal;102.9;-2.0;-2.8
2560;7031I Totaal verkoopbegeleiding;2008;104.3;;0.0
2561;7031I Totaal verkoopbegeleiding;2009 1e kwartaal;106.0;3.1;1.2
2562;7031I Totaal verkoopbegeleiding;2009 2e kwartaal;105.7;-0.3;1.0
2563;7031I Totaal verkoopbegeleiding;2009 3e kwartaal;104.2;-1.5;-0.8
2564;7031I Totaal verkoopbegeleiding;2009 4e kwartaal;103.3;-0.8;0.4
2565;7031I Totaal verkoopbegeleiding;2009;104.8;;0.5
2566;7031I Totaal verkoopbegeleiding;2010 1e kwartaal;102.2;-1.0;-3.6
2567;7031I Totaal verkoopbegeleiding;2010 2e kwartaal;101.4;-0.8;-4.1
2568;7031I Totaal verkoopbegeleiding;2010 3e kwartaal;102.2;0.8;-1.9
2569;7031I Totaal verkoopbegeleiding;2010 4e kwartaal;101.1;-1.0;-2.1
2570;7031I Totaal verkoopbegeleiding;2010;101.7;;-2.9
2571;7031I Totaal verkoopbegeleiding;2011 1e kwartaal;101.0;-0.1;-1.2
2572;7031I Totaal verkoopbegeleiding;2011 2e kwartaal;100.8;-0.1;-0.5
2573;7031I Totaal verkoopbegeleiding;2011 3e kwartaal;99.5;-1.3;-2.6
2574;7031I Totaal verkoopbegeleiding;2011 4e kwartaal;99.4;-0.1;-1.7
2575;7031I Totaal verkoopbegeleiding;2011;100.2;;-1.5
2576;7031J  Verkoopbegeleiding koopwoningen;2002 4e kwartaal;;;
2577;7031J  Verkoopbegeleiding koopwoningen;2003 1e kwartaal;;;
2578;7031J  Verkoopbegeleiding koopwoningen;2003 2e kwartaal;;;
2579;7031J  Verkoopbegeleiding koopwoningen;2003 3e kwartaal;;;
2580;7031J  Verkoopbegeleiding koopwoningen;2003 4e kwartaal;;;
2581;7031J  Verkoopbegeleiding koopwoningen;2003;;;
2582;7031J  Verkoopbegeleiding koopwoningen;2004 1e kwartaal;;;
2583;7031J  Verkoopbegeleiding koopwoningen;2004 2e kwartaal;;;
2584;7031J  Verkoopbegeleiding koopwoningen;2004 3e kwartaal;;;
2585;7031J  Verkoopbegeleiding koopwoningen;2004 4e kwartaal;;;
2586;7031J  Verkoopbegeleiding koopwoningen;2004;;;
2587;7031J  Verkoopbegeleiding koopwoningen;2005 1e kwartaal;;;
2588;7031J  Verkoopbegeleiding koopwoningen;2005 2e kwartaal;;;
2589;7031J  Verkoopbegeleiding koopwoningen;2005 3e kwartaal;;;
2590;7031J  Verkoopbegeleiding koopwoningen;2005 4e kwartaal;;;
2591;7031J  Verkoopbegeleiding koopwoningen;2005;;;
2592;7031J  Verkoopbegeleiding koopwoningen;2006 1e kwartaal;98.6;;
2593;7031J  Verkoopbegeleiding koopwoningen;2006 2e kwartaal;99.0;0.4;
2594;7031J  Verkoopbegeleiding koopwoningen;2006 3e kwartaal;100.7;1.8;
2595;7031J  Verkoopbegeleiding koopwoningen;2006 4e kwartaal;101.7;0.9;
2596;7031J  Verkoopbegeleiding koopwoningen;2006;100.0;;
2597;7031J  Verkoopbegeleiding koopwoningen;2007 1e kwartaal;102.5;0.8;3.9
2598;7031J  Verkoopbegeleiding koopwoningen;2007 2e kwartaal;103.3;0.8;4.4
2599;7031J  Verkoopbegeleiding koopwoningen;2007 3e kwartaal;105.4;2.0;4.6
2600;7031J  Verkoopbegeleiding koopwoningen;2007 4e kwartaal;105.8;0.4;4.1
2601;7031J  Verkoopbegeleiding koopwoningen;2007;104.2;;4.2
2602;7031J  Verkoopbegeleiding koopwoningen;2008 1e kwartaal;104.2;-1.6;1.7
2603;7031J  Verkoopbegeleiding koopwoningen;2008 2e kwartaal;104.2;0.0;0.8
2604;7031J  Verkoopbegeleiding koopwoningen;2008 3e kwartaal;104.5;0.3;-0.8
2605;7031J  Verkoopbegeleiding koopwoningen;2008 4e kwartaal;101.7;-2.6;-3.9
2606;7031J  Verkoopbegeleiding koopwoningen;2008;103.6;;-0.6
2607;7031J  Verkoopbegeleiding koopwoningen;2009 1e kwartaal;104.9;3.1;0.7
2608;7031J  Verkoopbegeleiding koopwoningen;2009 2e kwartaal;104.8;-0.1;0.6
2609;7031J  Verkoopbegeleiding koopwoningen;2009 3e kwartaal;103.4;-1.3;-1.0
2610;7031J  Verkoopbegeleiding koopwoningen;2009 4e kwartaal;102.4;-1.0;0.7
2611;7031J  Verkoopbegeleiding koopwoningen;2009;103.9;;0.2
2612;7031J  Verkoopbegeleiding koopwoningen;2010 1e kwartaal;101.5;-0.9;-3.3
2613;7031J  Verkoopbegeleiding koopwoningen;2010 2e kwartaal;100.5;-1.0;-4.1
2614;7031J  Verkoopbegeleiding koopwoningen;2010 3e kwartaal;101.4;0.9;-1.9
2615;7031J  Verkoopbegeleiding koopwoningen;2010 4e kwartaal;100.0;-1.4;-2.4
2616;7031J  Verkoopbegeleiding koopwoningen;2010;100.9;;-2.9
2617;7031J  Verkoopbegeleiding koopwoningen;2011 1e kwartaal;100.1;0.1;-1.4
2618;7031J  Verkoopbegeleiding koopwoningen;2011 2e kwartaal;100.1;0.0;-0.4
2619;7031J  Verkoopbegeleiding koopwoningen;2011 3e kwartaal;99.5;-0.5;-1.9
2620;7031J  Verkoopbegeleiding koopwoningen;2011 4e kwartaal;99.5;0.0;-0.5
2621;7031J  Verkoopbegeleiding koopwoningen;2011;99.8;;-1.1
2622;7031K Verkoopbegeleiding bedrijfspanden;2002 4e kwartaal;;;
2623;7031K Verkoopbegeleiding bedrijfspanden;2003 1e kwartaal;;;
2624;7031K Verkoopbegeleiding bedrijfspanden;2003 2e kwartaal;;;
2625;7031K Verkoopbegeleiding bedrijfspanden;2003 3e kwartaal;;;
2626;7031K Verkoopbegeleiding bedrijfspanden;2003 4e kwartaal;;;
2627;7031K Verkoopbegeleiding bedrijfspanden;2003;;;
2628;7031K Verkoopbegeleiding bedrijfspanden;2004 1e kwartaal;;;
2629;7031K Verkoopbegeleiding bedrijfspanden;2004 2e kwartaal;;;
2630;7031K Verkoopbegeleiding bedrijfspanden;2004 3e kwartaal;;;
2631;7031K Verkoopbegeleiding bedrijfspanden;2004 4e kwartaal;;;
2632;7031K Verkoopbegeleiding bedrijfspanden;2004;;;
2633;7031K Verkoopbegeleiding bedrijfspanden;2005 1e kwartaal;;;
2634;7031K Verkoopbegeleiding bedrijfspanden;2005 2e kwartaal;;;
2635;7031K Verkoopbegeleiding bedrijfspanden;2005 3e kwartaal;;;
2636;7031K Verkoopbegeleiding bedrijfspanden;2005 4e kwartaal;;;
2637;7031K Verkoopbegeleiding bedrijfspanden;2005;;;
2638;7031K Verkoopbegeleiding bedrijfspanden;2006 1e kwartaal;98.5;;
2639;7031K Verkoopbegeleiding bedrijfspanden;2006 2e kwartaal;98.9;0.4;
2640;7031K Verkoopbegeleiding bedrijfspanden;2006 3e kwartaal;100.8;1.9;
2641;7031K Verkoopbegeleiding bedrijfspanden;2006 4e kwartaal;101.8;1.0;
2642;7031K Verkoopbegeleiding bedrijfspanden;2006;100.0;;
2643;7031K Verkoopbegeleiding bedrijfspanden;2007 1e kwartaal;102.6;0.8;4.2
2644;7031K Verkoopbegeleiding bedrijfspanden;2007 2e kwartaal;103.5;0.9;4.7
2645;7031K Verkoopbegeleiding bedrijfspanden;2007 3e kwartaal;105.7;2.1;4.9
2646;7031K Verkoopbegeleiding bedrijfspanden;2007 4e kwartaal;106.2;0.4;4.3
2647;7031K Verkoopbegeleiding bedrijfspanden;2007;104.5;;4.5
2648;7031K Verkoopbegeleiding bedrijfspanden;2008 1e kwartaal;106.6;0.4;3.9
2649;7031K Verkoopbegeleiding bedrijfspanden;2008 2e kwartaal;106.4;-0.2;2.7
2650;7031K Verkoopbegeleiding bedrijfspanden;2008 3e kwartaal;106.4;0.1;0.7
2651;7031K Verkoopbegeleiding bedrijfspanden;2008 4e kwartaal;106.4;0.0;0.2
2652;7031K Verkoopbegeleiding bedrijfspanden;2008;106.4;;1.9
2653;7031K Verkoopbegeleiding bedrijfspanden;2009 1e kwartaal;109.4;2.8;2.7
2654;7031K Verkoopbegeleiding bedrijfspanden;2009 2e kwartaal;108.6;-0.7;2.1
2655;7031K Verkoopbegeleiding bedrijfspanden;2009 3e kwartaal;106.4;-2.0;0.0
2656;7031K Verkoopbegeleiding bedrijfspanden;2009 4e kwartaal;105.9;-0.5;-0.5
2657;7031K Verkoopbegeleiding bedrijfspanden;2009;107.6;;1.1
2658;7031K Verkoopbegeleiding bedrijfspanden;2010 1e kwartaal;104.5;-1.3;-4.5
2659;7031K Verkoopbegeleiding bedrijfspanden;2010 2e kwartaal;104.2;-0.3;-4.1
2660;7031K Verkoopbegeleiding bedrijfspanden;2010 3e kwartaal;104.4;0.2;-1.9
2661;7031K Verkoopbegeleiding bedrijfspanden;2010 4e kwartaal;104.5;0.1;-1.3
2662;7031K Verkoopbegeleiding bedrijfspanden;2010;104.4;;-3.0
2663;7031K Verkoopbegeleiding bedrijfspanden;2011 1e kwartaal;103.7;-0.8;-0.8
2664;7031K Verkoopbegeleiding bedrijfspanden;2011 2e kwartaal;103.2;-0.4;-0.9
2665;7031K Verkoopbegeleiding bedrijfspanden;2011 3e kwartaal;99.4;-3.7;-4.8
2666;7031K Verkoopbegeleiding bedrijfspanden;2011 4e kwartaal;98.9;-0.5;-5.3
2667;7031K Verkoopbegeleiding bedrijfspanden;2011;101.3;;-2.9
2668;71 Verhuur van machines, apparatuur en..;2002 4e kwartaal;;;
2669;71 Verhuur van machines, apparatuur en..;2003 1e kwartaal;;;
2670;71 Verhuur van machines, apparatuur en..;2003 2e kwartaal;;;
2671;71 Verhuur van machines, apparatuur en..;2003 3e kwartaal;;;
2672;71 Verhuur van machines, apparatuur en..;2003 4e kwartaal;;;
2673;71 Verhuur van machines, apparatuur en..;2003;;;
2674;71 Verhuur van machines, apparatuur en..;2004 1e kwartaal;;;
2675;71 Verhuur van machines, apparatuur en..;2004 2e kwartaal;;;
2676;71 Verhuur van machines, apparatuur en..;2004 3e kwartaal;;;
2677;71 Verhuur van machines, apparatuur en..;2004 4e kwartaal;;;
2678;71 Verhuur van machines, apparatuur en..;2004;;;
2679;71 Verhuur van machines, apparatuur en..;2005 1e kwartaal;;;
2680;71 Verhuur van machines, apparatuur en..;2005 2e kwartaal;;;
2681;71 Verhuur van machines, apparatuur en..;2005 3e kwartaal;;;
2682;71 Verhuur van machines, apparatuur en..;2005 4e kwartaal;;;
2683;71 Verhuur van machines, apparatuur en..;2005;;;
2684;71 Verhuur van machines, apparatuur en..;2006 1e kwartaal;99.1;;
2685;71 Verhuur van machines, apparatuur en..;2006 2e kwartaal;100.0;0.9;
2686;71 Verhuur van machines, apparatuur en..;2006 3e kwartaal;100.2;0.2;
2687;71 Verhuur van machines, apparatuur en..;2006 4e kwartaal;100.7;0.5;
2688;71 Verhuur van machines, apparatuur en..;2006;100.0;;
2689;71 Verhuur van machines, apparatuur en..;2007 1e kwartaal;101.8;1.1;2.7
2690;71 Verhuur van machines, apparatuur en..;2007 2e kwartaal;102.2;0.5;2.2
2691;71 Verhuur van machines, apparatuur en..;2007 3e kwartaal;102.6;0.3;2.3
2692;71 Verhuur van machines, apparatuur en..;2007 4e kwartaal;102.5;-0.1;1.8
2693;71 Verhuur van machines, apparatuur en..;2007;102.3;;2.3
2694;71 Verhuur van machines, apparatuur en..;2008 1e kwartaal;101.3;-1.2;-0.5
2695;71 Verhuur van machines, apparatuur en..;2008 2e kwartaal;102.3;1.0;0.1
2696;71 Verhuur van machines, apparatuur en..;2008 3e kwartaal;103.6;1.3;1.0
2697;71 Verhuur van machines, apparatuur en..;2008 4e kwartaal;103.1;-0.5;0.6
2698;71 Verhuur van machines, apparatuur en..;2008;102.6;;0.3
2699;71 Verhuur van machines, apparatuur en..;2009 1e kwartaal;104.0;1.0;2.7
2700;71 Verhuur van machines, apparatuur en..;2009 2e kwartaal;104.5;0.5;2.2
2701;71 Verhuur van machines, apparatuur en..;2009 3e kwartaal;105.2;0.6;1.5
2702;71 Verhuur van machines, apparatuur en..;2009 4e kwartaal;105.1;0.0;2.0
2703;71 Verhuur van machines, apparatuur en..;2009;104.7;;2.1
2704;71 Verhuur van machines, apparatuur en..;2010 1e kwartaal;106.2;1.0;2.1
2705;71 Verhuur van machines, apparatuur en..;2010 2e kwartaal;105.6;-0.6;1.0
2706;71 Verhuur van machines, apparatuur en..;2010 3e kwartaal;105.2;-0.4;0.0
2707;71 Verhuur van machines, apparatuur en..;2010 4e kwartaal;105.6;0.4;0.4
2708;71 Verhuur van machines, apparatuur en..;2010;105.6;;0.9
2709;71 Verhuur van machines, apparatuur en..;2011 1e kwartaal;107.3;1.6;1.0
2710;71 Verhuur van machines, apparatuur en..;2011 2e kwartaal;107.7;0.4;2.0
2711;71 Verhuur van machines, apparatuur en..;2011 3e kwartaal;106.9;-0.7;1.6
2712;71 Verhuur van machines, apparatuur en..;2011 4e kwartaal;107.0;0.0;1.3
2713;71 Verhuur van machines, apparatuur en..;2011;107.2;;1.5
2714;7110 Totaal autoverhuur;2002 4e kwartaal;;;
2715;7110 Totaal autoverhuur;2003 1e kwartaal;;;
2716;7110 Totaal autoverhuur;2003 2e kwartaal;;;
2717;7110 Totaal autoverhuur;2003 3e kwartaal;;;
2718;7110 Totaal autoverhuur;2003 4e kwartaal;;;
2719;7110 Totaal autoverhuur;2003;;;
2720;7110 Totaal autoverhuur;2004 1e kwartaal;;;
2721;7110 Totaal autoverhuur;2004 2e kwartaal;;;
2722;7110 Totaal autoverhuur;2004 3e kwartaal;;;
2723;7110 Totaal autoverhuur;2004 4e kwartaal;;;
2724;7110 Totaal autoverhuur;2004;;;
2725;7110 Totaal autoverhuur;2005 1e kwartaal;;;
2726;7110 Totaal autoverhuur;2005 2e kwartaal;;;
2727;7110 Totaal autoverhuur;2005 3e kwartaal;;;
2728;7110 Totaal autoverhuur;2005 4e kwartaal;;;
2729;7110 Totaal autoverhuur;2005;;;
2730;7110 Totaal autoverhuur;2006 1e kwartaal;99.1;;
2731;7110 Totaal autoverhuur;2006 2e kwartaal;100.0;0.9;
2732;7110 Totaal autoverhuur;2006 3e kwartaal;100.2;0.2;
2733;7110 Totaal autoverhuur;2006 4e kwartaal;100.7;0.5;
2734;7110 Totaal autoverhuur;2006;100.0;;
2735;7110 Totaal autoverhuur;2007 1e kwartaal;101.8;1.1;2.7
2736;7110 Totaal autoverhuur;2007 2e kwartaal;102.2;0.5;2.2
2737;7110 Totaal autoverhuur;2007 3e kwartaal;102.6;0.3;2.3
2738;7110 Totaal autoverhuur;2007 4e kwartaal;102.5;-0.1;1.8
2739;7110 Totaal autoverhuur;2007;102.3;;2.3
2740;7110 Totaal autoverhuur;2008 1e kwartaal;101.3;-1.2;-0.5
2741;7110 Totaal autoverhuur;2008 2e kwartaal;102.3;1.0;0.1
2742;7110 Totaal autoverhuur;2008 3e kwartaal;103.6;1.3;1.0
2743;7110 Totaal autoverhuur;2008 4e kwartaal;103.1;-0.5;0.6
2744;7110 Totaal autoverhuur;2008;102.6;;0.3
2745;7110 Totaal autoverhuur;2009 1e kwartaal;104.0;1.0;2.7
2746;7110 Totaal autoverhuur;2009 2e kwartaal;104.5;0.5;2.2
2747;7110 Totaal autoverhuur;2009 3e kwartaal;105.2;0.6;1.5
2748;7110 Totaal autoverhuur;2009 4e kwartaal;105.1;0.0;2.0
2749;7110 Totaal autoverhuur;2009;104.7;;2.1
2750;7110 Totaal autoverhuur;2010 1e kwartaal;106.2;1.0;2.1
2751;7110 Totaal autoverhuur;2010 2e kwartaal;105.6;-0.6;1.0
2752;7110 Totaal autoverhuur;2010 3e kwartaal;105.2;-0.4;0.0
2753;7110 Totaal autoverhuur;2010 4e kwartaal;105.6;0.4;0.4
2754;7110 Totaal autoverhuur;2010;105.6;;0.9
2755;7110 Totaal autoverhuur;2011 1e kwartaal;107.3;1.6;1.0
2756;7110 Totaal autoverhuur;2011 2e kwartaal;107.7;0.4;2.0
2757;7110 Totaal autoverhuur;2011 3e kwartaal;106.9;-0.7;1.6
2758;7110 Totaal autoverhuur;2011 4e kwartaal;107.0;0.0;1.3
2759;7110 Totaal autoverhuur;2011;107.2;;1.5
2760;72 Diensten in verband met computers;2002 4e kwartaal;;;
2761;72 Diensten in verband met computers;2003 1e kwartaal;;;
2762;72 Diensten in verband met computers;2003 2e kwartaal;;;
2763;72 Diensten in verband met computers;2003 3e kwartaal;;;
2764;72 Diensten in verband met computers;2003 4e kwartaal;;;
2765;72 Diensten in verband met computers;2003;;;
2766;72 Diensten in verband met computers;2004 1e kwartaal;;;
2767;72 Diensten in verband met computers;2004 2e kwartaal;;;
2768;72 Diensten in verband met computers;2004 3e kwartaal;;;
2769;72 Diensten in verband met computers;2004 4e kwartaal;;;
2770;72 Diensten in verband met computers;2004;;;
2771;72 Diensten in verband met computers;2005 1e kwartaal;;;
2772;72 Diensten in verband met computers;2005 2e kwartaal;;;
2773;72 Diensten in verband met computers;2005 3e kwartaal;;;
2774;72 Diensten in verband met computers;2005 4e kwartaal;;;
2775;72 Diensten in verband met computers;2005;;;
2776;72 Diensten in verband met computers;2006 1e kwartaal;99.1;;
2777;72 Diensten in verband met computers;2006 2e kwartaal;99.0;-0.1;
2778;72 Diensten in verband met computers;2006 3e kwartaal;100.2;1.3;
2779;72 Diensten in verband met computers;2006 4e kwartaal;101.7;1.5;
2780;72 Diensten in verband met computers;2006;100.0;;
2781;72 Diensten in verband met computers;2007 1e kwartaal;102.8;1.0;3.7
2782;72 Diensten in verband met computers;2007 2e kwartaal;104.6;1.8;5.7
2783;72 Diensten in verband met computers;2007 3e kwartaal;104.5;-0.1;4.3
2784;72 Diensten in verband met computers;2007 4e kwartaal;106.6;2.1;4.8
2785;72 Diensten in verband met computers;2007;104.6;;4.6
2786;72 Diensten in verband met computers;2008 1e kwartaal;107.0;0.3;4.1
2787;72 Diensten in verband met computers;2008 2e kwartaal;107.3;0.4;2.6
2788;72 Diensten in verband met computers;2008 3e kwartaal;107.5;0.1;2.9
2789;72 Diensten in verband met computers;2008 4e kwartaal;107.4;-0.1;0.7
2790;72 Diensten in verband met computers;2008;107.3;;2.5
2791;72 Diensten in verband met computers;2009 1e kwartaal;107.4;0.0;0.4
2792;72 Diensten in verband met computers;2009 2e kwartaal;105.6;-1.6;-1.6
2793;72 Diensten in verband met computers;2009 3e kwartaal;106.1;0.4;-1.3
2794;72 Diensten in verband met computers;2009 4e kwartaal;105.6;-0.4;-1.6
2795;72 Diensten in verband met computers;2009;106.2;;-1.0
2796;72 Diensten in verband met computers;2010 1e kwartaal;107.2;1.5;-0.1
2797;72 Diensten in verband met computers;2010 2e kwartaal;107.4;0.2;1.7
2798;72 Diensten in verband met computers;2010 3e kwartaal;107.7;0.2;1.5
2799;72 Diensten in verband met computers;2010 4e kwartaal;108.5;0.8;2.7
2800;72 Diensten in verband met computers;2010;107.7;;1.4
2801;72 Diensten in verband met computers;2011 1e kwartaal;105.8;-2.5;-1.3
2802;72 Diensten in verband met computers;2011 2e kwartaal;105.2;-0.5;-2.0
2803;72 Diensten in verband met computers;2011 3e kwartaal;103.5;-1.7;-3.9
2804;72 Diensten in verband met computers;2011 4e kwartaal;101.4;-2.0;-6.5
2805;72 Diensten in verband met computers;2011;104.0;;-3.4
2806;7222 Totaal softwareconsultancy;2002 4e kwartaal;;;
2807;7222 Totaal softwareconsultancy;2003 1e kwartaal;;;
2808;7222 Totaal softwareconsultancy;2003 2e kwartaal;;;
2809;7222 Totaal softwareconsultancy;2003 3e kwartaal;;;
2810;7222 Totaal softwareconsultancy;2003 4e kwartaal;;;
2811;7222 Totaal softwareconsultancy;2003;;;
2812;7222 Totaal softwareconsultancy;2004 1e kwartaal;;;
2813;7222 Totaal softwareconsultancy;2004 2e kwartaal;;;
2814;7222 Totaal softwareconsultancy;2004 3e kwartaal;;;
2815;7222 Totaal softwareconsultancy;2004 4e kwartaal;;;
2816;7222 Totaal softwareconsultancy;2004;;;
2817;7222 Totaal softwareconsultancy;2005 1e kwartaal;;;
2818;7222 Totaal softwareconsultancy;2005 2e kwartaal;97.5;;
2819;7222 Totaal softwareconsultancy;2005 3e kwartaal;97.6;0.1;
2820;7222 Totaal softwareconsultancy;2005 4e kwartaal;98.6;1.0;
2821;7222 Totaal softwareconsultancy;2005;;;
2822;7222 Totaal softwareconsultancy;2006 1e kwartaal;99.1;0.5;
2823;7222 Totaal softwareconsultancy;2006 2e kwartaal;99.0;-0.1;1.5
2824;7222 Totaal softwareconsultancy;2006 3e kwartaal;100.2;1.3;2.7
2825;7222 Totaal softwareconsultancy;2006 4e kwartaal;101.7;1.5;3.2
2826;7222 Totaal softwareconsultancy;2006;100.0;;
2827;7222 Totaal softwareconsultancy;2007 1e kwartaal;102.8;1.0;3.7
2828;7222 Totaal softwareconsultancy;2007 2e kwartaal;104.6;1.8;5.7
2829;7222 Totaal softwareconsultancy;2007 3e kwartaal;104.5;-0.1;4.3
2830;7222 Totaal softwareconsultancy;2007 4e kwartaal;106.6;2.1;4.8
2831;7222 Totaal softwareconsultancy;2007;104.6;;4.6
2832;7222 Totaal softwareconsultancy;2008 1e kwartaal;107.0;0.3;4.1
2833;7222 Totaal softwareconsultancy;2008 2e kwartaal;107.3;0.4;2.6
2834;7222 Totaal softwareconsultancy;2008 3e kwartaal;107.5;0.1;2.9
2835;7222 Totaal softwareconsultancy;2008 4e kwartaal;107.4;-0.1;0.7
2836;7222 Totaal softwareconsultancy;2008;107.3;;2.5
2837;7222 Totaal softwareconsultancy;2009 1e kwartaal;107.4;0.0;0.4
2838;7222 Totaal softwareconsultancy;2009 2e kwartaal;105.6;-1.6;-1.6
2839;7222 Totaal softwareconsultancy;2009 3e kwartaal;106.1;0.4;-1.3
2840;7222 Totaal softwareconsultancy;2009 4e kwartaal;105.6;-0.4;-1.6
2841;7222 Totaal softwareconsultancy;2009;106.2;;-1.0
2842;7222 Totaal softwareconsultancy;2010 1e kwartaal;107.2;1.5;-0.1
2843;7222 Totaal softwareconsultancy;2010 2e kwartaal;107.4;0.2;1.7
2844;7222 Totaal softwareconsultancy;2010 3e kwartaal;107.7;0.2;1.5
2845;7222 Totaal softwareconsultancy;2010 4e kwartaal;108.5;0.8;2.7
2846;7222 Totaal softwareconsultancy;2010;107.7;;1.4
2847;7222 Totaal softwareconsultancy;2011 1e kwartaal;105.8;-2.5;-1.3
2848;7222 Totaal softwareconsultancy;2011 2e kwartaal;105.2;-0.5;-2.0
2849;7222 Totaal softwareconsultancy;2011 3e kwartaal;103.5;-1.7;-3.9
2850;7222 Totaal softwareconsultancy;2011 4e kwartaal;101.4;-2.0;-6.5
2851;7222 Totaal softwareconsultancy;2011;104.0;;-3.4
2852;73 Speur en ontwikkelingswerk;2002 4e kwartaal;;;
2853;73 Speur en ontwikkelingswerk;2003 1e kwartaal;;;
2854;73 Speur en ontwikkelingswerk;2003 2e kwartaal;;;
2855;73 Speur en ontwikkelingswerk;2003 3e kwartaal;;;
2856;73 Speur en ontwikkelingswerk;2003 4e kwartaal;;;
2857;73 Speur en ontwikkelingswerk;2003;;;
2858;73 Speur en ontwikkelingswerk;2004 1e kwartaal;;;
2859;73 Speur en ontwikkelingswerk;2004 2e kwartaal;;;
2860;73 Speur en ontwikkelingswerk;2004 3e kwartaal;;;
2861;73 Speur en ontwikkelingswerk;2004 4e kwartaal;;;
