ID;CPA;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
1374;6110D Containerlijnvaart uitgaand;2010;93.1;;50.0
1375;6110D Containerlijnvaart uitgaand;2011 1e kwartaal;98.1;0.9;23.7
1376;6110D Containerlijnvaart uitgaand;2011 2e kwartaal;97.4;-0.7;-2.2
1377;6110D Containerlijnvaart uitgaand;2011 3e kwartaal;96.4;-1.1;0.2
1378;6110D Containerlijnvaart uitgaand;2011 4e kwartaal;98.1;1.8;0.9
1379;6110D Containerlijnvaart uitgaand;2011;97.5;;4.8
1380;62 Luchtvervoer;2002 4e kwartaal;;;
1381;62 Luchtvervoer;2003 1e kwartaal;;;
1382;62 Luchtvervoer;2003 2e kwartaal;;;
1383;62 Luchtvervoer;2003 3e kwartaal;;;
1384;62 Luchtvervoer;2003 4e kwartaal;;;
1385;62 Luchtvervoer;2003;;;
1386;62 Luchtvervoer;2004 1e kwartaal;;;
1387;62 Luchtvervoer;2004 2e kwartaal;;;
1388;62 Luchtvervoer;2004 3e kwartaal;;;
1389;62 Luchtvervoer;2004 4e kwartaal;;;
1390;62 Luchtvervoer;2004;;;
1391;62 Luchtvervoer;2005 1e kwartaal;;;
1392;62 Luchtvervoer;2005 2e kwartaal;;;
1393;62 Luchtvervoer;2005 3e kwartaal;;;
1394;62 Luchtvervoer;2005 4e kwartaal;;;
1395;62 Luchtvervoer;2005;;;
1396;62 Luchtvervoer;2006 1e kwartaal;;;
1397;62 Luchtvervoer;2006 2e kwartaal;;;
1398;62 Luchtvervoer;2006 3e kwartaal;;;
1399;62 Luchtvervoer;2006 4e kwartaal;;;
1400;62 Luchtvervoer;2006;;;
1401;62 Luchtvervoer;2007 1e kwartaal;;;
1402;62 Luchtvervoer;2007 2e kwartaal;;;
1403;62 Luchtvervoer;2007 3e kwartaal;;;
1404;62 Luchtvervoer;2007 4e kwartaal;;;
1405;62 Luchtvervoer;2007;;;
1406;62 Luchtvervoer;2008 1e kwartaal;;;
1407;62 Luchtvervoer;2008 2e kwartaal;;;
1408;62 Luchtvervoer;2008 3e kwartaal;;;
1409;62 Luchtvervoer;2008 4e kwartaal;;;
1410;62 Luchtvervoer;2008;;;
1411;62 Luchtvervoer;2009 1e kwartaal;;;
1412;62 Luchtvervoer;2009 2e kwartaal;;;
1413;62 Luchtvervoer;2009 3e kwartaal;;;
1414;62 Luchtvervoer;2009 4e kwartaal;;;
1415;62 Luchtvervoer;2009;;;
1416;62 Luchtvervoer;2010 1e kwartaal;;;
1417;62 Luchtvervoer;2010 2e kwartaal;;;
1418;62 Luchtvervoer;2010 3e kwartaal;;;
1419;62 Luchtvervoer;2010 4e kwartaal;;;
1420;62 Luchtvervoer;2010;;;
1421;62 Luchtvervoer;2011 1e kwartaal;;;
1422;62 Luchtvervoer;2011 2e kwartaal;;;
1423;62 Luchtvervoer;2011 3e kwartaal;;;
1424;62 Luchtvervoer;2011 4e kwartaal;;;
1425;62 Luchtvervoer;2011;;;
1426;6200 Totaal luchtvervoer;2002 4e kwartaal;;;
1427;6200 Totaal luchtvervoer;2003 1e kwartaal;;;
1428;6200 Totaal luchtvervoer;2003 2e kwartaal;;;
1429;6200 Totaal luchtvervoer;2003 3e kwartaal;;;
1430;6200 Totaal luchtvervoer;2003 4e kwartaal;;;
1431;6200 Totaal luchtvervoer;2003;;;
1432;6200 Totaal luchtvervoer;2004 1e kwartaal;;;
1433;6200 Totaal luchtvervoer;2004 2e kwartaal;;;
1434;6200 Totaal luchtvervoer;2004 3e kwartaal;;;
1435;6200 Totaal luchtvervoer;2004 4e kwartaal;;;
1436;6200 Totaal luchtvervoer;2004;;;
1437;6200 Totaal luchtvervoer;2005 1e kwartaal;;;
1438;6200 Totaal luchtvervoer;2005 2e kwartaal;;;
1439;6200 Totaal luchtvervoer;2005 3e kwartaal;;;
1440;6200 Totaal luchtvervoer;2005 4e kwartaal;;;
1441;6200 Totaal luchtvervoer;2005;;;
1442;6200 Totaal luchtvervoer;2006 1e kwartaal;;;
1443;6200 Totaal luchtvervoer;2006 2e kwartaal;;;
1444;6200 Totaal luchtvervoer;2006 3e kwartaal;;;
1445;6200 Totaal luchtvervoer;2006 4e kwartaal;;;
1446;6200 Totaal luchtvervoer;2006;;;
1447;6200 Totaal luchtvervoer;2007 1e kwartaal;;;
1448;6200 Totaal luchtvervoer;2007 2e kwartaal;;;
1449;6200 Totaal luchtvervoer;2007 3e kwartaal;;;
1450;6200 Totaal luchtvervoer;2007 4e kwartaal;;;
1451;6200 Totaal luchtvervoer;2007;;;
1452;6200 Totaal luchtvervoer;2008 1e kwartaal;;;
1453;6200 Totaal luchtvervoer;2008 2e kwartaal;;;
1454;6200 Totaal luchtvervoer;2008 3e kwartaal;;;
1455;6200 Totaal luchtvervoer;2008 4e kwartaal;;;
1456;6200 Totaal luchtvervoer;2008;;;
1457;6200 Totaal luchtvervoer;2009 1e kwartaal;;;
1458;6200 Totaal luchtvervoer;2009 2e kwartaal;;;
1459;6200 Totaal luchtvervoer;2009 3e kwartaal;;;
1460;6200 Totaal luchtvervoer;2009 4e kwartaal;;;
1461;6200 Totaal luchtvervoer;2009;;;
1462;6200 Totaal luchtvervoer;2010 1e kwartaal;;;
1463;6200 Totaal luchtvervoer;2010 2e kwartaal;;;
1464;6200 Totaal luchtvervoer;2010 3e kwartaal;;;
1465;6200 Totaal luchtvervoer;2010 4e kwartaal;;;
1466;6200 Totaal luchtvervoer;2010;;;
1467;6200 Totaal luchtvervoer;2011 1e kwartaal;;;
1468;6200 Totaal luchtvervoer;2011 2e kwartaal;;;
1469;6200 Totaal luchtvervoer;2011 3e kwartaal;;;
1470;6200 Totaal luchtvervoer;2011 4e kwartaal;;;
1471;6200 Totaal luchtvervoer;2011;;;
1472;63 Vervoersondersteunende activiteiten..;2002 4e kwartaal;;;
1473;63 Vervoersondersteunende activiteiten..;2003 1e kwartaal;;;
1474;63 Vervoersondersteunende activiteiten..;2003 2e kwartaal;;;
1475;63 Vervoersondersteunende activiteiten..;2003 3e kwartaal;;;
1476;63 Vervoersondersteunende activiteiten..;2003 4e kwartaal;;;
1477;63 Vervoersondersteunende activiteiten..;2003;;;
1478;63 Vervoersondersteunende activiteiten..;2004 1e kwartaal;;;
1479;63 Vervoersondersteunende activiteiten..;2004 2e kwartaal;;;
1480;63 Vervoersondersteunende activiteiten..;2004 3e kwartaal;;;
1481;63 Vervoersondersteunende activiteiten..;2004 4e kwartaal;;;
1482;63 Vervoersondersteunende activiteiten..;2004;;;
1483;63 Vervoersondersteunende activiteiten..;2005 1e kwartaal;;;
1484;63 Vervoersondersteunende activiteiten..;2005 2e kwartaal;;;
1485;63 Vervoersondersteunende activiteiten..;2005 3e kwartaal;;;
1486;63 Vervoersondersteunende activiteiten..;2005 4e kwartaal;;;
1487;63 Vervoersondersteunende activiteiten..;2005;;;
1488;63 Vervoersondersteunende activiteiten..;2006 1e kwartaal;98.7;;
1489;63 Vervoersondersteunende activiteiten..;2006 2e kwartaal;100.2;1.5;
1490;63 Vervoersondersteunende activiteiten..;2006 3e kwartaal;100.0;-0.1;
1491;63 Vervoersondersteunende activiteiten..;2006 4e kwartaal;101.1;1.1;
1492;63 Vervoersondersteunende activiteiten..;2006;100.0;;
1493;63 Vervoersondersteunende activiteiten..;2007 1e kwartaal;101.8;0.7;3.1
1494;63 Vervoersondersteunende activiteiten..;2007 2e kwartaal;102.4;0.6;2.2
1495;63 Vervoersondersteunende activiteiten..;2007 3e kwartaal;102.7;0.4;2.7
1496;63 Vervoersondersteunende activiteiten..;2007 4e kwartaal;102.9;0.1;1.7
1497;63 Vervoersondersteunende activiteiten..;2007;102.4;;2.4
1498;63 Vervoersondersteunende activiteiten..;2008 1e kwartaal;106.4;3.4;4.5
1499;63 Vervoersondersteunende activiteiten..;2008 2e kwartaal;108.5;2.0;6.0
1500;63 Vervoersondersteunende activiteiten..;2008 3e kwartaal;107.9;-0.5;5.1
1501;63 Vervoersondersteunende activiteiten..;2008 4e kwartaal;108.8;0.8;5.7
1502;63 Vervoersondersteunende activiteiten..;2008;107.9;;5.3
1503;63 Vervoersondersteunende activiteiten..;2009 1e kwartaal;110.5;1.6;3.9
1504;63 Vervoersondersteunende activiteiten..;2009 2e kwartaal;109.0;-1.3;0.5
1505;63 Vervoersondersteunende activiteiten..;2009 3e kwartaal;108.1;-0.8;0.1
1506;63 Vervoersondersteunende activiteiten..;2009 4e kwartaal;109.1;0.9;0.3
1507;63 Vervoersondersteunende activiteiten..;2009;109.1;;1.2
1508;63 Vervoersondersteunende activiteiten..;2010 1e kwartaal;106.8;-2.1;-3.3
1509;63 Vervoersondersteunende activiteiten..;2010 2e kwartaal;107.7;0.9;-1.2
1510;63 Vervoersondersteunende activiteiten..;2010 3e kwartaal;107.3;-0.4;-0.8
1511;63 Vervoersondersteunende activiteiten..;2010 4e kwartaal;107.9;0.6;-1.1
1512;63 Vervoersondersteunende activiteiten..;2010;107.4;;-1.6
1513;63 Vervoersondersteunende activiteiten..;2011 1e kwartaal;109.6;1.6;2.6
1514;63 Vervoersondersteunende activiteiten..;2011 2e kwartaal;110.4;0.7;2.5
1515;63 Vervoersondersteunende activiteiten..;2011 3e kwartaal;110.2;-0.1;2.8
1516;63 Vervoersondersteunende activiteiten..;2011 4e kwartaal;110.1;-0.2;2.0
1517;63 Vervoersondersteunende activiteiten..;2011;110.1;;2.5
1518;6311 Totaal laden, lossen en overslag;2002 4e kwartaal;;;
1519;6311 Totaal laden, lossen en overslag;2003 1e kwartaal;;;
1520;6311 Totaal laden, lossen en overslag;2003 2e kwartaal;;;
1521;6311 Totaal laden, lossen en overslag;2003 3e kwartaal;;;
1522;6311 Totaal laden, lossen en overslag;2003 4e kwartaal;;;
1523;6311 Totaal laden, lossen en overslag;2003;;;
1524;6311 Totaal laden, lossen en overslag;2004 1e kwartaal;;;
1525;6311 Totaal laden, lossen en overslag;2004 2e kwartaal;;;
1526;6311 Totaal laden, lossen en overslag;2004 3e kwartaal;;;
1527;6311 Totaal laden, lossen en overslag;2004 4e kwartaal;;;
1528;6311 Totaal laden, lossen en overslag;2004;;;
1529;6311 Totaal laden, lossen en overslag;2005 1e kwartaal;;;
1530;6311 Totaal laden, lossen en overslag;2005 2e kwartaal;;;
1531;6311 Totaal laden, lossen en overslag;2005 3e kwartaal;;;
1532;6311 Totaal laden, lossen en overslag;2005 4e kwartaal;;;
1533;6311 Totaal laden, lossen en overslag;2005;;;
1534;6311 Totaal laden, lossen en overslag;2006 1e kwartaal;99.1;;
1535;6311 Totaal laden, lossen en overslag;2006 2e kwartaal;100.2;1.1;
1536;6311 Totaal laden, lossen en overslag;2006 3e kwartaal;99.7;-0.5;
1537;6311 Totaal laden, lossen en overslag;2006 4e kwartaal;101.0;1.2;
1538;6311 Totaal laden, lossen en overslag;2006;100.0;;
1539;6311 Totaal laden, lossen en overslag;2007 1e kwartaal;101.1;0.2;2.1
1540;6311 Totaal laden, lossen en overslag;2007 2e kwartaal;101.9;0.7;1.6
1541;6311 Totaal laden, lossen en overslag;2007 3e kwartaal;101.8;0.0;2.1
1542;6311 Totaal laden, lossen en overslag;2007 4e kwartaal;101.3;-0.5;0.3
1543;6311 Totaal laden, lossen en overslag;2007;101.5;;1.5
1544;6311 Totaal laden, lossen en overslag;2008 1e kwartaal;105.1;3.8;3.9
1545;6311 Totaal laden, lossen en overslag;2008 2e kwartaal;106.1;1.0;4.2
1546;6311 Totaal laden, lossen en overslag;2008 3e kwartaal;104.9;-1.2;3.0
1547;6311 Totaal laden, lossen en overslag;2008 4e kwartaal;106.5;1.5;5.2
1548;6311 Totaal laden, lossen en overslag;2008;105.7;;4.1
1549;6311 Totaal laden, lossen en overslag;2009 1e kwartaal;108.2;1.6;2.9
1550;6311 Totaal laden, lossen en overslag;2009 2e kwartaal;105.7;-2.3;-0.4
1551;6311 Totaal laden, lossen en overslag;2009 3e kwartaal;103.5;-2.1;-1.3
1552;6311 Totaal laden, lossen en overslag;2009 4e kwartaal;104.5;0.9;-1.9
1553;6311 Totaal laden, lossen en overslag;2009;105.5;;-0.2
1554;6311 Totaal laden, lossen en overslag;2010 1e kwartaal;100.0;-4.3;-7.5
1555;6311 Totaal laden, lossen en overslag;2010 2e kwartaal;102.1;2.1;-3.4
1556;6311 Totaal laden, lossen en overslag;2010 3e kwartaal;100.8;-1.3;-2.6
1557;6311 Totaal laden, lossen en overslag;2010 4e kwartaal;102.2;1.4;-2.2
1558;6311 Totaal laden, lossen en overslag;2010;101.3;;-4.0
1559;6311 Totaal laden, lossen en overslag;2011 1e kwartaal;104.4;2.2;4.4
1560;6311 Totaal laden, lossen en overslag;2011 2e kwartaal;105.6;1.1;3.4
1561;6311 Totaal laden, lossen en overslag;2011 3e kwartaal;104.8;-0.7;4.0
1562;6311 Totaal laden, lossen en overslag;2011 4e kwartaal;104.4;-0.3;2.2
1563;6311 Totaal laden, lossen en overslag;2011;104.8;;3.5
1564;6312 Totaal opslag;2002 4e kwartaal;;;
1565;6312 Totaal opslag;2003 1e kwartaal;;;
1566;6312 Totaal opslag;2003 2e kwartaal;;;
1567;6312 Totaal opslag;2003 3e kwartaal;;;
1568;6312 Totaal opslag;2003 4e kwartaal;;;
1569;6312 Totaal opslag;2003;;;
1570;6312 Totaal opslag;2004 1e kwartaal;;;
1571;6312 Totaal opslag;2004 2e kwartaal;;;
1572;6312 Totaal opslag;2004 3e kwartaal;;;
1573;6312 Totaal opslag;2004 4e kwartaal;;;
1574;6312 Totaal opslag;2004;;;
1575;6312 Totaal opslag;2005 1e kwartaal;;;
1576;6312 Totaal opslag;2005 2e kwartaal;;;
1577;6312 Totaal opslag;2005 3e kwartaal;;;
1578;6312 Totaal opslag;2005 4e kwartaal;;;
1579;6312 Totaal opslag;2005;;;
1580;6312 Totaal opslag;2006 1e kwartaal;98.2;;
1581;6312 Totaal opslag;2006 2e kwartaal;100.1;1.9;
1582;6312 Totaal opslag;2006 3e kwartaal;100.4;0.3;
1583;6312 Totaal opslag;2006 4e kwartaal;101.3;0.9;
1584;6312 Totaal opslag;2006;100.0;;
1585;6312 Totaal opslag;2007 1e kwartaal;102.6;1.3;4.5
1586;6312 Totaal opslag;2007 2e kwartaal;103.1;0.4;3.0
1587;6312 Totaal opslag;2007 3e kwartaal;103.9;0.8;3.5
1588;6312 Totaal opslag;2007 4e kwartaal;104.9;0.9;3.6
1589;6312 Totaal opslag;2007;103.6;;3.6
1590;6312 Totaal opslag;2008 1e kwartaal;108.0;3.0;5.3
1591;6312 Totaal opslag;2008 2e kwartaal;111.5;3.3;8.2
1592;6312 Totaal opslag;2008 3e kwartaal;111.9;0.3;7.7
1593;6312 Totaal opslag;2008 4e kwartaal;111.7;-0.2;6.5
1594;6312 Totaal opslag;2008;110.8;;6.9
1595;6312 Totaal opslag;2009 1e kwartaal;113.4;1.5;5.0
1596;6312 Totaal opslag;2009 2e kwartaal;113.2;-0.2;1.5
1597;6312 Totaal opslag;2009 3e kwartaal;114.0;0.7;1.9
1598;6312 Totaal opslag;2009 4e kwartaal;115.0;0.9;2.9
1599;6312 Totaal opslag;2009;113.9;;2.8
1600;6312 Totaal opslag;2010 1e kwartaal;115.6;0.5;1.9
1601;6312 Totaal opslag;2010 2e kwartaal;115.0;-0.5;1.6
1602;6312 Totaal opslag;2010 3e kwartaal;115.6;0.5;1.5
1603;6312 Totaal opslag;2010 4e kwartaal;115.4;-0.2;0.3
1604;6312 Totaal opslag;2010;115.4;;1.3
1605;6312 Totaal opslag;2011 1e kwartaal;116.4;0.9;0.7
1606;6312 Totaal opslag;2011 2e kwartaal;116.7;0.3;1.4
1607;6312 Totaal opslag;2011 3e kwartaal;117.3;0.6;1.5
1608;6312 Totaal opslag;2011 4e kwartaal;117.4;0.0;1.7
1609;6312 Totaal opslag;2011;116.9;;1.3
1610;6312A Tankopslag;2002 4e kwartaal;;;
1611;6312A Tankopslag;2003 1e kwartaal;;;
1612;6312A Tankopslag;2003 2e kwartaal;;;
1613;6312A Tankopslag;2003 3e kwartaal;;;
1614;6312A Tankopslag;2003 4e kwartaal;;;
1615;6312A Tankopslag;2003;;;
1616;6312A Tankopslag;2004 1e kwartaal;;;
1617;6312A Tankopslag;2004 2e kwartaal;;;
1618;6312A Tankopslag;2004 3e kwartaal;;;
1619;6312A Tankopslag;2004 4e kwartaal;;;
1620;6312A Tankopslag;2004;;;
1621;6312A Tankopslag;2005 1e kwartaal;;;
1622;6312A Tankopslag;2005 2e kwartaal;;;
1623;6312A Tankopslag;2005 3e kwartaal;;;
1624;6312A Tankopslag;2005 4e kwartaal;;;
1625;6312A Tankopslag;2005;;;
1626;6312A Tankopslag;2006 1e kwartaal;91.9;;
1627;6312A Tankopslag;2006 2e kwartaal;102.0;11.0;
1628;6312A Tankopslag;2006 3e kwartaal;101.8;-0.2;
1629;6312A Tankopslag;2006 4e kwartaal;104.3;2.5;
1630;6312A Tankopslag;2006;100.0;;
1631;6312A Tankopslag;2007 1e kwartaal;106.4;2.0;15.8
1632;6312A Tankopslag;2007 2e kwartaal;105.8;-0.6;3.8
1633;6312A Tankopslag;2007 3e kwartaal;106.8;0.9;4.9
1634;6312A Tankopslag;2007 4e kwartaal;110.8;3.8;6.2
1635;6312A Tankopslag;2007;107.5;;7.5
1636;6312A Tankopslag;2008 1e kwartaal;113.2;2.1;6.3
1637;6312A Tankopslag;2008 2e kwartaal;128.1;13.2;21.1
1638;6312A Tankopslag;2008 3e kwartaal;128.9;0.6;20.7
1639;6312A Tankopslag;2008 4e kwartaal;129.1;0.2;16.5
1640;6312A Tankopslag;2008;124.8;;16.1
1641;6312A Tankopslag;2009 1e kwartaal;132.3;2.5;16.9
1642;6312A Tankopslag;2009 2e kwartaal;132.4;0.1;3.3
1643;6312A Tankopslag;2009 3e kwartaal;133.7;1.0;3.7
1644;6312A Tankopslag;2009 4e kwartaal;136.5;2.1;5.7
1645;6312A Tankopslag;2009;133.7;;7.1
1646;6312A Tankopslag;2010 1e kwartaal;138.5;1.5;4.7
1647;6312A Tankopslag;2010 2e kwartaal;138.2;-0.2;4.4
1648;6312A Tankopslag;2010 3e kwartaal;138.4;0.1;3.5
1649;6312A Tankopslag;2010 4e kwartaal;139.1;0.5;1.9
1650;6312A Tankopslag;2010;138.6;;3.6
1651;6312A Tankopslag;2011 1e kwartaal;140.8;1.2;1.6
1652;6312A Tankopslag;2011 2e kwartaal;140.6;-0.1;1.7
1653;6312A Tankopslag;2011 3e kwartaal;142.6;1.4;3.0
1654;6312A Tankopslag;2011 4e kwartaal;142.6;0.0;2.5
1655;6312A Tankopslag;2011;141.6;;2.2
1656;6312B Koel- en vriesopslag;2002 4e kwartaal;;;
1657;6312B Koel- en vriesopslag;2003 1e kwartaal;;;
1658;6312B Koel- en vriesopslag;2003 2e kwartaal;;;
1659;6312B Koel- en vriesopslag;2003 3e kwartaal;;;
1660;6312B Koel- en vriesopslag;2003 4e kwartaal;;;
1661;6312B Koel- en vriesopslag;2003;;;
1662;6312B Koel- en vriesopslag;2004 1e kwartaal;;;
1663;6312B Koel- en vriesopslag;2004 2e kwartaal;;;
1664;6312B Koel- en vriesopslag;2004 3e kwartaal;;;
1665;6312B Koel- en vriesopslag;2004 4e kwartaal;;;
1666;6312B Koel- en vriesopslag;2004;;;
1667;6312B Koel- en vriesopslag;2005 1e kwartaal;;;
1668;6312B Koel- en vriesopslag;2005 2e kwartaal;;;
1669;6312B Koel- en vriesopslag;2005 3e kwartaal;;;
1670;6312B Koel- en vriesopslag;2005 4e kwartaal;;;
1671;6312B Koel- en vriesopslag;2005;;;
1672;6312B Koel- en vriesopslag;2006 1e kwartaal;101.0;;
1673;6312B Koel- en vriesopslag;2006 2e kwartaal;96.6;-4.3;
1674;6312B Koel- en vriesopslag;2006 3e kwartaal;100.9;4.5;
1675;6312B Koel- en vriesopslag;2006 4e kwartaal;101.5;0.5;
1676;6312B Koel- en vriesopslag;2006;100.0;;
1677;6312B Koel- en vriesopslag;2007 1e kwartaal;103.3;1.8;2.3
1678;6312B Koel- en vriesopslag;2007 2e kwartaal;104.1;0.8;7.7
1679;6312B Koel- en vriesopslag;2007 3e kwartaal;104.2;0.1;3.2
1680;6312B Koel- en vriesopslag;2007 4e kwartaal;104.6;0.3;3.0
1681;6312B Koel- en vriesopslag;2007;104.0;;4.0
1682;6312B Koel- en vriesopslag;2008 1e kwartaal;108.6;3.9;5.1
1683;6312B Koel- en vriesopslag;2008 2e kwartaal;108.9;0.3;4.7
1684;6312B Koel- en vriesopslag;2008 3e kwartaal;109.3;0.4;4.9
1685;6312B Koel- en vriesopslag;2008 4e kwartaal;109.3;0.0;4.6
1686;6312B Koel- en vriesopslag;2008;109.0;;4.8
1687;6312B Koel- en vriesopslag;2009 1e kwartaal;110.4;1.0;1.7
1688;6312B Koel- en vriesopslag;2009 2e kwartaal;110.5;0.1;1.5
1689;6312B Koel- en vriesopslag;2009 3e kwartaal;110.6;0.0;1.1
1690;6312B Koel- en vriesopslag;2009 4e kwartaal;112.6;1.8;3.0
1691;6312B Koel- en vriesopslag;2009;111.0;;1.8
1692;6312B Koel- en vriesopslag;2010 1e kwartaal;111.2;-1.3;0.7
1693;6312B Koel- en vriesopslag;2010 2e kwartaal;111.3;0.1;0.7
1694;6312B Koel- en vriesopslag;2010 3e kwartaal;111.3;0.0;0.6
1695;6312B Koel- en vriesopslag;2010 4e kwartaal;111.2;-0.1;-1.2
1696;6312B Koel- en vriesopslag;2010;111.2;;0.2
1697;6312B Koel- en vriesopslag;2011 1e kwartaal;110.3;-0.8;-0.8
1698;6312B Koel- en vriesopslag;2011 2e kwartaal;110.7;0.4;-0.5
1699;6312B Koel- en vriesopslag;2011 3e kwartaal;111.1;0.3;-0.2
1700;6312B Koel- en vriesopslag;2011 4e kwartaal;110.6;-0.4;-0.5
1701;6312B Koel- en vriesopslag;2011;110.7;;-0.5
1702;6312C Overige opslag;2002 4e kwartaal;;;
1703;6312C Overige opslag;2003 1e kwartaal;;;
1704;6312C Overige opslag;2003 2e kwartaal;;;
1705;6312C Overige opslag;2003 3e kwartaal;;;
1706;6312C Overige opslag;2003 4e kwartaal;;;
1707;6312C Overige opslag;2003;;;
1708;6312C Overige opslag;2004 1e kwartaal;;;
1709;6312C Overige opslag;2004 2e kwartaal;;;
1710;6312C Overige opslag;2004 3e kwartaal;;;
1711;6312C Overige opslag;2004 4e kwartaal;;;
1712;6312C Overige opslag;2004;;;
1713;6312C Overige opslag;2005 1e kwartaal;;;
1714;6312C Overige opslag;2005 2e kwartaal;;;
1715;6312C Overige opslag;2005 3e kwartaal;;;
1716;6312C Overige opslag;2005 4e kwartaal;;;
1717;6312C Overige opslag;2005;;;
1718;6312C Overige opslag;2006 1e kwartaal;100.0;;
1719;6312C Overige opslag;2006 2e kwartaal;100.2;0.2;
1720;6312C Overige opslag;2006 3e kwartaal;99.7;-0.4;
1721;6312C Overige opslag;2006 4e kwartaal;100.1;0.4;
1722;6312C Overige opslag;2006;100.0;;
1723;6312C Overige opslag;2007 1e kwartaal;101.0;0.9;1.0
1724;6312C Overige opslag;2007 2e kwartaal;101.7;0.7;1.6
1725;6312C Overige opslag;2007 3e kwartaal;102.8;1.0;3.1
1726;6312C Overige opslag;2007 4e kwartaal;102.7;0.0;2.6
1727;6312C Overige opslag;2007;102.1;;2.1
1728;6312C Overige opslag;2008 1e kwartaal;105.9;3.1;4.9
1729;6312C Overige opslag;2008 2e kwartaal;105.8;-0.1;4.0
1730;6312C Overige opslag;2008 3e kwartaal;106.0;0.2;3.1
1731;6312C Overige opslag;2008 4e kwartaal;105.7;-0.3;2.8
1732;6312C Overige opslag;2008;105.9;;3.7
1733;6312C Overige opslag;2009 1e kwartaal;107.0;1.2;1.0
1734;6312C Overige opslag;2009 2e kwartaal;106.6;-0.4;0.7
1735;6312C Overige opslag;2009 3e kwartaal;107.3;0.7;1.2
1736;6312C Overige opslag;2009 4e kwartaal;107.4;0.1;1.6
1737;6312C Overige opslag;2009;107.0;;1.1
1738;6312C Overige opslag;2010 1e kwartaal;107.8;0.4;0.8
1739;6312C Overige opslag;2010 2e kwartaal;107.0;-0.7;0.5
1740;6312C Overige opslag;2010 3e kwartaal;108.0;0.9;0.7
1741;6312C Overige opslag;2010 4e kwartaal;107.3;-0.6;-0.1
1742;6312C Overige opslag;2010;107.5;;0.5
1743;6312C Overige opslag;2011 1e kwartaal;108.5;1.1;0.6
1744;6312C Overige opslag;2011 2e kwartaal;108.9;0.4;1.8
1745;6312C Overige opslag;2011 3e kwartaal;109.2;0.2;1.1
1746;6312C Overige opslag;2011 4e kwartaal;109.3;0.1;1.9
1747;6312C Overige opslag;2011;109.0;;1.3
1748;64 Post en telecommunicatie;2002 4e kwartaal;;;
1749;64 Post en telecommunicatie;2003 1e kwartaal;;;
1750;64 Post en telecommunicatie;2003 2e kwartaal;;;
1751;64 Post en telecommunicatie;2003 3e kwartaal;;;
1752;64 Post en telecommunicatie;2003 4e kwartaal;;;
1753;64 Post en telecommunicatie;2003;;;
1754;64 Post en telecommunicatie;2004 1e kwartaal;;;
1755;64 Post en telecommunicatie;2004 2e kwartaal;;;
1756;64 Post en telecommunicatie;2004 3e kwartaal;;;
1757;64 Post en telecommunicatie;2004 4e kwartaal;;;
1758;64 Post en telecommunicatie;2004;;;
1759;64 Post en telecommunicatie;2005 1e kwartaal;;;
1760;64 Post en telecommunicatie;2005 2e kwartaal;;;
1761;64 Post en telecommunicatie;2005 3e kwartaal;;;
1762;64 Post en telecommunicatie;2005 4e kwartaal;;;
1763;64 Post en telecommunicatie;2005;;;
1764;64 Post en telecommunicatie;2006 1e kwartaal;100.0;;
1765;64 Post en telecommunicatie;2006 2e kwartaal;99.9;-0.1;
1766;64 Post en telecommunicatie;2006 3e kwartaal;100.0;0.1;
1767;64 Post en telecommunicatie;2006 4e kwartaal;100.1;0.1;
1768;64 Post en telecommunicatie;2006;100.0;;
1769;64 Post en telecommunicatie;2007 1e kwartaal;100.4;0.3;0.4
1770;64 Post en telecommunicatie;2007 2e kwartaal;100.8;0.4;0.9
1771;64 Post en telecommunicatie;2007 3e kwartaal;99.7;-1.1;-0.3
1772;64 Post en telecommunicatie;2007 4e kwartaal;98.8;-0.9;-1.3
1773;64 Post en telecommunicatie;2007;99.9;;-0.1
1774;64 Post en telecommunicatie;2008 1e kwartaal;99.0;0.2;-1.4
1775;64 Post en telecommunicatie;2008 2e kwartaal;99.1;0.2;-1.6
1776;64 Post en telecommunicatie;2008 3e kwartaal;99.1;0.0;-0.6
1777;64 Post en telecommunicatie;2008 4e kwartaal;98.9;-0.2;0.0
1778;64 Post en telecommunicatie;2008;99.0;;-0.9
1779;64 Post en telecommunicatie;2009 1e kwartaal;100.0;1.2;1.0
1780;64 Post en telecommunicatie;2009 2e kwartaal;100.3;0.2;1.1
1781;64 Post en telecommunicatie;2009 3e kwartaal;100.1;-0.2;1.0
1782;64 Post en telecommunicatie;2009 4e kwartaal;99.9;-0.2;1.1
1783;64 Post en telecommunicatie;2009;100.1;;1.1
1784;64 Post en telecommunicatie;2010 1e kwartaal;101.8;1.9;1.8
1785;64 Post en telecommunicatie;2010 2e kwartaal;102.3;0.5;2.0
1786;64 Post en telecommunicatie;2010 3e kwartaal;102.3;0.0;2.2
1787;64 Post en telecommunicatie;2010 4e kwartaal;101.4;-0.8;1.5
1788;64 Post en telecommunicatie;2010;101.9;;1.9
1789;64 Post en telecommunicatie;2011 1e kwartaal;103.8;2.4;2.0
1790;64 Post en telecommunicatie;2011 2e kwartaal;104.1;0.2;1.8
1791;64 Post en telecommunicatie;2011 3e kwartaal;103.9;-0.2;1.5
1792;64 Post en telecommunicatie;2011 4e kwartaal;103.6;-0.3;2.1
