ID;BalanceSheetsAndTransactions;AssetsAndLiabilities;Sectors;Periods;Total_1;MonetaryGoldAndSpecialDrawingRights_2;Total_3;Currency_4;TransferableDeposits_5;Total_6;SavingsDepositsInEuros_7;OtherDeposits_8;Total_9;BillsAndShortTermBonds_10;LongTermBonds_11;FinancialDerivatives_12;Total_13;ShortTermLoans_14;LongTermLoans_15;Total_16;QuotedShares_17;UnquotedSharesAndOthers_18;MutualFundsShares_19;Total_20;NetEquityInLifeInsuranceReserves_21;NetEquityInPensionFundsReserves_22;OtherInsuranceTechnicalReserves_23;OtherAccountsReceivableAndPayable_24
1611;Opening balance sheet;Liabilities;General government;2012 2nd quarter;513364;0;495;495;0;0;0;0;343037;37160;305877;;126345;58261;68084;0;0.0;0.0;0.0;0;0;0;0;43487
1612;Opening balance sheet;Liabilities;General government;2012 3rd quarter;545127;0;504;504;0;0;0;0;352421;28950;323471;;140504;69658;70846;0;0.0;0.0;0.0;0;0;0;0;51698
1613;Opening balance sheet;Liabilities;General government;2012 4th quarter;538343;0;513;513;0;0;0;0;361934;29101;332833;;137751;67241;70510;0;0.0;0.0;0.0;0;0;0;0;38145
1614;Opening balance sheet;Liabilities;General government;2012;497897;0;485;485;0;0;0;0;342089;43387;298702;;114613;48230;66383;0;0.0;0.0;0.0;0;0;0;0;40710
1615;Opening balance sheet;Liabilities;General government;2013 1st quarter;547601;0;523;523;0;0;0;0;372690;32979;339711;;135780;67707;68073;0;0.0;0.0;0.0;0;0;0;0;38608
1616;Opening balance sheet;Liabilities;General government;2013 2nd quarter;557843;0;523;523;0;0;0;0;373688;32015;341673;;142142;74146;67996;0;0.0;0.0;0.0;0;0;0;0;41490
1617;Opening balance sheet;Liabilities;General government;2013 3rd quarter;570705;0;523;523;0;0;0;0;382327;29927;352400;;143419;73350;70069;0;0.0;0.0;0.0;0;0;0;0;44436
1618;Opening balance sheet;Liabilities;General government;2013 4th quarter;561423;0;523;523;0;0;0;0;380781;38749;342032;;139738;70045;69693;0;0.0;0.0;0.0;0;0;0;0;40381
1619;Opening balance sheet;Liabilities;General government;2013;547601;0;523;523;0;0;0;0;372690;32979;339711;;135780;67707;68073;0;0.0;0.0;0.0;0;0;0;0;38608
1620;Opening balance sheet;Liabilities;Central government;1990;140525;0;1034;1034;0;0;0;0;82716;1489;81227;;49902;121;49781;0;;;;0;0;0;0;6873
1621;Opening balance sheet;Liabilities;Central government;1991;153812;0;1134;1134;0;0;0;0;88033;726;87307;;53269;184;53085;0;;;;0;0;0;0;11376
1622;Opening balance sheet;Liabilities;Central government;1992;166103;0;1180;1180;0;0;0;0;101134;123;101011;;52073;457;51616;0;;;;0;0;0;0;11716
1623;Opening balance sheet;Liabilities;Central government;1993;184375;0;1180;1180;0;0;0;0;121872;123;121749;;48509;178;48331;0;;;;0;0;0;0;12814
1624;Opening balance sheet;Liabilities;Central government;1994;198683;0;1180;1180;0;0;0;0;142850;1361;141489;;43807;603;43204;0;;;;0;0;0;0;10846
1625;Opening balance sheet;Liabilities;Central government;1995;184784;0;1190;1190;0;0;0;0;132453;3428;129025;;40624;268;40356;0;0.0;0.0;0.0;0;0;0;0;10517
1626;Opening balance sheet;Liabilities;Central government;1996;211908;0;1209;1209;0;0;0;0;162306;5642;156664;;37289;519;36770;0;0.0;0.0;0.0;0;0;0;0;11104
1627;Opening balance sheet;Liabilities;Central government;1997;218675;0;1219;1219;0;0;0;0;175040;6983;168057;;31288;583;30705;0;0.0;0.0;0.0;0;0;0;0;11128
1628;Opening balance sheet;Liabilities;Central government;1998;219799;0;1242;1242;0;0;0;0;180684;5959;174725;;26577;476;26101;0;0.0;0.0;0.0;0;0;0;0;11296
1629;Opening balance sheet;Liabilities;Central government;1999;234360;0;1268;1268;0;0;0;0;196385;6877;189508;;24424;2755;21669;0;0.0;0.0;0.0;0;0;0;0;12283
1630;Opening balance sheet;Liabilities;Central government;2000;221610;0;1267;1267;0;0;0;0;186532;5107;181425;;20549;6526;14023;0;0.0;0.0;0.0;0;0;0;0;13262
1631;Opening balance sheet;Liabilities;Central government;2001;217641;0;1296;1296;0;0;0;0;182551;5538;177013;;21379;13296;8083;0;0.0;0.0;0.0;0;0;0;0;12415
1632;Opening balance sheet;Liabilities;Central government;2002;223735;0;1258;1258;0;0;0;0;185591;5817;179774;;23831;18196;5635;0;0.0;0.0;0.0;0;0;0;0;13055
1633;Opening balance sheet;Liabilities;Central government;2003;236782;0;684;684;0;0;0;0;199262;15982;183280;;25496;19395;6101;0;0.0;0.0;0.0;0;0;0;0;11340
1634;Opening balance sheet;Liabilities;Central government;2004;250827;0;719;719;0;0;0;0;211278;20239;191039;;24630;18516;6114;0;0.0;0.0;0.0;0;0;0;0;14200
1635;Opening balance sheet;Liabilities;Central government;2005 1st quarter;262935;0;701;701;0;0;0;0;226337;17685;208652;;21839;15823;6016;0;0.0;0.0;0.0;0;0;0;0;14058
1636;Opening balance sheet;Liabilities;Central government;2005 2nd quarter;264666;0;665;665;0;0;0;0;224795;19836;204959;;24934;19045;5889;0;0.0;0.0;0.0;0;0;0;0;14272
1637;Opening balance sheet;Liabilities;Central government;2005 3rd quarter;284191;0;674;674;0;0;0;0;243781;17265;226516;;26122;20145;5977;0;0.0;0.0;0.0;0;0;0;0;13614
1638;Opening balance sheet;Liabilities;Central government;2005 4th quarter;276597;0;656;656;0;0;0;0;237628;21130;216498;;24038;18345;5693;0;0.0;0.0;0.0;0;0;0;0;14275
1639;Opening balance sheet;Liabilities;Central government;2005;262935;0;701;701;0;0;0;0;226337;17685;208652;;21839;15823;6016;0;0.0;0.0;0.0;0;0;0;0;14058
1640;Opening balance sheet;Liabilities;Central government;2006 1st quarter;271292;0;639;639;0;0;0;0;232507;17929;214578;;23631;17721;5910;0;0.0;0.0;0.0;0;0;0;0;14515
1641;Opening balance sheet;Liabilities;Central government;2006 2nd quarter;266744;0;608;608;0;0;0;0;226517;22294;204223;;26122;20378;5744;0;0.0;0.0;0.0;0;0;0;0;13497
1642;Opening balance sheet;Liabilities;Central government;2006 3rd quarter;266102;0;620;620;0;0;0;0;224602;20635;203967;;24640;19302;5338;0;0.0;0.0;0.0;0;0;0;0;16240
1643;Opening balance sheet;Liabilities;Central government;2006 4th quarter;266724;0;610;610;0;0;0;0;226227;25193;201034;;24518;19272;5246;0;0.0;0.0;0.0;0;0;0;0;15369
1644;Opening balance sheet;Liabilities;Central government;2006;271292;0;639;639;0;0;0;0;232507;17929;214578;;23631;17721;5910;0;0.0;0.0;0.0;0;0;0;0;14515
1645;Opening balance sheet;Liabilities;Central government;2007 1st quarter;255020;0;625;625;0;0;0;0;214645;13818;200827;;23534;17933;5601;0;0.0;0.0;0.0;0;0;0;0;16216
1646;Opening balance sheet;Liabilities;Central government;2007 2nd quarter;260272;0;589;589;0;0;0;0;216948;27311;189637;;24890;19795;5095;0;0.0;0.0;0.0;0;0;0;0;17845
1647;Opening balance sheet;Liabilities;Central government;2007 3rd quarter;261673;0;615;615;0;0;0;0;219391;29766;189625;;25839;20703;5136;0;0.0;0.0;0.0;0;0;0;0;15828
1648;Opening balance sheet;Liabilities;Central government;2007 4th quarter;263430;0;609;609;0;0;0;0;219500;30374;189126;;26345;21114;5231;0;0.0;0.0;0.0;0;0;0;0;16976
1649;Opening balance sheet;Liabilities;Central government;2007;255020;0;625;625;0;0;0;0;214645;13818;200827;;23534;17933;5601;0;0.0;0.0;0.0;0;0;0;0;16216
1650;Opening balance sheet;Liabilities;Central government;2008 1st quarter;255960;0;620;620;0;0;0;0;208021;16587;191434;;30865;25317;5548;0;0.0;0.0;0.0;0;0;0;0;16454
1651;Opening balance sheet;Liabilities;Central government;2008 2nd quarter;264451;0;590;590;0;0;0;0;216349;23200;193149;;34644;29108;5536;0;0.0;0.0;0.0;0;0;0;0;12868
1652;Opening balance sheet;Liabilities;Central government;2008 3rd quarter;270987;0;594;594;0;0;0;0;222258;23508;198750;;35964;30526;5438;0;0.0;0.0;0.0;0;0;0;0;12171
1653;Opening balance sheet;Liabilities;Central government;2008 4th quarter;287933;0;594;594;0;0;0;0;228966;31782;197184;;39209;33838;5371;0;0.0;0.0;0.0;0;0;0;0;19164
1654;Opening balance sheet;Liabilities;Central government;2008;255960;0;620;620;0;0;0;0;208021;16587;191434;;30865;25317;5548;0;0.0;0.0;0.0;0;0;0;0;16454
1655;Opening balance sheet;Liabilities;Central government;2009 1st quarter;354512;0;614;614;0;0;0;0;293488;83735;209753;;42502;27035;15467;0;0.0;0.0;0.0;0;0;0;0;17908
1656;Opening balance sheet;Liabilities;Central government;2009 2nd quarter;375846;0;597;597;0;0;0;0;284743;68428;216315;;68734;33043;35691;0;0.0;0.0;0.0;0;0;0;0;21772
1657;Opening balance sheet;Liabilities;Central government;2009 3rd quarter;368308;0;571;571;0;0;0;0;269864;54007;215857;;73547;39866;33681;0;0.0;0.0;0.0;0;0;0;0;24326
1658;Opening balance sheet;Liabilities;Central government;2009 4th quarter;361897;0;546;546;0;0;0;0;284221;67531;216690;;63653;31630;32023;0;0.0;0.0;0.0;0;0;0;0;13477
1659;Opening balance sheet;Liabilities;Central government;2009;354512;0;614;614;0;0;0;0;293488;83735;209753;;42502;27035;15467;0;0.0;0.0;0.0;0;0;0;0;17908
1660;Opening balance sheet;Liabilities;Central government;2010 1st quarter;354514;0;526;526;0;0;0;0;281350;57565;223785;;53928;23030;30898;0;0.0;0.0;0.0;0;0;0;0;18710
1661;Opening balance sheet;Liabilities;Central government;2010 2nd quarter;366814;0;526;526;0;0;0;0;290712;55729;234983;;54131;24142;29989;0;0.0;0.0;0.0;0;0;0;0;21445
1662;Opening balance sheet;Liabilities;Central government;2010 3rd quarter;388506;0;526;526;0;0;0;0;305469;44303;261166;;55801;25275;30526;0;0.0;0.0;0.0;0;0;0;0;26710
1663;Opening balance sheet;Liabilities;Central government;2010 4th quarter;383784;0;526;526;0;0;0;0;313955;54738;259217;;53539;28522;25017;0;0.0;0.0;0.0;0;0;0;0;15764
1664;Opening balance sheet;Liabilities;Central government;2010;354514;0;526;526;0;0;0;0;281350;57565;223785;;53928;23030;30898;0;0.0;0.0;0.0;0;0;0;0;18710
1665;Opening balance sheet;Liabilities;Central government;2011 1st quarter;379364;0;451;451;0;0;0;0;312381;53228;259153;;46916;22243;24673;0;0.0;0.0;0.0;0;0;0;0;19616
1666;Opening balance sheet;Liabilities;Central government;2011 2nd quarter;377095;0;457;457;0;0;0;0;304442;50114;254328;;50090;26944;23146;0;0.0;0.0;0.0;0;0;0;0;22106
1667;Opening balance sheet;Liabilities;Central government;2011 3rd quarter;390326;0;451;451;0;0;0;0;320630;47574;273056;;43160;20570;22590;0;0.0;0.0;0.0;0;0;0;0;26085
1668;Opening balance sheet;Liabilities;Central government;2011 4th quarter;405493;0;451;451;0;0;0;0;338055;51612;286443;;49015;26564;22451;0;0.0;0.0;0.0;0;0;0;0;17972
1669;Opening balance sheet;Liabilities;Central government;2011;379364;0;451;451;0;0;0;0;312381;53228;259153;;46916;22243;24673;0;0.0;0.0;0.0;0;0;0;0;19616
1670;Opening balance sheet;Liabilities;Central government;2012 1st quarter;408919;0;485;485;0;0;0;0;341681;43387;298294;;47307;24905;22402;0;0.0;0.0;0.0;0;0;0;0;19446
1671;Opening balance sheet;Liabilities;Central government;2012 2nd quarter;417658;0;495;495;0;0;0;0;342612;37160;305452;;52048;28194;23854;0;0.0;0.0;0.0;0;0;0;0;22503
1672;Opening balance sheet;Liabilities;Central government;2012 3rd quarter;442115;0;504;504;0;0;0;0;352009;28950;323059;;57170;30736;26434;0;0.0;0.0;0.0;0;0;0;0;32432
1673;Opening balance sheet;Liabilities;Central government;2012 4th quarter;439450;0;513;513;0;0;0;0;361516;29101;332415;;61225;35264;25961;0;0.0;0.0;0.0;0;0;0;0;16196
1674;Opening balance sheet;Liabilities;Central government;2012;408919;0;485;485;0;0;0;0;341681;43387;298294;;47307;24905;22402;0;0.0;0.0;0.0;0;0;0;0;19446
1675;Opening balance sheet;Liabilities;Central government;2013 1st quarter;450513;0;523;523;0;0;0;0;372277;32979;339298;;58713;35660;23053;0;0.0;0.0;0.0;0;0;0;0;19000
1676;Opening balance sheet;Liabilities;Central government;2013 2nd quarter;456689;0;523;523;0;0;0;0;373187;32015;341172;;59477;36040;23437;0;0.0;0.0;0.0;0;0;0;0;23502
1677;Opening balance sheet;Liabilities;Central government;2013 3rd quarter;462927;0;523;523;0;0;0;0;381851;29927;351924;;54465;30286;24179;0;0.0;0.0;0.0;0;0;0;0;26088
1678;Opening balance sheet;Liabilities;Central government;2013 4th quarter;454552;0;523;523;0;0;0;0;380350;38749;341601;;53429;29777;23652;0;0.0;0.0;0.0;0;0;0;0;20250
1679;Opening balance sheet;Liabilities;Central government;2013;450513;0;523;523;0;0;0;0;372277;32979;339298;;58713;35660;23053;0;0.0;0.0;0.0;0;0;0;0;19000
1680;Opening balance sheet;Liabilities;Local government;1990;75230;0;0;0;0;0;0;0;335;104;231;;60232;2778;57454;0;;;;0;0;0;0;14663
1681;Opening balance sheet;Liabilities;Local government;1991;76209;0;0;0;0;0;0;0;409;182;227;;60929;3126;57803;0;;;;0;0;0;0;14871
1682;Opening balance sheet;Liabilities;Local government;1992;76984;0;0;0;0;0;0;0;363;136;227;;60683;2862;57821;0;;;;0;0;0;0;15938
1683;Opening balance sheet;Liabilities;Local government;1993;76929;0;0;0;0;0;0;0;409;182;227;;61294;2332;58962;0;;;;0;0;0;0;15226
1684;Opening balance sheet;Liabilities;Local government;1994;76368;0;0;0;0;0;0;0;363;91;272;;59536;2431;57105;0;;;;0;0;0;0;16469
1685;Opening balance sheet;Liabilities;Local government;1995;71620;0;0;0;0;0;0;0;471;34;437;;55807;3014;52793;0;0.0;0.0;0.0;0;0;0;0;15342
1686;Opening balance sheet;Liabilities;Local government;1996;53467;0;0;0;0;0;0;0;657;181;476;;43626;2257;41369;0;0.0;0.0;0.0;0;0;0;0;9184
1687;Opening balance sheet;Liabilities;Local government;1997;53247;0;0;0;0;0;0;0;464;23;441;;43595;3436;40159;0;0.0;0.0;0.0;0;0;0;0;9188
1688;Opening balance sheet;Liabilities;Local government;1998;51529;0;0;0;0;0;0;0;500;104;396;;40987;2516;38471;0;0.0;0.0;0.0;0;0;0;0;10042
1689;Opening balance sheet;Liabilities;Local government;1999;52010;0;0;0;0;0;0;0;467;128;339;;41315;3640;37675;0;0.0;0.0;0.0;0;0;0;0;10228
1690;Opening balance sheet;Liabilities;Local government;2000;52269;0;0;0;0;0;0;0;1937;64;1873;;38850;3727;35123;0;0.0;0.0;0.0;0;0;0;0;11482
1691;Opening balance sheet;Liabilities;Local government;2001;50382;0;0;0;0;0;0;0;2069;0;2069;;36476;2636;33840;0;0.0;0.0;0.0;0;0;0;0;11837
1692;Opening balance sheet;Liabilities;Local government;2002;50814;0;0;0;0;0;0;0;2364;0;2364;;35584;2533;33051;0;0.0;0.0;0.0;0;0;0;0;12866
1693;Opening balance sheet;Liabilities;Local government;2003;51889;0;0;0;0;0;0;0;2262;25;2237;;36660;3454;33206;0;0.0;0.0;0.0;0;0;0;0;12967
1694;Opening balance sheet;Liabilities;Local government;2004;51745;0;0;0;0;0;0;0;2166;0;2166;;37014;3697;33317;0;0.0;0.0;0.0;0;0;0;0;12565
1695;Opening balance sheet;Liabilities;Local government;2005 1st quarter;50805;0;0;0;0;0;0;0;1946;0;1946;;37766;4127;33639;0;0.0;0.0;0.0;0;0;0;0;11093
1696;Opening balance sheet;Liabilities;Local government;2005 2nd quarter;49618;0;0;0;0;0;0;0;1949;0;1949;;38494;4221;34273;0;0.0;0.0;0.0;0;0;0;0;9175
1697;Opening balance sheet;Liabilities;Local government;2005 3rd quarter;49817;0;0;0;0;0;0;0;1888;0;1888;;39231;4240;34991;0;0.0;0.0;0.0;0;0;0;0;8698
1698;Opening balance sheet;Liabilities;Local government;2005 4th quarter;48943;0;0;0;0;0;0;0;1832;0;1832;;38408;3460;34948;0;0.0;0.0;0.0;0;0;0;0;8703
1699;Opening balance sheet;Liabilities;Local government;2005;50805;0;0;0;0;0;0;0;1946;0;1946;;37766;4127;33639;0;0.0;0.0;0.0;0;0;0;0;11093
1700;Opening balance sheet;Liabilities;Local government;2006 1st quarter;50584;0;0;0;0;0;0;0;1764;0;1764;;39478;3933;35545;0;0.0;0.0;0.0;0;0;0;0;9342
1701;Opening balance sheet;Liabilities;Local government;2006 2nd quarter;54095;0;0;0;0;0;0;0;1716;0;1716;;40017;4227;35790;0;0.0;0.0;0.0;0;0;0;0;12362
1702;Opening balance sheet;Liabilities;Local government;2006 3rd quarter;50898;0;0;0;0;0;0;0;1649;0;1649;;39658;3888;35770;0;0.0;0.0;0.0;0;0;0;0;9591
1703;Opening balance sheet;Liabilities;Local government;2006 4th quarter;48284;0;0;0;0;0;0;0;1622;0;1622;;39148;3741;35407;0;0.0;0.0;0.0;0;0;0;0;7514
1704;Opening balance sheet;Liabilities;Local government;2006;50584;0;0;0;0;0;0;0;1764;0;1764;;39478;3933;35545;0;0.0;0.0;0.0;0;0;0;0;9342
1705;Opening balance sheet;Liabilities;Local government;2007 1st quarter;50520;0;0;0;0;0;0;0;1407;0;1407;;39391;3682;35709;0;0.0;0.0;0.0;0;0;0;0;9722
1706;Opening balance sheet;Liabilities;Local government;2007 2nd quarter;50371;0;0;0;0;0;0;0;1282;0;1282;;40301;4421;35880;0;0.0;0.0;0.0;0;0;0;0;8788
1707;Opening balance sheet;Liabilities;Local government;2007 3rd quarter;50651;0;0;0;0;0;0;0;1236;0;1236;;39075;3376;35699;0;0.0;0.0;0.0;0;0;0;0;10340
1708;Opening balance sheet;Liabilities;Local government;2007 4th quarter;48928;0;0;0;0;0;0;0;1159;0;1159;;38583;3246;35337;0;0.0;0.0;0.0;0;0;0;0;9186
1709;Opening balance sheet;Liabilities;Local government;2007;50520;0;0;0;0;0;0;0;1407;0;1407;;39391;3682;35709;0;0.0;0.0;0.0;0;0;0;0;9722
1710;Opening balance sheet;Liabilities;Local government;2008 1st quarter;51668;0;0;0;0;0;0;0;1070;0;1070;;39424;4086;35338;0;0.0;0.0;0.0;0;0;0;0;11174
1711;Opening balance sheet;Liabilities;Local government;2008 2nd quarter;54407;0;0;0;0;0;0;0;1041;0;1041;;41020;4910;36110;0;0.0;0.0;0.0;0;0;0;0;12346
1712;Opening balance sheet;Liabilities;Local government;2008 3rd quarter;56553;0;0;0;0;0;0;0;1040;0;1040;;39713;3576;36137;0;0.0;0.0;0.0;0;0;0;0;15800
1713;Opening balance sheet;Liabilities;Local government;2008 4th quarter;52381;0;0;0;0;0;0;0;983;0;983;;40122;3743;36379;0;0.0;0.0;0.0;0;0;0;0;11276
1714;Opening balance sheet;Liabilities;Local government;2008;51668;0;0;0;0;0;0;0;1070;0;1070;;39424;4086;35338;0;0.0;0.0;0.0;0;0;0;0;11174
1715;Opening balance sheet;Liabilities;Local government;2009 1st quarter;56577;0;0;0;0;0;0;0;712;0;712;;42754;5573;37181;0;0.0;0.0;0.0;0;0;0;0;13111
1716;Opening balance sheet;Liabilities;Local government;2009 2nd quarter;56892;0;0;0;0;0;0;0;692;0;692;;43810;6201;37609;0;0.0;0.0;0.0;0;0;0;0;12390
1717;Opening balance sheet;Liabilities;Local government;2009 3rd quarter;56782;0;0;0;0;0;0;0;652;0;652;;43960;6438;37522;0;0.0;0.0;0.0;0;0;0;0;12170
1718;Opening balance sheet;Liabilities;Local government;2009 4th quarter;57544;0;0;0;0;0;0;0;587;0;587;;43185;5424;37761;0;0.0;0.0;0.0;0;0;0;0;13772
1719;Opening balance sheet;Liabilities;Local government;2009;56577;0;0;0;0;0;0;0;712;0;712;;42754;5573;37181;0;0.0;0.0;0.0;0;0;0;0;13111
1720;Opening balance sheet;Liabilities;Local government;2010 1st quarter;57773;0;0;0;0;0;0;0;558;0;558;;44540;6814;37726;0;0.0;0.0;0.0;0;0;0;0;12675
1721;Opening balance sheet;Liabilities;Local government;2010 2nd quarter;59349;0;0;0;0;0;0;0;558;0;558;;45559;7478;38081;0;0.0;0.0;0.0;0;0;0;0;13232
1722;Opening balance sheet;Liabilities;Local government;2010 3rd quarter;61476;0;0;0;0;0;0;0;560;0;560;;46762;7329;39433;0;0.0;0.0;0.0;0;0;0;0;14154
1723;Opening balance sheet;Liabilities;Local government;2010 4th quarter;59217;0;0;0;0;0;0;0;544;0;544;;45803;6518;39285;0;0.0;0.0;0.0;0;0;0;0;12870
1724;Opening balance sheet;Liabilities;Local government;2010;57773;0;0;0;0;0;0;0;558;0;558;;44540;6814;37726;0;0.0;0.0;0.0;0;0;0;0;12675
1725;Opening balance sheet;Liabilities;Local government;2011 1st quarter;62724;0;0;0;0;0;0;0;407;0;407;;48685;8176;40509;0;0.0;0.0;0.0;0;0;0;0;13632
1726;Opening balance sheet;Liabilities;Local government;2011 2nd quarter;62051;0;0;0;0;0;0;0;396;0;396;;49722;7905;41817;0;0.0;0.0;0.0;0;0;0;0;11933
1727;Opening balance sheet;Liabilities;Local government;2011 3rd quarter;63094;0;0;0;0;0;0;0;422;0;422;;49367;7210;42157;0;0.0;0.0;0.0;0;0;0;0;13305
1728;Opening balance sheet;Liabilities;Local government;2011 4th quarter;61551;0;0;0;0;0;0;0;440;0;440;;49109;6478;42631;0;0.0;0.0;0.0;0;0;0;0;12002
1729;Opening balance sheet;Liabilities;Local government;2011;62724;0;0;0;0;0;0;0;407;0;407;;48685;8176;40509;0;0.0;0.0;0.0;0;0;0;0;13632
1730;Opening balance sheet;Liabilities;Local government;2012 1st quarter;65121;0;0;0;0;0;0;0;408;0;408;;51428;7447;43981;0;0.0;0.0;0.0;0;0;0;0;13285
1731;Opening balance sheet;Liabilities;Local government;2012 2nd quarter;65619;0;0;0;0;0;0;0;425;0;425;;52594;8364;44230;0;0.0;0.0;0.0;0;0;0;0;12600
1732;Opening balance sheet;Liabilities;Local government;2012 3rd quarter;64874;0;0;0;0;0;0;0;412;0;412;;51341;6929;44412;0;0.0;0.0;0.0;0;0;0;0;13121
1733;Opening balance sheet;Liabilities;Local government;2012 4th quarter;64100;0;0;0;0;0;0;0;418;0;418;;51648;7099;44549;0;0.0;0.0;0.0;0;0;0;0;12034
1734;Opening balance sheet;Liabilities;Local government;2012;65121;0;0;0;0;0;0;0;408;0;408;;51428;7447;43981;0;0.0;0.0;0.0;0;0;0;0;13285
1735;Opening balance sheet;Liabilities;Local government;2013 1st quarter;67121;0;0;0;0;0;0;0;413;0;413;;53567;8547;45020;0;0.0;0.0;0.0;0;0;0;0;13141
1736;Opening balance sheet;Liabilities;Local government;2013 2nd quarter;66241;0;0;0;0;0;0;0;501;0;501;;53607;9048;44559;0;0.0;0.0;0.0;0;0;0;0;12133
1737;Opening balance sheet;Liabilities;Local government;2013 3rd quarter;66181;0;0;0;0;0;0;0;476;0;476;;53981;8091;45890;0;0.0;0.0;0.0;0;0;0;0;11724
1738;Opening balance sheet;Liabilities;Local government;2013 4th quarter;66130;0;0;0;0;0;0;0;431;0;431;;53821;7780;46041;0;0.0;0.0;0.0;0;0;0;0;11878
1739;Opening balance sheet;Liabilities;Local government;2013;67121;0;0;0;0;0;0;0;413;0;413;;53567;8547;45020;0;0.0;0.0;0.0;0;0;0;0;13141
1740;Opening balance sheet;Liabilities;Social security funds;1990;7326;0;0;0;0;0;0;0;0;0;0;;1881;972;909;0;;;;0;0;0;0;5445
1741;Opening balance sheet;Liabilities;Social security funds;1991;7005;0;0;0;0;0;0;0;0;0;0;;1452;786;666;0;;;;0;0;0;0;5553
1742;Opening balance sheet;Liabilities;Social security funds;1992;7690;0;0;0;0;0;0;0;0;0;0;;1399;816;583;0;;;;0;0;0;0;6291
1743;Opening balance sheet;Liabilities;Social security funds;1993;7919;0;0;0;0;0;0;0;0;0;0;;1601;1215;386;0;;;;0;0;0;0;6318
1744;Opening balance sheet;Liabilities;Social security funds;1994;9016;0;0;0;0;0;0;0;0;0;0;;1963;1426;537;0;;;;0;0;0;0;7053
1745;Opening balance sheet;Liabilities;Social security funds;1995;9757;0;0;0;0;0;0;0;0;0;0;;2900;2405;495;0;0.0;0.0;0.0;0;0;0;0;6857
1746;Opening balance sheet;Liabilities;Social security funds;1996;10912;0;0;0;0;0;0;0;0;0;0;;3887;3771;116;0;0.0;0.0;0.0;0;0;0;0;7025
1747;Opening balance sheet;Liabilities;Social security funds;1997;12800;0;0;0;0;0;0;0;0;0;0;;4813;4639;174;0;0.0;0.0;0.0;0;0;0;0;7987
1748;Opening balance sheet;Liabilities;Social security funds;1998;12772;0;0;0;0;0;0;0;0;0;0;;3523;3466;57;0;0.0;0.0;0.0;0;0;0;0;9249
1749;Opening balance sheet;Liabilities;Social security funds;1999;13630;0;0;0;0;0;0;0;0;0;0;;4529;4457;72;0;0.0;0.0;0.0;0;0;0;0;9101
1750;Opening balance sheet;Liabilities;Social security funds;2000;12717;0;0;0;0;0;0;0;0;0;0;;3369;3187;182;0;0.0;0.0;0.0;0;0;0;0;9348
1751;Opening balance sheet;Liabilities;Social security funds;2001;12571;0;0;0;0;0;0;0;0;0;0;;1520;1368;152;0;0.0;0.0;0.0;0;0;0;0;11051
1752;Opening balance sheet;Liabilities;Social security funds;2002;9515;0;0;0;0;0;0;0;0;0;0;;3223;3065;158;0;0.0;0.0;0.0;0;0;0;0;6292
1753;Opening balance sheet;Liabilities;Social security funds;2003;14490;0;0;0;0;0;0;0;0;0;0;;5818;5758;60;0;0.0;0.0;0.0;0;0;0;0;8672
1754;Opening balance sheet;Liabilities;Social security funds;2004;17101;0;0;0;0;0;0;0;0;0;0;;6673;6598;75;0;0.0;0.0;0.0;0;0;0;0;10428
1755;Opening balance sheet;Liabilities;Social security funds;2005 1st quarter;15132;0;0;0;0;0;0;0;0;0;0;;5265;5217;48;0;0.0;0.0;0.0;0;0;0;0;9867
1756;Opening balance sheet;Liabilities;Social security funds;2005 2nd quarter;19036;0;0;0;0;0;0;0;0;0;0;;6924;6857;67;0;0.0;0.0;0.0;0;0;0;0;12112
1757;Opening balance sheet;Liabilities;Social security funds;2005 3rd quarter;20944;0;0;0;0;0;0;0;0;0;0;;8774;8695;79;0;0.0;0.0;0.0;0;0;0;0;12170
1758;Opening balance sheet;Liabilities;Social security funds;2005 4th quarter;18432;0;0;0;0;0;0;0;0;0;0;;7379;7292;87;0;0.0;0.0;0.0;0;0;0;0;11053
1759;Opening balance sheet;Liabilities;Social security funds;2005;15132;0;0;0;0;0;0;0;0;0;0;;5265;5217;48;0;0.0;0.0;0.0;0;0;0;0;9867
1760;Opening balance sheet;Liabilities;Social security funds;2006 1st quarter;16139;0;0;0;0;0;0;0;0;0;0;;5964;5872;92;0;0.0;0.0;0.0;0;0;0;0;10175
1761;Opening balance sheet;Liabilities;Social security funds;2006 2nd quarter;13917;0;0;0;0;0;0;0;0;0;0;;7717;7717;0;0;0.0;0.0;0.0;0;0;0;0;6200
1762;Opening balance sheet;Liabilities;Social security funds;2006 3rd quarter;13399;0;0;0;0;0;0;0;0;0;0;;5912;5912;0;0;0.0;0.0;0.0;0;0;0;0;7487
1763;Opening balance sheet;Liabilities;Social security funds;2006 4th quarter;11670;0;0;0;0;0;0;0;0;0;0;;4860;4860;0;0;0.0;0.0;0.0;0;0;0;0;6810
1764;Opening balance sheet;Liabilities;Social security funds;2006;16139;0;0;0;0;0;0;0;0;0;0;;5964;5872;92;0;0.0;0.0;0.0;0;0;0;0;10175
1765;Opening balance sheet;Liabilities;Social security funds;2007 1st quarter;12969;0;0;0;0;0;0;0;0;0;0;;2551;2551;0;0;0.0;0.0;0.0;0;0;0;0;10418
1766;Opening balance sheet;Liabilities;Social security funds;2007 2nd quarter;11396;0;0;0;0;0;0;0;0;0;0;;6173;6173;0;0;0.0;0.0;0.0;0;0;0;0;5223
