ID;RelatieMetDeOverledene;KenmerkenVanDeVerkrijger;Perioden;AantalVerkrijgers_1;TotaalBrutoVerkrijging_2;GemiddeldBrutoVerkrijging_3;MediaanBrutoVerkrijging_4;TotaalVerschuldigdeBelasting_5;GemiddeldVerschuldigdeBelasting_6;MediaanVerschuldigdeBelasting_7;TotaalNettoVerkrijging_8;GemiddeldNettoVerkrijging_9;MediaanNettoVerkrijging_10
4519;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2014;3.9;128.6;33.1;11.6;39.0;10.0;2.8;89.7;23.1;8.7
4520;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2015;4.0;135.7;34.3;11.9;40.1;10.1;2.9;95.6;24.2;9.0
4521;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2016;4.3;135.3;31.8;11.2;40.4;9.5;2.7;94.9;22.3;8.5
4522;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2017;4.6;143.6;31.0;9.7;39.5;8.5;2.1;104.1;22.5;7.4
4523;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2018;5.3;175.8;33.2;9.6;53.5;10.1;2.2;122.3;23.1;7.3
4524;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2019;5.0;179.8;35.9;10.1;54.5;10.9;2.3;125.3;25.0;7.7
4525;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2020;5.8;210.7;36.6;11.0;62.3;10.8;2.6;148.4;25.8;8.3
4526;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2021;5.8;219.6;38.1;10.8;66.1;11.5;2.5;153.5;26.6;8.2
4527;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 4e 10%-groep;2022;5.6;229.9;41.2;10.9;71.7;12.9;2.5;158.2;28.4;8.3
4528;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2007;2.7;80.9;30.2;10.0;31.0;11.6;2.7;49.8;18.6;7.1
4529;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2008;2.8;88.2;31.7;10.3;32.5;11.7;2.9;55.7;20.0;7.5
4530;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2009;3.0;98.3;32.5;10.0;37.7;12.5;2.7;60.6;20.0;7.1
4531;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2010;3.2;122.9;38.0;12.4;37.5;11.6;3.1;85.3;26.4;9.3
4532;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2011;3.9;141.0;36.3;12.6;41.8;10.8;3.2;99.2;25.5;9.4
4533;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2012;4.1;157.6;38.2;11.9;47.2;11.5;2.9;110.4;26.8;8.9
4534;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2013;4.2;146.1;35.0;12.0;43.4;10.4;3.0;102.7;24.6;9.1
4535;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2014;4.2;148.3;35.2;10.9;42.7;10.1;2.6;105.6;25.0;8.3
4536;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2015;4.5;163.2;36.5;12.1;48.0;10.7;3.0;115.2;25.8;9.1
4537;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2016;4.6;150.5;33.0;11.1;43.6;9.6;2.7;106.9;23.4;8.4
4538;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2017;5.3;187.2;35.5;10.0;54.1;10.3;2.2;133.1;25.2;7.6
4539;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2018;5.7;192.9;33.7;9.1;58.6;10.2;2.1;134.3;23.5;7.0
4540;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2019;5.6;188.6;34.0;9.4;56.5;10.2;2.1;132.1;23.8;7.2
4541;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2020;6.2;217.8;35.2;10.2;65.3;10.5;2.4;152.5;24.7;7.8
4542;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2021;6.2;246.8;39.5;10.5;74.3;11.9;2.4;172.5;27.6;8.0
4543;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 5e 10%-groep;2022;5.8;241.3;41.5;11.4;72.3;12.4;2.7;168.9;29.1;8.7
4544;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2007;2.8;95.5;34.6;10.2;37.4;13.5;2.7;58.2;21.1;7.2
4545;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2008;2.9;92.3;32.1;10.2;35.9;12.5;2.8;56.4;19.6;7.2
4546;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2009;3.1;103.9;33.8;10.3;40.9;13.3;2.9;63.0;20.5;7.4
4547;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2010;3.3;126.7;38.3;13.0;38.1;11.5;3.2;88.5;26.8;9.7
4548;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2011;4.1;151.5;36.9;12.5;44.3;10.8;3.0;107.2;26.1;9.4
4549;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2012;4.6;169.5;37.1;12.0;50.3;11.0;3.0;119.2;26.1;9.0
4550;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2013;4.5;166.4;36.7;11.9;49.7;11.0;2.9;116.7;25.8;8.9
4551;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2014;4.3;150.0;35.3;11.6;44.8;10.5;2.8;105.2;24.8;8.7
4552;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2015;4.7;161.8;34.3;12.6;47.8;10.1;3.1;114.1;24.1;9.5
4553;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2016;4.8;173.6;35.8;11.6;52.0;10.7;2.8;121.6;25.1;8.7
4554;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2017;5.5;185.5;33.9;9.4;52.2;9.5;2.0;133.3;24.4;7.2
4555;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2018;6.0;201.3;33.3;8.8;61.9;10.2;2.0;139.3;23.0;6.8
4556;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2019;5.5;195.1;35.4;9.2;57.4;10.4;2.1;137.7;25.0;7.1
4557;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2020;6.4;246.4;38.5;10.0;75.9;11.9;2.3;170.5;26.6;7.7
4558;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2021;6.4;253.0;39.3;10.2;76.9;11.9;2.3;176.2;27.3;7.8
4559;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 6e 10%-groep;2022;6.2;241.0;39.1;10.4;74.6;12.1;2.5;166.4;27.0;8.0
4560;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2007;3.0;106.0;35.8;10.1;43.3;14.6;2.9;62.7;21.2;7.1
4561;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2008;3.2;109.9;34.5;10.2;43.8;13.7;2.9;66.1;20.7;7.3
4562;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2009;3.3;104.6;31.3;10.5;39.6;11.9;3.0;65.0;19.5;7.4
4563;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2010;3.7;135.2;36.9;12.1;40.2;11.0;3.0;95.0;25.9;9.1
4564;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2011;4.4;168.8;38.7;12.5;49.3;11.3;3.1;119.5;27.4;9.3
4565;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2012;4.6;166.5;36.0;11.7;50.6;10.9;2.9;115.9;25.0;8.8
4566;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2013;4.9;186.7;38.1;12.5;54.5;11.1;3.1;132.2;27.0;9.3
4567;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2014;4.6;156.1;33.9;10.8;47.7;10.4;2.6;108.4;23.5;8.1
4568;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2015;4.9;177.3;36.4;11.4;53.6;11.0;2.8;123.7;25.4;8.6
4569;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2016;5.2;174.9;33.7;11.1;52.2;10.1;2.7;122.8;23.7;8.4
4570;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2017;5.7;215.0;37.7;10.2;61.2;10.7;2.3;153.9;27.0;7.8
4571;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2018;6.3;219.8;35.2;9.4;67.5;10.8;2.2;152.4;24.4;7.2
4572;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2019;6.2;234.8;38.0;10.0;73.0;11.8;2.3;161.8;26.2;7.7
4573;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2020;7.0;245.9;35.3;10.2;73.7;10.6;2.4;172.2;24.7;7.8
4574;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2021;6.9;275.6;39.7;10.0;84.8;12.2;2.3;190.8;27.5;7.7
4575;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 7e 10%-groep;2022;6.5;289.5;44.8;11.0;91.4;14.1;2.6;198.1;30.6;8.4
4576;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2007;3.3;120.4;36.9;10.2;49.2;15.1;2.8;71.2;21.8;7.1
4577;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2008;3.5;114.5;32.4;9.8;45.1;12.8;2.7;69.3;19.6;6.7
4578;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2009;3.6;116.5;32.8;11.0;45.5;12.8;3.3;71.0;20.0;7.6
4579;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2010;3.9;149.6;38.8;12.0;46.1;12.0;2.9;103.5;26.9;9.0
4580;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2011;4.8;202.6;41.8;13.2;61.7;12.7;3.3;140.9;29.1;9.8
4581;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2012;5.3;201.4;38.0;11.9;61.9;11.7;3.0;139.5;26.3;9.0
4582;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2013;5.4;211.8;39.6;12.4;63.9;11.9;3.0;147.9;27.6;9.3
4583;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2014;5.0;189.9;37.9;11.3;57.6;11.5;2.8;132.3;26.4;8.6
4584;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2015;5.3;212.0;39.7;12.4;63.5;11.9;3.1;148.5;27.8;9.3
4585;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2016;5.6;206.1;36.8;11.1;61.9;11.0;2.7;144.2;25.7;8.4
4586;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2017;6.3;225.9;35.7;9.9;62.7;9.9;2.1;163.2;25.8;7.5
4587;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2018;6.6;240.7;36.5;8.9;74.6;11.3;2.0;166.1;25.2;6.9
4588;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2019;6.3;233.7;36.9;9.3;70.7;11.2;2.1;163.0;25.7;7.2
4589;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2020;7.2;290.6;40.5;10.0;89.2;12.5;2.3;201.3;28.1;7.7
4590;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2021;7.3;294.2;40.3;10.0;90.4;12.4;2.3;203.7;27.9;7.7
4591;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 8e 10%-groep;2022;6.8;286.3;42.1;11.0;87.5;12.9;2.6;198.8;29.2;8.4
4592;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2007;3.5;121.3;34.5;10.3;48.6;13.8;3.0;72.7;20.7;7.2
4593;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2008;3.8;136.5;35.6;10.7;54.3;14.2;3.1;82.1;21.4;7.5
4594;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2009;3.9;135.0;34.4;10.8;53.7;13.7;3.2;81.3;20.7;7.4
4595;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2010;4.3;174.1;40.9;12.0;53.2;12.5;2.9;120.9;28.4;9.0
4596;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2011;5.3;219.5;41.8;13.3;65.3;12.4;3.3;154.2;29.3;9.9
4597;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2012;5.9;231.4;39.3;12.6;70.7;12.0;3.2;160.6;27.3;9.4
4598;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2013;5.8;235.9;40.8;12.2;70.9;12.3;3.0;165.1;28.5;9.2
4599;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2014;5.5;211.9;38.3;12.2;65.3;11.8;3.0;146.7;26.5;9.2
4600;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2015;5.9;253.9;43.3;12.6;77.6;13.2;3.1;176.3;30.1;9.5
4601;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2016;6.3;244.4;39.1;11.2;74.6;11.9;2.7;169.8;27.1;8.5
4602;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2017;6.9;270.6;39.2;10.2;76.1;11.0;2.3;194.5;28.2;7.8
4603;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2018;7.4;273.1;37.0;9.1;82.8;11.2;2.1;190.2;25.8;7.0
4604;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2019;7.1;289.5;40.9;9.7;89.9;12.7;2.2;199.6;28.2;7.5
4605;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2020;7.9;383.7;48.3;10.7;117.3;14.8;2.5;266.4;33.5;8.2
4606;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2021;7.9;336.4;42.8;10.2;102.8;13.1;2.4;233.6;29.7;7.8
4607;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 9e 10%-groep;2022;7.3;306.0;42.2;10.2;94.5;13.0;2.4;211.5;29.1;7.9
4608;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2007;3.9;164.5;42.1;10.3;70.0;17.9;3.0;94.5;24.2;7.2
4609;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2008;4.3;165.7;38.4;11.2;68.8;16.0;3.4;96.9;22.5;7.7
4610;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2009;4.4;164.6;37.6;11.7;67.1;15.3;3.6;97.5;22.3;8.0
4611;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2010;4.7;194.7;41.4;12.7;59.8;12.7;3.2;134.9;28.7;9.5
4612;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2011;5.7;296.3;51.6;14.3;92.4;16.1;3.6;203.9;35.5;10.6
4613;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2012;6.3;377.7;60.0;15.0;117.1;18.6;3.9;260.6;41.4;11.1
4614;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2013;6.4;339.9;53.3;13.8;103.8;16.3;3.5;236.1;37.1;10.3
4615;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2014;6.1;396.9;64.7;13.6;93.4;15.2;3.4;303.5;49.4;10.2
4616;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2015;6.4;316.2;49.2;13.7;99.7;15.5;3.4;216.4;33.7;10.3
4617;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2016;6.8;348.4;51.5;12.8;111.2;16.4;3.2;237.1;35.0;9.6
4618;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2017;7.5;396.2;53.0;11.2;111.4;14.9;2.4;284.7;38.1;8.5
4619;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2018;8.3;386.4;46.7;10.0;114.8;13.9;2.4;271.6;32.9;7.6
4620;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2019;7.7;332.8;43.0;10.1;102.3;13.2;2.4;230.5;29.8;7.8
4621;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2020;8.9;460.5;51.6;11.6;138.7;15.5;2.8;321.8;36.1;8.8
4622;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2021;8.6;460.5;53.4;11.9;143.6;16.6;2.8;317.0;36.7;8.9
4623;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: 10e 10%-groep;2022;8.3;441.4;53.3;13.1;140.8;17.0;3.2;300.5;36.3;9.9
4624;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2007;4.5;241.5;53.6;13.8;109.7;24.3;4.2;131.7;29.2;9.2
4625;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2008;4.9;239.0;48.8;12.5;99.4;20.3;3.8;139.6;28.5;8.5
4626;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2009;4.9;239.4;48.8;13.4;105.5;21.5;4.2;133.9;27.3;9.1
4627;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2010;5.2;296.9;57.5;15.4;90.9;17.6;4.0;206.0;39.9;11.4
4628;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2011;0.6;21.1;35.8;12.7;6.5;11.0;3.2;14.6;24.8;9.5
4629;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2012;0.6;17.6;28.4;10.3;5.0;8.1;2.5;12.5;20.2;7.8
4630;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2013;0.6;20.3;32.3;12.7;6.1;9.7;3.2;14.2;22.6;9.5
4631;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2014;0.7;22.9;33.5;9.8;7.1;10.4;2.3;15.8;23.1;7.5
4632;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2015;0.7;23.7;33.1;11.8;7.1;9.9;2.9;16.6;23.2;8.9
4633;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2016;0.8;24.1;30.1;11.6;7.1;8.9;2.8;17.0;21.2;8.7
4634;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2017;0.8;24.2;30.5;10.0;6.9;8.7;2.2;17.3;21.9;7.6
4635;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2018;0.9;29.1;32.1;10.2;8.7;9.6;2.4;20.4;22.5;7.8
4636;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2019;0.9;24.9;28.0;10.8;7.2;8.1;2.6;17.7;19.8;8.3
4637;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2020;1.0;30.1;30.6;10.3;8.8;8.9;2.4;21.3;21.6;7.9
4638;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2021;1.0;34.3;35.5;10.1;10.5;10.9;2.3;23.8;24.7;7.7
4639;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: ink. onbekend;2022;0.9;28.3;30.8;10.0;8.4;9.1;2.3;20.0;21.7;7.7
4640;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2007;19.5;864.8;44.3;10.7;387.8;19.9;3.2;477.0;24.4;7.5
4641;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2008;20.1;733.9;36.5;10.2;301.1;15.0;2.9;432.7;21.5;7.1
4642;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2009;16.9;628.0;37.2;10.0;258.2;15.3;2.9;369.8;21.9;6.9
4643;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2010;14.1;559.5;39.8;12.3;174.5;12.4;3.1;385.0;27.4;9.2
4644;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2011;10.3;419.8;40.6;10.7;131.1;12.7;2.5;288.7;27.9;8.1
4645;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2012;11.5;446.2;39.0;10.0;141.4;12.3;2.4;304.7;26.6;7.6
4646;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2013;9.8;379.3;38.6;11.3;118.4;12.0;2.8;260.9;26.5;8.5
4647;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2014;9.3;375.8;40.5;10.2;119.2;12.8;2.4;256.6;27.6;7.8
4648;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2015;9.0;365.8;40.5;10.0;117.7;13.0;2.4;248.1;27.4;7.6
4649;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2016;8.0;369.4;46.3;11.6;104.1;13.0;2.8;265.3;33.2;8.8
4650;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2017;4.1;182.1;44.6;11.3;57.6;14.1;2.7;124.4;30.5;8.5
4651;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2018;4.7;205.9;43.9;10.1;65.3;13.9;2.4;140.6;30.0;7.7
4652;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2019;4.4;221.7;50.7;10.0;73.0;16.7;2.3;148.7;34.0;7.7
4653;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2020;4.9;267.7;54.7;11.0;82.7;16.9;2.6;185.0;37.8;8.3
4654;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2021;4.6;256.1;55.3;12.1;81.2;17.5;2.9;174.9;37.7;9.2
4655;Relatie met overledene: overige relatie;Gestandaardiseerd inkomen: onbekend;2022;4.2;218.1;51.7;13.6;69.5;16.5;3.4;148.6;35.2;10.2
4656;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2007;0.2;-3.0;-13.5;-3.0;0.1;0.5;0.0;-3.1;-14.0;-3.2
4657;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2008;0.2;-1.5;-7.1;-1.9;0.3;1.2;0.0;-1.8;-8.3;-2.1
4658;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2009;0.2;-2.7;-13.9;-4.5;0.0;0.1;0.0;-2.7;-14.0;-4.5
4659;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2010;0.2;-2.8;-14.8;-3.1;0.1;0.3;0.0;-2.9;-15.1;-3.2
4660;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2011;0.2;-3.7;-18.3;-2.5;0.1;0.3;0.0;-3.8;-18.6;-2.6
4661;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2012;0.3;-2.0;-7.8;-1.4;0.0;0.1;0.0;-2.1;-7.8;-1.4
4662;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2013;0.3;-3.3;-12.9;-2.7;0.1;0.4;0.0;-3.4;-13.3;-2.7
4663;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2014;0.3;-18.5;-55.4;-2.6;0.2;0.5;0.0;-18.6;-55.9;-2.7
4664;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2015;0.3;-4.2;-13.7;-3.3;0.0;0.1;0.0;-4.2;-13.7;-3.3
4665;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2016;0.3;-3.3;-10.9;-3.1;0.0;0.1;0.0;-3.4;-11.1;-3.2
4666;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2017;0.4;-5.5;-12.8;-2.6;0.1;0.2;0.0;-5.6;-13.0;-2.7
4667;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2018;0.4;-4.4;-10.4;-2.0;0.2;0.4;0.0;-4.6;-10.7;-2.2
4668;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2019;0.4;-4.3;-10.9;-2.5;0.1;0.3;0.0;-4.5;-11.1;-2.7
4669;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2020;0.4;-3.2;-8.9;-2.8;0.0;0.1;0.0;-3.2;-9.0;-2.8
4670;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2021;0.5;-4.7;-10.1;-1.7;0.0;0.0;0.0;-4.7;-10.1;-1.7
4671;Relatie met overledene: overige relatie;Netto verkr.: tot 0 euro;2022;0.4;-6.3;-14.9;-2.6;0.1;0.3;0.0;-6.5;-15.2;-2.8
4672;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2007;1.3;0.6;0.5;0.5;0.0;0.0;0.0;0.6;0.5;0.5
4673;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2008;1.3;0.6;0.5;0.5;0.0;0.0;0.0;0.6;0.4;0.5
4674;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2009;1.0;0.4;0.5;0.5;0.0;0.0;0.0;0.4;0.5;0.5
4675;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2010;0.8;0.4;0.5;0.6;0.0;0.0;0.0;0.4;0.5;0.6
4676;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2011;1.1;0.6;0.5;0.6;0.0;0.0;0.0;0.6;0.5;0.6
4677;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2012;1.2;0.7;0.6;0.6;0.0;0.0;0.0;0.7;0.6;0.6
4678;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2013;1.2;0.7;0.6;0.6;0.0;0.0;0.0;0.7;0.6;0.6
4679;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2014;1.5;0.9;0.6;0.6;0.0;0.0;0.0;0.9;0.6;0.6
4680;Relatie met overledene: overige relatie;Netto verkr.: 0 tot 1 000 euro;2015;1.7;1.0;0.6;0.6;0.0;0.0;0.0;1.0;0.6;0.6
