ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9;PlaatsnaamVolgnummer_10
3433;Manen;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Manen                      ;1724
3434;Mantgum;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Mantgum                    ;1023
3435;Mantinge;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Mantinge                   ;6258
3436;Maranatha (Zustercomplex);770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Maranatha (Zustercomplex)  ;4057
3437;Maren;808;Lith                       ;111;Maaskant                                ;30;NB. ;nee;nee;Maren                      ;4234
3438;Maren-Kessel;808;Lith                       ;111;Maaskant                                ;30;NB. ;ja ;nee;Maren-Kessel               ;4235
3439;Margraten;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;ja ;Margraten                  ;5004
3440;Maria Gewanden;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Maria Gewanden             ;4843
3441;Maria Parochie;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Maria Parochie             ;1418
3442;Mariadorp;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Mariadorp                  ;4799
3443;Mariaheide;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Mariaheide                 ;4554
3444;Mariahoeve;518;'s-Gravenhage              ;79;'s-Gravenhage                           ;28;ZH. ;nee;nee;Mariahoeve                 ;3028
3445;Mariahoop;902;Echt                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee;Mariahoop                  ;4785
3446;Mariahout;1659;Laarbeek                   ;115;Industriegebied Helmond                 ;30;NB. ;ja ;nee;Mariahout                  ;5485
3447;Mariarade;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Mariarade                  ;4844
3448;Marijenkampen;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Marijenkampen              ;1382
3449;Mariënberg;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Mariënberg                 ;1196
3450;Mariëndaal;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Mariëndaal                 ;1555
3451;Mariëndijk;565;Naaldwijk                  ;81;Westland                                ;28;ZH. ;nee;nee;Mariëndijk                 ;3145
3452;Mariënheem;177;Raalte                     ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Mariënheem                 ;1331
3453;Mariënvelde;278;Ruurlo                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Mariënvelde                ;2038
3454;Mariënwaard;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;nee;nee;Mariënwaard                ;4979
3455;Markelerbroek;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Markelerbroek              ;6311
3456;Markelo;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee;Markelo                    ;6312
3457;Marken;852;Waterland                  ;57;Waterland                               ;27;NH. ;ja ;nee;Marken                     ;4461
3458;Markenbinnen;365;Graft-De Rijp              ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Markenbinnen               ;2484
3459;Markluiden;246;Heerde                     ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;nee;nee;Markluiden                 ;1846
3460;Marknesse;171;Noordoostpolder            ;128;Noordoostpolder                         ;24;Fle.;ja ;nee;Marknesse                  ;1277
3461;Markvelde;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Markvelde                  ;6313
3462;Marle;163;Hellendoorn                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Marle                      ;1222
3463;Marle;174;Olst                       ;22;Zuidwest-Overijssel                     ;23;O.  ;ja ;nee;Marle                      ;1292
3464;Marrum;1722;Ferwerderadiel             ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Marrum                     ;6093
3465;Mars, De;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Mars, De                   ;1658
3466;Marsdijk;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Marsdijk                   ;1659
3467;718;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Marssum                    ;718
3468;5;3;Appingedam                 ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Marsum                     ;5
3469;167;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Martenshoek                ;167
3470;221;25;Marum                      ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;ja ;Marum                      ;221
3471;Marwijksoord;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Marwijksoord               ;5717
3472;Mastenbroek (ged.);1896;Zwartewaterland            ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Mastenbroek (ged.)         ;6349
3473;Mastenbroek (ged.);166;Kampen                     ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Mastenbroek (ged.)         ;1251
3474;Mastwijk;335;Montfoort                  ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Mastwijk                   ;2350
3475;334;48;Vlagtwedde                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Maten                      ;334
3476;Mathijseind;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Mathijseind                ;5414
3477;Matsloot;1699;Noordenveld                ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Matsloot                   ;5901
3478;Maurik;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Maurik                     ;1660
3479;Maxet;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Maxet                      ;4897
3480;Mechelen;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Mechelen                   ;6189
3481;Meddo;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Meddo                      ;2125
3482;Medemblik;420;Medemblik                  ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;ja ;Medemblik                  ;2706
3483;Meeden;1987;Menterwolde                ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee;Meeden                     ;6380
3484;80;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;ja ;nee;Meedhuizen                 ;80
3485;Meele, De;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Meele, De                  ;1071
3486;Meemortel;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Meemortel                  ;5996
3487;Meene, De;298;Zelhem                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee;Meene, De                  ;2173
3488;836;98;Weststellingwerf           ;9;Fries zandgebied                        ;21;F.  ;nee;nee;Meente, De                 ;836
3489;Meer;186;Vriezenveen                ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Meer                       ;1428
3490;Meerdijk;867;Waalwijk                   ;106;Langstraat                              ;30;NB. ;nee;nee;Meerdijk                   ;4601
3491;Meeren;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Meeren                     ;4269
3492;Meerestein;375;Beverwijk                  ;59;IJmond                                  ;27;NH. ;nee;nee;Meerestein                 ;2534
3493;Meerkerk;707;Zederik                    ;78;Vijfheerenlanden                        ;28;ZH. ;ja ;nee;Meerkerk                   ;3714
3494;256;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee;Meerland                   ;256
3495;Meerlo;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Meerlo                     ;5295
3496;Meerlo-Wanssum;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;nee;ja ;Meerlo-Wanssum             ;5296
3497;Meern, De;344;Utrecht                    ;47;Stad Utrecht                            ;26;U.  ;ja ;nee;Meern, De                  ;2387
3498;Meers;971;Stein                      ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Meers                      ;5169
3499;Meerssen;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;ja ;Meerssen                   ;5027
3500;Meertenpolder;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Meertenpolder              ;1661
3501;Meerveldhoven;861;Veldhoven                  ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Meerveldhoven              ;4571
3502;Meerven;770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Meerven                    ;4058
3503;168;18;Hoogezand-Sappemeer        ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Meerwijck                  ;168
3504;Meerwijk;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Meerwijk                   ;4188
3505;Meeuwen;738;Aalburg                    ;105;Land van Altena                         ;30;NB. ;ja ;nee;Meeuwen                    ;3895
3506;Meeuwenplaat;599;Rotterdam                  ;84;Rotterdam                               ;28;ZH. ;nee;nee;Meeuwenplaat               ;3264
3507;Meezenbroek;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Meezenbroek                ;4845
3508;Megchelen;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;ja ;nee;Megchelen                  ;1802
3509;Megelsum;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Megelsum                   ;5297
3510;Megen;828;Oss                        ;111;Maaskant                                ;30;NB. ;ja ;nee;Megen                      ;4333
3511;Meierkamp;381;Bussum                     ;67;Overige gemeenten in het Gooi           ;27;NH. ;nee;nee;Meierkamp                  ;2550
3512;Meije (ged.);632;Woerden                    ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Meije (ged.)               ;3395
3513;Meije (ged.);497;Bodegraven                 ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Meije (ged.)               ;2965
3514;Meijel;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;ja ;Meijel                     ;5042
3515;Meijldoorn;844;Schijndel                  ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Meijldoorn                 ;4369
3516;Meinerswijk;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Meinerswijk                ;1556
3517;Mekkelholt;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Mekkelholt                 ;1131
3518;Mekkelhorst;168;Losser                     ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Mekkelhorst                ;1267
3519;Melderslo;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Melderslo                  ;5347
3520;Melick;1669;Roerdalen                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee;Melick                     ;5564
3521;Meliskerke;717;Veere                      ;96;Overige gemeenten Walcheren             ;29;Z.  ;ja ;nee;Meliskerke                 ;3818
3522;Melissant;504;Dirksland                  ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;nee;Melissant                  ;2995
3523;Melle;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Melle                      ;4510
3524;Melleschet;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Melleschet                 ;5201
3525;Mellinkmaat;260;Lichtenvoorde              ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Mellinkmaat                ;1891
3526;719;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Menaldum                   ;719
3527;720;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;ja ;Menaldumadeel              ;720
3528;Mengelenberg;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;nee;nee;Mengelenberg               ;1610
3529;Mennonietenbuurt;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Mennonietenbuurt           ;3853
3530;Mensingeweer;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Mensingeweer               ;5526
3531;Menterwolde;1987;Menterwolde                ;3;Groninger Oldambt                       ;20;Gr. ;nee;ja ;Menterwolde                ;6381
3532;Menzel;1721;Bernheze                   ;111;Maaskant                                ;30;NB. ;nee;nee;Menzel                     ;6073
3533;988;119;Meppel                     ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;ja ;Meppel                     ;988
3534;913;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee;Meppen                     ;913
3535;Merkelbeek;881;Onderbanken                ;125;Oostelijke Mijnstreek                   ;31;L.  ;ja ;nee;Merkelbeek                 ;4689
3536;Merm;1734;Overbetuwe                 ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Merm                       ;6287
3537;Merselo;984;Venray                     ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Merselo                    ;5238
3538;Mertel;855;Tilburg                    ;107;Tilburg                                 ;30;NB. ;nee;nee;Mertel                     ;4487
3539;204;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Merum                      ;204
3540;Merum;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Merum                      ;5115
3541;Mesch;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Mesch                      ;4800
3542;Meteren;236;Geldermalsen               ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee;Meteren                    ;1795
3543;Meterik;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Meterik                    ;5348
3544;521;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Metslawier                 ;521
3545;Meulunteren-De Valk;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee;Meulunteren-De Valk        ;1725
3546;Mheer;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Mheer                      ;5005
3547;Midbuul;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee;Midbuul                    ;5997
3548;Middel;174;Olst                       ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Middel                     ;1293
3549;Middel;479;Zaanstad                   ;58;Zaanstreek                              ;27;NH. ;nee;nee;Middel                     ;2887
3550;Middelaar;944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Middelaar                  ;5053
3551;Middelbeers;823;Oirschot                   ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Middelbeers                ;4290
3552;108;14;Groningen                  ;7;Stad Groningen                          ;20;Gr. ;nee;nee;Middelbert                 ;108
3553;Middelburg;595;Reeuwijk                   ;74;Gouda en omstreken                      ;28;ZH. ;nee;nee;Middelburg                 ;3234
3554;Middelburg;687;Middelburg                 ;95;Kanaalzone Walcheren                    ;29;Z.  ;ja ;ja ;Middelburg                 ;3612
3555;Middeldijk;489;Barendrecht                ;86;Westelijk IJsselmonde                   ;28;ZH. ;nee;nee;Middeldijk                 ;2941
3556;Middelharnis;559;Middelharnis               ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;ja ;Middelharnis               ;3134
3557;Middelie;478;Zeevang                    ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Middelie                   ;2866
3558;Middelijk;1507;Horst aan de Maas          ;120;Noord-Limburg                           ;31;L.  ;nee;nee;Middelijk                  ;5349
3559;Middelkoop;707;Zederik                    ;78;Vijfheerenlanden                        ;28;ZH. ;nee;nee;Middelkoop                 ;3715
3560;Middelrode;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Middelrode                 ;4388
3561;Middelsluis;611;Cromstrijen                ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee;Middelsluis                ;3304
3562;205;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee;Middelstum                 ;205
3563;Midden-Drenthe;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;ja ;Midden-Drenthe             ;6259
3564;Middenbeemster;370;Beemster                   ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee;Middenbeemster             ;2501
3565;Middenmeer;463;Wieringermeer              ;51;Wieringen, Wieringermeer                ;27;NH. ;ja ;nee;Middenmeer                 ;2833
3566;Middentocht;880;Wormerland                 ;58;Zaanstreek                              ;27;NH. ;nee;nee;Middentocht                ;4673
3567;Middenveld;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Middenveld                 ;6260
3568;Midlaren;1730;Tynaarlo                   ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee;Midlaren                   ;6214
3569;633;72;Harlingen                  ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Midlum                     ;633
3570;819;93;Terschelling               ;13;Friese Waddeneilanden                   ;21;F.  ;ja ;nee;Midsland                   ;819
3571;257;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee;Midwolda                   ;257
3572;184;22;Leek                       ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee;Midwolde                   ;184
3573;Midwoud;529;Noorder-Koggenland         ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee;Midwoud                    ;3049
3574;Midzomer;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Midzomer                   ;5943
3575;616;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee;Miedum                     ;616
3576;676;80;Leeuwarden                 ;11;Leeuwarden                              ;21;F.  ;ja ;nee;Miedum                     ;676
3577;Mierlo;814;Mierlo                     ;115;Industriegebied Helmond                 ;30;NB. ;ja ;ja ;Mierlo                     ;4262
3578;Mierlo-Hout;794;Helmond                    ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee;Mierlo-Hout                ;4167
3579;Mijdrecht;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;nee;Mijdrecht                  ;3854
3580;Mijnden;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Mijnden                    ;2315
3581;Mijnsheerenland;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee;Mijnsheerenland            ;3195
3582;Mijzenpolder;458;Schermer                   ;56;Noordhollands Middengewest              ;27;NH. ;nee;nee;Mijzenpolder               ;2805
3583;Mijzerkoog;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee;Mijzerkoog                 ;3122
3584;Mijzijde;632;Woerden                    ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee;Mijzijde                   ;3396
3585;644;74;Heerenveen                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Mildam                     ;644
3586;Mildert;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Mildert                    ;5073
3587;Milheeze;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Milheeze                   ;5415
3588;Mill;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;ja ;nee;Mill                       ;4270
3589;Mill en Sint Hubert;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;ja ;Mill en Sint Hubert        ;4271
3590;Millen;974;Susteren                   ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Millen                     ;5181
3591;Millengen;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Millengen                  ;1072
3592;Millingen aan de Rijn;265;Millingen aan de Rijn      ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;ja ;Millingen aan de Rijn      ;1937
3593;Milsbeek;907;Gennep                     ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Milsbeek                   ;4812
3594;Milschot;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Milschot                   ;5416
3595;Milt;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;nee;nee;Milt                       ;1803
3596;Mingersberg;986;Voerendaal                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Mingersberg                ;5261
3597;Minkeloos;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee;Minkeloos                  ;3625
3598;Minkmaat;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee;Minkmaat                   ;1132
3599;568;63;het Bildt                  ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Minnertsga                 ;568
3600;Mirns;653;Gaasterlân-Sleat           ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Mirns                      ;3459
3601;Miste;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee;Miste                      ;2126
3602;522;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Moddergat                  ;522
3603;Moer, De;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Moer, De                   ;4251
3604;Moer, Het;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee;Moer, Het                  ;5944
3605;Moerbeek;412;Niedorp                    ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee;Moerbeek                   ;2680
3606;Moerdijk;1709;Moerdijk                   ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;ja ;ja ;Moerdijk                   ;6021
3607;Moeren, De;879;Zundert                    ;104;Gebied om Breda                         ;30;NB. ;nee;nee;Moeren, De                 ;4662
3608;Moergestel;824;Oisterwijk                 ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Moergestel                 ;4307
3609;Moerhuizen;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                     ;28;ZH. ;nee;nee;Moerhuizen                 ;5543
3610;Moerkapelle;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                     ;28;ZH. ;ja ;nee;Moerkapelle                ;5544
3611;Moerkerken;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee;Moerkerken                 ;3196
3612;Moerslag;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee;Moerslag                   ;5006
3613;Moerstraten;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;ja ;nee;Moerstraten                ;5632
3614;Moesdijk;988;Weert                      ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Moesdijk                   ;5282
3615;Moesel;988;Weert                      ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Moesel                     ;5283
3616;Moespot-Leeuwte;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee;Moespot-Leeuwte            ;1383
3617;Molecaten;269;Oldebroek                  ;32;IJsselmeerkust                          ;25;Gld.;nee;nee;Molecaten                  ;1985
3618;Molenaarsbuurt, 's-;484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee;Molenaarsbuurt, 's-        ;2930
3619;Molenaarsgraaf;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;ja ;nee;Molenaarsgraaf             ;3670
3620;Molenbaan;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Molenbaan                  ;5043
3621;Molenbeek;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Molenbeek                  ;1557
3622;Molenberg;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Molenberg                  ;4846
3623;Moleneind;823;Oirschot                   ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee;Moleneind                  ;4291
3624;Moleneind;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Moleneind                  ;4252
3625;Moleneind;1696;Wijdemeren                 ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee;Moleneind                  ;5868
3626;Moleneind;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Moleneind                  ;3515
3627;Moleneind;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee;Moleneind                  ;4002
3628;Molengat;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Molengat                   ;4272
3629;Molenheide;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee;Molenheide                 ;4273
3630;Molenhoek;675;Hontenisse                 ;100;Overige gem.  Oost-Zeeuwsch-Vlaanderen  ;29;Z.  ;nee;nee;Molenhoek                  ;3533
3631;Molenhoek;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee;Molenhoek                  ;4189
3632;Molenhoek;225;Druten                     ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Molenhoek                  ;1699
3633;Molenhoek (ged.);944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;ja ;nee;Molenhoek (ged.)           ;5054
3634;Molenhoek (ged.);252;Heumen                     ;40;Gebied om Nijmegen                      ;25;Gld.;nee;nee;Molenhoek (ged.)           ;1861
3635;Molenpolder;297;Zaltbommel                 ;42;Bommelerwaard                           ;25;Gld.;nee;nee;Molenpolder                ;2163
3636;Molenrij;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Molenrij                   ;5527
3637;Molenschot;784;Gilze en Rijen             ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee;Molenschot                 ;4123
3638;Molenstraat;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee;Molenstraat                ;4157
3639;Molenstraat;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Molenstraat                ;4253
3640;Molenveld;770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee;Molenveld                  ;4059
3641;Molenvliet;716;Tholen                     ;94;Sint Philipsland en Tholen              ;29;Z.  ;nee;nee;Molenvliet                 ;3797
3642;Molenwijk;562;Monster                    ;81;Westland                                ;28;ZH. ;nee;nee;Molenwijk                  ;3139
3643;Molenwijk;755;Boekel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee;Molenwijk                  ;3952
3644;867;104;Nijefurd                   ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Molkwerum                  ;867
3645;Molsberg;965;Simpelveld                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Molsberg                   ;5159
3646;Monnickendam;852;Waterland                  ;57;Waterland                               ;27;NH. ;ja ;nee;Monnickendam               ;4462
3647;Monnikenhuizen;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Monnikenhuizen             ;1558
3648;Monster;562;Monster                    ;81;Westland                                ;28;ZH. ;ja ;ja ;Monster                    ;3140
