ID;Kenmerken;Perioden;LichamelijkZwaarWerk_1;VeelKrachtMoetenZetten_2;VoortdurendZelfdeHoudingBovenlichaam_3;OngemakkelijkeHoudingBovenlichaam_4;RepeterendWerkMetArmenOfHanden_5;WerkWaarbijMenBezweetRaakt_6;LageLichamelijkeBelasting_7;HogeLichamelijkeBelasting_8;PreventieVoorOverbelasting_9;EnigerleiLichamelijkeBelasting_10;KlachtenAanBovensteLedematen_11;Ziekteverzuim_12;NaarHuisarts_13;NaarSpecialist_14;NaarZiekenhuis_15;GebruikVoertuigOpHetWerk_16;GebruikTrillendeApparaten_17;EnigerleiBelastingDoorTrilling_18;KlachtenAanBovensteLedematen_19;Ziekteverzuim_20;NaarHuisarts_21;NaarSpecialist_22;NaarZiekenhuis_23;VuilWerk_24;StankOpWerk_25;GevaarlijkWerk_26;LawaaiOpHetWerk_27;LawaaiOverstemmen_28;OordopjesOmLawaaiTeOverstemmen_29;InPloegendienstWerken_30;SAvondsEnOfSNachtsWerken_31;InWeekeindeWerken_32;LidVakbond_33;GoedeWerksfeer_34;WelEensConflictenMetChef_35;WelEensConflictenMetCollegaS_36;PlezierInHetWerk_37;DiscriminatieNaarSekse_38;DiscriminatieNaarHuidskleur_39
211;5000d Commerciële dienstverlening;2000;14;18;47.0;12.0;45.0;5.0;35.0;26.0;38.0;80.0;43.0;18.0;35.0;9.0;1.0;10.0;6.0;18.0;17.0;;;;;12;6;3;12;14;27.0;9;64;64;18.0;87;15.0;16.0;92;2;2.0
212;5000d Commerciële dienstverlening;2001;16;20;49.0;12.0;46.0;8.0;33.0;28.0;40.0;83.0;41.0;20.0;33.0;13.0;1.0;12.0;6.0;18.0;20.0;20.0;28.0;10.0;0.0;14;5;3;13;13;23.0;8;64;61;16.0;86;;;92;3;2.0
213;5000d Commerciële dienstverlening;2002;14;20;50.0;11.0;47.0;7.0;33.0;29.0;43.0;82.0;43.0;19.0;37.0;12.0;1.0;10.0;5.0;18.0;18.0;;;;;13;5;3;13;14;34.0;8;64;62;15.0;85;;;91;2;2.0
214;5000d Commerciële dienstverlening;2003;14;18;;;;;;;;;;;;;;;;;;;;;;13;4;4;14;14;21.0;7;62;61;;84;;;92;1;1.0
215;5000d Commerciële dienstverlening;2004;14;17;;;;;;;;;;;;;;;;;;;;;;13;5;4;13;14;30.0;7;61;60;17.0;84;;;91;2;2.0
216;G Reparatie van consumentenartikelen ..;1997;21;29;35.0;12.0;41.0;7.0;30.0;36.0;30.0;82.0;39.0;13.0;30.0;8.0;3.0;10.0;10.0;26.0;9.0;;;;;20;6;3;10;15;26.0;4;66;72;14.0;82;;;92;2;2.0
217;G Reparatie van consumentenartikelen ..;1998;14;25;41.0;12.0;39.0;6.0;33.0;37.0;31.0;80.0;33.0;27.0;37.0;9.0;3.0;12.0;10.0;27.0;10.0;;;;;21;8;4;13;15;19.0;4;67;71;13.0;83;;;92;1;2.0
218;G Reparatie van consumentenartikelen ..;1999;20;30;36.0;10.0;40.0;5.0;33.0;36.0;32.0;81.0;45.0;20.0;43.0;10.0;1.0;13.0;7.0;26.0;16.0;;;;;20;6;3;13;13;40.0;3;65;72;15.0;82;18.0;18.0;92;2;3.0
219;G Reparatie van consumentenartikelen ..;2000;17;26;35.0;13.0;39.0;5.0;32.0;36.0;31.0;78.0;43.0;17.0;39.0;9.0;0.0;12.0;9.0;25.0;12.0;;;;;18;7;3;10;13;37.0;5;61;68;13.0;88;16.0;14.0;92;0;1.0
220;G Reparatie van consumentenartikelen ..;2001;20;28;38.0;12.0;41.0;7.0;31.0;37.0;31.0;82.0;38.0;22.0;35.0;15.0;1.0;13.0;8.0;24.0;11.0;;;;;17;4;1;12;12;15.0;4;64;70;11.0;86;;;91;2;2.0
221;G Reparatie van consumentenartikelen ..;2002;18;30;38.0;15.0;43.0;9.0;32.0;42.0;37.0;78.0;44.0;21.0;36.0;12.0;2.0;9.0;10.0;21.0;10.0;;;;;20;5;2;12;15;37.0;4;63;72;11.0;89;;;94;2;2.0
222;G Reparatie van consumentenartikelen ..;2003;18;27;;;;;;;;;;;;;;;;;;;;;;19;5;3;13;12;15.0;5;58;68;;86;;;92;1;2.0
223;G Reparatie van consumentenartikelen ..;2004;17;26;;;;;;;;;;;;;;;;;;;;;;19;5;2;14;12;29.0;5;59;66;11.0;85;;;91;1;1.0
224;55 Logies-, maaltijden- en ..;1997;37;31;33.0;6.0;40.0;16.0;19.0;48.0;31.0;89.0;46.0;13.0;36.0;6.0;0.0;2.0;2.0;8.0;;;;;;14;6;2;24;26;;13;83;88;;89;;;92;3;1.0
225;55 Logies-, maaltijden- en ..;1998;37;28;31.0;11.0;43.0;11.0;17.0;54.0;31.0;89.0;23.0;;;;;3.0;1.0;10.0;;;;;;20;7;3;28;38;;18;86;91;24.0;87;;;91;3;2.0
226;55 Logies-, maaltijden- en ..;1999;24;28;34.0;13.0;37.0;15.0;29.0;45.0;26.0;81.0;38.0;;;;;6.0;2.0;10.0;;;;;;15;7;4;37;33;;15;80;88;28.0;90;21.0;9.0;92;3;1.0
227;55 Logies-, maaltijden- en ..;2000;33;28;30.0;13.0;42.0;11.0;26.0;49.0;36.0;88.0;52.0;27.0;35.0;14.0;1.0;1.0;5.0;11.0;;;;;;14;9;4;27;27;;21;90;93;23.0;88;12.0;21.0;92;2;3.0
228;55 Logies-, maaltijden- en ..;2001;32;32;34.0;14.0;41.0;16.0;21.0;49.0;38.0;87.0;42.0;;;;;0.0;2.0;5.0;;;;;;24;10;4;30;34;;19;83;86;18.0;93;;;94;4;1.0
229;55 Logies-, maaltijden- en ..;2002;35;33;33.0;14.0;43.0;17.0;22.0;56.0;38.0;86.0;40.0;;;;;2.0;1.0;6.0;;;;;;19;8;2;33;34;;10;83;90;11.0;85;;;91;2;3.0
230;55 Logies-, maaltijden- en ..;2003;25;25;;;;;;;;;;;;;;;;;;;;;;26;9;5;28;31;;11;86;92;;84;;;92;2;0.0
231;55 Logies-, maaltijden- en ..;2004;27;30;;;;;;;;;;;;;;;;;;;;;;20;9;4;31;30;;18;87;88;13.0;85;;;96;2;4.0
232;I Vervoer, opslag en communicatie;1997;26;32;62.0;16.0;50.0;14.0;20.0;42.0;42.0;93.0;41.0;12.0;21.0;7.0;0.0;38.0;10.0;43.0;31.0;;;;;20;12;10;19;22;;24;73;71;37.0;81;;;91;3;4.0
233;I Vervoer, opslag en communicatie;1998;21;26;55.0;13.0;48.0;11.0;29.0;36.0;44.0;87.0;33.0;21.0;42.0;11.0;0.0;40.0;6.0;47.0;28.0;;;;;17;9;7;20;21;;25;73;68;35.0;82;;;91;6;4.0
234;I Vervoer, opslag en communicatie;1999;16;28;60.0;20.0;55.0;13.0;25.0;38.0;48.0;89.0;45.0;22.0;42.0;17.0;2.0;34.0;10.0;43.0;32.0;;;;;19;10;9;20;21;;25;75;67;39.0;80;21.0;15.0;91;4;4.0
235;I Vervoer, opslag en communicatie;2000;16;19;60.0;15.0;45.0;5.0;33.0;28.0;41.0;84.0;42.0;29.0;48.0;11.0;3.0;28.0;8.0;34.0;30.0;;;;;10;6;8;20;21;;19;71;73;32.0;79;22.0;16.0;91;5;6.0
236;I Vervoer, opslag en communicatie;2001;19;22;58.0;11.0;44.0;9.0;32.0;31.0;45.0;85.0;44.0;23.0;35.0;9.0;2.0;37.0;8.0;44.0;30.0;;;;;16;10;7;23;18;;22;67;64;31.0;81;;;92;3;5.0
237;I Vervoer, opslag en communicatie;2002;16;22;56.0;9.0;50.0;7.0;28.0;30.0;47.0;87.0;43.0;26.0;42.0;14.0;2.0;37.0;7.0;44.0;29.0;;;;;15;9;11;22;21;;23;72;66;30.0;79;;;86;3;7.0
238;I Vervoer, opslag en communicatie;2003;27;29;;;;;;;;;;;;;;;;;;;;;;13;7;10;27;23;;18;69;69;;83;;;93;3;
239;I Vervoer, opslag en communicatie;2004;19;20;;;;;;;;;;;;;;;;;;;;;;17;10;9;20;21;35.0;15;65;65;31.0;80;;;86;1;2.0
240;J Financiële instellingen;1997;1;1;59.0;6.0;45.0;0.0;46.0;1.0;31.0;81.0;31.0;;;;;0.0;0.0;1.0;;;;;;0;1;0;9;11;;3;57;44;;91;;;94;4;2.0
241;J Financiële instellingen;1998;0;0;50.0;3.0;39.0;0.0;48.0;1.0;39.0;73.0;23.0;;;;;0.0;0.0;2.0;;;;;;0;1;1;8;8;;2;54;45;14.0;87;;;93;1;1.0
242;J Financiële instellingen;1999;1;1;60.0;8.0;44.0;0.0;46.0;4.0;49.0;85.0;41.0;18.0;30.0;5.0;0.0;0.0;0.0;0.0;;;;;;0;0;0;8;8;;1;57;40;24.0;87;14.0;12.0;93;2;2.0
243;J Financiële instellingen;2000;1;1;61.0;8.0;55.0;0.0;44.0;3.0;53.0;79.0;38.0;;;;;1.0;0.0;1.0;;;;;;1;1;0;6;6;;5;48;37;12.0;95;12.0;17.0;94;4;1.0
244;J Financiële instellingen;2001;1;1;64.0;8.0;56.0;0.0;42.0;2.0;60.0;83.0;34.0;;;;;0.0;0.0;0.0;;;;;;1;0;1;5;10;;1;52;36;20.0;93;;;93;3;1.0
245;J Financiële instellingen;2002;1;1;64.0;6.0;54.0;0.0;48.0;1.0;59.0;83.0;50.0;17.0;30.0;5.0;0.0;0.0;0.0;1.0;;;;;;1;2;0;4;6;;3;44;28;10.0;93;;;92;1;0.0
246;J Financiële instellingen;2003;1;2;;;;;;;;;;;;;;;;;;;;;;1;0;0;8;5;;1;48;36;;86;;;93;2;1.0
247;J Financiële instellingen;2004;2;0;;;;;;;;;;;;;;;;;;;;;;0;1;0;5;4;;0;49;32;15.0;86;;;89;1;1.0
248;K VH en handel in onroerend goed, ..;1997;7;7;57.0;11.0;41.0;4.0;45.0;12.0;23.0;79.0;36.0;16.0;30.0;12.0;2.0;3.0;2.0;6.0;;;;;;6;3;1;5;9;;4;65;58;;82;;;91;3;0.0
249;K VH en handel in onroerend goed, ..;1998;9;9;58.0;8.0;45.0;5.0;40.0;14.0;31.0;80.0;36.0;17.0;27.0;10.0;0.0;1.0;3.0;9.0;;;;;;5;4;1;5;8;;4;64;55;15.0;83;;;92;3;1.0
250;K VH en handel in onroerend goed, ..;1999;7;8;55.0;10.0;46.0;6.0;40.0;13.0;28.0;79.0;40.0;12.0;24.0;7.0;0.0;3.0;2.0;7.0;;;;;;6;3;3;8;8;;2;59;53;12.0;79;16.0;9.0;90;3;2.0
251;K VH en handel in onroerend goed, ..;2000;8;9;57.0;9.0;50.0;6.0;40.0;13.0;40.0;79.0;41.0;11.0;26.0;7.0;1.0;5.0;3.0;10.0;;;;;;7;6;2;7;10;;4;61;54;17.0;87;13.0;15.0;91;2;2.0
252;K VH en handel in onroerend goed, ..;2001;10;11;57.0;13.0;51.0;6.0;36.0;18.0;42.0;82.0;46.0;16.0;29.0;12.0;1.0;3.0;4.0;8.0;;;;;;9;4;2;6;7;;4;61;51;11.0;84;;;93;3;2.0
253;K VH en handel in onroerend goed, ..;2002;7;9;60.0;9.0;50.0;4.0;37.0;14.0;45.0;83.0;40.0;14.0;39.0;12.0;0.0;2.0;2.0;8.0;;;;;;7;3;2;5;6;;5;63;51;14.0;82;;;91;2;1.0
254;K VH en handel in onroerend goed, ..;2003;5;5;;;;;;;;;;;;;;;;;;;;;;5;2;3;5;10;;4;62;50;;83;;;93;1;1.0
255;K VH en handel in onroerend goed, ..;2004;7;9;;;;;;;;;;;;;;;;;;;;;;8;3;3;7;10;48.0;4;59;53;17.0;85;;;92;3;1.0
256;7500b Niet-commerciële ..;1997;20;21;36.0;13.0;30.0;7.0;39.0;28.0;42.0;74.0;43.0;17.0;32.0;10.0;1.0;4.0;4.0;10.0;18.0;;;;;8;7;4;13;18;20.0;11;60;54;33.0;82;;;94;3;3.0
257;7500b Niet-commerciële ..;1998;20;22;36.0;13.0;30.0;7.0;40.0;30.0;42.0;73.0;38.0;21.0;40.0;16.0;1.0;4.0;4.0;9.0;15.0;;;;;8;7;3;12;19;16.0;13;62;55;34.0;85;;;94;3;2.0
258;7500b Niet-commerciële ..;1999;19;18;38.0;12.0;30.0;6.0;41.0;29.0;45.0;75.0;43.0;20.0;40.0;12.0;1.0;4.0;4.0;9.0;11.0;;;;;9;7;5;11;17;14.0;10;60;55;33.0;83;13.0;15.0;94;3;2.0
259;7500b Niet-commerciële ..;2000;20;19;35.0;13.0;33.0;5.0;37.0;31.0;47.0;76.0;46.0;15.0;32.0;9.0;0.0;4.0;4.0;9.0;17.0;;;;;9;7;5;13;17;15.0;11;59;55;29.0;85;15.0;14.0;94;2;1.0
260;7500b Niet-commerciële ..;2001;20;21;39.0;15.0;36.0;7.0;37.0;30.0;47.0;76.0;46.0;22.0;40.0;12.0;1.0;5.0;5.0;10.0;20.0;;;;;9;7;5;12;17;18.0;11;59;54;29.0;86;;;92;3;2.0
261;7500b Niet-commerciële ..;2002;21;22;37.0;14.0;35.0;6.0;36.0;32.0;52.0;77.0;44.0;20.0;39.0;10.0;1.0;3.0;4.0;8.0;13.0;;;;;8;8;3;13;18;12.0;12;61;55;33.0;86;;;94;2;2.0
262;7500b Niet-commerciële ..;2003;21;21;;;;;;;;;;;;;;;;;;;;;;10;8;4;13;17;19.0;11;59;55;;88;;;94;2;2.0
263;7500b Niet-commerciële ..;2004;20;21;;;;;;;;;;;;;;;;;;;;;;10;6;5;11;17;14.0;13;60;57;32.0;87;;;95;2;2.0
264;75 Openbaar bestuur, ..;1997;8;8;47.0;8.0;34.0;6.0;41.0;17.0;40.0;80.0;35.0;19.0;35.0;10.0;1.0;10.0;6.0;16.0;;;;;;7;6;7;13;17;52.0;11;55;46;36.0;84;;;91;7;6.0
265;75 Openbaar bestuur, ..;1998;7;10;48.0;11.0;35.0;5.0;45.0;17.0;52.0;76.0;30.0;22.0;45.0;23.0;1.0;11.0;6.0;18.0;23.0;;;;;8;8;6;11;13;;13;57;47;44.0;88;;;93;5;4.0
266;75 Openbaar bestuur, ..;1999;5;7;53.0;9.0;34.0;5.0;43.0;15.0;50.0;79.0;36.0;18.0;41.0;14.0;2.0;9.0;4.0;13.0;;;;;;8;5;8;7;13;;7;59;48;38.0;83;18.0;20.0;92;4;3.0
267;75 Openbaar bestuur, ..;2000;6;9;49.0;8.0;39.0;2.0;37.0;18.0;51.0;79.0;37.0;16.0;27.0;10.0;0.0;10.0;5.0;16.0;0.0;;;;;9;4;8;11;12;;11;55;46;34.0;87;20.0;14.0;92;5;2.0
268;75 Openbaar bestuur, ..;2001;8;10;59.0;12.0;45.0;7.0;40.0;18.0;56.0;81.0;40.0;18.0;43.0;14.0;3.0;12.0;7.0;16.0;;;;;;10;8;8;11;13;;11;54;48;29.0;89;;;92;3;3.0
269;75 Openbaar bestuur, ..;2002;4;6;57.0;9.0;49.0;5.0;35.0;15.0;61.0;85.0;39.0;22.0;39.0;8.0;1.0;6.0;4.0;9.0;;;;;;5;4;6;9;11;;8;53;46;38.0;92;;;94;3;3.0
270;75 Openbaar bestuur, ..;2003;9;8;;;;;;;;;;;;;;;;;;;;;;10;6;8;9;13;;10;59;47;;93;;;93;2;1.0
271;75 Openbaar bestuur, ..;2004;6;9;;;;;;;;;;;;;;;;;;;;;;6;4;10;9;14;39.0;8;58;51;41.0;89;;;94;3;4.0
272;80 Onderwijs;1997;7;7;31.0;9.0;19.0;3.0;59.0;10.0;20.0;58.0;43.0;16.0;28.0;13.0;1.0;0.0;2.0;5.0;;;;;;2;2;0;19;29;7.0;1;66;46;44.0;86;;;94;3;2.0
273;80 Onderwijs;1998;6;4;28.0;7.0;16.0;2.0;62.0;10.0;12.0;51.0;42.0;20.0;47.0;25.0;2.0;1.0;1.0;4.0;;;;;;2;3;2;13;27;2.0;0;63;41;44.0;87;;;93;1;2.0
274;80 Onderwijs;1999;5;3;29.0;6.0;20.0;2.0;61.0;7.0;20.0;57.0;44.0;13.0;32.0;9.0;0.0;0.0;2.0;6.0;;;;;;3;2;0;14;27;5.0;1;65;45;31.0;88;11.0;14.0;94;3;0.0
275;80 Onderwijs;2000;4;3;27.0;9.0;21.0;1.0;59.0;11.0;21.0;57.0;43.0;9.0;27.0;4.0;0.0;1.0;1.0;5.0;;;;;;3;4;2;18;27;2.0;1;63;46;36.0;89;11.0;11.0;94;2;1.0
276;80 Onderwijs;2001;4;3;28.0;8.0;23.0;0.0;58.0;9.0;26.0;57.0;43.0;16.0;37.0;10.0;1.0;2.0;1.0;5.0;;;;;;2;1;1;15;30;0.0;0;60;46;38.0;88;;;90;3;1.0
277;80 Onderwijs;2002;5;4;26.0;7.0;23.0;2.0;57.0;9.0;26.0;62.0;45.0;11.0;26.0;6.0;0.0;1.0;3.0;5.0;;;;;;4;3;0;19;31;2.0;0;70;51;32.0;91;;;96;1;1.0
278;80 Onderwijs;2003;5;5;;;;;;;;;;;;;;;;;;;;;;3;2;1;18;29;4.0;0;62;49;;90;;;93;3;3.0
279;80 Onderwijs;2004;4;4;;;;;;;;;;;;;;;;;;;;;;2;1;1;15;26;1.0;1;65;54;40.0;90;;;95;2;1.0
280;85 Gezondheids- en welzijnszorg;1997;35;36;30.0;17.0;29.0;8.0;30.0;43.0;57.0;77.0;45.0;17.0;32.0;9.0;1.0;1.0;4.0;7.0;;;;;;9;8;4;10;12;8.0;18;58;58;28.0;84;;;95;2;2.0
281;85 Gezondheids- en welzijnszorg;1998;34;37;27.0;19.0;28.0;8.0;29.0;44.0;57.0;79.0;40.0;23.0;41.0;10.0;1.0;0.0;3.0;5.0;;;;;;8;6;2;11;16;10.0;22;63;62;27.0;85;;;95;2;2.0
282;85 Gezondheids- en welzijnszorg;1999;32;32;31.0;16.0;29.0;6.0;33.0;44.0;59.0;79.0;46.0;24.0;39.0;10.0;1.0;2.0;3.0;7.0;;;;;;9;9;4;9;14;7.0;18;58;61;33.0;85;12.0;13.0;95;2;2.0
283;85 Gezondheids- en welzijnszorg;2000;35;35;30.0;18.0;32.0;7.0;26.0;49.0;62.0;82.0;53.0;18.0;36.0;8.0;0.0;2.0;3.0;6.0;;;;;;9;9;5;11;14;7.0;16;59;59;24.0;84;13.0;14.0;94;1;1.0
284;85 Gezondheids- en welzijnszorg;2001;34;37;30.0;19.0;34.0;10.0;31.0;47.0;55.0;79.0;51.0;27.0;43.0;12.0;1.0;1.0;4.0;7.0;;;;;;11;9;5;10;13;6.0;17;59;58;26.0;86;;;93;3;2.0
285;85 Gezondheids- en welzijnszorg;2002;37;39;29.0;18.0;31.0;8.0;28.0;49.0;64.0;79.0;44.0;22.0;40.0;13.0;1.0;1.0;3.0;6.0;;;;;;9;11;3;10;13;8.0;18;60;56;33.0;87;;;95;1;2.0
286;85 Gezondheids- en welzijnszorg;2003;33;34;;;;;;;;;;;;;;;;;;;;;;12;11;4;10;13;10.0;17;55;56;;87;;;96;2;1.0
287;85 Gezondheids- en welzijnszorg;2004;33;34;;;;;;;;;;;;;;;;;;;;;;13;9;4;8;14;6.0;21;58;57;24.0;86;;;95;2;2.0
288;9000e Milieu, cultuur, recreatie en ..;1997;18;20;45.0;17.0;47.0;10.0;26.0;32.0;28.0;82.0;49.0;17.0;31.0;7.0;0.0;11.0;7.0;17.0;;;;;;20;13;2;18;20;;7;68;71;;68;;;93;1;1.0
289;9000e Milieu, cultuur, recreatie en ..;1998;23;24;55.0;14.0;49.0;14.0;26.0;42.0;28.0;86.0;39.0;14.0;29.0;13.0;1.0;8.0;5.0;12.0;;;;;;20;11;1;13;22;;6;67;69;22.0;81;;;95;1;3.0
290;9000e Milieu, cultuur, recreatie en ..;1999;23;19;47.0;13.0;43.0;11.0;30.0;38.0;30.0;85.0;48.0;20.0;52.0;19.0;2.0;8.0;8.0;16.0;;;;;;19;9;5;17;20;;2;61;65;27.0;69;7.0;11.0;93;2;0.0
291;9000e Milieu, cultuur, recreatie en ..;2000;20;17;41.0;14.0;47.0;8.0;32.0;36.0;32.0;83.0;43.0;9.0;33.0;16.0;0.0;5.0;8.0;18.0;;;;;;17;7;2;11;17;;7;64;78;28.0;76;19.0;17.0;93;3;0.0
292;9000e Milieu, cultuur, recreatie en ..;2001;22;21;51.0;19.0;48.0;10.0;20.0;34.0;39.0;90.0;49.0;18.0;32.0;8.0;1.0;6.0;9.0;17.0;;;;;;15;9;4;16;17;;5;64;67;27.0;77;;;95;1;3.0
293;9000e Milieu, cultuur, recreatie en ..;2002;21;19;45.0;16.0;44.0;10.0;34.0;35.0;36.0;81.0;52.0;23.0;45.0;8.0;3.0;7.0;9.0;17.0;;;;;;16;9;4;17;25;;11;64;74;23.0;68;;;93;3;1.0
294;9000e Milieu, cultuur, recreatie en ..;2003;21;17;;;;;;;;;;;;;;;;;;;;;;15;10;3;20;21;;5;70;78;;83;;;93;1;1.0
295;9000e Milieu, cultuur, recreatie en ..;2004;21;18;;;;;;;;;;;;;;;;;;;;;;18;9;2;18;21;;6;65;77;22.0;85;;;95;2;0.0
