ID;SIC2008;Countries;Periods;NumberOfActiveEnterprises_1;NetTurnover_2;ValueOfOutput_3;ValueAddedAtFactorCost_4;TotalPurchasesOfGoodsAndServices_5;PurchasesOfGoodsAndServicesPurch_6;EmployeeBenefitsExpense_7;GrossInvestmentInTangibleNonCurr_8;NumberOfSelfEmployedPersons_9;TotalIntraMuralRDExpenditure_10;TotalNumberOfRDPersonnel_11
233;B-S excluding O and excluding S94;Cape Verde;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
234;B-S excluding O and excluding S94;Cameroon;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
235;B-S excluding O and excluding S94;Cameroon;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
236;B-S excluding O and excluding S94;Qatar;2021;10.0;25.0;19.0;10.0;18.0;8.0;8.0;0.0;0.0;;
237;B-S excluding O and excluding S94;Qatar;2022;10.0;51.0;40.0;16.0;35.0;11.0;6.0;1.0;0.0;;
238;B-S excluding O and excluding S94;Kazakhstan;2021;5.0;;;;;;;;0.0;;
239;B-S excluding O and excluding S94;Kazakhstan;2022;5.0;;;;;;;;0.0;;
240;B-S excluding O and excluding S94;Kenya;2021;0.0;;;;;;;;;;
241;B-S excluding O and excluding S94;Kenya;2022;0.0;;;;;;;;;;
242;B-S excluding O and excluding S94;Kosovo;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
243;B-S excluding O and excluding S94;Kosovo;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
244;B-S excluding O and excluding S94;Kyrgyz;2021;0.0;;;;;;;0.0;;;
245;B-S excluding O and excluding S94;Kyrgyz;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
246;B-S excluding O and excluding S94;Kiribati;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
247;B-S excluding O and excluding S94;Kiribati;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
248;B-S excluding O and excluding S94;Kuwait;2021;10.0;;;;;;;;0.0;;
249;B-S excluding O and excluding S94;Kuwait;2022;10.0;4345.0;204.0;85.0;4260.0;4141.0;23.0;;0.0;;
250;B-S excluding O and excluding S94;Croatia;2021;10.0;4.0;4.0;2.0;2.0;0.0;2.0;;;;
251;B-S excluding O and excluding S94;Croatia;2022;5.0;6.0;4.0;2.0;4.0;2.0;1.0;;0.0;;
252;B-S excluding O and excluding S94;Laos;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
253;B-S excluding O and excluding S94;Laos;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
254;B-S excluding O and excluding S94;Lesotho;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
255;B-S excluding O and excluding S94;Lesotho;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
256;B-S excluding O and excluding S94;Latvia;2021;5.0;;;;;;;;;;
257;B-S excluding O and excluding S94;Latvia;2022;5.0;;;;;;;;;;
258;B-S excluding O and excluding S94;Lebanon;2021;0.0;;;;;;;;;;
259;B-S excluding O and excluding S94;Lebanon;2022;5.0;;;;;;;;;;
260;B-S excluding O and excluding S94;Liberia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
261;B-S excluding O and excluding S94;Liberia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
262;B-S excluding O and excluding S94;Libya;2021;5.0;;;;;;;;;;
263;B-S excluding O and excluding S94;Libya;2022;0.0;;;;;;;;;;
264;B-S excluding O and excluding S94;Liechtenstein;2021;15.0;;;;;;;;;;
265;B-S excluding O and excluding S94;Liechtenstein;2022;15.0;187.0;261.0;182.0;139.0;61.0;37.0;9.0;1.0;;
266;B-S excluding O and excluding S94;Lithuania;2021;25.0;27.0;20.0;9.0;19.0;7.0;5.0;1.0;0.0;;
267;B-S excluding O and excluding S94;Lithuania;2022;25.0;36.0;27.0;12.0;27.0;9.0;7.0;1.0;0.0;;
268;B-S excluding O and excluding S94;Luxembourg;2021;270.0;2923.0;2181.0;898.0;2033.0;740.0;395.0;65.0;5.0;;
269;B-S excluding O and excluding S94;Luxembourg;2022;340.0;5088.0;3287.0;1230.0;3878.0;1795.0;626.0;92.0;9.0;;
270;B-S excluding O and excluding S94;Macao;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
271;B-S excluding O and excluding S94;Macao;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
272;B-S excluding O and excluding S94;Macedonia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
273;B-S excluding O and excluding S94;Macedonia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
274;B-S excluding O and excluding S94;Madagascar;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
275;B-S excluding O and excluding S94;Madagascar;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
276;B-S excluding O and excluding S94;Malawi;2021;0.0;;;;;;;;;;
277;B-S excluding O and excluding S94;Malawi;2022;0.0;;;;;;;;;;
278;B-S excluding O and excluding S94;Maldives;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
279;B-S excluding O and excluding S94;Maldives;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
280;B-S excluding O and excluding S94;Malaysia;2021;45.0;1475.0;1274.0;138.0;1343.0;219.0;75.0;9.0;1.0;;
281;B-S excluding O and excluding S94;Malaysia;2022;35.0;804.0;631.0;136.0;665.0;176.0;60.0;8.0;1.0;;
282;B-S excluding O and excluding S94;Mali;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
283;B-S excluding O and excluding S94;Mali;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
284;B-S excluding O and excluding S94;Malta;2021;20.0;24.0;9.0;7.0;18.0;15.0;5.0;0.0;0.0;;
285;B-S excluding O and excluding S94;Malta;2022;25.0;14.0;8.0;5.0;9.0;7.0;1.0;0.0;0.0;;
286;B-S excluding O and excluding S94;Man;2021;10.0;;;;;;;;0.0;;
287;B-S excluding O and excluding S94;Man;2022;5.0;;;;;;;;0.0;;
288;B-S excluding O and excluding S94;Morocco;2021;10.0;24.0;13.0;7.0;17.0;11.0;3.0;0.0;0.0;;
289;B-S excluding O and excluding S94;Morocco;2022;10.0;28.0;13.0;7.0;21.0;15.0;3.0;0.0;0.0;;
290;B-S excluding O and excluding S94;Marshall Islands;2021;0.0;;;;;;;;;;
291;B-S excluding O and excluding S94;Marshall Islands;2022;0.0;;;;;;;;;;
292;B-S excluding O and excluding S94;Mauritania;2021;0.0;;;;;;;0.0;0.0;;
293;B-S excluding O and excluding S94;Mauritania;2022;0.0;;;;;;;0.0;0.0;;
294;B-S excluding O and excluding S94;Mauritius;2021;5.0;;;;;;;;;;
295;B-S excluding O and excluding S94;Mauritius;2022;5.0;;;;;;;;;;
296;B-S excluding O and excluding S94;Mexico;2021;30.0;763.0;284.0;138.0;663.0;489.0;81.0;8.0;1.0;;
297;B-S excluding O and excluding S94;Mexico;2022;30.0;811.0;318.0;131.0;713.0;493.0;83.0;16.0;1.0;;
298;B-S excluding O and excluding S94;Micronesia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
299;B-S excluding O and excluding S94;Micronesia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
300;B-S excluding O and excluding S94;Moldova;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
301;B-S excluding O and excluding S94;Moldova;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
302;B-S excluding O and excluding S94;Mongolia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
303;B-S excluding O and excluding S94;Mongolia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
304;B-S excluding O and excluding S94;Montenegro;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
305;B-S excluding O and excluding S94;Montenegro;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
306;B-S excluding O and excluding S94;Montserrat;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
307;B-S excluding O and excluding S94;Montserrat;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
308;B-S excluding O and excluding S94;Mozambique;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
309;B-S excluding O and excluding S94;Mozambique;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
310;B-S excluding O and excluding S94;Myanmar;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
311;B-S excluding O and excluding S94;Myanmar;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
312;B-S excluding O and excluding S94;Namibia;2021;0.0;;;;;;;0.0;0.0;;
313;B-S excluding O and excluding S94;Namibia;2022;0.0;;;;;;;0.0;0.0;;
314;B-S excluding O and excluding S94;Nauru;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
315;B-S excluding O and excluding S94;Nauru;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
316;B-S excluding O and excluding S94;Netherlands Antilles;2021;;;;;;;;;;;
317;B-S excluding O and excluding S94;Netherlands Antilles;2022;;;;;;;;;;;
318;B-S excluding O and excluding S94;Nepal;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
319;B-S excluding O and excluding S94;Nepal;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
320;B-S excluding O and excluding S94;Nicaragua;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
321;B-S excluding O and excluding S94;Nicaragua;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
322;B-S excluding O and excluding S94;New Caledonia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
323;B-S excluding O and excluding S94;New Caledonia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
324;B-S excluding O and excluding S94;New Zealand;2021;25.0;;;;;;;;;;
325;B-S excluding O and excluding S94;New Zealand;2022;25.0;;;;;;;;;;
326;B-S excluding O and excluding S94;Niger;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
327;B-S excluding O and excluding S94;Niger;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
328;B-S excluding O and excluding S94;Nigeria;2021;5.0;;;;;;;;;;
329;B-S excluding O and excluding S94;Nigeria;2022;0.0;;;;;;;;;;
330;B-S excluding O and excluding S94;Niue;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
331;B-S excluding O and excluding S94;Niue;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
332;B-S excluding O and excluding S94;Northern Mariana Islands;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
333;B-S excluding O and excluding S94;Northern Mariana Islands;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
334;B-S excluding O and excluding S94;North Korea;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
335;B-S excluding O and excluding S94;North Korea;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
336;B-S excluding O and excluding S94;Norway;2021;200.0;4678.0;3705.0;1568.0;3347.0;1048.0;673.0;260.0;9.0;;
337;B-S excluding O and excluding S94;Norway;2022;205.0;6136.0;4997.0;1814.0;4512.0;1119.0;824.0;238.0;10.0;;
338;B-S excluding O and excluding S94;Norfolk Island;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
339;B-S excluding O and excluding S94;Norfolk Island;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
340;B-S excluding O and excluding S94;Ukraine;2021;10.0;20.0;10.0;6.0;14.0;10.0;2.0;0.0;;;
341;B-S excluding O and excluding S94;Ukraine;2022;5.0;;;;;;;;;;
342;B-S excluding O and excluding S94;Uzbekistan;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
343;B-S excluding O and excluding S94;Uzbekistan;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
344;B-S excluding O and excluding S94;Oman;2021;5.0;;;;;;;;;;
345;B-S excluding O and excluding S94;Oman;2022;5.0;;;;;;;9.0;0.0;;
346;B-S excluding O and excluding S94;Austria;2021;170.0;5620.0;4048.0;1994.0;3884.0;1612.0;689.0;83.0;10.0;;
347;B-S excluding O and excluding S94;Austria;2022;170.0;7277.0;5236.0;1832.0;5799.0;2171.0;820.0;129.0;13.0;;
348;B-S excluding O and excluding S94;Pakistan;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
349;B-S excluding O and excluding S94;Pakistan;2022;0.0;;;;;;;;;;
350;B-S excluding O and excluding S94;Palau;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
351;B-S excluding O and excluding S94;Palau;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
352;B-S excluding O and excluding S94;Occupied Palestinian Territory;2021;0.0;;;;;;;0.0;;;
353;B-S excluding O and excluding S94;Occupied Palestinian Territory;2022;0.0;;;;;;;;;;
354;B-S excluding O and excluding S94;Panama;2021;5.0;;;;;;;;;;
355;B-S excluding O and excluding S94;Panama;2022;0.0;;;;;;;0.0;0.0;;
356;B-S excluding O and excluding S94;Papua New Guinea;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
357;B-S excluding O and excluding S94;Papua New Guinea;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
358;B-S excluding O and excluding S94;Paraguay;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
359;B-S excluding O and excluding S94;Paraguay;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
360;B-S excluding O and excluding S94;Peru;2021;0.0;;;;;;;;;;
361;B-S excluding O and excluding S94;Peru;2022;0.0;;;;;;;;;;
362;B-S excluding O and excluding S94;Pitcairn Islands;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
363;B-S excluding O and excluding S94;Pitcairn Islands;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
364;B-S excluding O and excluding S94;Poland;2021;55.0;104.0;64.0;37.0;68.0;41.0;27.0;1.0;1.0;;
365;B-S excluding O and excluding S94;Poland;2022;60.0;433.0;384.0;132.0;302.0;50.0;55.0;2.0;1.0;;
366;B-S excluding O and excluding S94;Portugal;2021;45.0;251.0;116.0;49.0;203.0;136.0;45.0;7.0;1.0;;
367;B-S excluding O and excluding S94;Portugal;2022;55.0;287.0;156.0;65.0;222.0;131.0;44.0;46.0;1.0;;
368;B-S excluding O and excluding S94;Romania;2021;10.0;;;;;;;;;;
369;B-S excluding O and excluding S94;Romania;2022;25.0;44.0;31.0;9.0;34.0;13.0;6.0;3.0;0.0;;
370;B-S excluding O and excluding S94;Russia;2021;60.0;1180.0;518.0;212.0;980.0;668.0;101.0;41.0;3.0;;
371;B-S excluding O and excluding S94;Russia;2022;60.0;1206.0;608.0;237.0;988.0;613.0;108.0;27.0;3.0;;
372;B-S excluding O and excluding S94;Rwanda;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
373;B-S excluding O and excluding S94;Rwanda;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
374;B-S excluding O and excluding S94;St Kitts and Nevis;2021;0.0;;;;;;;;;;
375;B-S excluding O and excluding S94;St Kitts and Nevis;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
376;B-S excluding O and excluding S94;St Vincent and the Grenadines;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
377;B-S excluding O and excluding S94;St Vincent and the Grenadines;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
378;B-S excluding O and excluding S94;Solomon Islands;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
379;B-S excluding O and excluding S94;Solomon Islands;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
380;B-S excluding O and excluding S94;Samoa;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
381;B-S excluding O and excluding S94;Samoa;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
382;B-S excluding O and excluding S94;San Marino;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
383;B-S excluding O and excluding S94;San Marino;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
384;B-S excluding O and excluding S94;Sao Tome and Principe;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
385;B-S excluding O and excluding S94;Sao Tome and Principe;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
386;B-S excluding O and excluding S94;Saudi Arabia;2021;15.0;10666.0;10454.0;1723.0;9449.0;604.0;438.0;;4.0;;
387;B-S excluding O and excluding S94;Saudi Arabia;2022;15.0;12966.0;9664.0;304.0;13018.0;3560.0;424.0;241.0;3.0;;
388;B-S excluding O and excluding S94;Senegal;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
389;B-S excluding O and excluding S94;Senegal;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
390;B-S excluding O and excluding S94;Serbia;2021;0.0;;;;;;;;;;
391;B-S excluding O and excluding S94;Serbia;2022;0.0;;;;;;;;;;
392;B-S excluding O and excluding S94;Seychelles;2021;0.0;;;;;;;;;;
393;B-S excluding O and excluding S94;Seychelles;2022;0.0;;;;;;;;;;
394;B-S excluding O and excluding S94;Sierra Leone;2021;0.0;;;;;;;;;;
395;B-S excluding O and excluding S94;Sierra Leone;2022;0.0;;;;;;;;;;
396;B-S excluding O and excluding S94;Singapore;2021;145.0;2315.0;1411.0;531.0;1817.0;914.0;260.0;;;;
397;B-S excluding O and excluding S94;Singapore;2022;160.0;3388.0;1635.0;642.0;2769.0;1764.0;308.0;;;;
398;B-S excluding O and excluding S94;Saint Helena,Ascension,Tristan da Cunha;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
399;B-S excluding O and excluding S94;Saint Helena,Ascension,Tristan da Cunha;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
400;B-S excluding O and excluding S94;St Lucia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
401;B-S excluding O and excluding S94;St Lucia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
402;B-S excluding O and excluding S94;Saint Maarten (Dutch part);2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
403;B-S excluding O and excluding S94;Saint Maarten (Dutch part);2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
404;B-S excluding O and excluding S94;Slovenia;2021;10.0;;;;;;;;;;
405;B-S excluding O and excluding S94;Slovenia;2022;5.0;;;;;;;0.0;;;
406;B-S excluding O and excluding S94;Slovakia;2021;15.0;;;;;;;;;;
407;B-S excluding O and excluding S94;Slovakia;2022;15.0;167.0;144.0;28.0;140.0;23.0;21.0;;0.0;;
408;B-S excluding O and excluding S94;Sudan;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
409;B-S excluding O and excluding S94;Sudan;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
410;B-S excluding O and excluding S94;Somalia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
411;B-S excluding O and excluding S94;Somalia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
412;B-S excluding O and excluding S94;Spain;2021;230.0;5128.0;3748.0;2284.0;2735.0;1249.0;549.0;188.0;11.0;;
413;B-S excluding O and excluding S94;Spain;2022;230.0;7046.0;5076.0;2554.0;4309.0;1772.0;615.0;152.0;12.0;;
414;B-S excluding O and excluding S94;Sri Lanka;2021;0.0;;;;;;;0.0;0.0;;
415;B-S excluding O and excluding S94;Sri Lanka;2022;0.0;;;;;;;0.0;0.0;;
416;B-S excluding O and excluding S94;Suriname;2021;10.0;1.0;1.0;1.0;1.0;0.0;0.0;;;;
417;B-S excluding O and excluding S94;Suriname;2022;5.0;2.0;2.0;1.0;1.0;0.0;0.0;;;;
418;B-S excluding O and excluding S94;Swaziland;2021;;;;;;;;;;;
419;B-S excluding O and excluding S94;Swaziland;2022;;;;;;;;;;;
420;B-S excluding O and excluding S94;Syria;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
421;B-S excluding O and excluding S94;Syria;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
422;B-S excluding O and excluding S94;Tajikistan;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
423;B-S excluding O and excluding S94;Tajikistan;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
424;B-S excluding O and excluding S94;Taiwan;2021;140.0;4043.0;928.0;269.0;3841.0;3123.0;227.0;30.0;3.0;;
425;B-S excluding O and excluding S94;Taiwan;2022;140.0;4841.0;1855.0;1002.0;3932.0;2997.0;224.0;12.0;3.0;;
426;B-S excluding O and excluding S94;Tanzania;2021;0.0;;;;;;;;;;
427;B-S excluding O and excluding S94;Tanzania;2022;0.0;;;;;;;;;;
428;B-S excluding O and excluding S94;Thailand;2021;20.0;;;;;;;;0.0;;
429;B-S excluding O and excluding S94;Thailand;2022;20.0;1162.0;884.0;117.0;1048.0;281.0;61.0;;1.0;;
430;B-S excluding O and excluding S94;Timor-Leste;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
431;B-S excluding O and excluding S94;Timor-Leste;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
432;B-S excluding O and excluding S94;Togo;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
433;B-S excluding O and excluding S94;Togo;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
434;B-S excluding O and excluding S94;Tokelau;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
435;B-S excluding O and excluding S94;Tokelau;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
436;B-S excluding O and excluding S94;Tonga;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
437;B-S excluding O and excluding S94;Tonga;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
438;B-S excluding O and excluding S94;Trinidad and Tobago;2021;0.0;;;;;;;;;;
439;B-S excluding O and excluding S94;Trinidad and Tobago;2022;0.0;;;;;;;;;;
440;B-S excluding O and excluding S94;Chad;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
441;B-S excluding O and excluding S94;Chad;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
442;B-S excluding O and excluding S94;Czech Republic;2021;40.0;125.0;61.0;31.0;94.0;64.0;28.0;3.0;0.0;;
443;B-S excluding O and excluding S94;Czech Republic;2022;40.0;200.0;140.0;81.0;128.0;61.0;67.0;13.0;1.0;;
444;B-S excluding O and excluding S94;Tunisia;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
445;B-S excluding O and excluding S94;Tunisia;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
446;B-S excluding O and excluding S94;Turkey;2021;175.0;2228.0;1445.0;435.0;1822.0;780.0;316.0;24.0;4.0;;
447;B-S excluding O and excluding S94;Turkey;2022;180.0;2697.0;1402.0;525.0;2183.0;1258.0;384.0;47.0;6.0;;
448;B-S excluding O and excluding S94;Turkmenistan;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
449;B-S excluding O and excluding S94;Turkmenistan;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
450;B-S excluding O and excluding S94;Turks and Caicos islands;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
451;B-S excluding O and excluding S94;Turks and Caicos islands;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
452;B-S excluding O and excluding S94;Tuvalu;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
453;B-S excluding O and excluding S94;Tuvalu;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
454;B-S excluding O and excluding S94;Uganda;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
455;B-S excluding O and excluding S94;Uganda;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
456;B-S excluding O and excluding S94;Uruguay;2021;0.0;;;;;;;;;;
457;B-S excluding O and excluding S94;Uruguay;2022;0.0;;;;;;;;;;
458;B-S excluding O and excluding S94;Vanuatu;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
459;B-S excluding O and excluding S94;Vanuatu;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
460;B-S excluding O and excluding S94;Vatican City;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
461;B-S excluding O and excluding S94;Vatican City;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
462;B-S excluding O and excluding S94;Venezuela;2021;0.0;;;;;;;;;;
463;B-S excluding O and excluding S94;Venezuela;2022;0.0;;;;;;;0.0;;;
464;B-S excluding O and excluding S94;United Kingdom;2021;1920.0;145575.0;75385.0;19660.0;129034.0;71189.0;7741.0;1867.0;119.0;;
465;B-S excluding O and excluding S94;United Kingdom;2022;2125.0;204297.0;105654.0;24787.0;182279.0;99209.0;8820.0;2579.0;125.0;;
466;B-S excluding O and excluding S94;United Arab Emirates;2021;60.0;857.0;593.0;198.0;672.0;274.0;95.0;20.0;2.0;;
467;B-S excluding O and excluding S94;United Arab Emirates;2022;50.0;1205.0;864.0;416.0;773.0;327.0;124.0;18.0;2.0;;
468;B-S excluding O and excluding S94;United States;2021;3410.0;244102.0;140944.0;41112.0;212865.0;104182.0;19823.0;5827.0;266.0;;
469;B-S excluding O and excluding S94;United States;2022;3450.0;295901.0;173787.0;51113.0;249821.0;123644.0;22634.0;6082.0;283.0;;
470;B-S excluding O and excluding S94;United States Minor Outlying Islands;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
471;B-S excluding O and excluding S94;United States Minor Outlying Islands;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
472;B-S excluding O and excluding S94;Viet Nam;2021;0.0;;;;;;;0.0;0.0;;
