ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
465;J Informatie en communicatie;Waarde;2017;0.7;0.3;0.3;0.3;0.2;0.3;0.1;0.0
466;J Informatie en communicatie;Waarde;2018;1.0;0.6;0.3;0.3;0.5;0.3;0.1;0.1
467;J Informatie en communicatie;Waarde;2019;0.8;0.5;0.3;0.1;0.5;0.3;0.0;0.0
468;J Informatie en communicatie;Waarde;2020;0.9;0.4;0.6;0.4;0.7;0.2;0.1;0.0
469;J Informatie en communicatie;Waarde;2021;0.3;0.2;0.2;0.2;0.2;0.2;0.0;0.0
470;J Informatie en communicatie;Waarde;2022;0.7;0.4;0.3;0.2;0.2;0.4;0.1;0.0
471;J Informatie en communicatie;Waarde;2023;1.1;0.4;0.7;0.6;0.5;0.5;0.1;0.0
472;J Informatie en communicatie;Waarde;2024;1.2;0.5;0.7;0.5;0.4;0.8;0.0;0.1
473;J Informatie en communicatie;Ondergrens 95%-interval;2014;0.5;0.2;0.2;0.1;0.2;0.1;0.0;0.0
474;J Informatie en communicatie;Ondergrens 95%-interval;2015;0.3;0.1;0.2;0.1;0.1;0.2;0.0;0.0
475;J Informatie en communicatie;Ondergrens 95%-interval;2016;0.5;0.1;0.3;0.2;0.2;0.1;0.0;0.0
476;J Informatie en communicatie;Ondergrens 95%-interval;2017;0.3;0.1;0.1;0.1;0.1;0.1;0.0;0.0
477;J Informatie en communicatie;Ondergrens 95%-interval;2018;0.6;0.3;0.1;0.1;0.2;0.1;0.0;0.0
478;J Informatie en communicatie;Ondergrens 95%-interval;2019;0.5;0.3;0.1;0.0;0.2;0.1;0.0;0.0
479;J Informatie en communicatie;Ondergrens 95%-interval;2020;0.5;0.2;0.3;0.2;0.4;0.1;0.0;0.0
480;J Informatie en communicatie;Ondergrens 95%-interval;2021;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0
481;J Informatie en communicatie;Ondergrens 95%-interval;2022;0.4;0.2;0.1;0.1;0.1;0.2;0.0;0.0
482;J Informatie en communicatie;Ondergrens 95%-interval;2023;0.7;0.2;0.4;0.3;0.2;0.3;0.0;0.0
483;J Informatie en communicatie;Ondergrens 95%-interval;2024;0.8;0.3;0.4;0.2;0.2;0.5;0.0;0.0
484;J Informatie en communicatie;Bovengrens 95%-interval;2014;1.4;0.9;0.9;0.6;0.9;0.8;0.5;
485;J Informatie en communicatie;Bovengrens 95%-interval;2015;1.4;0.7;1.1;0.7;0.7;1.1;;
486;J Informatie en communicatie;Bovengrens 95%-interval;2016;1.6;0.7;1.3;1.1;1.1;0.7;0.5;
487;J Informatie en communicatie;Bovengrens 95%-interval;2017;1.4;0.9;1.0;1.0;0.7;1.0;0.8;
488;J Informatie en communicatie;Bovengrens 95%-interval;2018;1.8;1.1;1.0;1.0;1.2;0.7;0.6;0.4
489;J Informatie en communicatie;Bovengrens 95%-interval;2019;1.4;1.0;0.6;0.4;0.9;0.7;0.3;
490;J Informatie en communicatie;Bovengrens 95%-interval;2020;1.6;0.9;1.2;1.0;1.3;0.6;0.7;
491;J Informatie en communicatie;Bovengrens 95%-interval;2021;0.8;0.5;0.7;0.7;0.5;0.7;;
492;J Informatie en communicatie;Bovengrens 95%-interval;2022;1.2;0.9;0.6;0.5;0.5;0.8;0.5;
493;J Informatie en communicatie;Bovengrens 95%-interval;2023;1.7;0.8;1.2;1.1;1.0;1.0;0.5;
494;J Informatie en communicatie;Bovengrens 95%-interval;2024;1.9;1.0;1.1;0.9;0.9;1.3;;0.4
495;K Financiële dienstverlening;Waarde;2014;0.6;0.4;0.2;0.2;0.2;0.2;0.2;0.0
496;K Financiële dienstverlening;Waarde;2015;0.7;0.4;0.3;0.3;0.4;0.2;0.1;0.0
497;K Financiële dienstverlening;Waarde;2016;0.5;0.3;0.3;0.2;0.2;0.1;0.2;0.0
498;K Financiële dienstverlening;Waarde;2017;1.0;0.4;0.5;0.5;0.3;0.3;0.2;0.1
499;K Financiële dienstverlening;Waarde;2018;0.6;0.3;0.4;0.3;0.2;0.4;0.0;0.0
500;K Financiële dienstverlening;Waarde;2019;0.8;0.4;0.4;0.3;0.4;0.3;0.1;0.0
501;K Financiële dienstverlening;Waarde;2020;0.6;0.3;0.3;0.2;0.2;0.2;0.1;0.0
502;K Financiële dienstverlening;Waarde;2021;0.5;0.1;0.4;0.1;0.4;0.0;0.1;0.0
503;K Financiële dienstverlening;Waarde;2022;0.7;0.2;0.5;0.4;0.2;0.4;0.1;0.0
504;K Financiële dienstverlening;Waarde;2023;0.7;0.3;0.3;0.2;0.5;0.1;0.0;0.1
505;K Financiële dienstverlening;Waarde;2024;0.3;0.1;0.2;0.2;0.1;0.2;0.0;0.0
506;K Financiële dienstverlening;Ondergrens 95%-interval;2014;0.3;0.1;0.1;0.1;0.1;0.0;0.1;0.0
507;K Financiële dienstverlening;Ondergrens 95%-interval;2015;0.4;0.2;0.1;0.1;0.2;0.1;0.0;0.0
508;K Financiële dienstverlening;Ondergrens 95%-interval;2016;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0
509;K Financiële dienstverlening;Ondergrens 95%-interval;2017;0.6;0.2;0.3;0.2;0.1;0.1;0.1;0.0
510;K Financiële dienstverlening;Ondergrens 95%-interval;2018;0.3;0.1;0.2;0.1;0.1;0.2;0.0;0.0
511;K Financiële dienstverlening;Ondergrens 95%-interval;2019;0.5;0.2;0.2;0.1;0.2;0.1;0.0;0.0
512;K Financiële dienstverlening;Ondergrens 95%-interval;2020;0.3;0.1;0.1;0.1;0.1;0.1;0.0;0.0
513;K Financiële dienstverlening;Ondergrens 95%-interval;2021;0.2;0.0;0.1;0.0;0.1;0.0;0.0;0.0
514;K Financiële dienstverlening;Ondergrens 95%-interval;2022;0.4;0.1;0.2;0.2;0.1;0.2;0.0;0.0
515;K Financiële dienstverlening;Ondergrens 95%-interval;2023;0.4;0.1;0.1;0.1;0.2;0.0;0.0;0.0
516;K Financiële dienstverlening;Ondergrens 95%-interval;2024;0.1;0.0;0.1;0.1;0.0;0.1;0.0;0.0
517;K Financiële dienstverlening;Bovengrens 95%-interval;2014;1.2;1.0;0.6;0.6;0.6;0.9;0.6;
518;K Financiële dienstverlening;Bovengrens 95%-interval;2015;1.3;0.9;0.7;0.7;0.9;0.6;0.4;
519;K Financiële dienstverlening;Bovengrens 95%-interval;2016;1.0;0.7;0.7;0.5;0.6;0.4;0.6;
520;K Financiële dienstverlening;Bovengrens 95%-interval;2017;1.6;0.9;1.1;1.0;0.8;0.8;0.6;0.5
521;K Financiële dienstverlening;Bovengrens 95%-interval;2018;1.3;1.1;0.7;0.6;0.5;1.1;0.2;
522;K Financiële dienstverlening;Bovengrens 95%-interval;2019;1.4;0.8;0.8;0.7;0.9;0.7;0.4;0.3
523;K Financiële dienstverlening;Bovengrens 95%-interval;2020;1.0;0.7;0.6;0.5;0.6;0.6;0.4;
524;K Financiële dienstverlening;Bovengrens 95%-interval;2021;1.3;0.6;1.1;0.5;1.2;;0.5;
525;K Financiële dienstverlening;Bovengrens 95%-interval;2022;1.2;0.6;1.0;0.9;0.6;0.9;0.6;
526;K Financiële dienstverlening;Bovengrens 95%-interval;2023;1.3;0.8;0.7;0.7;1.0;0.5;;0.6
527;K Financiële dienstverlening;Bovengrens 95%-interval;2024;0.8;0.6;0.5;0.5;0.4;0.7;;
528;L Verhuur en handel van onroerend goed;Waarde;2014;1.2;0.6;0.9;0.6;0.6;0.3;0.3;0.0
529;L Verhuur en handel van onroerend goed;Waarde;2015;1.2;0.5;0.7;0.7;0.2;0.7;0.0;0.3
530;L Verhuur en handel van onroerend goed;Waarde;2016;1.0;0.8;0.3;0.0;1.0;0.0;0.0;0.0
531;L Verhuur en handel van onroerend goed;Waarde;2017;1.6;0.2;1.4;1.4;1.1;0.3;0.2;0.0
532;L Verhuur en handel van onroerend goed;Waarde;2018;2.8;1.6;1.5;1.2;1.1;0.5;0.9;0.2
533;L Verhuur en handel van onroerend goed;Waarde;2019;2.0;1.1;0.9;0.4;1.6;0.2;0.2;0.0
534;L Verhuur en handel van onroerend goed;Waarde;2020;0.4;0.0;0.4;0.4;0.0;0.4;0.0;0.0
535;L Verhuur en handel van onroerend goed;Waarde;2021;0.9;0.2;0.8;0.8;0.7;0.2;0.0;0.0
536;L Verhuur en handel van onroerend goed;Waarde;2022;1.4;0.9;0.5;0.5;0.5;0.4;0.3;0.1
537;L Verhuur en handel van onroerend goed;Waarde;2023;1.2;0.7;0.5;0.2;0.6;0.2;0.4;0.0
538;L Verhuur en handel van onroerend goed;Waarde;2024;0.3;0.3;0.0;0.0;0.0;0.3;0.0;0.0
539;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2014;0.4;0.1;0.3;0.2;0.1;0.0;0.0;0.0
540;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2015;0.5;0.1;0.2;0.2;0.0;0.2;0.0;0.0
541;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2016;0.4;0.2;0.0;0.0;0.4;0.0;0.0;0.0
542;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2017;0.6;0.0;0.5;0.5;0.3;0.0;0.0;0.0
543;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2018;1.6;0.8;0.7;0.5;0.5;0.2;0.3;0.0
544;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2019;0.9;0.4;0.3;0.1;0.7;0.0;0.0;0.0
545;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2020;0.1;0.0;0.1;0.1;0.0;0.1;0.0;0.0
546;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2021;0.3;0.0;0.2;0.2;0.2;0.0;0.0;0.0
547;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2022;0.6;0.3;0.1;0.1;0.1;0.1;0.0;0.0
548;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2023;0.5;0.3;0.1;0.0;0.2;0.0;0.1;0.0
549;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2024;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0.0
550;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2014;3.1;2.3;2.8;2.6;2.4;1.9;2.1;
551;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2015;3.4;2.2;2.9;2.9;1.5;2.8;;2.2
552;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2016;2.7;2.4;1.9;;2.7;;;
553;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2017;4.2;1.5;4.0;4.0;3.8;2.0;1.5;
554;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2018;4.7;3.1;3.2;2.9;2.4;1.6;2.5;1.6
555;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2019;4.3;3.4;2.3;1.5;3.8;1.2;1.5;
556;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2020;3.0;;3.0;3.0;;3.0;;
557;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2021;2.5;1.2;2.3;2.3;2.2;1.6;;
558;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2022;3.2;2.5;2.0;2.0;2.2;1.8;1.9;1.0
559;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2023;2.7;2.0;1.8;1.5;1.9;1.2;1.6;
560;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2024;1.4;1.4;;;;1.4;;
561;M-N Zakelijke dienstverlening;Waarde;2014;2.3;1.2;1.3;0.8;1.3;0.4;0.4;0.1
562;M-N Zakelijke dienstverlening;Waarde;2015;2.3;1.2;1.1;0.8;1.6;0.3;0.3;0.1
563;M-N Zakelijke dienstverlening;Waarde;2016;2.7;1.3;1.3;1.0;1.7;0.4;0.3;0.3
564;M-N Zakelijke dienstverlening;Waarde;2017;2.4;1.1;1.3;0.9;1.6;0.3;0.3;0.1
565;M-N Zakelijke dienstverlening;Waarde;2018;2.6;1.5;1.1;0.7;1.9;0.3;0.3;0.1
566;M-N Zakelijke dienstverlening;Waarde;2019;2.6;1.4;1.2;0.9;1.7;0.4;0.2;0.1
567;M-N Zakelijke dienstverlening;Waarde;2020;2.2;1.0;1.2;0.9;1.6;0.2;0.3;0.1
568;M-N Zakelijke dienstverlening;Waarde;2021;2.1;1.0;1.1;0.9;1.4;0.4;0.1;0.2
569;M-N Zakelijke dienstverlening;Waarde;2022;2.0;0.9;1.1;0.7;1.4;0.3;0.2;0.1
570;M-N Zakelijke dienstverlening;Waarde;2023;2.2;1.3;0.9;0.6;1.5;0.4;0.2;0.1
571;M-N Zakelijke dienstverlening;Waarde;2024;1.9;0.9;1.1;0.8;1.3;0.4;0.2;0.1
572;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2014;1.9;0.9;1.0;0.6;1.0;0.2;0.3;0.1
573;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2015;1.9;1.0;0.9;0.6;1.3;0.2;0.2;0.0
574;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2016;2.3;1.0;1.0;0.7;1.3;0.2;0.2;0.2
575;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2017;2.0;0.8;1.0;0.7;1.2;0.2;0.2;0.0
576;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2018;2.3;1.3;0.8;0.5;1.6;0.2;0.2;0.0
577;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2019;2.2;1.1;0.9;0.7;1.4;0.3;0.1;0.1
578;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2020;1.9;0.8;1.0;0.6;1.3;0.1;0.2;0.0
579;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2021;1.7;0.7;0.8;0.6;1.1;0.2;0.1;0.1
580;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2022;1.6;0.7;0.8;0.5;1.1;0.2;0.1;0.0
581;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2023;1.9;1.0;0.7;0.5;1.2;0.3;0.1;0.0
582;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2024;1.6;0.7;0.9;0.6;1.1;0.2;0.1;0.0
583;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2014;2.8;1.5;1.7;1.1;1.7;0.7;0.7;0.3
584;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2015;2.7;1.6;1.4;1.0;2.0;0.5;0.5;0.2
585;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2016;3.2;1.7;1.6;1.3;2.1;0.6;0.5;0.5
586;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2017;2.8;1.4;1.7;1.2;1.9;0.6;0.5;0.2
587;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2018;3.1;1.9;1.3;0.9;2.2;0.5;0.4;0.2
588;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2019;3.0;1.7;1.5;1.1;2.1;0.6;0.4;0.3
589;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2020;2.7;1.3;1.5;1.1;1.9;0.4;0.5;0.2
590;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2021;2.6;1.3;1.5;1.2;1.7;0.7;0.3;0.4
591;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2022;2.3;1.2;1.4;0.9;1.7;0.5;0.3;0.3
592;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2023;2.6;1.6;1.1;0.9;1.8;0.6;0.3;0.2
593;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2024;2.3;1.1;1.4;1.1;1.6;0.5;0.3;0.2
594;M Specialistische zakelijke diensten;Waarde;2014;1.7;0.8;0.9;0.6;0.7;0.6;0.3;0.0
595;M Specialistische zakelijke diensten;Waarde;2015;1.2;0.7;0.5;0.2;0.7;0.2;0.3;0.0
596;M Specialistische zakelijke diensten;Waarde;2016;1.2;0.8;0.5;0.4;0.7;0.3;0.1;0.1
597;M Specialistische zakelijke diensten;Waarde;2017;1.7;0.9;0.8;0.5;1.2;0.4;0.0;0.0
598;M Specialistische zakelijke diensten;Waarde;2018;1.7;1.2;0.6;0.5;1.2;0.3;0.1;0.1
599;M Specialistische zakelijke diensten;Waarde;2019;1.5;0.9;0.6;0.5;0.9;0.4;0.2;0.1
600;M Specialistische zakelijke diensten;Waarde;2020;1.5;0.8;0.5;0.3;1.1;0.2;0.1;0.1
601;M Specialistische zakelijke diensten;Waarde;2021;0.9;0.4;0.5;0.5;0.7;0.2;0.1;0.0
602;M Specialistische zakelijke diensten;Waarde;2022;1.3;0.6;0.6;0.4;0.7;0.5;0.0;0.1
603;M Specialistische zakelijke diensten;Waarde;2023;1.3;0.9;0.4;0.3;0.9;0.3;0.1;0.1
604;M Specialistische zakelijke diensten;Waarde;2024;1.0;0.5;0.5;0.4;0.8;0.1;0.1;0.0
605;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2014;1.2;0.5;0.5;0.3;0.4;0.4;0.2;0.0
606;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2015;0.8;0.5;0.3;0.1;0.4;0.1;0.1;0.0
607;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2016;0.8;0.5;0.3;0.2;0.4;0.1;0.1;0.0
608;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2017;1.2;0.6;0.5;0.3;0.9;0.2;0.0;0.0
609;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2018;1.3;0.8;0.4;0.3;0.9;0.1;0.1;0.0
610;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2019;1.1;0.6;0.4;0.3;0.6;0.2;0.1;0.0
611;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2020;1.1;0.6;0.3;0.2;0.8;0.1;0.0;0.0
612;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2021;0.6;0.2;0.3;0.3;0.4;0.1;0.0;0.0
613;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2022;0.9;0.4;0.4;0.2;0.5;0.2;0.0;0.0
614;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2023;1.0;0.6;0.2;0.1;0.6;0.1;0.0;0.0
615;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2024;0.7;0.4;0.3;0.2;0.5;0.1;0.0;0.0
616;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2014;2.3;1.3;1.4;1.0;1.2;1.1;0.7;
617;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2015;1.7;1.1;0.9;0.5;1.1;0.5;0.6;0.3
618;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2016;1.8;1.3;0.9;0.7;1.2;0.6;0.4;0.4
619;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2017;2.3;1.4;1.2;0.9;1.8;0.8;0.2;
620;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2018;2.3;1.7;1.0;0.8;1.7;0.5;0.3;0.4
621;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2019;2.0;1.3;1.0;0.8;1.2;0.7;0.5;0.4
622;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2020;2.0;1.2;0.9;0.6;1.5;0.5;0.3;0.3
623;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2021;1.4;0.7;0.9;0.9;1.0;0.5;0.3;
624;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2022;1.8;1.0;1.1;0.7;1.1;0.8;0.1;0.5
625;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2023;1.8;1.3;0.7;0.5;1.3;0.5;0.2;0.3
626;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2024;1.4;0.8;0.8;0.7;1.1;0.3;0.3;0.3
627;N Verhuur en overige zakelijke diensten;Waarde;2014;2.9;1.5;1.7;1.0;1.9;0.2;0.5;0.3
628;N Verhuur en overige zakelijke diensten;Waarde;2015;3.2;1.7;1.7;1.2;2.4;0.3;0.4;0.1
629;N Verhuur en overige zakelijke diensten;Waarde;2016;4.1;1.8;2.0;1.6;2.6;0.5;0.5;0.5
630;N Verhuur en overige zakelijke diensten;Waarde;2017;3.0;1.2;1.8;1.2;1.8;0.3;0.6;0.2
631;N Verhuur en overige zakelijke diensten;Waarde;2018;3.4;1.8;1.5;0.9;2.5;0.4;0.4;0.1
632;N Verhuur en overige zakelijke diensten;Waarde;2019;3.5;1.9;1.7;1.2;2.6;0.5;0.3;0.2
633;N Verhuur en overige zakelijke diensten;Waarde;2020;3.0;1.2;1.9;1.4;2.0;0.2;0.6;0.1
634;N Verhuur en overige zakelijke diensten;Waarde;2021;3.3;1.6;1.7;1.3;2.1;0.6;0.1;0.4
635;N Verhuur en overige zakelijke diensten;Waarde;2022;2.7;1.2;1.6;1.1;2.1;0.2;0.3;0.1
636;N Verhuur en overige zakelijke diensten;Waarde;2023;3.3;1.8;1.4;1.1;2.2;0.6;0.3;0.1
637;N Verhuur en overige zakelijke diensten;Waarde;2024;3.0;1.3;1.8;1.3;2.0;0.6;0.3;0.1
638;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2014;2.3;1.1;1.2;0.6;1.4;0.1;0.3;0.1
639;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2015;2.6;1.3;1.2;0.9;1.9;0.2;0.2;0.0
640;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2016;3.4;1.3;1.5;1.1;2.0;0.3;0.3;0.3
641;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2017;2.4;0.8;1.3;0.8;1.4;0.1;0.3;0.1
642;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2018;2.9;1.4;1.1;0.6;2.0;0.2;0.2;0.0
643;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2019;2.9;1.4;1.3;0.9;2.0;0.3;0.1;0.1
644;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2020;2.4;0.8;1.5;1.0;1.6;0.1;0.4;0.0
645;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2021;2.6;1.1;1.2;0.8;1.6;0.3;0.1;0.2
646;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2022;2.2;0.9;1.2;0.8;1.6;0.1;0.2;0.0
647;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2023;2.7;1.3;1.0;0.8;1.7;0.3;0.2;0.0
648;N Verhuur en overige zakelijke diensten;Ondergrens 95%-interval;2024;2.4;0.9;1.4;1.0;1.5;0.4;0.1;0.0
649;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2014;3.7;2.1;2.3;1.5;2.5;0.4;0.9;0.6
650;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2015;4.0;2.3;2.2;1.7;3.1;0.7;0.7;0.4
651;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2016;5.0;2.4;2.6;2.2;3.3;0.9;0.9;0.9
652;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2017;3.7;1.7;2.5;1.8;2.5;0.7;1.0;0.5
653;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2018;4.1;2.3;1.9;1.3;3.0;0.6;0.7;0.3
654;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2019;4.3;2.4;2.2;1.7;3.2;0.8;0.6;0.4
655;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2020;3.7;1.6;2.5;1.9;2.6;0.5;1.0;0.3
656;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2021;4.1;2.2;2.4;1.9;2.7;1.2;0.4;0.8
657;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2022;3.3;1.6;2.1;1.5;2.6;0.4;0.6;0.4
658;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2023;4.0;2.4;1.9;1.6;2.8;1.0;0.6;0.4
659;N Verhuur en overige zakelijke diensten;Bovengrens 95%-interval;2024;3.7;1.7;2.4;1.8;2.5;1.0;0.5;0.3
660;O-U Niet-commerciële dienstverlening;Waarde;2014;3.5;2.0;1.6;1.1;1.8;0.9;0.5;0.3
661;O-U Niet-commerciële dienstverlening;Waarde;2015;2.8;1.8;1.0;0.7;1.5;0.6;0.5;0.2
662;O-U Niet-commerciële dienstverlening;Waarde;2016;2.8;1.8;1.1;0.8;1.5;0.7;0.5;0.2
663;O-U Niet-commerciële dienstverlening;Waarde;2017;3.3;2.0;1.4;1.0;2.0;0.7;0.5;0.1
664;O-U Niet-commerciële dienstverlening;Waarde;2018;3.2;2.0;1.2;1.0;1.8;0.9;0.3;0.1
665;O-U Niet-commerciële dienstverlening;Waarde;2019;3.1;1.9;1.3;1.0;1.9;0.7;0.3;0.1
666;O-U Niet-commerciële dienstverlening;Waarde;2020;2.5;1.5;1.0;0.7;1.4;0.7;0.3;0.1
667;O-U Niet-commerciële dienstverlening;Waarde;2021;2.3;1.2;1.1;0.9;1.2;0.6;0.4;0.1
668;O-U Niet-commerciële dienstverlening;Waarde;2022;2.3;1.3;1.0;0.8;1.3;0.6;0.4;0.1
669;O-U Niet-commerciële dienstverlening;Waarde;2023;2.4;1.4;1.1;0.8;1.3;0.6;0.3;0.1
670;O-U Niet-commerciële dienstverlening;Waarde;2024;2.3;1.3;1.0;0.8;1.2;0.7;0.3;0.1
671;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2014;3.2;1.7;1.4;0.9;1.6;0.7;0.4;0.2
672;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2015;2.5;1.6;0.8;0.6;1.3;0.5;0.4;0.1
673;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2016;2.6;1.6;1.0;0.7;1.3;0.5;0.4;0.1
674;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2017;3.0;1.8;1.2;0.9;1.7;0.5;0.4;0.1
675;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2018;2.9;1.8;1.1;0.8;1.6;0.8;0.3;0.0
676;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2019;2.8;1.7;1.1;0.9;1.7;0.6;0.3;0.1
677;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2020;2.2;1.3;0.8;0.6;1.2;0.5;0.2;0.1
678;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2021;2.1;1.1;0.9;0.7;1.0;0.5;0.3;0.0
679;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2022;2.1;1.1;0.9;0.7;1.1;0.5;0.3;0.0
680;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2023;2.2;1.2;0.9;0.6;1.1;0.5;0.2;0.1
681;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2024;2.1;1.2;0.9;0.7;1.1;0.6;0.2;0.1
682;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2014;3.9;2.3;1.9;1.3;2.1;1.1;0.7;0.4
683;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2015;3.1;2.0;1.2;0.9;1.7;0.7;0.6;0.3
684;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2016;3.1;2.0;1.3;1.0;1.7;0.8;0.6;0.3
685;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2017;3.6;2.3;1.6;1.2;2.2;0.8;0.6;0.2
686;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2018;3.4;2.2;1.4;1.1;2.0;1.0;0.4;0.1
