ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalFusiesEnOvernames_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
5950;172 Papier- en kartonwarenindustrie;2009 1e kwartaal;5;0;0;0;0;0;0;5;0;5
5951;172 Papier- en kartonwarenindustrie;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5952;172 Papier- en kartonwarenindustrie;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5953;172 Papier- en kartonwarenindustrie;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5954;172 Papier- en kartonwarenindustrie;2009;5;0;0;0;0;0;0;5;0;5
5955;172 Papier- en kartonwarenindustrie;2010 1e kwartaal;5;0;0;0;0;0;0;5;0;5
5956;172 Papier- en kartonwarenindustrie;2010 2e kwartaal;5;0;0;0;0;0;0;5;0;5
5957;172 Papier- en kartonwarenindustrie;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5958;172 Papier- en kartonwarenindustrie;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5959;172 Papier- en kartonwarenindustrie;2010;10;0;0;0;5;0;5;10;0;10
5960;172 Papier- en kartonwarenindustrie;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5961;172 Papier- en kartonwarenindustrie;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5962;172 Papier- en kartonwarenindustrie;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5963;172 Papier- en kartonwarenindustrie;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5964;172 Papier- en kartonwarenindustrie;2011;5;0;0;0;0;0;5;5;0;5
5965;172 Papier- en kartonwarenindustrie;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5966;172 Papier- en kartonwarenindustrie;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5967;172 Papier- en kartonwarenindustrie;2012 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5968;172 Papier- en kartonwarenindustrie;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5969;172 Papier- en kartonwarenindustrie;2012;5;0;0;0;0;0;0;5;0;5
5970;172 Papier- en kartonwarenindustrie;2013 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5971;172 Papier- en kartonwarenindustrie;2013 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5972;172 Papier- en kartonwarenindustrie;2013 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5973;172 Papier- en kartonwarenindustrie;2013 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5974;172 Papier- en kartonwarenindustrie;2013;5;0;0;0;5;0;0;5;0;5
5975;172 Papier- en kartonwarenindustrie;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5976;172 Papier- en kartonwarenindustrie;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5977;172 Papier- en kartonwarenindustrie;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5978;172 Papier- en kartonwarenindustrie;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5979;172 Papier- en kartonwarenindustrie;2014;5;0;0;0;0;0;0;5;0;5
5980;172 Papier- en kartonwarenindustrie;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5981;172 Papier- en kartonwarenindustrie;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5982;172 Papier- en kartonwarenindustrie;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5983;172 Papier- en kartonwarenindustrie;2015 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5984;172 Papier- en kartonwarenindustrie;2015;5;0;0;0;0;0;5;5;0;5
5985;172 Papier- en kartonwarenindustrie;2016 1e kwartaal;5;0;0;0;5;0;0;5;0;5
5986;172 Papier- en kartonwarenindustrie;2016 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5987;172 Papier- en kartonwarenindustrie;2016 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5988;172 Papier- en kartonwarenindustrie;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5989;172 Papier- en kartonwarenindustrie;2016;10;0;0;0;5;0;5;10;0;10
5990;172 Papier- en kartonwarenindustrie;2017 1e kwartaal;0;0;0;0;0;0;0;0;0;0
5991;172 Papier- en kartonwarenindustrie;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5992;172 Papier- en kartonwarenindustrie;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
5993;172 Papier- en kartonwarenindustrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
5994;172 Papier- en kartonwarenindustrie;2017;5;0;0;0;0;0;5;5;0;5
5995;172 Papier- en kartonwarenindustrie;2018 1e kwartaal;5;0;0;0;5;0;0;5;0;5
5996;172 Papier- en kartonwarenindustrie;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
5997;172 Papier- en kartonwarenindustrie;2018 3e kwartaal;5;0;0;0;0;0;5;5;0;5
5998;172 Papier- en kartonwarenindustrie;2018 4e kwartaal;5;0;0;0;0;0;0;5;0;0
5999;172 Papier- en kartonwarenindustrie;2018;15;0;0;5;10;0;5;15;0;15
6000;172 Papier- en kartonwarenindustrie;2019 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6001;172 Papier- en kartonwarenindustrie;2019 2e kwartaal;5;0;0;5;0;0;5;5;0;5
6002;172 Papier- en kartonwarenindustrie;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6003;172 Papier- en kartonwarenindustrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6004;172 Papier- en kartonwarenindustrie;2019;5;0;0;5;0;0;5;5;0;5
6005;172 Papier- en kartonwarenindustrie;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6006;172 Papier- en kartonwarenindustrie;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6007;172 Papier- en kartonwarenindustrie;2020 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6008;172 Papier- en kartonwarenindustrie;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6009;172 Papier- en kartonwarenindustrie;2020;5;0;0;0;5;0;0;5;0;5
6010;172 Papier- en kartonwarenindustrie;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6011;172 Papier- en kartonwarenindustrie;2021 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6012;172 Papier- en kartonwarenindustrie;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6013;172 Papier- en kartonwarenindustrie;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6014;172 Papier- en kartonwarenindustrie;2021;5;0;0;5;0;0;5;5;0;5
6015;172 Papier- en kartonwarenindustrie;2022 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6016;172 Papier- en kartonwarenindustrie;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6017;172 Papier- en kartonwarenindustrie;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6018;172 Papier- en kartonwarenindustrie;2022 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6019;172 Papier- en kartonwarenindustrie;2022;5;0;0;5;0;0;5;5;0;5
6020;172 Papier- en kartonwarenindustrie;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6021;172 Papier- en kartonwarenindustrie;2023 2e kwartaal;5;0;0;0;0;0;0;0;0;5
6022;172 Papier- en kartonwarenindustrie;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6023;172 Papier- en kartonwarenindustrie;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6024;172 Papier- en kartonwarenindustrie;2023;5;0;0;0;0;5;5;5;0;5
6025;172 Papier- en kartonwarenindustrie;2024 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6026;172 Papier- en kartonwarenindustrie;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6027;172 Papier- en kartonwarenindustrie;2024 3e kwartaal;5;0;0;0;0;0;0;5;0;5
6028;172 Papier- en kartonwarenindustrie;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6029;172 Papier- en kartonwarenindustrie;2024;5;0;0;0;0;0;5;5;0;5
6030;18 Grafische industrie;2007 1e kwartaal;5;0;0;0;0;0;0;5;0;5
6031;18 Grafische industrie;2007 2e kwartaal;5;0;0;5;0;0;5;5;0;5
6032;18 Grafische industrie;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6033;18 Grafische industrie;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6034;18 Grafische industrie;2007;15;5;5;5;0;0;10;15;0;15
6035;18 Grafische industrie;2008 1e kwartaal;5;0;0;0;0;0;5;5;0;5
6036;18 Grafische industrie;2008 2e kwartaal;5;0;5;0;0;0;5;5;0;5
6037;18 Grafische industrie;2008 3e kwartaal;5;0;0;5;0;0;5;5;0;5
6038;18 Grafische industrie;2008 4e kwartaal;5;0;5;5;0;0;5;5;0;5
6039;18 Grafische industrie;2008;20;0;10;5;0;0;20;20;0;20
6040;18 Grafische industrie;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6041;18 Grafische industrie;2009 2e kwartaal;5;0;0;0;0;0;0;5;0;5
6042;18 Grafische industrie;2009 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6043;18 Grafische industrie;2009 4e kwartaal;5;0;5;0;0;0;5;5;0;5
6044;18 Grafische industrie;2009;15;0;5;5;0;0;15;15;0;15
6045;18 Grafische industrie;2010 1e kwartaal;5;0;0;0;5;0;0;5;0;5
6046;18 Grafische industrie;2010 2e kwartaal;20;0;5;10;0;0;20;20;0;20
6047;18 Grafische industrie;2010 3e kwartaal;10;5;0;5;0;0;10;10;0;10
6048;18 Grafische industrie;2010 4e kwartaal;10;0;5;5;0;0;10;10;0;10
6049;18 Grafische industrie;2010;50;5;15;20;5;0;40;50;0;45
6050;18 Grafische industrie;2011 1e kwartaal;10;0;0;5;5;0;5;10;0;10
6051;18 Grafische industrie;2011 2e kwartaal;10;0;5;5;0;0;10;10;0;10
6052;18 Grafische industrie;2011 3e kwartaal;15;0;0;10;0;0;15;15;0;15
6053;18 Grafische industrie;2011 4e kwartaal;10;0;0;5;5;0;5;10;0;10
6054;18 Grafische industrie;2011;40;5;5;25;5;0;35;40;0;40
6055;18 Grafische industrie;2012 1e kwartaal;15;5;5;5;0;0;15;15;0;15
6056;18 Grafische industrie;2012 2e kwartaal;5;0;0;0;0;0;5;5;0;5
6057;18 Grafische industrie;2012 3e kwartaal;10;0;0;5;0;0;10;10;0;10
6058;18 Grafische industrie;2012 4e kwartaal;10;0;5;5;0;0;10;10;0;10
6059;18 Grafische industrie;2012;40;5;10;20;5;0;35;40;0;40
6060;18 Grafische industrie;2013 1e kwartaal;15;0;5;5;0;0;10;15;0;15
6061;18 Grafische industrie;2013 2e kwartaal;5;0;5;5;0;0;5;5;0;5
6062;18 Grafische industrie;2013 3e kwartaal;5;0;0;0;0;0;0;5;0;5
6063;18 Grafische industrie;2013 4e kwartaal;5;0;0;5;0;0;5;5;0;5
6064;18 Grafische industrie;2013;30;5;10;15;5;0;25;30;0;30
6065;18 Grafische industrie;2014 1e kwartaal;15;5;5;5;0;0;15;15;0;15
6066;18 Grafische industrie;2014 2e kwartaal;5;0;5;0;0;0;5;5;0;5
6067;18 Grafische industrie;2014 3e kwartaal;10;0;5;5;0;0;10;10;0;10
6068;18 Grafische industrie;2014 4e kwartaal;5;0;5;0;0;0;5;5;0;5
6069;18 Grafische industrie;2014;35;5;15;10;0;0;35;35;0;35
6070;18 Grafische industrie;2015 1e kwartaal;10;0;0;5;0;0;5;10;0;10
6071;18 Grafische industrie;2015 2e kwartaal;10;0;0;5;0;0;5;10;0;10
6072;18 Grafische industrie;2015 3e kwartaal;10;5;0;5;0;0;10;10;0;5
6073;18 Grafische industrie;2015 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6074;18 Grafische industrie;2015;30;5;5;15;5;0;25;30;5;30
6075;18 Grafische industrie;2016 1e kwartaal;15;0;5;10;0;0;15;15;0;15
6076;18 Grafische industrie;2016 2e kwartaal;5;0;5;0;0;0;5;5;0;5
6077;18 Grafische industrie;2016 3e kwartaal;10;5;5;0;0;0;10;10;0;10
6078;18 Grafische industrie;2016 4e kwartaal;15;5;10;5;0;0;15;15;0;15
6079;18 Grafische industrie;2016;45;10;20;15;5;0;45;45;0;45
6080;18 Grafische industrie;2017 1e kwartaal;5;0;0;5;0;0;5;5;0;5
6081;18 Grafische industrie;2017 2e kwartaal;5;0;0;5;0;0;5;5;0;5
6082;18 Grafische industrie;2017 3e kwartaal;5;0;0;5;0;0;5;5;0;5
6083;18 Grafische industrie;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6084;18 Grafische industrie;2017;15;0;0;10;0;0;15;15;0;15
6085;18 Grafische industrie;2018 1e kwartaal;10;0;0;5;5;0;5;10;0;10
6086;18 Grafische industrie;2018 2e kwartaal;10;0;5;0;0;0;10;10;5;5
6087;18 Grafische industrie;2018 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6088;18 Grafische industrie;2018 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6089;18 Grafische industrie;2018;25;5;10;10;5;0;20;25;5;20
6090;18 Grafische industrie;2019 1e kwartaal;10;0;5;5;0;0;10;10;0;10
6091;18 Grafische industrie;2019 2e kwartaal;15;5;5;5;0;0;10;15;0;10
6092;18 Grafische industrie;2019 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6093;18 Grafische industrie;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6094;18 Grafische industrie;2019;30;5;10;10;0;0;25;30;0;30
6095;18 Grafische industrie;2020 1e kwartaal;10;0;5;0;0;0;5;10;0;10
6096;18 Grafische industrie;2020 2e kwartaal;5;0;0;5;0;0;5;5;0;5
6097;18 Grafische industrie;2020 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6098;18 Grafische industrie;2020 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6099;18 Grafische industrie;2020;20;0;5;10;5;0;15;20;5;20
6100;18 Grafische industrie;2021 1e kwartaal;10;5;5;5;0;0;10;10;5;10
6101;18 Grafische industrie;2021 2e kwartaal;10;5;0;5;0;0;10;10;5;10
6102;18 Grafische industrie;2021 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6103;18 Grafische industrie;2021 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6104;18 Grafische industrie;2021;35;10;10;10;5;0;30;35;5;25
6105;18 Grafische industrie;2022 1e kwartaal;10;5;0;5;0;0;10;10;0;10
6106;18 Grafische industrie;2022 2e kwartaal;5;0;0;0;0;0;5;5;0;5
6107;18 Grafische industrie;2022 3e kwartaal;5;0;0;0;0;0;0;5;0;5
6108;18 Grafische industrie;2022 4e kwartaal;15;5;5;5;0;0;10;15;0;15
6109;18 Grafische industrie;2022;35;10;5;10;5;0;25;30;0;30
6110;18 Grafische industrie;2023 1e kwartaal;5;0;0;0;0;0;5;5;0;5
6111;18 Grafische industrie;2023 2e kwartaal;5;0;0;0;0;0;5;5;0;5
6112;18 Grafische industrie;2023 3e kwartaal;5;0;5;0;0;0;5;5;0;5
6113;18 Grafische industrie;2023 4e kwartaal;5;0;5;5;0;0;5;5;0;5
6114;18 Grafische industrie;2023;20;0;10;5;0;0;20;20;0;20
6115;18 Grafische industrie;2024 1e kwartaal;5;0;5;0;0;0;5;5;0;5
6116;18 Grafische industrie;2024 2e kwartaal;10;0;0;5;0;0;10;10;0;10
6117;18 Grafische industrie;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6118;18 Grafische industrie;2024 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6119;18 Grafische industrie;2024;15;5;5;5;0;0;15;15;0;15
6120;181 Drukkerijen en diensten daarvoor;2007 1e kwartaal;5;0;0;0;0;0;0;5;0;5
6121;181 Drukkerijen en diensten daarvoor;2007 2e kwartaal;5;0;0;5;0;0;5;5;0;5
6122;181 Drukkerijen en diensten daarvoor;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6123;181 Drukkerijen en diensten daarvoor;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6124;181 Drukkerijen en diensten daarvoor;2007;15;5;5;5;0;0;10;15;0;15
6125;181 Drukkerijen en diensten daarvoor;2008 1e kwartaal;5;0;0;0;0;0;5;5;0;5
6126;181 Drukkerijen en diensten daarvoor;2008 2e kwartaal;5;0;5;0;0;0;5;5;0;5
6127;181 Drukkerijen en diensten daarvoor;2008 3e kwartaal;5;0;0;5;0;0;5;5;0;5
6128;181 Drukkerijen en diensten daarvoor;2008 4e kwartaal;5;0;5;0;0;0;5;5;0;5
6129;181 Drukkerijen en diensten daarvoor;2008;20;0;10;5;0;0;20;20;0;20
6130;181 Drukkerijen en diensten daarvoor;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6131;181 Drukkerijen en diensten daarvoor;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6132;181 Drukkerijen en diensten daarvoor;2009 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6133;181 Drukkerijen en diensten daarvoor;2009 4e kwartaal;5;0;5;0;0;0;5;5;0;5
6134;181 Drukkerijen en diensten daarvoor;2009;15;0;5;5;0;0;10;15;0;15
6135;181 Drukkerijen en diensten daarvoor;2010 1e kwartaal;5;0;0;0;5;0;0;5;0;5
6136;181 Drukkerijen en diensten daarvoor;2010 2e kwartaal;20;0;5;10;0;0;20;20;0;20
6137;181 Drukkerijen en diensten daarvoor;2010 3e kwartaal;10;5;0;5;0;0;10;10;0;10
6138;181 Drukkerijen en diensten daarvoor;2010 4e kwartaal;10;0;5;5;0;0;10;10;0;10
6139;181 Drukkerijen en diensten daarvoor;2010;50;5;15;20;5;0;40;50;0;45
6140;181 Drukkerijen en diensten daarvoor;2011 1e kwartaal;10;0;0;5;5;0;5;10;0;10
6141;181 Drukkerijen en diensten daarvoor;2011 2e kwartaal;10;0;5;5;0;0;10;10;0;10
6142;181 Drukkerijen en diensten daarvoor;2011 3e kwartaal;15;0;0;10;0;0;15;15;0;15
6143;181 Drukkerijen en diensten daarvoor;2011 4e kwartaal;10;0;0;5;5;0;5;10;0;10
6144;181 Drukkerijen en diensten daarvoor;2011;40;5;5;20;5;0;30;40;0;40
6145;181 Drukkerijen en diensten daarvoor;2012 1e kwartaal;15;5;5;5;0;0;15;15;0;15
6146;181 Drukkerijen en diensten daarvoor;2012 2e kwartaal;5;0;0;0;0;0;5;5;0;5
6147;181 Drukkerijen en diensten daarvoor;2012 3e kwartaal;10;0;0;5;0;0;10;10;0;10
6148;181 Drukkerijen en diensten daarvoor;2012 4e kwartaal;10;0;5;5;0;0;10;10;0;10
6149;181 Drukkerijen en diensten daarvoor;2012;40;5;10;20;5;0;35;40;0;40
6150;181 Drukkerijen en diensten daarvoor;2013 1e kwartaal;15;0;5;5;0;0;10;15;0;15
6151;181 Drukkerijen en diensten daarvoor;2013 2e kwartaal;5;0;5;5;0;0;5;5;0;5
6152;181 Drukkerijen en diensten daarvoor;2013 3e kwartaal;5;0;0;0;0;0;0;5;0;5
6153;181 Drukkerijen en diensten daarvoor;2013 4e kwartaal;5;0;0;5;0;0;5;5;0;5
6154;181 Drukkerijen en diensten daarvoor;2013;30;0;10;15;5;0;25;30;0;25
6155;181 Drukkerijen en diensten daarvoor;2014 1e kwartaal;10;5;5;5;0;0;10;10;0;10
6156;181 Drukkerijen en diensten daarvoor;2014 2e kwartaal;5;0;5;0;0;0;5;5;0;5
6157;181 Drukkerijen en diensten daarvoor;2014 3e kwartaal;10;0;5;5;0;0;10;10;0;10
6158;181 Drukkerijen en diensten daarvoor;2014 4e kwartaal;5;0;5;0;0;0;5;5;0;5
6159;181 Drukkerijen en diensten daarvoor;2014;35;5;15;10;0;0;30;30;0;30
6160;181 Drukkerijen en diensten daarvoor;2015 1e kwartaal;10;0;0;5;0;0;5;10;0;5
6161;181 Drukkerijen en diensten daarvoor;2015 2e kwartaal;10;0;0;5;0;0;5;10;0;10
6162;181 Drukkerijen en diensten daarvoor;2015 3e kwartaal;5;5;0;5;0;0;5;5;0;5
6163;181 Drukkerijen en diensten daarvoor;2015 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6164;181 Drukkerijen en diensten daarvoor;2015;30;5;5;10;5;0;25;30;0;25
6165;181 Drukkerijen en diensten daarvoor;2016 1e kwartaal;15;0;5;10;0;0;15;15;0;15
6166;181 Drukkerijen en diensten daarvoor;2016 2e kwartaal;5;0;5;0;0;0;5;5;0;5
6167;181 Drukkerijen en diensten daarvoor;2016 3e kwartaal;10;5;5;0;0;0;10;10;0;10
6168;181 Drukkerijen en diensten daarvoor;2016 4e kwartaal;15;0;10;5;0;0;15;15;0;15
6169;181 Drukkerijen en diensten daarvoor;2016;45;10;20;15;5;0;45;45;0;45
6170;181 Drukkerijen en diensten daarvoor;2017 1e kwartaal;5;0;0;5;0;0;5;5;0;5
6171;181 Drukkerijen en diensten daarvoor;2017 2e kwartaal;5;0;0;5;0;0;5;5;0;5
6172;181 Drukkerijen en diensten daarvoor;2017 3e kwartaal;5;0;0;5;0;0;5;5;0;5
6173;181 Drukkerijen en diensten daarvoor;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6174;181 Drukkerijen en diensten daarvoor;2017;15;0;0;10;0;0;15;15;0;15
6175;181 Drukkerijen en diensten daarvoor;2018 1e kwartaal;10;0;0;5;5;0;5;10;0;10
6176;181 Drukkerijen en diensten daarvoor;2018 2e kwartaal;10;0;5;0;0;0;5;10;0;5
6177;181 Drukkerijen en diensten daarvoor;2018 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6178;181 Drukkerijen en diensten daarvoor;2018 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6179;181 Drukkerijen en diensten daarvoor;2018;25;5;10;10;5;0;20;25;5;20
6180;181 Drukkerijen en diensten daarvoor;2019 1e kwartaal;10;0;5;5;0;0;10;10;0;10
6181;181 Drukkerijen en diensten daarvoor;2019 2e kwartaal;10;0;5;5;0;0;10;10;0;10
6182;181 Drukkerijen en diensten daarvoor;2019 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6183;181 Drukkerijen en diensten daarvoor;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6184;181 Drukkerijen en diensten daarvoor;2019;25;5;10;10;0;0;25;25;0;25
6185;181 Drukkerijen en diensten daarvoor;2020 1e kwartaal;10;0;5;0;0;0;5;10;0;10
6186;181 Drukkerijen en diensten daarvoor;2020 2e kwartaal;5;0;0;5;0;0;5;5;0;5
6187;181 Drukkerijen en diensten daarvoor;2020 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6188;181 Drukkerijen en diensten daarvoor;2020 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6189;181 Drukkerijen en diensten daarvoor;2020;20;0;5;10;5;0;15;20;5;20
6190;181 Drukkerijen en diensten daarvoor;2021 1e kwartaal;10;5;5;5;0;0;10;10;0;10
6191;181 Drukkerijen en diensten daarvoor;2021 2e kwartaal;10;5;0;5;0;0;10;10;0;10
6192;181 Drukkerijen en diensten daarvoor;2021 3e kwartaal;5;0;0;0;0;0;5;5;0;5
6193;181 Drukkerijen en diensten daarvoor;2021 4e kwartaal;5;0;0;0;0;0;5;5;0;5
6194;181 Drukkerijen en diensten daarvoor;2021;30;10;5;10;5;0;25;30;5;25
6195;181 Drukkerijen en diensten daarvoor;2022 1e kwartaal;10;5;0;5;0;0;10;10;0;10
6196;181 Drukkerijen en diensten daarvoor;2022 2e kwartaal;5;0;0;0;0;0;5;5;0;5
6197;181 Drukkerijen en diensten daarvoor;2022 3e kwartaal;5;0;0;0;0;0;0;5;0;5
6198;181 Drukkerijen en diensten daarvoor;2022 4e kwartaal;10;0;5;5;0;0;10;10;0;10
6199;181 Drukkerijen en diensten daarvoor;2022;30;5;5;10;5;0;25;30;0;30
6200;181 Drukkerijen en diensten daarvoor;2023 1e kwartaal;5;0;0;0;0;0;5;5;0;5
6201;181 Drukkerijen en diensten daarvoor;2023 2e kwartaal;5;0;0;0;0;0;5;5;0;5
6202;181 Drukkerijen en diensten daarvoor;2023 3e kwartaal;5;0;5;0;0;0;5;5;0;5
6203;181 Drukkerijen en diensten daarvoor;2023 4e kwartaal;5;0;5;5;0;0;5;5;0;5
6204;181 Drukkerijen en diensten daarvoor;2023;20;0;10;5;0;0;20;20;0;20
6205;181 Drukkerijen en diensten daarvoor;2024 1e kwartaal;5;0;5;0;0;0;5;5;0;5
6206;181 Drukkerijen en diensten daarvoor;2024 2e kwartaal;5;0;0;5;0;0;5;5;0;5
6207;181 Drukkerijen en diensten daarvoor;2024 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6208;181 Drukkerijen en diensten daarvoor;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6209;181 Drukkerijen en diensten daarvoor;2024;15;0;5;5;0;0;10;15;0;15
6210;182 Repro van geluid, beeld en software;2007 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6211;182 Repro van geluid, beeld en software;2007 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6212;182 Repro van geluid, beeld en software;2007 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6213;182 Repro van geluid, beeld en software;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6214;182 Repro van geluid, beeld en software;2007;0;0;0;0;0;0;0;0;0;0
6215;182 Repro van geluid, beeld en software;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6216;182 Repro van geluid, beeld en software;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6217;182 Repro van geluid, beeld en software;2008 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6218;182 Repro van geluid, beeld en software;2008 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6219;182 Repro van geluid, beeld en software;2008;0;0;0;0;0;0;0;0;0;0
6220;182 Repro van geluid, beeld en software;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6221;182 Repro van geluid, beeld en software;2009 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6222;182 Repro van geluid, beeld en software;2009 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6223;182 Repro van geluid, beeld en software;2009 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6224;182 Repro van geluid, beeld en software;2009;0;0;0;0;0;0;0;0;0;0
6225;182 Repro van geluid, beeld en software;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6226;182 Repro van geluid, beeld en software;2010 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6227;182 Repro van geluid, beeld en software;2010 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6228;182 Repro van geluid, beeld en software;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6229;182 Repro van geluid, beeld en software;2010;0;0;0;0;0;0;0;0;0;0
6230;182 Repro van geluid, beeld en software;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6231;182 Repro van geluid, beeld en software;2011 2e kwartaal;0;0;0;0;0;0;0;0;0;0
6232;182 Repro van geluid, beeld en software;2011 3e kwartaal;0;0;0;0;0;0;0;0;0;0
6233;182 Repro van geluid, beeld en software;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
6234;182 Repro van geluid, beeld en software;2011;0;0;0;0;0;0;0;0;0;0
6235;182 Repro van geluid, beeld en software;2012 1e kwartaal;0;0;0;0;0;0;0;0;0;0
6236;182 Repro van geluid, beeld en software;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
