ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Prijsindex_4;Kwartaalmutatie_5;Jaarmutatie_6;Wegingsfactoren_7
610;Personenauto's: bijtellingscategorie 25%;2008 jaargemiddelde;;;;;;;
611;Personenauto's: bijtellingscategorie 25%;2009 1e kwartaal;;;;;;;
612;Personenauto's: bijtellingscategorie 25%;2009 2e kwartaal;;;;;;;
613;Personenauto's: bijtellingscategorie 25%;2009 3e kwartaal;;;;;;;
614;Personenauto's: bijtellingscategorie 25%;2009 4e kwartaal;;;;;;;
615;Personenauto's: bijtellingscategorie 25%;2009 jaargemiddelde;;;;;;;
616;Personenauto's: bijtellingscategorie 25%;2010 1e kwartaal;;;;;;;
617;Personenauto's: bijtellingscategorie 25%;2010 2e kwartaal;;;;;;;
618;Personenauto's: bijtellingscategorie 25%;2010 3e kwartaal;99.6;;;99.7;;;49.0
619;Personenauto's: bijtellingscategorie 25%;2010 4e kwartaal;99.8;0.3;;100.3;0.6;;49.0
620;Personenauto's: bijtellingscategorie 25%;2010 jaargemiddelde;;;;;;;
621;Personenauto's: bijtellingscategorie 25%;2011 1e kwartaal;101.6;1.8;;103.0;2.7;;49.0
622;Personenauto's: bijtellingscategorie 25%;2011 2e kwartaal;102.0;0.4;;104.2;1.2;;49.0
623;Personenauto's: bijtellingscategorie 25%;2011 3e kwartaal;101.1;-0.9;1.6;103.1;-1.1;3.3;49.0
624;Personenauto's: bijtellingscategorie 25%;2011 4e kwartaal;101.1;0.0;1.3;102.6;-0.5;2.3;49.0
625;Personenauto's: bijtellingscategorie 25%;2011 jaargemiddelde;101.5;;;103.2;;;49.0
626;Personenauto's: bijtellingscategorie 25%;2012 1e kwartaal;101.1;0.0;-0.6;103.3;0.7;0.3;49.0
627;Personenauto's: bijtellingscategorie 25%;2012 2e kwartaal;101.2;0.2;-0.7;103.5;0.2;-0.7;49.0
628;Personenauto's: bijtellingscategorie 25%;2012 3e kwartaal;;;;;;;
629;Personenauto's: bijtellingscategorie 25%;2012 4e kwartaal;;;;;;;
630;Personenauto's: bijtellingscategorie 25%;2012 jaargemiddelde;;;;;;;
631;Personenauto's: bijtellingscategorie 25%;2013 1e kwartaal;;;;;;;
632;Personenauto's: bijtellingscategorie 25%;2013 2e kwartaal;;;;;;;
633;Personenauto's: bijtellingscategorie 25%;2013 3e kwartaal;;;;;;;
634;Personenauto's: bijtellingscategorie 25%;2013 4e kwartaal;;;;;;;
635;Personenauto's: bijtellingscategorie 25%;2013 jaargemiddelde;;;;;;;
636;Personenauto's: bijtellingscategorie 25%;2014 1e kwartaal;;;;;;;
637;Personenauto's: bijtellingscategorie 25%;2014 2e kwartaal;;;;;;;
638;Personenauto's: bijtellingscategorie 25%;2014 3e kwartaal;;;;;;;
639;Personenauto's: bijtellingscategorie 25%;2014 4e kwartaal;;;;;;;
640;Personenauto's: bijtellingscategorie 25%;2014 jaargemiddelde;;;;;;;
641;Personenauto's: bijtellingscategorie 25%;2015 1e kwartaal;;;;;;;
642;Personenauto's: bijtellingscategorie 25%;2015 2e kwartaal;;;;;;;
643;Personenauto's: bijtellingscategorie 25%;2015 3e kwartaal;;;;;;;
644;Personenauto's: bijtellingscategorie 25%;2015 4e kwartaal;;;;;;;
645;Personenauto's: bijtellingscategorie 25%;2015 jaargemiddelde;;;;;;;
646;Personenauto's: bijtellingscategorie 25%;2016 1e kwartaal;;;;;;;
647;Personenauto's: bijtellingscategorie 25%;2016 2e kwartaal;;;;;;;
648;Personenauto's: bijtellingscategorie 25%;2016 3e kwartaal;;;;;;;
649;Personenauto's: bijtellingscategorie 25%;2016 4e kwartaal;;;;;;;
650;Personenauto's: bijtellingscategorie 25%;2016 jaargemiddelde;;;;;;;
651;Personenauto's: bijtellingscategorie 25%;2017 1e kwartaal;;;;;;;
652;Personenauto's: bijtellingscategorie 25%;2017 2e kwartaal;;;;;;;
653;Personenauto's: bijtellingscategorie 25%;2017 3e kwartaal;;;;;;;
654;Personenauto's: bijtellingscategorie 25%;2017 4e kwartaal;;;;;;;
655;Personenauto's: bijtellingscategorie 25%;2017 jaargemiddelde;;;;;;;
656;Segment A: submini's;2001 3e kwartaal;;;;;;;
657;Segment A: submini's;2001 4e kwartaal;;;;;;;
658;Segment A: submini's;2002 1e kwartaal;;;;;;;
659;Segment A: submini's;2002 2e kwartaal;;;;;;;
660;Segment A: submini's;2002 3e kwartaal;;;;;;;
661;Segment A: submini's;2002 4e kwartaal;;;;;;;
662;Segment A: submini's;2002 jaargemiddelde;;;;;;;
663;Segment A: submini's;2003 1e kwartaal;;;;;;;
664;Segment A: submini's;2003 2e kwartaal;;;;;;;
665;Segment A: submini's;2003 3e kwartaal;;;;;;;
666;Segment A: submini's;2003 4e kwartaal;;;;;;;
667;Segment A: submini's;2003 jaargemiddelde;;;;;;;
668;Segment A: submini's;2004 1e kwartaal;;;;;;;
669;Segment A: submini's;2004 2e kwartaal;;;;;;;
670;Segment A: submini's;2004 3e kwartaal;;;;;;;
671;Segment A: submini's;2004 4e kwartaal;;;;;;;
672;Segment A: submini's;2004 jaargemiddelde;;;;;;;
673;Segment A: submini's;2005 1e kwartaal;;;;;;;
674;Segment A: submini's;2005 2e kwartaal;;;;;;;
675;Segment A: submini's;2005 3e kwartaal;;;;;;;
676;Segment A: submini's;2005 4e kwartaal;;;;;;;
677;Segment A: submini's;2005 jaargemiddelde;;;;;;;
678;Segment A: submini's;2006 1e kwartaal;;;;;;;
679;Segment A: submini's;2006 2e kwartaal;;;;;;;
680;Segment A: submini's;2006 3e kwartaal;;;;;;;
681;Segment A: submini's;2006 4e kwartaal;;;;;;;
682;Segment A: submini's;2006 jaargemiddelde;;;;;;;
683;Segment A: submini's;2007 1e kwartaal;;;;;;;
684;Segment A: submini's;2007 2e kwartaal;;;;;;;
685;Segment A: submini's;2007 3e kwartaal;;;;;;;
686;Segment A: submini's;2007 4e kwartaal;;;;;;;
687;Segment A: submini's;2007 jaargemiddelde;;;;;;;
688;Segment A: submini's;2008 1e kwartaal;;;;;;;
689;Segment A: submini's;2008 2e kwartaal;;;;;;;
690;Segment A: submini's;2008 3e kwartaal;;;;;;;
691;Segment A: submini's;2008 4e kwartaal;;;;;;;
692;Segment A: submini's;2008 jaargemiddelde;;;;;;;
693;Segment A: submini's;2009 1e kwartaal;;;;;;;
694;Segment A: submini's;2009 2e kwartaal;;;;;;;
695;Segment A: submini's;2009 3e kwartaal;;;;;;;
696;Segment A: submini's;2009 4e kwartaal;;;;;;;
697;Segment A: submini's;2009 jaargemiddelde;;;;;;;
698;Segment A: submini's;2010 1e kwartaal;;;;;;;
699;Segment A: submini's;2010 2e kwartaal;;;;;;;
700;Segment A: submini's;2010 3e kwartaal;99.4;;;99.8;;;4.8
701;Segment A: submini's;2010 4e kwartaal;99.4;0.0;;100.0;0.2;;4.8
702;Segment A: submini's;2010 jaargemiddelde;;;;;;;
703;Segment A: submini's;2011 1e kwartaal;102.0;2.6;;103.2;3.2;;4.8
704;Segment A: submini's;2011 2e kwartaal;103.9;1.9;;106.3;3.0;;4.8
705;Segment A: submini's;2011 3e kwartaal;103.5;-0.4;4.1;105.5;-0.7;5.8;4.8
706;Segment A: submini's;2011 4e kwartaal;104.2;0.7;4.8;105.3;-0.2;5.3;4.8
707;Segment A: submini's;2011 jaargemiddelde;103.4;;;105.1;;;4.8
708;Segment A: submini's;2012 1e kwartaal;105.1;0.9;3.1;108.0;2.5;4.6;4.8
709;Segment A: submini's;2012 2e kwartaal;105.1;0.0;1.2;109.0;1.0;2.6;4.8
710;Segment A: submini's;2012 3e kwartaal;107.8;2.6;4.2;110.5;1.3;4.7;4.8
711;Segment A: submini's;2012 4e kwartaal;108.5;0.6;4.1;111.1;0.5;5.5;4.8
712;Segment A: submini's;2012 jaargemiddelde;106.6;;3.1;109.6;;4.3;4.8
713;Segment A: submini's;2013 1e kwartaal;113.5;4.7;8.0;114.3;2.9;5.8;4.8
714;Segment A: submini's;2013 2e kwartaal;113.4;-0.1;7.9;113.0;-1.1;3.7;4.8
715;Segment A: submini's;2013 3e kwartaal;113.6;0.2;5.4;114.3;1.1;3.4;4.8
716;Segment A: submini's;2013 4e kwartaal;114.3;0.6;5.4;112.8;-1.3;1.6;4.8
717;Segment A: submini's;2013 jaargemiddelde;113.7;;6.7;113.6;;3.6;4.8
718;Segment A: submini's;2014 1e kwartaal;116.8;2.2;2.9;114.7;1.7;0.4;4.8
719;Segment A: submini's;2014 2e kwartaal;116.6;-0.1;2.8;115.2;0.4;2.0;4.8
720;Segment A: submini's;2014 3e kwartaal;116.3;-0.3;2.4;114.7;-0.5;0.4;4.8
721;Segment A: submini's;2014 4e kwartaal;117.6;1.1;2.8;112.9;-1.6;0.0;4.8
722;Segment A: submini's;2014 jaargemiddelde;116.8;;2.7;114.4;;0.7;4.8
723;Segment A: submini's;2015 1e kwartaal;122.3;4.0;4.7;113.7;0.8;-0.9;4.8
724;Segment A: submini's;2015 2e kwartaal;120.5;-1.5;3.3;114.9;1.0;-0.3;4.8
725;Segment A: submini's;2015 3e kwartaal;121.1;0.5;4.1;114.5;-0.3;-0.1;4.8
726;Segment A: submini's;2015 4e kwartaal;121.8;0.5;3.6;113.4;-1.0;0.4;4.8
727;Segment A: submini's;2015 jaargemiddelde;121.4;;4.0;114.1;;-0.2;4.8
728;Segment A: submini's;2016 1e kwartaal;123.1;1.1;0.7;112.0;-1.2;-1.5;4.8
729;Segment A: submini's;2016 2e kwartaal;123.2;0.0;2.2;113.5;1.3;-1.2;4.8
730;Segment A: submini's;2016 3e kwartaal;122.3;-0.7;1.0;112.6;-0.7;-1.7;4.8
731;Segment A: submini's;2016 4e kwartaal;122.9;0.5;0.9;114.2;1.4;0.7;4.8
732;Segment A: submini's;2016 jaargemiddelde;122.9;;1.2;113.1;;-0.9;4.8
733;Segment A: submini's;2017 1e kwartaal;123.2;0.3;0.1;115.1;0.8;2.7;4.8
734;Segment A: submini's;2017 2e kwartaal;123.1;-0.1;-0.1;114.3;-0.7;0.7;4.8
735;Segment A: submini's;2017 3e kwartaal;123.5;0.3;1.0;114.4;0.1;1.5;4.8
736;Segment A: submini's;2017 4e kwartaal;123.8;0.3;0.7;115.3;0.8;1.0;4.8
737;Segment A: submini's;2017 jaargemiddelde;123.4;;0.4;114.8;;1.5;4.8
738;Segment B: kleine auto's;2001 3e kwartaal;83.9;;;79.8;;;
739;Segment B: kleine auto's;2001 4e kwartaal;83.5;-0.4;;78.8;-1.3;;
740;Segment B: kleine auto's;2002 1e kwartaal;85.4;2.3;;80.3;1.9;;
741;Segment B: kleine auto's;2002 2e kwartaal;86.5;1.3;;81.8;1.9;;
742;Segment B: kleine auto's;2002 3e kwartaal;85.6;-1.1;2.0;80.8;-1.2;1.2;
743;Segment B: kleine auto's;2002 4e kwartaal;84.9;-0.8;1.6;80.2;-0.7;1.8;
744;Segment B: kleine auto's;2002 jaargemiddelde;85.6;;;80.8;;;
745;Segment B: kleine auto's;2003 1e kwartaal;86.2;1.6;1.0;82.1;2.4;2.3;
746;Segment B: kleine auto's;2003 2e kwartaal;86.0;-0.2;-0.6;81.1;-1.2;-0.8;
747;Segment B: kleine auto's;2003 3e kwartaal;86.6;0.7;1.2;81.8;0.9;1.3;
748;Segment B: kleine auto's;2003 4e kwartaal;88.6;2.3;4.4;83.0;1.5;3.6;
749;Segment B: kleine auto's;2003 jaargemiddelde;86.9;;1.5;82.0;;1.6;
750;Segment B: kleine auto's;2004 1e kwartaal;89.7;1.3;4.1;84.2;1.4;2.5;
751;Segment B: kleine auto's;2004 2e kwartaal;90.4;0.7;5.0;85.8;1.9;5.7;
752;Segment B: kleine auto's;2004 3e kwartaal;90.1;-0.3;4.0;86.0;0.2;5.0;
753;Segment B: kleine auto's;2004 4e kwartaal;90.4;0.4;2.0;86.8;1.0;4.5;
754;Segment B: kleine auto's;2004 jaargemiddelde;90.1;;3.8;85.7;;4.5;
755;Segment B: kleine auto's;2005 1e kwartaal;92.6;2.5;3.2;88.1;1.4;4.6;
756;Segment B: kleine auto's;2005 2e kwartaal;93.9;1.3;3.9;90.1;2.3;5.1;
757;Segment B: kleine auto's;2005 3e kwartaal;94.4;0.5;4.8;91.9;2.0;7.0;
758;Segment B: kleine auto's;2005 4e kwartaal;95.3;1.0;5.4;92.5;0.6;6.5;
759;Segment B: kleine auto's;2005 jaargemiddelde;94.0;;4.3;90.7;;5.8;
760;Segment B: kleine auto's;2006 1e kwartaal;96.9;1.6;4.5;94.0;1.7;6.8;
761;Segment B: kleine auto's;2006 2e kwartaal;97.5;0.6;3.9;95.2;1.2;5.6;
762;Segment B: kleine auto's;2006 3e kwartaal;98.0;0.6;3.9;95.8;0.7;4.2;
763;Segment B: kleine auto's;2006 4e kwartaal;98.4;0.4;3.2;94.4;-1.5;2.0;
764;Segment B: kleine auto's;2006 jaargemiddelde;97.7;;3.9;94.9;;4.6;
765;Segment B: kleine auto's;2007 1e kwartaal;99.4;1.0;2.6;95.4;1.1;1.5;
766;Segment B: kleine auto's;2007 2e kwartaal;99.9;0.5;2.5;97.2;1.9;2.1;
767;Segment B: kleine auto's;2007 3e kwartaal;100.2;0.2;2.2;97.1;-0.1;1.4;
768;Segment B: kleine auto's;2007 4e kwartaal;99.9;-0.3;1.5;97.9;0.8;3.7;
769;Segment B: kleine auto's;2007 jaargemiddelde;99.8;;2.2;96.9;;2.2;
770;Segment B: kleine auto's;2008 1e kwartaal;97.4;-2.5;-2.0;96.5;-1.4;1.1;
771;Segment B: kleine auto's;2008 2e kwartaal;97.9;0.6;-2.0;98.5;2.1;1.3;
772;Segment B: kleine auto's;2008 3e kwartaal;99.1;1.1;-1.1;100.2;1.7;3.2;
773;Segment B: kleine auto's;2008 4e kwartaal;100.0;1.0;0.2;98.3;-1.9;0.5;
774;Segment B: kleine auto's;2008 jaargemiddelde;98.6;;-1.3;98.4;;1.5;
775;Segment B: kleine auto's;2009 1e kwartaal;101.8;1.8;4.5;98.6;0.2;2.2;
776;Segment B: kleine auto's;2009 2e kwartaal;102.0;0.2;4.2;99.1;0.6;0.6;
777;Segment B: kleine auto's;2009 3e kwartaal;101.8;-0.2;2.8;99.6;0.5;-0.6;
778;Segment B: kleine auto's;2009 4e kwartaal;100.8;-1.0;0.8;99.2;-0.3;0.9;
779;Segment B: kleine auto's;2009 jaargemiddelde;101.6;;3.1;99.1;;0.8;
780;Segment B: kleine auto's;2010 1e kwartaal;101.7;0.9;0.0;100.4;1.2;1.9;6.6
781;Segment B: kleine auto's;2010 2e kwartaal;100.9;-0.9;-1.1;101.2;0.7;2.1;6.6
782;Segment B: kleine auto's;2010 3e kwartaal;98.8;-2.1;-3.0;99.3;-1.9;-0.3;6.6
783;Segment B: kleine auto's;2010 4e kwartaal;98.6;-0.2;-2.2;99.1;-0.1;-0.1;6.6
784;Segment B: kleine auto's;2010 jaargemiddelde;;;;;;;
785;Segment B: kleine auto's;2011 1e kwartaal;100.2;1.6;-1.5;101.6;2.5;1.2;6.6
786;Segment B: kleine auto's;2011 2e kwartaal;100.8;0.6;-0.1;103.3;1.7;2.2;6.6
787;Segment B: kleine auto's;2011 3e kwartaal;99.6;-1.2;0.8;102.1;-1.2;2.8;6.6
788;Segment B: kleine auto's;2011 4e kwartaal;99.7;0.1;1.1;101.6;-0.4;2.5;6.6
789;Segment B: kleine auto's;2011 jaargemiddelde;100.1;;;102.2;;;6.6
790;Segment B: kleine auto's;2012 1e kwartaal;99.2;-0.5;-1.0;102.8;1.2;1.2;6.6
791;Segment B: kleine auto's;2012 2e kwartaal;99.3;0.1;-1.5;103.2;0.4;-0.1;6.6
792;Segment B: kleine auto's;2012 3e kwartaal;100.8;1.5;1.2;103.7;0.5;1.6;6.6
793;Segment B: kleine auto's;2012 4e kwartaal;101.4;0.6;1.7;103.9;0.2;2.2;6.6
794;Segment B: kleine auto's;2012 jaargemiddelde;100.2;;0.1;103.4;;1.2;6.6
795;Segment B: kleine auto's;2013 1e kwartaal;102.3;0.9;3.1;103.4;-0.5;0.5;6.6
796;Segment B: kleine auto's;2013 2e kwartaal;102.1;-0.2;2.9;102.3;-1.0;-0.9;6.6
797;Segment B: kleine auto's;2013 3e kwartaal;101.9;-0.2;1.1;102.8;0.5;-0.9;6.6
798;Segment B: kleine auto's;2013 4e kwartaal;102.2;0.2;0.8;101.7;-1.1;-2.2;6.6
799;Segment B: kleine auto's;2013 jaargemiddelde;102.1;;2.0;102.5;;-0.9;6.6
800;Segment B: kleine auto's;2014 1e kwartaal;107.7;5.4;5.2;105.8;4.1;2.4;6.6
801;Segment B: kleine auto's;2014 2e kwartaal;106.1;-1.5;3.9;105.1;-0.7;2.7;6.6
802;Segment B: kleine auto's;2014 3e kwartaal;105.7;-0.4;3.7;104.2;-0.9;1.4;6.6
803;Segment B: kleine auto's;2014 4e kwartaal;104.8;-0.8;2.6;101.7;-2.4;0.0;6.6
804;Segment B: kleine auto's;2014 jaargemiddelde;106.1;;3.8;104.2;;1.6;6.6
805;Segment B: kleine auto's;2015 1e kwartaal;107.0;2.1;-0.6;101.4;-0.3;-4.2;6.6
806;Segment B: kleine auto's;2015 2e kwartaal;105.4;-1.5;-0.7;100.9;-0.4;-4.0;6.6
807;Segment B: kleine auto's;2015 3e kwartaal;106.0;0.6;0.3;100.6;-0.3;-3.4;6.6
808;Segment B: kleine auto's;2015 4e kwartaal;106.7;0.7;1.8;100.2;-0.4;-1.4;6.6
809;Segment B: kleine auto's;2015 jaargemiddelde;106.3;;0.2;100.8;;-3.3;6.6
810;Segment B: kleine auto's;2016 1e kwartaal;108.1;1.3;1.0;99.7;-0.5;-1.7;6.6
811;Segment B: kleine auto's;2016 2e kwartaal;108.0;0.0;2.5;100.5;0.8;-0.4;6.6
812;Segment B: kleine auto's;2016 3e kwartaal;107.5;-0.4;1.4;99.9;-0.6;-0.7;6.6
813;Segment B: kleine auto's;2016 4e kwartaal;107.4;-0.1;0.7;100.7;0.8;0.5;6.6
814;Segment B: kleine auto's;2016 jaargemiddelde;107.7;;1.4;100.2;;-0.6;6.6
815;Segment B: kleine auto's;2017 1e kwartaal;108.9;1.4;0.8;102.4;1.7;2.7;6.6
816;Segment B: kleine auto's;2017 2e kwartaal;108.5;-0.4;0.5;102.1;-0.3;1.6;6.6
817;Segment B: kleine auto's;2017 3e kwartaal;107.4;-1.1;-0.2;101.3;-0.8;1.4;6.6
818;Segment B: kleine auto's;2017 4e kwartaal;108.4;1.0;0.9;102.7;1.4;1.9;6.6
819;Segment B: kleine auto's;2017 jaargemiddelde;108.3;;0.5;102.1;;1.9;6.6
820;Segment C: klein/midden;2001 3e kwartaal;76.5;;;74.2;;;
821;Segment C: klein/midden;2001 4e kwartaal;76.6;0.0;;73.6;-0.9;;
822;Segment C: klein/midden;2002 1e kwartaal;78.5;2.5;;75.1;2.1;;
823;Segment C: klein/midden;2002 2e kwartaal;79.2;1.0;;76.3;1.6;;
824;Segment C: klein/midden;2002 3e kwartaal;78.9;-0.4;3.1;75.8;-0.6;2.1;
825;Segment C: klein/midden;2002 4e kwartaal;78.9;-0.1;3.0;75.7;-0.1;2.9;
826;Segment C: klein/midden;2002 jaargemiddelde;78.9;;;75.7;;;
827;Segment C: klein/midden;2003 1e kwartaal;80.8;2.5;3.0;78.1;3.1;4.0;
828;Segment C: klein/midden;2003 2e kwartaal;81.2;0.4;2.4;77.5;-0.7;1.6;
829;Segment C: klein/midden;2003 3e kwartaal;82.3;1.5;4.4;78.7;1.5;3.8;
830;Segment C: klein/midden;2003 4e kwartaal;83.3;1.1;5.6;79.1;0.6;4.5;
831;Segment C: klein/midden;2003 jaargemiddelde;81.9;;3.8;78.4;;3.5;
832;Segment C: klein/midden;2004 1e kwartaal;84.7;1.7;4.8;80.5;1.7;3.1;
833;Segment C: klein/midden;2004 2e kwartaal;85.6;1.0;5.5;82.2;2.1;6.1;
834;Segment C: klein/midden;2004 3e kwartaal;85.5;-0.1;3.9;82.6;0.4;4.9;
835;Segment C: klein/midden;2004 4e kwartaal;85.7;0.2;2.9;83.3;0.8;5.2;
836;Segment C: klein/midden;2004 jaargemiddelde;85.4;;4.2;82.1;;4.8;
837;Segment C: klein/midden;2005 1e kwartaal;88.9;3.7;4.9;85.3;2.4;5.9;
838;Segment C: klein/midden;2005 2e kwartaal;89.8;1.1;4.9;87.1;2.1;5.9;
839;Segment C: klein/midden;2005 3e kwartaal;90.4;0.7;5.7;88.9;2.1;7.7;
840;Segment C: klein/midden;2005 4e kwartaal;91.5;1.2;6.7;89.6;0.8;7.6;
841;Segment C: klein/midden;2005 jaargemiddelde;90.1;;5.6;87.7;;6.8;
842;Segment C: klein/midden;2006 1e kwartaal;93.1;1.8;4.7;91.2;1.7;6.9;
843;Segment C: klein/midden;2006 2e kwartaal;93.8;0.7;4.4;92.4;1.3;6.0;
844;Segment C: klein/midden;2006 3e kwartaal;93.8;0.0;3.7;92.6;0.3;4.2;
845;Segment C: klein/midden;2006 4e kwartaal;94.1;0.3;2.9;91.2;-1.5;1.8;
846;Segment C: klein/midden;2006 jaargemiddelde;93.7;;3.9;91.8;;4.7;
847;Segment C: klein/midden;2007 1e kwartaal;95.3;1.3;2.4;92.4;1.3;1.4;
848;Segment C: klein/midden;2007 2e kwartaal;95.5;0.2;1.8;93.9;1.6;1.6;
849;Segment C: klein/midden;2007 3e kwartaal;95.4;-0.1;1.8;93.6;-0.3;1.1;
850;Segment C: klein/midden;2007 4e kwartaal;95.6;0.1;1.6;94.7;1.1;3.8;
851;Segment C: klein/midden;2007 jaargemiddelde;95.5;;1.9;93.6;;2.0;
852;Segment C: klein/midden;2008 1e kwartaal;94.2;-1.4;-1.2;94.1;-0.6;1.8;
853;Segment C: klein/midden;2008 2e kwartaal;95.7;1.6;0.2;96.8;3.0;3.1;
854;Segment C: klein/midden;2008 3e kwartaal;96.7;1.1;1.3;98.5;1.7;5.2;
855;Segment C: klein/midden;2008 4e kwartaal;97.6;0.9;2.1;96.6;-1.9;2.0;
856;Segment C: klein/midden;2008 jaargemiddelde;96.0;;0.6;96.5;;3.0;
857;Segment C: klein/midden;2009 1e kwartaal;98.5;0.9;4.6;96.1;-0.5;2.2;
858;Segment C: klein/midden;2009 2e kwartaal;98.2;-0.4;2.6;96.2;0.1;-0.7;
859;Segment C: klein/midden;2009 3e kwartaal;98.7;0.5;2.0;97.2;1.1;-1.3;
860;Segment C: klein/midden;2009 4e kwartaal;98.5;-0.2;0.9;97.5;0.3;1.0;
861;Segment C: klein/midden;2009 jaargemiddelde;98.4;;2.5;96.8;;0.3;
862;Segment C: klein/midden;2010 1e kwartaal;100.0;1.6;1.5;99.2;1.7;3.2;23.1
863;Segment C: klein/midden;2010 2e kwartaal;99.9;-0.1;1.8;100.3;1.1;4.3;23.1
864;Segment C: klein/midden;2010 3e kwartaal;99.8;-0.1;1.1;99.8;-0.5;2.7;23.1
865;Segment C: klein/midden;2010 4e kwartaal;100.2;0.4;1.8;100.7;0.8;3.3;23.1
866;Segment C: klein/midden;2010 jaargemiddelde;;;;;;;
867;Segment C: klein/midden;2011 1e kwartaal;102.3;2.0;2.3;103.7;3.0;4.6;23.1
868;Segment C: klein/midden;2011 2e kwartaal;102.6;0.3;2.7;105.1;1.4;4.8;23.1
869;Segment C: klein/midden;2011 3e kwartaal;102.4;-0.2;2.6;104.4;-0.7;4.6;23.1
870;Segment C: klein/midden;2011 4e kwartaal;102.1;-0.2;1.9;103.5;-0.9;2.8;23.1
871;Segment C: klein/midden;2011 jaargemiddelde;102.3;;;104.2;;;23.1
872;Segment C: klein/midden;2012 1e kwartaal;102.1;0.0;-0.2;104.0;0.5;0.3;23.1
873;Segment C: klein/midden;2012 2e kwartaal;101.9;-0.2;-0.7;103.9;-0.1;-1.2;23.1
874;Segment C: klein/midden;2012 3e kwartaal;101.7;-0.2;-0.7;103.4;-0.5;-1.0;23.1
875;Segment C: klein/midden;2012 4e kwartaal;101.6;-0.1;-0.5;102.8;-0.6;-0.7;23.1
876;Segment C: klein/midden;2012 jaargemiddelde;101.8;;-0.5;103.5;;-0.6;23.1
877;Segment C: klein/midden;2013 1e kwartaal;102.1;0.5;0.0;103.1;0.3;-0.9;23.1
878;Segment C: klein/midden;2013 2e kwartaal;101.8;-0.3;-0.1;102.2;-0.8;-1.6;23.1
879;Segment C: klein/midden;2013 3e kwartaal;101.7;-0.1;0.0;102.5;0.3;-0.8;23.1
880;Segment C: klein/midden;2013 4e kwartaal;102.2;0.4;0.6;102.1;-0.5;-0.7;23.1
881;Segment C: klein/midden;2013 jaargemiddelde;102.0;;0.1;102.5;;-1.0;23.1
882;Segment C: klein/midden;2014 1e kwartaal;103.5;1.3;1.3;103.5;1.4;0.4;23.1
883;Segment C: klein/midden;2014 2e kwartaal;102.8;-0.7;1.0;103.3;-0.2;1.0;23.1
884;Segment C: klein/midden;2014 3e kwartaal;102.4;-0.3;0.7;102.6;-0.6;0.1;23.1
885;Segment C: klein/midden;2014 4e kwartaal;102.7;0.2;0.5;102.0;-0.7;-0.1;23.1
886;Segment C: klein/midden;2014 jaargemiddelde;102.8;;0.9;102.8;;0.4;23.1
887;Segment C: klein/midden;2015 1e kwartaal;102.5;-0.1;-0.9;100.2;-1.8;-3.2;23.1
888;Segment C: klein/midden;2015 2e kwartaal;101.0;-1.5;-1.7;99.7;-0.5;-3.5;23.1
889;Segment C: klein/midden;2015 3e kwartaal;99.4;-1.6;-3.0;97.6;-2.1;-4.9;23.1
890;Segment C: klein/midden;2015 4e kwartaal;99.5;0.1;-3.1;97.0;-0.6;-4.9;23.1
891;Segment C: klein/midden;2015 jaargemiddelde;100.6;;-2.2;98.6;;-4.1;23.1
892;Segment C: klein/midden;2016 1e kwartaal;99.1;-0.5;-3.4;95.3;-1.8;-4.9;23.1
893;Segment C: klein/midden;2016 2e kwartaal;98.8;-0.2;-2.2;95.7;0.4;-4.0;23.1
894;Segment C: klein/midden;2016 3e kwartaal;98.1;-0.8;-1.3;94.9;-0.8;-2.8;23.1
895;Segment C: klein/midden;2016 4e kwartaal;98.3;0.3;-1.2;95.9;1.0;-1.2;23.1
896;Segment C: klein/midden;2016 jaargemiddelde;98.6;;-2.0;95.4;;-3.2;23.1
897;Segment C: klein/midden;2017 1e kwartaal;100.0;1.7;1.0;97.6;1.8;2.4;23.1
898;Segment C: klein/midden;2017 2e kwartaal;99.3;-0.7;0.4;96.7;-0.8;1.1;23.1
899;Segment C: klein/midden;2017 3e kwartaal;98.1;-1.2;0.0;95.7;-1.0;0.9;23.1
900;Segment C: klein/midden;2017 4e kwartaal;98.4;0.3;0.0;96.4;0.7;0.6;23.1
901;Segment C: klein/midden;2017 jaargemiddelde;98.9;;0.4;96.6;;1.2;23.1
902;Segment D: midden/groot;2001 3e kwartaal;77.1;;;74.7;;;
903;Segment D: midden/groot;2001 4e kwartaal;76.7;-0.5;;73.7;-1.4;;
904;Segment D: midden/groot;2002 1e kwartaal;78.2;2.0;;74.9;1.7;;
905;Segment D: midden/groot;2002 2e kwartaal;79.3;1.3;;76.3;1.9;;
906;Segment D: midden/groot;2002 3e kwartaal;79.1;-0.2;2.6;75.9;-0.5;1.7;
907;Segment D: midden/groot;2002 4e kwartaal;79.3;0.2;3.4;76.0;0.1;3.2;
908;Segment D: midden/groot;2002 jaargemiddelde;79.0;;;75.8;;;
909;Segment D: midden/groot;2003 1e kwartaal;80.9;2.0;3.4;78.1;2.8;4.3;
910;Segment D: midden/groot;2003 2e kwartaal;80.2;-0.9;1.1;76.7;-1.8;0.5;
911;Segment D: midden/groot;2003 3e kwartaal;81.4;1.6;3.0;78.0;1.6;2.7;
912;Segment D: midden/groot;2003 4e kwartaal;82.6;1.5;4.2;78.6;0.8;3.4;
