ID;ExportingSectorSIC2008;SupplyingSectorSIC2008;Periods;LabourVolumeTotal_1;ValueAdded_2;Imports_3
4422;B Mining and quarrying;01 Agriculture;2021;0.1;5.2;1.0
4423;B Mining and quarrying;01 Agriculture;2022;0.1;9.2;2.8
4424;B Mining and quarrying;02 Forestry and logging;2015;0.0;0.0;0.0
4425;B Mining and quarrying;02 Forestry and logging;2016;0.0;0.0;0.0
4426;B Mining and quarrying;02 Forestry and logging;2017;0.0;0.0;0.0
4427;B Mining and quarrying;02 Forestry and logging;2018;0.0;0.0;0.0
4428;B Mining and quarrying;02 Forestry and logging;2019;0.0;0.0;0.0
4429;B Mining and quarrying;02 Forestry and logging;2020;0.0;0.0;0.0
4430;B Mining and quarrying;02 Forestry and logging;2021;0.0;0.0;0.0
4431;B Mining and quarrying;02 Forestry and logging;2022;0.0;0.0;0.0
4432;B Mining and quarrying;03 Fishing and aquaculture;2015;0.0;0.0;0.0
4433;B Mining and quarrying;03 Fishing and aquaculture;2016;0.0;0.0;0.0
4434;B Mining and quarrying;03 Fishing and aquaculture;2017;0.0;0.0;0.0
4435;B Mining and quarrying;03 Fishing and aquaculture;2018;0.0;0.0;0.0
4436;B Mining and quarrying;03 Fishing and aquaculture;2019;0.0;0.0;0.0
4437;B Mining and quarrying;03 Fishing and aquaculture;2020;0.0;0.0;0.0
4438;B Mining and quarrying;03 Fishing and aquaculture;2021;0.0;0.0;0.0
4439;B Mining and quarrying;03 Fishing and aquaculture;2022;0.0;0.0;0.0
4440;B Mining and quarrying;B Mining and quarrying;2015;7.6;8278.1;1361.8
4441;B Mining and quarrying;B Mining and quarrying;2016;7.1;5555.8;1186.6
4442;B Mining and quarrying;B Mining and quarrying;2017;6.1;5176.5;736.3
4443;B Mining and quarrying;B Mining and quarrying;2018;5.8;5183.8;767.3
4444;B Mining and quarrying;B Mining and quarrying;2019;5.3;3824.2;508.0
4445;B Mining and quarrying;B Mining and quarrying;2020;5.0;1853.2;547.2
4446;B Mining and quarrying;B Mining and quarrying;2021;4.9;4220.6;574.8
4447;B Mining and quarrying;B Mining and quarrying;2022;5.3;12007.8;664.7
4448;B Mining and quarrying;B-E Industry (no construction), energy;2015;11.3;8988.8;1577.8
4449;B Mining and quarrying;B-E Industry (no construction), energy;2016;10.7;6267.4;1377.0
4450;B Mining and quarrying;B-E Industry (no construction), energy;2017;9.1;5782.9;898.0
4451;B Mining and quarrying;B-E Industry (no construction), energy;2018;8.7;5756.8;926.0
4452;B Mining and quarrying;B-E Industry (no construction), energy;2019;7.8;4328.6;643.5
4453;B Mining and quarrying;B-E Industry (no construction), energy;2020;7.4;2351.7;667.3
4454;B Mining and quarrying;B-E Industry (no construction), energy;2021;7.7;4840.8;747.3
4455;B Mining and quarrying;B-E Industry (no construction), energy;2022;8.1;12663.2;904.4
4456;B Mining and quarrying;B-F Manufacturing and energy;2015;14.2;9200.4;1689.7
4457;B Mining and quarrying;B-F Manufacturing and energy;2016;12.9;6436.0;1460.0
4458;B Mining and quarrying;B-F Manufacturing and energy;2017;10.8;5919.9;965.8
4459;B Mining and quarrying;B-F Manufacturing and energy;2018;10.1;5872.9;987.7
4460;B Mining and quarrying;B-F Manufacturing and energy;2019;8.8;4417.9;687.7
4461;B Mining and quarrying;B-F Manufacturing and energy;2020;8.6;2450.4;717.9
4462;B Mining and quarrying;B-F Manufacturing and energy;2021;8.8;4950.6;804.8
4463;B Mining and quarrying;B-F Manufacturing and energy;2022;9.6;12790.3;980.7
4464;B Mining and quarrying;C Manufacturing;2015;2.0;184.9;154.0
4465;B Mining and quarrying;C Manufacturing;2016;1.8;171.2;136.8
4466;B Mining and quarrying;C Manufacturing;2017;1.3;128.7;106.0
4467;B Mining and quarrying;C Manufacturing;2018;1.3;127.1;104.7
4468;B Mining and quarrying;C Manufacturing;2019;1.1;110.8;90.1
4469;B Mining and quarrying;C Manufacturing;2020;1.1;107.4;83.9
4470;B Mining and quarrying;C Manufacturing;2021;1.1;118.1;105.8
4471;B Mining and quarrying;C Manufacturing;2022;1.1;130.3;140.8
4472;B Mining and quarrying;10-12 Manufacture of food and beverages;2015;0.0;1.5;3.2
4473;B Mining and quarrying;10-12 Manufacture of food and beverages;2016;0.0;1.2;2.4
4474;B Mining and quarrying;10-12 Manufacture of food and beverages;2017;0.0;1.1;2.1
4475;B Mining and quarrying;10-12 Manufacture of food and beverages;2018;0.0;1.1;2.0
4476;B Mining and quarrying;10-12 Manufacture of food and beverages;2019;0.0;0.9;1.7
4477;B Mining and quarrying;10-12 Manufacture of food and beverages;2020;0.0;0.9;1.8
4478;B Mining and quarrying;10-12 Manufacture of food and beverages;2021;0.0;1.0;2.3
4479;B Mining and quarrying;10-12 Manufacture of food and beverages;2022;0.0;1.6;4.0
4480;B Mining and quarrying;10 Manufacture of food products;2015;0.0;1.2;3.0
4481;B Mining and quarrying;10 Manufacture of food products;2016;0.0;0.9;2.2
4482;B Mining and quarrying;10 Manufacture of food products;2017;0.0;0.8;1.9
4483;B Mining and quarrying;10 Manufacture of food products;2018;0.0;0.9;1.8
4484;B Mining and quarrying;10 Manufacture of food products;2019;0.0;0.7;1.6
4485;B Mining and quarrying;10 Manufacture of food products;2020;0.0;0.7;1.6
4486;B Mining and quarrying;10 Manufacture of food products;2021;0.0;0.8;2.2
4487;B Mining and quarrying;10 Manufacture of food products;2022;0.0;1.3;3.7
4488;B Mining and quarrying;11 Manufacture of beverages;2015;0.0;0.4;0.3
4489;B Mining and quarrying;11 Manufacture of beverages;2016;0.0;0.3;0.2
4490;B Mining and quarrying;11 Manufacture of beverages;2017;0.0;0.3;0.2
4491;B Mining and quarrying;11 Manufacture of beverages;2018;0.0;0.3;0.2
4492;B Mining and quarrying;11 Manufacture of beverages;2019;0.0;0.2;0.2
4493;B Mining and quarrying;11 Manufacture of beverages;2020;0.0;0.2;0.1
4494;B Mining and quarrying;11 Manufacture of beverages;2021;0.0;0.2;0.1
4495;B Mining and quarrying;11 Manufacture of beverages;2022;0.0;0.3;0.3
4496;B Mining and quarrying;12 Manufacture of tobacco products;2015;0.0;0.0;0.0
4497;B Mining and quarrying;12 Manufacture of tobacco products;2016;0.0;0.0;0.0
4498;B Mining and quarrying;12 Manufacture of tobacco products;2017;0.0;0.0;0.0
4499;B Mining and quarrying;12 Manufacture of tobacco products;2018;0.0;0.0;0.0
4500;B Mining and quarrying;12 Manufacture of tobacco products;2019;0.0;0.0;0.0
4501;B Mining and quarrying;12 Manufacture of tobacco products;2020;0.0;0.0;0.0
4502;B Mining and quarrying;12 Manufacture of tobacco products;2021;0.0;0.0;0.0
4503;B Mining and quarrying;12 Manufacture of tobacco products;2022;0.0;0.0;0.0
4504;B Mining and quarrying;13-15 Man. of textile-, leatherproducts;2015;0.0;0.8;0.7
4505;B Mining and quarrying;13-15 Man. of textile-, leatherproducts;2016;0.0;0.5;0.5
4506;B Mining and quarrying;13-15 Man. of textile-, leatherproducts;2017;0.0;0.4;0.4
4507;B Mining and quarrying;13-15 Man. of textile-, leatherproducts;2018;0.0;0.4;0.4
4508;B Mining and quarrying;13-15 Man. of textile-, leatherproducts;2019;0.0;0.3;0.3
4509;B Mining and quarrying;13-15 Man. of textile-, leatherproducts;2020;0.0;0.4;0.3
4510;B Mining and quarrying;13-15 Man. of textile-, leatherproducts;2021;0.0;0.4;0.4
4511;B Mining and quarrying;13-15 Man. of textile-, leatherproducts;2022;0.0;0.4;0.6
4512;B Mining and quarrying;16-18 Man. wood en paperprod., printing;2015;0.1;10.1;10.2
4513;B Mining and quarrying;16-18 Man. wood en paperprod., printing;2016;0.1;9.2;9.8
4514;B Mining and quarrying;16-18 Man. wood en paperprod., printing;2017;0.1;6.7;7.2
4515;B Mining and quarrying;16-18 Man. wood en paperprod., printing;2018;0.1;6.2;6.5
4516;B Mining and quarrying;16-18 Man. wood en paperprod., printing;2019;0.1;6.1;6.0
4517;B Mining and quarrying;16-18 Man. wood en paperprod., printing;2020;0.1;6.0;5.4
4518;B Mining and quarrying;16-18 Man. wood en paperprod., printing;2021;0.1;5.9;6.8
4519;B Mining and quarrying;16-18 Man. wood en paperprod., printing;2022;0.1;7.8;9.9
4520;B Mining and quarrying;16 Manufacture of wood products;2015;0.0;1.7;1.8
4521;B Mining and quarrying;16 Manufacture of wood products;2016;0.0;1.3;1.4
4522;B Mining and quarrying;16 Manufacture of wood products;2017;0.0;1.1;1.1
4523;B Mining and quarrying;16 Manufacture of wood products;2018;0.0;1.2;1.2
4524;B Mining and quarrying;16 Manufacture of wood products;2019;0.0;1.3;1.4
4525;B Mining and quarrying;16 Manufacture of wood products;2020;0.0;1.6;1.6
4526;B Mining and quarrying;16 Manufacture of wood products;2021;0.0;1.5;1.8
4527;B Mining and quarrying;16 Manufacture of wood products;2022;0.0;1.9;2.3
4528;B Mining and quarrying;17 Manufacture of paper;2015;0.0;4.2;5.5
4529;B Mining and quarrying;17 Manufacture of paper;2016;0.0;4.2;5.7
4530;B Mining and quarrying;17 Manufacture of paper;2017;0.0;2.9;4.2
4531;B Mining and quarrying;17 Manufacture of paper;2018;0.0;2.8;3.8
4532;B Mining and quarrying;17 Manufacture of paper;2019;0.0;3.0;3.4
4533;B Mining and quarrying;17 Manufacture of paper;2020;0.0;2.7;2.7
4534;B Mining and quarrying;17 Manufacture of paper;2021;0.0;2.3;3.7
4535;B Mining and quarrying;17 Manufacture of paper;2022;0.0;2.9;5.4
4536;B Mining and quarrying;18 Printing and reproduction;2015;0.1;4.2;3.0
4537;B Mining and quarrying;18 Printing and reproduction;2016;0.0;3.7;2.8
4538;B Mining and quarrying;18 Printing and reproduction;2017;0.0;2.6;1.9
4539;B Mining and quarrying;18 Printing and reproduction;2018;0.0;2.2;1.5
4540;B Mining and quarrying;18 Printing and reproduction;2019;0.0;1.8;1.2
4541;B Mining and quarrying;18 Printing and reproduction;2020;0.0;1.7;1.1
4542;B Mining and quarrying;18 Printing and reproduction;2021;0.0;2.0;1.2
4543;B Mining and quarrying;18 Printing and reproduction;2022;0.0;3.0;2.2
4544;B Mining and quarrying;19 Manufacture of coke and petroleum;2015;0.0;1.5;19.2
4545;B Mining and quarrying;19 Manufacture of coke and petroleum;2016;0.0;1.4;15.1
4546;B Mining and quarrying;19 Manufacture of coke and petroleum;2017;0.0;1.0;12.0
4547;B Mining and quarrying;19 Manufacture of coke and petroleum;2018;0.0;0.8;15.0
4548;B Mining and quarrying;19 Manufacture of coke and petroleum;2019;0.0;0.8;11.4
4549;B Mining and quarrying;19 Manufacture of coke and petroleum;2020;0.0;0.2;9.0
4550;B Mining and quarrying;19 Manufacture of coke and petroleum;2021;0.0;0.9;18.1
4551;B Mining and quarrying;19 Manufacture of coke and petroleum;2022;0.0;5.6;33.7
4552;B Mining and quarrying;20-21 Chemistry and pharmaceuticals;2015;0.0;7.4;8.4
4553;B Mining and quarrying;20-21 Chemistry and pharmaceuticals;2016;0.0;7.0;6.5
4554;B Mining and quarrying;20-21 Chemistry and pharmaceuticals;2017;0.0;5.7;5.8
4555;B Mining and quarrying;20-21 Chemistry and pharmaceuticals;2018;0.0;6.0;6.7
4556;B Mining and quarrying;20-21 Chemistry and pharmaceuticals;2019;0.0;4.3;4.6
4557;B Mining and quarrying;20-21 Chemistry and pharmaceuticals;2020;0.0;4.1;4.9
4558;B Mining and quarrying;20-21 Chemistry and pharmaceuticals;2021;0.0;4.9;6.7
4559;B Mining and quarrying;20-21 Chemistry and pharmaceuticals;2022;0.0;5.2;8.7
4560;B Mining and quarrying;20 Manufacture of chemicals;2015;0.0;7.2;8.2
4561;B Mining and quarrying;20 Manufacture of chemicals;2016;0.0;6.8;6.4
4562;B Mining and quarrying;20 Manufacture of chemicals;2017;0.0;5.6;5.7
4563;B Mining and quarrying;20 Manufacture of chemicals;2018;0.0;5.8;6.6
4564;B Mining and quarrying;20 Manufacture of chemicals;2019;0.0;4.2;4.6
4565;B Mining and quarrying;20 Manufacture of chemicals;2020;0.0;4.0;4.8
4566;B Mining and quarrying;20 Manufacture of chemicals;2021;0.0;4.8;6.7
4567;B Mining and quarrying;20 Manufacture of chemicals;2022;0.0;5.1;8.6
4568;B Mining and quarrying;21 Manufacture of pharmaceuticals;2015;0.0;0.2;0.1
4569;B Mining and quarrying;21 Manufacture of pharmaceuticals;2016;0.0;0.2;0.1
4570;B Mining and quarrying;21 Manufacture of pharmaceuticals;2017;0.0;0.1;0.1
4571;B Mining and quarrying;21 Manufacture of pharmaceuticals;2018;0.0;0.1;0.1
4572;B Mining and quarrying;21 Manufacture of pharmaceuticals;2019;0.0;0.1;0.1
4573;B Mining and quarrying;21 Manufacture of pharmaceuticals;2020;0.0;0.1;0.1
4574;B Mining and quarrying;21 Manufacture of pharmaceuticals;2021;0.0;0.1;0.1
4575;B Mining and quarrying;21 Manufacture of pharmaceuticals;2022;0.0;0.1;0.1
4576;B Mining and quarrying;22-23 Man. plastics and constructionprod;2015;0.2;21.4;16.2
4577;B Mining and quarrying;22-23 Man. plastics and constructionprod;2016;0.2;16.8;12.4
4578;B Mining and quarrying;22-23 Man. plastics and constructionprod;2017;0.1;12.0;9.6
4579;B Mining and quarrying;22-23 Man. plastics and constructionprod;2018;0.1;11.4;9.5
4580;B Mining and quarrying;22-23 Man. plastics and constructionprod;2019;0.1;9.2;7.6
4581;B Mining and quarrying;22-23 Man. plastics and constructionprod;2020;0.1;10.5;8.1
4582;B Mining and quarrying;22-23 Man. plastics and constructionprod;2021;0.1;10.0;9.0
4583;B Mining and quarrying;22-23 Man. plastics and constructionprod;2022;0.1;12.1;12.1
4584;B Mining and quarrying;22 Manufacture rubber, plastic products;2015;0.1;13.1;10.1
4585;B Mining and quarrying;22 Manufacture rubber, plastic products;2016;0.1;10.3;8.1
4586;B Mining and quarrying;22 Manufacture rubber, plastic products;2017;0.1;6.9;6.2
4587;B Mining and quarrying;22 Manufacture rubber, plastic products;2018;0.1;6.7;6.0
4588;B Mining and quarrying;22 Manufacture rubber, plastic products;2019;0.0;5.3;4.7
4589;B Mining and quarrying;22 Manufacture rubber, plastic products;2020;0.1;5.9;4.9
4590;B Mining and quarrying;22 Manufacture rubber, plastic products;2021;0.0;5.2;5.2
4591;B Mining and quarrying;22 Manufacture rubber, plastic products;2022;0.1;6.4;6.7
4592;B Mining and quarrying;23 Manufacture of building materials;2015;0.1;8.3;6.1
4593;B Mining and quarrying;23 Manufacture of building materials;2016;0.1;6.5;4.3
4594;B Mining and quarrying;23 Manufacture of building materials;2017;0.0;5.1;3.5
4595;B Mining and quarrying;23 Manufacture of building materials;2018;0.0;4.7;3.5
4596;B Mining and quarrying;23 Manufacture of building materials;2019;0.0;3.8;2.8
4597;B Mining and quarrying;23 Manufacture of building materials;2020;0.0;4.6;3.2
4598;B Mining and quarrying;23 Manufacture of building materials;2021;0.0;4.8;3.8
4599;B Mining and quarrying;23 Manufacture of building materials;2022;0.0;5.7;5.5
4600;B Mining and quarrying;24 Manufacture of basic metals;2015;0.0;4.3;6.0
4601;B Mining and quarrying;24 Manufacture of basic metals;2016;0.0;3.2;3.8
4602;B Mining and quarrying;24 Manufacture of basic metals;2017;0.0;2.9;4.6
4603;B Mining and quarrying;24 Manufacture of basic metals;2018;0.0;2.8;4.0
4604;B Mining and quarrying;24 Manufacture of basic metals;2019;0.0;2.2;3.6
4605;B Mining and quarrying;24 Manufacture of basic metals;2020;0.0;2.0;3.3
4606;B Mining and quarrying;24 Manufacture of basic metals;2021;0.0;2.5;4.1
4607;B Mining and quarrying;24 Manufacture of basic metals;2022;0.0;3.5;5.9
4608;B Mining and quarrying;24-25 Man. of basic metals and -products;2015;0.6;45.8;27.2
4609;B Mining and quarrying;24-25 Man. of basic metals and -products;2016;0.4;39.0;22.6
4610;B Mining and quarrying;24-25 Man. of basic metals and -products;2017;0.3;30.3;19.5
4611;B Mining and quarrying;24-25 Man. of basic metals and -products;2018;0.3;29.0;18.7
4612;B Mining and quarrying;24-25 Man. of basic metals and -products;2019;0.3;25.0;16.0
4613;B Mining and quarrying;24-25 Man. of basic metals and -products;2020;0.3;23.9;15.3
4614;B Mining and quarrying;24-25 Man. of basic metals and -products;2021;0.3;25.6;20.1
4615;B Mining and quarrying;24-25 Man. of basic metals and -products;2022;0.3;28.2;25.0
4616;B Mining and quarrying;25 Manufacture of metal products;2015;0.5;41.5;21.2
4617;B Mining and quarrying;25 Manufacture of metal products;2016;0.4;35.8;18.9
4618;B Mining and quarrying;25 Manufacture of metal products;2017;0.3;27.4;15.0
4619;B Mining and quarrying;25 Manufacture of metal products;2018;0.3;26.2;14.7
4620;B Mining and quarrying;25 Manufacture of metal products;2019;0.2;22.8;12.5
4621;B Mining and quarrying;25 Manufacture of metal products;2020;0.3;21.9;12.0
4622;B Mining and quarrying;25 Manufacture of metal products;2021;0.3;23.1;16.0
4623;B Mining and quarrying;25 Manufacture of metal products;2022;0.3;24.7;19.1
4624;B Mining and quarrying;26 Manufacture of electronic products;2015;0.0;2.2;14.8
4625;B Mining and quarrying;26 Manufacture of electronic products;2016;0.0;1.9;14.8
4626;B Mining and quarrying;26 Manufacture of electronic products;2017;0.0;1.5;10.7
4627;B Mining and quarrying;26 Manufacture of electronic products;2018;0.0;1.1;6.4
4628;B Mining and quarrying;26 Manufacture of electronic products;2019;0.0;1.4;5.2
4629;B Mining and quarrying;26 Manufacture of electronic products;2020;0.0;1.0;3.5
4630;B Mining and quarrying;26 Manufacture of electronic products;2021;0.0;2.1;3.7
4631;B Mining and quarrying;26 Manufacture of electronic products;2022;0.0;2.6;3.8
4632;B Mining and quarrying;26-27 Elektrical and electron. Industry;2015;0.2;21.5;28.7
4633;B Mining and quarrying;26-27 Elektrical and electron. Industry;2016;0.1;20.6;27.5
4634;B Mining and quarrying;26-27 Elektrical and electron. Industry;2017;0.1;11.7;17.8
4635;B Mining and quarrying;26-27 Elektrical and electron. Industry;2018;0.1;9.5;12.6
4636;B Mining and quarrying;26-27 Elektrical and electron. Industry;2019;0.1;9.7;10.9
4637;B Mining and quarrying;26-27 Elektrical and electron. Industry;2020;0.1;9.8;9.0
4638;B Mining and quarrying;26-27 Elektrical and electron. Industry;2021;0.1;10.3;10.0
4639;B Mining and quarrying;26-27 Elektrical and electron. Industry;2022;0.1;10.6;11.1
4640;B Mining and quarrying;27 Manufacture of electric equipment;2015;0.1;19.3;13.8
4641;B Mining and quarrying;27 Manufacture of electric equipment;2016;0.1;18.7;12.7
4642;B Mining and quarrying;27 Manufacture of electric equipment;2017;0.1;10.2;7.1
4643;B Mining and quarrying;27 Manufacture of electric equipment;2018;0.1;8.4;6.2
4644;B Mining and quarrying;27 Manufacture of electric equipment;2019;0.1;8.3;5.7
4645;B Mining and quarrying;27 Manufacture of electric equipment;2020;0.1;8.8;5.6
4646;B Mining and quarrying;27 Manufacture of electric equipment;2021;0.0;8.2;6.3
4647;B Mining and quarrying;27 Manufacture of electric equipment;2022;0.1;8.0;7.3
4648;B Mining and quarrying;28 Manufacture of machinery n.e.c.;2015;0.2;23.9;17.5
