ID;ExportingSectorSIC2008;SupplyingSectorSIC2008;Periods;LabourVolumeTotal_1;ValueAdded_2;Imports_3
4085;03 Fishing and aquaculture;K Financial institutions;2020;0.0;5.4;0.7
4086;03 Fishing and aquaculture;K Financial institutions;2021;0.0;5.8;1.0
4087;03 Fishing and aquaculture;K Financial institutions;2022;0.0;6.1;0.9
4088;03 Fishing and aquaculture;64 Financial institutions, no insurance;2015;0.0;5.2;0.3
4089;03 Fishing and aquaculture;64 Financial institutions, no insurance;2016;0.0;5.0;0.3
4090;03 Fishing and aquaculture;64 Financial institutions, no insurance;2017;0.0;4.4;0.2
4091;03 Fishing and aquaculture;64 Financial institutions, no insurance;2018;0.0;4.5;0.3
4092;03 Fishing and aquaculture;64 Financial institutions, no insurance;2019;0.0;4.3;0.3
4093;03 Fishing and aquaculture;64 Financial institutions, no insurance;2020;0.0;4.1;0.4
4094;03 Fishing and aquaculture;64 Financial institutions, no insurance;2021;0.0;4.1;0.5
4095;03 Fishing and aquaculture;64 Financial institutions, no insurance;2022;0.0;4.4;0.5
4096;03 Fishing and aquaculture;65 Insurance and pension funding;2015;0.0;0.9;0.3
4097;03 Fishing and aquaculture;65 Insurance and pension funding;2016;0.0;1.2;0.4
4098;03 Fishing and aquaculture;65 Insurance and pension funding;2017;0.0;1.1;0.4
4099;03 Fishing and aquaculture;65 Insurance and pension funding;2018;0.0;1.2;0.4
4100;03 Fishing and aquaculture;65 Insurance and pension funding;2019;0.0;1.2;0.4
4101;03 Fishing and aquaculture;65 Insurance and pension funding;2020;0.0;0.8;0.3
4102;03 Fishing and aquaculture;65 Insurance and pension funding;2021;0.0;1.1;0.5
4103;03 Fishing and aquaculture;65 Insurance and pension funding;2022;0.0;1.1;0.4
4104;03 Fishing and aquaculture;66 Other financial services;2015;0.0;0.4;0.0
4105;03 Fishing and aquaculture;66 Other financial services;2016;0.0;0.5;0.0
4106;03 Fishing and aquaculture;66 Other financial services;2017;0.0;0.5;0.0
4107;03 Fishing and aquaculture;66 Other financial services;2018;0.0;0.5;0.0
4108;03 Fishing and aquaculture;66 Other financial services;2019;0.0;0.6;0.0
4109;03 Fishing and aquaculture;66 Other financial services;2020;0.0;0.5;0.0
4110;03 Fishing and aquaculture;66 Other financial services;2021;0.0;0.7;0.0
4111;03 Fishing and aquaculture;66 Other financial services;2022;0.0;0.6;0.0
4112;03 Fishing and aquaculture;L Renting, buying, selling real estate;2015;0.0;1.2;0.1
4113;03 Fishing and aquaculture;L Renting, buying, selling real estate;2016;0.0;1.3;0.1
4114;03 Fishing and aquaculture;L Renting, buying, selling real estate;2017;0.0;1.1;0.0
4115;03 Fishing and aquaculture;L Renting, buying, selling real estate;2018;0.0;1.3;0.1
4116;03 Fishing and aquaculture;L Renting, buying, selling real estate;2019;0.0;1.2;0.0
4117;03 Fishing and aquaculture;L Renting, buying, selling real estate;2020;0.0;1.2;0.0
4118;03 Fishing and aquaculture;L Renting, buying, selling real estate;2021;0.0;1.2;0.1
4119;03 Fishing and aquaculture;L Renting, buying, selling real estate;2022;0.0;1.1;0.1
4120;03 Fishing and aquaculture;68 Renting, buying, selling real estate;2015;0.0;1.2;0.1
4121;03 Fishing and aquaculture;68 Renting, buying, selling real estate;2016;0.0;1.3;0.1
4122;03 Fishing and aquaculture;68 Renting, buying, selling real estate;2017;0.0;1.1;0.0
4123;03 Fishing and aquaculture;68 Renting, buying, selling real estate;2018;0.0;1.3;0.1
4124;03 Fishing and aquaculture;68 Renting, buying, selling real estate;2019;0.0;1.2;0.0
4125;03 Fishing and aquaculture;68 Renting, buying, selling real estate;2020;0.0;1.2;0.0
4126;03 Fishing and aquaculture;68 Renting, buying, selling real estate;2021;0.0;1.2;0.1
4127;03 Fishing and aquaculture;68 Renting, buying, selling real estate;2022;0.0;1.1;0.1
4128;03 Fishing and aquaculture;M-N Business services;2015;0.2;16.1;2.4
4129;03 Fishing and aquaculture;M-N Business services;2016;0.3;18.0;2.5
4130;03 Fishing and aquaculture;M-N Business services;2017;0.3;16.6;2.6
4131;03 Fishing and aquaculture;M-N Business services;2018;0.3;17.9;3.1
4132;03 Fishing and aquaculture;M-N Business services;2019;0.2;15.5;2.9
4133;03 Fishing and aquaculture;M-N Business services;2020;0.2;13.6;2.5
4134;03 Fishing and aquaculture;M-N Business services;2021;0.2;14.9;2.6
4135;03 Fishing and aquaculture;M-N Business services;2022;0.2;13.8;2.5
4136;03 Fishing and aquaculture;M Other specialised business services;2015;0.1;8.7;1.8
4137;03 Fishing and aquaculture;M Other specialised business services;2016;0.1;9.6;1.9
4138;03 Fishing and aquaculture;M Other specialised business services;2017;0.1;8.7;2.0
4139;03 Fishing and aquaculture;M Other specialised business services;2018;0.1;9.2;2.4
4140;03 Fishing and aquaculture;M Other specialised business services;2019;0.1;8.3;2.3
4141;03 Fishing and aquaculture;M Other specialised business services;2020;0.1;7.8;1.9
4142;03 Fishing and aquaculture;M Other specialised business services;2021;0.1;8.0;1.9
4143;03 Fishing and aquaculture;M Other specialised business services;2022;0.1;7.4;1.8
4144;03 Fishing and aquaculture;69-70 Legal and management consultancy;2015;0.1;6.7;1.3
4145;03 Fishing and aquaculture;69-70 Legal and management consultancy;2016;0.1;7.3;1.4
4146;03 Fishing and aquaculture;69-70 Legal and management consultancy;2017;0.1;6.7;1.5
4147;03 Fishing and aquaculture;69-70 Legal and management consultancy;2018;0.1;7.0;1.9
4148;03 Fishing and aquaculture;69-70 Legal and management consultancy;2019;0.1;6.2;1.8
4149;03 Fishing and aquaculture;69-70 Legal and management consultancy;2020;0.1;5.7;1.4
4150;03 Fishing and aquaculture;69-70 Legal and management consultancy;2021;0.1;5.9;1.4
4151;03 Fishing and aquaculture;69-70 Legal and management consultancy;2022;0.1;5.4;1.3
4152;03 Fishing and aquaculture;69-71 Management,  technical consultancy;2015;0.1;8.2;1.6
4153;03 Fishing and aquaculture;69-71 Management,  technical consultancy;2016;0.1;8.9;1.7
4154;03 Fishing and aquaculture;69-71 Management,  technical consultancy;2017;0.1;8.1;1.8
4155;03 Fishing and aquaculture;69-71 Management,  technical consultancy;2018;0.1;8.6;2.2
4156;03 Fishing and aquaculture;69-71 Management,  technical consultancy;2019;0.1;7.7;2.1
4157;03 Fishing and aquaculture;69-71 Management,  technical consultancy;2020;0.1;7.3;1.7
4158;03 Fishing and aquaculture;69-71 Management,  technical consultancy;2021;0.1;7.5;1.7
4159;03 Fishing and aquaculture;69-71 Management,  technical consultancy;2022;0.1;6.9;1.6
4160;03 Fishing and aquaculture;71 Architects, technical services etc.;2015;0.0;1.4;0.2
4161;03 Fishing and aquaculture;71 Architects, technical services etc.;2016;0.0;1.5;0.3
4162;03 Fishing and aquaculture;71 Architects, technical services etc.;2017;0.0;1.4;0.3
4163;03 Fishing and aquaculture;71 Architects, technical services etc.;2018;0.0;1.5;0.3
4164;03 Fishing and aquaculture;71 Architects, technical services etc.;2019;0.0;1.6;0.3
4165;03 Fishing and aquaculture;71 Architects, technical services etc.;2020;0.0;1.6;0.3
4166;03 Fishing and aquaculture;71 Architects, technical services etc.;2021;0.0;1.6;0.3
4167;03 Fishing and aquaculture;71 Architects, technical services etc.;2022;0.0;1.5;0.3
4168;03 Fishing and aquaculture;72 Research and development;2015;0.0;0.0;0.0
4169;03 Fishing and aquaculture;72 Research and development;2016;0.0;0.1;0.0
4170;03 Fishing and aquaculture;72 Research and development;2017;0.0;0.1;0.0
4171;03 Fishing and aquaculture;72 Research and development;2018;0.0;0.1;0.0
4172;03 Fishing and aquaculture;72 Research and development;2019;0.0;0.1;0.0
4173;03 Fishing and aquaculture;72 Research and development;2020;0.0;0.1;0.0
4174;03 Fishing and aquaculture;72 Research and development;2021;0.0;0.1;0.0
4175;03 Fishing and aquaculture;72 Research and development;2022;0.0;0.0;0.0
4176;03 Fishing and aquaculture;73-75 Advertising, design and other;2015;0.0;0.5;0.2
4177;03 Fishing and aquaculture;73-75 Advertising, design and other;2016;0.0;0.6;0.2
4178;03 Fishing and aquaculture;73-75 Advertising, design and other;2017;0.0;0.5;0.2
4179;03 Fishing and aquaculture;73-75 Advertising, design and other;2018;0.0;0.6;0.2
4180;03 Fishing and aquaculture;73-75 Advertising, design and other;2019;0.0;0.6;0.2
4181;03 Fishing and aquaculture;73-75 Advertising, design and other;2020;0.0;0.5;0.1
4182;03 Fishing and aquaculture;73-75 Advertising, design and other;2021;0.0;0.5;0.1
4183;03 Fishing and aquaculture;73-75 Advertising, design and other;2022;0.0;0.5;0.1
4184;03 Fishing and aquaculture;73 Advertising and market research;2015;0.0;0.3;0.1
4185;03 Fishing and aquaculture;73 Advertising and market research;2016;0.0;0.3;0.1
4186;03 Fishing and aquaculture;73 Advertising and market research;2017;0.0;0.3;0.1
4187;03 Fishing and aquaculture;73 Advertising and market research;2018;0.0;0.3;0.1
4188;03 Fishing and aquaculture;73 Advertising and market research;2019;0.0;0.3;0.1
4189;03 Fishing and aquaculture;73 Advertising and market research;2020;0.0;0.3;0.1
4190;03 Fishing and aquaculture;73 Advertising and market research;2021;0.0;0.3;0.1
4191;03 Fishing and aquaculture;73 Advertising and market research;2022;0.0;0.2;0.1
4192;03 Fishing and aquaculture;74-75 Other specialised services;2015;0.0;0.2;0.1
4193;03 Fishing and aquaculture;74-75 Other specialised services;2016;0.0;0.2;0.1
4194;03 Fishing and aquaculture;74-75 Other specialised services;2017;0.0;0.2;0.1
4195;03 Fishing and aquaculture;74-75 Other specialised services;2018;0.0;0.2;0.1
4196;03 Fishing and aquaculture;74-75 Other specialised services;2019;0.0;0.2;0.1
4197;03 Fishing and aquaculture;74-75 Other specialised services;2020;0.0;0.2;0.0
4198;03 Fishing and aquaculture;74-75 Other specialised services;2021;0.0;0.2;0.0
4199;03 Fishing and aquaculture;74-75 Other specialised services;2022;0.0;0.2;0.0
4200;03 Fishing and aquaculture;N Renting and other business support;2015;0.1;7.3;0.6
4201;03 Fishing and aquaculture;N Renting and other business support;2016;0.2;8.5;0.7
4202;03 Fishing and aquaculture;N Renting and other business support;2017;0.2;8.0;0.6
4203;03 Fishing and aquaculture;N Renting and other business support;2018;0.2;8.7;0.7
4204;03 Fishing and aquaculture;N Renting and other business support;2019;0.1;7.1;0.6
4205;03 Fishing and aquaculture;N Renting and other business support;2020;0.1;5.8;0.6
4206;03 Fishing and aquaculture;N Renting and other business support;2021;0.1;6.8;0.7
4207;03 Fishing and aquaculture;N Renting and other business support;2022;0.1;6.3;0.7
4208;03 Fishing and aquaculture;77 Renting and leasing of tangible goods;2015;0.0;1.5;0.1
4209;03 Fishing and aquaculture;77 Renting and leasing of tangible goods;2016;0.0;1.6;0.1
4210;03 Fishing and aquaculture;77 Renting and leasing of tangible goods;2017;0.0;1.5;0.1
4211;03 Fishing and aquaculture;77 Renting and leasing of tangible goods;2018;0.0;1.6;0.1
4212;03 Fishing and aquaculture;77 Renting and leasing of tangible goods;2019;0.0;1.7;0.2
4213;03 Fishing and aquaculture;77 Renting and leasing of tangible goods;2020;0.0;1.6;0.2
4214;03 Fishing and aquaculture;77 Renting and leasing of tangible goods;2021;0.0;1.6;0.2
4215;03 Fishing and aquaculture;77 Renting and leasing of tangible goods;2022;0.0;1.5;0.2
4216;03 Fishing and aquaculture;78 Employment activities;2015;0.1;3.6;0.1
4217;03 Fishing and aquaculture;78 Employment activities;2016;0.1;4.3;0.1
4218;03 Fishing and aquaculture;78 Employment activities;2017;0.1;4.1;0.1
4219;03 Fishing and aquaculture;78 Employment activities;2018;0.1;4.6;0.1
4220;03 Fishing and aquaculture;78 Employment activities;2019;0.1;3.5;0.1
4221;03 Fishing and aquaculture;78 Employment activities;2020;0.1;2.3;0.1
4222;03 Fishing and aquaculture;78 Employment activities;2021;0.1;3.3;0.1
4223;03 Fishing and aquaculture;78 Employment activities;2022;0.1;3.1;0.1
4224;03 Fishing and aquaculture;79 Travel agencies, tour operators etc;2015;0.0;0.0;0.0
4225;03 Fishing and aquaculture;79 Travel agencies, tour operators etc;2016;0.0;0.0;0.0
4226;03 Fishing and aquaculture;79 Travel agencies, tour operators etc;2017;0.0;0.0;0.0
4227;03 Fishing and aquaculture;79 Travel agencies, tour operators etc;2018;0.0;0.0;0.0
4228;03 Fishing and aquaculture;79 Travel agencies, tour operators etc;2019;0.0;0.0;0.0
4229;03 Fishing and aquaculture;79 Travel agencies, tour operators etc;2020;0.0;0.0;0.0
4230;03 Fishing and aquaculture;79 Travel agencies, tour operators etc;2021;0.0;0.0;0.0
4231;03 Fishing and aquaculture;79 Travel agencies, tour operators etc;2022;0.0;0.0;0.0
4232;03 Fishing and aquaculture;900011  tekst not available;2015;0.0;2.2;0.4
4233;03 Fishing and aquaculture;900011  tekst not available;2016;0.1;2.5;0.4
4234;03 Fishing and aquaculture;900011  tekst not available;2017;0.0;2.3;0.4
4235;03 Fishing and aquaculture;900011  tekst not available;2018;0.0;2.4;0.4
4236;03 Fishing and aquaculture;900011  tekst not available;2019;0.0;1.9;0.3
4237;03 Fishing and aquaculture;900011  tekst not available;2020;0.0;1.9;0.3
4238;03 Fishing and aquaculture;900011  tekst not available;2021;0.0;2.0;0.3
4239;03 Fishing and aquaculture;900011  tekst not available;2022;0.0;1.8;0.3
4240;03 Fishing and aquaculture;O-U Noncommercial services;2015;0.0;4.3;0.3
4241;03 Fishing and aquaculture;O-U Noncommercial services;2016;0.0;4.8;0.4
4242;03 Fishing and aquaculture;O-U Noncommercial services;2017;0.0;3.9;0.3
4243;03 Fishing and aquaculture;O-U Noncommercial services;2018;0.0;4.1;0.3
4244;03 Fishing and aquaculture;O-U Noncommercial services;2019;0.0;2.8;0.2
4245;03 Fishing and aquaculture;O-U Noncommercial services;2020;0.0;2.0;0.2
4246;03 Fishing and aquaculture;O-U Noncommercial services;2021;0.0;2.1;0.2
4247;03 Fishing and aquaculture;O-U Noncommercial services;2022;0.0;1.4;0.2
4248;03 Fishing and aquaculture;O-Q Government and care;2015;0.0;3.5;0.2
4249;03 Fishing and aquaculture;O-Q Government and care;2016;0.0;3.9;0.2
4250;03 Fishing and aquaculture;O-Q Government and care;2017;0.0;3.1;0.2
4251;03 Fishing and aquaculture;O-Q Government and care;2018;0.0;3.2;0.2
4252;03 Fishing and aquaculture;O-Q Government and care;2019;0.0;1.9;0.1
4253;03 Fishing and aquaculture;O-Q Government and care;2020;0.0;1.2;0.1
4254;03 Fishing and aquaculture;O-Q Government and care;2021;0.0;1.3;0.1
4255;03 Fishing and aquaculture;O-Q Government and care;2022;0.0;0.6;0.0
4256;03 Fishing and aquaculture;O Public administration and services;2015;0.0;3.1;0.2
4257;03 Fishing and aquaculture;O Public administration and services;2016;0.0;3.5;0.2
4258;03 Fishing and aquaculture;O Public administration and services;2017;0.0;2.7;0.2
4259;03 Fishing and aquaculture;O Public administration and services;2018;0.0;2.8;0.2
4260;03 Fishing and aquaculture;O Public administration and services;2019;0.0;1.5;0.1
4261;03 Fishing and aquaculture;O Public administration and services;2020;0.0;0.9;0.1
4262;03 Fishing and aquaculture;O Public administration and services;2021;0.0;0.9;0.1
4263;03 Fishing and aquaculture;O Public administration and services;2022;0.0;0.3;0.0
4264;03 Fishing and aquaculture;84 Public administration and services;2015;0.0;3.1;0.2
4265;03 Fishing and aquaculture;84 Public administration and services;2016;0.0;3.5;0.2
4266;03 Fishing and aquaculture;84 Public administration and services;2017;0.0;2.7;0.2
4267;03 Fishing and aquaculture;84 Public administration and services;2018;0.0;2.8;0.2
4268;03 Fishing and aquaculture;84 Public administration and services;2019;0.0;1.5;0.1
4269;03 Fishing and aquaculture;84 Public administration and services;2020;0.0;0.9;0.1
4270;03 Fishing and aquaculture;84 Public administration and services;2021;0.0;0.9;0.1
4271;03 Fishing and aquaculture;84 Public administration and services;2022;0.0;0.3;0.0
4272;03 Fishing and aquaculture;P Education;2015;0.0;0.3;0.0
4273;03 Fishing and aquaculture;P Education;2016;0.0;0.4;0.0
4274;03 Fishing and aquaculture;P Education;2017;0.0;0.3;0.0
4275;03 Fishing and aquaculture;P Education;2018;0.0;0.3;0.0
4276;03 Fishing and aquaculture;P Education;2019;0.0;0.3;0.0
4277;03 Fishing and aquaculture;P Education;2020;0.0;0.2;0.0
4278;03 Fishing and aquaculture;P Education;2021;0.0;0.3;0.0
4279;03 Fishing and aquaculture;P Education;2022;0.0;0.2;0.0
4280;03 Fishing and aquaculture;85 Education;2015;0.0;0.3;0.0
4281;03 Fishing and aquaculture;85 Education;2016;0.0;0.4;0.0
4282;03 Fishing and aquaculture;85 Education;2017;0.0;0.3;0.0
4283;03 Fishing and aquaculture;85 Education;2018;0.0;0.3;0.0
4284;03 Fishing and aquaculture;85 Education;2019;0.0;0.3;0.0
4285;03 Fishing and aquaculture;85 Education;2020;0.0;0.2;0.0
4286;03 Fishing and aquaculture;85 Education;2021;0.0;0.3;0.0
4287;03 Fishing and aquaculture;85 Education;2022;0.0;0.2;0.0
4288;03 Fishing and aquaculture;Q Health and social work activities;2015;0.0;0.1;0.0
4289;03 Fishing and aquaculture;Q Health and social work activities;2016;0.0;0.1;0.0
4290;03 Fishing and aquaculture;Q Health and social work activities;2017;0.0;0.1;0.0
4291;03 Fishing and aquaculture;Q Health and social work activities;2018;0.0;0.1;0.0
4292;03 Fishing and aquaculture;Q Health and social work activities;2019;0.0;0.1;0.0
4293;03 Fishing and aquaculture;Q Health and social work activities;2020;0.0;0.1;0.0
4294;03 Fishing and aquaculture;Q Health and social work activities;2021;0.0;0.1;0.0
4295;03 Fishing and aquaculture;Q Health and social work activities;2022;0.0;0.1;0.0
4296;03 Fishing and aquaculture;86 Human health activities;2015;0.0;0.1;0.0
4297;03 Fishing and aquaculture;86 Human health activities;2016;0.0;0.1;0.0
4298;03 Fishing and aquaculture;86 Human health activities;2017;0.0;0.1;0.0
4299;03 Fishing and aquaculture;86 Human health activities;2018;0.0;0.1;0.0
4300;03 Fishing and aquaculture;86 Human health activities;2019;0.0;0.1;0.0
4301;03 Fishing and aquaculture;86 Human health activities;2020;0.0;0.1;0.0
4302;03 Fishing and aquaculture;86 Human health activities;2021;0.0;0.1;0.0
4303;03 Fishing and aquaculture;86 Human health activities;2022;0.0;0.1;0.0
4304;03 Fishing and aquaculture;87-88 Care and social work;2015;0.0;0.0;0.0
4305;03 Fishing and aquaculture;87-88 Care and social work;2016;0.0;0.0;0.0
4306;03 Fishing and aquaculture;87-88 Care and social work;2017;0.0;0.0;0.0
4307;03 Fishing and aquaculture;87-88 Care and social work;2018;0.0;0.0;0.0
4308;03 Fishing and aquaculture;87-88 Care and social work;2019;0.0;0.0;0.0
4309;03 Fishing and aquaculture;87-88 Care and social work;2020;0.0;0.0;0.0
4310;03 Fishing and aquaculture;87-88 Care and social work;2021;0.0;0.0;0.0
4311;03 Fishing and aquaculture;87-88 Care and social work;2022;0.0;0.0;0.0
4312;03 Fishing and aquaculture;R-U Culture, recreation, other services;2015;0.0;0.8;0.1
4313;03 Fishing and aquaculture;R-U Culture, recreation, other services;2016;0.0;0.9;0.1
4314;03 Fishing and aquaculture;R-U Culture, recreation, other services;2017;0.0;0.8;0.1
4315;03 Fishing and aquaculture;R-U Culture, recreation, other services;2018;0.0;0.9;0.1
4316;03 Fishing and aquaculture;R-U Culture, recreation, other services;2019;0.0;0.9;0.1
4317;03 Fishing and aquaculture;R-U Culture, recreation, other services;2020;0.0;0.8;0.1
4318;03 Fishing and aquaculture;R-U Culture, recreation, other services;2021;0.0;0.8;0.1
4319;03 Fishing and aquaculture;R-U Culture, recreation, other services;2022;0.0;0.8;0.1
4320;03 Fishing and aquaculture;R Culture, sports and recreation;2015;0.0;0.7;0.1
4321;03 Fishing and aquaculture;R Culture, sports and recreation;2016;0.0;0.8;0.1
4322;03 Fishing and aquaculture;R Culture, sports and recreation;2017;0.0;0.8;0.1
4323;03 Fishing and aquaculture;R Culture, sports and recreation;2018;0.0;0.8;0.1
4324;03 Fishing and aquaculture;R Culture, sports and recreation;2019;0.0;0.8;0.1
4325;03 Fishing and aquaculture;R Culture, sports and recreation;2020;0.0;0.8;0.1
4326;03 Fishing and aquaculture;R Culture, sports and recreation;2021;0.0;0.8;0.1
4327;03 Fishing and aquaculture;R Culture, sports and recreation;2022;0.0;0.7;0.1
4328;03 Fishing and aquaculture;900048  tekst not available;2015;0.0;0.1;0.0
4329;03 Fishing and aquaculture;900048  tekst not available;2016;0.0;0.1;0.0
4330;03 Fishing and aquaculture;900048  tekst not available;2017;0.0;0.1;0.0
4331;03 Fishing and aquaculture;900048  tekst not available;2018;0.0;0.1;0.0
4332;03 Fishing and aquaculture;900048  tekst not available;2019;0.0;0.1;0.0
4333;03 Fishing and aquaculture;900048  tekst not available;2020;0.0;0.0;0.0
4334;03 Fishing and aquaculture;900048  tekst not available;2021;0.0;0.0;0.0
4335;03 Fishing and aquaculture;900048  tekst not available;2022;0.0;0.1;0.0
4336;03 Fishing and aquaculture;93 Sports and recreation;2015;0.0;0.0;0.0
4337;03 Fishing and aquaculture;93 Sports and recreation;2016;0.0;0.1;0.0
4338;03 Fishing and aquaculture;93 Sports and recreation;2017;0.0;0.0;0.0
4339;03 Fishing and aquaculture;93 Sports and recreation;2018;0.0;0.1;0.0
4340;03 Fishing and aquaculture;93 Sports and recreation;2019;0.0;0.0;0.0
4341;03 Fishing and aquaculture;93 Sports and recreation;2020;0.0;0.0;0.0
4342;03 Fishing and aquaculture;93 Sports and recreation;2021;0.0;0.0;0.0
4343;03 Fishing and aquaculture;93 Sports and recreation;2022;0.0;0.0;0.0
4344;03 Fishing and aquaculture;S Other service activities;2015;0.0;0.0;0.0
4345;03 Fishing and aquaculture;S Other service activities;2016;0.0;0.1;0.0
4346;03 Fishing and aquaculture;S Other service activities;2017;0.0;0.0;0.0
4347;03 Fishing and aquaculture;S Other service activities;2018;0.0;0.0;0.0
4348;03 Fishing and aquaculture;S Other service activities;2019;0.0;0.0;0.0
4349;03 Fishing and aquaculture;S Other service activities;2020;0.0;0.0;0.0
4350;03 Fishing and aquaculture;S Other service activities;2021;0.0;0.0;0.0
4351;03 Fishing and aquaculture;S Other service activities;2022;0.0;0.0;0.0
4352;03 Fishing and aquaculture;94 Membership organisations;2015;0.0;0.6;0.0
4353;03 Fishing and aquaculture;94 Membership organisations;2016;0.0;0.7;0.0
4354;03 Fishing and aquaculture;94 Membership organisations;2017;0.0;0.6;0.0
4355;03 Fishing and aquaculture;94 Membership organisations;2018;0.0;0.7;0.0
4356;03 Fishing and aquaculture;94 Membership organisations;2019;0.0;0.7;0.0
4357;03 Fishing and aquaculture;94 Membership organisations;2020;0.0;0.7;0.0
4358;03 Fishing and aquaculture;94 Membership organisations;2021;0.0;0.7;0.1
4359;03 Fishing and aquaculture;94 Membership organisations;2022;0.0;0.6;0.1
4360;03 Fishing and aquaculture;95 Repair computers and consumergoods;2015;0.0;0.0;0.0
4361;03 Fishing and aquaculture;95 Repair computers and consumergoods;2016;0.0;0.0;0.0
4362;03 Fishing and aquaculture;95 Repair computers and consumergoods;2017;0.0;0.0;0.0
4363;03 Fishing and aquaculture;95 Repair computers and consumergoods;2018;0.0;0.0;0.0
4364;03 Fishing and aquaculture;95 Repair computers and consumergoods;2019;0.0;0.0;0.0
4365;03 Fishing and aquaculture;95 Repair computers and consumergoods;2020;0.0;0.0;0.0
4366;03 Fishing and aquaculture;95 Repair computers and consumergoods;2021;0.0;0.0;0.0
4367;03 Fishing and aquaculture;95 Repair computers and consumergoods;2022;0.0;0.0;0.0
4368;03 Fishing and aquaculture;96 Other personal services;2015;0.0;0.0;0.0
4369;03 Fishing and aquaculture;96 Other personal services;2016;0.0;0.0;0.0
4370;03 Fishing and aquaculture;96 Other personal services;2017;0.0;0.0;0.0
4371;03 Fishing and aquaculture;96 Other personal services;2018;0.0;0.0;0.0
4372;03 Fishing and aquaculture;96 Other personal services;2019;0.0;0.0;0.0
4373;03 Fishing and aquaculture;96 Other personal services;2020;0.0;0.0;0.0
4374;03 Fishing and aquaculture;96 Other personal services;2021;0.0;0.0;0.0
4375;03 Fishing and aquaculture;96 Other personal services;2022;0.0;0.0;0.0
4376;03 Fishing and aquaculture;T Activities of households;2015;0.0;0.0;0.0
4377;03 Fishing and aquaculture;T Activities of households;2016;0.0;0.0;0.0
4378;03 Fishing and aquaculture;T Activities of households;2017;0.0;0.0;0.0
4379;03 Fishing and aquaculture;T Activities of households;2018;0.0;0.0;0.0
4380;03 Fishing and aquaculture;T Activities of households;2019;0.0;0.0;0.0
4381;03 Fishing and aquaculture;T Activities of households;2020;0.0;0.0;0.0
4382;03 Fishing and aquaculture;T Activities of households;2021;0.0;0.0;0.0
4383;03 Fishing and aquaculture;T Activities of households;2022;0.0;0.0;0.0
4384;03 Fishing and aquaculture;U Extraterritorial organisations;2015;0.0;0.0;0.0
4385;03 Fishing and aquaculture;U Extraterritorial organisations;2016;0.0;0.0;0.0
4386;03 Fishing and aquaculture;U Extraterritorial organisations;2017;0.0;0.0;0.0
4387;03 Fishing and aquaculture;U Extraterritorial organisations;2018;0.0;0.0;0.0
4388;03 Fishing and aquaculture;U Extraterritorial organisations;2019;0.0;0.0;0.0
4389;03 Fishing and aquaculture;U Extraterritorial organisations;2020;0.0;0.0;0.0
4390;03 Fishing and aquaculture;U Extraterritorial organisations;2021;0.0;0.0;0.0
4391;03 Fishing and aquaculture;U Extraterritorial organisations;2022;0.0;0.0;0.0
4392;03 Fishing and aquaculture;99 Extraterritorial organisations;2015;0.0;0.0;0.0
4393;03 Fishing and aquaculture;99 Extraterritorial organisations;2016;0.0;0.0;0.0
4394;03 Fishing and aquaculture;99 Extraterritorial organisations;2017;0.0;0.0;0.0
4395;03 Fishing and aquaculture;99 Extraterritorial organisations;2018;0.0;0.0;0.0
4396;03 Fishing and aquaculture;99 Extraterritorial organisations;2019;0.0;0.0;0.0
4397;03 Fishing and aquaculture;99 Extraterritorial organisations;2020;0.0;0.0;0.0
4398;03 Fishing and aquaculture;99 Extraterritorial organisations;2021;0.0;0.0;0.0
4399;03 Fishing and aquaculture;99 Extraterritorial organisations;2022;0.0;0.0;0.0
4400;B Mining and quarrying;A-U All economic activities;2015;31.4;10540.2;1894.8
4401;B Mining and quarrying;A-U All economic activities;2016;27.7;7596.4;1638.6
4402;B Mining and quarrying;A-U All economic activities;2017;22.5;6856.8;1118.2
4403;B Mining and quarrying;A-U All economic activities;2018;20.6;6742.4;1152.6
4404;B Mining and quarrying;A-U All economic activities;2019;17.9;5199.6;835.4
4405;B Mining and quarrying;A-U All economic activities;2020;16.9;3181.6;857.4
4406;B Mining and quarrying;A-U All economic activities;2021;17.8;5797.0;975.0
4407;B Mining and quarrying;A-U All economic activities;2022;19.7;13750.1;1177.9
4408;B Mining and quarrying;A Agriculture, forestry and fishing;2015;0.1;5.9;1.0
4409;B Mining and quarrying;A Agriculture, forestry and fishing;2016;0.1;5.2;0.8
4410;B Mining and quarrying;A Agriculture, forestry and fishing;2017;0.1;4.8;0.8
4411;B Mining and quarrying;A Agriculture, forestry and fishing;2018;0.1;4.8;0.9
4412;B Mining and quarrying;A Agriculture, forestry and fishing;2019;0.0;3.9;0.7
4413;B Mining and quarrying;A Agriculture, forestry and fishing;2020;0.1;3.7;0.6
4414;B Mining and quarrying;A Agriculture, forestry and fishing;2021;0.1;5.2;1.0
4415;B Mining and quarrying;A Agriculture, forestry and fishing;2022;0.1;9.2;2.8
4416;B Mining and quarrying;01 Agriculture;2015;0.1;5.8;1.0
4417;B Mining and quarrying;01 Agriculture;2016;0.1;5.2;0.8
4418;B Mining and quarrying;01 Agriculture;2017;0.1;4.8;0.8
4419;B Mining and quarrying;01 Agriculture;2018;0.1;4.8;0.9
4420;B Mining and quarrying;01 Agriculture;2019;0.0;3.8;0.7
4421;B Mining and quarrying;01 Agriculture;2020;0.1;3.7;0.6
