ID;AantalVertrekken;Regio;Bewoners_1
821;Woningen met 5 vertrekken;Noord-Holland, gem. 2001 - 5000 inw.;23431
822;Woningen met 5 vertrekken;Noord-Holland, gem. 1001 - 2000 inw.;4981
823;Woningen met 5 vertrekken;Noord-Holland, gem. 501 - 1000 inw.;919
824;Woningen met 5 vertrekken;Noord-Holland, gem. 500 en minder inw.;283
825;Woningen met 5 vertrekken;Zuid-Holland, gem. 100001 en meer inw.;274106
826;Woningen met 5 vertrekken;'s-Gravenhage;126439
827;Woningen met 5 vertrekken;Rotterdam;147667
828;Woningen met 5 vertrekken;Zuid-Holland, gem. 50001 - 100000 inw.;53337
829;Woningen met 5 vertrekken;Delft;14162
830;Woningen met 5 vertrekken;Dordrecht;14754
831;Woningen met 5 vertrekken;Leiden;13589
832;Woningen met 5 vertrekken;Schiedam;10832
833;Woningen met 5 vertrekken;Zuid-Holland, gem. 20001 - 50000 inw.;11420
834;Woningen met 5 vertrekken;Gouda;6515
835;Woningen met 5 vertrekken;Vlaardingen;4905
836;Woningen met 5 vertrekken;Zuid-Holland, gem. 10001 - 20000 inw.;40716
837;Woningen met 5 vertrekken;Zuid-Holland, gem. 5001 - 10000 inw.;28156
838;Woningen met 5 vertrekken;Zuid-Holland, gem. 2001 - 5000 inw.;30580
839;Woningen met 5 vertrekken;Zuid-Holland, gem. 1001 - 2000 inw.;6747
840;Woningen met 5 vertrekken;Zuid-Holland, gem. 501 - 1000 inw.;2938
841;Woningen met 5 vertrekken;Zuid-Holland, gem. 500 en minder inw.;268
842;Woningen met 5 vertrekken;Zeeland, gem. 20001 - 50000 inw.;4782
843;Woningen met 5 vertrekken;Vlissingen;4782
844;Woningen met 5 vertrekken;Zeeland, gem. 10001 - 20000 inw.;4403
845;Woningen met 5 vertrekken;Zeeland, gem. 5001 - 10000 inw.;4296
846;Woningen met 5 vertrekken;Zeeland, gem. 2001 - 5000 inw.;12006
847;Woningen met 5 vertrekken;Zeeland, gem. 1001 - 2000 inw.;4293
848;Woningen met 5 vertrekken;Zeeland, gem. 501 - 1000 inw.;2252
849;Woningen met 5 vertrekken;Zeeland, gem. 500 en minder inw.;236
850;Woningen met 5 vertrekken;Noord-Brabant, gem. 50001 - 100000 inw.;28160
851;Woningen met 5 vertrekken;Eindhoven;12714
852;Woningen met 5 vertrekken;Tilburg;15446
853;Woningen met 5 vertrekken;Noord-Brabant, gem. 20001 - 50000 inw.;25740
854;Woningen met 5 vertrekken;Bergen op Zoom;3623
855;Woningen met 5 vertrekken;Breda;6592
856;Woningen met 5 vertrekken;Helmond;4007
857;Woningen met 5 vertrekken;'s-Hertogenbosch;8261
858;Woningen met 5 vertrekken;Roosendaal en Nispen;3257
859;Woningen met 5 vertrekken;Noord-Brabant, gem. 10001 - 20000 inw.;14678
860;Woningen met 5 vertrekken;Noord-Brabant, gem. 5001 - 10000 inw.;28056
861;Woningen met 5 vertrekken;Noord-Brabant, gem. 2001 - 5000 inw.;31823
862;Woningen met 5 vertrekken;Noord-Brabant, gem. 1001 - 2000 inw.;8451
863;Woningen met 5 vertrekken;Noord-Brabant, gem. 501 - 1000 inw.;1705
864;Woningen met 5 vertrekken;Limburg, gem. 50001 - 100000 inw.;9310
865;Woningen met 5 vertrekken;Maastricht;9310
866;Woningen met 5 vertrekken;Limburg, gem. 20001 - 50000 inw.;23828
867;Woningen met 5 vertrekken;Heerlen;10775
868;Woningen met 5 vertrekken;Kerkrade;8277
869;Woningen met 5 vertrekken;Venlo;4776
870;Woningen met 5 vertrekken;Limburg, gem. 10001 - 20000 inw.;27472
871;Woningen met 5 vertrekken;Limburg, gem. 5001 - 10000 inw.;18157
872;Woningen met 5 vertrekken;Limburg, gem. 2001 - 5000 inw.;24294
873;Woningen met 5 vertrekken;Limburg, gem. 1001 - 2000 inw.;13344
874;Woningen met 5 vertrekken;Limburg, gem. 501 - 1000 inw.;2321
875;Woningen met 5 vertrekken;Limburg, gem. 500 en minder inw.;282
876;Woningen met 6 vertrekken;Nederland;1072582
877;Woningen met 6 vertrekken;Groningen (provincie);29432
878;Woningen met 6 vertrekken;Friesland;28857
879;Woningen met 6 vertrekken;Drenthe;10904
880;Woningen met 6 vertrekken;Overijssel;94430
881;Woningen met 6 vertrekken;Gelderland;113330
882;Woningen met 6 vertrekken;Utrecht (provincie);70005
883;Woningen met 6 vertrekken;Noord-Holland;193574
884;Woningen met 6 vertrekken;Zuid-Holland;262933
885;Woningen met 6 vertrekken;Zeeland;22568
886;Woningen met 6 vertrekken;Noord-Brabant;137795
887;Woningen met 6 vertrekken;Limburg;108754
888;Woningen met 6 vertrekken;Gemeenten met meer dan 100000 inwoners;290032
889;Woningen met 6 vertrekken;Gemeenten met 50001 - 100000 inwoners;161236
890;Woningen met 6 vertrekken;Gemeenten met 20001 - 50000 inwoners;167611
891;Woningen met 6 vertrekken;Gemeenten met 10001 - 20000 inwoners;156404
892;Woningen met 6 vertrekken;Gemeenten met 5001 - 10000 inwoners;130517
893;Woningen met 6 vertrekken;Gemeenten met 2001 - 5000 inwoners;124119
894;Woningen met 6 vertrekken;Gemeenten met 1001 - 2000 inwoners;32090
895;Woningen met 6 vertrekken;Gemeenten met 501 - 1000 inwoners;9466
896;Woningen met 6 vertrekken;Gemeenten met 500 of minder inwoners;1107
897;Woningen met 6 vertrekken;Groningen, gem. 100001 en meer inw.;13395
898;Woningen met 6 vertrekken;Groningen;13395
899;Woningen met 6 vertrekken;Groningen, gem. 10001 - 20000 inw.;6254
900;Woningen met 6 vertrekken;Groningen, gem. 5001 - 10000 inw.;4880
901;Woningen met 6 vertrekken;Groningen, gem. 2001 - 5000 inw.;4307
902;Woningen met 6 vertrekken;Groningen, gem. 1001 - 2000 inw.;596
903;Woningen met 6 vertrekken;Friesland, gem. 20001 - 50000 inw.;7353
904;Woningen met 6 vertrekken;Leeuwarden;7353
905;Woningen met 6 vertrekken;Friesland, gem. 10001 - 20000 inw.;12526
906;Woningen met 6 vertrekken;Friesland, gem. 5001 - 10000 inw.;6744
907;Woningen met 6 vertrekken;Friesland, gem. 2001 - 5000 inw.;1794
908;Woningen met 6 vertrekken;Friesland, gem. 1001 - 2000 inw.;172
909;Woningen met 6 vertrekken;Friesland, gem. 501 - 1000 inw.;268
910;Woningen met 6 vertrekken;Drenthe, gem. 20001 - 50000 inw.;1989
911;Woningen met 6 vertrekken;Emmen;1989
912;Woningen met 6 vertrekken;Drenthe, gem. 10001 - 20000 inw.;4988
913;Woningen met 6 vertrekken;Drenthe, gem. 5001 - 10000 inw.;2241
914;Woningen met 6 vertrekken;Drenthe, gem. 2001 - 5000 inw.;1636
915;Woningen met 6 vertrekken;Drenthe, gem. 1001 - 2000 inw.;50
916;Woningen met 6 vertrekken;Overijssel, gem. 50001 - 100000 inw.;17736
917;Woningen met 6 vertrekken;Enschede;17736
918;Woningen met 6 vertrekken;Overijssel, gem. 20001 - 50000 inw.;42878
919;Woningen met 6 vertrekken;Almelo;8241
920;Woningen met 6 vertrekken;Deventer;7343
921;Woningen met 6 vertrekken;Hengelo (O.);9797
922;Woningen met 6 vertrekken;Lonneker;9826
923;Woningen met 6 vertrekken;Zwolle;7671
924;Woningen met 6 vertrekken;Overijssel, gem. 10001 - 20000 inw.;12272
925;Woningen met 6 vertrekken;Overijssel, gem. 5001 - 10000 inw.;16373
926;Woningen met 6 vertrekken;Overijssel, gem. 2001 - 5000 inw.;4191
927;Woningen met 6 vertrekken;Overijssel, gem. 1001 - 2000 inw.;691
928;Woningen met 6 vertrekken;Overijssel, gem. 501 - 1000 inw.;289
929;Woningen met 6 vertrekken;Gelderland, gem. 50001 - 100000 inw.;39971
930;Woningen met 6 vertrekken;Apeldoorn;9822
931;Woningen met 6 vertrekken;Arnhem;12787
932;Woningen met 6 vertrekken;Nijmegen;17362
933;Woningen met 6 vertrekken;Gelderland, gem. 20001 - 50000 inw.;8423
934;Woningen met 6 vertrekken;Ede;4580
935;Woningen met 6 vertrekken;Rheden;3843
936;Woningen met 6 vertrekken;Gelderland, gem. 10001 - 20000 inw.;27462
937;Woningen met 6 vertrekken;Gelderland, gem. 5001 - 10000 inw.;21655
938;Woningen met 6 vertrekken;Gelderland, gem. 2001 - 5000 inw.;13145
939;Woningen met 6 vertrekken;Gelderland, gem. 1001 - 2000 inw.;2200
940;Woningen met 6 vertrekken;Gelderland, gem. 501 - 1000 inw.;419
941;Woningen met 6 vertrekken;Gelderland, gem. 500 en minder inw.;55
942;Woningen met 6 vertrekken;Utrecht, gem. 100001 en meer inw.;27278
943;Woningen met 6 vertrekken;Utrecht;27278
944;Woningen met 6 vertrekken;Utrecht, gem. 20001 - 50000 inw.;12910
945;Woningen met 6 vertrekken;Amersfoort;7860
946;Woningen met 6 vertrekken;Zeist;5050
947;Woningen met 6 vertrekken;Utrecht, gem. 10001 - 20000 inw.;11289
948;Woningen met 6 vertrekken;Utrecht, gem. 5001 - 10000 inw.;3152
949;Woningen met 6 vertrekken;Utrecht, gem. 2001 - 5000 inw.;10251
950;Woningen met 6 vertrekken;Utrecht, gem. 1001 - 2000 inw.;3326
951;Woningen met 6 vertrekken;Utrecht, gem. 501 - 1000 inw.;1596
952;Woningen met 6 vertrekken;Utrecht, gem. 500 en minder inw.;203
953;Woningen met 6 vertrekken;Noord-Holland, gem. 100001 en meer inw.;103006
954;Woningen met 6 vertrekken;Amsterdam;78201
955;Woningen met 6 vertrekken;Haarlem;24805
956;Woningen met 6 vertrekken;Noord-Holland, gem. 50001 - 100000 inw.;13334
957;Woningen met 6 vertrekken;Hilversum;13334
958;Woningen met 6 vertrekken;Noord-Holland, gem. 20001 - 50000 inw.;32413
959;Woningen met 6 vertrekken;Alkmaar;4945
960;Woningen met 6 vertrekken;Bussum;4961
961;Woningen met 6 vertrekken;Haarlemmermeer;2830
962;Woningen met 6 vertrekken;Helder (Den);4300
963;Woningen met 6 vertrekken;Velsen;9923
964;Woningen met 6 vertrekken;Zaandam;5454
965;Woningen met 6 vertrekken;Noord-Holland, gem. 10001 - 20000 inw.;8611
966;Woningen met 6 vertrekken;Noord-Holland, gem. 5001 - 10000 inw.;18270
967;Woningen met 6 vertrekken;Noord-Holland, gem. 2001 - 5000 inw.;14915
968;Woningen met 6 vertrekken;Noord-Holland, gem. 1001 - 2000 inw.;2524
969;Woningen met 6 vertrekken;Noord-Holland, gem. 501 - 1000 inw.;366
970;Woningen met 6 vertrekken;Noord-Holland, gem. 500 en minder inw.;135
971;Woningen met 6 vertrekken;Zuid-Holland, gem. 100001 en meer inw.;146353
972;Woningen met 6 vertrekken;'s-Gravenhage;68532
973;Woningen met 6 vertrekken;Rotterdam;77821
974;Woningen met 6 vertrekken;Zuid-Holland, gem. 50001 - 100000 inw.;33973
975;Woningen met 6 vertrekken;Delft;8256
976;Woningen met 6 vertrekken;Dordrecht;7572
977;Woningen met 6 vertrekken;Leiden;9841
978;Woningen met 6 vertrekken;Schiedam;8304
979;Woningen met 6 vertrekken;Zuid-Holland, gem. 20001 - 50000 inw.;9924
980;Woningen met 6 vertrekken;Gouda;5482
981;Woningen met 6 vertrekken;Vlaardingen;4442
982;Woningen met 6 vertrekken;Zuid-Holland, gem. 10001 - 20000 inw.;28967
983;Woningen met 6 vertrekken;Zuid-Holland, gem. 5001 - 10000 inw.;18580
984;Woningen met 6 vertrekken;Zuid-Holland, gem. 2001 - 5000 inw.;20151
985;Woningen met 6 vertrekken;Zuid-Holland, gem. 1001 - 2000 inw.;3274
986;Woningen met 6 vertrekken;Zuid-Holland, gem. 501 - 1000 inw.;1465
987;Woningen met 6 vertrekken;Zuid-Holland, gem. 500 en minder inw.;246
988;Woningen met 6 vertrekken;Zeeland, gem. 20001 - 50000 inw.;3176
989;Woningen met 6 vertrekken;Vlissingen;3176
990;Woningen met 6 vertrekken;Zeeland, gem. 10001 - 20000 inw.;3819
991;Woningen met 6 vertrekken;Zeeland, gem. 5001 - 10000 inw.;3341
992;Woningen met 6 vertrekken;Zeeland, gem. 2001 - 5000 inw.;8056
993;Woningen met 6 vertrekken;Zeeland, gem. 1001 - 2000 inw.;2607
994;Woningen met 6 vertrekken;Zeeland, gem. 501 - 1000 inw.;1440
995;Woningen met 6 vertrekken;Zeeland, gem. 500 en minder inw.;129
996;Woningen met 6 vertrekken;Noord-Brabant, gem. 50001 - 100000 inw.;47008
997;Woningen met 6 vertrekken;Eindhoven;25953
998;Woningen met 6 vertrekken;Tilburg;21055
999;Woningen met 6 vertrekken;Noord-Brabant, gem. 20001 - 50000 inw.;24681
1000;Woningen met 6 vertrekken;Bergen op Zoom;2932
1001;Woningen met 6 vertrekken;Breda;6603
1002;Woningen met 6 vertrekken;Helmond;6477
1003;Woningen met 6 vertrekken;'s-Hertogenbosch;6119
1004;Woningen met 6 vertrekken;Roosendaal en Nispen;2550
1005;Woningen met 6 vertrekken;Noord-Brabant, gem. 10001 - 20000 inw.;13384
1006;Woningen met 6 vertrekken;Noord-Brabant, gem. 5001 - 10000 inw.;23465
1007;Woningen met 6 vertrekken;Noord-Brabant, gem. 2001 - 5000 inw.;22694
1008;Woningen met 6 vertrekken;Noord-Brabant, gem. 1001 - 2000 inw.;5275
1009;Woningen met 6 vertrekken;Noord-Brabant, gem. 501 - 1000 inw.;1288
1010;Woningen met 6 vertrekken;Limburg, gem. 50001 - 100000 inw.;9214
1011;Woningen met 6 vertrekken;Maastricht;9214
1012;Woningen met 6 vertrekken;Limburg, gem. 20001 - 50000 inw.;23864
1013;Woningen met 6 vertrekken;Heerlen;12712
1014;Woningen met 6 vertrekken;Kerkrade;5462
1015;Woningen met 6 vertrekken;Venlo;5690
1016;Woningen met 6 vertrekken;Limburg, gem. 10001 - 20000 inw.;26832
1017;Woningen met 6 vertrekken;Limburg, gem. 5001 - 10000 inw.;11816
1018;Woningen met 6 vertrekken;Limburg, gem. 2001 - 5000 inw.;22979
1019;Woningen met 6 vertrekken;Limburg, gem. 1001 - 2000 inw.;11375
1020;Woningen met 6 vertrekken;Limburg, gem. 501 - 1000 inw.;2335
1021;Woningen met 6 vertrekken;Limburg, gem. 500 en minder inw.;339
1022;Woningen met 7 vertrekken;Nederland;536210
1023;Woningen met 7 vertrekken;Groningen (provincie);16643
1024;Woningen met 7 vertrekken;Friesland;15688
1025;Woningen met 7 vertrekken;Drenthe;6257
1026;Woningen met 7 vertrekken;Overijssel;40095
1027;Woningen met 7 vertrekken;Gelderland;63878
1028;Woningen met 7 vertrekken;Utrecht (provincie);39105
1029;Woningen met 7 vertrekken;Noord-Holland;96736
1030;Woningen met 7 vertrekken;Zuid-Holland;123093
1031;Woningen met 7 vertrekken;Zeeland;11574
1032;Woningen met 7 vertrekken;Noord-Brabant;70821
1033;Woningen met 7 vertrekken;Limburg;52320
1034;Woningen met 7 vertrekken;Gemeenten met meer dan 100000 inwoners;134663
1035;Woningen met 7 vertrekken;Gemeenten met 50001 - 100000 inwoners;80606
1036;Woningen met 7 vertrekken;Gemeenten met 20001 - 50000 inwoners;81798
1037;Woningen met 7 vertrekken;Gemeenten met 10001 - 20000 inwoners;86156
1038;Woningen met 7 vertrekken;Gemeenten met 5001 - 10000 inwoners;67511
1039;Woningen met 7 vertrekken;Gemeenten met 2001 - 5000 inwoners;61877
1040;Woningen met 7 vertrekken;Gemeenten met 1001 - 2000 inwoners;17647
1041;Woningen met 7 vertrekken;Gemeenten met 501 - 1000 inwoners;5232
1042;Woningen met 7 vertrekken;Gemeenten met 500 of minder inwoners;720
1043;Woningen met 7 vertrekken;Groningen, gem. 100001 en meer inw.;7629
1044;Woningen met 7 vertrekken;Groningen;7629
1045;Woningen met 7 vertrekken;Groningen, gem. 10001 - 20000 inw.;3188
1046;Woningen met 7 vertrekken;Groningen, gem. 5001 - 10000 inw.;2728
1047;Woningen met 7 vertrekken;Groningen, gem. 2001 - 5000 inw.;2778
1048;Woningen met 7 vertrekken;Groningen, gem. 1001 - 2000 inw.;320
1049;Woningen met 7 vertrekken;Friesland, gem. 20001 - 50000 inw.;4575
1050;Woningen met 7 vertrekken;Leeuwarden;4575
1051;Woningen met 7 vertrekken;Friesland, gem. 10001 - 20000 inw.;6527
1052;Woningen met 7 vertrekken;Friesland, gem. 5001 - 10000 inw.;3359
1053;Woningen met 7 vertrekken;Friesland, gem. 2001 - 5000 inw.;999
1054;Woningen met 7 vertrekken;Friesland, gem. 1001 - 2000 inw.;74
1055;Woningen met 7 vertrekken;Friesland, gem. 501 - 1000 inw.;154
1056;Woningen met 7 vertrekken;Drenthe, gem. 20001 - 50000 inw.;1234
1057;Woningen met 7 vertrekken;Emmen;1234
1058;Woningen met 7 vertrekken;Drenthe, gem. 10001 - 20000 inw.;2763
1059;Woningen met 7 vertrekken;Drenthe, gem. 5001 - 10000 inw.;1344
1060;Woningen met 7 vertrekken;Drenthe, gem. 2001 - 5000 inw.;881
1061;Woningen met 7 vertrekken;Drenthe, gem. 1001 - 2000 inw.;35
1062;Woningen met 7 vertrekken;Overijssel, gem. 50001 - 100000 inw.;6424
1063;Woningen met 7 vertrekken;Enschede;6424
1064;Woningen met 7 vertrekken;Overijssel, gem. 20001 - 50000 inw.;17493
1065;Woningen met 7 vertrekken;Almelo;2504
1066;Woningen met 7 vertrekken;Deventer;2904
1067;Woningen met 7 vertrekken;Hengelo (O.);4875
1068;Woningen met 7 vertrekken;Lonneker;3010
1069;Woningen met 7 vertrekken;Zwolle;4200
1070;Woningen met 7 vertrekken;Overijssel, gem. 10001 - 20000 inw.;5664
1071;Woningen met 7 vertrekken;Overijssel, gem. 5001 - 10000 inw.;7863
1072;Woningen met 7 vertrekken;Overijssel, gem. 2001 - 5000 inw.;2167
1073;Woningen met 7 vertrekken;Overijssel, gem. 1001 - 2000 inw.;357
1074;Woningen met 7 vertrekken;Overijssel, gem. 501 - 1000 inw.;127
1075;Woningen met 7 vertrekken;Gelderland, gem. 50001 - 100000 inw.;23375
1076;Woningen met 7 vertrekken;Apeldoorn;5561
1077;Woningen met 7 vertrekken;Arnhem;7964
1078;Woningen met 7 vertrekken;Nijmegen;9850
1079;Woningen met 7 vertrekken;Gelderland, gem. 20001 - 50000 inw.;4704
1080;Woningen met 7 vertrekken;Ede;2602
1081;Woningen met 7 vertrekken;Rheden;2102
1082;Woningen met 7 vertrekken;Gelderland, gem. 10001 - 20000 inw.;15673
1083;Woningen met 7 vertrekken;Gelderland, gem. 5001 - 10000 inw.;12000
1084;Woningen met 7 vertrekken;Gelderland, gem. 2001 - 5000 inw.;6742
1085;Woningen met 7 vertrekken;Gelderland, gem. 1001 - 2000 inw.;1152
1086;Woningen met 7 vertrekken;Gelderland, gem. 501 - 1000 inw.;178
1087;Woningen met 7 vertrekken;Gelderland, gem. 500 en minder inw.;54
1088;Woningen met 7 vertrekken;Utrecht, gem. 100001 en meer inw.;15499
1089;Woningen met 7 vertrekken;Utrecht;15499
1090;Woningen met 7 vertrekken;Utrecht, gem. 20001 - 50000 inw.;8066
1091;Woningen met 7 vertrekken;Amersfoort;5271
1092;Woningen met 7 vertrekken;Zeist;2795
1093;Woningen met 7 vertrekken;Utrecht, gem. 10001 - 20000 inw.;5825
1094;Woningen met 7 vertrekken;Utrecht, gem. 5001 - 10000 inw.;1934
1095;Woningen met 7 vertrekken;Utrecht, gem. 2001 - 5000 inw.;4791
1096;Woningen met 7 vertrekken;Utrecht, gem. 1001 - 2000 inw.;1943
1097;Woningen met 7 vertrekken;Utrecht, gem. 501 - 1000 inw.;911
1098;Woningen met 7 vertrekken;Utrecht, gem. 500 en minder inw.;136
1099;Woningen met 7 vertrekken;Noord-Holland, gem. 100001 en meer inw.;50257
1100;Woningen met 7 vertrekken;Amsterdam;34392
1101;Woningen met 7 vertrekken;Haarlem;15865
1102;Woningen met 7 vertrekken;Noord-Holland, gem. 50001 - 100000 inw.;7404
1103;Woningen met 7 vertrekken;Hilversum;7404
1104;Woningen met 7 vertrekken;Noord-Holland, gem. 20001 - 50000 inw.;16271
1105;Woningen met 7 vertrekken;Alkmaar;2734
1106;Woningen met 7 vertrekken;Bussum;3572
1107;Woningen met 7 vertrekken;Haarlemmermeer;1342
1108;Woningen met 7 vertrekken;Helder (Den);1649
1109;Woningen met 7 vertrekken;Velsen;4331
1110;Woningen met 7 vertrekken;Zaandam;2643
1111;Woningen met 7 vertrekken;Noord-Holland, gem. 10001 - 20000 inw.;6449
1112;Woningen met 7 vertrekken;Noord-Holland, gem. 5001 - 10000 inw.;8682
1113;Woningen met 7 vertrekken;Noord-Holland, gem. 2001 - 5000 inw.;6241
1114;Woningen met 7 vertrekken;Noord-Holland, gem. 1001 - 2000 inw.;1131
1115;Woningen met 7 vertrekken;Noord-Holland, gem. 501 - 1000 inw.;222
1116;Woningen met 7 vertrekken;Noord-Holland, gem. 500 en minder inw.;79
1117;Woningen met 7 vertrekken;Zuid-Holland, gem. 100001 en meer inw.;61278
1118;Woningen met 7 vertrekken;'s-Gravenhage;29425
1119;Woningen met 7 vertrekken;Rotterdam;31853
1120;Woningen met 7 vertrekken;Zuid-Holland, gem. 50001 - 100000 inw.;16452
1121;Woningen met 7 vertrekken;Delft;3820
1122;Woningen met 7 vertrekken;Dordrecht;3543
1123;Woningen met 7 vertrekken;Leiden;4435
1124;Woningen met 7 vertrekken;Schiedam;4654
1125;Woningen met 7 vertrekken;Zuid-Holland, gem. 20001 - 50000 inw.;4642
1126;Woningen met 7 vertrekken;Gouda;2682
1127;Woningen met 7 vertrekken;Vlaardingen;1960
1128;Woningen met 7 vertrekken;Zuid-Holland, gem. 10001 - 20000 inw.;16939
1129;Woningen met 7 vertrekken;Zuid-Holland, gem. 5001 - 10000 inw.;10502
1130;Woningen met 7 vertrekken;Zuid-Holland, gem. 2001 - 5000 inw.;10553
1131;Woningen met 7 vertrekken;Zuid-Holland, gem. 1001 - 2000 inw.;1802
1132;Woningen met 7 vertrekken;Zuid-Holland, gem. 501 - 1000 inw.;818
1133;Woningen met 7 vertrekken;Zuid-Holland, gem. 500 en minder inw.;107
1134;Woningen met 7 vertrekken;Zeeland, gem. 20001 - 50000 inw.;1576
1135;Woningen met 7 vertrekken;Vlissingen;1576
1136;Woningen met 7 vertrekken;Zeeland, gem. 10001 - 20000 inw.;2039
1137;Woningen met 7 vertrekken;Zeeland, gem. 5001 - 10000 inw.;1723
1138;Woningen met 7 vertrekken;Zeeland, gem. 2001 - 5000 inw.;3895
1139;Woningen met 7 vertrekken;Zeeland, gem. 1001 - 2000 inw.;1639
1140;Woningen met 7 vertrekken;Zeeland, gem. 501 - 1000 inw.;570
1141;Woningen met 7 vertrekken;Zeeland, gem. 500 en minder inw.;132
1142;Woningen met 7 vertrekken;Noord-Brabant, gem. 50001 - 100000 inw.;23551
1143;Woningen met 7 vertrekken;Eindhoven;17604
1144;Woningen met 7 vertrekken;Tilburg;5947
1145;Woningen met 7 vertrekken;Noord-Brabant, gem. 20001 - 50000 inw.;13934
1146;Woningen met 7 vertrekken;Bergen op Zoom;1598
1147;Woningen met 7 vertrekken;Breda;4178
1148;Woningen met 7 vertrekken;Helmond;3102
1149;Woningen met 7 vertrekken;'s-Hertogenbosch;3449
1150;Woningen met 7 vertrekken;Roosendaal en Nispen;1607
1151;Woningen met 7 vertrekken;Noord-Brabant, gem. 10001 - 20000 inw.;7536
1152;Woningen met 7 vertrekken;Noord-Brabant, gem. 5001 - 10000 inw.;10785
1153;Woningen met 7 vertrekken;Noord-Brabant, gem. 2001 - 5000 inw.;11482
1154;Woningen met 7 vertrekken;Noord-Brabant, gem. 1001 - 2000 inw.;2807
1155;Woningen met 7 vertrekken;Noord-Brabant, gem. 501 - 1000 inw.;726
1156;Woningen met 7 vertrekken;Limburg, gem. 50001 - 100000 inw.;3400
1157;Woningen met 7 vertrekken;Maastricht;3400
1158;Woningen met 7 vertrekken;Limburg, gem. 20001 - 50000 inw.;9303
1159;Woningen met 7 vertrekken;Heerlen;4625
1160;Woningen met 7 vertrekken;Kerkrade;1770
1161;Woningen met 7 vertrekken;Venlo;2908
1162;Woningen met 7 vertrekken;Limburg, gem. 10001 - 20000 inw.;13553
1163;Woningen met 7 vertrekken;Limburg, gem. 5001 - 10000 inw.;6591
1164;Woningen met 7 vertrekken;Limburg, gem. 2001 - 5000 inw.;11348
1165;Woningen met 7 vertrekken;Limburg, gem. 1001 - 2000 inw.;6387
1166;Woningen met 7 vertrekken;Limburg, gem. 501 - 1000 inw.;1526
1167;Woningen met 7 vertrekken;Limburg, gem. 500 en minder inw.;212
1168;Woningen met 8 of meer vertrekken;Nederland;665863
1169;Woningen met 8 of meer vertrekken;Groningen (provincie);21381
1170;Woningen met 8 of meer vertrekken;Friesland;16464
1171;Woningen met 8 of meer vertrekken;Drenthe;6570
1172;Woningen met 8 of meer vertrekken;Overijssel;40534
1173;Woningen met 8 of meer vertrekken;Gelderland;83629
1174;Woningen met 8 of meer vertrekken;Utrecht (provincie);51604
1175;Woningen met 8 of meer vertrekken;Noord-Holland;108613
1176;Woningen met 8 of meer vertrekken;Zuid-Holland;164282
1177;Woningen met 8 of meer vertrekken;Zeeland;13097
1178;Woningen met 8 of meer vertrekken;Noord-Brabant;88956
1179;Woningen met 8 of meer vertrekken;Limburg;70733
1180;Woningen met 8 of meer vertrekken;Gemeenten met meer dan 100000 inwoners;177044
1181;Woningen met 8 of meer vertrekken;Gemeenten met 50001 - 100000 inwoners;104048
1182;Woningen met 8 of meer vertrekken;Gemeenten met 20001 - 50000 inwoners;97915
1183;Woningen met 8 of meer vertrekken;Gemeenten met 10001 - 20000 inwoners;116281
1184;Woningen met 8 of meer vertrekken;Gemeenten met 5001 - 10000 inwoners;76610
1185;Woningen met 8 of meer vertrekken;Gemeenten met 2001 - 5000 inwoners;67183
1186;Woningen met 8 of meer vertrekken;Gemeenten met 1001 - 2000 inwoners;19956
1187;Woningen met 8 of meer vertrekken;Gemeenten met 501 - 1000 inwoners;6158
1188;Woningen met 8 of meer vertrekken;Gemeenten met 500 of minder inwoners;668
1189;Woningen met 8 of meer vertrekken;Groningen, gem. 100001 en meer inw.;10987
1190;Woningen met 8 of meer vertrekken;Groningen;10987
1191;Woningen met 8 of meer vertrekken;Groningen, gem. 10001 - 20000 inw.;4024
1192;Woningen met 8 of meer vertrekken;Groningen, gem. 5001 - 10000 inw.;3008
1193;Woningen met 8 of meer vertrekken;Groningen, gem. 2001 - 5000 inw.;2980
1194;Woningen met 8 of meer vertrekken;Groningen, gem. 1001 - 2000 inw.;382
1195;Woningen met 8 of meer vertrekken;Friesland, gem. 20001 - 50000 inw.;5293
1196;Woningen met 8 of meer vertrekken;Leeuwarden;5293
1197;Woningen met 8 of meer vertrekken;Friesland, gem. 10001 - 20000 inw.;6398
1198;Woningen met 8 of meer vertrekken;Friesland, gem. 5001 - 10000 inw.;3541
1199;Woningen met 8 of meer vertrekken;Friesland, gem. 2001 - 5000 inw.;904
1200;Woningen met 8 of meer vertrekken;Friesland, gem. 1001 - 2000 inw.;117
1201;Woningen met 8 of meer vertrekken;Friesland, gem. 501 - 1000 inw.;211
1202;Woningen met 8 of meer vertrekken;Drenthe, gem. 20001 - 50000 inw.;1118
1203;Woningen met 8 of meer vertrekken;Emmen;1118
1204;Woningen met 8 of meer vertrekken;Drenthe, gem. 10001 - 20000 inw.;3243
1205;Woningen met 8 of meer vertrekken;Drenthe, gem. 5001 - 10000 inw.;1165
1206;Woningen met 8 of meer vertrekken;Drenthe, gem. 2001 - 5000 inw.;1005
1207;Woningen met 8 of meer vertrekken;Drenthe, gem. 1001 - 2000 inw.;39
1208;Woningen met 8 of meer vertrekken;Overijssel, gem. 50001 - 100000 inw.;6228
1209;Woningen met 8 of meer vertrekken;Enschede;6228
1210;Woningen met 8 of meer vertrekken;Overijssel, gem. 20001 - 50000 inw.;17204
