ID;SBI1993BedrijfsgrootteVerzVorm;Perioden;ZiekteverzuimInclZwangerschapsverlof_1;ZiekteverzuimExclZwangerschapsverlof_2
847;2300b Aardolie/chem.i/rubber/kunstst.ind;2002 4e kwartaal;5.7;5.4
848;2300b Aardolie/chem.i/rubber/kunstst.ind;2002;5.8;5.4
849;2300b Aardolie/chem.i/rubber/kunstst.ind;2003 1e kwartaal;5.5;5.2
850;2300b Aardolie/chem.i/rubber/kunstst.ind;2003 2e kwartaal;4.8;4.5
851;2300b Aardolie/chem.i/rubber/kunstst.ind;2003 3e kwartaal;4.3;3.9
852;2300b Aardolie/chem.i/rubber/kunstst.ind;2003 4e kwartaal;5.0;4.7
853;2300b Aardolie/chem.i/rubber/kunstst.ind;2003;4.9;4.6
854;2300b Aardolie/chem.i/rubber/kunstst.ind;2004 1e kwartaal;5.0;4.7
855;2700b Metaal(prod-),machine-,vervrmind.;1993;;
856;2700b Metaal(prod-),machine-,vervrmind.;1994;;
857;2700b Metaal(prod-),machine-,vervrmind.;1995 4e kwartaal;5.3;5.0
858;2700b Metaal(prod-),machine-,vervrmind.;1995;;
859;2700b Metaal(prod-),machine-,vervrmind.;1996 1e kwartaal;5.5;5.3
860;2700b Metaal(prod-),machine-,vervrmind.;1996 2e kwartaal;4.8;4.6
861;2700b Metaal(prod-),machine-,vervrmind.;1996 3e kwartaal;4.3;4.2
862;2700b Metaal(prod-),machine-,vervrmind.;1996 4e kwartaal;5.1;4.9
863;2700b Metaal(prod-),machine-,vervrmind.;1996;4.9;4.8
864;2700b Metaal(prod-),machine-,vervrmind.;1997 1e kwartaal;5.4;5.2
865;2700b Metaal(prod-),machine-,vervrmind.;1997 2e kwartaal;4.6;4.5
866;2700b Metaal(prod-),machine-,vervrmind.;1997 3e kwartaal;4.7;4.5
867;2700b Metaal(prod-),machine-,vervrmind.;1997 4e kwartaal;5.3;5.1
868;2700b Metaal(prod-),machine-,vervrmind.;1997;5.0;4.8
869;2700b Metaal(prod-),machine-,vervrmind.;1998 1e kwartaal;5.7;5.5
870;2700b Metaal(prod-),machine-,vervrmind.;1998 2e kwartaal;5.7;5.5
871;2700b Metaal(prod-),machine-,vervrmind.;1998 3e kwartaal;4.9;4.7
872;2700b Metaal(prod-),machine-,vervrmind.;1998 4e kwartaal;5.9;5.7
873;2700b Metaal(prod-),machine-,vervrmind.;1998;5.5;5.4
874;2700b Metaal(prod-),machine-,vervrmind.;1999 1e kwartaal;6.3;6.1
875;2700b Metaal(prod-),machine-,vervrmind.;1999 2e kwartaal;5.5;5.3
876;2700b Metaal(prod-),machine-,vervrmind.;1999 3e kwartaal;5.4;5.2
877;2700b Metaal(prod-),machine-,vervrmind.;1999 4e kwartaal;6.3;6.1
878;2700b Metaal(prod-),machine-,vervrmind.;1999;5.9;5.7
879;2700b Metaal(prod-),machine-,vervrmind.;2000 1e kwartaal;6.5;6.3
880;2700b Metaal(prod-),machine-,vervrmind.;2000 2e kwartaal;5.8;5.7
881;2700b Metaal(prod-),machine-,vervrmind.;2000 3e kwartaal;5.4;5.2
882;2700b Metaal(prod-),machine-,vervrmind.;2000 4e kwartaal;6.1;5.9
883;2700b Metaal(prod-),machine-,vervrmind.;2000;6.0;5.8
884;2700b Metaal(prod-),machine-,vervrmind.;2001 1e kwartaal;6.3;6.1
885;2700b Metaal(prod-),machine-,vervrmind.;2001 2e kwartaal;5.7;5.5
886;2700b Metaal(prod-),machine-,vervrmind.;2001 3e kwartaal;5.4;5.2
887;2700b Metaal(prod-),machine-,vervrmind.;2001 4e kwartaal;6.1;5.9
888;2700b Metaal(prod-),machine-,vervrmind.;2001;5.9;5.7
889;2700b Metaal(prod-),machine-,vervrmind.;2002 1e kwartaal;6.3;6.1
890;2700b Metaal(prod-),machine-,vervrmind.;2002 2e kwartaal;5.5;5.3
891;2700b Metaal(prod-),machine-,vervrmind.;2002 3e kwartaal;4.9;4.7
892;2700b Metaal(prod-),machine-,vervrmind.;2002 4e kwartaal;5.6;5.5
893;2700b Metaal(prod-),machine-,vervrmind.;2002;5.6;5.4
894;2700b Metaal(prod-),machine-,vervrmind.;2003 1e kwartaal;5.5;5.3
895;2700b Metaal(prod-),machine-,vervrmind.;2003 2e kwartaal;4.8;4.6
896;2700b Metaal(prod-),machine-,vervrmind.;2003 3e kwartaal;4.4;4.2
897;2700b Metaal(prod-),machine-,vervrmind.;2003 4e kwartaal;5.0;4.8
898;2700b Metaal(prod-),machine-,vervrmind.;2003;4.9;4.7
899;2700b Metaal(prod-),machine-,vervrmind.;2004 1e kwartaal;5.1;4.9
900;DN Verv.meubels.ov.ind,voorber recycl;1993;;
901;DN Verv.meubels.ov.ind,voorber recycl;1994;;
902;DN Verv.meubels.ov.ind,voorber recycl;1995 4e kwartaal;6.4;6.1
903;DN Verv.meubels.ov.ind,voorber recycl;1995;;
904;DN Verv.meubels.ov.ind,voorber recycl;1996 1e kwartaal;7.5;7.3
905;DN Verv.meubels.ov.ind,voorber recycl;1996 2e kwartaal;7.0;6.8
906;DN Verv.meubels.ov.ind,voorber recycl;1996 3e kwartaal;6.2;6.0
907;DN Verv.meubels.ov.ind,voorber recycl;1996 4e kwartaal;7.0;6.7
908;DN Verv.meubels.ov.ind,voorber recycl;1996;6.9;6.7
909;DN Verv.meubels.ov.ind,voorber recycl;1997 1e kwartaal;7.2;7.0
910;DN Verv.meubels.ov.ind,voorber recycl;1997 2e kwartaal;7.8;7.5
911;DN Verv.meubels.ov.ind,voorber recycl;1997 3e kwartaal;7.4;7.1
912;DN Verv.meubels.ov.ind,voorber recycl;1997 4e kwartaal;8.6;8.3
913;DN Verv.meubels.ov.ind,voorber recycl;1997;7.8;7.5
914;DN Verv.meubels.ov.ind,voorber recycl;1998 1e kwartaal;9.0;8.8
915;DN Verv.meubels.ov.ind,voorber recycl;1998 2e kwartaal;8.5;8.2
916;DN Verv.meubels.ov.ind,voorber recycl;1998 3e kwartaal;8.4;8.0
917;DN Verv.meubels.ov.ind,voorber recycl;1998 4e kwartaal;9.4;9.0
918;DN Verv.meubels.ov.ind,voorber recycl;1998;8.7;8.4
919;DN Verv.meubels.ov.ind,voorber recycl;1999 1e kwartaal;10.1;9.8
920;DN Verv.meubels.ov.ind,voorber recycl;1999 2e kwartaal;9.1;8.7
921;DN Verv.meubels.ov.ind,voorber recycl;1999 3e kwartaal;8.4;8.1
922;DN Verv.meubels.ov.ind,voorber recycl;1999 4e kwartaal;9.7;9.4
923;DN Verv.meubels.ov.ind,voorber recycl;1999;9.3;9.0
924;DN Verv.meubels.ov.ind,voorber recycl;2000 1e kwartaal;9.9;9.5
925;DN Verv.meubels.ov.ind,voorber recycl;2000 2e kwartaal;9.0;8.7
926;DN Verv.meubels.ov.ind,voorber recycl;2000 3e kwartaal;8.3;8.0
927;DN Verv.meubels.ov.ind,voorber recycl;2000 4e kwartaal;9.6;9.3
928;DN Verv.meubels.ov.ind,voorber recycl;2000;9.2;8.9
929;DN Verv.meubels.ov.ind,voorber recycl;2001 1e kwartaal;9.4;9.1
930;DN Verv.meubels.ov.ind,voorber recycl;2001 2e kwartaal;9.2;8.9
931;DN Verv.meubels.ov.ind,voorber recycl;2001 3e kwartaal;8.9;8.6
932;DN Verv.meubels.ov.ind,voorber recycl;2001 4e kwartaal;9.6;9.3
933;DN Verv.meubels.ov.ind,voorber recycl;2001;9.3;9.0
934;DN Verv.meubels.ov.ind,voorber recycl;2002 1e kwartaal;10.2;9.8
935;DN Verv.meubels.ov.ind,voorber recycl;2002 2e kwartaal;9.4;9.1
936;DN Verv.meubels.ov.ind,voorber recycl;2002 3e kwartaal;8.7;8.4
937;DN Verv.meubels.ov.ind,voorber recycl;2002 4e kwartaal;10.0;9.7
938;DN Verv.meubels.ov.ind,voorber recycl;2002;9.6;9.2
939;DN Verv.meubels.ov.ind,voorber recycl;2003 1e kwartaal;9.6;9.3
940;DN Verv.meubels.ov.ind,voorber recycl;2003 2e kwartaal;9.1;8.8
941;DN Verv.meubels.ov.ind,voorber recycl;2003 3e kwartaal;8.6;8.4
942;DN Verv.meubels.ov.ind,voorber recycl;2003 4e kwartaal;9.2;8.9
943;DN Verv.meubels.ov.ind,voorber recycl;2003;9.1;8.8
944;DN Verv.meubels.ov.ind,voorber recycl;2004 1e kwartaal;9.3;9.0
945;50 Autohandel en -reparatie;1993;;
946;50 Autohandel en -reparatie;1994;;
947;50 Autohandel en -reparatie;1995 4e kwartaal;4.3;4.0
948;50 Autohandel en -reparatie;1995;;
949;50 Autohandel en -reparatie;1996 1e kwartaal;4.1;4.0
950;50 Autohandel en -reparatie;1996 2e kwartaal;3.2;3.0
951;50 Autohandel en -reparatie;1996 3e kwartaal;3.3;3.1
952;50 Autohandel en -reparatie;1996 4e kwartaal;4.0;3.8
953;50 Autohandel en -reparatie;1996;3.7;3.5
954;50 Autohandel en -reparatie;1997 1e kwartaal;3.5;3.3
955;50 Autohandel en -reparatie;1997 2e kwartaal;3.5;3.4
956;50 Autohandel en -reparatie;1997 3e kwartaal;3.0;2.7
957;50 Autohandel en -reparatie;1997 4e kwartaal;3.6;3.4
958;50 Autohandel en -reparatie;1997;3.4;3.2
959;50 Autohandel en -reparatie;1998 1e kwartaal;3.8;3.5
960;50 Autohandel en -reparatie;1998 2e kwartaal;3.8;3.5
961;50 Autohandel en -reparatie;1998 3e kwartaal;3.7;3.5
962;50 Autohandel en -reparatie;1998 4e kwartaal;4.1;3.9
963;50 Autohandel en -reparatie;1998;3.9;3.6
964;50 Autohandel en -reparatie;1999 1e kwartaal;3.8;3.7
965;50 Autohandel en -reparatie;1999 2e kwartaal;3.6;3.4
966;50 Autohandel en -reparatie;1999 3e kwartaal;3.6;3.3
967;50 Autohandel en -reparatie;1999 4e kwartaal;3.7;3.5
968;50 Autohandel en -reparatie;1999;3.7;3.5
969;50 Autohandel en -reparatie;2000 1e kwartaal;4.3;4.0
970;50 Autohandel en -reparatie;2000 2e kwartaal;4.1;3.9
971;50 Autohandel en -reparatie;2000 3e kwartaal;3.7;3.5
972;50 Autohandel en -reparatie;2000 4e kwartaal;4.0;3.7
973;50 Autohandel en -reparatie;2000;4.0;3.8
974;50 Autohandel en -reparatie;2001 1e kwartaal;4.3;4.1
975;50 Autohandel en -reparatie;2001 2e kwartaal;4.0;3.8
976;50 Autohandel en -reparatie;2001 3e kwartaal;4.2;4.0
977;50 Autohandel en -reparatie;2001 4e kwartaal;4.1;3.9
978;50 Autohandel en -reparatie;2001;4.2;4.0
979;50 Autohandel en -reparatie;2002 1e kwartaal;4.1;3.8
980;50 Autohandel en -reparatie;2002 2e kwartaal;3.7;3.5
981;50 Autohandel en -reparatie;2002 3e kwartaal;3.4;3.2
982;50 Autohandel en -reparatie;2002 4e kwartaal;4.1;4.0
983;50 Autohandel en -reparatie;2002;3.8;3.6
984;50 Autohandel en -reparatie;2003 1e kwartaal;3.7;3.6
985;50 Autohandel en -reparatie;2003 2e kwartaal;3.5;3.4
986;50 Autohandel en -reparatie;2003 3e kwartaal;2.9;2.8
987;50 Autohandel en -reparatie;2003 4e kwartaal;3.8;3.7
988;50 Autohandel en -reparatie;2003;3.5;3.3
989;50 Autohandel en -reparatie;2004 1e kwartaal;3.9;3.8
990;51 Groothandel;1993;;
991;51 Groothandel;1994;;
992;51 Groothandel;1995 4e kwartaal;4.4;4.0
993;51 Groothandel;1995;;
994;51 Groothandel;1996 1e kwartaal;4.4;4.0
995;51 Groothandel;1996 2e kwartaal;3.6;3.3
996;51 Groothandel;1996 3e kwartaal;3.5;3.2
997;51 Groothandel;1996 4e kwartaal;3.8;3.4
998;51 Groothandel;1996;3.8;3.5
999;51 Groothandel;1997 1e kwartaal;4.0;3.7
1000;51 Groothandel;1997 2e kwartaal;3.7;3.4
1001;51 Groothandel;1997 3e kwartaal;3.2;2.9
1002;51 Groothandel;1997 4e kwartaal;3.9;3.6
1003;51 Groothandel;1997;3.7;3.4
1004;51 Groothandel;1998 1e kwartaal;4.0;3.7
1005;51 Groothandel;1998 2e kwartaal;3.7;3.4
1006;51 Groothandel;1998 3e kwartaal;3.7;3.3
1007;51 Groothandel;1998 4e kwartaal;4.3;3.9
1008;51 Groothandel;1998;4.0;3.6
1009;51 Groothandel;1999 1e kwartaal;4.4;4.1
1010;51 Groothandel;1999 2e kwartaal;3.9;3.6
1011;51 Groothandel;1999 3e kwartaal;3.9;3.5
1012;51 Groothandel;1999 4e kwartaal;4.4;4.1
1013;51 Groothandel;1999;4.2;3.8
1014;51 Groothandel;2000 1e kwartaal;4.8;4.5
1015;51 Groothandel;2000 2e kwartaal;4.6;4.2
1016;51 Groothandel;2000 3e kwartaal;4.3;4.0
1017;51 Groothandel;2000 4e kwartaal;4.6;4.2
1018;51 Groothandel;2000;4.6;4.2
1019;51 Groothandel;2001 1e kwartaal;4.8;4.5
1020;51 Groothandel;2001 2e kwartaal;4.7;4.3
1021;51 Groothandel;2001 3e kwartaal;4.6;4.2
1022;51 Groothandel;2001 4e kwartaal;4.9;4.5
1023;51 Groothandel;2001;4.8;4.4
1024;51 Groothandel;2002 1e kwartaal;5.0;4.6
1025;51 Groothandel;2002 2e kwartaal;4.7;4.4
1026;51 Groothandel;2002 3e kwartaal;4.5;4.1
1027;51 Groothandel;2002 4e kwartaal;4.8;4.4
1028;51 Groothandel;2002;4.7;4.4
1029;51 Groothandel;2003 1e kwartaal;4.8;4.4
1030;51 Groothandel;2003 2e kwartaal;4.0;3.6
1031;51 Groothandel;2003 3e kwartaal;3.8;3.4
1032;51 Groothandel;2003 4e kwartaal;4.2;3.9
1033;51 Groothandel;2003;4.2;3.8
1034;51 Groothandel;2004 1e kwartaal;4.9;4.5
1035;52 Detailhandel;1993;;
1036;52 Detailhandel;1994;;
1037;52 Detailhandel;1995 4e kwartaal;4.6;3.9
1038;52 Detailhandel;1995;;
1039;52 Detailhandel;1996 1e kwartaal;4.9;4.4
1040;52 Detailhandel;1996 2e kwartaal;4.1;3.6
1041;52 Detailhandel;1996 3e kwartaal;3.7;3.1
1042;52 Detailhandel;1996 4e kwartaal;4.6;4.0
1043;52 Detailhandel;1996;4.3;3.8
1044;52 Detailhandel;1997 1e kwartaal;4.0;3.4
1045;52 Detailhandel;1997 2e kwartaal;4.3;3.6
1046;52 Detailhandel;1997 3e kwartaal;3.3;2.8
1047;52 Detailhandel;1997 4e kwartaal;3.8;3.3
1048;52 Detailhandel;1997;3.9;3.3
1049;52 Detailhandel;1998 1e kwartaal;4.2;3.7
1050;52 Detailhandel;1998 2e kwartaal;3.9;3.3
1051;52 Detailhandel;1998 3e kwartaal;4.0;3.4
1052;52 Detailhandel;1998 4e kwartaal;4.5;3.8
1053;52 Detailhandel;1998;4.2;3.6
1054;52 Detailhandel;1999 1e kwartaal;5.3;4.5
1055;52 Detailhandel;1999 2e kwartaal;4.7;3.9
1056;52 Detailhandel;1999 3e kwartaal;4.7;4.0
1057;52 Detailhandel;1999 4e kwartaal;5.1;4.4
1058;52 Detailhandel;1999;5.0;4.2
1059;52 Detailhandel;2000 1e kwartaal;5.7;5.0
1060;52 Detailhandel;2000 2e kwartaal;5.1;4.4
1061;52 Detailhandel;2000 3e kwartaal;5.1;4.4
1062;52 Detailhandel;2000 4e kwartaal;5.1;4.5
1063;52 Detailhandel;2000;5.3;4.6
1064;52 Detailhandel;2001 1e kwartaal;5.3;4.6
1065;52 Detailhandel;2001 2e kwartaal;5.1;4.4
1066;52 Detailhandel;2001 3e kwartaal;4.9;4.3
1067;52 Detailhandel;2001 4e kwartaal;4.9;4.2
1068;52 Detailhandel;2001;5.1;4.4
1069;52 Detailhandel;2002 1e kwartaal;5.8;5.1
1070;52 Detailhandel;2002 2e kwartaal;5.7;5.0
1071;52 Detailhandel;2002 3e kwartaal;5.4;4.7
1072;52 Detailhandel;2002 4e kwartaal;5.8;5.0
1073;52 Detailhandel;2002;5.7;5.0
1074;52 Detailhandel;2003 1e kwartaal;5.7;5.0
1075;52 Detailhandel;2003 2e kwartaal;4.9;4.2
1076;52 Detailhandel;2003 3e kwartaal;4.2;3.6
1077;52 Detailhandel;2003 4e kwartaal;5.1;4.5
1078;52 Detailhandel;2003;5.0;4.3
1079;52 Detailhandel;2004 1e kwartaal;5.2;4.5
1080;60 Openbaar vervoer en wegvervoer;1993;;
1081;60 Openbaar vervoer en wegvervoer;1994;;
1082;60 Openbaar vervoer en wegvervoer;1995 4e kwartaal;5.5;5.3
1083;60 Openbaar vervoer en wegvervoer;1995;;
1084;60 Openbaar vervoer en wegvervoer;1996 1e kwartaal;6.1;6.0
1085;60 Openbaar vervoer en wegvervoer;1996 2e kwartaal;4.9;4.8
1086;60 Openbaar vervoer en wegvervoer;1996 3e kwartaal;4.9;4.7
1087;60 Openbaar vervoer en wegvervoer;1996 4e kwartaal;5.6;5.3
1088;60 Openbaar vervoer en wegvervoer;1996;5.4;5.2
1089;60 Openbaar vervoer en wegvervoer;1997 1e kwartaal;5.9;5.7
1090;60 Openbaar vervoer en wegvervoer;1997 2e kwartaal;5.0;4.8
1091;60 Openbaar vervoer en wegvervoer;1997 3e kwartaal;4.5;4.4
1092;60 Openbaar vervoer en wegvervoer;1997 4e kwartaal;5.4;5.4
1093;60 Openbaar vervoer en wegvervoer;1997;5.2;5.1
1094;60 Openbaar vervoer en wegvervoer;1998 1e kwartaal;5.2;5.1
1095;60 Openbaar vervoer en wegvervoer;1998 2e kwartaal;4.9;4.8
1096;60 Openbaar vervoer en wegvervoer;1998 3e kwartaal;4.3;4.2
1097;60 Openbaar vervoer en wegvervoer;1998 4e kwartaal;5.7;5.6
1098;60 Openbaar vervoer en wegvervoer;1998;5.0;4.9
1099;60 Openbaar vervoer en wegvervoer;1999 1e kwartaal;5.9;5.8
1100;60 Openbaar vervoer en wegvervoer;1999 2e kwartaal;5.5;5.3
1101;60 Openbaar vervoer en wegvervoer;1999 3e kwartaal;5.3;5.0
1102;60 Openbaar vervoer en wegvervoer;1999 4e kwartaal;5.2;5.1
1103;60 Openbaar vervoer en wegvervoer;1999;5.5;5.3
1104;60 Openbaar vervoer en wegvervoer;2000 1e kwartaal;5.5;5.4
1105;60 Openbaar vervoer en wegvervoer;2000 2e kwartaal;4.8;4.7
1106;60 Openbaar vervoer en wegvervoer;2000 3e kwartaal;5.2;5.0
1107;60 Openbaar vervoer en wegvervoer;2000 4e kwartaal;5.0;4.9
1108;60 Openbaar vervoer en wegvervoer;2000;5.1;5.0
1109;60 Openbaar vervoer en wegvervoer;2001 1e kwartaal;5.3;5.1
1110;60 Openbaar vervoer en wegvervoer;2001 2e kwartaal;4.9;4.7
1111;60 Openbaar vervoer en wegvervoer;2001 3e kwartaal;4.5;4.3
1112;60 Openbaar vervoer en wegvervoer;2001 4e kwartaal;5.3;4.9
1113;60 Openbaar vervoer en wegvervoer;2001;5.0;4.8
1114;60 Openbaar vervoer en wegvervoer;2002 1e kwartaal;5.6;5.5
1115;60 Openbaar vervoer en wegvervoer;2002 2e kwartaal;5.9;5.7
1116;60 Openbaar vervoer en wegvervoer;2002 3e kwartaal;4.8;4.7
1117;60 Openbaar vervoer en wegvervoer;2002 4e kwartaal;5.6;5.4
1118;60 Openbaar vervoer en wegvervoer;2002;5.5;5.3
1119;60 Openbaar vervoer en wegvervoer;2003 1e kwartaal;5.2;5.0
1120;60 Openbaar vervoer en wegvervoer;2003 2e kwartaal;4.7;4.6
1121;60 Openbaar vervoer en wegvervoer;2003 3e kwartaal;4.3;4.2
1122;60 Openbaar vervoer en wegvervoer;2003 4e kwartaal;5.3;5.1
1123;60 Openbaar vervoer en wegvervoer;2003;4.9;4.7
1124;60 Openbaar vervoer en wegvervoer;2004 1e kwartaal;5.3;5.2
1125;6100b Vervoer (geen land-) + telecom;1993;;
1126;6100b Vervoer (geen land-) + telecom;1994;;
1127;6100b Vervoer (geen land-) + telecom;1995 4e kwartaal;6.3;5.7
1128;6100b Vervoer (geen land-) + telecom;1995;;
1129;6100b Vervoer (geen land-) + telecom;1996 1e kwartaal;6.6;6.1
1130;6100b Vervoer (geen land-) + telecom;1996 2e kwartaal;5.8;5.3
1131;6100b Vervoer (geen land-) + telecom;1996 3e kwartaal;5.3;4.6
1132;6100b Vervoer (geen land-) + telecom;1996 4e kwartaal;5.8;5.4
1133;6100b Vervoer (geen land-) + telecom;1996;5.9;5.4
1134;6100b Vervoer (geen land-) + telecom;1997 1e kwartaal;5.8;5.2
1135;6100b Vervoer (geen land-) + telecom;1997 2e kwartaal;4.9;4.5
1136;6100b Vervoer (geen land-) + telecom;1997 3e kwartaal;4.7;4.2
1137;6100b Vervoer (geen land-) + telecom;1997 4e kwartaal;5.7;5.3
1138;6100b Vervoer (geen land-) + telecom;1997;5.3;4.8
1139;6100b Vervoer (geen land-) + telecom;1998 1e kwartaal;6.5;5.9
1140;6100b Vervoer (geen land-) + telecom;1998 2e kwartaal;6.0;5.5
1141;6100b Vervoer (geen land-) + telecom;1998 3e kwartaal;5.6;5.1
1142;6100b Vervoer (geen land-) + telecom;1998 4e kwartaal;6.7;6.2
1143;6100b Vervoer (geen land-) + telecom;1998;6.2;5.7
1144;6100b Vervoer (geen land-) + telecom;1999 1e kwartaal;7.1;6.6
1145;6100b Vervoer (geen land-) + telecom;1999 2e kwartaal;6.0;5.4
1146;6100b Vervoer (geen land-) + telecom;1999 3e kwartaal;6.2;5.5
1147;6100b Vervoer (geen land-) + telecom;1999 4e kwartaal;7.2;6.1
1148;6100b Vervoer (geen land-) + telecom;1999;6.6;5.9
1149;6100b Vervoer (geen land-) + telecom;2000 1e kwartaal;7.0;6.3
1150;6100b Vervoer (geen land-) + telecom;2000 2e kwartaal;5.8;5.2
1151;6100b Vervoer (geen land-) + telecom;2000 3e kwartaal;5.8;5.4
1152;6100b Vervoer (geen land-) + telecom;2000 4e kwartaal;7.0;6.4
1153;6100b Vervoer (geen land-) + telecom;2000;6.4;5.8
1154;6100b Vervoer (geen land-) + telecom;2001 1e kwartaal;6.8;6.2
1155;6100b Vervoer (geen land-) + telecom;2001 2e kwartaal;6.2;5.6
1156;6100b Vervoer (geen land-) + telecom;2001 3e kwartaal;6.4;5.8
1157;6100b Vervoer (geen land-) + telecom;2001 4e kwartaal;7.1;6.5
1158;6100b Vervoer (geen land-) + telecom;2001;6.6;6.0
1159;6100b Vervoer (geen land-) + telecom;2002 1e kwartaal;7.3;6.7
1160;6100b Vervoer (geen land-) + telecom;2002 2e kwartaal;6.0;5.5
1161;6100b Vervoer (geen land-) + telecom;2002 3e kwartaal;6.2;5.6
1162;6100b Vervoer (geen land-) + telecom;2002 4e kwartaal;6.1;5.6
1163;6100b Vervoer (geen land-) + telecom;2002;6.3;5.8
1164;6100b Vervoer (geen land-) + telecom;2003 1e kwartaal;6.0;5.5
1165;6100b Vervoer (geen land-) + telecom;2003 2e kwartaal;5.2;4.7
1166;6100b Vervoer (geen land-) + telecom;2003 3e kwartaal;4.7;4.2
1167;6100b Vervoer (geen land-) + telecom;2003 4e kwartaal;5.2;4.6
1168;6100b Vervoer (geen land-) + telecom;2003;5.3;4.7
1169;6100b Vervoer (geen land-) + telecom;2004 1e kwartaal;5.6;5.0
1170;747 Schoonmaakbedrijven;1993;;
1171;747 Schoonmaakbedrijven;1994;;
1172;747 Schoonmaakbedrijven;1995 4e kwartaal;6.9;6.1
1173;747 Schoonmaakbedrijven;1995;;
1174;747 Schoonmaakbedrijven;1996 1e kwartaal;6.8;6.2
1175;747 Schoonmaakbedrijven;1996 2e kwartaal;6.2;5.4
1176;747 Schoonmaakbedrijven;1996 3e kwartaal;6.1;5.3
1177;747 Schoonmaakbedrijven;1996 4e kwartaal;6.4;5.5
1178;747 Schoonmaakbedrijven;1996;6.4;5.6
1179;747 Schoonmaakbedrijven;1997 1e kwartaal;6.9;6.2
1180;747 Schoonmaakbedrijven;1997 2e kwartaal;6.6;5.6
1181;747 Schoonmaakbedrijven;1997 3e kwartaal;6.7;5.6
1182;747 Schoonmaakbedrijven;1997 4e kwartaal;6.8;6.0
1183;747 Schoonmaakbedrijven;1997;6.8;5.9
1184;747 Schoonmaakbedrijven;1998 1e kwartaal;7.0;6.4
1185;747 Schoonmaakbedrijven;1998 2e kwartaal;7.2;6.3
1186;747 Schoonmaakbedrijven;1998 3e kwartaal;6.8;6.1
1187;747 Schoonmaakbedrijven;1998 4e kwartaal;7.1;6.3
1188;747 Schoonmaakbedrijven;1998;7.0;6.3
1189;747 Schoonmaakbedrijven;1999 1e kwartaal;7.9;7.1
1190;747 Schoonmaakbedrijven;1999 2e kwartaal;7.8;7.0
1191;747 Schoonmaakbedrijven;1999 3e kwartaal;8.0;7.0
1192;747 Schoonmaakbedrijven;1999 4e kwartaal;7.5;6.7
1193;747 Schoonmaakbedrijven;1999;7.8;7.0
1194;747 Schoonmaakbedrijven;2000 1e kwartaal;8.3;7.6
1195;747 Schoonmaakbedrijven;2000 2e kwartaal;7.8;6.8
1196;747 Schoonmaakbedrijven;2000 3e kwartaal;7.3;6.8
1197;747 Schoonmaakbedrijven;2000 4e kwartaal;7.3;6.7
1198;747 Schoonmaakbedrijven;2000;7.7;7.0
1199;747 Schoonmaakbedrijven;2001 1e kwartaal;7.8;7.2
1200;747 Schoonmaakbedrijven;2001 2e kwartaal;7.7;7.0
1201;747 Schoonmaakbedrijven;2001 3e kwartaal;7.5;6.8
1202;747 Schoonmaakbedrijven;2001 4e kwartaal;8.1;7.5
1203;747 Schoonmaakbedrijven;2001;7.8;7.1
1204;747 Schoonmaakbedrijven;2002 1e kwartaal;7.5;6.7
1205;747 Schoonmaakbedrijven;2002 2e kwartaal;7.4;6.8
1206;747 Schoonmaakbedrijven;2002 3e kwartaal;7.5;7.0
1207;747 Schoonmaakbedrijven;2002 4e kwartaal;7.3;6.7
1208;747 Schoonmaakbedrijven;2002;7.4;6.8
1209;747 Schoonmaakbedrijven;2003 1e kwartaal;7.1;6.5
1210;747 Schoonmaakbedrijven;2003 2e kwartaal;6.5;5.9
1211;747 Schoonmaakbedrijven;2003 3e kwartaal;5.0;4.5
1212;747 Schoonmaakbedrijven;2003 4e kwartaal;6.1;5.5
1213;747 Schoonmaakbedrijven;2003;6.2;5.7
1214;747 Schoonmaakbedrijven;2004 1e kwartaal;6.3;5.7
1215;748 Zakelijke dienstverlening, n.e.g.;1993;;
1216;748 Zakelijke dienstverlening, n.e.g.;1994;;
1217;748 Zakelijke dienstverlening, n.e.g.;1995 4e kwartaal;5.3;4.5
1218;748 Zakelijke dienstverlening, n.e.g.;1995;;
1219;748 Zakelijke dienstverlening, n.e.g.;1996 1e kwartaal;5.6;4.8
1220;748 Zakelijke dienstverlening, n.e.g.;1996 2e kwartaal;4.8;4.0
1221;748 Zakelijke dienstverlening, n.e.g.;1996 3e kwartaal;4.4;3.8
1222;748 Zakelijke dienstverlening, n.e.g.;1996 4e kwartaal;4.9;4.2
1223;748 Zakelijke dienstverlening, n.e.g.;1996;4.9;4.2
1224;748 Zakelijke dienstverlening, n.e.g.;1997 1e kwartaal;4.7;4.2
1225;748 Zakelijke dienstverlening, n.e.g.;1997 2e kwartaal;4.3;3.8
1226;748 Zakelijke dienstverlening, n.e.g.;1997 3e kwartaal;4.4;3.7
1227;748 Zakelijke dienstverlening, n.e.g.;1997 4e kwartaal;5.0;4.4
1228;748 Zakelijke dienstverlening, n.e.g.;1997;4.6;4.0
1229;748 Zakelijke dienstverlening, n.e.g.;1998 1e kwartaal;5.5;4.9
1230;748 Zakelijke dienstverlening, n.e.g.;1998 2e kwartaal;5.3;4.6
1231;748 Zakelijke dienstverlening, n.e.g.;1998 3e kwartaal;4.7;4.0
1232;748 Zakelijke dienstverlening, n.e.g.;1998 4e kwartaal;5.8;5.0
1233;748 Zakelijke dienstverlening, n.e.g.;1998;5.3;4.6
