ID;GeharmoniseerdSysteem;Perioden;BalassaIndex_1;AandeelHoofdstukInDeTotaleUitvoer_2;UitvoerNederlandsProduct_3;Wederuitvoer_4
1474;56 Watten, vilt en gebonden textielvl...;2014;0.6;0.1;77.3;22.7
1475;56 Watten, vilt en gebonden textielvl...;2015;0.6;0.1;78.4;21.6
1476;56 Watten, vilt en gebonden textielvl...;2016;0.7;0.1;76.4;23.6
1477;56 Watten, vilt en gebonden textielvl...;2017;0.7;0.1;78.7;21.3
1478;56 Watten, vilt en gebonden textielvl...;2018;0.7;0.1;77.6;22.4
1479;56 Watten, vilt en gebonden textielvl...;2019;0.7;0.1;76.5;23.5
1480;56 Watten, vilt en gebonden textielvl...;2020;0.6;0.1;74.6;25.4
1481;56 Watten, vilt en gebonden textielvl...;2021;0.6;0.1;74.2;25.8
1482;57 Tapijten;1996;1.7;0.4;;
1483;57 Tapijten;1997;1.9;0.4;;
1484;57 Tapijten;1998;2.0;0.4;;
1485;57 Tapijten;1999;2.0;0.4;;
1486;57 Tapijten;2000;1.9;0.3;;
1487;57 Tapijten;2001;1.9;0.3;;
1488;57 Tapijten;2002;2.1;0.3;79.7;20.3
1489;57 Tapijten;2003;2.3;0.4;83.7;16.3
1490;57 Tapijten;2004;2.2;0.3;79.1;20.9
1491;57 Tapijten;2005;2.3;0.3;79.1;20.9
1492;57 Tapijten;2006;2.3;0.3;79.1;20.9
1493;57 Tapijten;2007;2.3;0.3;77.8;22.2
1494;57 Tapijten;2008;2.2;0.2;79.0;21.0
1495;57 Tapijten;2009;2.3;0.3;80.3;19.7
1496;57 Tapijten;2010;2.2;0.2;78.6;21.4
1497;57 Tapijten;2011;2.4;0.2;81.2;18.8
1498;57 Tapijten;2012;2.3;0.2;78.2;21.8
1499;57 Tapijten;2013;2.5;0.2;78.1;21.9
1500;57 Tapijten;2014;2.4;0.2;76.3;23.7
1501;57 Tapijten;2015;2.5;0.2;78.0;22.0
1502;57 Tapijten;2016;2.6;0.2;78.7;21.3
1503;57 Tapijten;2017;2.7;0.2;78.7;21.3
1504;57 Tapijten;2018;2.8;0.2;80.8;19.2
1505;57 Tapijten;2019;2.7;0.2;81.6;18.4
1506;57 Tapijten;2020;2.8;0.2;82.8;17.2
1507;57 Tapijten;2021;2.9;0.2;77.7;22.3
1508;"58 Speciale weefsels; getufte textiel...";1996;0.6;0.1;;
1509;"58 Speciale weefsels; getufte textiel...";1997;0.6;0.1;;
1510;"58 Speciale weefsels; getufte textiel...";1998;0.6;0.1;;
1511;"58 Speciale weefsels; getufte textiel...";1999;0.6;0.1;;
1512;"58 Speciale weefsels; getufte textiel...";2000;0.6;0.1;;
1513;"58 Speciale weefsels; getufte textiel...";2001;0.5;0.1;;
1514;"58 Speciale weefsels; getufte textiel...";2002;0.5;0.1;74.3;25.7
1515;"58 Speciale weefsels; getufte textiel...";2003;0.5;0.1;72.5;27.5
1516;"58 Speciale weefsels; getufte textiel...";2004;0.5;0.1;73.2;26.8
1517;"58 Speciale weefsels; getufte textiel...";2005;0.5;0.0;75.6;24.4
1518;"58 Speciale weefsels; getufte textiel...";2006;0.5;0.0;73.6;26.4
1519;"58 Speciale weefsels; getufte textiel...";2007;0.6;0.0;68.4;31.6
1520;"58 Speciale weefsels; getufte textiel...";2008;0.5;0.0;65.3;34.7
1521;"58 Speciale weefsels; getufte textiel...";2009;0.5;0.0;63.9;36.1
1522;"58 Speciale weefsels; getufte textiel...";2010;0.5;0.0;70.1;29.9
1523;"58 Speciale weefsels; getufte textiel...";2011;0.5;0.0;74.6;25.4
1524;"58 Speciale weefsels; getufte textiel...";2012;0.4;0.0;76.5;23.5
1525;"58 Speciale weefsels; getufte textiel...";2013;0.4;0.0;83.6;16.4
1526;"58 Speciale weefsels; getufte textiel...";2014;0.4;0.0;81.6;18.4
1527;"58 Speciale weefsels; getufte textiel...";2015;0.4;0.0;81.0;19.0
1528;"58 Speciale weefsels; getufte textiel...";2016;0.4;0.0;73.9;26.1
1529;"58 Speciale weefsels; getufte textiel...";2017;0.4;0.0;76.3;23.7
1530;"58 Speciale weefsels; getufte textiel...";2018;0.4;0.0;75.6;24.4
1531;"58 Speciale weefsels; getufte textiel...";2019;0.4;0.0;73.7;26.3
1532;"58 Speciale weefsels; getufte textiel...";2020;0.4;0.0;73.0;27.0
1533;"58 Speciale weefsels; getufte textiel...";2021;0.4;0.0;69.3;30.7
1534;59 Weefsels, geïmpregneerd, bekleed, ...;1996;0.8;0.2;;
1535;59 Weefsels, geïmpregneerd, bekleed, ...;1997;0.8;0.2;;
1536;59 Weefsels, geïmpregneerd, bekleed, ...;1998;0.8;0.2;;
1537;59 Weefsels, geïmpregneerd, bekleed, ...;1999;0.8;0.2;;
1538;59 Weefsels, geïmpregneerd, bekleed, ...;2000;0.7;0.2;;
1539;59 Weefsels, geïmpregneerd, bekleed, ...;2001;0.6;0.1;;
1540;59 Weefsels, geïmpregneerd, bekleed, ...;2002;0.7;0.2;77.3;22.7
1541;59 Weefsels, geïmpregneerd, bekleed, ...;2003;0.7;0.1;75.6;24.4
1542;59 Weefsels, geïmpregneerd, bekleed, ...;2004;0.6;0.1;80.4;19.6
1543;59 Weefsels, geïmpregneerd, bekleed, ...;2005;0.7;0.1;75.2;24.8
1544;59 Weefsels, geïmpregneerd, bekleed, ...;2006;0.6;0.1;74.5;25.5
1545;59 Weefsels, geïmpregneerd, bekleed, ...;2007;0.7;0.1;73.4;26.6
1546;59 Weefsels, geïmpregneerd, bekleed, ...;2008;0.7;0.1;71.9;28.1
1547;59 Weefsels, geïmpregneerd, bekleed, ...;2009;0.9;0.1;72.1;27.9
1548;59 Weefsels, geïmpregneerd, bekleed, ...;2010;0.7;0.1;72.0;28.0
1549;59 Weefsels, geïmpregneerd, bekleed, ...;2011;0.7;0.1;72.4;27.6
1550;59 Weefsels, geïmpregneerd, bekleed, ...;2012;0.7;0.1;73.0;27.0
1551;59 Weefsels, geïmpregneerd, bekleed, ...;2013;0.7;0.1;71.0;29.0
1552;59 Weefsels, geïmpregneerd, bekleed, ...;2014;0.8;0.1;76.6;23.4
1553;59 Weefsels, geïmpregneerd, bekleed, ...;2015;0.8;0.1;79.8;20.2
1554;59 Weefsels, geïmpregneerd, bekleed, ...;2016;0.8;0.1;64.7;35.3
1555;59 Weefsels, geïmpregneerd, bekleed, ...;2017;0.8;0.1;67.0;33.0
1556;59 Weefsels, geïmpregneerd, bekleed, ...;2018;0.8;0.1;65.8;34.2
1557;59 Weefsels, geïmpregneerd, bekleed, ...;2019;0.8;0.1;61.4;38.6
1558;59 Weefsels, geïmpregneerd, bekleed, ...;2020;0.8;0.1;64.9;35.1
1559;59 Weefsels, geïmpregneerd, bekleed, ...;2021;0.8;0.1;65.6;34.4
1560;60 Brei- en haakwerk aan het stuk;1996;0.5;0.1;;
1561;60 Brei- en haakwerk aan het stuk;1997;0.5;0.1;;
1562;60 Brei- en haakwerk aan het stuk;1998;0.4;0.1;;
1563;60 Brei- en haakwerk aan het stuk;1999;0.3;0.1;;
1564;60 Brei- en haakwerk aan het stuk;2000;0.4;0.1;;
1565;60 Brei- en haakwerk aan het stuk;2001;0.4;0.1;;
1566;60 Brei- en haakwerk aan het stuk;2002;0.4;0.1;69.3;30.7
1567;60 Brei- en haakwerk aan het stuk;2003;0.3;0.1;62.8;37.2
1568;60 Brei- en haakwerk aan het stuk;2004;0.2;0.0;56.6;43.4
1569;60 Brei- en haakwerk aan het stuk;2005;0.2;0.0;63.6;36.4
1570;60 Brei- en haakwerk aan het stuk;2006;0.2;0.0;62.7;37.3
1571;60 Brei- en haakwerk aan het stuk;2007;0.2;0.0;64.8;35.2
1572;60 Brei- en haakwerk aan het stuk;2008;0.2;0.0;61.7;38.3
1573;60 Brei- en haakwerk aan het stuk;2009;0.2;0.0;66.0;34.0
1574;60 Brei- en haakwerk aan het stuk;2010;0.2;0.0;53.9;46.1
1575;60 Brei- en haakwerk aan het stuk;2011;0.2;0.0;55.8;44.2
1576;60 Brei- en haakwerk aan het stuk;2012;0.2;0.0;51.6;48.4
1577;60 Brei- en haakwerk aan het stuk;2013;0.2;0.0;54.3;45.7
1578;60 Brei- en haakwerk aan het stuk;2014;0.3;0.0;55.0;45.0
1579;60 Brei- en haakwerk aan het stuk;2015;0.3;0.0;51.2;48.8
1580;60 Brei- en haakwerk aan het stuk;2016;0.3;0.0;54.0;46.0
1581;60 Brei- en haakwerk aan het stuk;2017;0.4;0.0;53.5;46.5
1582;60 Brei- en haakwerk aan het stuk;2018;0.4;0.0;45.5;54.5
1583;60 Brei- en haakwerk aan het stuk;2019;0.4;0.0;39.5;60.5
1584;60 Brei- en haakwerk aan het stuk;2020;0.5;0.0;49.8;50.2
1585;60 Brei- en haakwerk aan het stuk;2021;0.5;0.0;47.7;52.3
1586;61 Kleding en kledingtoebehoren, van ...;1996;0.7;0.7;;
1587;61 Kleding en kledingtoebehoren, van ...;1997;0.7;0.7;;
1588;61 Kleding en kledingtoebehoren, van ...;1998;0.8;0.8;;
1589;61 Kleding en kledingtoebehoren, van ...;1999;0.7;0.7;;
1590;61 Kleding en kledingtoebehoren, van ...;2000;0.7;0.6;;
1591;61 Kleding en kledingtoebehoren, van ...;2001;0.7;0.6;;
1592;61 Kleding en kledingtoebehoren, van ...;2002;0.7;0.6;0.1;99.9
1593;61 Kleding en kledingtoebehoren, van ...;2003;0.7;0.6;0.0;100.0
1594;61 Kleding en kledingtoebehoren, van ...;2004;0.7;0.6;0.0;100.0
1595;61 Kleding en kledingtoebehoren, van ...;2005;0.7;0.6;0.0;100.0
1596;61 Kleding en kledingtoebehoren, van ...;2006;0.7;0.6;0.0;100.0
1597;61 Kleding en kledingtoebehoren, van ...;2007;0.7;0.6;0.0;100.0
1598;61 Kleding en kledingtoebehoren, van ...;2008;0.7;0.6;0.0;100.0
1599;61 Kleding en kledingtoebehoren, van ...;2009;0.8;0.7;0.0;100.0
1600;61 Kleding en kledingtoebehoren, van ...;2010;0.8;0.7;0.0;100.0
1601;61 Kleding en kledingtoebehoren, van ...;2011;0.8;0.7;0.0;100.0
1602;61 Kleding en kledingtoebehoren, van ...;2012;0.8;0.7;0.0;100.0
1603;61 Kleding en kledingtoebehoren, van ...;2013;0.8;0.7;0.0;100.0
1604;61 Kleding en kledingtoebehoren, van ...;2014;0.9;0.8;0.3;99.7
1605;61 Kleding en kledingtoebehoren, van ...;2015;0.8;0.8;2.0;98.0
1606;61 Kleding en kledingtoebehoren, van ...;2016;0.9;0.9;2.3;97.7
1607;61 Kleding en kledingtoebehoren, van ...;2017;0.9;0.9;2.1;97.9
1608;61 Kleding en kledingtoebehoren, van ...;2018;0.9;0.9;1.8;98.2
1609;61 Kleding en kledingtoebehoren, van ...;2019;0.9;1.0;1.5;98.5
1610;61 Kleding en kledingtoebehoren, van ...;2020;1.0;1.0;1.1;98.9
1611;61 Kleding en kledingtoebehoren, van ...;2021;0.9;1.0;1.5;98.5
1612;62 Kleding en kledingtoebehoren, ande...;1996;0.7;1.0;;
1613;62 Kleding en kledingtoebehoren, ande...;1997;0.8;1.0;;
1614;62 Kleding en kledingtoebehoren, ande...;1998;0.8;1.0;;
1615;62 Kleding en kledingtoebehoren, ande...;1999;0.8;0.9;;
1616;62 Kleding en kledingtoebehoren, ande...;2000;0.7;0.8;;
1617;62 Kleding en kledingtoebehoren, ande...;2001;0.7;0.8;;
1618;62 Kleding en kledingtoebehoren, ande...;2002;0.7;0.8;0.0;100.0
1619;62 Kleding en kledingtoebehoren, ande...;2003;0.7;0.8;0.0;100.0
1620;62 Kleding en kledingtoebehoren, ande...;2004;0.7;0.8;0.1;99.9
1621;62 Kleding en kledingtoebehoren, ande...;2005;0.7;0.7;0.0;100.0
1622;62 Kleding en kledingtoebehoren, ande...;2006;0.7;0.7;0.0;100.0
1623;62 Kleding en kledingtoebehoren, ande...;2007;0.6;0.7;0.0;100.0
1624;62 Kleding en kledingtoebehoren, ande...;2008;0.6;0.7;0.0;100.0
1625;62 Kleding en kledingtoebehoren, ande...;2009;0.7;0.8;0.0;100.0
1626;62 Kleding en kledingtoebehoren, ande...;2010;0.7;0.7;0.0;100.0
1627;62 Kleding en kledingtoebehoren, ande...;2011;0.7;0.7;0.0;100.0
1628;62 Kleding en kledingtoebehoren, ande...;2012;0.6;0.7;0.0;100.0
1629;62 Kleding en kledingtoebehoren, ande...;2013;0.7;0.7;0.0;100.0
1630;62 Kleding en kledingtoebehoren, ande...;2014;0.7;0.8;0.3;99.7
1631;62 Kleding en kledingtoebehoren, ande...;2015;0.7;0.8;0.7;99.3
1632;62 Kleding en kledingtoebehoren, ande...;2016;0.7;0.8;0.4;99.6
1633;62 Kleding en kledingtoebehoren, ande...;2017;0.7;0.8;0.2;99.8
1634;62 Kleding en kledingtoebehoren, ande...;2018;0.7;0.9;0.2;99.8
1635;62 Kleding en kledingtoebehoren, ande...;2019;0.8;1.0;0.3;99.7
1636;62 Kleding en kledingtoebehoren, ande...;2020;0.9;1.0;0.4;99.6
1637;62 Kleding en kledingtoebehoren, ande...;2021;0.9;1.0;0.2;99.8
1638;63 Andere geconfectioneerde artikelen...;1996;1.1;0.3;;
1639;63 Andere geconfectioneerde artikelen...;1997;1.0;0.2;;
1640;63 Andere geconfectioneerde artikelen...;1998;1.0;0.3;;
1641;63 Andere geconfectioneerde artikelen...;1999;1.2;0.3;;
1642;63 Andere geconfectioneerde artikelen...;2000;0.9;0.2;;
1643;63 Andere geconfectioneerde artikelen...;2001;1.0;0.2;;
1644;63 Andere geconfectioneerde artikelen...;2002;1.0;0.2;55.8;44.2
1645;63 Andere geconfectioneerde artikelen...;2003;1.0;0.2;52.3;47.7
1646;63 Andere geconfectioneerde artikelen...;2004;0.9;0.2;50.7;49.3
1647;63 Andere geconfectioneerde artikelen...;2005;0.9;0.2;46.7;53.3
1648;63 Andere geconfectioneerde artikelen...;2006;0.8;0.2;55.7;44.3
1649;63 Andere geconfectioneerde artikelen...;2007;0.8;0.2;51.9;48.1
1650;63 Andere geconfectioneerde artikelen...;2008;0.9;0.2;48.4;51.6
1651;63 Andere geconfectioneerde artikelen...;2009;0.9;0.2;52.7;47.3
1652;63 Andere geconfectioneerde artikelen...;2010;0.9;0.2;51.2;48.8
1653;63 Andere geconfectioneerde artikelen...;2011;1.0;0.2;43.8;56.2
1654;63 Andere geconfectioneerde artikelen...;2012;0.9;0.2;43.7;56.3
1655;63 Andere geconfectioneerde artikelen...;2013;1.0;0.2;45.1;54.9
1656;63 Andere geconfectioneerde artikelen...;2014;1.0;0.2;44.6;55.4
1657;63 Andere geconfectioneerde artikelen...;2015;1.0;0.2;44.8;55.2
1658;63 Andere geconfectioneerde artikelen...;2016;1.1;0.2;40.9;59.1
1659;63 Andere geconfectioneerde artikelen...;2017;1.0;0.2;44.8;55.2
1660;63 Andere geconfectioneerde artikelen...;2018;0.9;0.2;47.3;52.7
1661;63 Andere geconfectioneerde artikelen...;2019;1.0;0.2;47.4;52.6
1662;63 Andere geconfectioneerde artikelen...;2020;1.0;0.3;47.7;52.3
1663;63 Andere geconfectioneerde artikelen...;2021;1.0;0.3;43.5;56.5
1664;64 Schoeisel, beenkappen e.d. artikel...;1996;0.4;0.4;;
1665;64 Schoeisel, beenkappen e.d. artikel...;1997;0.4;0.4;;
1666;64 Schoeisel, beenkappen e.d. artikel...;1998;0.4;0.4;;
1667;64 Schoeisel, beenkappen e.d. artikel...;1999;0.5;0.4;;
1668;64 Schoeisel, beenkappen e.d. artikel...;2000;0.6;0.5;;
1669;64 Schoeisel, beenkappen e.d. artikel...;2001;0.6;0.5;;
1670;64 Schoeisel, beenkappen e.d. artikel...;2002;0.6;0.4;10.2;89.8
1671;64 Schoeisel, beenkappen e.d. artikel...;2003;0.7;0.5;9.7;90.3
1672;64 Schoeisel, beenkappen e.d. artikel...;2004;0.7;0.5;10.5;89.5
1673;64 Schoeisel, beenkappen e.d. artikel...;2005;0.8;0.5;8.9;91.1
1674;64 Schoeisel, beenkappen e.d. artikel...;2006;0.8;0.5;12.5;87.5
1675;64 Schoeisel, beenkappen e.d. artikel...;2007;0.7;0.4;15.7;84.3
1676;64 Schoeisel, beenkappen e.d. artikel...;2008;0.8;0.5;15.3;84.7
1677;64 Schoeisel, beenkappen e.d. artikel...;2009;0.9;0.6;13.2;86.8
1678;64 Schoeisel, beenkappen e.d. artikel...;2010;0.9;0.6;14.8;85.2
1679;64 Schoeisel, beenkappen e.d. artikel...;2011;0.8;0.6;13.7;86.3
1680;64 Schoeisel, beenkappen e.d. artikel...;2012;0.8;0.6;13.9;86.1
1681;64 Schoeisel, beenkappen e.d. artikel...;2013;0.8;0.6;20.6;79.4
1682;64 Schoeisel, beenkappen e.d. artikel...;2014;0.8;0.6;28.0;72.0
1683;64 Schoeisel, beenkappen e.d. artikel...;2015;0.8;0.6;51.6;48.4
1684;64 Schoeisel, beenkappen e.d. artikel...;2016;0.8;0.7;37.3;62.7
1685;64 Schoeisel, beenkappen e.d. artikel...;2017;0.8;0.7;35.3;64.7
1686;64 Schoeisel, beenkappen e.d. artikel...;2018;0.7;0.7;33.2;66.8
1687;64 Schoeisel, beenkappen e.d. artikel...;2019;0.7;0.7;32.6;67.4
1688;64 Schoeisel, beenkappen e.d. artikel...;2020;0.7;0.6;34.3;65.7
1689;64 Schoeisel, beenkappen e.d. artikel...;2021;0.7;0.6;34.2;65.8
1690;65 Hoofddeksels en delen daarvan;1996;0.8;0.0;;
1691;65 Hoofddeksels en delen daarvan;1997;0.6;0.0;;
1692;65 Hoofddeksels en delen daarvan;1998;0.6;0.0;;
1693;65 Hoofddeksels en delen daarvan;1999;0.6;0.0;;
1694;65 Hoofddeksels en delen daarvan;2000;0.6;0.0;;
1695;65 Hoofddeksels en delen daarvan;2001;0.7;0.0;;
1696;65 Hoofddeksels en delen daarvan;2002;0.5;0.0;16.1;83.9
1697;65 Hoofddeksels en delen daarvan;2003;0.7;0.0;21.6;78.4
1698;65 Hoofddeksels en delen daarvan;2004;0.7;0.0;19.9;80.1
1699;65 Hoofddeksels en delen daarvan;2005;0.8;0.0;22.1;77.9
1700;65 Hoofddeksels en delen daarvan;2006;0.7;0.0;20.4;79.6
1701;65 Hoofddeksels en delen daarvan;2007;0.6;0.0;25.0;75.0
1702;65 Hoofddeksels en delen daarvan;2008;0.6;0.0;20.5;79.5
1703;65 Hoofddeksels en delen daarvan;2009;0.7;0.0;28.7;71.3
1704;65 Hoofddeksels en delen daarvan;2010;0.7;0.0;41.0;59.0
1705;65 Hoofddeksels en delen daarvan;2011;0.9;0.0;37.9;62.1
1706;65 Hoofddeksels en delen daarvan;2012;1.0;0.0;37.3;62.7
1707;65 Hoofddeksels en delen daarvan;2013;1.0;0.0;37.8;62.2
1708;65 Hoofddeksels en delen daarvan;2014;1.1;0.0;52.9;47.1
1709;65 Hoofddeksels en delen daarvan;2015;1.1;0.0;47.8;52.2
1710;65 Hoofddeksels en delen daarvan;2016;1.2;0.1;51.3;48.7
1711;65 Hoofddeksels en delen daarvan;2017;1.3;0.1;50.3;49.7
1712;65 Hoofddeksels en delen daarvan;2018;1.3;0.1;58.9;41.1
1713;65 Hoofddeksels en delen daarvan;2019;1.4;0.1;56.1;43.9
1714;65 Hoofddeksels en delen daarvan;2020;1.3;0.1;51.0;49.0
1715;65 Hoofddeksels en delen daarvan;2021;1.2;0.1;48.0;52.0
1716;66 Paraplu's, parasols, wandelstokken...;1996;0.9;0.0;;
1717;66 Paraplu's, parasols, wandelstokken...;1997;1.1;0.0;;
1718;66 Paraplu's, parasols, wandelstokken...;1998;1.5;0.0;;
1719;66 Paraplu's, parasols, wandelstokken...;1999;1.6;0.0;;
1720;66 Paraplu's, parasols, wandelstokken...;2000;1.4;0.0;;
1721;66 Paraplu's, parasols, wandelstokken...;2001;1.3;0.0;;
1722;66 Paraplu's, parasols, wandelstokken...;2002;1.3;0.0;32.8;67.2
1723;66 Paraplu's, parasols, wandelstokken...;2003;1.2;0.0;28.1;71.9
1724;66 Paraplu's, parasols, wandelstokken...;2004;1.2;0.0;41.6;58.4
1725;66 Paraplu's, parasols, wandelstokken...;2005;1.3;0.0;29.9;70.1
1726;66 Paraplu's, parasols, wandelstokken...;2006;1.1;0.0;38.0;62.0
1727;66 Paraplu's, parasols, wandelstokken...;2007;1.2;0.0;22.5;77.5
1728;66 Paraplu's, parasols, wandelstokken...;2008;1.0;0.0;25.6;74.4
1729;66 Paraplu's, parasols, wandelstokken...;2009;0.8;0.0;40.9;59.1
1730;66 Paraplu's, parasols, wandelstokken...;2010;1.2;0.0;43.2;56.8
1731;66 Paraplu's, parasols, wandelstokken...;2011;1.4;0.0;39.3;60.7
1732;66 Paraplu's, parasols, wandelstokken...;2012;1.2;0.0;39.5;60.5
1733;66 Paraplu's, parasols, wandelstokken...;2013;1.2;0.0;45.5;54.5
1734;66 Paraplu's, parasols, wandelstokken...;2014;1.2;0.0;40.6;59.4
1735;66 Paraplu's, parasols, wandelstokken...;2015;1.6;0.0;34.5;65.5
1736;66 Paraplu's, parasols, wandelstokken...;2016;1.6;0.0;32.2;67.8
1737;66 Paraplu's, parasols, wandelstokken...;2017;1.7;0.0;36.8;63.2
1738;66 Paraplu's, parasols, wandelstokken...;2018;2.1;0.0;33.8;66.2
1739;66 Paraplu's, parasols, wandelstokken...;2019;0.2;0.0;37.9;62.1
1740;66 Paraplu's, parasols, wandelstokken...;2020;2.2;0.0;44.8;55.2
1741;66 Paraplu's, parasols, wandelstokken...;2021;2.0;0.0;41.2;58.8
1742;67 Geprepareerde veren en geprepareer...;1996;3.3;0.0;;
1743;67 Geprepareerde veren en geprepareer...;1997;3.4;0.0;;
1744;67 Geprepareerde veren en geprepareer...;1998;3.5;0.0;;
1745;67 Geprepareerde veren en geprepareer...;1999;3.0;0.0;;
1746;67 Geprepareerde veren en geprepareer...;2000;2.4;0.0;;
1747;67 Geprepareerde veren en geprepareer...;2001;2.3;0.0;;
1748;67 Geprepareerde veren en geprepareer...;2002;2.0;0.0;44.5;55.5
1749;67 Geprepareerde veren en geprepareer...;2003;2.6;0.0;41.8;58.2
1750;67 Geprepareerde veren en geprepareer...;2004;1.5;0.0;45.6;54.4
1751;67 Geprepareerde veren en geprepareer...;2005;1.2;0.0;35.6;64.4
1752;67 Geprepareerde veren en geprepareer...;2006;1.0;0.0;36.6;63.4
1753;67 Geprepareerde veren en geprepareer...;2007;1.0;0.0;27.0;73.0
1754;67 Geprepareerde veren en geprepareer...;2008;1.7;0.0;28.9;71.1
1755;67 Geprepareerde veren en geprepareer...;2009;1.8;0.0;74.0;26.0
1756;67 Geprepareerde veren en geprepareer...;2010;1.4;0.0;67.8;32.2
1757;67 Geprepareerde veren en geprepareer...;2011;0.9;0.0;43.8;56.2
1758;67 Geprepareerde veren en geprepareer...;2012;0.9;0.0;48.7;51.3
1759;67 Geprepareerde veren en geprepareer...;2013;1.0;0.0;49.0;51.0
1760;67 Geprepareerde veren en geprepareer...;2014;1.1;0.0;50.9;49.1
1761;67 Geprepareerde veren en geprepareer...;2015;1.2;0.0;54.2;45.8
1762;67 Geprepareerde veren en geprepareer...;2016;2.0;0.0;48.8;51.2
1763;67 Geprepareerde veren en geprepareer...;2017;1.7;0.0;64.0;36.0
1764;67 Geprepareerde veren en geprepareer...;2018;1.8;0.0;57.6;42.4
1765;67 Geprepareerde veren en geprepareer...;2019;2.1;0.0;52.9;47.1
1766;67 Geprepareerde veren en geprepareer...;2020;2.1;0.0;54.2;45.8
1767;67 Geprepareerde veren en geprepareer...;2021;2.4;0.0;54.1;45.9
1768;68 Werken van steen, gips, cement, as...;1996;0.6;0.3;;
1769;68 Werken van steen, gips, cement, as...;1997;0.6;0.3;;
1770;68 Werken van steen, gips, cement, as...;1998;0.6;0.3;;
1771;68 Werken van steen, gips, cement, as...;1999;0.6;0.3;;
1772;68 Werken van steen, gips, cement, as...;2000;0.6;0.3;;
1773;68 Werken van steen, gips, cement, as...;2001;0.5;0.2;;
1774;68 Werken van steen, gips, cement, as...;2002;0.5;0.2;71.0;29.0
1775;68 Werken van steen, gips, cement, as...;2003;0.6;0.2;77.3;22.7
1776;68 Werken van steen, gips, cement, as...;2004;0.6;0.2;76.1;23.9
1777;68 Werken van steen, gips, cement, as...;2005;0.5;0.2;72.8;27.2
1778;68 Werken van steen, gips, cement, as...;2006;0.5;0.2;73.0;27.0
1779;68 Werken van steen, gips, cement, as...;2007;0.4;0.2;74.3;25.7
1780;68 Werken van steen, gips, cement, as...;2008;0.4;0.2;75.5;24.5
1781;68 Werken van steen, gips, cement, as...;2009;0.5;0.2;77.4;22.6
1782;68 Werken van steen, gips, cement, as...;2010;0.5;0.2;73.2;26.8
1783;68 Werken van steen, gips, cement, as...;2011;0.5;0.2;70.0;30.0
1784;68 Werken van steen, gips, cement, as...;2012;0.5;0.2;72.1;27.9
1785;68 Werken van steen, gips, cement, as...;2013;0.5;0.2;71.4;28.6
1786;68 Werken van steen, gips, cement, as...;2014;0.5;0.2;69.3;30.7
1787;68 Werken van steen, gips, cement, as...;2015;0.6;0.2;68.4;31.6
1788;68 Werken van steen, gips, cement, as...;2016;0.7;0.3;65.8;34.2
1789;68 Werken van steen, gips, cement, as...;2017;0.6;0.2;69.8;30.2
1790;68 Werken van steen, gips, cement, as...;2018;0.5;0.2;71.0;29.0
1791;68 Werken van steen, gips, cement, as...;2019;0.5;0.2;65.8;34.2
1792;68 Werken van steen, gips, cement, as...;2020;0.5;0.2;67.2;32.8
1793;68 Werken van steen, gips, cement, as...;2021;0.5;0.2;72.8;27.2
1794;69 Keramische producten;1996;0.4;0.3;;
1795;69 Keramische producten;1997;0.4;0.2;;
1796;69 Keramische producten;1998;0.4;0.2;;
1797;69 Keramische producten;1999;0.4;0.2;;
1798;69 Keramische producten;2000;0.3;0.2;;
1799;69 Keramische producten;2001;0.3;0.2;;
1800;69 Keramische producten;2002;0.3;0.2;65.5;34.5
1801;69 Keramische producten;2003;0.3;0.2;66.8;33.2
1802;69 Keramische producten;2004;0.3;0.1;67.8;32.2
1803;69 Keramische producten;2005;0.3;0.1;62.3;37.7
1804;69 Keramische producten;2006;0.3;0.1;61.3;38.7
1805;69 Keramische producten;2007;0.2;0.1;66.5;33.5
1806;69 Keramische producten;2008;0.2;0.1;61.9;38.1
1807;69 Keramische producten;2009;0.2;0.1;67.5;32.5
1808;69 Keramische producten;2010;0.2;0.1;63.5;36.5
1809;69 Keramische producten;2011;0.3;0.1;70.4;29.6
1810;69 Keramische producten;2012;0.3;0.1;70.8;29.2
1811;69 Keramische producten;2013;0.3;0.1;74.4;25.6
1812;69 Keramische producten;2014;0.3;0.1;70.6;29.4
1813;69 Keramische producten;2015;0.3;0.1;69.9;30.1
1814;69 Keramische producten;2016;0.3;0.1;64.7;35.3
1815;69 Keramische producten;2017;0.3;0.1;69.1;30.9
1816;69 Keramische producten;2018;0.3;0.1;66.3;33.7
1817;69 Keramische producten;2019;0.3;0.1;65.1;34.9
1818;69 Keramische producten;2020;0.3;0.1;61.5;38.5
1819;69 Keramische producten;2021;0.4;0.1;61.1;38.9
1820;70 Glas en glaswerk;1996;0.6;0.4;;
1821;70 Glas en glaswerk;1997;0.6;0.4;;
1822;70 Glas en glaswerk;1998;0.6;0.4;;
1823;70 Glas en glaswerk;1999;0.6;0.4;;
1824;70 Glas en glaswerk;2000;0.6;0.4;;
1825;70 Glas en glaswerk;2001;0.5;0.4;;
1826;70 Glas en glaswerk;2002;0.5;0.3;72.1;27.9
1827;70 Glas en glaswerk;2003;0.5;0.3;74.7;25.3
1828;70 Glas en glaswerk;2004;0.5;0.3;73.5;26.5
1829;70 Glas en glaswerk;2005;0.4;0.3;71.1;28.9
1830;70 Glas en glaswerk;2006;0.5;0.3;69.8;30.2
