ID;Marges;EigenaarOfHuurder;KenmerkenWoningen;RegioS;Perioden;TotaalWoonlasten_1;NettoWoonuitgaven_2;BijkomendeWoonlasten_3;Woonquote_4;GeenScheefhuur_5;GoedkopeScheefhuur_6;DureScheefhuur_7
6122;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Overig Zeeland (CR);2015;733.1;539.1;194.0;32.3;84.5;9.2;6.3
6123;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;West-Noord-Brabant (CR);2009;750.7;531.0;219.7;30.8;82.2;15.0;2.7
6124;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;West-Noord-Brabant (CR);2012;799.7;575.2;224.6;32.3;80.8;13.5;5.8
6125;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;West-Noord-Brabant (CR);2015;796.1;595.0;201.1;31.6;81.6;9.4;9.0
6126;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Midden-Noord-Brabant (CR);2009;744.1;533.8;210.4;29.5;84.6;14.3;1.1
6127;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Midden-Noord-Brabant (CR);2012;796.7;579.8;216.9;33.1;81.6;13.4;5.0
6128;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Midden-Noord-Brabant (CR);2015;780.7;590.8;189.9;31.6;80.1;10.8;9.1
6129;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Noordoost-Noord-Brabant (CR);2009;763.7;549.2;214.5;30.0;80.7;17.7;1.5
6130;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Noordoost-Noord-Brabant (CR);2012;796.6;580.5;216.1;33.0;82.4;12.6;5.1
6131;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Noordoost-Noord-Brabant (CR);2015;755.7;567.1;188.6;31.4;79.5;10.5;10.0
6132;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zuidoost-Noord-Brabant (CR);2009;725.6;512.1;213.5;30.8;84.5;13.9;1.6
6133;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zuidoost-Noord-Brabant (CR);2012;793.0;579.2;213.8;32.8;84.3;11.3;4.4
6134;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zuidoost-Noord-Brabant (CR);2015;742.8;553.4;189.5;32.0;79.2;10.9;9.9
6135;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Noord-Limburg (CR);2009;749.7;526.3;223.4;31.1;83.4;11.7;4.9
6136;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Noord-Limburg (CR);2012;768.3;536.5;231.7;33.4;80.8;14.1;5.2
6137;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Noord-Limburg (CR);2015;744.6;549.1;195.4;32.7;82.0;11.6;6.4
6138;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Midden-Limburg (CR);2009;734.7;517.5;217.3;33.5;76.4;15.2;8.4
6139;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Midden-Limburg (CR);2012;806.1;573.6;232.6;37.0;83.4;10.5;6.2
6140;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Midden-Limburg (CR);2015;703.0;511.9;191.1;34.0;87.0;4.8;8.2
6141;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zuid-Limburg (CR);2009;713.0;489.0;224.0;31.4;83.6;11.8;4.6
6142;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zuid-Limburg (CR);2012;771.1;540.6;230.5;33.8;84.4;8.9;6.7
6143;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zuid-Limburg (CR);2015;699.6;505.0;194.7;32.4;80.5;7.9;11.5
6144;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Flevoland (CR);2009;760.4;540.1;220.3;30.7;90.1;6.8;3.1
6145;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Flevoland (CR);2012;810.1;592.8;217.3;32.3;83.9;8.7;7.3
6146;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Flevoland (CR);2015;794.2;598.9;195.3;30.4;86.4;4.7;9.0
6147;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Almere;2009;813.8;591.9;221.9;29.9;90.4;6.4;3.1
6148;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Almere;2012;838.3;616.0;222.4;30.3;83.6;8.1;8.3
6149;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Almere;2015;838.7;638.6;200.1;29.5;87.0;4.9;8.1
6150;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Amersfoort;2009;822.8;618.7;204.1;28.1;84.6;14.3;1.1
6151;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Amersfoort;2012;855.6;656.1;199.6;29.7;82.5;9.9;7.6
6152;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Amersfoort;2015;905.3;718.8;186.5;28.6;89.5;4.3;6.2
6153;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Amsterdam;2009;819.7;599.8;219.8;30.9;79.5;15.5;4.9
6154;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Amsterdam;2012;1042.6;816.8;225.8;33.0;84.0;9.9;6.1
6155;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Amsterdam;2015;873.7;669.7;204.0;31.2;87.6;7.9;4.4
6156;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Apeldoorn;2009;743.9;533.0;210.9;29.8;87.0;13.0;0.0
6157;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Apeldoorn;2012;849.8;632.0;217.8;30.7;84.4;11.8;3.8
6158;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Apeldoorn;2015;747.4;559.0;188.4;28.5;85.7;4.2;10.0
6159;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Arnhem;2009;730.4;535.3;195.1;31.3;79.9;13.9;6.2
6160;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Arnhem;2012;811.5;605.5;206.1;32.8;81.5;13.1;5.4
6161;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Arnhem;2015;758.1;573.4;184.8;31.2;82.5;7.8;9.7
6162;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Breda;2009;783.7;564.9;218.8;32.2;85.7;11.0;3.3
6163;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Breda;2012;840.9;605.2;235.7;30.3;81.5;10.6;7.9
6164;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Breda;2015;902.7;697.3;205.4;30.5;86.7;6.6;6.7
6165;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Dordrecht;2009;821.2;603.6;217.5;31.0;89.9;6.1;4.0
6166;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Dordrecht;2012;831.8;607.6;224.2;33.0;90.1;6.6;3.3
6167;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Dordrecht;2015;782.6;570.8;211.8;29.6;90.8;4.7;4.6
6168;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Ede;2009;812.5;591.7;220.8;30.6;91.1;5.8;3.1
6169;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Ede;2012;818.9;612.0;206.8;29.5;82.0;10.6;7.4
6170;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Ede;2015;730.2;541.2;189.1;27.7;88.2;6.6;5.2
6171;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Eindhoven;2009;729.9;526.5;203.3;32.2;82.7;14.9;2.4
6172;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Eindhoven;2012;769.4;561.8;207.6;33.0;82.8;12.5;4.7
6173;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Eindhoven;2015;746.3;563.2;183.1;32.5;75.9;11.6;12.5
6174;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Emmen;2009;681.6;462.9;218.7;34.5;84.8;12.1;3.1
6175;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Emmen;2012;692.1;477.4;214.7;34.0;85.7;5.4;9.0
6176;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Emmen;2015;707.1;511.0;196.1;34.9;90.0;5.5;4.5
6177;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Enschede;2009;684.8;471.4;213.4;32.6;84.1;11.7;4.2
6178;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Enschede;2012;739.7;528.5;211.2;34.1;87.7;4.2;8.1
6179;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Enschede;2015;713.3;528.6;184.7;33.6;80.3;7.2;12.5
6180;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;'s-Gravenhage (gemeente);2009;987.2;744.1;243.1;32.2;84.0;10.1;5.9
6181;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;'s-Gravenhage (gemeente);2012;996.2;743.5;252.7;31.0;85.0;9.2;5.9
6182;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;'s-Gravenhage (gemeente);2015;1030.5;798.7;231.9;31.1;85.8;5.6;8.6
6183;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Groningen (gemeente);2009;732.2;523.1;209.0;32.5;87.3;9.6;3.1
6184;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Groningen (gemeente);2012;766.6;545.7;220.9;30.2;92.6;3.8;3.6
6185;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Groningen (gemeente);2015;795.5;599.6;195.9;29.8;84.8;6.2;9.0
6186;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Haarlem;2009;865.9;653.2;212.8;32.2;88.9;8.4;2.7
6187;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Haarlem;2012;927.9;704.6;223.3;30.7;87.8;7.7;4.5
6188;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Haarlem;2015;925.4;713.7;211.6;30.3;85.8;9.5;4.7
6189;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Haarlemmermeer;2009;837.7;618.9;218.8;26.3;79.4;16.0;4.6
6190;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Haarlemmermeer;2012;867.5;644.2;223.3;27.4;85.8;10.2;4.0
6191;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Haarlemmermeer;2015;879.7;663.5;216.2;28.4;88.3;4.8;6.9
6192;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;'s-Hertogenbosch;2009;825.2;613.1;212.1;28.7;80.1;18.9;1.0
6193;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;'s-Hertogenbosch;2012;848.4;621.7;226.7;31.6;81.2;14.1;4.6
6194;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;'s-Hertogenbosch;2015;770.7;585.3;185.5;32.4;80.1;10.1;9.9
6195;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Leiden;2009;904.1;686.9;217.1;31.4;86.7;9.9;3.4
6196;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Leiden;2012;928.0;702.0;226.0;29.5;85.0;11.3;3.7
6197;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Leiden;2015;928.7;728.2;200.5;30.2;82.8;9.3;7.9
6198;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Maastricht;2009;720.5;494.7;225.8;31.1;79.8;14.6;5.6
6199;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Maastricht;2012;767.4;537.4;230.0;32.2;84.8;9.2;6.0
6200;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Maastricht;2015;748.5;547.2;201.4;31.2;80.7;10.9;8.4
6201;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Nijmegen;2009;729.6;528.9;200.6;30.2;83.7;13.3;3.0
6202;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Nijmegen;2012;790.6;584.8;205.8;30.9;81.1;13.9;5.0
6203;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Nijmegen;2015;822.7;636.3;186.3;30.6;84.5;8.9;6.7
6204;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Rotterdam;2009;793.2;578.8;214.4;30.1;79.1;13.5;7.5
6205;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Rotterdam;2012;855.6;625.9;229.8;32.4;78.5;8.6;12.9
6206;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Rotterdam;2015;836.9;619.8;217.2;29.9;83.8;7.6;8.6
6207;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Tilburg;2009;780.9;569.2;211.7;29.6;90.5;8.3;1.2
6208;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Tilburg;2012;812.2;598.8;213.4;33.6;82.8;11.8;5.3
6209;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Tilburg;2015;794.0;604.5;189.5;31.9;82.8;7.5;9.7
6210;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Utrecht (gemeente);2009;876.0;658.7;217.3;29.8;85.0;13.3;1.6
6211;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Utrecht (gemeente);2012;941.9;721.0;221.0;32.2;89.2;7.1;3.7
6212;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Utrecht (gemeente);2015;911.5;710.7;200.8;30.9;87.7;6.9;5.4
6213;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Westland;2009;819.7;595.8;223.9;29.2;84.4;13.6;2.0
6214;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Westland;2012;895.0;657.4;237.6;31.0;82.3;10.5;7.1
6215;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Westland;2015;859.6;649.7;209.8;29.2;82.6;7.2;10.2
6216;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zaanstad;2009;772.3;545.1;227.2;30.0;81.8;16.9;1.3
6217;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zaanstad;2012;856.9;624.8;232.1;31.8;84.3;8.8;7.0
6218;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zaanstad;2015;872.7;644.2;228.5;30.6;80.3;11.6;8.1
6219;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zoetermeer;2009;882.7;663.6;219.1;27.5;79.8;14.2;5.9
6220;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zoetermeer;2012;986.3;753.8;232.5;30.2;86.3;9.2;4.5
6221;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zoetermeer;2015;841.7;644.7;197.0;27.5;81.8;8.7;9.5
6222;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zwolle;2009;782.2;579.2;203.0;29.9;85.4;12.1;2.5
6223;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zwolle;2012;828.2;619.3;208.8;30.5;84.3;11.8;3.9
6224;Waarde;Totaal;Woningtype: tussenwoning/hoekwoning;Zwolle;2015;836.0;647.6;188.4;30.4;82.2;6.3;11.5
6225;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Nederland;2009;612.3;450.3;162.0;35.3;77.0;16.6;6.5
6226;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Nederland;2012;660.1;495.3;164.8;37.1;76.6;14.0;9.4
6227;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Nederland;2015;682.3;528.2;154.1;38.2;76.8;10.2;12.9
6228;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Nederland (LD);2009;538.6;380.8;157.8;37.3;81.3;11.3;7.4
6229;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Nederland (LD);2012;583.4;424.8;158.6;37.5;81.4;9.2;9.4
6230;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Nederland (LD);2015;588.7;443.1;145.6;40.3;77.2;7.4;15.4
6231;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Oost-Nederland (LD);2009;581.5;428.3;153.3;35.6;77.8;15.2;7.0
6232;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Oost-Nederland (LD);2012;622.6;469.3;153.4;37.2;77.5;13.4;9.1
6233;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Oost-Nederland (LD);2015;635.2;495.4;139.9;39.3;77.5;8.5;14.0
6234;Waarde;Totaal;Woningtype: meergezinswoningen totaal;West-Nederland (LD);2009;630.9;465.8;165.1;34.9;76.1;17.9;6.0
6235;Waarde;Totaal;Woningtype: meergezinswoningen totaal;West-Nederland (LD);2012;681.8;512.6;169.3;36.8;76.2;14.9;8.9
6236;Waarde;Totaal;Woningtype: meergezinswoningen totaal;West-Nederland (LD);2015;705.0;545.1;159.9;37.4;76.5;11.3;12.1
6237;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuid-Nederland (LD);2009;587.4;429.5;157.8;35.8;78.3;14.0;7.7
6238;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuid-Nederland (LD);2012;628.3;471.0;157.2;38.3;76.0;12.4;11.6
6239;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuid-Nederland (LD);2015;659.4;515.7;143.8;39.7;77.5;7.8;14.7
6240;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Groningen (PV);2009;553.2;394.9;158.3;37.6;81.1;11.5;7.4
6241;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Groningen (PV);2012;600.4;438.2;162.2;38.1;80.7;10.2;9.1
6242;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Groningen (PV);2015;611.5;462.5;149.1;42.4;76.4;7.2;16.3
6243;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Friesland (PV);2009;525.3;375.4;150.0;37.2;79.0;13.2;7.8
6244;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Friesland (PV);2012;551.6;399.6;152.0;35.9;79.8;11.7;8.5
6245;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Friesland (PV);2015;557.0;416.8;140.1;38.0;77.1;9.2;13.7
6246;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Drenthe (PV);2009;528.4;359.6;168.9;36.9;85.1;8.0;6.9
6247;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Drenthe (PV);2012;586.2;427.2;159.0;38.2;84.9;3.7;11.4
6248;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Drenthe (PV);2015;573.3;429.1;144.3;37.9;79.6;5.2;15.2
6249;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Overijssel (PV);2009;551.3;390.1;161.2;36.2;79.7;13.7;6.7
6250;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Overijssel (PV);2012;587.4;425.5;161.9;38.6;76.2;13.5;10.3
6251;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Overijssel (PV);2015;597.4;458.7;138.7;39.9;80.2;8.3;11.5
6252;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Flevoland (PV);2009;585.6;431.8;153.7;35.3;74.8;14.4;10.8
6253;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Flevoland (PV);2012;637.9;477.3;160.7;35.9;75.6;15.0;9.4
6254;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Flevoland (PV);2015;641.4;492.9;148.5;43.0;74.6;5.6;19.8
6255;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Gelderland (PV);2009;597.3;448.4;148.9;35.3;77.2;16.1;6.7
6256;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Gelderland (PV);2012;638.3;490.5;147.9;36.7;78.4;13.2;8.4
6257;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Gelderland (PV);2015;654.0;514.9;139.1;38.4;76.5;9.2;14.3
6258;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Utrecht (PV);2009;616.1;456.7;159.4;33.5;75.0;19.7;5.2
6259;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Utrecht (PV);2012;662.1;507.0;155.1;35.4;78.0;14.2;7.8
6260;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Utrecht (PV);2015;710.8;564.2;146.6;36.5;77.5;10.5;12.0
6261;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Holland (PV);2009;634.0;470.9;163.1;35.4;75.1;19.3;5.6
6262;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Holland (PV);2012;689.6;520.8;168.8;36.4;75.0;16.6;8.4
6263;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Holland (PV);2015;726.2;568.5;157.7;37.6;74.3;13.3;12.4
6264;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuid-Holland (PV);2009;635.0;466.8;168.1;34.9;77.0;16.6;6.4
6265;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuid-Holland (PV);2012;683.9;510.4;173.5;37.5;76.4;14.0;9.5
6266;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuid-Holland (PV);2015;690.0;525.1;164.9;37.4;77.9;10.2;11.9
6267;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zeeland (PV);2009;534.4;377.6;156.8;36.5;78.4;15.7;5.9
6268;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zeeland (PV);2012;594.5;437.9;156.5;36.4;81.1;10.2;8.7
6269;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zeeland (PV);2015;626.6;476.0;150.6;38.6;77.8;8.1;14.1
6270;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Brabant (PV);2009;598.7;442.0;156.7;35.2;77.7;13.7;8.6
6271;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Brabant (PV);2012;645.8;488.3;157.5;38.2;76.3;12.3;11.4
6272;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Brabant (PV);2015;671.2;528.7;142.5;39.1;77.0;8.0;15.0
6273;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Limburg (PV);2009;567.8;408.0;159.8;36.7;79.2;14.6;6.2
6274;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Limburg (PV);2012;597.1;440.3;156.9;38.4;75.5;12.6;11.9
6275;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Limburg (PV);2015;636.6;490.4;146.2;41.0;78.5;7.5;14.1
6276;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Oost-Groningen (CR);2009;428.3;292.8;135.5;30.3;82.5;6.4;11.1
6277;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Oost-Groningen (CR);2012;565.6;416.1;149.5;37.7;84.3;2.1;13.5
6278;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Oost-Groningen (CR);2015;601.3;441.9;159.3;41.5;88.5;3.1;8.4
6279;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Delfzijl en omgeving (CR);2009;;;;;;;
6280;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Delfzijl en omgeving (CR);2012;;;;;;;
6281;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Delfzijl en omgeving (CR);2015;;;;;;;
6282;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Overig Groningen (CR);2009;574.9;412.9;162.0;39.0;81.7;11.8;6.5
6283;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Overig Groningen (CR);2012;599.7;437.2;162.5;38.1;80.1;11.3;8.6
6284;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Overig Groningen (CR);2015;612.6;465.5;147.1;43.0;75.1;7.9;17.0
6285;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Friesland (CR);2009;523.2;373.6;149.6;38.8;76.5;14.6;9.0
6286;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Friesland (CR);2012;537.9;385.7;152.3;36.4;76.4;14.9;8.7
6287;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Friesland (CR);2015;543.5;405.2;138.3;37.4;79.8;10.4;9.8
6288;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Friesland (CR);2009;;;;;;;
6289;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Friesland (CR);2012;;;;;;;
6290;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Friesland (CR);2015;;;;;;;
6291;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidoost-Friesland (CR);2009;535.5;390.9;144.6;34.8;78.4;11.9;9.7
6292;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidoost-Friesland (CR);2012;578.7;432.5;146.2;34.6;89.4;4.1;6.4
6293;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidoost-Friesland (CR);2015;604.3;459.8;144.6;41.0;75.3;9.9;14.8
6294;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Drenthe (CR);2009;531.5;361.9;169.6;37.7;90.7;5.0;4.3
6295;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Drenthe (CR);2012;601.2;439.8;161.3;36.3;88.5;3.3;8.2
6296;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Drenthe (CR);2015;560.0;418.9;141.1;36.5;77.3;2.6;20.1
6297;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidoost-Drenthe (CR);2009;572.6;382.8;189.8;38.2;72.7;7.2;20.1
6298;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidoost-Drenthe (CR);2012;559.6;397.0;162.5;36.6;82.8;6.9;10.3
6299;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidoost-Drenthe (CR);2015;594.0;447.7;146.3;42.5;79.7;7.3;12.9
6300;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Drenthe (CR);2009;490.6;338.8;151.9;35.0;87.8;12.2;0.0
6301;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Drenthe (CR);2012;595.4;442.3;153.1;41.7;82.9;1.3;15.9
6302;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Drenthe (CR);2015;;;;;;;
6303;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Overijssel (CR);2009;553.1;406.0;147.2;34.4;80.1;14.5;5.5
6304;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Overijssel (CR);2012;586.3;427.8;158.4;37.3;72.2;15.5;12.3
6305;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Noord-Overijssel (CR);2015;598.2;459.0;139.2;40.3;83.1;7.0;9.9
6306;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Overijssel (CR);2009;570.1;412.2;157.9;33.0;79.4;19.2;1.4
6307;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Overijssel (CR);2012;643.7;483.6;160.1;35.2;72.3;24.2;3.6
6308;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Zuidwest-Overijssel (CR);2015;647.0;501.3;145.7;41.1;65.8;10.3;23.9
6309;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Twente (CR);2009;546.0;377.4;168.6;37.9;79.5;11.9;8.5
6310;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Twente (CR);2012;573.7;409.1;164.6;40.3;79.7;9.5;10.8
6311;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Twente (CR);2015;586.4;449.5;136.9;39.4;82.0;8.4;9.6
6312;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Veluwe (CR);2009;627.9;477.5;150.4;34.0;75.7;18.8;5.5
6313;Waarde;Totaal;Woningtype: meergezinswoningen totaal;Veluwe (CR);2012;672.9;517.9;155.1;37.2;75.4;14.5;10.0
