ID;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
871;Natuurlijke personen zonder eenmanszaak;1988 januari;49
872;Natuurlijke personen zonder eenmanszaak;1988 februari;64
873;Natuurlijke personen zonder eenmanszaak;1988 maart;53
874;Natuurlijke personen zonder eenmanszaak;1988 1e kwartaal;166
875;Natuurlijke personen zonder eenmanszaak;1988 april;43
876;Natuurlijke personen zonder eenmanszaak;1988 mei;35
877;Natuurlijke personen zonder eenmanszaak;1988 juni;41
878;Natuurlijke personen zonder eenmanszaak;1988 2e kwartaal;119
879;Natuurlijke personen zonder eenmanszaak;1988 juli;41
880;Natuurlijke personen zonder eenmanszaak;1988 augustus;43
881;Natuurlijke personen zonder eenmanszaak;1988 september;48
882;Natuurlijke personen zonder eenmanszaak;1988 3e kwartaal;132
883;Natuurlijke personen zonder eenmanszaak;1988 oktober;46
884;Natuurlijke personen zonder eenmanszaak;1988 november;45
885;Natuurlijke personen zonder eenmanszaak;1988 december;38
886;Natuurlijke personen zonder eenmanszaak;1988 4e kwartaal;129
887;Natuurlijke personen zonder eenmanszaak;1988;546
888;Natuurlijke personen zonder eenmanszaak;1989 januari;38
889;Natuurlijke personen zonder eenmanszaak;1989 februari;52
890;Natuurlijke personen zonder eenmanszaak;1989 maart;44
891;Natuurlijke personen zonder eenmanszaak;1989 1e kwartaal;134
892;Natuurlijke personen zonder eenmanszaak;1989 april;49
893;Natuurlijke personen zonder eenmanszaak;1989 mei;55
894;Natuurlijke personen zonder eenmanszaak;1989 juni;45
895;Natuurlijke personen zonder eenmanszaak;1989 2e kwartaal;149
896;Natuurlijke personen zonder eenmanszaak;1989 juli;36
897;Natuurlijke personen zonder eenmanszaak;1989 augustus;52
898;Natuurlijke personen zonder eenmanszaak;1989 september;44
899;Natuurlijke personen zonder eenmanszaak;1989 3e kwartaal;132
900;Natuurlijke personen zonder eenmanszaak;1989 oktober;59
901;Natuurlijke personen zonder eenmanszaak;1989 november;59
902;Natuurlijke personen zonder eenmanszaak;1989 december;42
903;Natuurlijke personen zonder eenmanszaak;1989 4e kwartaal;160
904;Natuurlijke personen zonder eenmanszaak;1989;575
905;Natuurlijke personen zonder eenmanszaak;1990 januari;52
906;Natuurlijke personen zonder eenmanszaak;1990 februari;45
907;Natuurlijke personen zonder eenmanszaak;1990 maart;61
908;Natuurlijke personen zonder eenmanszaak;1990 1e kwartaal;158
909;Natuurlijke personen zonder eenmanszaak;1990 april;39
910;Natuurlijke personen zonder eenmanszaak;1990 mei;55
911;Natuurlijke personen zonder eenmanszaak;1990 juni;51
912;Natuurlijke personen zonder eenmanszaak;1990 2e kwartaal;145
913;Natuurlijke personen zonder eenmanszaak;1990 juli;39
914;Natuurlijke personen zonder eenmanszaak;1990 augustus;30
915;Natuurlijke personen zonder eenmanszaak;1990 september;48
916;Natuurlijke personen zonder eenmanszaak;1990 3e kwartaal;117
917;Natuurlijke personen zonder eenmanszaak;1990 oktober;61
918;Natuurlijke personen zonder eenmanszaak;1990 november;52
919;Natuurlijke personen zonder eenmanszaak;1990 december;25
920;Natuurlijke personen zonder eenmanszaak;1990 4e kwartaal;138
921;Natuurlijke personen zonder eenmanszaak;1990;558
922;Natuurlijke personen zonder eenmanszaak;1991 januari;37
923;Natuurlijke personen zonder eenmanszaak;1991 februari;42
924;Natuurlijke personen zonder eenmanszaak;1991 maart;54
925;Natuurlijke personen zonder eenmanszaak;1991 1e kwartaal;133
926;Natuurlijke personen zonder eenmanszaak;1991 april;35
927;Natuurlijke personen zonder eenmanszaak;1991 mei;52
928;Natuurlijke personen zonder eenmanszaak;1991 juni;40
929;Natuurlijke personen zonder eenmanszaak;1991 2e kwartaal;127
930;Natuurlijke personen zonder eenmanszaak;1991 juli;47
931;Natuurlijke personen zonder eenmanszaak;1991 augustus;36
932;Natuurlijke personen zonder eenmanszaak;1991 september;35
933;Natuurlijke personen zonder eenmanszaak;1991 3e kwartaal;118
934;Natuurlijke personen zonder eenmanszaak;1991 oktober;60
935;Natuurlijke personen zonder eenmanszaak;1991 november;63
936;Natuurlijke personen zonder eenmanszaak;1991 december;40
937;Natuurlijke personen zonder eenmanszaak;1991 4e kwartaal;163
938;Natuurlijke personen zonder eenmanszaak;1991;541
939;Natuurlijke personen zonder eenmanszaak;1992 januari;40
940;Natuurlijke personen zonder eenmanszaak;1992 februari;60
941;Natuurlijke personen zonder eenmanszaak;1992 maart;50
942;Natuurlijke personen zonder eenmanszaak;1992 1e kwartaal;150
943;Natuurlijke personen zonder eenmanszaak;1992 april;66
944;Natuurlijke personen zonder eenmanszaak;1992 mei;44
945;Natuurlijke personen zonder eenmanszaak;1992 juni;53
946;Natuurlijke personen zonder eenmanszaak;1992 2e kwartaal;163
947;Natuurlijke personen zonder eenmanszaak;1992 juli;56
948;Natuurlijke personen zonder eenmanszaak;1992 augustus;41
949;Natuurlijke personen zonder eenmanszaak;1992 september;77
950;Natuurlijke personen zonder eenmanszaak;1992 3e kwartaal;174
951;Natuurlijke personen zonder eenmanszaak;1992 oktober;63
952;Natuurlijke personen zonder eenmanszaak;1992 november;53
953;Natuurlijke personen zonder eenmanszaak;1992 december;73
954;Natuurlijke personen zonder eenmanszaak;1992 4e kwartaal;189
955;Natuurlijke personen zonder eenmanszaak;1992;676
956;Natuurlijke personen zonder eenmanszaak;1993 januari;74
957;Natuurlijke personen zonder eenmanszaak;1993 februari;90
958;Natuurlijke personen zonder eenmanszaak;1993 maart;67
959;Natuurlijke personen zonder eenmanszaak;1993 1e kwartaal;231
960;Natuurlijke personen zonder eenmanszaak;1993 april;67
961;Natuurlijke personen zonder eenmanszaak;1993 mei;78
962;Natuurlijke personen zonder eenmanszaak;1993 juni;72
963;Natuurlijke personen zonder eenmanszaak;1993 2e kwartaal;217
964;Natuurlijke personen zonder eenmanszaak;1993 juli;70
965;Natuurlijke personen zonder eenmanszaak;1993 augustus;74
966;Natuurlijke personen zonder eenmanszaak;1993 september;79
967;Natuurlijke personen zonder eenmanszaak;1993 3e kwartaal;223
968;Natuurlijke personen zonder eenmanszaak;1993 oktober;78
969;Natuurlijke personen zonder eenmanszaak;1993 november;90
970;Natuurlijke personen zonder eenmanszaak;1993 december;77
971;Natuurlijke personen zonder eenmanszaak;1993 4e kwartaal;245
972;Natuurlijke personen zonder eenmanszaak;1993;916
973;Natuurlijke personen zonder eenmanszaak;1994 januari;92
974;Natuurlijke personen zonder eenmanszaak;1994 februari;101
975;Natuurlijke personen zonder eenmanszaak;1994 maart;135
976;Natuurlijke personen zonder eenmanszaak;1994 1e kwartaal;328
977;Natuurlijke personen zonder eenmanszaak;1994 april;91
978;Natuurlijke personen zonder eenmanszaak;1994 mei;56
979;Natuurlijke personen zonder eenmanszaak;1994 juni;108
980;Natuurlijke personen zonder eenmanszaak;1994 2e kwartaal;255
981;Natuurlijke personen zonder eenmanszaak;1994 juli;83
982;Natuurlijke personen zonder eenmanszaak;1994 augustus;96
983;Natuurlijke personen zonder eenmanszaak;1994 september;97
984;Natuurlijke personen zonder eenmanszaak;1994 3e kwartaal;276
985;Natuurlijke personen zonder eenmanszaak;1994 oktober;76
986;Natuurlijke personen zonder eenmanszaak;1994 november;117
987;Natuurlijke personen zonder eenmanszaak;1994 december;79
988;Natuurlijke personen zonder eenmanszaak;1994 4e kwartaal;272
989;Natuurlijke personen zonder eenmanszaak;1994;1131
990;Natuurlijke personen zonder eenmanszaak;1995 januari;98
991;Natuurlijke personen zonder eenmanszaak;1995 februari;75
992;Natuurlijke personen zonder eenmanszaak;1995 maart;107
993;Natuurlijke personen zonder eenmanszaak;1995 1e kwartaal;280
994;Natuurlijke personen zonder eenmanszaak;1995 april;99
995;Natuurlijke personen zonder eenmanszaak;1995 mei;67
996;Natuurlijke personen zonder eenmanszaak;1995 juni;58
997;Natuurlijke personen zonder eenmanszaak;1995 2e kwartaal;224
998;Natuurlijke personen zonder eenmanszaak;1995 juli;83
999;Natuurlijke personen zonder eenmanszaak;1995 augustus;105
1000;Natuurlijke personen zonder eenmanszaak;1995 september;103
1001;Natuurlijke personen zonder eenmanszaak;1995 3e kwartaal;291
1002;Natuurlijke personen zonder eenmanszaak;1995 oktober;87
1003;Natuurlijke personen zonder eenmanszaak;1995 november;108
1004;Natuurlijke personen zonder eenmanszaak;1995 december;74
1005;Natuurlijke personen zonder eenmanszaak;1995 4e kwartaal;269
1006;Natuurlijke personen zonder eenmanszaak;1995;1064
1007;Natuurlijke personen zonder eenmanszaak;1996 januari;79
1008;Natuurlijke personen zonder eenmanszaak;1996 februari;74
1009;Natuurlijke personen zonder eenmanszaak;1996 maart;87
1010;Natuurlijke personen zonder eenmanszaak;1996 1e kwartaal;240
1011;Natuurlijke personen zonder eenmanszaak;1996 april;71
1012;Natuurlijke personen zonder eenmanszaak;1996 mei;84
1013;Natuurlijke personen zonder eenmanszaak;1996 juni;86
1014;Natuurlijke personen zonder eenmanszaak;1996 2e kwartaal;241
1015;Natuurlijke personen zonder eenmanszaak;1996 juli;77
1016;Natuurlijke personen zonder eenmanszaak;1996 augustus;91
1017;Natuurlijke personen zonder eenmanszaak;1996 september;84
1018;Natuurlijke personen zonder eenmanszaak;1996 3e kwartaal;252
1019;Natuurlijke personen zonder eenmanszaak;1996 oktober;105
1020;Natuurlijke personen zonder eenmanszaak;1996 november;107
1021;Natuurlijke personen zonder eenmanszaak;1996 december;98
1022;Natuurlijke personen zonder eenmanszaak;1996 4e kwartaal;310
1023;Natuurlijke personen zonder eenmanszaak;1996;1043
1024;Natuurlijke personen zonder eenmanszaak;1997 januari;104
1025;Natuurlijke personen zonder eenmanszaak;1997 februari;95
1026;Natuurlijke personen zonder eenmanszaak;1997 maart;98
1027;Natuurlijke personen zonder eenmanszaak;1997 1e kwartaal;297
1028;Natuurlijke personen zonder eenmanszaak;1997 april;108
1029;Natuurlijke personen zonder eenmanszaak;1997 mei;103
1030;Natuurlijke personen zonder eenmanszaak;1997 juni;85
1031;Natuurlijke personen zonder eenmanszaak;1997 2e kwartaal;296
1032;Natuurlijke personen zonder eenmanszaak;1997 juli;95
1033;Natuurlijke personen zonder eenmanszaak;1997 augustus;79
1034;Natuurlijke personen zonder eenmanszaak;1997 september;89
1035;Natuurlijke personen zonder eenmanszaak;1997 3e kwartaal;263
1036;Natuurlijke personen zonder eenmanszaak;1997 oktober;100
1037;Natuurlijke personen zonder eenmanszaak;1997 november;90
1038;Natuurlijke personen zonder eenmanszaak;1997 december;92
1039;Natuurlijke personen zonder eenmanszaak;1997 4e kwartaal;282
1040;Natuurlijke personen zonder eenmanszaak;1997;1138
1041;Natuurlijke personen zonder eenmanszaak;1998 januari;93
1042;Natuurlijke personen zonder eenmanszaak;1998 februari;92
1043;Natuurlijke personen zonder eenmanszaak;1998 maart;110
1044;Natuurlijke personen zonder eenmanszaak;1998 1e kwartaal;295
1045;Natuurlijke personen zonder eenmanszaak;1998 april;109
1046;Natuurlijke personen zonder eenmanszaak;1998 mei;78
1047;Natuurlijke personen zonder eenmanszaak;1998 juni;86
1048;Natuurlijke personen zonder eenmanszaak;1998 2e kwartaal;273
1049;Natuurlijke personen zonder eenmanszaak;1998 juli;94
1050;Natuurlijke personen zonder eenmanszaak;1998 augustus;53
1051;Natuurlijke personen zonder eenmanszaak;1998 september;104
1052;Natuurlijke personen zonder eenmanszaak;1998 3e kwartaal;251
1053;Natuurlijke personen zonder eenmanszaak;1998 oktober;65
1054;Natuurlijke personen zonder eenmanszaak;1998 november;98
1055;Natuurlijke personen zonder eenmanszaak;1998 december;34
1056;Natuurlijke personen zonder eenmanszaak;1998 4e kwartaal;197
1057;Natuurlijke personen zonder eenmanszaak;1998;1016
1058;Natuurlijke personen zonder eenmanszaak;1999 januari;56
1059;Natuurlijke personen zonder eenmanszaak;1999 februari;45
1060;Natuurlijke personen zonder eenmanszaak;1999 maart;45
1061;Natuurlijke personen zonder eenmanszaak;1999 1e kwartaal;146
1062;Natuurlijke personen zonder eenmanszaak;1999 april;53
1063;Natuurlijke personen zonder eenmanszaak;1999 mei;32
1064;Natuurlijke personen zonder eenmanszaak;1999 juni;46
1065;Natuurlijke personen zonder eenmanszaak;1999 2e kwartaal;131
1066;Natuurlijke personen zonder eenmanszaak;1999 juli;49
1067;Natuurlijke personen zonder eenmanszaak;1999 augustus;36
1068;Natuurlijke personen zonder eenmanszaak;1999 september;66
1069;Natuurlijke personen zonder eenmanszaak;1999 3e kwartaal;151
1070;Natuurlijke personen zonder eenmanszaak;1999 oktober;66
1071;Natuurlijke personen zonder eenmanszaak;1999 november;56
1072;Natuurlijke personen zonder eenmanszaak;1999 december;52
1073;Natuurlijke personen zonder eenmanszaak;1999 4e kwartaal;174
1074;Natuurlijke personen zonder eenmanszaak;1999;602
1075;Natuurlijke personen zonder eenmanszaak;2000 januari;65
1076;Natuurlijke personen zonder eenmanszaak;2000 februari;64
1077;Natuurlijke personen zonder eenmanszaak;2000 maart;66
1078;Natuurlijke personen zonder eenmanszaak;2000 1e kwartaal;195
1079;Natuurlijke personen zonder eenmanszaak;2000 april;63
1080;Natuurlijke personen zonder eenmanszaak;2000 mei;73
1081;Natuurlijke personen zonder eenmanszaak;2000 juni;70
1082;Natuurlijke personen zonder eenmanszaak;2000 2e kwartaal;206
1083;Natuurlijke personen zonder eenmanszaak;2000 juli;70
1084;Natuurlijke personen zonder eenmanszaak;2000 augustus;90
1085;Natuurlijke personen zonder eenmanszaak;2000 september;75
1086;Natuurlijke personen zonder eenmanszaak;2000 3e kwartaal;235
1087;Natuurlijke personen zonder eenmanszaak;2000 oktober;86
1088;Natuurlijke personen zonder eenmanszaak;2000 november;107
1089;Natuurlijke personen zonder eenmanszaak;2000 december;90
1090;Natuurlijke personen zonder eenmanszaak;2000 4e kwartaal;283
1091;Natuurlijke personen zonder eenmanszaak;2000;919
1092;Natuurlijke personen zonder eenmanszaak;2001 januari;112
1093;Natuurlijke personen zonder eenmanszaak;2001 februari;115
1094;Natuurlijke personen zonder eenmanszaak;2001 maart;125
1095;Natuurlijke personen zonder eenmanszaak;2001 1e kwartaal;352
1096;Natuurlijke personen zonder eenmanszaak;2001 april;112
1097;Natuurlijke personen zonder eenmanszaak;2001 mei;119
1098;Natuurlijke personen zonder eenmanszaak;2001 juni;127
1099;Natuurlijke personen zonder eenmanszaak;2001 2e kwartaal;358
1100;Natuurlijke personen zonder eenmanszaak;2001 juli;150
1101;Natuurlijke personen zonder eenmanszaak;2001 augustus;124
1102;Natuurlijke personen zonder eenmanszaak;2001 september;122
1103;Natuurlijke personen zonder eenmanszaak;2001 3e kwartaal;396
1104;Natuurlijke personen zonder eenmanszaak;2001 oktober;154
1105;Natuurlijke personen zonder eenmanszaak;2001 november;139
1106;Natuurlijke personen zonder eenmanszaak;2001 december;105
1107;Natuurlijke personen zonder eenmanszaak;2001 4e kwartaal;398
1108;Natuurlijke personen zonder eenmanszaak;2001;1504
1109;Natuurlijke personen zonder eenmanszaak;2002 januari;156
1110;Natuurlijke personen zonder eenmanszaak;2002 februari;145
1111;Natuurlijke personen zonder eenmanszaak;2002 maart;114
1112;Natuurlijke personen zonder eenmanszaak;2002 1e kwartaal;415
1113;Natuurlijke personen zonder eenmanszaak;2002 april;129
1114;Natuurlijke personen zonder eenmanszaak;2002 mei;134
1115;Natuurlijke personen zonder eenmanszaak;2002 juni;122
1116;Natuurlijke personen zonder eenmanszaak;2002 2e kwartaal;385
1117;Natuurlijke personen zonder eenmanszaak;2002 juli;142
1118;Natuurlijke personen zonder eenmanszaak;2002 augustus;137
1119;Natuurlijke personen zonder eenmanszaak;2002 september;174
1120;Natuurlijke personen zonder eenmanszaak;2002 3e kwartaal;453
1121;Natuurlijke personen zonder eenmanszaak;2002 oktober;174
1122;Natuurlijke personen zonder eenmanszaak;2002 november;213
1123;Natuurlijke personen zonder eenmanszaak;2002 december;168
1124;Natuurlijke personen zonder eenmanszaak;2002 4e kwartaal;555
1125;Natuurlijke personen zonder eenmanszaak;2002;1808
1126;Natuurlijke personen zonder eenmanszaak;2003 januari;180
1127;Natuurlijke personen zonder eenmanszaak;2003 februari;163
1128;Natuurlijke personen zonder eenmanszaak;2003 maart;147
1129;Natuurlijke personen zonder eenmanszaak;2003 1e kwartaal;490
1130;Natuurlijke personen zonder eenmanszaak;2003 april;177
1131;Natuurlijke personen zonder eenmanszaak;2003 mei;187
1132;Natuurlijke personen zonder eenmanszaak;2003 juni;190
1133;Natuurlijke personen zonder eenmanszaak;2003 2e kwartaal;554
1134;Natuurlijke personen zonder eenmanszaak;2003 juli;185
1135;Natuurlijke personen zonder eenmanszaak;2003 augustus;170
1136;Natuurlijke personen zonder eenmanszaak;2003 september;252
1137;Natuurlijke personen zonder eenmanszaak;2003 3e kwartaal;607
1138;Natuurlijke personen zonder eenmanszaak;2003 oktober;229
1139;Natuurlijke personen zonder eenmanszaak;2003 november;269
1140;Natuurlijke personen zonder eenmanszaak;2003 december;213
1141;Natuurlijke personen zonder eenmanszaak;2003 4e kwartaal;711
1142;Natuurlijke personen zonder eenmanszaak;2003;2362
1143;Natuurlijke personen zonder eenmanszaak;2004 januari;198
1144;Natuurlijke personen zonder eenmanszaak;2004 februari;219
1145;Natuurlijke personen zonder eenmanszaak;2004 maart;202
1146;Natuurlijke personen zonder eenmanszaak;2004 1e kwartaal;619
1147;Natuurlijke personen zonder eenmanszaak;2004 april;272
1148;Natuurlijke personen zonder eenmanszaak;2004 mei;246
1149;Natuurlijke personen zonder eenmanszaak;2004 juni;226
1150;Natuurlijke personen zonder eenmanszaak;2004 2e kwartaal;744
1151;Natuurlijke personen zonder eenmanszaak;2004 juli;210
1152;Natuurlijke personen zonder eenmanszaak;2004 augustus;183
1153;Natuurlijke personen zonder eenmanszaak;2004 september;257
1154;Natuurlijke personen zonder eenmanszaak;2004 3e kwartaal;650
1155;Natuurlijke personen zonder eenmanszaak;2004 oktober;225
1156;Natuurlijke personen zonder eenmanszaak;2004 november;238
1157;Natuurlijke personen zonder eenmanszaak;2004 december;225
1158;Natuurlijke personen zonder eenmanszaak;2004 4e kwartaal;688
1159;Natuurlijke personen zonder eenmanszaak;2004;2701
1160;Natuurlijke personen zonder eenmanszaak;2005 januari;251
1161;Natuurlijke personen zonder eenmanszaak;2005 februari;262
1162;Natuurlijke personen zonder eenmanszaak;2005 maart;321
1163;Natuurlijke personen zonder eenmanszaak;2005 1e kwartaal;834
1164;Natuurlijke personen zonder eenmanszaak;2005 april;291
1165;Natuurlijke personen zonder eenmanszaak;2005 mei;299
1166;Natuurlijke personen zonder eenmanszaak;2005 juni;292
1167;Natuurlijke personen zonder eenmanszaak;2005 2e kwartaal;882
1168;Natuurlijke personen zonder eenmanszaak;2005 juli;290
1169;Natuurlijke personen zonder eenmanszaak;2005 augustus;227
1170;Natuurlijke personen zonder eenmanszaak;2005 september;239
1171;Natuurlijke personen zonder eenmanszaak;2005 3e kwartaal;756
1172;Natuurlijke personen zonder eenmanszaak;2005 oktober;272
1173;Natuurlijke personen zonder eenmanszaak;2005 november;305
1174;Natuurlijke personen zonder eenmanszaak;2005 december;253
1175;Natuurlijke personen zonder eenmanszaak;2005 4e kwartaal;830
1176;Natuurlijke personen zonder eenmanszaak;2005;3302
1177;Natuurlijke personen zonder eenmanszaak;2006 januari;249
1178;Natuurlijke personen zonder eenmanszaak;2006 februari;268
1179;Natuurlijke personen zonder eenmanszaak;2006 maart;354
1180;Natuurlijke personen zonder eenmanszaak;2006 1e kwartaal;871
1181;Natuurlijke personen zonder eenmanszaak;2006 april;264
1182;Natuurlijke personen zonder eenmanszaak;2006 mei;313
1183;Natuurlijke personen zonder eenmanszaak;2006 juni;244
1184;Natuurlijke personen zonder eenmanszaak;2006 2e kwartaal;821
1185;Natuurlijke personen zonder eenmanszaak;2006 juli;267
1186;Natuurlijke personen zonder eenmanszaak;2006 augustus;218
1187;Natuurlijke personen zonder eenmanszaak;2006 september;291
1188;Natuurlijke personen zonder eenmanszaak;2006 3e kwartaal;776
1189;Natuurlijke personen zonder eenmanszaak;2006 oktober;257
1190;Natuurlijke personen zonder eenmanszaak;2006 november;254
1191;Natuurlijke personen zonder eenmanszaak;2006 december;259
1192;Natuurlijke personen zonder eenmanszaak;2006 4e kwartaal;770
1193;Natuurlijke personen zonder eenmanszaak;2006;3238
1194;Natuurlijke personen zonder eenmanszaak;2007 januari;327
1195;Natuurlijke personen zonder eenmanszaak;2007 februari;318
1196;Natuurlijke personen zonder eenmanszaak;2007 maart;343
1197;Natuurlijke personen zonder eenmanszaak;2007 1e kwartaal;988
1198;Natuurlijke personen zonder eenmanszaak;2007 april;285
1199;Natuurlijke personen zonder eenmanszaak;2007 mei;297
1200;Natuurlijke personen zonder eenmanszaak;2007 juni;291
1201;Natuurlijke personen zonder eenmanszaak;2007 2e kwartaal;873
1202;Natuurlijke personen zonder eenmanszaak;2007 juli;293
1203;Natuurlijke personen zonder eenmanszaak;2007 augustus;235
1204;Natuurlijke personen zonder eenmanszaak;2007 september;247
1205;Natuurlijke personen zonder eenmanszaak;2007 3e kwartaal;775
1206;Natuurlijke personen zonder eenmanszaak;2007 oktober;303
1207;Natuurlijke personen zonder eenmanszaak;2007 november;246
1208;Natuurlijke personen zonder eenmanszaak;2007 december;165
1209;Natuurlijke personen zonder eenmanszaak;2007 4e kwartaal;714
1210;Natuurlijke personen zonder eenmanszaak;2007;3350
1211;Natuurlijke personen zonder eenmanszaak;2008 januari;327
1212;Natuurlijke personen zonder eenmanszaak;2008 februari;166
1213;Natuurlijke personen zonder eenmanszaak;2008 maart;144
1214;Natuurlijke personen zonder eenmanszaak;2008 1e kwartaal;637
1215;Natuurlijke personen zonder eenmanszaak;2008 april;184
1216;Natuurlijke personen zonder eenmanszaak;2008 mei;130
1217;Natuurlijke personen zonder eenmanszaak;2008 juni;176
1218;Natuurlijke personen zonder eenmanszaak;2008 2e kwartaal;490
1219;Natuurlijke personen zonder eenmanszaak;2008 juli;203
1220;Natuurlijke personen zonder eenmanszaak;2008 augustus;164
1221;Natuurlijke personen zonder eenmanszaak;2008 september;176
1222;Natuurlijke personen zonder eenmanszaak;2008 3e kwartaal;543
1223;Natuurlijke personen zonder eenmanszaak;2008 oktober;155
1224;Natuurlijke personen zonder eenmanszaak;2008 november;195
1225;Natuurlijke personen zonder eenmanszaak;2008 december;190
1226;Natuurlijke personen zonder eenmanszaak;2008 4e kwartaal;540
1227;Natuurlijke personen zonder eenmanszaak;2008;2210
1228;Natuurlijke personen zonder eenmanszaak;2009 januari;227
1229;Natuurlijke personen zonder eenmanszaak;2009 februari;165
1230;Natuurlijke personen zonder eenmanszaak;2009 maart;272
1231;Natuurlijke personen zonder eenmanszaak;2009 1e kwartaal;664
1232;Natuurlijke personen zonder eenmanszaak;2009 april;232
1233;Natuurlijke personen zonder eenmanszaak;2009 mei;177
1234;Natuurlijke personen zonder eenmanszaak;2009 juni;226
1235;Natuurlijke personen zonder eenmanszaak;2009 2e kwartaal;635
1236;Natuurlijke personen zonder eenmanszaak;2009 juli;190
1237;Natuurlijke personen zonder eenmanszaak;2009 augustus;189
1238;Natuurlijke personen zonder eenmanszaak;2009 september;197
1239;Natuurlijke personen zonder eenmanszaak;2009 3e kwartaal;576
1240;Natuurlijke personen zonder eenmanszaak;2009 oktober;214
1241;Natuurlijke personen zonder eenmanszaak;2009 november;194
1242;Natuurlijke personen zonder eenmanszaak;2009 december;201
1243;Natuurlijke personen zonder eenmanszaak;2009 4e kwartaal;609
1244;Natuurlijke personen zonder eenmanszaak;2009;2484
1245;Natuurlijke personen zonder eenmanszaak;2010 januari;199
1246;Natuurlijke personen zonder eenmanszaak;2010 februari;179
1247;Natuurlijke personen zonder eenmanszaak;2010 maart;252
1248;Natuurlijke personen zonder eenmanszaak;2010 1e kwartaal;630
1249;Natuurlijke personen zonder eenmanszaak;2010 april;207
1250;Natuurlijke personen zonder eenmanszaak;2010 mei;130
1251;Natuurlijke personen zonder eenmanszaak;2010 juni;236
1252;Natuurlijke personen zonder eenmanszaak;2010 2e kwartaal;573
1253;Natuurlijke personen zonder eenmanszaak;2010 juli;187
1254;Natuurlijke personen zonder eenmanszaak;2010 augustus;210
1255;Natuurlijke personen zonder eenmanszaak;2010 september;192
1256;Natuurlijke personen zonder eenmanszaak;2010 3e kwartaal;589
1257;Natuurlijke personen zonder eenmanszaak;2010 oktober;176
1258;Natuurlijke personen zonder eenmanszaak;2010 november;218
1259;Natuurlijke personen zonder eenmanszaak;2010 december;158
1260;Natuurlijke personen zonder eenmanszaak;2010 4e kwartaal;552
1261;Natuurlijke personen zonder eenmanszaak;2010;2344
1262;Natuurlijke personen zonder eenmanszaak;2011 januari;180
1263;Natuurlijke personen zonder eenmanszaak;2011 februari;215
1264;Natuurlijke personen zonder eenmanszaak;2011 maart;264
1265;Natuurlijke personen zonder eenmanszaak;2011 1e kwartaal;659
1266;Natuurlijke personen zonder eenmanszaak;2011 april;197
1267;Natuurlijke personen zonder eenmanszaak;2011 mei;262
1268;Natuurlijke personen zonder eenmanszaak;2011 juni;191
1269;Natuurlijke personen zonder eenmanszaak;2011 2e kwartaal;650
1270;Natuurlijke personen zonder eenmanszaak;2011 juli;200
1271;Natuurlijke personen zonder eenmanszaak;2011 augustus;221
1272;Natuurlijke personen zonder eenmanszaak;2011 september;211
1273;Natuurlijke personen zonder eenmanszaak;2011 3e kwartaal;632
1274;Natuurlijke personen zonder eenmanszaak;2011 oktober;212
1275;Natuurlijke personen zonder eenmanszaak;2011 november;304
1276;Natuurlijke personen zonder eenmanszaak;2011 december;191
1277;Natuurlijke personen zonder eenmanszaak;2011 4e kwartaal;707
1278;Natuurlijke personen zonder eenmanszaak;2011;2648
1279;Natuurlijke personen zonder eenmanszaak;2012 januari;255
1280;Natuurlijke personen zonder eenmanszaak;2012 februari;273
1281;Natuurlijke personen zonder eenmanszaak;2012 maart;248
1282;Natuurlijke personen zonder eenmanszaak;2012 1e kwartaal;776
1283;Natuurlijke personen zonder eenmanszaak;2012 april;196
1284;Natuurlijke personen zonder eenmanszaak;2012 mei;261
1285;Natuurlijke personen zonder eenmanszaak;2012 juni;230
1286;Natuurlijke personen zonder eenmanszaak;2012 2e kwartaal;687
1287;Natuurlijke personen zonder eenmanszaak;2012 juli;278
1288;Natuurlijke personen zonder eenmanszaak;2012 augustus;245
1289;Natuurlijke personen zonder eenmanszaak;2012 september;244
1290;Natuurlijke personen zonder eenmanszaak;2012 3e kwartaal;767
1291;Natuurlijke personen zonder eenmanszaak;2012 oktober;276
1292;Natuurlijke personen zonder eenmanszaak;2012 november;281
1293;Natuurlijke personen zonder eenmanszaak;2012 december;215
1294;Natuurlijke personen zonder eenmanszaak;2012 4e kwartaal;772
1295;Natuurlijke personen zonder eenmanszaak;2012;3002
1296;Natuurlijke personen zonder eenmanszaak;2013 januari;269
1297;Natuurlijke personen zonder eenmanszaak;2013 februari;231
1298;Natuurlijke personen zonder eenmanszaak;2013 maart;290
1299;Natuurlijke personen zonder eenmanszaak;2013 1e kwartaal;790
1300;Natuurlijke personen zonder eenmanszaak;2013 april;248
1301;Natuurlijke personen zonder eenmanszaak;2013 mei;294
1302;Natuurlijke personen zonder eenmanszaak;2013 juni;250
1303;Natuurlijke personen zonder eenmanszaak;2013 2e kwartaal;792
1304;Natuurlijke personen zonder eenmanszaak;2013 juli;272
1305;Natuurlijke personen zonder eenmanszaak;2013 augustus;196
1306;Natuurlijke personen zonder eenmanszaak;2013 september;204
1307;Natuurlijke personen zonder eenmanszaak;2013 3e kwartaal;672
1308;Natuurlijke personen zonder eenmanszaak;2013 oktober;293
1309;Natuurlijke personen zonder eenmanszaak;2013 november;243
1310;Natuurlijke personen zonder eenmanszaak;2013 december;228
1311;Natuurlijke personen zonder eenmanszaak;2013 4e kwartaal;764
