ID;InstitutionalSectors;Periods;Total_1;Dwellings_2;BuildingsOtherThanDwellings_3;OtherStructures_4;CostsOfOwnershipTransferOfLand_5;Total_6;PassengerCars_7;OtherRoadTransportEquipment_8;TrainsAndTrams_9;Ships_10;Aircraft_11;Computers_12;TelecommunicationEquipment_13;MachineryAndInstallations_14;OtherTangibleFixedAssets_15;CultivatedBiologicalResources_16;ResearchAndDevelopment_17;ComputerSoftwareAndDatabases_18;OtherIntellectualPropertyProducts_19;Total_20;ExportsOfUsedFixedAssets_21;DomesticSalesUsedFixedAssets_22;GrossFixedCapitalFormation_23;Total_24;Dwellings_25;BuildingsOtherThanDwellings_26;OtherStructures_27;CostsOfOwnershipTransferOfLand_28;Total_29;PassengerCars_30;OtherRoadTransportEquipment_31;TrainsAndTrams_32;Ships_33;Aircraft_34;Computers_35;TelecommunicationEquipment_36;MachineryAndInstallations_37;OtherTangibleFixedAssets_38;CultivatedBiologicalResources_39;ResearchAndDevelopment_40;ComputerSoftwareAndDatabases_41;OtherIntellectualPropertyProducts_42;Total_43;ExportsOfUsedFixedAssets_44;DomesticSalesUsedFixedAssets_45;GrossFixedCapitalFormation_46;Total_47;Dwellings_48;BuildingsOtherThanDwellings_49;OtherStructures_50;CostsOfOwnershipTransferOfLand_51;Total_52;PassengerCars_53;OtherRoadTransportEquipment_54;TrainsAndTrams_55;Ships_56;Aircraft_57;Computers_58;TelecommunicationEquipment_59;MachineryAndInstallations_60;OtherTangibleFixedAssets_61;CultivatedBiologicalResources_62;ResearchAndDevelopment_63;ComputerSoftwareAndDatabases_64;OtherIntellectualPropertyProducts_65;Total_66;ExportsOfUsedFixedAssets_67;DomesticSalesUsedFixedAssets_68;GrossFixedCapitalFormation_69;Total_70;Dwellings_71;BuildingsOtherThanDwellings_72;OtherStructures_73;CostsOfOwnershipTransferOfLand_74;Total_75;PassengerCars_76;OtherRoadTransportEquipment_77;TrainsAndTrams_78;Ships_79;Aircraft_80;Computers_81;TelecommunicationEquipment_82;MachineryAndInstallations_83;OtherTangibleFixedAssets_84;CultivatedBiologicalResources_85;ResearchAndDevelopment_86;ComputerSoftwareAndDatabases_87;OtherIntellectualPropertyProducts_88;Total_89;ExportsOfUsedFixedAssets_90;DomesticSalesUsedFixedAssets_91;GrossFixedCapitalFormation_92
75;Corporations, households and NPISHs;1996;62672;18736;7717;2728;1046;6151;3448;1395;261;694;353;2292;380;11455;3146;363;4478;3575;605;477;;;62195;82991;32059;11946;3768;1805;6896;3710;1546;398.0;873;447;433;309;13480;4136;468.0;6526;4343;817.0;460;;;82693;6.2;4.7;0.8;0.6;22.5;0.3;12.1;10.1;-14.5;24.3;-60.9;59.3;9.2;6.3;6.3;7.7;2.4;8.8;28.7;111.9;;;5.8;75.5;58.4;64.6;72.4;57.9;89.2;92.9;90.2;65.5;79.5;79.0;528.8;123.1;85.0;76.1;77.6;68.6;82.3;74.0;103.7;;;75.2
76;Corporations, households and NPISHs;1997;68510;20446;8481;2655;972;6217;3829;1385;184;444;375;2492;425;12881;3710;776;4947;3850;658;293;;;68217;89496;33967;12828;3609;1626;7035;4147;1569;279.0;570;469;504;358;15016;4783;943.0;7096;4701;864.0;283;;;89467;7.8;6.0;7.4;-4.2;-9.9;2.0;11.8;1.4;-29.9;-34.7;4.8;16.4;16.1;11.4;15.6;101.7;8.7;8.2;5.8;-38.4;;;8.2;76.6;60.2;66.1;73.6;59.8;88.4;92.3;88.3;65.9;77.9;80.0;494.1;118.7;85.8;77.6;82.3;69.7;81.9;76.1;103.4;;;76.2
77;Corporations, households and NPISHs;1998;74084;21415;9470;2720;1027;7480;4360;1788;177;728;427;2705;555;12950;4146;306;5038;5558;714;404;;;73680;95924;34352;13947;3662;1574;8374;4676;2058;260.0;864;526;712;468;15028;5220;373.0;7020;6824;913.0;402;;;95759;7.2;1.1;8.7;1.5;-3.2;19.0;12.8;31.2;-7.1;51.6;12.3;41.1;30.8;0.1;9.1;-60.4;-1.1;45.2;5.6;42.0;;;7.0;77.2;62.3;67.9;74.3;65.3;89.3;93.2;86.9;68.2;84.3;81.2;380.1;118.5;86.2;79.4;82.0;71.8;81.4;78.2;100.4;;;76.9
78;Corporations, households and NPISHs;1999;82160;23142;11015;2894;1139;8098;5031;1941;66;823;237;3088;605;14491;4504;417;5725;6425;617;562;;;81598;104748;35274;15729;3825;1663;9051;5392;2242;95.0;964;287;993;516;16829;5614;523.0;7761;7703;767.0;558;;;104414;9.2;2.7;12.8;4.4;5.6;8.1;15.3;8.9;-63.3;11.5;-45.4;39.5;10.1;12.0;7.5;40.2;10.6;12.9;-16.0;38.6;;;9.0;78.4;65.6;70.0;75.7;68.5;89.5;93.3;86.6;69.2;85.4;82.6;311.1;117.3;86.1;80.2;79.7;73.8;83.4;80.4;100.8;;;78.1
79;Corporations, households and NPISHs;2000;86596;25074;12175;3501;1220;8453;5164;1688;173;530;898;3056;558;13751;4498;328;6060;7335;587;708;;;85888;106497;35785;16505;4475;1613;9217;5363;1914;243.0;621;1074;1123;474;15665;5478;384.0;7852;8576;715.0;701;;;105985;1.7;1.4;4.9;17.0;-3.0;1.8;-0.5;-14.6;154.5;-35.6;274.3;13.1;-8.1;-6.9;-2.4;-26.6;1.2;11.3;-6.8;25.6;;;1.5;81.3;70.1;73.8;78.2;75.6;91.7;96.3;88.2;71.3;85.4;83.6;272.1;117.7;87.8;82.1;85.5;77.2;85.5;82.1;101.0;;;81.0
80;Corporations, households and NPISHs;2001;89830;27611;13339;3245;1118;8416;5361;1908;200;419;528;3184;440;13052;4730;343;6350;7275;727;1410;;;88420;106754;36767;17103;3938;1350;9108;5487;2158;268.0;523;632;1389;375;14728;5599;393.0;7853;8337;850.0;1374;;;105404;0.2;2.7;3.6;-12.0;-16.3;-1.2;2.3;12.7;10.4;-15.7;-41.2;23.7;-21.0;-6.0;2.2;2.4;0.0;-2.8;18.9;96.0;;;-0.5;84.1;75.1;78.0;82.4;82.8;92.4;97.7;88.4;74.7;80.0;83.6;229.2;117.5;88.6;84.5;87.2;80.9;87.3;85.5;102.7;;;83.9
81;Corporations, households and NPISHs;2002;86679;27728;13519;2636;992;7712;5031;1650;270;430;331;2771;414;12319;4196;319;6162;7058;853;1608;;;85071;99632;34730;16577;3078;1169;8233;5110;1856;343.0;490;391;1403;351;13583;4821;371.0;7370;7869;966.0;1575;;;98013;-6.7;-5.5;-3.1;-21.8;-13.4;-9.6;-6.9;-14.0;28.0;-6.4;-38.1;1.0;-6.4;-7.8;-13.9;-5.5;-6.2;-5.6;13.6;14.7;;;-7.0;87.0;79.8;81.6;85.6;84.9;93.7;98.5;88.9;78.7;87.8;84.6;197.4;118.0;90.7;87.0;85.9;83.6;89.7;88.3;102.1;;;86.8
82;Corporations, households and NPISHs;2003;86248;27825;12821;2598;774;9045;5102;1735;531;537;1140;2859;416;11471;4141;272;6287;6955;784;1835;;;84413;97486;33372;15383;2990;884;9590;5158;1932;648.0;589;1370;1639;355;12696;4717;293.0;7327;7694;879.0;1806;;;95590;-2.2;-3.9;-7.2;-2.8;-24.4;16.5;1.0;4.1;88.9;20.2;250.2;16.8;1.2;-6.5;-2.2;-21.0;-0.6;-2.2;-9.0;14.7;;;-2.5;88.5;83.4;83.3;86.9;87.6;94.3;98.9;89.8;82.0;91.2;83.2;174.4;117.2;90.4;87.8;92.7;85.8;90.4;89.2;101.6;;;88.3
83;Corporations, households and NPISHs;2004;88659;30025;12752;2116;1179;8793;5630;1874;483;393;413;2665;399;11005;4231;320;6678;7617;879;1554;;;87105;98614;34905;15026;2422;1318;9229;5641;2073;554.0;438;494;1646;351;12079;4719;348.0;7659;8352;978.0;1511;;;97060;1.2;4.6;-2.3;-19.0;49.1;-3.8;9.3;7.3;-14.5;-25.7;-63.9;0.4;-1.2;-4.9;0.0;18.8;4.5;8.6;11.4;-16.3;;;1.5;89.9;86.0;84.9;87.4;89.5;95.3;99.8;90.4;87.2;89.8;83.6;161.9;113.8;91.1;89.7;91.9;87.2;91.2;89.8;102.8;;;89.7
84;Corporations, households and NPISHs;2005;93891;32496;12877;2740;1390;8872;5871;1760;431;452;358;2751;391;11503;4399;287;6849;8529;807;1866;;;92025;102814;36817;14842;3122;1532;9153;5793;1925;476.0;490;410;1894;351;12470;4848;306.0;7695;9182;902.0;1766;;;100976;4.3;5.5;-1.2;28.9;16.3;-0.8;2.7;-7.1;-14.1;12.0;-16.9;15.1;0.0;3.2;2.7;-12.2;0.5;9.9;-7.8;16.9;;;4.0;91.3;88.3;86.8;87.8;90.7;96.9;101.3;91.4;90.6;92.3;87.3;145.2;111.5;92.2;90.7;93.8;89.0;92.9;89.5;105.7;;;91.1
85;Corporations, households and NPISHs;2006;101917;35684;13260;3118;1528;10064;6306;2080;390;733;555;2662;469;12625;4751;254;7186;9413;903;1491;;;100426;109106;38915;14806;3486;1643;10270;6143;2270;426.0;781;627;2028;444;13522;5155;264.0;7849;9951;972.0;1390;;;107716;6.1;5.7;-0.2;11.6;7.3;12.2;6.0;17.9;-10.4;59.5;52.8;7.1;26.6;8.4;6.3;-13.6;2.0;8.4;7.8;-21.3;;;6.7;93.4;91.7;89.6;89.5;93.0;98.0;102.7;91.6;91.5;93.8;88.6;131.2;105.6;93.4;92.2;96.1;91.5;94.6;92.9;107.3;;;93.2
86;Corporations, households and NPISHs;2007;111652;38171;15829;2983;1455;10530;7015;2219;304;953;39;3091;515;14248;5439;361;7271;10935;824;1625;;;110027;117338;40793;17268;3235;1526;10620;6775;2361;332.0;1009;43;2508;503;15024;5786;364.0;7783;11142;879.0;1514;;;115821;7.5;4.8;16.6;-7.2;-7.1;3.4;10.3;4.0;-22.1;29.2;-93.2;23.7;13.2;11.1;12.3;37.8;-0.8;12.0;-9.5;8.9;;;7.5;95.2;93.6;91.7;92.2;95.3;99.1;103.5;94.0;91.5;94.4;90.9;123.2;102.4;94.8;94.0;99.1;93.4;98.1;93.7;107.3;;;95.0
87;Corporations, households and NPISHs;2008;118241;39433;17531;3056;1257;11452;6610;2785;411;1294;352;3018;490;16029;5848;304;7344;11606;873;1273;;;116968;121784;41004;18458;3167;1280;11590;6553;2884;433.0;1338;370;2731;476;16472;6059;310.0;7616;11743;905.0;1247;;;120576;3.8;0.5;6.9;-2.1;-16.2;9.1;-3.3;22.2;30.3;32.5;761.5;8.9;-5.2;9.6;4.7;-15.0;-2.1;5.4;2.9;-17.7;;;4.1;97.1;96.2;95.0;96.5;98.2;98.8;100.9;96.6;95.0;96.7;95.2;110.5;102.9;97.3;96.5;98.1;96.4;98.8;96.5;102.1;;;97.0
88;Corporations, households and NPISHs;2009;106768;34559;17355;3185;961;8770;4649;1810;577;912;822;2824;470;14420;4776;311;7345;11003;789;1792;;;104976;107918;34904;17559;3306;972;8812;4617;1868;579.0;925;841;2778;464;14628;4833;316.0;7419;11134;795.0;1831;;;106083;-11.4;-14.9;-4.9;4.4;-24.0;-24.0;-29.5;-35.2;33.8;-30.8;127.6;1.7;-2.7;-11.2;-20.2;2.0;-2.6;-5.2;-12.1;46.9;;;-12.0;98.9;99.0;98.8;96.3;98.8;99.5;100.7;96.9;99.6;98.6;97.7;101.7;101.4;98.6;98.8;98.5;99.0;98.8;99.2;97.8;;;99.0
89;Corporations, households and NPISHs;2010;100438;29329;15352;3259;1379;9319;5053;1637;1141;1183;305;2526;517;13478;4489;259;7851;11652;1028;1996;;;98442;100438;29329;15352;3259;1379;9319;5053;1637;1141.0;1183;305;2526;517;13478;4489;259.0;7851;11652;1028.0;1996;;;98442;-6.9;-16.0;-12.6;-1.4;41.8;5.8;9.4;-12.4;97.1;27.9;-63.7;-9.1;11.5;-7.9;-7.1;-18.0;5.8;4.7;29.3;9.0;;;-7.2;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;;100.0
90;Corporations, households and NPISHs;2011;106586;26736;15904;6032;1499;10927;6210;2309;449;1347;612;2812;627;16023;4922;200;7990;11945;969;1898;;;104688;107973;28020;15900;5881;1500;11051;6342;2285;443.0;1370;611;2953;646;15934;4832;206.0;7887;12209;954.0;1899;;;106074;7.5;-4.5;3.6;80.5;8.8;18.6;25.5;39.6;-61.2;15.8;100.3;16.9;25.0;18.2;7.6;-20.5;0.5;4.8;-7.2;-4.9;;;7.8;98.7;95.4;100.0;102.6;99.9;98.9;97.9;101.1;101.4;98.3;100.2;95.2;97.1;100.6;101.9;97.1;101.3;97.8;101.6;99.9;;;98.7
91;Corporations, households and NPISHs;2012;99282;22468;14158;5550;1436;10697;6206;2422;523;797;749;2793;637;15223;4378;251;8116;12394;1181;1512;;;97770;101008;24389;14209;5260;1576;10728;6328;2382;510.0;815;686;2994;664;14848;4206;277.0;7926;12752;1145.0;1502;;;99509;-6.5;-13.0;-10.6;-10.6;5.1;-2.9;-0.2;4.2;15.1;-40.5;12.3;1.4;2.7;-6.8;-13.0;34.5;0.5;4.4;20.0;-20.9;;;-6.2;98.3;92.1;99.6;105.5;91.1;99.7;98.1;101.7;102.5;97.8;109.2;93.3;96.0;102.5;104.1;90.6;102.4;97.2;103.1;100.7;;;98.3
92;Corporations, households and NPISHs;2013;94848;19376;14008;5992;1303;9837;5554;2209;500;1000;574;2684;640;14359;4121;316;8324;12715;1173;1498;;;93350;96445;21414;13894;5634;1419;9857;5691;2155;480.0;1005;531;2888;673;13966;3934;365.0;8073;13021;1117.0;1491;;;94956;-4.5;-12.2;-2.2;7.1;-10.0;-8.1;-10.1;-9.5;-5.9;23.3;-22.6;-3.5;1.4;-5.9;-6.5;31.9;1.8;2.1;-2.5;-0.7;;;-4.6;98.3;90.5;100.8;106.3;91.8;99.8;97.6;102.5;104.2;99.5;108.1;92.9;95.1;102.8;104.8;86.5;103.1;97.6;105.0;100.5;;;98.3
93;Corporations, households and NPISHs;2014;98270;20032;13945;6358;1827;9182;5323;2250;445;744;420;2635;674;15711;4141;333;8526;13696;1210;2038;;;96232;100200;22747;13800;5930;1909;9220;5477;2221;420.0;729;384;2848;713;15237;3936;383.0;8201;14025;1133.0;1995;;;98196;3.9;6.2;-0.7;5.3;34.5;-6.5;-3.8;3.1;-12.4;-27.4;-27.7;-1.4;5.9;9.1;0.0;4.7;1.6;7.7;1.4;33.8;;;3.4;98.1;88.1;101.1;107.2;95.7;99.6;97.2;101.3;105.9;102.0;109.4;92.5;94.6;103.1;105.2;87.0;104.0;97.7;106.8;102.1;;;98.0
94;Corporations, households and NPISHs;2015;110281;23560;14468;6435;2178;12904;7410;2733;430;772;1559;3600;775;16466;4378;355;8727;15242;1193;2327;;;107954;112478;27551;14624;6028;2145;12646;7566;2709;409.0;743;1194;3997;897;15678;4139;391.0;8273;15335;1104.0;2207;;;110264;12.3;21.1;6.0;1.7;12.4;37.2;38.1;22.0;-2.7;1.9;211.0;40.3;25.8;2.9;5.2;2.1;0.9;9.3;-2.6;10.6;;;12.3;98.0;85.5;98.9;106.7;101.5;102.0;97.9;100.9;105.1;103.9;130.6;90.1;86.4;105.0;105.8;90.8;105.5;99.4;108.1;105.4;;;97.9
95;Corporations, households and NPISHs;2016;117202;28138;14623;7013;2594;12550;5714;3276;426;780;2354;3766;818;16847;4648;316;9010;15812;1067;1651;;;115551;118955;32815;14829;6563;2516;12161;5756;3225;398.0;747;1781;4241;964;15927;4353;373.0;8423;15763;974.0;1536;;;117472;5.8;19.1;1.4;8.9;17.3;-3.8;-23.9;19.1;-2.8;0.5;49.1;6.1;7.5;1.6;5.2;-4.5;1.8;2.8;-11.8;-30.4;;;6.5;98.5;85.7;98.6;106.9;103.1;103.2;99.3;101.6;107.1;104.4;132.2;88.8;84.9;105.8;106.8;84.7;107.0;100.3;109.6;107.5;;;98.4
96;General government;1969;3260;13;872;1567;20;76;14;28;0;8;26;18;13;136;105;0;428;12;0;-18;;;3278;13267;64;5526;9066;90;215;45;72;;28;60;0;19;427;422;;2315;12;;-99;;;13221;;;;;;;;;;;;;;;;;;;;;;;;24.6;20.3;15.8;17.3;22.3;35.4;31.4;39.0;;29.0;;52267.6;67.9;31.8;24.9;;18.5;99.3;;;;;24.8
97;General government;1970;3693;14;946;1749;24;156;32;38;0;27;59;22;15;148;114;0;489;16;0;-7;;;3700;13886;64;5495;9245;99;418;96;92;;90;129;0;21;437;434;;2505;16;;-38;;;13790;4.7;0.0;-0.6;2.0;10.0;94.7;114.3;28.6;;225.0;;33.3;7.7;2.2;2.9;;8.2;33.3;;;;;4.3;26.6;21.8;17.2;18.9;24.3;37.3;33.5;41.1;;30.1;;47912.0;72.7;33.9;26.3;;19.5;99.3;;;;;26.8
98;General government;1971;4289;12;1071;2024;25;179;38;41;0;30;70;25;17;205;127;0;587;17;0;-4;;;4293;14518;50;5495;9626;99;437;105;90;;90;140;0;22;560;430;;2694;17;;-22;;;14405;4.5;-21.4;0.0;4.1;0.0;4.5;9.4;-2.6;;0.0;;54.5;6.7;28.4;-0.9;;7.6;6.3;;;;;4.5;29.5;23.8;19.5;21.0;25.4;41.0;36.4;45.6;;33.4;;35229.4;77.3;36.6;29.5;;21.8;99.3;;;;;29.8
99;General government;1972;4306;15;1125;1970;26;114;23;36;0;15;40;29;18;223;113;0;650;23;0;13;;;4293;13208;59;5202;8475;95;268;61;79;;42;76;0;23;582;355;;2589;23;;60;;;13056;-9.0;16.7;-5.3;-12.0;-4.0;-38.5;-42.1;-12.2;;-53.3;;40.0;5.9;3.9;-17.3;;-3.9;35.3;;;;;-9.4;32.6;25.5;21.6;23.2;27.5;42.5;38.0;45.6;;35.8;;29190.1;77.3;38.3;31.8;;25.1;99.3;;;;;32.9
100;General government;1973;4529;16;1156;2008;27;85;20;33;0;10;22;35;19;200;187;0;761;35;0;33;;;4496;12640;55;4818;7847;91;195;50;72;;25;42;0;25;512;560;;2664;34;;144;;;12439;-4.3;-6.7;-7.4;-7.4;-3.8;-27.2;-17.4;-8.3;;-40.0;;27.6;5.6;-12.1;57.5;;2.9;47.8;;;;;-4.7;35.8;29.1;24.0;25.6;29.7;43.5;40.0;45.6;;39.8;;27612.2;77.3;39.1;33.4;;28.6;102.2;;;;;36.1
101;General government;1974;5036;19;1307;2249;32;93;20;43;0;9;21;40;24;166;221;0;840;45;0;92;;;4944;12576;58;4868;7831;101;198;47;83;;23;38;0;30;379;590;;2587;43;;362;;;12237;-0.5;6.3;1.0;-0.2;11.1;1.2;-5.0;15.2;;-10.0;;42.9;21.1;-26.0;5.3;;-2.9;25.7;;;;;-1.6;40.0;32.6;26.8;28.7;31.6;47.0;42.1;51.6;;39.8;;22089.8;80.6;43.8;37.5;;32.5;104.5;;;;;40.4
102;General government;1975;6031;24;1690;2518;42;160;39;56;0;20;45;46;31;250;285;0;926;59;0;5;;;6026;13615;64;5703;7936;126;304;83;95;;45;74;0;37;506;681;;2544;54;;16;;;13484;8.3;10.5;17.1;1.3;25.0;53.8;75.0;14.0;;100.0;;22.5;25.0;33.7;15.4;;-1.7;24.4;;;;;10.2;44.3;37.2;29.6;31.7;33.2;52.6;46.9;59.0;;44.2;;20737.3;83.3;49.4;41.9;;36.4;110.1;;;;;44.7
103;General government;1976;6883;32;1895;2750;48;209;45;77;0;27;60;52;37;388;279;0;1118;75;0;43;;;6840;14152;78;5757;7898;138;359;87;119;;54;89;0;42;733;609;;2761;67;;126;;;13938;3.9;20.8;0.9;-0.5;9.5;18.1;5.1;25.0;;20.0;;34.8;12.9;44.8;-10.5;;8.5;25.4;;;;;3.4;48.6;41.1;32.9;34.8;34.7;58.2;51.5;64.9;;49.7;;17392.6;88.1;52.9;45.8;;40.5;111.6;;;;;49.1
104;General government;1977;6819;39;1846;2587;47;205;52;74;0;23;56;61;44;417;270;0;1216;87;0;33;;;6786;13124;88;5189;6895;127;337;97;108;;44;80;0;50;762;570;;2801;77;;94;;;12942;-7.3;12.5;-9.9;-12.7;-8.3;-6.2;11.1;-9.1;;-18.5;;34.6;18.9;3.9;-6.5;;1.4;14.7;;;;;-7.1;52.0;44.5;35.6;37.5;37.0;60.9;53.6;68.6;;52.0;;15156.4;88.1;54.7;47.4;;43.4;112.9;;;;;52.4
105;General government;1978;7475;40;1911;2846;49;286;73;76;0;41;96;68;46;551;316;0;1263;99;0;62;;;7413;13522;83;4955;7023;127;457;133;108;;77;133;1;50;961;643;;2743;89;;170;;;13285;3.0;-5.1;-4.5;1.9;0.0;35.6;36.5;0.0;;73.9;;62.3;0.0;26.1;13.0;;-2.1;16.1;;;;;2.7;55.3;48.1;38.6;40.5;38.6;62.6;55.1;70.4;;53.3;;10410.5;92.1;57.3;49.1;;46.0;110.6;;;;;55.8
106;General government;1979;7817;40;1827;3023;51;362;117;106;0;64;75;70;46;683;296;0;1313;106;0;26;;;7791;13309;77;4362;6898;127;562;205;148;;116;101;1;48;1156;578;;2739;96;;63;;;13143;-1.6;-7.5;-12.0;-1.8;0.0;23.1;54.8;36.8;;51.2;;23.5;-4.3;20.3;-10.1;;-0.2;7.1;;;;;-1.1;58.7;52.0;41.9;43.8;40.2;64.4;57.0;71.8;;55.0;;8675.4;96.2;59.1;51.2;;47.9;110.6;;;;;59.3
107;General government;1980;8415;49;2090;3237;62;465;108;109;0;53;195;86;56;541;318;0;1384;127;0;-7;;;8422;13362;87;4564;6804;149;676;177;144;;91;245;1;55;862;578;;2745;118;;-15;;;13250;0.4;12.5;4.7;-1.4;17.6;20.2;-13.7;-2.8;;-21.9;;55.7;15.2;-25.5;0.0;;0.2;23.6;;;;;0.8;63.0;56.6;45.8;47.6;41.5;68.8;61.0;75.9;;58.3;;6844.8;101.7;62.8;55.0;;50.4;107.3;;;;;63.6
108;General government;1981;8572;49;2031;3377;63;473;115;100;0;52;206;104;54;551;309;0;1416;145;0;27;;;8545;12887;81;4147;6688;147;645;175;125;;82;244;2;51;822;507;;2725;135;;54;;;12727;-3.6;-6.1;-9.1;-1.7;-1.6;-4.5;-0.9;-12.8;;-9.4;;37.2;-7.1;-4.6;-12.3;;-0.7;14.2;;;;;-3.9;66.5;60.3;49.0;50.5;42.9;73.3;65.5;79.9;;63.1;;6032.7;105.6;67.0;60.9;;52.0;107.3;;;;;67.1
109;General government;1982;8637;46;2120;3213;60;509;113;96;0;59;241;105;55;665;277;0;1420;167;0;17;;;8620;12589;75;4241;6201;140;657;163;115;;89;268;2;50;947;424;;2596;155;;32;;;12449;-2.3;-8.2;2.3;-7.3;-4.8;1.9;-7.0;-8.0;;7.7;;13.5;-1.9;15.2;-16.5;;-4.7;14.5;;;;;-2.2;68.6;61.7;50.0;51.8;42.9;77.4;69.2;83.4;;66.5;;5368.1;109.6;70.2;65.4;;54.7;107.9;;;;;69.2
110;General government;1983;8638;49;1963;3112;59;493;83;76;0;102;232;105;52;977;211;0;1421;196;0;68;;;8570;12500;79;3937;5975;138;617;116;89;;149;251;2;47;1352;312;;2549;186;;123;;;12291;-0.7;6.5;-7.2;-3.6;-1.7;-6.1;-29.2;-22.9;;67.8;;20.0;-5.5;42.7;-26.4;;-1.8;20.4;;;;;-1.3;69.1;61.7;49.9;52.1;42.9;79.9;71.8;85.7;;68.5;;4473.4;109.6;72.3;67.6;;55.8;105.2;;;;;69.7
111;General government;1984;9279;48;2023;3606;58;488;89;95;0;68;236;136;61;927;275;0;1407;250;0;109;;;9170;13285;76;3991;6837;135;588;120;106;;96;245;4;55;1240;395;;2525;244;;195;;;13011;6.3;-4.1;1.4;14.4;-1.7;-4.7;3.6;19.7;;-35.3;;58.1;15.4;-8.3;26.5;;-0.9;31.1;;;;;5.9;69.8;63.0;50.7;52.7;42.9;82.9;74.3;89.4;;70.6;;3665.0;111.4;74.8;69.7;;55.7;102.4;;;;;70.5
112;General government;1985;9124;45;1827;3559;54;482;98;120;0;64;200;163;67;888;324;0;1449;266;0;108;;;9016;13071;71;3636;6733;126;572;131;131;;89;205;5;59;1166;464;;2579;268;;188;;;12806;-1.6;-6.3;-8.9;-1.5;-6.9;-2.9;9.0;23.2;;-7.4;;40.4;8.2;-5.9;17.5;;2.1;9.6;;;;;-1.6;69.8;63.0;50.2;52.9;42.9;84.3;75.1;91.7;;71.7;;3127.7;113.1;76.2;69.9;;56.2;99.4;;;;;70.4
113;General government;1986;8795;37;1704;3356;50;418;104;92;0;58;164;178;73;803;370;0;1460;346;0;243;;;8552;12663;59;3401;6349;117;498;139;100;;82;169;7;64;1043;530;;2610;361;;421;;;12211;-3.1;-17.8;-6.5;-5.7;-7.4;-12.9;6.1;-23.3;;-7.8;;26.4;7.5;-10.6;14.2;;1.2;35.0;;;;;-4.6;69.5;63.0;50.1;52.9;42.9;83.9;75.1;91.7;;70.5;;2702.6;114.7;77.0;69.9;;55.9;95.8;;;;;70.0
114;General government;1987;9031;36;1832;3285;61;393;121;97;0;54;121;230;77;729;375;0;1560;453;0;190;;;8841;12921;57;3611;6139;142;456;157;104;;75;120;10;64;934;528;;2776;477;;327;;;12543;2.0;-2.7;6.2;-3.3;22.0;-8.4;13.5;3.3;;-8.6;;51.1;0.0;-10.5;-0.3;;6.4;32.1;;;;;2.7;69.9;63.0;50.7;53.5;42.9;86.1;77.0;93.7;;71.9;;2310.7;121.0;78.1;71.0;;56.2;94.9;;;;;70.5
115;General government;1988;9595;55;2015;3401;74;381;112;103;0;62;104;291;84;923;303;0;1462;606;0;237;;;9358;13623;86;3869;6302;170;435;139;111;;85;103;13;69;1176;427;;2571;657;;403;;;13177;5.4;50.0;7.2;2.6;19.7;-4.6;-11.6;7.2;;13.0;;35.2;9.1;25.9;-19.2;;-7.4;37.7;;;;;5.1;70.4;64.1;52.1;54.0;43.5;87.5;80.6;92.8;;73.0;;2162.1;121.0;78.5;71.0;;56.9;92.2;;;;;71.0
116;General government;1989;9762;62;2166;3312;75;461;122;112;0;81;146;356;87;902;282;0;1558;501;0;299;;;9463;13711;97;4134;5944;168;518;149;121;;107;141;18;72;1121;393;;2724;572;;496;;;13187;0.6;12.7;6.8;-5.7;-1.4;18.9;7.1;8.7;;25.8;;32.6;3.6;-4.7;-7.9;;6.0;-13.0;;;;;0.1;71.2;64.1;52.4;55.7;44.7;89.0;81.9;92.8;;75.8;;1994.1;121.0;80.5;71.8;;57.2;87.6;;;;;71.8
117;General government;1990;10657;70;2393;3570;80;444;130;122;0;84;108;392;91;938;363;0;1630;686;0;334;;;10323;14735;108;4451;6195;175;501;156;132;;105;112;22;77;1141;497;;2819;800;;545;;;14163;7.5;11.3;7.7;4.2;4.0;-3.3;4.9;8.9;;-1.2;;21.6;6.9;1.8;26.6;;3.5;39.9;;;;;7.4;72.3;65.1;53.8;57.6;45.8;88.6;83.2;92.8;;79.6;;1805.3;118.4;82.2;73.0;;57.8;85.8;;;;;72.9
118;General government;1991;11105;72;2514;3679;86;462;133;127;0;84;118;419;88;1054;325;0;1667;739;0;355;;;10750;15044;109;4559;6136;183;510;153;136;;103;121;26;74;1263;440;;2829;859;;564;;;14452;2.1;1.4;2.4;-1.0;5.0;1.8;-2.3;3.3;;-2.4;;18.9;-4.4;10.8;-11.6;;0.4;7.4;;;;;2.0;73.8;66.0;55.1;60.0;46.9;90.6;87.1;93.5;;81.6;;1623.2;119.7;83.4;73.9;;58.9;86.0;;;;;74.4
119;General government;1992;11773;84;2736;3944;75;474;127;123;0;80;144;448;84;944;347;0;1766;871;0;231;;;11542;15741;124;4804;6363;154;521;141;129;;98;152;32;70;1126;467;;2921;1063;;362;;;15315;4.6;13.9;5.4;3.7;-16.3;2.2;-7.5;-4.7;;-4.8;;25.8;-4.5;-10.9;6.2;;3.2;23.7;;;;;6.0;74.8;67.6;57.0;62.0;48.8;91.0;90.0;95.0;;81.6;;1379.9;119.7;83.9;74.3;;60.5;82.0;;;;;75.4
