ID;EigenaarBewoner;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;GemiddeldeHypotheekschuldEigenWoning_2;GemiddeldeWaardeEigenWoning_3;GemiddeldBrutoInkomen_4;GemiddeldBesteedbaarInkomen_5;HypotheekschuldWoningwaarde_6;HypotheekschuldBrutoInkomen_7;HypotheekschuldBesteedbaarInkomen_8;GeenSchuld_9;k_0Tot07_10;k_07Tot08_11;k_08Tot09_12;k_09Tot10_13;k_1OfHoger_14;GeenSchuld_15;k_0Tot2_16;k_2Tot4_17;k_4OfHoger_18;GeenSchuld_19;k_0Tot35_20;k_35Tot7_21;k_7OfHoger_22
2484;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2006;337.7;0.0;298.7;;;0.0;;;337.7;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2485;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2007;346.6;0.0;318.3;;;0.0;;;346.6;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2486;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2008;359.1;0.0;333.5;;;0.0;;;359.1;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2487;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2009;417.0;0.0;327.7;;;0.0;;;417.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2488;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2010;428.1;0.0;310.5;;;0.0;;;428.1;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2489;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2011;414.6;0.0;308.2;48.9;36.4;0.0;0.0;0.0;414.6;0.0;0.0;0.0;0.0;0.0;414.6;0.0;0.0;0.0;414.6;0.0;0.0;0.0
2490;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2012;419.5;0.0;294.7;50.6;37.8;0.0;0.0;0.0;419.5;0.0;0.0;0.0;0.0;0.0;419.5;0.0;0.0;0.0;419.5;0.0;0.0;0.0
2491;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2013;427.3;0.0;265.4;51.3;37.8;0.0;0.0;0.0;427.3;0.0;0.0;0.0;0.0;0.0;427.3;0.0;0.0;0.0;427.3;0.0;0.0;0.0
2492;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2014;447.0;0.0;264.7;54.4;40.1;0.0;0.0;0.0;447.0;0.0;0.0;0.0;0.0;0.0;447.0;0.0;0.0;0.0;447.0;0.0;0.0;0.0
2493;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2015;477.3;0.0;268.7;51.2;37.6;0.0;0.0;0.0;477.3;0.0;0.0;0.0;0.0;0.0;477.3;0.0;0.0;0.0;477.3;0.0;0.0;0.0
2494;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2016;479.0;0.0;279.3;52.8;38.5;0.0;0.0;0.0;479.0;0.0;0.0;0.0;0.0;0.0;479.0;0.0;0.0;0.0;479.0;0.0;0.0;0.0
2495;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2017;486.6;0.0;298.4;57.8;40.7;0.0;0.0;0.0;486.6;0.0;0.0;0.0;0.0;0.0;486.6;0.0;0.0;0.0;486.6;0.0;0.0;0.0
2496;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2018;491.1;0.0;319.9;55.0;39.8;0.0;0.0;0.0;491.1;0.0;0.0;0.0;0.0;0.0;491.1;0.0;0.0;0.0;491.1;0.0;0.0;0.0
2497;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2019;497.2;0.0;345.4;59.8;43.9;0.0;0.0;0.0;497.2;0.0;0.0;0.0;0.0;0.0;497.2;0.0;0.0;0.0;497.2;0.0;0.0;0.0
2498;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2020;510.5;0.0;366.4;58.0;42.5;0.0;0.0;0.0;510.5;0.0;0.0;0.0;0.0;0.0;510.5;0.0;0.0;0.0;510.5;0.0;0.0;0.0
2499;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2021;516.1;0.0;401.0;60.0;44.5;0.0;0.0;0.0;516.1;0.0;0.0;0.0;0.0;0.0;516.1;0.0;0.0;0.0;516.1;0.0;0.0;0.0
2500;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2022;519.5;0.0;483.5;62.6;46.5;0.0;0.0;0.0;519.5;0.0;0.0;0.0;0.0;0.0;519.5;0.0;0.0;0.0;519.5;0.0;0.0;0.0
2501;Eigenaar-bewoner zonder hypotheekschuld;Bron: Overdrachtsinkomen;2023;519.2;0.0;483.7;71.2;52.0;0.0;0.0;0.0;519.2;0.0;0.0;0.0;0.0;0.0;519.2;0.0;0.0;0.0;519.2;0.0;0.0;0.0
2502;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2006;334.4;0.0;299.3;;;0.0;;;334.4;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2503;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2007;343.4;0.0;318.8;;;0.0;;;343.4;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2504;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2008;356.2;0.0;334.0;;;0.0;;;356.2;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2505;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2009;413.0;0.0;328.5;;;0.0;;;413.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2506;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2010;423.7;0.0;311.4;;;0.0;;;423.7;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2507;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2011;410.9;0.0;309.1;49.1;36.5;0.0;0.0;0.0;410.9;0.0;0.0;0.0;0.0;0.0;410.9;0.0;0.0;0.0;410.9;0.0;0.0;0.0
2508;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2012;416.0;0.0;295.4;50.7;38.0;0.0;0.0;0.0;416.0;0.0;0.0;0.0;0.0;0.0;416.0;0.0;0.0;0.0;416.0;0.0;0.0;0.0
2509;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2013;423.8;0.0;266.0;51.5;37.9;0.0;0.0;0.0;423.8;0.0;0.0;0.0;0.0;0.0;423.8;0.0;0.0;0.0;423.8;0.0;0.0;0.0
2510;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2014;443.0;0.0;265.4;54.6;40.2;0.0;0.0;0.0;443.0;0.0;0.0;0.0;0.0;0.0;443.0;0.0;0.0;0.0;443.0;0.0;0.0;0.0
2511;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2015;472.9;0.0;269.5;51.4;37.8;0.0;0.0;0.0;472.9;0.0;0.0;0.0;0.0;0.0;472.9;0.0;0.0;0.0;472.9;0.0;0.0;0.0
2512;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2016;474.8;0.0;280.0;53.0;38.7;0.0;0.0;0.0;474.8;0.0;0.0;0.0;0.0;0.0;474.8;0.0;0.0;0.0;474.8;0.0;0.0;0.0
2513;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2017;482.4;0.0;299.2;58.0;40.9;0.0;0.0;0.0;482.4;0.0;0.0;0.0;0.0;0.0;482.4;0.0;0.0;0.0;482.4;0.0;0.0;0.0
2514;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2018;486.9;0.0;320.7;55.2;39.9;0.0;0.0;0.0;486.9;0.0;0.0;0.0;0.0;0.0;486.9;0.0;0.0;0.0;486.9;0.0;0.0;0.0
2515;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2019;493.1;0.0;346.3;60.1;44.1;0.0;0.0;0.0;493.1;0.0;0.0;0.0;0.0;0.0;493.1;0.0;0.0;0.0;493.1;0.0;0.0;0.0
2516;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2020;505.2;0.0;367.4;58.2;42.7;0.0;0.0;0.0;505.2;0.0;0.0;0.0;0.0;0.0;505.2;0.0;0.0;0.0;505.2;0.0;0.0;0.0
2517;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2021;511.3;0.0;401.9;60.2;44.7;0.0;0.0;0.0;511.3;0.0;0.0;0.0;0.0;0.0;511.3;0.0;0.0;0.0;511.3;0.0;0.0;0.0
2518;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2022;515.5;0.0;484.6;62.9;46.7;0.0;0.0;0.0;515.5;0.0;0.0;0.0;0.0;0.0;515.5;0.0;0.0;0.0;515.5;0.0;0.0;0.0
2519;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering inkomensverzekering;2023;515.4;0.0;484.7;71.5;52.2;0.0;0.0;0.0;515.4;0.0;0.0;0.0;0.0;0.0;515.4;0.0;0.0;0.0;515.4;0.0;0.0;0.0
2520;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2006;5.3;0.0;251.1;;;0.0;;;5.3;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2521;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2007;4.8;0.0;279.3;;;0.0;;;4.8;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2522;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2008;4.1;0.0;296.5;;;0.0;;;4.1;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2523;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2009;4.2;0.0;283.1;;;0.0;;;4.2;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2524;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2010;4.5;0.0;257.0;;;0.0;;;4.5;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2525;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2011;4.2;0.0;258.9;47.2;29.9;0.0;0.0;0.0;4.2;0.0;0.0;0.0;0.0;0.0;4.2;0.0;0.0;0.0;4.2;0.0;0.0;0.0
2526;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2012;4.1;0.0;247.1;49.2;31.3;0.0;0.0;0.0;4.1;0.0;0.0;0.0;0.0;0.0;4.1;0.0;0.0;0.0;4.1;0.0;0.0;0.0
2527;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2013;4.8;0.0;226.2;51.3;32.5;0.0;0.0;0.0;4.8;0.0;0.0;0.0;0.0;0.0;4.8;0.0;0.0;0.0;4.8;0.0;0.0;0.0
2528;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2014;5.9;0.0;224.7;51.9;32.9;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;5.9;0.0;0.0;0.0;5.9;0.0;0.0;0.0
2529;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2015;6.6;0.0;230.3;52.8;33.1;0.0;0.0;0.0;6.6;0.0;0.0;0.0;0.0;0.0;6.6;0.0;0.0;0.0;6.6;0.0;0.0;0.0
2530;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2016;5.9;0.0;243.8;55.4;34.3;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;5.9;0.0;0.0;0.0;5.9;0.0;0.0;0.0
2531;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2017;5.2;0.0;265.0;56.9;34.6;0.0;0.0;0.0;5.2;0.0;0.0;0.0;0.0;0.0;5.2;0.0;0.0;0.0;5.2;0.0;0.0;0.0
2532;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2018;4.6;0.0;289.2;57.8;35.0;0.0;0.0;0.0;4.6;0.0;0.0;0.0;0.0;0.0;4.6;0.0;0.0;0.0;4.6;0.0;0.0;0.0
2533;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2019;3.9;0.0;312.2;58.4;36.1;0.0;0.0;0.0;3.9;0.0;0.0;0.0;0.0;0.0;3.9;0.0;0.0;0.0;3.9;0.0;0.0;0.0
2534;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2020;3.5;0.0;328.2;58.0;36.5;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;3.5;0.0;0.0;0.0
2535;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2021;2.6;0.0;365.0;57.6;36.9;0.0;0.0;0.0;2.6;0.0;0.0;0.0;0.0;0.0;2.6;0.0;0.0;0.0;2.6;0.0;0.0;0.0
2536;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2022;2.2;0.0;446.3;61.5;39.2;0.0;0.0;0.0;2.2;0.0;0.0;0.0;0.0;0.0;2.2;0.0;0.0;0.0;2.2;0.0;0.0;0.0
2537;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering werkloosheid;2023;1.8;0.0;439.6;67.1;42.6;0.0;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.0;0.0;1.8;0.0;0.0;0.0
2538;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2006;18.9;0.0;258.1;;;0.0;;;18.9;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2539;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2007;17.2;0.0;278.6;;;0.0;;;17.2;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2540;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2008;16.4;0.0;291.2;;;0.0;;;16.4;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2541;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2009;19.5;0.0;285.5;;;0.0;;;19.5;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2542;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2010;18.5;0.0;265.2;;;0.0;;;18.5;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2543;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2011;14.1;0.0;257.8;45.8;30.1;0.0;0.0;0.0;14.1;0.0;0.0;0.0;0.0;0.0;14.1;0.0;0.0;0.0;14.1;0.0;0.0;0.0
2544;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2012;12.8;0.0;245.8;46.9;30.8;0.0;0.0;0.0;12.8;0.0;0.0;0.0;0.0;0.0;12.8;0.0;0.0;0.0;12.8;0.0;0.0;0.0
2545;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2013;12.3;0.0;220.9;48.7;31.6;0.0;0.0;0.0;12.3;0.0;0.0;0.0;0.0;0.0;12.3;0.0;0.0;0.0;12.3;0.0;0.0;0.0
2546;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2014;12.8;0.0;219.3;49.2;31.7;0.0;0.0;0.0;12.8;0.0;0.0;0.0;0.0;0.0;12.8;0.0;0.0;0.0;12.8;0.0;0.0;0.0
2547;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2015;14.0;0.0;220.5;49.3;31.8;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0
2548;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2016;13.5;0.0;229.4;50.3;32.3;0.0;0.0;0.0;13.5;0.0;0.0;0.0;0.0;0.0;13.5;0.0;0.0;0.0;13.5;0.0;0.0;0.0
2549;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2017;13.8;0.0;244.4;52.3;33.1;0.0;0.0;0.0;13.8;0.0;0.0;0.0;0.0;0.0;13.8;0.0;0.0;0.0;13.8;0.0;0.0;0.0
2550;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2018;14.1;0.0;261.8;53.4;33.7;0.0;0.0;0.0;14.1;0.0;0.0;0.0;0.0;0.0;14.1;0.0;0.0;0.0;14.1;0.0;0.0;0.0
2551;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2019;14.0;0.0;280.4;54.9;34.9;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0
2552;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2020;14.5;0.0;299.7;56.3;36.2;0.0;0.0;0.0;14.5;0.0;0.0;0.0;0.0;0.0;14.5;0.0;0.0;0.0;14.5;0.0;0.0;0.0
2553;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2021;13.9;0.0;327.7;56.8;37.2;0.0;0.0;0.0;13.9;0.0;0.0;0.0;0.0;0.0;13.9;0.0;0.0;0.0;13.9;0.0;0.0;0.0
2554;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2022;14.5;0.0;396.1;59.4;38.5;0.0;0.0;0.0;14.5;0.0;0.0;0.0;0.0;0.0;14.5;0.0;0.0;0.0;14.5;0.0;0.0;0.0
2555;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering arbeidsongeschiktheid;2023;14.7;0.0;399.9;66.0;42.0;0.0;0.0;0.0;14.7;0.0;0.0;0.0;0.0;0.0;14.7;0.0;0.0;0.0;14.7;0.0;0.0;0.0
2556;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2006;310.2;0.0;302.6;;;0.0;;;310.2;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2557;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2007;321.4;0.0;321.5;;;0.0;;;321.4;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2558;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2008;335.7;0.0;336.6;;;0.0;;;335.7;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2559;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2009;389.4;0.0;331.2;;;0.0;;;389.4;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2560;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2010;400.6;0.0;314.1;;;0.0;;;400.6;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2561;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2011;392.7;0.0;311.4;49.3;36.8;0.0;0.0;0.0;392.7;0.0;0.0;0.0;0.0;0.0;392.7;0.0;0.0;0.0;392.7;0.0;0.0;0.0
2562;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2012;399.1;0.0;297.5;50.9;38.3;0.0;0.0;0.0;399.1;0.0;0.0;0.0;0.0;0.0;399.1;0.0;0.0;0.0;399.1;0.0;0.0;0.0
2563;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2013;406.7;0.0;267.8;51.6;38.2;0.0;0.0;0.0;406.7;0.0;0.0;0.0;0.0;0.0;406.7;0.0;0.0;0.0;406.7;0.0;0.0;0.0
2564;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2014;424.3;0.0;267.3;54.8;40.6;0.0;0.0;0.0;424.3;0.0;0.0;0.0;0.0;0.0;424.3;0.0;0.0;0.0;424.3;0.0;0.0;0.0
2565;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2015;452.2;0.0;271.6;51.5;38.0;0.0;0.0;0.0;452.2;0.0;0.0;0.0;0.0;0.0;452.2;0.0;0.0;0.0;452.2;0.0;0.0;0.0
2566;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2016;455.5;0.0;282.0;53.1;38.9;0.0;0.0;0.0;455.5;0.0;0.0;0.0;0.0;0.0;455.5;0.0;0.0;0.0;455.5;0.0;0.0;0.0
2567;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2017;463.4;0.0;301.2;58.2;41.2;0.0;0.0;0.0;463.4;0.0;0.0;0.0;0.0;0.0;463.4;0.0;0.0;0.0;463.4;0.0;0.0;0.0
2568;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2018;468.2;0.0;322.8;55.3;40.2;0.0;0.0;0.0;468.2;0.0;0.0;0.0;0.0;0.0;468.2;0.0;0.0;0.0;468.2;0.0;0.0;0.0
2569;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2019;475.1;0.0;348.5;60.3;44.4;0.0;0.0;0.0;475.1;0.0;0.0;0.0;0.0;0.0;475.1;0.0;0.0;0.0;475.1;0.0;0.0;0.0
2570;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2020;487.2;0.0;369.7;58.3;43.0;0.0;0.0;0.0;487.2;0.0;0.0;0.0;0.0;0.0;487.2;0.0;0.0;0.0;487.2;0.0;0.0;0.0
2571;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2021;494.7;0.0;404.2;60.4;45.0;0.0;0.0;0.0;494.7;0.0;0.0;0.0;0.0;0.0;494.7;0.0;0.0;0.0;494.7;0.0;0.0;0.0
2572;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2022;498.7;0.0;487.4;63.0;46.9;0.0;0.0;0.0;498.7;0.0;0.0;0.0;0.0;0.0;498.7;0.0;0.0;0.0;498.7;0.0;0.0;0.0
2573;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering pensioen;2023;498.9;0.0;487.3;71.6;52.5;0.0;0.0;0.0;498.9;0.0;0.0;0.0;0.0;0.0;498.9;0.0;0.0;0.0;498.9;0.0;0.0;0.0
2574;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2006;3.1;0.0;246.9;;;0.0;;;3.1;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2575;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2007;3.0;0.0;267.7;;;0.0;;;3.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2576;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2008;2.7;0.0;278.9;;;0.0;;;2.7;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2577;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2009;3.3;0.0;253.3;;;0.0;;;3.3;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2578;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2010;3.8;0.0;228.4;;;0.0;;;3.8;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2579;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2011;3.4;0.0;217.4;28.9;21.8;0.0;0.0;0.0;3.4;0.0;0.0;0.0;0.0;0.0;3.4;0.0;0.0;0.0;3.4;0.0;0.0;0.0
2580;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2012;3.1;0.0;211.4;29.3;22.4;0.0;0.0;0.0;3.1;0.0;0.0;0.0;0.0;0.0;3.1;0.0;0.0;0.0;3.1;0.0;0.0;0.0
2581;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2013;3.2;0.0;186.9;29.6;21.6;0.0;0.0;0.0;3.2;0.0;0.0;0.0;0.0;0.0;3.2;0.0;0.0;0.0;3.2;0.0;0.0;0.0
2582;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2014;3.7;0.0;184.6;29.6;22.6;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0;3.7;0.0;0.0;0.0;3.7;0.0;0.0;0.0
2583;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2015;4.1;0.0;183.0;28.8;22.2;0.0;0.0;0.0;4.1;0.0;0.0;0.0;0.0;0.0;4.1;0.0;0.0;0.0;4.1;0.0;0.0;0.0
2584;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2016;3.9;0.0;192.6;29.1;22.3;0.0;0.0;0.0;3.9;0.0;0.0;0.0;0.0;0.0;3.9;0.0;0.0;0.0;3.9;0.0;0.0;0.0
2585;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2017;4.0;0.0;202.9;29.5;22.5;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
2586;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2018;3.9;0.0;218.4;29.2;22.3;0.0;0.0;0.0;3.9;0.0;0.0;0.0;0.0;0.0;3.9;0.0;0.0;0.0;3.9;0.0;0.0;0.0
2587;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2019;3.9;0.0;235.3;30.2;23.1;0.0;0.0;0.0;3.9;0.0;0.0;0.0;0.0;0.0;3.9;0.0;0.0;0.0;3.9;0.0;0.0;0.0
2588;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2020;5.0;0.0;270.6;29.7;23.3;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
2589;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2021;4.4;0.0;290.0;30.7;24.3;0.0;0.0;0.0;4.4;0.0;0.0;0.0;0.0;0.0;4.4;0.0;0.0;0.0;4.4;0.0;0.0;0.0
2590;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2022;4.0;0.0;341.4;31.9;25.2;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
2591;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering sociale voorziening;2023;3.6;0.0;345.4;35.3;27.7;0.0;0.0;0.0;3.6;0.0;0.0;0.0;0.0;0.0;3.6;0.0;0.0;0.0;3.6;0.0;0.0;0.0
2592;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering bijstand;2006;0.6;0.0;183.2;;;0.0;;;0.6;0.0;0.0;0.0;0.0;0.0;;;;;;;;
2593;Eigenaar-bewoner zonder hypotheekschuld;Bron: Uitkering bijstand;2007;0.6;0.0;194.8;;;0.0;;;0.6;0.0;0.0;0.0;0.0;0.0;;;;;;;;
