ID;BestemmingVoorInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
1073;Totaal overige posten;2016;-244;-5483;5239;-200.0;-5370.0;5170.0;-45.2;-4.6;-1.7;122.0;102.1;101.3
1074;Totaal overige posten;2017;28;-5528;5556;17.0;-5344.0;5405.0;-108.6;-0.5;4.5;162.7;103.5;102.8
1075;Totaal overige posten;2018;138;-5837;5975;110.0;-5518.0;5727.0;539.3;3.3;6.0;125.4;105.8;104.3
1076;Totaal overige posten;2019;411;-5487;5898;325.0;-5056.0;5518.0;195.7;-8.4;-3.6;126.3;108.5;106.9
1077;Totaal overige posten;2020;819;-4807;5626;634.0;-4301.0;5116.0;94.9;-14.9;-7.3;129.2;111.8;110.0
1078;Totaal overige posten;2021;586;-6238;6824;392.0;-5457.0;6006.0;-38.2;26.9;17.4;149.6;114.3;113.6
1079;Totaal overige posten;2022;-2044;-13659;11615;383.0;-5638.0;6177.0;-2.2;3.3;2.9;-533.6;242.2;188.0
1080;Cif/fob-correctie en herclassificatie;2015;-5903;-5903;0;-5903.0;-5903.0;0.0;;;;100.0;100.0;
1081;Cif/fob-correctie en herclassificatie;2016;-5791;-5791;0;-5683.0;-5683.0;;-3.7;-3.7;;101.9;101.9;
1082;Cif/fob-correctie en herclassificatie;2017;-5863;-5863;0;-5674.0;-5674.0;;-0.2;-0.2;;103.3;103.3;
1083;Cif/fob-correctie en herclassificatie;2018;-6204;-6204;0;-5887.0;-5887.0;;3.8;3.8;;105.4;105.4;
1084;Cif/fob-correctie en herclassificatie;2019;-5876;-5876;0;-5439.0;-5439.0;;-7.6;-7.6;;108.0;108.0;
1085;Cif/fob-correctie en herclassificatie;2020;-5189;-5189;0;-4672.0;-4672.0;;-14.1;-14.1;;111.1;111.1;
1086;Cif/fob-correctie en herclassificatie;2021;-6662;-6662;0;-5874.0;-5874.0;;25.7;25.7;;113.4;113.4;
1087;Cif/fob-correctie en herclassificatie;2022;-14135;-14135;0;-6075.0;-6075.0;;3.4;3.4;;232.7;232.7;
1088;Cif/fob-herclassificatie;2015;3599;0;3599;3599.0;0.0;3599.0;;;;100.0;;100.0
1089;Cif/fob-herclassificatie;2016;3489;0;3489;3424.0;;3424.0;-4.9;;-4.9;101.9;;101.9
1090;Cif/fob-herclassificatie;2017;3605;0;3605;3489.0;;3489.0;1.9;;1.9;103.3;;103.3
1091;Cif/fob-herclassificatie;2018;3846;0;3846;3649.0;;3649.0;4.6;;4.6;105.4;;105.4
1092;Cif/fob-herclassificatie;2019;3609;0;3609;3341.0;;3341.0;-8.5;;-8.5;108.0;;108.0
1093;Cif/fob-herclassificatie;2020;3140;0;3140;2827.0;;2827.0;-15.4;;-15.4;111.1;;111.1
1094;Cif/fob-herclassificatie;2021;4062;0;4062;3582.0;;3582.0;26.7;;26.7;113.4;;113.4
1095;Cif/fob-herclassificatie;2022;8528;0;8528;3695.0;;3695.0;3.2;;3.2;230.8;;230.8
1096;Handels- en vervoersmarges;2015;1663;0;1663;1663.0;0.0;1663.0;;;;100.0;;100.0
1097;Handels- en vervoersmarges;2016;1750;0;1750;1746.0;;1746.0;5.0;;5.0;100.2;;100.2
1098;Handels- en vervoersmarges;2017;1951;0;1951;1918.0;;1918.0;9.8;;9.8;101.7;;101.7
1099;Handels- en vervoersmarges;2018;2129;0;2129;2080.0;;2080.0;8.5;;8.5;102.4;;102.4
1100;Handels- en vervoersmarges;2019;2289;0;2289;2184.0;;2184.0;5.0;;5.0;104.8;;104.8
1101;Handels- en vervoersmarges;2020;2486;0;2486;2304.0;;2304.0;5.5;;5.5;107.9;;107.9
1102;Handels- en vervoersmarges;2021;2762;0;2762;2434.0;;2434.0;5.7;;5.7;113.5;;113.5
1103;Handels- en vervoersmarges;2022;3087;0;3087;2493.0;;2493.0;2.4;;2.4;123.8;;123.8
1104;Goederen en diensten n.e.g.;2015;276;276;0;276.0;276.0;0.0;;;;100.0;100.0;
1105;Goederen en diensten n.e.g.;2016;308;308;0;313.0;313.0;;13.4;13.4;;98.4;98.4;
1106;Goederen en diensten n.e.g.;2017;335;335;0;331.0;331.0;;5.8;5.8;;101.1;101.1;
1107;Goederen en diensten n.e.g.;2018;367;367;0;371.0;371.0;;11.9;11.9;;99.0;99.0;
1108;Goederen en diensten n.e.g.;2019;389;389;0;387.0;387.0;;4.4;4.4;;100.5;100.5;
1109;Goederen en diensten n.e.g.;2020;382;382;0;378.0;378.0;;-2.3;-2.3;;101.0;101.0;
1110;Goederen en diensten n.e.g.;2021;424;424;0;421.0;421.0;;11.3;11.3;;100.8;100.8;
1111;Goederen en diensten n.e.g.;2022;476;476;0;440.0;440.0;;4.7;4.7;;108.1;108.1;
1112;Totaal invoer;2015;518594;352926;165668;518594.0;352926.0;165668.0;;;;100.0;100.0;100.0
1113;Totaal invoer;2016;491044;355196;135848;508340.0;372076.0;136264.0;-2.0;5.4;-17.7;96.6;95.5;99.7
1114;Totaal invoer;2017;536163;388826;147337;539806.0;393308.0;146421.0;6.2;5.7;7.5;99.3;98.9;100.6
1115;Totaal invoer;2018;573832;413310;160522;565302.0;408894.0;156275.0;4.7;4.0;6.7;101.5;101.1;102.7
1116;Totaal invoer;2019;591359;430183;161176;583579.0;430123.0;153447.0;3.2;5.2;-1.8;101.3;100.0;105.0
1117;Totaal invoer;2020;543204;397478;145726;555830.0;419414.0;136873.0;-4.8;-2.5;-10.8;97.7;94.8;106.5
1118;Totaal invoer;2021;634231;488335;145896;590029.0;459071.0;132965.0;6.2;9.5;-2.9;107.5;106.4;109.7
1119;Totaal invoer;2022;795208;621332;173876;612704.0;467532.0;146976.0;3.8;1.8;10.5;129.8;132.9;118.3
