ID;Energiedragers;Sectoren;Perioden;TotaalAanbod_1;Winning_2;EnergieAanvoer_3;EnergieAflevering_4;Voorraadmutatie_5;StatistischeVerschillen_6;TotaalVerbruik_7;SaldoInzetProductieEnergie_8;SaldoElektriciteitWKKOmzetting_9;SaldoAndereOmzetting_10;TotaalInzetEnergieVoorOmzetting_11;InzetElektriciteitWKKOmzetting_12;InzetAndereOmzetting_13;TotaalProductieEnergieUitOmzetting_14;ProductieElektriciteitWKKOmzetting_15;ProductieAndereOmzetting_16;EigenVerbruik_17;VerliezenBijDistributie_18;FinaalEnergieverbruik_19;NietEnergetischGebruik_20
3591;Totaal energiedragers;Waarvan overige landbouw;2011;;;;;;;;;;;;;;;;;;;;
3592;Totaal energiedragers;Waarvan overige landbouw;2012;;;;;;;;;;;;;;;;;;;;
3593;Totaal energiedragers;Waarvan overige landbouw;2013;;;;;;;;;;;;;;;;;;;;
3594;Totaal energiedragers;Waarvan overige landbouw;2014;;;;;;;;;;;;;;;;;;;;
3595;Totaal energiedragers;Waarvan overige landbouw;2015;;;;;;;;;;;;;;;;;;;;
3596;Totaal energiedragers;Waarvan overige landbouw;2016;;;;;;;;;;;;;;;;;;;;
3597;Totaal energiedragers;Waarvan overige landbouw;2017;;;;;;;;;;;;;;;;;;;;
3598;Totaal energiedragers;Waarvan overige landbouw;2018;;;;;;;;;;;;;;;;;;;;
3599;Totaal energiedragers;Waarvan overige landbouw;2019;;;;;;;;;;;;;;;;;;;;
3600;Totaal energiedragers;Waarvan overige landbouw;2020;;;;;;;;;;;;;;;;;;;;
3601;Totaal energiedragers;Waarvan overige landbouw;2021;;;;;;;;;;;;;;;;;;;;
3602;Totaal energiedragers;Waarvan overige landbouw;2022;;;;;;;;;;;;;;;;;;;;
3603;Totaal energiedragers;Waarvan overige landbouw;2023;;;;;;;;;;;;;;;;;;;;
3604;Totaal energiedragers;02 Bosbouw;1990;;;;;;;;;;;;;;;;;;;;
3605;Totaal energiedragers;02 Bosbouw;1991;;;;;;;;;;;;;;;;;;;;
3606;Totaal energiedragers;02 Bosbouw;1992;;;;;;;;;;;;;;;;;;;;
3607;Totaal energiedragers;02 Bosbouw;1993;;;;;;;;;;;;;;;;;;;;
3608;Totaal energiedragers;02 Bosbouw;1994;;;;;;;;;;;;;;;;;;;;
3609;Totaal energiedragers;02 Bosbouw;1995;;;;;;;;;;;;;;;;;;;;
3610;Totaal energiedragers;02 Bosbouw;1996;;;;;;;;;;;;;;;;;;;;
3611;Totaal energiedragers;02 Bosbouw;1997;;;;;;;;;;;;;;;;;;;;
3612;Totaal energiedragers;02 Bosbouw;1998;;;;;;;;;;;;;;;;;;;;
3613;Totaal energiedragers;02 Bosbouw;1999;;;;;;;;;;;;;;;;;;;;
3614;Totaal energiedragers;02 Bosbouw;2000;;;;;;;;;;;;;;;;;;;;
3615;Totaal energiedragers;02 Bosbouw;2001;;;;;;;;;;;;;;;;;;;;
3616;Totaal energiedragers;02 Bosbouw;2002;;;;;;;;;;;;;;;;;;;;
3617;Totaal energiedragers;02 Bosbouw;2003;;;;;;;;;;;;;;;;;;;;
3618;Totaal energiedragers;02 Bosbouw;2004;;;;;;;;;;;;;;;;;;;;
3619;Totaal energiedragers;02 Bosbouw;2005;;;;;;;;;;;;;;;;;;;;
3620;Totaal energiedragers;02 Bosbouw;2006;;;;;;;;;;;;;;;;;;;;
3621;Totaal energiedragers;02 Bosbouw;2007;;;;;;;;;;;;;;;;;;;;
3622;Totaal energiedragers;02 Bosbouw;2008;;;;;;;;;;;;;;;;;;;;
3623;Totaal energiedragers;02 Bosbouw;2009;;;;;;;;;;;;;;;;;;;;
3624;Totaal energiedragers;02 Bosbouw;2010;;;;;;;;;;;;;;;;;;;;
3625;Totaal energiedragers;02 Bosbouw;2011;;;;;;;;;;;;;;;;;;;;
3626;Totaal energiedragers;02 Bosbouw;2012;;;;;;;;;;;;;;;;;;;;
3627;Totaal energiedragers;02 Bosbouw;2013;;;;;;;;;;;;;;;;;;;;
3628;Totaal energiedragers;02 Bosbouw;2014;;;;;;;;;;;;;;;;;;;;
3629;Totaal energiedragers;02 Bosbouw;2015;;;;;;;;;;;;;;;;;;;;
3630;Totaal energiedragers;02 Bosbouw;2016;;;;;;;;;;;;;;;;;;;;
3631;Totaal energiedragers;02 Bosbouw;2017;;;;;;;;;;;;;;;;;;;;
3632;Totaal energiedragers;02 Bosbouw;2018;;;;;;;;;;;;;;;;;;;;
3633;Totaal energiedragers;02 Bosbouw;2019;;;;;;;;;;;;;;;;;;;;
3634;Totaal energiedragers;02 Bosbouw;2020;;;;;;;;;;;;;;;;;;;;
3635;Totaal energiedragers;02 Bosbouw;2021;;;;;;;;;;;;;;;;;;;;
3636;Totaal energiedragers;02 Bosbouw;2022;;;;;;;;;;;;;;;;;;;;
3637;Totaal energiedragers;02 Bosbouw;2023;;;;;;;;;;;;;;;;;;;;
3638;Totaal energiedragers;03 Visserij;1990;15.9;;15.9;;;;15.9;;;;;;;;;;;;15.9;
3639;Totaal energiedragers;03 Visserij;1991;15.5;;15.5;;;;15.5;;;;;;;;;;;;15.5;
3640;Totaal energiedragers;03 Visserij;1992;15.0;;15.0;;;;15.0;;;;;;;;;;;;15.0;
3641;Totaal energiedragers;03 Visserij;1993;15.1;;15.1;;;;15.1;;;;;;;;;;;;15.1;
3642;Totaal energiedragers;03 Visserij;1994;15.6;;15.6;;;;15.6;;;;;;;;;;;;15.6;
3643;Totaal energiedragers;03 Visserij;1995;17.7;;17.7;;;;17.7;;;;;;;;;;;;17.7;
3644;Totaal energiedragers;03 Visserij;1996;17.1;;17.1;;;;17.1;;;;;;;;;;;;17.1;
3645;Totaal energiedragers;03 Visserij;1997;17.7;;17.7;;;;17.7;;;;;;;;;;;;17.7;
3646;Totaal energiedragers;03 Visserij;1998;17.7;;17.7;;;;17.7;;;;;;;;;;;;17.7;
3647;Totaal energiedragers;03 Visserij;1999;18.2;;18.2;;;;18.2;;;;;;;;;;;;18.2;
3648;Totaal energiedragers;03 Visserij;2000;17.6;;17.6;;;;17.6;;;;;;;;;;;;17.6;
3649;Totaal energiedragers;03 Visserij;2001;17.4;;17.4;;;;17.4;;;;;;;;;;;;17.4;
3650;Totaal energiedragers;03 Visserij;2002;14.5;;14.5;;;;14.5;;;;;;;;;;;;14.5;
3651;Totaal energiedragers;03 Visserij;2003;13.2;;13.2;;;;13.2;;;;;;;;;;;;13.2;
3652;Totaal energiedragers;03 Visserij;2004;12.5;;12.5;;;;12.5;;;;;;;;;;;;12.5;
3653;Totaal energiedragers;03 Visserij;2005;12.3;;12.3;;;;12.3;;;;;;;;;;;;12.3;
3654;Totaal energiedragers;03 Visserij;2006;11.6;;11.6;;;;11.6;;;;;;;;;;;;11.6;
3655;Totaal energiedragers;03 Visserij;2007;10.1;;10.1;;;;10.1;;;;;;;;;;;;10.1;
3656;Totaal energiedragers;03 Visserij;2008;9.3;;9.3;;;;9.3;;;;;;;;;;;;9.3;
3657;Totaal energiedragers;03 Visserij;2009;8.8;;8.8;;;;8.8;;;;;;;;;;;;8.8;
3658;Totaal energiedragers;03 Visserij;2010;9.2;;9.2;;;;9.2;;;;;;;;;;;;9.2;
3659;Totaal energiedragers;03 Visserij;2011;8.5;;8.5;;;;8.5;;;;;;;;;;;;8.5;
3660;Totaal energiedragers;03 Visserij;2012;7.5;;7.5;;;;7.5;;;;;;;;;;;;7.5;
3661;Totaal energiedragers;03 Visserij;2013;8.3;;8.3;;;;8.3;;;;;;;;;;;;8.3;
3662;Totaal energiedragers;03 Visserij;2014;8.3;;8.3;;;;8.3;;;;;;;;;;;;8.3;
3663;Totaal energiedragers;03 Visserij;2015;7.8;;7.8;;;;7.8;;;;;;;;;;;;7.8;
3664;Totaal energiedragers;03 Visserij;2016;6.8;;6.8;;;;6.8;;;;;;;;;;;;6.8;
3665;Totaal energiedragers;03 Visserij;2017;5.7;;5.7;;;;5.7;;;;;;;;;;;;5.7;
3666;Totaal energiedragers;03 Visserij;2018;5.5;;5.5;;;;5.5;;;;;;;;;;;;5.5;
3667;Totaal energiedragers;03 Visserij;2019;6.1;;6.1;;;;6.1;;;;;;;;;;;;6.1;
3668;Totaal energiedragers;03 Visserij;2020;6.8;;6.8;;;;6.8;;;;;;;;;;;;6.8;
3669;Totaal energiedragers;03 Visserij;2021;5.8;;5.8;;;;5.8;;;;;;;;;;;;5.8;
3670;Totaal energiedragers;03 Visserij;2022;4.5;;4.5;;;;4.5;;;;;;;;;;;;4.5;
3671;Totaal energiedragers;03 Visserij;2023;4.6;;4.6;;;;4.6;;;;;;;;;;;;4.6;
3672;Totaal energiedragers;Overige afnemers onbekend;1990;5.2;;5.2;;;;5.2;;;;;;;;;;;;5.2;
3673;Totaal energiedragers;Overige afnemers onbekend;1991;5.3;;5.3;;;;5.3;;;;;;;;;;;;5.3;
3674;Totaal energiedragers;Overige afnemers onbekend;1992;5.1;;5.1;;;;5.1;;;;;;;;;;;;5.1;
3675;Totaal energiedragers;Overige afnemers onbekend;1993;5.1;;5.1;;;;5.1;;;;;;;;;;;;5.1;
3676;Totaal energiedragers;Overige afnemers onbekend;1994;4.7;;4.7;;;;4.7;;;;;;;;;;;;4.7;
3677;Totaal energiedragers;Overige afnemers onbekend;1995;4.9;;6.1;1.2;;;4.9;;;;;;;;;;;;4.9;
3678;Totaal energiedragers;Overige afnemers onbekend;1996;4.9;;6.6;1.7;;;4.9;;;;;;;;;;;;4.9;
3679;Totaal energiedragers;Overige afnemers onbekend;1997;3.9;;4.3;0.4;;;3.9;;;;;;;;;;;;3.9;
3680;Totaal energiedragers;Overige afnemers onbekend;1998;3.7;;4.0;0.3;;;3.7;;;;;;;;;;;;3.7;
3681;Totaal energiedragers;Overige afnemers onbekend;1999;4.4;;4.5;0.1;;;4.4;;;;;;;;;;;;4.4;
3682;Totaal energiedragers;Overige afnemers onbekend;2000;4.2;;4.8;0.6;;;4.2;;;;;;;;;;;;4.2;
3683;Totaal energiedragers;Overige afnemers onbekend;2001;3.9;;5.1;1.1;;;3.9;;;;;;;;;;;;3.9;
3684;Totaal energiedragers;Overige afnemers onbekend;2002;4.0;;4.8;0.8;;;4.0;;;;;;;;;;;;4.0;
3685;Totaal energiedragers;Overige afnemers onbekend;2003;3.9;;4.7;0.8;;;3.9;;;;;;;;;;;;3.9;
3686;Totaal energiedragers;Overige afnemers onbekend;2004;3.4;;4.0;0.6;;;3.4;;;;;;;;;;;;3.4;
3687;Totaal energiedragers;Overige afnemers onbekend;2005;3.5;;3.8;0.3;;;3.5;;;;;;;;;;;;3.5;
3688;Totaal energiedragers;Overige afnemers onbekend;2006;3.2;;3.9;0.7;;;3.2;;;;;;;;;;;;3.2;
3689;Totaal energiedragers;Overige afnemers onbekend;2007;6.9;;7.4;0.5;;;6.9;;;;;;;;;;;;3.1;3.8
3690;Totaal energiedragers;Overige afnemers onbekend;2008;4.2;;4.7;0.5;;;4.2;;;;;;;;;;;;3.1;1.1
3691;Totaal energiedragers;Overige afnemers onbekend;2009;25.2;;26.0;0.8;;;25.2;;;;;;;;;;;;3.2;22.0
3692;Totaal energiedragers;Overige afnemers onbekend;2010;42.1;;45.7;3.6;0.0;;42.1;0.0;0.0;;0.1;0.1;;0.1;0.1;;0.0;;4.8;37.2
3693;Totaal energiedragers;Overige afnemers onbekend;2011;40.5;;42.5;2.1;0.0;;40.5;0.0;0.0;;0.1;0.1;;0.1;0.1;;0.0;;4.0;36.5
3694;Totaal energiedragers;Overige afnemers onbekend;2012;35.6;;37.2;1.5;0.0;;35.6;0.0;0.0;;0.1;0.1;;0.1;0.1;;;;3.3;32.3
3695;Totaal energiedragers;Overige afnemers onbekend;2013;14.7;;16.5;1.8;0.0;;14.7;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;3.7;11.0
3696;Totaal energiedragers;Overige afnemers onbekend;2014;19.0;;20.5;1.5;0.0;;19.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;;3.8;15.2
3697;Totaal energiedragers;Overige afnemers onbekend;2015;3.4;;5.1;1.7;0.0;;3.4;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;3.4;
3698;Totaal energiedragers;Overige afnemers onbekend;2016;3.4;;5.2;1.8;0.0;;3.4;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;;3.4;
3699;Totaal energiedragers;Overige afnemers onbekend;2017;8.6;;107.5;98.9;0.0;;8.6;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;3.2;5.4
3700;Totaal energiedragers;Overige afnemers onbekend;2018;3.1;6.4;4.9;8.2;0.0;;3.1;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;3.1;
3701;Totaal energiedragers;Overige afnemers onbekend;2019;3.2;1.6;9.4;7.8;;;3.2;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;3.2;
3702;Totaal energiedragers;Overige afnemers onbekend;2020;3.1;3.2;5.3;5.3;;;3.1;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;3.1;
3703;Totaal energiedragers;Overige afnemers onbekend;2021;17.2;;18.8;1.6;;;17.2;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;3.4;13.9
3704;Totaal energiedragers;Overige afnemers onbekend;2022;3.9;15.6;6.4;18.1;;;3.9;;;;0.0;0.0;;;;;;;3.9;
3705;Totaal energiedragers;Overige afnemers onbekend;2023;4.1;;6.2;2.1;;;4.1;;;;0.0;0.0;;;;;;;4.0;0.0
3706;Totaal energiedragers;Sector tbv statistisch verschil;1990;-38.0;;;;;-38.0;;;;;;;;;;;;;;
3707;Totaal energiedragers;Sector tbv statistisch verschil;1991;-35.5;;;;;-35.5;;;;;;;;;;;;;;
3708;Totaal energiedragers;Sector tbv statistisch verschil;1992;-40.0;;;;;-40.0;;;;;;;;;;;;;;
3709;Totaal energiedragers;Sector tbv statistisch verschil;1993;-42.1;;;;;-42.1;;;;;;;;;;;;;;
3710;Totaal energiedragers;Sector tbv statistisch verschil;1994;-35.9;;;;;-35.9;;;;;;;;;;;;;;
3711;Totaal energiedragers;Sector tbv statistisch verschil;1995;-22.5;;;;;-22.5;;;;;;;;;;;;;;
3712;Totaal energiedragers;Sector tbv statistisch verschil;1996;-32.7;;;;;-32.7;;;;;;;;;;;;;;
3713;Totaal energiedragers;Sector tbv statistisch verschil;1997;-24.9;;;;;-24.9;;;;;;;;;;;;;;
3714;Totaal energiedragers;Sector tbv statistisch verschil;1998;-15.2;;;;;-15.2;;;;;;;;;;;;;;
3715;Totaal energiedragers;Sector tbv statistisch verschil;1999;-28.5;;;;;-28.5;;;;;;;;;;;;;;
3716;Totaal energiedragers;Sector tbv statistisch verschil;2000;-11.6;;;;;-11.6;;;;;;;;;;;;;;
3717;Totaal energiedragers;Sector tbv statistisch verschil;2001;-1.3;;;;;-1.3;;;;;;;;;;;;;;
3718;Totaal energiedragers;Sector tbv statistisch verschil;2002;15.4;;;;;15.4;;;;;;;;;;;;;;
3719;Totaal energiedragers;Sector tbv statistisch verschil;2003;7.1;;;;;7.1;;;;;;;;;;;;;;
3720;Totaal energiedragers;Sector tbv statistisch verschil;2004;4.8;;;;;4.8;;;;;;;;;;;;;;
3721;Totaal energiedragers;Sector tbv statistisch verschil;2005;-14.5;;;;;-14.5;;;;;;;;;;;;;;
3722;Totaal energiedragers;Sector tbv statistisch verschil;2006;3.1;;;;;3.1;;;;;;;;;;;;;;
3723;Totaal energiedragers;Sector tbv statistisch verschil;2007;-2.2;;;;;-2.2;;;;;;;;;;;;;;
3724;Totaal energiedragers;Sector tbv statistisch verschil;2008;-4.0;;;;;-4.0;;;;;;;;;;;;;;
3725;Totaal energiedragers;Sector tbv statistisch verschil;2009;-12.1;;;;;-12.1;;;;;;;;;;;;;;
3726;Totaal energiedragers;Sector tbv statistisch verschil;2010;-12.4;;;;;-12.4;;;;;;;;;;;;;;
3727;Totaal energiedragers;Sector tbv statistisch verschil;2011;-13.1;;;;;-13.1;;;;;;;;;;;;;;
3728;Totaal energiedragers;Sector tbv statistisch verschil;2012;-8.6;;;;;-8.6;;;;;;;;;;;;;;
3729;Totaal energiedragers;Sector tbv statistisch verschil;2013;-19.5;;;;;-19.5;;;;;;;;;;;;;;
3730;Totaal energiedragers;Sector tbv statistisch verschil;2014;-19.7;;;;;-19.7;;;;;;;;;;;;;;
3731;Totaal energiedragers;Sector tbv statistisch verschil;2015;-18.9;;;;;-18.9;;;;;;;;;;;;;;
3732;Totaal energiedragers;Sector tbv statistisch verschil;2016;-9.0;;;;;-9.0;;;;;;;;;;;;;;
3733;Totaal energiedragers;Sector tbv statistisch verschil;2017;-2.8;;;;;-2.8;;;;;;;;;;;;;;
3734;Totaal energiedragers;Sector tbv statistisch verschil;2018;4.2;;;;;4.2;;;;;;;;;;;;;;
3735;Totaal energiedragers;Sector tbv statistisch verschil;2019;4.2;;;;;4.2;;;;;;;;;;;;;;
3736;Totaal energiedragers;Sector tbv statistisch verschil;2020;20.0;;;;;20.0;;;;;;;;;;;;;;
3737;Totaal energiedragers;Sector tbv statistisch verschil;2021;10.2;;;;;10.2;;;;;;;;;;;;;;
3738;Totaal energiedragers;Sector tbv statistisch verschil;2022;-16.7;;;;;-16.7;;;;;;;;;;;;;;
3739;Totaal energiedragers;Sector tbv statistisch verschil;2023;-3.1;;;;;-3.1;;;;;;;;;;;;;;
3740;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1990;366.9;;496.2;131.4;2.0;;366.9;303.2;256.5;46.7;436.5;256.5;180.1;133.3;;133.3;21.1;;31.5;11.1
3741;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1991;335.6;;461.4;125.7;-0.1;;335.6;277.3;234.0;43.3;418.1;234.0;184.1;140.9;;140.9;23.3;;25.3;9.8
3742;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1992;335.3;;461.0;125.5;-0.2;;335.3;284.6;239.5;45.1;426.5;239.5;187.0;141.9;;141.9;23.9;;16.8;9.9
3743;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1993;336.6;;475.9;142.1;2.8;;336.6;284.9;236.2;48.7;429.5;236.2;193.3;144.6;;144.6;24.5;;17.5;9.7
3744;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1994;367.2;;508.6;139.1;-2.3;;367.2;319.4;259.4;60.0;463.7;259.4;204.3;144.3;;144.3;23.7;;14.5;9.5
3745;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1995;373.6;;522.1;145.6;-2.9;;373.6;320.3;268.5;51.8;465.1;268.5;196.6;144.8;;144.8;24.3;;18.8;10.2
3746;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1996;361.1;;497.2;138.9;2.8;;361.1;309.1;255.6;53.5;454.4;255.6;198.9;145.3;;145.3;23.8;;17.3;10.9
3747;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1997;351.7;;504.9;143.3;-9.9;;351.7;299.7;242.6;57.1;444.4;242.6;201.8;144.8;;144.8;22.2;;19.6;10.2
3748;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1998;357.9;;505.0;143.2;-3.9;;357.9;310.8;254.3;56.5;451.9;254.3;197.6;141.1;;141.1;21.7;;16.8;8.7
3749;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;1999;312.3;;434.0;130.1;8.4;;312.3;272.7;215.2;57.5;393.8;215.2;178.5;121.1;;121.1;18.1;;15.6;5.9
3750;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2000;325.2;;443.1;119.8;1.9;;325.2;288.6;234.5;54.1;400.9;234.5;166.4;112.3;;112.3;17.6;;14.2;4.9
3751;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2001;346.2;;479.2;131.8;-1.2;;346.2;309.1;251.0;58.1;426.6;251.0;175.6;117.6;;117.6;18.7;;13.9;4.4
3752;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2002;348.0;;469.3;122.4;1.1;;348.0;310.4;252.5;57.8;424.2;252.5;171.7;113.8;;113.8;18.2;;15.0;4.4
3753;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2003;359.3;;478.6;123.3;4.0;;359.3;321.5;258.8;62.7;439.5;258.8;180.6;118.0;;118.0;18.6;;14.6;4.7
3754;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2004;354.6;;478.9;120.6;-3.6;;354.6;315.5;251.1;64.5;437.7;251.1;186.6;122.2;;122.2;19.6;;14.8;4.6
3755;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2005;338.6;;465.4;122.4;-4.3;;338.6;299.9;236.4;63.6;422.9;236.4;186.5;122.9;;122.9;19.1;;14.9;4.7
3756;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2006;323.9;;437.7;118.1;4.3;;323.9;284.7;228.5;56.2;400.7;228.5;172.2;116.0;;116.0;18.7;;15.9;4.6
3757;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2007;351.8;;481.7;127.6;-2.3;;351.8;310.0;244.7;65.2;433.1;244.7;188.4;123.2;;123.2;19.4;;17.4;5.1
3758;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2008;333.5;;451.2;120.5;2.7;;333.5;291.4;231.4;60.0;411.5;231.4;180.1;120.1;;120.1;20.0;;16.7;5.3
3759;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2009;312.4;;398.7;92.9;6.6;0.0;312.4;278.3;229.1;49.2;372.0;229.1;142.9;93.7;;93.7;16.1;;13.9;4.2
3760;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2010;315.5;;430.0;110.1;-4.4;;315.5;276.5;223.5;53.0;390.9;223.5;167.4;114.4;;114.4;18.4;;16.5;4.0
3761;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2011;311.4;;422.5;108.3;-2.8;;311.4;272.6;211.2;61.4;387.5;211.2;176.3;114.9;;114.9;18.4;;16.1;4.3
3762;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2012;341.1;;442.7;105.2;3.6;;341.1;304.6;240.5;64.1;415.0;240.5;174.4;110.4;;110.4;17.7;;14.9;4.0
3763;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2013;342.9;;448.4;113.8;8.1;0.0;342.8;307.5;248.3;59.2;418.9;248.3;170.6;111.4;;111.4;17.5;;14.3;3.6
3764;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2014;378.8;;504.8;116.3;-9.8;0.0;378.8;345.4;283.4;62.0;458.8;283.4;175.4;113.4;;113.4;17.4;;14.2;1.7
3765;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2015;464.3;;550.4;102.1;16.0;;464.3;427.8;364.7;63.1;542.2;364.7;177.5;114.4;;114.4;17.6;;15.3;3.6
3766;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2016;430.2;;526.6;98.2;1.9;;430.2;392.0;330.8;61.2;504.2;330.8;173.5;112.2;;112.2;17.7;;17.3;3.2
3767;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2017;385.7;;487.6;98.8;-3.1;;385.7;346.4;283.8;62.6;458.3;283.8;174.5;111.9;;111.9;17.3;;18.9;3.1
3768;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2018;345.9;;443.7;98.4;0.6;;345.9;306.1;247.5;58.6;418.6;247.5;171.0;112.4;;112.4;19.3;;17.2;3.3
3769;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2019;268.9;;370.5;95.8;-5.8;;268.9;232.4;171.7;60.6;341.6;171.7;169.8;109.2;;109.2;18.8;;14.7;3.0
3770;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2020;172.0;;251.9;93.8;13.9;;172.0;139.7;88.3;51.4;242.9;88.3;154.6;103.2;;103.2;16.2;;13.3;2.8
3771;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2021;234.4;;398.1;164.7;1.1;;234.4;200.9;144.6;56.3;309.3;144.6;164.7;108.4;;108.4;18.4;;13.1;2.0
3772;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2022;231.6;;405.3;169.1;-4.6;;231.6;199.5;145.6;53.9;305.9;145.6;160.2;106.4;;106.4;15.4;;15.5;1.3
3773;Totaal kool en koolproducten;Totaal energiesector en eindgebruikers;2023;158.2;;310.9;148.7;-3.9;;158.2;130.2;90.9;39.3;225.6;90.9;134.7;95.4;;95.4;12.7;;14.0;1.3
3774;Totaal kool en koolproducten;Totaal energiesector;1990;317.8;;436.2;118.2;-0.2;;317.8;296.8;250.0;46.7;429.9;250.0;179.8;133.1;;133.1;21.1;;;
3775;Totaal kool en koolproducten;Totaal energiesector;1991;293.7;;419.6;125.7;-0.1;;293.7;270.5;227.2;43.3;411.2;227.2;184.0;140.7;;140.7;23.3;;;
3776;Totaal kool en koolproducten;Totaal energiesector;1992;294.8;;420.6;125.5;-0.2;;294.8;270.9;225.8;45.1;412.7;225.8;186.9;141.8;;141.8;23.9;;;
3777;Totaal kool en koolproducten;Totaal energiesector;1993;295.8;;423.5;128.6;0.9;;295.8;271.4;222.7;48.7;415.8;222.7;193.2;144.5;;144.5;24.5;;;
3778;Totaal kool en koolproducten;Totaal energiesector;1994;338.2;;472.2;133.4;-0.6;;338.2;314.6;254.6;60.0;458.6;254.6;204.1;144.1;;144.1;23.7;;;
3779;Totaal kool en koolproducten;Totaal energiesector;1995;341.1;;477.6;132.9;-3.6;;341.1;316.8;265.1;51.8;461.5;265.1;196.4;144.6;;144.6;24.3;;;
3780;Totaal kool en koolproducten;Totaal energiesector;1996;329.2;;452.3;127.9;4.8;;329.2;305.5;252.0;53.4;450.6;252.0;198.6;145.1;;145.1;23.8;;;
3781;Totaal kool en koolproducten;Totaal energiesector;1997;318.0;;452.8;124.8;-10.0;;318.0;295.8;239.3;56.5;440.3;239.3;201.0;144.5;;144.5;22.2;;;
3782;Totaal kool en koolproducten;Totaal energiesector;1998;327.4;;454.9;125.3;-2.2;;327.4;305.8;251.4;54.4;446.6;251.4;195.3;140.9;;140.9;21.7;;;
3783;Totaal kool en koolproducten;Totaal energiesector;1999;284.7;;388.0;110.0;6.7;;284.7;266.6;212.7;53.9;387.4;212.7;174.7;120.8;;120.8;18.1;;;
3784;Totaal kool en koolproducten;Totaal energiesector;2000;299.8;;391.7;97.3;5.4;;299.8;282.2;232.1;50.1;394.2;232.1;162.1;112.0;;112.0;17.6;;;
3785;Totaal kool en koolproducten;Totaal energiesector;2001;321.0;;427.7;101.2;-5.5;;321.0;302.3;248.2;54.1;419.6;248.2;171.4;117.3;;117.3;18.7;;;
3786;Totaal kool en koolproducten;Totaal energiesector;2002;322.1;;420.9;97.9;-0.9;;322.1;303.8;249.6;54.2;417.3;249.6;167.7;113.5;;113.5;18.2;;;
3787;Totaal kool en koolproducten;Totaal energiesector;2003;333.5;;431.8;101.6;3.4;;333.5;314.9;255.9;59.0;432.6;255.9;176.7;117.7;;117.7;18.6;;;
3788;Totaal kool en koolproducten;Totaal energiesector;2004;328.2;;434.3;105.9;-0.2;;328.2;308.5;247.8;60.7;430.4;247.8;182.5;121.8;;121.8;19.6;;;
3789;Totaal kool en koolproducten;Totaal energiesector;2005;312.9;;421.3;106.1;-2.3;;312.9;293.8;233.7;60.1;416.4;233.7;182.7;122.6;;122.6;19.1;;;
3790;Totaal kool en koolproducten;Totaal energiesector;2006;297.4;;393.4;99.8;3.8;;297.4;278.7;225.8;52.8;394.3;225.8;168.5;115.6;;115.6;18.7;;;
3791;Totaal kool en koolproducten;Totaal energiesector;2007;323.2;;435.5;107.4;-4.9;;323.2;303.9;242.0;61.8;426.7;242.0;184.7;122.9;;122.9;19.4;;;
