ID;Region;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
2936;Noord-Holland;2004 December;25.5;19.8;5.7;5.7;4.6;;;;;;;;;;;;;;;125.7;90.0;35.7;35.5;27.6;;;;;;;;;;;;;;
2937;Noord-Holland;2004 4th Quarter;128.3;92.6;35.7;35.2;29.2;2.9;;;;;;;;;;;;;;632.8;420.7;212.1;210.7;176.9;11.2;;;;;;;;;;;;;
2938;Noord-Holland;2004 Total;1096.6;637.6;459.1;451.0;270.8;17.3;19.5;39.2;16.1;39.7;19.9;7.8;3.4;4.6;12.8;2.8;;4.1;;6005.9;3521.8;2484.1;2460.9;1743.9;73.9;78.1;141.4;72.5;153.9;86.8;31.1;11.1;23.4;44.8;8.8;;12.2;
2939;Noord-Holland;2005 January;17.6;13.3;4.3;4.1;2.3;;;;;;;;;;;;;;;82.6;59.1;23.6;22.9;16.2;;;;;;;;;;;;;;
2940;Noord-Holland;2005 February;33.6;27.6;6.0;5.9;2.7;2.7;;;;;;;;;;;;;;133.8;112.9;20.8;20.7;12.1;5.6;;;;;;;;;;;;;
2941;Noord-Holland;2005 March;33.6;20.8;12.8;12.8;11.6;;;;;;;;;;;;;;;161.1;84.0;77.1;77.1;71.9;;;;;;;;;;;;;;
2942;Noord-Holland;2005 1st Quarter;84.8;61.8;23.0;22.8;16.6;3.5;;;;;;;;;;;;;;377.5;256.0;121.5;120.7;100.1;9.8;;;;;;;;;;;;;
2943;Noord-Holland;2005 April;61.2;36.4;24.8;24.7;16.4;2.8;1.4;1.3;;1.0;;;;;;;;;;270.1;143.4;126.6;126.3;96.4;11.6;4.7;3.3;;3.2;;;;;;;;;
2944;Noord-Holland;2005 May;131.0;90.7;40.3;39.6;27.0;1.1;1.9;3.9;;1.1;;;2.2;;;;;;;699.0;523.3;175.7;173.8;129.9;3.7;7.5;14.7;;3.5;;;2.4;;;;;;
2945;Noord-Holland;2005 June;103.2;69.3;34.0;33.4;22.4;1.2;2.5;2.3;;1.3;1.2;;;;1.1;;;;;637.8;441.3;196.4;194.7;149.5;5.5;10.3;8.4;;3.5;5.0;;;;8.3;;;;
2946;Noord-Holland;2005 2nd Quarter;295.4;196.3;99.1;97.7;65.8;5.1;5.8;7.5;;3.4;1.9;1.5;2.5;1.2;2.3;;;;;1606.8;1108.1;498.7;494.9;375.8;20.9;22.5;26.4;;10.2;7.1;5.0;3.3;5.2;15.8;;;;
2947;Noord-Holland;2005 July;180.6;98.2;82.4;81.1;42.2;3.4;4.2;6.1;3.9;5.5;4.5;6.3;;;3.3;;;;;1150.8;680.6;470.2;466.8;315.1;21.6;18.0;22.7;17.2;21.8;19.5;12.7;;;13.5;;;;
2948;Noord-Holland;2005 August;223.3;112.5;110.7;109.1;53.8;2.4;7.5;5.8;;21.4;9.5;;3.3;;2.7;;;;;1497.3;848.7;648.5;643.5;409.8;11.8;35.3;18.0;;89.2;49.4;;3.9;;10.4;;;;
2949;Noord-Holland;2005 September;100.3;59.8;40.5;39.6;26.3;1.2;1.8;3.6;;1.9;1.6;;;;1.0;;;;;516.3;290.2;226.1;222.8;174.3;4.8;6.3;12.0;;7.0;5.2;;;;5.9;;;;
2950;Noord-Holland;2005 3rd Quarter;504.2;270.6;233.6;229.8;122.4;7.0;13.4;15.5;5.3;28.9;15.5;8.2;4.1;2.6;7.0;1.0;;1.5;;3164.4;1819.6;1344.8;1333.0;899.2;38.2;59.6;52.6;22.3;118.0;74.1;17.4;6.0;15.8;29.9;3.1;;5.0;
2951;Noord-Holland;2005 October;77.7;50.5;27.2;26.6;22.1;;;;;;;;;;;;;;;392.6;243.4;149.2;146.8;129.7;;;;;;;;;;;;;;
2952;Noord-Holland;2005 November;34.8;26.5;8.4;8.0;4.6;2.1;;;;;;;;;;;;;;138.1;104.2;33.8;32.6;17.4;8.2;;;;;;;;;;;;;
2953;Noord-Holland;2005 December;27.8;23.4;4.4;4.4;3.2;;;;;;;;;;;;;;;129.7;108.2;21.5;21.2;16.5;;;;;;;;;;;;;;
2954;Noord-Holland;2005 4th Quarter;140.3;100.3;40.0;38.9;29.9;3.4;1.1;1.6;;1.2;;;;;;;;;;660.4;455.8;204.6;200.7;163.5;13.3;4.1;5.4;;4.2;;;;;;;;;
2955;Noord-Holland;2005 Total;1024.7;628.9;395.8;389.2;234.7;19.0;20.6;24.8;6.1;34.2;17.8;9.9;6.8;4.7;10.6;1.9;;2.2;1.5;5809.2;3639.6;2169.6;2149.3;1538.6;82.1;87.4;84.9;26.0;135.0;82.2;23.5;9.9;26.3;53.4;6.4;;6.8;4.7
2956;Noord-Holland;2006 January;34.9;26.5;8.4;8.4;6.2;1.1;;;;;;;;;;;;;;169.1;126.3;42.7;42.5;33.5;5.4;;;;;;;;;;;;;
2957;Noord-Holland;2006 February;34.8;29.4;5.4;5.4;4.3;;;;;;;;;;;;;;;146.3;122.8;23.4;23.4;17.4;;;;;;;;;;;;;;
2958;Noord-Holland;2006 March;40.8;31.3;9.5;9.3;7.0;1.0;;;;;;;;;;;;;;176.0;134.8;41.3;40.7;32.7;3.8;;;;;;;;;;;;;
2959;Noord-Holland;2006 1st Quarter;110.5;87.1;23.3;23.1;17.5;2.5;;;;1.1;;;;;;;;;;491.4;383.9;107.4;106.6;83.5;10.5;;;;3.3;;;;;;;;;
2960;Noord-Holland;2006 April;100.8;54.2;46.6;46.4;33.5;2.7;1.8;5.3;;1.0;;;;;;;;;;502.7;256.6;246.1;245.5;192.1;12.1;7.3;22.9;;2.8;;;;;;;;;
2961;Noord-Holland;2006 May;128.5;95.0;33.5;32.6;22.2;2.0;2.3;2.5;;1.1;;;;;;;;;;625.1;459.5;165.6;161.0;122.3;7.4;10.3;8.0;;4.2;;;;;;;;;
2962;Noord-Holland;2006 June;160.2;105.2;54.9;53.7;34.9;4.1;3.5;3.6;;2.4;1.8;;;;;;;;;807.5;536.5;271.0;268.1;212.2;14.0;9.3;9.8;;6.9;5.2;;;;;;;;
2963;Noord-Holland;2006 2nd Quarter;389.4;254.4;135.0;132.8;90.6;8.8;7.6;11.4;1.4;4.6;2.2;2.2;1.3;1.4;1.3;1.3;;;;1935.3;1252.6;682.7;674.6;526.6;33.5;26.9;40.8;5.1;13.9;6.2;7.8;4.3;4.9;4.5;5.8;;;
2964;Noord-Holland;2006 July;196.8;104.1;92.6;90.7;49.3;3.6;3.3;12.2;6.7;3.6;2.1;3.4;2.9;1.4;2.3;1.1;;;;1190.5;654.0;536.5;529.9;361.5;20.2;11.0;50.3;31.1;10.5;6.8;14.9;12.4;4.0;7.1;4.0;;;
2965;Noord-Holland;2006 August;202.8;102.0;100.8;98.8;36.9;2.9;3.1;13.5;4.7;19.7;9.3;2.2;2.9;1.7;2.1;1.1;;;;1329.7;799.1;530.6;524.1;272.9;13.0;10.3;52.6;22.8;79.9;36.4;8.9;13.1;5.6;8.4;4.4;;;
2966;Noord-Holland;2006 September;117.3;76.6;40.6;39.8;27.3;1.3;3.0;3.1;;1.7;1.7;;;;;;;;;619.1;395.7;223.5;220.8;170.5;5.3;11.6;12.5;;7.0;7.7;;;;;;;;
2967;Noord-Holland;2006 3rd Quarter;516.8;282.8;234.0;229.3;113.5;7.7;9.4;28.9;11.6;25.0;13.1;5.8;5.9;3.5;5.0;2.4;;1.5;;3139.3;1848.8;1290.5;1274.7;804.9;38.5;32.9;115.4;55.0;97.4;51.0;24.5;26.1;11.6;17.5;9.2;;4.4;
2968;Noord-Holland;2006 October;92.9;66.0;26.9;26.5;22.1;;;;;;;;;;;;;;;454.2;304.8;149.4;148.0;134.2;;;;;;;;;;;;;;
2969;Noord-Holland;2006 November;39.6;31.6;8.0;7.9;4.9;1.4;;;;;;;;;;;;;;163.6;122.9;40.7;40.1;29.2;5.4;;;;;;;;;;;;;
2970;Noord-Holland;2006 December;36.1;31.3;4.9;4.8;3.4;;;;;;;;;;;;;;;171.1;143.7;27.4;27.0;21.8;;;;;;;;;;;;;;
2971;Noord-Holland;2006 4th Quarter;168.6;128.8;39.8;39.2;30.3;2.8;1.6;1.7;;;;;;;;;;;;788.9;571.3;217.6;215.1;185.1;9.9;5.6;5.1;;;;;;;;;;;
2972;Noord-Holland;2006 Total;1185.3;753.2;432.1;424.4;251.8;21.8;19.1;42.8;13.3;31.4;16.0;8.4;7.3;5.4;7.0;4.0;;2.5;;6354.9;4056.6;2298.3;2271.1;1600.0;92.4;67.7;164.7;61.2;117.3;59.5;34.0;30.7;18.9;24.6;16.5;;7.4;
2973;Noord-Holland;2007 January;30.5;22.0;8.5;8.4;3.6;;;1.2;;2.2;;;;;;;;;;116.1;78.0;38.1;37.6;23.0;;;2.8;;6.6;;;;;;;;;
2974;Noord-Holland;2007 February;40.4;32.8;7.6;7.5;4.7;;;;;;;;;;;;;;;160.6;130.8;29.8;29.3;20.0;;;;;;;;;;;;;;
2975;Noord-Holland;2007 March;49.2;35.4;13.9;13.6;9.1;;;1.3;;;;;;;;;;;;201.3;136.2;65.1;63.6;49.3;;;3.6;;;;;;;;;;;
2976;Noord-Holland;2007 1st Quarter;120.1;90.2;30.0;29.5;17.4;1.8;2.1;3.2;;2.9;;;;;;;;;;477.9;345.0;133.0;130.5;92.3;5.9;7.3;8.7;;8.9;;;;;;;;;
2977;Noord-Holland;2007 April;107.6;58.6;49.0;48.3;30.6;2.7;2.9;4.9;;2.1;1.2;;;1.1;1.3;;;;;462.9;236.3;226.6;224.7;171.3;10.0;10.0;12.6;;5.3;3.3;;;4.0;3.6;;;;
2978;Noord-Holland;2007 May;148.8;99.3;49.4;48.1;27.1;2.4;4.3;5.3;1.0;1.8;1.7;;;1.4;2.3;;;;;695.4;488.2;207.2;201.7;127.4;9.1;17.1;15.2;4.6;5.9;7.9;;;4.9;7.0;;;;
2979;Noord-Holland;2007 June;129.8;79.4;50.4;48.9;30.9;2.0;3.6;3.2;;2.3;1.6;;;1.5;1.8;;;;;683.4;433.8;249.6;245.5;186.9;13.5;10.9;7.9;;5.8;4.8;;;4.0;6.3;;;;
2980;Noord-Holland;2007 2nd Quarter;386.2;237.3;148.9;145.3;88.6;7.1;10.9;13.4;2.4;6.2;4.5;1.6;1.2;4.1;5.3;2.4;;;;1841.7;1158.3;683.4;672.0;485.6;32.7;38.0;35.7;8.7;16.9;15.9;5.5;3.1;12.8;16.9;8.4;;;
2981;Noord-Holland;2007 July;211.4;94.4;117.0;114.5;59.5;5.0;10.2;10.6;4.1;5.6;7.5;3.2;1.6;2.5;4.7;1.4;;;;1258.9;654.3;604.6;597.2;395.0;22.1;42.4;31.2;17.5;17.3;33.3;11.7;5.6;7.6;13.4;4.3;;;
2982;Noord-Holland;2007 August;221.0;116.6;104.4;102.2;45.7;4.1;7.1;13.4;1.7;13.5;8.2;1.0;;1.7;5.0;1.1;;;;1358.7;850.0;508.7;502.2;282.2;19.3;29.2;46.9;7.4;50.7;36.6;3.2;;6.7;17.7;3.6;;;
2983;Noord-Holland;2007 September;120.2;68.7;51.4;50.0;30.0;2.5;4.0;4.1;;1.8;3.4;;;;1.9;;;;;584.2;323.5;260.7;256.3;183.9;9.3;15.0;12.4;;6.6;13.8;;;;6.8;;;;
2984;Noord-Holland;2007 3rd Quarter;552.6;279.7;272.9;266.7;135.2;11.5;21.3;28.1;6.8;20.8;19.1;4.5;2.6;5.0;11.6;3.1;;2.2;;3201.9;1827.8;1374.0;1355.6;861.0;50.7;86.6;90.5;28.8;74.7;83.8;16.0;8.7;17.0;37.9;10.0;;6.0;
2985;Noord-Holland;2007 October;97.7;69.5;28.1;27.2;20.4;;1.5;;;;;;;;;;;;;444.4;301.4;143.0;140.2;116.8;;5.0;;;;;;;;;;;;
2986;Noord-Holland;2007 November;46.2;32.6;13.6;13.4;6.5;1.6;;2.0;;1.0;;;;;;;;;;180.4;121.9;58.5;57.3;33.8;5.8;;6.1;;2.6;;;;;;;;;
2987;Noord-Holland;2007 December;40.0;28.5;11.5;11.3;7.6;;;;;;;;;;;;;;;190.4;131.6;58.7;58.0;42.1;;;;;;;;;;;;;;
2988;Noord-Holland;2007 4th Quarter;183.9;130.7;53.3;51.9;34.5;3.3;3.0;3.5;;2.5;1.7;;;;1.6;;;;;815.2;555.0;260.3;255.6;192.8;13.4;13.0;10.5;;6.5;5.6;;;;6.8;;;;
2989;Noord-Holland;2007 Total;1242.9;737.9;505.0;493.3;275.8;23.7;37.2;48.3;9.6;32.4;26.1;7.0;3.9;10.4;19.0;6.3;;4.0;;6336.7;3886.1;2450.6;2413.7;1631.6;102.6;145.0;145.4;39.4;107.0;107.7;25.0;12.2;34.1;63.7;22.4;;10.8;
2990;Noord-Holland;2008 January;30.1;22.7;7.3;7.1;5.1;;;;;;;;;;;;;;;160.2;121.5;38.8;37.9;30.6;;;;;;;;;;;;;;
2991;Noord-Holland;2008 February;45.2;38.0;7.2;7.1;4.9;;;;;;;;;;;;;;;201.3;164.8;36.5;35.9;27.3;;;;;;;;;;;;;;
2992;Noord-Holland;2008 March;70.8;41.8;29.1;29.0;23.4;1.5;;;;;;;;;1.1;;;;;295.1;154.7;140.4;140.0;117.9;7.1;;;;;;;;;4.0;;;;
2993;Noord-Holland;2008 1st Quarter;146.2;102.6;43.6;43.2;33.5;3.1;1.4;1.7;;;;;;;1.3;;;;;656.6;441.0;215.7;213.7;175.8;12.8;5.7;6.5;;;;;;;5.4;;;;
2994;Noord-Holland;2008 April;75.1;53.6;21.6;21.3;12.6;1.8;1.1;3.1;;;;;;;;;;;;334.5;230.5;104.0;103.1;70.1;7.5;4.2;10.4;;;;;;;;;;;
2995;Noord-Holland;2008 May;154.6;114.1;40.5;39.9;29.2;1.8;1.9;3.1;;1.1;;;;;1.0;;;;;709.3;533.0;176.4;173.3;137.2;6.2;6.8;8.3;;3.2;;;;;4.8;;;;
2996;Noord-Holland;2008 June;113.7;81.5;32.2;31.5;21.1;1.7;2.0;1.7;;1.2;;;;;;;;;;619.4;453.5;165.9;163.7;133.3;6.7;5.6;4.5;;2.6;;;;;;;;;
2997;Noord-Holland;2008 2ndQuarter;343.5;249.2;94.3;92.8;62.9;5.3;4.9;7.9;;3.1;1.2;1.1;;2.1;2.5;;;;;1663.2;1216.9;446.3;440.2;340.6;20.4;16.6;23.2;;7.8;3.0;3.9;;7.4;11.5;;;;
2998;Noord-Holland;2008 July;174.3;99.8;74.6;73.2;47.4;2.8;3.0;5.4;1.5;3.3;2.0;2.0;1.3;1.9;2.7;;;;;1084.3;658.0;426.3;422.4;337.7;12.3;10.1;15.1;5.3;9.4;6.3;7.0;3.3;6.7;9.2;;;;
2999;Noord-Holland;2008 August;192.1;118.8;73.3;71.8;37.4;3.7;4.0;7.3;;8.5;4.2;;;2.2;2.3;;;;;1148.1;767.5;380.6;375.2;239.1;17.5;15.9;28.7;;32.0;18.7;;;9.1;7.7;;;;
3000;Noord-Holland;2008 September;120.2;86.7;33.5;32.8;25.7;1.6;1.7;1.2;;;;;;;;;;;;540.9;364.4;176.5;174.4;149.0;6.2;6.0;3.8;;;;;;;;;;;
3001;Noord-Holland;2008 3rd Quarter;486.6;305.2;181.4;177.8;110.6;8.0;8.7;13.9;2.4;12.5;6.7;3.0;1.8;4.6;5.5;1.2;;1.4;;2773.2;1789.9;983.3;972.0;725.8;35.9;32.0;47.6;9.3;43.9;27.0;9.7;4.7;17.6;18.4;4.2;;3.9;
3002;Noord-Holland;2008 October;96.2;67.7;28.5;28.1;23.0;2.0;;;;;;;;;;;;;;441.0;286.1;154.8;153.6;133.5;8.1;;;;;;;;;;;;;
3003;Noord-Holland;2008 November;47.5;40.0;7.5;7.5;4.3;1.5;;;;;;;;;;;;;;185.6;150.6;35.0;35.0;23.0;5.5;;;;;;;;;;;;;
3004;Noord-Holland;2008 December;46.5;40.4;6.1;6.0;4.0;;;;;;;;;;;;;;;198.5;167.2;31.3;31.2;23.5;;;;;;;;;;;;;;
3005;Noord-Holland;2008 4th Quarter;190.2;148.1;42.1;41.7;31.3;4.2;1.4;1.4;;;;;;;1.2;;;;;825.1;603.9;221.1;219.8;180.0;17.0;5.6;4.7;;;;;;;4.4;;;;
3006;Noord-Holland;2008 Total;1166.5;805.0;361.4;355.4;238.3;20.6;16.4;24.9;3.7;17.0;8.9;4.9;2.9;7.3;10.5;2.6;;2.1;;5918.1;4051.7;1866.4;1845.7;1422.2;86.1;59.9;81.9;13.9;55.8;33.1;16.7;8.5;27.8;39.8;10.3;;6.1;
3007;Noord-Holland;2009 January;33.0;24.6;8.4;8.4;6.0;;;;;;;;;;;;;;;134.5;93.8;40.6;40.5;31.8;;;;;;;;;;;;;;
3008;Noord-Holland;2009 February;47.5;39.3;8.2;8.2;3.3;;;3.3;;;;;;;;;;;;191.7;162.6;29.1;28.8;14.6;;;8.2;;;;;;;;;;;
3009;Noord-Holland;2009 March;52.8;42.8;10.1;10.0;6.9;;;;;;;;;;;;;;;190.3;144.1;46.2;45.8;35.0;;;;;;;;;;;;;;
3010;Noord-Holland;2009 1st Quarter;133.3;106.7;26.7;26.5;16.3;2.7;1.1;4.6;;;;;;;;;;;;516.4;400.6;115.9;115.1;81.4;10.0;4.1;13.1;;;;;;;;;;;
3011;Noord-Holland;2009 April;109.8;66.8;43.0;42.8;29.6;3.4;1.5;3.1;;;2.3;;;;;;;;;449.3;249.0;200.3;199.6;157.5;13.6;5.8;9.0;;;2.9;;;;;;;;
3012;Noord-Holland;2009 May;162.8;127.0;35.8;35.5;24.4;2.0;1.9;2.6;;;;;;2.8;;;;;;704.3;552.4;151.9;151.0;123.1;6.5;5.6;6.8;;;;;;4.2;;;;;
3013;Noord-Holland;2009 June;137.9;95.0;42.8;42.1;30.2;1.4;1.8;2.6;;1.3;;;1.4;;1.1;;;;;690.0;474.0;216.0;213.0;176.4;5.0;5.6;6.1;;3.6;;;2.3;;4.2;;;;
3014;Noord-Holland;2009 2nd Quarter;410.5;288.9;121.6;120.4;84.3;6.8;5.2;8.3;;2.3;3.1;1.3;1.8;4.2;2.3;;;;;1843.5;1275.4;568.1;563.6;457.0;25.1;16.9;22.0;;5.9;5.6;5.8;2.8;11.4;7.8;;;;
3015;Noord-Holland;2009 July;187.2;106.6;80.6;79.2;54.5;3.3;2.4;5.6;1.5;2.8;1.7;2.0;;2.0;2.7;;;;;1159.1;713.6;445.5;441.2;357.7;15.1;7.6;16.1;6.2;7.5;5.4;6.7;;8.0;9.3;;;;
3016;Noord-Holland;2009 August;218.2;146.8;71.4;70.1;44.4;3.4;3.0;6.1;;5.2;2.7;;;1.3;2.1;;;;;1269.3;903.5;365.8;361.5;277.3;15.4;9.7;16.6;;14.8;8.9;;;4.8;7.4;;;;
3017;Noord-Holland;2009 September;116.8;88.6;28.2;27.6;21.1;1.4;1.1;1.3;;;;;;;;;;;;563.1;413.1;150.0;148.6;126.7;5.4;3.7;3.6;;;;;;;;;;;
3018;Noord-Holland;2009 3rd Quarter;522.2;342.0;180.2;177.0;120.0;8.0;6.6;13.0;2.4;8.5;5.0;2.9;1.2;3.9;5.6;1.2;;1.0;;2991.5;2030.2;961.3;951.4;761.7;35.9;21.0;36.2;9.5;24.0;16.0;10.2;2.5;15.0;19.2;3.7;;2.7;
3019;Noord-Holland;2009 October;100.8;68.0;32.8;32.4;27.4;1.3;;1.3;;;;;;;;;;;;439.2;266.5;172.7;171.7;154.1;5.6;;3.7;;;;;;;;;;;
3020;Noord-Holland;2009 November;52.2;42.4;9.8;9.7;4.9;3.3;;;;;;;;;;;;;;197.1;151.4;45.7;45.4;26.3;14.0;;;;;;;;;;;;;
3021;Noord-Holland;2009 December;40.0;32.8;7.2;7.1;5.3;;;;;;;;;;;;;;;164.5;137.4;27.1;26.8;20.5;;;;;;;;;;;;;;
3022;Noord-Holland;2009 4th Quarter;192.9;143.2;49.7;49.2;37.5;5.5;1.1;2.4;;;;;;;;;;;;800.8;555.3;245.5;243.9;200.9;22.4;4.0;7.9;;;;;;;;;;;
3023;Noord-Holland;2009 Total;1259.0;880.8;378.1;373.0;258.1;23.0;13.9;28.3;3.6;12.2;9.1;4.5;3.0;8.5;8.8;2.1;;1.6;;6152.3;4261.5;1890.8;1873.9;1501.0;93.5;46.1;79.1;14.5;34.1;24.6;16.8;5.8;28.0;30.4;7.7;;4.5;
3024;Noord-Holland;2010 January;33.0;24.8;8.2;8.1;6.0;;;;;;;;;;;;;;;145.4;105.0;40.4;39.9;31.9;;;;;;;;;;;;;;
3025;Noord-Holland;2010 February;41.0;34.4;6.7;6.6;3.7;;;1.2;;;;;;;;;;;;170.5;142.1;28.4;28.4;16.5;;;5.0;;;;;;;;;;;
3026;Noord-Holland;2010 March;43.8;31.0;12.8;12.7;10.5;;;;;;;;;;;;;;;182.1;116.6;65.5;65.2;57.1;;;;;;;;;;;;;;
3027;Noord-Holland;2010 1st Quarter;117.8;90.2;27.6;27.5;20.2;2.2;1.0;2.2;;;;;;;;;;;;498.0;363.6;134.3;133.5;105.5;8.9;3.7;9.2;;;;;;;;;;;
3028;Noord-Holland;2010 April;103.9;61.6;42.3;42.2;28.8;4.1;1.4;5.0;;;;;;;;;;;;428.2;223.9;204.3;203.9;155.7;16.2;5.3;17.5;;;;;;;;;;;
3029;Noord-Holland;2010 May;159.5;118.8;40.8;40.3;28.9;1.8;2.8;3.3;;;;;;;1.0;;;;;668.7;507.9;160.8;159.0;118.8;6.0;9.6;11.5;;;;;;;3.4;;;;
3030;Noord-Holland;2010 June;129.3;82.6;46.7;46.0;31.9;1.4;3.5;3.5;;2.0;;;;;1.4;;;;;589.5;379.6;209.9;207.8;168.2;5.1;10.4;9.5;;5.2;;;;;3.2;;;;
3031;Noord-Holland;2010 2nd Quarter;392.8;262.9;129.9;128.4;89.5;7.3;7.6;11.9;1.3;3.4;1.2;;;1.9;2.9;;;;;1686.5;1111.4;575.0;570.7;442.7;27.3;25.3;38.6;4.4;10.5;3.6;;;6.6;8.0;;;;
3032;Noord-Holland;2010 July;206.7;116.1;90.6;89.2;57.0;3.3;3.1;9.1;1.9;4.4;2.3;2.0;;2.2;3.0;;;;;1114.5;662.7;451.9;447.3;337.2;14.3;13.5;28.5;8.1;12.4;7.6;6.7;;7.7;8.9;;;;
3033;Noord-Holland;2010 August;218.8;124.2;94.6;93.2;61.3;3.0;3.8;7.0;1.0;8.8;3.2;;;1.2;2.8;;;;;1266.0;778.9;487.1;482.0;384.8;13.5;13.0;20.8;3.8;21.5;10.0;;;4.5;7.4;;;;
3034;Noord-Holland;2010 September;105.3;73.3;31.9;31.3;22.8;1.2;1.8;1.6;;;;;;;;;;;;542.9;366.7;176.2;174.6;143.9;6.7;6.5;4.7;;;;;;;;;;;
3035;Noord-Holland;2010 3rd Quarter;530.8;313.6;217.1;213.7;141.0;7.5;8.8;17.8;3.4;14.1;6.2;2.8;1.4;3.9;6.7;1.1;;1.2;;2923.4;1808.2;1115.2;1103.9;865.9;34.5;33.0;54.0;13.1;36.9;20.6;8.7;3.8;14.3;19.1;3.7;;3.3;
3036;Noord-Holland;2010 October;86.7;54.6;32.0;31.6;26.3;1.1;1.0;1.5;;;;;;;;;;;;410.3;234.3;176.0;174.3;156.9;3.6;3.8;4.1;;;;;;;;;;;
3037;Noord-Holland;2010 November;45.4;35.2;10.2;10.0;5.1;3.0;;;;;;;;;;;;;;185.2;138.2;47.0;46.5;26.4;12.8;;;;;;;;;;;;;
3038;Noord-Holland;2010 December;35.4;30.0;5.5;5.4;3.7;;;;;;;;;;;;;;;145.3;121.1;24.2;23.5;17.2;;;;;;;;;;;;;;
3039;Noord-Holland;2010 4th Quarter;167.5;119.8;47.7;47.0;35.1;4.6;1.6;2.9;;;;;;;;;;;;740.8;493.7;247.1;244.3;200.5;18.3;6.1;9.1;;;;;;;;;;;
3040;Noord-Holland;2010 Total;1208.8;786.5;422.3;416.6;285.9;21.6;19.0;34.8;5.1;19.1;8.2;3.9;1.8;6.5;10.7;2.1;;2.0;;5848.7;3776.9;2071.7;2052.5;1614.6;89.0;68.0;110.9;19.4;51.6;26.6;12.4;4.9;24.0;31.1;7.2;;6.0;
3041;Noord-Holland;2011 January;32.4;23.1;9.3;9.3;6.6;;;;;;;;;;;;;;;128.4;87.4;41.0;40.9;32.0;;;;;;;;;;;;;;
3042;Noord-Holland;2011 February;36.9;31.3;5.6;5.5;3.0;;;;;;;;;;;;;;;144.6;122.3;22.3;22.0;12.8;;;;;;;;;;;;;;
3043;Noord-Holland;2011 March;48.4;36.9;11.5;11.5;7.3;1.6;;1.1;;;;;;;;;;;;192.9;138.7;54.2;54.1;37.3;6.2;;4.4;;;;;;;;;;;
3044;Noord-Holland;2011 1st Quarter;117.7;91.3;26.4;26.2;16.9;3.0;1.7;2.6;;;;;;;;;;;;465.9;348.4;117.5;117.0;82.1;11.8;5.3;9.6;;;;;;;;;;;
3045;Noord-Holland;2011 April;118.0;62.5;55.5;55.0;38.7;4.7;2.2;5.5;;;;;;;;;;;;541.8;265.6;276.2;274.8;214.7;21.5;8.6;17.1;;;;;;;;;;;
3046;Noord-Holland;2011 May;124.6;91.7;32.8;31.9;19.0;2.1;2.2;4.3;;1.2;;;;;1.1;;;;;507.5;370.8;136.7;133.4;90.8;9.1;7.0;11.2;;2.7;;;;;4.8;;;;
3047;Noord-Holland;2011 June;174.8;113.0;61.8;60.9;44.2;3.7;3.3;4.7;;;;;;1.1;1.2;;;;;790.9;518.2;272.7;270.4;217.8;12.8;9.9;11.8;;;;;;5.1;4.5;;;;
3048;Noord-Holland;2011 2nd Quarter;417.3;267.3;150.0;147.8;101.9;10.4;7.7;14.5;1.4;2.7;1.5;1.3;;2.4;3.1;1.2;;;;1840.2;1154.6;685.5;678.6;523.3;43.4;25.5;40.1;6.8;6.4;4.6;3.9;;10.9;11.9;3.6;;;
3049;Noord-Holland;2011 July;168.5;93.9;74.7;73.0;42.4;3.2;3.8;7.8;1.5;5.1;1.7;1.5;;1.6;3.4;;;;;1054.4;666.3;388.1;383.5;276.8;15.0;14.4;23.9;6.9;16.0;4.7;5.8;;7.6;10.6;;;;
3050;Noord-Holland;2011 August;190.6;104.1;86.5;84.9;53.7;3.0;3.8;7.5;;7.1;3.0;;;1.3;3.4;;;;;1159.4;679.3;480.1;474.4;365.7;13.1;14.7;23.3;;23.9;11.4;;;4.6;8.5;;;;
3051;Noord-Holland;2011 September;117.5;78.7;38.8;38.2;28.8;1.3;2.2;2.1;;;;;;;;;;;;522.6;325.8;196.7;194.9;163.8;4.7;7.0;5.8;;;;;;;;;;;
3052;Noord-Holland;2011 3rd Quarter;476.6;276.7;199.9;196.1;124.9;7.5;9.8;17.5;2.8;13.3;5.2;2.3;1.6;3.5;7.7;1.5;;1.5;;2736.4;1671.4;1065.0;1052.8;806.4;32.8;36.1;52.9;12.8;43.4;18.7;7.7;5.2;15.3;21.5;5.0;;4.0;
3053;Noord-Holland;2011 October;90.7;57.5;33.2;32.8;26.1;1.5;;2.1;;;;;;;;;;;;380.4;233.7;146.7;145.6;126.3;4.1;;4.9;;;;;;;;;;;
3054;Noord-Holland;2011 November;45.0;31.7;13.2;13.1;8.2;2.7;;1.0;;;;;;;;;;;;182.9;123.9;59.0;58.6;40.2;11.2;;2.7;;;;;;;;;;;
