ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2021_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
1737;51 Air transport ;2021;1276.0;1276.0;61.5;100.0
1738;51 Air transport ;2022;1259.0;1102.0;-13.6;114.2
1739;51 Air transport ;2023;;;;
1740;52 Warehousing, services for transport;1995;1449.0;2055.0;;70.5
1741;52 Warehousing, services for transport;1996;1388.0;1977.0;-3.8;70.2
1742;52 Warehousing, services for transport;1997;1624.0;2291.0;15.9;70.9
1743;52 Warehousing, services for transport;1998;1874.0;2649.0;15.6;70.7
1744;52 Warehousing, services for transport;1999;2429.0;3404.0;28.5;71.4
1745;52 Warehousing, services for transport;2000;2273.0;3107.0;-8.7;73.2
1746;52 Warehousing, services for transport;2001;2636.0;3501.0;12.7;75.3
1747;52 Warehousing, services for transport;2002;2723.0;3528.0;0.8;77.2
1748;52 Warehousing, services for transport;2003;2635.0;3387.0;-4.0;77.8
1749;52 Warehousing, services for transport;2004;2347.0;2999.0;-11.5;78.3
1750;52 Warehousing, services for transport;2005;2505.0;3171.0;5.8;79.0
1751;52 Warehousing, services for transport;2006;2594.0;3226.0;1.7;80.4
1752;52 Warehousing, services for transport;2007;2485.0;3007.0;-6.8;82.6
1753;52 Warehousing, services for transport;2008;2514.0;2944.0;-2.1;85.4
1754;52 Warehousing, services for transport;2009;2799.0;3272.0;11.1;85.5
1755;52 Warehousing, services for transport;2010;3448.0;3973.0;21.4;86.8
1756;52 Warehousing, services for transport;2011;4317.0;4915.0;23.7;87.8
1757;52 Warehousing, services for transport;2012;3710.0;4176.0;-15.0;88.8
1758;52 Warehousing, services for transport;2013;3735.0;4169.0;-0.2;89.6
1759;52 Warehousing, services for transport;2014;3619.0;4024.0;-3.5;89.9
1760;52 Warehousing, services for transport;2015;4411.0;4905.0;21.9;89.9
1761;52 Warehousing, services for transport;2016;3356.0;3742.0;-23.7;89.7
1762;52 Warehousing, services for transport;2017;3714.0;4085.0;9.2;90.9
1763;52 Warehousing, services for transport;2018;3586.0;3857.0;-5.6;93.0
1764;52 Warehousing, services for transport;2019;4212.0;4431.0;14.9;95.1
1765;52 Warehousing, services for transport;2020;4034.0;4176.0;-5.7;96.6
1766;52 Warehousing, services for transport;2021;3936.0;3936.0;-5.8;100.0
1767;52 Warehousing, services for transport;2022;4442.0;4128.0;4.9;107.6
1768;52 Warehousing, services for transport;2023;;;;
1769;53 Postal and courier activities;1995;271.0;329.0;;82.5
1770;53 Postal and courier activities;1996;232.0;276.0;-15.9;83.9
1771;53 Postal and courier activities;1997;233.0;276.0;0.0;84.3
1772;53 Postal and courier activities;1998;284.0;342.0;23.6;83.1
1773;53 Postal and courier activities;1999;203.0;244.0;-28.5;83.1
1774;53 Postal and courier activities;2000;148.0;173.0;-29.1;85.4
1775;53 Postal and courier activities;2001;189.0;215.0;24.3;87.8
1776;53 Postal and courier activities;2002;169.0;186.0;-13.8;91.0
1777;53 Postal and courier activities;2003;156.0;171.0;-7.7;91.0
1778;53 Postal and courier activities;2004;191.0;209.0;21.8;91.5
1779;53 Postal and courier activities;2005;176.0;191.0;-8.4;92.0
1780;53 Postal and courier activities;2006;184.0;203.0;6.3;90.5
1781;53 Postal and courier activities;2007;190.0;203.0;0.0;93.5
1782;53 Postal and courier activities;2008;227.0;240.0;17.9;94.7
1783;53 Postal and courier activities;2009;237.0;242.0;0.9;98.0
1784;53 Postal and courier activities;2010;213.0;218.0;-9.7;97.6
1785;53 Postal and courier activities;2011;179.0;189.0;-13.6;94.9
1786;53 Postal and courier activities;2012;195.0;208.0;10.1;94.0
1787;53 Postal and courier activities;2013;253.0;266.0;28.2;95.1
1788;53 Postal and courier activities;2014;205.0;218.0;-18.2;94.2
1789;53 Postal and courier activities;2015;245.0;257.0;18.0;95.3
1790;53 Postal and courier activities;2016;207.0;217.0;-15.5;95.3
1791;53 Postal and courier activities;2017;216.0;227.0;4.3;95.3
1792;53 Postal and courier activities;2018;322.0;335.0;47.7;96.2
1793;53 Postal and courier activities;2019;293.0;299.0;-10.6;97.9
1794;53 Postal and courier activities;2020;207.0;208.0;-30.4;99.3
1795;53 Postal and courier activities;2021;304.0;304.0;45.9;100.0
1796;53 Postal and courier activities;2022;338.0;321.0;5.6;105.3
1797;53 Postal and courier activities;2023;;;;
1798;I Accommodation and food serving;1995;410.0;526.0;;78.0
1799;I Accommodation and food serving;1996;368.0;467.0;-11.2;78.9
1800;I Accommodation and food serving;1997;407.0;509.0;9.0;80.0
1801;I Accommodation and food serving;1998;531.0;663.0;30.5;80.0
1802;I Accommodation and food serving;1999;805.0;1003.0;51.2;80.2
1803;I Accommodation and food serving;2000;804.0;983.0;-2.0;81.8
1804;I Accommodation and food serving;2001;689.0;834.0;-15.2;82.6
1805;I Accommodation and food serving;2002;769.0;924.0;10.7;83.2
1806;I Accommodation and food serving;2003;750.0;905.0;-2.1;82.9
1807;I Accommodation and food serving;2004;729.0;876.0;-3.2;83.3
1808;I Accommodation and food serving;2005;718.0;862.0;-1.5;83.3
1809;I Accommodation and food serving;2006;714.0;852.0;-1.3;83.8
1810;I Accommodation and food serving;2007;925.0;1086.0;27.6;85.1
1811;I Accommodation and food serving;2008;983.0;1138.0;4.8;86.4
1812;I Accommodation and food serving;2009;816.0;937.0;-17.7;87.1
1813;I Accommodation and food serving;2010;782.0;884.0;-5.6;88.5
1814;I Accommodation and food serving;2011;909.0;1022.0;15.6;89.0
1815;I Accommodation and food serving;2012;808.0;904.0;-11.6;89.4
1816;I Accommodation and food serving;2013;804.0;896.0;-0.9;89.7
1817;I Accommodation and food serving;2014;788.0;871.0;-2.7;90.4
1818;I Accommodation and food serving;2015;871.0;948.0;8.8;91.9
1819;I Accommodation and food serving;2016;1032.0;1128.0;19.1;91.5
1820;I Accommodation and food serving;2017;1329.0;1444.0;28.0;92.0
1821;I Accommodation and food serving;2018;1252.0;1336.0;-7.5;93.7
1822;I Accommodation and food serving;2019;1346.0;1406.0;5.3;95.7
1823;I Accommodation and food serving;2020;1066.0;1090.0;-22.5;97.8
1824;I Accommodation and food serving;2021;1203.0;1203.0;10.4;100.0
1825;I Accommodation and food serving;2022;1674.0;1581.0;31.4;105.9
1826;I Accommodation and food serving;2023;;;;
1827;55 Accommodation;1995;;;;
1828;55 Accommodation;1996;;;;
1829;55 Accommodation;1997;;;;
1830;55 Accommodation;1998;;;;
1831;55 Accommodation;1999;;;;
1832;55 Accommodation;2000;;;;
1833;55 Accommodation;2001;;;;
1834;55 Accommodation;2002;;;;
1835;55 Accommodation;2003;;;;
1836;55 Accommodation;2004;;;;
1837;55 Accommodation;2005;;;;
1838;55 Accommodation;2006;;;;
1839;55 Accommodation;2007;;;;
1840;55 Accommodation;2008;;;;
1841;55 Accommodation;2009;;;;
1842;55 Accommodation;2010;;;;
1843;55 Accommodation;2011;;;;
1844;55 Accommodation;2012;;;;
1845;55 Accommodation;2013;;;;
1846;55 Accommodation;2014;;;;
1847;55 Accommodation;2015;399.0;435.0;;91.8
1848;55 Accommodation;2016;523.0;572.0;31.6;91.5
1849;55 Accommodation;2017;707.0;771.0;34.8;91.7
1850;55 Accommodation;2018;659.0;706.0;-8.3;93.3
1851;55 Accommodation;2019;744.0;783.0;10.8;95.1
1852;55 Accommodation;2020;577.0;592.0;-24.3;97.4
1853;55 Accommodation;2021;704.0;704.0;18.9;100.0
1854;55 Accommodation;2022;955.0;903.0;28.3;105.8
1855;55 Accommodation;2023;;;;
1856;56 Food and beverage service activities;1995;;;;
1857;56 Food and beverage service activities;1996;;;;
1858;56 Food and beverage service activities;1997;;;;
1859;56 Food and beverage service activities;1998;;;;
1860;56 Food and beverage service activities;1999;;;;
1861;56 Food and beverage service activities;2000;;;;
1862;56 Food and beverage service activities;2001;;;;
1863;56 Food and beverage service activities;2002;;;;
1864;56 Food and beverage service activities;2003;;;;
1865;56 Food and beverage service activities;2004;;;;
1866;56 Food and beverage service activities;2005;;;;
1867;56 Food and beverage service activities;2006;;;;
1868;56 Food and beverage service activities;2007;;;;
1869;56 Food and beverage service activities;2008;;;;
1870;56 Food and beverage service activities;2009;;;;
1871;56 Food and beverage service activities;2010;;;;
1872;56 Food and beverage service activities;2011;;;;
1873;56 Food and beverage service activities;2012;;;;
1874;56 Food and beverage service activities;2013;;;;
1875;56 Food and beverage service activities;2014;;;;
1876;56 Food and beverage service activities;2015;472.0;513.0;;92.1
1877;56 Food and beverage service activities;2016;509.0;556.0;8.5;91.5
1878;56 Food and beverage service activities;2017;622.0;673.0;21.0;92.4
1879;56 Food and beverage service activities;2018;593.0;629.0;-6.6;94.3
1880;56 Food and beverage service activities;2019;602.0;623.0;-0.8;96.6
1881;56 Food and beverage service activities;2020;489.0;497.0;-20.3;98.4
1882;56 Food and beverage service activities;2021;499.0;499.0;0.4;100.0
1883;56 Food and beverage service activities;2022;719.0;678.0;35.9;106.0
1884;56 Food and beverage service activities;2023;;;;
1885;J Information and communication;1995;2313.0;2735.0;;84.6
1886;J Information and communication;1996;2871.0;3370.0;23.2;85.2
1887;J Information and communication;1997;3674.0;4270.0;26.7;86.0
1888;J Information and communication;1998;4801.0;5600.0;31.1;85.7
1889;J Information and communication;1999;6955.0;8175.0;46.0;85.1
1890;J Information and communication;2000;7301.0;8442.0;3.3;86.5
1891;J Information and communication;2001;6436.0;7383.0;-12.5;87.2
1892;J Information and communication;2002;4288.0;4829.0;-34.6;88.8
1893;J Information and communication;2003;3633.0;4105.0;-15.0;88.5
1894;J Information and communication;2004;4138.0;4681.0;14.0;88.4
1895;J Information and communication;2005;4713.0;5341.0;14.1;88.2
1896;J Information and communication;2006;5040.0;5667.0;6.1;88.9
1897;J Information and communication;2007;5757.0;6390.0;12.8;90.1
1898;J Information and communication;2008;5611.0;6135.0;-4.0;91.5
1899;J Information and communication;2009;5076.0;5550.0;-9.5;91.5
1900;J Information and communication;2010;5165.0;5510.0;-0.7;93.7
1901;J Information and communication;2011;5304.0;5690.0;3.3;93.2
1902;J Information and communication;2012;5554.0;5932.0;4.3;93.6
1903;J Information and communication;2013;5840.0;6261.0;5.5;93.3
1904;J Information and communication;2014;6255.0;6718.0;7.3;93.1
1905;J Information and communication;2015;6302.0;6805.0;1.3;92.6
1906;J Information and communication;2016;6874.0;7479.0;9.9;91.9
1907;J Information and communication;2017;7075.0;7628.0;2.0;92.7
1908;J Information and communication;2018;7166.0;7560.0;-0.9;94.8
1909;J Information and communication;2019;8470.0;8827.0;16.8;96.0
1910;J Information and communication;2020;9360.0;9625.0;9.0;97.2
1911;J Information and communication;2021;9101.0;9101.0;-5.4;100.0
1912;J Information and communication;2022;10567.0;9913.0;8.9;106.6
1913;J Information and communication;2023;10508.0;9514.0;-4.0;110.4
1914;58-60 Publishing, movie, radio and  TV;1995;279.0;245.0;;113.9
1915;58-60 Publishing, movie, radio and  TV;1996;276.0;259.0;5.7;106.6
1916;58-60 Publishing, movie, radio and  TV;1997;316.0;299.0;15.6;105.6
1917;58-60 Publishing, movie, radio and  TV;1998;405.0;407.0;36.1;99.5
1918;58-60 Publishing, movie, radio and  TV;1999;398.0;414.0;1.7;96.1
1919;58-60 Publishing, movie, radio and  TV;2000;420.0;444.0;7.3;94.5
1920;58-60 Publishing, movie, radio and  TV;2001;437.0;468.0;5.2;93.4
1921;58-60 Publishing, movie, radio and  TV;2002;397.0;428.0;-8.5;92.7
1922;58-60 Publishing, movie, radio and  TV;2003;351.0;386.0;-9.8;90.9
1923;58-60 Publishing, movie, radio and  TV;2004;403.0;444.0;15.1;90.7
1924;58-60 Publishing, movie, radio and  TV;2005;421.0;467.0;5.2;90.1
1925;58-60 Publishing, movie, radio and  TV;2006;459.0;503.0;7.6;91.3
1926;58-60 Publishing, movie, radio and  TV;2007;470.0;506.0;0.7;92.8
1927;58-60 Publishing, movie, radio and  TV;2008;554.0;592.0;17.0;93.5
1928;58-60 Publishing, movie, radio and  TV;2009;551.0;580.0;-2.2;95.1
1929;58-60 Publishing, movie, radio and  TV;2010;637.0;662.0;14.2;96.3
1930;58-60 Publishing, movie, radio and  TV;2011;569.0;601.0;-9.1;94.6
1931;58-60 Publishing, movie, radio and  TV;2012;531.0;563.0;-6.3;94.3
1932;58-60 Publishing, movie, radio and  TV;2013;558.0;591.0;4.9;94.4
1933;58-60 Publishing, movie, radio and  TV;2014;553.0;586.0;-0.9;94.4
1934;58-60 Publishing, movie, radio and  TV;2015;621.0;652.0;11.4;95.2
1935;58-60 Publishing, movie, radio and  TV;2016;653.0;690.0;5.8;94.6
1936;58-60 Publishing, movie, radio and  TV;2017;604.0;637.0;-7.7;94.8
1937;58-60 Publishing, movie, radio and  TV;2018;606.0;633.0;-0.7;95.7
1938;58-60 Publishing, movie, radio and  TV;2019;629.0;649.0;2.5;96.9
1939;58-60 Publishing, movie, radio and  TV;2020;598.0;611.0;-5.9;97.9
1940;58-60 Publishing, movie, radio and  TV;2021;724.0;724.0;18.6;100.0
1941;58-60 Publishing, movie, radio and  TV;2022;725.0;700.0;-3.3;103.6
1942;58-60 Publishing, movie, radio and  TV;2023;;;;
1943;58 Publishing ;1995;154.0;128.0;;120.1
1944;58 Publishing ;1996;153.0;138.0;7.8;110.7
1945;58 Publishing ;1997;186.0;168.0;21.6;110.7
1946;58 Publishing ;1998;245.0;238.0;41.4;103.1
1947;58 Publishing ;1999;236.0;240.0;1.2;98.1
1948;58 Publishing ;2000;254.0;264.0;9.7;96.2
1949;58 Publishing ;2001;230.0;244.0;-7.5;94.2
1950;58 Publishing ;2002;177.0;191.0;-21.7;92.6
1951;58 Publishing ;2003;167.0;186.0;-2.8;89.9
1952;58 Publishing ;2004;199.0;220.0;18.6;90.4
1953;58 Publishing ;2005;225.0;249.0;13.1;90.4
1954;58 Publishing ;2006;230.0;256.0;2.7;90.0
1955;58 Publishing ;2007;253.0;272.0;6.5;92.9
1956;58 Publishing ;2008;272.0;291.0;6.7;93.6
1957;58 Publishing ;2009;268.0;285.0;-1.8;94.0
1958;58 Publishing ;2010;366.0;377.0;32.1;97.2
1959;58 Publishing ;2011;255.0;271.0;-28.1;94.2
1960;58 Publishing ;2012;263.0;280.0;3.5;93.8
1961;58 Publishing ;2013;258.0;275.0;-1.9;93.8
1962;58 Publishing ;2014;240.0;256.0;-7.0;93.8
1963;58 Publishing ;2015;204.0;215.0;-15.8;94.8
1964;58 Publishing ;2016;228.0;243.0;12.7;94.0
1965;58 Publishing ;2017;197.0;210.0;-13.6;94.0
1966;58 Publishing ;2018;194.0;202.0;-3.6;95.9
1967;58 Publishing ;2019;217.0;225.0;11.3;96.4
1968;58 Publishing ;2020;205.0;210.0;-6.9;97.8
1969;58 Publishing ;2021;228.0;228.0;8.8;100.0
1970;58 Publishing ;2022;297.0;285.0;25.0;104.2
1971;58 Publishing ;2023;;;;
1972;59-60 Movies, TV and radio;1995;125.0;116.0;;107.6
1973;59-60 Movies, TV and radio;1996;123.0;120.0;3.2;102.5
1974;59-60 Movies, TV and radio;1997;130.0;130.0;8.1;100.2
1975;59-60 Movies, TV and radio;1998;160.0;167.0;28.5;96.0
1976;59-60 Movies, TV and radio;1999;162.0;171.0;2.5;94.9
1977;59-60 Movies, TV and radio;2000;166.0;177.0;3.7;93.7
1978;59-60 Movies, TV and radio;2001;207.0;221.0;24.7;93.7
1979;59-60 Movies, TV and radio;2002;220.0;235.0;6.3;93.7
1980;59-60 Movies, TV and radio;2003;184.0;198.0;-15.5;92.7
1981;59-60 Movies, TV and radio;2004;204.0;222.0;12.0;91.8
1982;59-60 Movies, TV and radio;2005;196.0;217.0;-2.5;90.4
1983;59-60 Movies, TV and radio;2006;229.0;245.0;13.3;93.3
1984;59-60 Movies, TV and radio;2007;217.0;233.0;-5.2;93.3
1985;59-60 Movies, TV and radio;2008;282.0;300.0;29.0;94.0
1986;59-60 Movies, TV and radio;2009;283.0;293.0;-2.5;96.7
1987;59-60 Movies, TV and radio;2010;271.0;284.0;-2.8;95.3
1988;59-60 Movies, TV and radio;2011;314.0;332.0;16.6;94.7
1989;59-60 Movies, TV and radio;2012;268.0;284.0;-14.3;94.3
1990;59-60 Movies, TV and radio;2013;300.0;317.0;11.6;94.6
1991;59-60 Movies, TV and radio;2014;313.0;331.0;4.3;94.6
1992;59-60 Movies, TV and radio;2015;417.0;437.0;32.3;95.3
1993;59-60 Movies, TV and radio;2016;425.0;448.0;2.4;94.9
1994;59-60 Movies, TV and radio;2017;407.0;428.0;-4.5;95.1
1995;59-60 Movies, TV and radio;2018;412.0;431.0;0.7;95.6
1996;59-60 Movies, TV and radio;2019;412.0;424.0;-1.7;97.2
1997;59-60 Movies, TV and radio;2020;393.0;401.0;-5.3;98.0
1998;59-60 Movies, TV and radio;2021;496.0;496.0;23.7;100.0
1999;59-60 Movies, TV and radio;2022;428.0;415.0;-16.3;103.1
2000;59-60 Movies, TV and radio;2023;;;;
2001;61 Telecommunications;1995;1556.0;2095.0;;74.3
2002;61 Telecommunications;1996;1921.0;2487.0;18.7;77.2
2003;61 Telecommunications;1997;2606.0;3321.0;33.5;78.5
2004;61 Telecommunications;1998;3434.0;4324.0;30.2;79.4
2005;61 Telecommunications;1999;5366.0;6754.0;56.2;79.4
2006;61 Telecommunications;2000;5650.0;6947.0;2.9;81.3
2007;61 Telecommunications;2001;4718.0;5719.0;-17.7;82.5
2008;61 Telecommunications;2002;2773.0;3288.0;-42.5;84.3
2009;61 Telecommunications;2003;2161.0;2576.0;-21.7;83.9
2010;61 Telecommunications;2004;2432.0;2896.0;12.4;84.0
2011;61 Telecommunications;2005;2862.0;3411.0;17.8;83.9
2012;61 Telecommunications;2006;3007.0;3550.0;4.1;84.7
2013;61 Telecommunications;2007;3335.0;3889.0;9.5;85.8
2014;61 Telecommunications;2008;3064.0;3479.0;-10.6;88.1
2015;61 Telecommunications;2009;2730.0;3112.0;-10.5;87.7
2016;61 Telecommunications;2010;2495.0;2741.0;-11.9;91.0
2017;61 Telecommunications;2011;2715.0;2974.0;8.5;91.3
2018;61 Telecommunications;2012;2809.0;3049.0;2.5;92.1
2019;61 Telecommunications;2013;3150.0;3446.0;13.0;91.4
2020;61 Telecommunications;2014;3543.0;3902.0;13.2;90.8
2021;61 Telecommunications;2015;3198.0;3582.0;-8.2;89.3
2022;61 Telecommunications;2016;3054.0;3437.0;-4.0;88.8
2023;61 Telecommunications;2017;3222.0;3563.0;3.7;90.4
2024;61 Telecommunications;2018;3045.0;3277.0;-8.0;92.9
2025;61 Telecommunications;2019;3260.0;3444.0;5.1;94.7
2026;61 Telecommunications;2020;3326.0;3474.0;0.9;95.7
2027;61 Telecommunications;2021;3394.0;3394.0;-2.3;100.0
2028;61 Telecommunications;2022;3925.0;3598.0;6.0;109.1
2029;61 Telecommunications;2023;;;;
2030;62-63 IT- and information services;1995;478.0;462.0;;103.4
2031;62-63 IT- and information services;1996;674.0;685.0;48.1;98.4
2032;62-63 IT- and information services;1997;752.0;766.0;11.9;98.2
2033;62-63 IT- and information services;1998;962.0;1013.0;32.3;94.9
2034;62-63 IT- and information services;1999;1191.0;1299.0;28.2;91.7
2035;62-63 IT- and information services;2000;1231.0;1348.0;3.8;91.3
2036;62-63 IT- and information services;2001;1281.0;1415.0;5.0;90.5
2037;62-63 IT- and information services;2002;1118.0;1212.0;-14.4;92.3
2038;62-63 IT- and information services;2003;1121.0;1208.0;-0.3;92.8
2039;62-63 IT- and information services;2004;1303.0;1411.0;16.8;92.3
2040;62-63 IT- and information services;2005;1430.0;1552.0;10.0;92.2
2041;62-63 IT- and information services;2006;1574.0;1703.0;9.7;92.4
2042;62-63 IT- and information services;2007;1952.0;2084.0;22.4;93.6
2043;62-63 IT- and information services;2008;1993.0;2129.0;2.2;93.6
2044;62-63 IT- and information services;2009;1795.0;1916.0;-10.0;93.7
2045;62-63 IT- and information services;2010;2033.0;2140.0;11.7;95.0
2046;62-63 IT- and information services;2011;2020.0;2155.0;0.7;93.7
2047;62-63 IT- and information services;2012;2214.0;2362.0;9.6;93.7
2048;62-63 IT- and information services;2013;2132.0;2273.0;-3.8;93.8
2049;62-63 IT- and information services;2014;2159.0;2288.0;0.7;94.4
2050;62-63 IT- and information services;2015;2483.0;2615.0;14.3;94.9
2051;62-63 IT- and information services;2016;3167.0;3370.0;28.9;94.0
2052;62-63 IT- and information services;2017;3249.0;3450.0;2.4;94.2
2053;62-63 IT- and information services;2018;3515.0;3663.0;6.2;96.0
2054;62-63 IT- and information services;2019;4581.0;4737.0;29.3;96.7
2055;62-63 IT- and information services;2020;5436.0;5537.0;16.9;98.2
2056;62-63 IT- and information services;2021;4983.0;4983.0;-10.0;100.0
2057;62-63 IT- and information services;2022;5917.0;5615.0;12.7;105.4
2058;62-63 IT- and information services;2023;;;;
2059;62 Support activities in the field of IT;1995;;;;
2060;62 Support activities in the field of IT;1996;;;;
2061;62 Support activities in the field of IT;1997;;;;
2062;62 Support activities in the field of IT;1998;;;;
2063;62 Support activities in the field of IT;1999;;;;
2064;62 Support activities in the field of IT;2000;;;;
2065;62 Support activities in the field of IT;2001;;;;
2066;62 Support activities in the field of IT;2002;;;;
2067;62 Support activities in the field of IT;2003;;;;
2068;62 Support activities in the field of IT;2004;;;;
2069;62 Support activities in the field of IT;2005;;;;
2070;62 Support activities in the field of IT;2006;;;;
2071;62 Support activities in the field of IT;2007;;;;
2072;62 Support activities in the field of IT;2008;;;;
2073;62 Support activities in the field of IT;2009;;;;
2074;62 Support activities in the field of IT;2010;;;;
2075;62 Support activities in the field of IT;2011;;;;
2076;62 Support activities in the field of IT;2012;;;;
2077;62 Support activities in the field of IT;2013;;;;
2078;62 Support activities in the field of IT;2014;;;;
2079;62 Support activities in the field of IT;2015;2135.0;2295.0;;93.0
2080;62 Support activities in the field of IT;2016;2242.0;2434.0;6.1;92.1
2081;62 Support activities in the field of IT;2017;2292.0;2477.0;1.7;92.5
2082;62 Support activities in the field of IT;2018;2435.0;2570.0;3.8;94.8
2083;62 Support activities in the field of IT;2019;2322.0;2406.0;-6.4;96.5
2084;62 Support activities in the field of IT;2020;2391.0;2433.0;1.1;98.3
2085;62 Support activities in the field of IT;2021;2380.0;2380.0;-2.2;100.0
2086;62 Support activities in the field of IT;2022;2868.0;2727.0;14.6;105.2
2087;62 Support activities in the field of IT;2023;;;;
2088;63 Information service activities;1995;;;;
2089;63 Information service activities;1996;;;;
2090;63 Information service activities;1997;;;;
2091;63 Information service activities;1998;;;;
2092;63 Information service activities;1999;;;;
2093;63 Information service activities;2000;;;;
2094;63 Information service activities;2001;;;;
2095;63 Information service activities;2002;;;;
2096;63 Information service activities;2003;;;;
2097;63 Information service activities;2004;;;;
2098;63 Information service activities;2005;;;;
2099;63 Information service activities;2006;;;;
2100;63 Information service activities;2007;;;;
2101;63 Information service activities;2008;;;;
2102;63 Information service activities;2009;;;;
2103;63 Information service activities;2010;;;;
2104;63 Information service activities;2011;;;;
2105;63 Information service activities;2012;;;;
2106;63 Information service activities;2013;;;;
2107;63 Information service activities;2014;;;;
2108;63 Information service activities;2015;348.0;356.0;;97.8
2109;63 Information service activities;2016;925.0;956.0;168.7;96.7
2110;63 Information service activities;2017;957.0;993.0;3.9;96.3
2111;63 Information service activities;2018;1080.0;1112.0;11.9;97.2
2112;63 Information service activities;2019;2259.0;2332.0;109.8;96.9
2113;63 Information service activities;2020;3045.0;3105.0;33.1;98.1
2114;63 Information service activities;2021;2603.0;2603.0;-16.2;100.0
2115;63 Information service activities;2022;3049.0;2888.0;10.9;105.6
2116;63 Information service activities;2023;;;;
2117;K Financial institutions;1995;3458.0;4500.0;;76.8
2118;K Financial institutions;1996;3822.0;5016.0;11.5;76.2
2119;K Financial institutions;1997;4127.0;5374.0;7.1;76.8
2120;K Financial institutions;1998;5260.0;6840.0;27.3;76.9
2121;K Financial institutions;1999;4839.0;6226.0;-9.0;77.7
2122;K Financial institutions;2000;7367.0;9113.0;46.4;80.8
2123;K Financial institutions;2001;6438.0;7644.0;-16.1;84.2
2124;K Financial institutions;2002;5398.0;6254.0;-18.2;86.3
2125;K Financial institutions;2003;3917.0;4515.0;-27.8;86.8
2126;K Financial institutions;2004;4551.0;5215.0;15.5;87.3
2127;K Financial institutions;2005;4158.0;4746.0;-9.0;87.6
2128;K Financial institutions;2006;4441.0;4997.0;5.3;88.9
2129;K Financial institutions;2007;4461.0;4944.0;-1.1;90.2
2130;K Financial institutions;2008;4399.0;4848.0;-2.0;90.7
2131;K Financial institutions;2009;4590.0;5017.0;3.5;91.5
2132;K Financial institutions;2010;5327.0;5779.0;15.2;92.2
2133;K Financial institutions;2011;5093.0;5578.0;-3.5;91.3
2134;K Financial institutions;2012;4169.0;4705.0;-15.6;88.6
2135;K Financial institutions;2013;4181.0;4691.0;-0.3;89.1
2136;K Financial institutions;2014;4106.0;4599.0;-2.0;89.3
2137;K Financial institutions;2015;4592.0;5135.0;11.6;89.4
2138;K Financial institutions;2016;4760.0;5354.0;4.3;88.9
2139;K Financial institutions;2017;6005.0;6700.0;25.1;89.6
2140;K Financial institutions;2018;6253.0;6796.0;1.4;92.0
2141;K Financial institutions;2019;7112.0;7543.0;11.0;94.3
2142;K Financial institutions;2020;7815.0;8034.0;6.5;97.3
2143;K Financial institutions;2021;6135.0;6135.0;-23.6;100.0
2144;K Financial institutions;2022;6306.0;6065.0;-1.1;104.0
2145;K Financial institutions;2023;6041.0;5629.0;-7.2;107.3
2146;64 Financial institutions, no insurance;1995;1270.0;1406.0;;90.3
2147;64 Financial institutions, no insurance;1996;1121.0;1307.0;-7.0;85.7
2148;64 Financial institutions, no insurance;1997;1631.0;1909.0;46.0;85.4
2149;64 Financial institutions, no insurance;1998;1819.0;2187.0;14.5;83.2
2150;64 Financial institutions, no insurance;1999;1880.0;2256.0;3.2;83.3
2151;64 Financial institutions, no insurance;2000;2216.0;2590.0;14.8;85.6
2152;64 Financial institutions, no insurance;2001;2078.0;2376.0;-8.3;87.5
2153;64 Financial institutions, no insurance;2002;1459.0;1658.0;-30.2;88.0
2154;64 Financial institutions, no insurance;2003;1716.0;1956.0;18.0;87.7
2155;64 Financial institutions, no insurance;2004;1688.0;1929.0;-1.3;87.5
2156;64 Financial institutions, no insurance;2005;1886.0;2159.0;11.9;87.3
2157;64 Financial institutions, no insurance;2006;1885.0;2135.0;-1.1;88.3
2158;64 Financial institutions, no insurance;2007;2181.0;2432.0;13.9;89.7
2159;64 Financial institutions, no insurance;2008;2406.0;2674.0;9.9;90.0
2160;64 Financial institutions, no insurance;2009;2222.0;2447.0;-8.5;90.8
2161;64 Financial institutions, no insurance;2010;4010.0;4381.0;79.0;91.5
2162;64 Financial institutions, no insurance;2011;3607.0;3969.0;-9.4;90.9
2163;64 Financial institutions, no insurance;2012;2726.0;3118.0;-21.5;87.4
2164;64 Financial institutions, no insurance;2013;2819.0;3202.0;2.7;88.0
2165;64 Financial institutions, no insurance;2014;2568.0;2913.0;-9.0;88.2
2166;64 Financial institutions, no insurance;2015;3271.0;3704.0;27.2;88.3
2167;64 Financial institutions, no insurance;2016;3179.0;3616.0;-2.4;87.9
2168;64 Financial institutions, no insurance;2017;3807.0;4289.0;18.6;88.8
2169;64 Financial institutions, no insurance;2018;4233.0;4637.0;8.1;91.3
2170;64 Financial institutions, no insurance;2019;5367.0;5717.0;23.3;93.9
2171;64 Financial institutions, no insurance;2020;5558.0;5722.0;0.1;97.1
2172;64 Financial institutions, no insurance;2021;4508.0;4508.0;-21.2;100.0
2173;64 Financial institutions, no insurance;2022;4532.0;4353.0;-3.4;104.1
2174;64 Financial institutions, no insurance;2023;;;;
2175;65 Insurance and pension funding;1995;2012.0;3143.0;;64.0
2176;65 Insurance and pension funding;1996;2519.0;3871.0;23.2;65.1
2177;65 Insurance and pension funding;1997;2300.0;3475.0;-10.2;66.2
