ID;BurgerlijkeStaat;Geslacht;GrootteklasseNagelatenVermogen;Perioden;NagelatenVermogenAantal_1;NagelatenVermogenTotaalBedrag_2;NagelatenVermogenGemiddeldBedrag_3;NagelatenVermogenMediaanBedrag_4
544;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2010;7230;1040.0;144.0;141.0
545;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2011;7060;1009.0;143.0;139.0
546;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2005;3100;898.0;289.0;265.0
547;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2006;3560;1033.0;290.0;266.0
548;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2007;3810;1112.0;292.0;270.0
549;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2008;3890;1129.0;290.0;269.0
550;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2009;4070;1181.0;290.0;267.0
551;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2010;4540;1320.0;291.0;268.0
552;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2011;4320;1249.0;289.0;267.0
553;Wettig gehuwd;Mannen;500 000 euro en meer;2005;850;1122.0;1324.0;765.0
554;Wettig gehuwd;Mannen;500 000 euro en meer;2006;910;1139.0;1257.0;775.0
555;Wettig gehuwd;Mannen;500 000 euro en meer;2007;960;1257.0;1311.0;811.0
556;Wettig gehuwd;Mannen;500 000 euro en meer;2008;970;1450.0;1500.0;759.0
557;Wettig gehuwd;Mannen;500 000 euro en meer;2009;930;1091.0;1176.0;748.0
558;Wettig gehuwd;Mannen;500 000 euro en meer;2010;1090;1395.0;1286.0;757.0
559;Wettig gehuwd;Mannen;500 000 euro en meer;2011;1010;1701.0;1692.0;767.0
560;Wettig gehuwd;Vrouwen;Totaal;2005;9850;1210.0;123.0;74.0
561;Wettig gehuwd;Vrouwen;Totaal;2006;10390;1312.0;126.0;77.0
562;Wettig gehuwd;Vrouwen;Totaal;2007;10100;1428.0;141.0;82.0
563;Wettig gehuwd;Vrouwen;Totaal;2008;10790;1526.0;141.0;84.0
564;Wettig gehuwd;Vrouwen;Totaal;2009;10720;1389.0;130.0;82.0
565;Wettig gehuwd;Vrouwen;Totaal;2010;10940;1601.0;146.0;94.0
566;Wettig gehuwd;Vrouwen;Totaal;2011;11430;1437.0;126.0;64.0
567;Wettig gehuwd;Vrouwen;Negatief of nul euro;2005;140;-7.0;-49.0;-13.0
568;Wettig gehuwd;Vrouwen;Negatief of nul euro;2006;140;-6.0;-41.0;-13.0
569;Wettig gehuwd;Vrouwen;Negatief of nul euro;2007;170;-7.0;-40.0;-20.0
570;Wettig gehuwd;Vrouwen;Negatief of nul euro;2008;170;-6.0;-37.0;-18.0
571;Wettig gehuwd;Vrouwen;Negatief of nul euro;2009;190;-12.0;-64.0;-18.0
572;Wettig gehuwd;Vrouwen;Negatief of nul euro;2010;150;-8.0;-54.0;-19.0
573;Wettig gehuwd;Vrouwen;Negatief of nul euro;2011;160;-8.0;-52.0;-14.0
574;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2005;1770;3.0;2.0;1.0
575;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2006;1710;3.0;2.0;1.0
576;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2007;1700;3.0;2.0;1.0
577;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2008;1790;3.0;2.0;1.0
578;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2009;1750;3.0;2.0;2.0
579;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2010;2150;3.0;2.0;1.0
580;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2011;2590;4.0;2.0;1.0
581;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2005;580;4.0;7.0;7.0
582;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2006;590;4.0;7.0;7.0
583;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2007;530;4.0;7.0;7.0
584;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2008;540;4.0;7.0;7.0
585;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2009;620;4.0;7.0;7.0
586;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2010;610;4.0;7.0;7.0
587;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2011;740;5.0;7.0;7.0
588;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2005;960;14.0;14.0;11.0
589;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2006;1000;14.0;14.0;11.0
590;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2007;940;16.0;17.0;18.0
591;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2008;1000;17.0;17.0;17.0
592;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2009;960;16.0;17.0;17.0
593;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2010;1040;18.0;17.0;17.0
594;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2011;1430;24.0;17.0;16.0
595;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2005;700;26.0;38.0;38.0
596;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2006;750;28.0;38.0;38.0
597;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2007;680;26.0;38.0;37.0
598;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2008;700;26.0;38.0;39.0
599;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2009;680;26.0;38.0;39.0
600;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2010;460;17.0;37.0;37.0
601;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2011;530;19.0;36.0;36.0
602;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2005;1770;134.0;76.0;76.0
603;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2006;1850;139.0;75.0;75.0
604;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2007;1650;126.0;76.0;77.0
605;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2008;1770;134.0;75.0;76.0
606;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2009;1830;138.0;75.0;76.0
607;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2010;1240;96.0;77.0;78.0
608;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2011;1060;81.0;76.0;78.0
609;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2005;2390;341.0;142.0;138.0
610;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2006;2650;379.0;143.0;141.0
611;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2007;2580;368.0;142.0;138.0
612;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2008;2790;399.0;143.0;140.0
613;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2009;2780;398.0;143.0;140.0
614;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2010;2940;427.0;145.0;143.0
615;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2011;2740;402.0;146.0;145.0
616;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2005;1250;363.0;291.0;268.0
617;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2006;1330;382.0;288.0;265.0
618;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2007;1480;427.0;289.0;265.0
619;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2008;1630;471.0;289.0;268.0
620;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2009;1560;447.0;286.0;262.0
621;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2010;1920;551.0;287.0;264.0
622;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2011;1780;525.0;294.0;272.0
623;Wettig gehuwd;Vrouwen;500 000 euro en meer;2005;290;331.0;1126.0;739.0
624;Wettig gehuwd;Vrouwen;500 000 euro en meer;2006;360;367.0;1011.0;722.0
625;Wettig gehuwd;Vrouwen;500 000 euro en meer;2007;370;466.0;1262.0;774.0
626;Wettig gehuwd;Vrouwen;500 000 euro en meer;2008;400;478.0;1194.0;767.0
627;Wettig gehuwd;Vrouwen;500 000 euro en meer;2009;360;369.0;1015.0;720.0
628;Wettig gehuwd;Vrouwen;500 000 euro en meer;2010;430;492.0;1157.0;734.0
629;Wettig gehuwd;Vrouwen;500 000 euro en meer;2011;390;385.0;979.0;714.0
630;Verweduwd;Mannen en vrouwen;Totaal;2005;43990;3856.0;88.0;17.0
631;Verweduwd;Mannen en vrouwen;Totaal;2006;46270;4589.0;99.0;19.0
632;Verweduwd;Mannen en vrouwen;Totaal;2007;44820;4605.0;103.0;21.0
633;Verweduwd;Mannen en vrouwen;Totaal;2008;46980;4943.0;105.0;22.0
634;Verweduwd;Mannen en vrouwen;Totaal;2009;45920;4822.0;105.0;23.0
635;Verweduwd;Mannen en vrouwen;Totaal;2010;48070;5635.0;117.0;24.0
636;Verweduwd;Mannen en vrouwen;Totaal;2011;50450;5764.0;114.0;24.0
637;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2005;110;-5.0;-44.0;-21.0
638;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2006;110;-5.0;-46.0;-13.0
639;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2007;110;-7.0;-62.0;-25.0
640;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2008;100;-6.0;-61.0;-20.0
641;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2009;110;-7.0;-64.0;-21.0
642;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2010;150;-15.0;-106.0;-33.0
643;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2011;110;-6.0;-55.0;-20.0
644;Verweduwd;Mannen en vrouwen;> 0 tot 5 000 euro;2005;8420;21.0;2.0;2.0
645;Verweduwd;Mannen en vrouwen;> 0 tot 5 000 euro;2006;8550;21.0;2.0;2.0
646;Verweduwd;Mannen en vrouwen;> 0 tot 5 000 euro;2007;7700;19.0;2.0;2.0
647;Verweduwd;Mannen en vrouwen;> 0 tot 5 000 euro;2008;7810;19.0;2.0;2.0
648;Verweduwd;Mannen en vrouwen;> 0 tot 5 000 euro;2009;7100;18.0;2.0;2.0
649;Verweduwd;Mannen en vrouwen;> 0 tot 5 000 euro;2010;7260;17.0;2.0;2.0
650;Verweduwd;Mannen en vrouwen;> 0 tot 5 000 euro;2011;7940;18.0;2.0;2.0
651;Verweduwd;Mannen en vrouwen;5 000 tot 10 000 euro;2005;6470;48.0;7.0;7.0
652;Verweduwd;Mannen en vrouwen;5 000 tot 10 000 euro;2006;6320;47.0;7.0;7.0
653;Verweduwd;Mannen en vrouwen;5 000 tot 10 000 euro;2007;5780;43.0;7.0;7.0
654;Verweduwd;Mannen en vrouwen;5 000 tot 10 000 euro;2008;5640;42.0;7.0;7.0
655;Verweduwd;Mannen en vrouwen;5 000 tot 10 000 euro;2009;5390;40.0;7.0;7.0
656;Verweduwd;Mannen en vrouwen;5 000 tot 10 000 euro;2010;5140;38.0;7.0;7.0
657;Verweduwd;Mannen en vrouwen;5 000 tot 10 000 euro;2011;5140;38.0;7.0;7.0
658;Verweduwd;Mannen en vrouwen;10 000 tot 25 000 euro;2005;12760;215.0;17.0;17.0
659;Verweduwd;Mannen en vrouwen;10 000 tot 25 000 euro;2006;12930;221.0;17.0;17.0
660;Verweduwd;Mannen en vrouwen;10 000 tot 25 000 euro;2007;12210;211.0;17.0;17.0
661;Verweduwd;Mannen en vrouwen;10 000 tot 25 000 euro;2008;13090;229.0;17.0;17.0
662;Verweduwd;Mannen en vrouwen;10 000 tot 25 000 euro;2009;12780;225.0;18.0;18.0
663;Verweduwd;Mannen en vrouwen;10 000 tot 25 000 euro;2010;13530;245.0;18.0;18.0
664;Verweduwd;Mannen en vrouwen;10 000 tot 25 000 euro;2011;13890;252.0;18.0;18.0
665;Verweduwd;Mannen en vrouwen;25 000 tot 50 000 euro;2005;4050;143.0;35.0;34.0
666;Verweduwd;Mannen en vrouwen;25 000 tot 50 000 euro;2006;4620;163.0;35.0;34.0
667;Verweduwd;Mannen en vrouwen;25 000 tot 50 000 euro;2007;4950;176.0;35.0;34.0
668;Verweduwd;Mannen en vrouwen;25 000 tot 50 000 euro;2008;5300;188.0;36.0;35.0
669;Verweduwd;Mannen en vrouwen;25 000 tot 50 000 euro;2009;5280;187.0;36.0;35.0
670;Verweduwd;Mannen en vrouwen;25 000 tot 50 000 euro;2010;5320;190.0;36.0;35.0
671;Verweduwd;Mannen en vrouwen;25 000 tot 50 000 euro;2011;5630;200.0;36.0;35.0
672;Verweduwd;Mannen en vrouwen;50 000 tot 100 000 euro;2005;3070;220.0;72.0;70.0
673;Verweduwd;Mannen en vrouwen;50 000 tot 100 000 euro;2006;3510;250.0;71.0;70.0
674;Verweduwd;Mannen en vrouwen;50 000 tot 100 000 euro;2007;3570;255.0;71.0;70.0
675;Verweduwd;Mannen en vrouwen;50 000 tot 100 000 euro;2008;3720;266.0;71.0;70.0
676;Verweduwd;Mannen en vrouwen;50 000 tot 100 000 euro;2009;3900;279.0;71.0;69.0
677;Verweduwd;Mannen en vrouwen;50 000 tot 100 000 euro;2010;3970;282.0;71.0;70.0
678;Verweduwd;Mannen en vrouwen;50 000 tot 100 000 euro;2011;4190;297.0;71.0;69.0
679;Verweduwd;Mannen en vrouwen;100 000 tot 200 000 euro;2005;3450;507.0;147.0;145.0
680;Verweduwd;Mannen en vrouwen;100 000 tot 200 000 euro;2006;3710;544.0;147.0;145.0
681;Verweduwd;Mannen en vrouwen;100 000 tot 200 000 euro;2007;3810;557.0;146.0;144.0
682;Verweduwd;Mannen en vrouwen;100 000 tot 200 000 euro;2008;4110;602.0;147.0;145.0
683;Verweduwd;Mannen en vrouwen;100 000 tot 200 000 euro;2009;4170;615.0;147.0;147.0
684;Verweduwd;Mannen en vrouwen;100 000 tot 200 000 euro;2010;4290;632.0;147.0;147.0
685;Verweduwd;Mannen en vrouwen;100 000 tot 200 000 euro;2011;4780;705.0;147.0;147.0
686;Verweduwd;Mannen en vrouwen;200 000 tot 500 000 euro;2005;4290;1320.0;308.0;290.0
687;Verweduwd;Mannen en vrouwen;200 000 tot 500 000 euro;2006;4820;1488.0;309.0;292.0
688;Verweduwd;Mannen en vrouwen;200 000 tot 500 000 euro;2007;4950;1533.0;310.0;294.0
689;Verweduwd;Mannen en vrouwen;200 000 tot 500 000 euro;2008;5350;1647.0;308.0;290.0
690;Verweduwd;Mannen en vrouwen;200 000 tot 500 000 euro;2009;5470;1679.0;307.0;289.0
691;Verweduwd;Mannen en vrouwen;200 000 tot 500 000 euro;2010;6380;1997.0;313.0;298.0
692;Verweduwd;Mannen en vrouwen;200 000 tot 500 000 euro;2011;6600;2046.0;310.0;293.0
693;Verweduwd;Mannen en vrouwen;500 000 euro en meer;2005;1370;1387.0;1016.0;724.0
694;Verweduwd;Mannen en vrouwen;500 000 euro en meer;2006;1710;1860.0;1086.0;710.0
695;Verweduwd;Mannen en vrouwen;500 000 euro en meer;2007;1760;1818.0;1035.0;706.0
696;Verweduwd;Mannen en vrouwen;500 000 euro en meer;2008;1870;1955.0;1047.0;717.0
697;Verweduwd;Mannen en vrouwen;500 000 euro en meer;2009;1710;1787.0;1044.0;714.0
698;Verweduwd;Mannen en vrouwen;500 000 euro en meer;2010;2040;2250.0;1103.0;712.0
699;Verweduwd;Mannen en vrouwen;500 000 euro en meer;2011;2170;2213.0;1019.0;703.0
700;Verweduwd;Mannen;Totaal;2005;11690;1289.0;110.0;23.0
701;Verweduwd;Mannen;Totaal;2006;12070;1523.0;126.0;23.0
702;Verweduwd;Mannen;Totaal;2007;11890;1544.0;130.0;25.0
703;Verweduwd;Mannen;Totaal;2008;12250;1587.0;130.0;27.0
704;Verweduwd;Mannen;Totaal;2009;12170;1620.0;133.0;30.0
705;Verweduwd;Mannen;Totaal;2010;12570;1816.0;145.0;31.0
706;Verweduwd;Mannen;Totaal;2011;13300;1859.0;140.0;31.0
707;Verweduwd;Mannen;Negatief of nul euro;2005;50;;;
708;Verweduwd;Mannen;Negatief of nul euro;2006;30;;;
709;Verweduwd;Mannen;Negatief of nul euro;2007;40;;;
710;Verweduwd;Mannen;Negatief of nul euro;2008;30;;;
711;Verweduwd;Mannen;Negatief of nul euro;2009;40;;;
712;Verweduwd;Mannen;Negatief of nul euro;2010;50;-8.0;-155.0;-28.0
713;Verweduwd;Mannen;Negatief of nul euro;2011;40;;;
714;Verweduwd;Mannen;> 0 tot 5 000 euro;2005;1850;5.0;2.0;2.0
715;Verweduwd;Mannen;> 0 tot 5 000 euro;2006;1850;4.0;2.0;2.0
716;Verweduwd;Mannen;> 0 tot 5 000 euro;2007;1740;4.0;2.0;2.0
717;Verweduwd;Mannen;> 0 tot 5 000 euro;2008;1780;4.0;2.0;2.0
718;Verweduwd;Mannen;> 0 tot 5 000 euro;2009;1660;4.0;2.0;2.0
719;Verweduwd;Mannen;> 0 tot 5 000 euro;2010;1690;4.0;2.0;2.0
720;Verweduwd;Mannen;> 0 tot 5 000 euro;2011;1840;4.0;2.0;2.0
721;Verweduwd;Mannen;5 000 tot 10 000 euro;2005;1400;10.0;7.0;7.0
722;Verweduwd;Mannen;5 000 tot 10 000 euro;2006;1320;10.0;7.0;7.0
723;Verweduwd;Mannen;5 000 tot 10 000 euro;2007;1290;9.0;7.0;7.0
724;Verweduwd;Mannen;5 000 tot 10 000 euro;2008;1220;9.0;7.0;7.0
725;Verweduwd;Mannen;5 000 tot 10 000 euro;2009;1130;8.0;7.0;7.0
726;Verweduwd;Mannen;5 000 tot 10 000 euro;2010;1100;8.0;7.0;7.0
727;Verweduwd;Mannen;5 000 tot 10 000 euro;2011;1150;9.0;7.0;7.0
728;Verweduwd;Mannen;10 000 tot 25 000 euro;2005;3140;54.0;17.0;17.0
729;Verweduwd;Mannen;10 000 tot 25 000 euro;2006;3130;55.0;18.0;18.0
730;Verweduwd;Mannen;10 000 tot 25 000 euro;2007;2880;50.0;17.0;17.0
731;Verweduwd;Mannen;10 000 tot 25 000 euro;2008;2940;52.0;18.0;18.0
732;Verweduwd;Mannen;10 000 tot 25 000 euro;2009;2850;50.0;18.0;18.0
733;Verweduwd;Mannen;10 000 tot 25 000 euro;2010;2970;55.0;18.0;19.0
734;Verweduwd;Mannen;10 000 tot 25 000 euro;2011;3110;56.0;18.0;18.0
735;Verweduwd;Mannen;25 000 tot 50 000 euro;2005;1170;42.0;36.0;35.0
736;Verweduwd;Mannen;25 000 tot 50 000 euro;2006;1300;46.0;36.0;35.0
737;Verweduwd;Mannen;25 000 tot 50 000 euro;2007;1410;51.0;36.0;35.0
738;Verweduwd;Mannen;25 000 tot 50 000 euro;2008;1490;53.0;36.0;35.0
739;Verweduwd;Mannen;25 000 tot 50 000 euro;2009;1470;52.0;36.0;35.0
740;Verweduwd;Mannen;25 000 tot 50 000 euro;2010;1470;53.0;36.0;36.0
741;Verweduwd;Mannen;25 000 tot 50 000 euro;2011;1500;54.0;36.0;35.0
742;Verweduwd;Mannen;50 000 tot 100 000 euro;2005;1000;72.0;72.0;70.0
743;Verweduwd;Mannen;50 000 tot 100 000 euro;2006;1050;75.0;72.0;71.0
744;Verweduwd;Mannen;50 000 tot 100 000 euro;2007;1080;77.0;71.0;70.0
745;Verweduwd;Mannen;50 000 tot 100 000 euro;2008;1130;81.0;71.0;69.0
746;Verweduwd;Mannen;50 000 tot 100 000 euro;2009;1210;87.0;71.0;69.0
747;Verweduwd;Mannen;50 000 tot 100 000 euro;2010;1180;84.0;71.0;70.0
748;Verweduwd;Mannen;50 000 tot 100 000 euro;2011;1270;90.0;71.0;68.0
749;Verweduwd;Mannen;100 000 tot 200 000 euro;2005;1150;170.0;148.0;146.0
750;Verweduwd;Mannen;100 000 tot 200 000 euro;2006;1150;170.0;147.0;146.0
751;Verweduwd;Mannen;100 000 tot 200 000 euro;2007;1220;178.0;147.0;144.0
752;Verweduwd;Mannen;100 000 tot 200 000 euro;2008;1250;184.0;147.0;146.0
753;Verweduwd;Mannen;100 000 tot 200 000 euro;2009;1320;195.0;148.0;147.0
754;Verweduwd;Mannen;100 000 tot 200 000 euro;2010;1300;191.0;147.0;145.0
755;Verweduwd;Mannen;100 000 tot 200 000 euro;2011;1510;224.0;148.0;147.0
756;Verweduwd;Mannen;200 000 tot 500 000 euro;2005;1510;467.0;310.0;293.0
757;Verweduwd;Mannen;200 000 tot 500 000 euro;2006;1640;510.0;311.0;293.0
758;Verweduwd;Mannen;200 000 tot 500 000 euro;2007;1650;516.0;312.0;297.0
759;Verweduwd;Mannen;200 000 tot 500 000 euro;2008;1760;546.0;311.0;293.0
760;Verweduwd;Mannen;200 000 tot 500 000 euro;2009;1880;575.0;306.0;290.0
761;Verweduwd;Mannen;200 000 tot 500 000 euro;2010;2110;662.0;314.0;299.0
762;Verweduwd;Mannen;200 000 tot 500 000 euro;2011;2140;670.0;313.0;298.0
763;Verweduwd;Mannen;500 000 euro en meer;2005;440;472.0;1072.0;726.0
764;Verweduwd;Mannen;500 000 euro en meer;2006;590;653.0;1099.0;689.0
765;Verweduwd;Mannen;500 000 euro en meer;2007;600;660.0;1105.0;713.0
766;Verweduwd;Mannen;500 000 euro en meer;2008;640;660.0;1031.0;714.0
767;Verweduwd;Mannen;500 000 euro en meer;2009;610;651.0;1073.0;706.0
768;Verweduwd;Mannen;500 000 euro en meer;2010;690;769.0;1111.0;695.0
769;Verweduwd;Mannen;500 000 euro en meer;2011;740;755.0;1015.0;698.0
770;Verweduwd;Vrouwen;Totaal;2005;32300;2567.0;79.0;16.0
771;Verweduwd;Vrouwen;Totaal;2006;34200;3066.0;90.0;17.0
772;Verweduwd;Vrouwen;Totaal;2007;32930;3061.0;93.0;19.0
773;Verweduwd;Vrouwen;Totaal;2008;34740;3356.0;97.0;20.0
774;Verweduwd;Vrouwen;Totaal;2009;33750;3202.0;95.0;21.0
775;Verweduwd;Vrouwen;Totaal;2010;35510;3819.0;108.0;23.0
776;Verweduwd;Vrouwen;Totaal;2011;37150;3905.0;105.0;24.0
777;Verweduwd;Vrouwen;Negatief of nul euro;2005;60;-2.0;-39.0;-20.0
778;Verweduwd;Vrouwen;Negatief of nul euro;2006;80;-4.0;-45.0;-10.0
779;Verweduwd;Vrouwen;Negatief of nul euro;2007;70;-5.0;-64.0;-26.0
780;Verweduwd;Vrouwen;Negatief of nul euro;2008;70;-4.0;-63.0;-17.0
781;Verweduwd;Vrouwen;Negatief of nul euro;2009;70;-4.0;-57.0;-19.0
782;Verweduwd;Vrouwen;Negatief of nul euro;2010;90;-7.0;-79.0;-34.0
783;Verweduwd;Vrouwen;Negatief of nul euro;2011;70;-4.0;-58.0;-20.0
784;Verweduwd;Vrouwen;> 0 tot 5 000 euro;2005;6580;16.0;2.0;2.0
785;Verweduwd;Vrouwen;> 0 tot 5 000 euro;2006;6700;17.0;2.0;2.0
786;Verweduwd;Vrouwen;> 0 tot 5 000 euro;2007;5960;15.0;2.0;2.0
787;Verweduwd;Vrouwen;> 0 tot 5 000 euro;2008;6030;15.0;2.0;2.0
788;Verweduwd;Vrouwen;> 0 tot 5 000 euro;2009;5440;14.0;2.0;2.0
789;Verweduwd;Vrouwen;> 0 tot 5 000 euro;2010;5570;13.0;2.0;2.0
790;Verweduwd;Vrouwen;> 0 tot 5 000 euro;2011;6110;14.0;2.0;2.0
791;Verweduwd;Vrouwen;5 000 tot 10 000 euro;2005;5070;37.0;7.0;7.0
792;Verweduwd;Vrouwen;5 000 tot 10 000 euro;2006;5000;37.0;7.0;7.0
793;Verweduwd;Vrouwen;5 000 tot 10 000 euro;2007;4490;33.0;7.0;7.0
794;Verweduwd;Vrouwen;5 000 tot 10 000 euro;2008;4420;33.0;7.0;7.0
795;Verweduwd;Vrouwen;5 000 tot 10 000 euro;2009;4260;31.0;7.0;7.0
796;Verweduwd;Vrouwen;5 000 tot 10 000 euro;2010;4040;30.0;7.0;7.0
797;Verweduwd;Vrouwen;5 000 tot 10 000 euro;2011;3990;29.0;7.0;7.0
798;Verweduwd;Vrouwen;10 000 tot 25 000 euro;2005;9630;161.0;17.0;16.0
799;Verweduwd;Vrouwen;10 000 tot 25 000 euro;2006;9790;165.0;17.0;17.0
800;Verweduwd;Vrouwen;10 000 tot 25 000 euro;2007;9330;160.0;17.0;17.0
801;Verweduwd;Vrouwen;10 000 tot 25 000 euro;2008;10140;177.0;17.0;17.0
802;Verweduwd;Vrouwen;10 000 tot 25 000 euro;2009;9930;175.0;18.0;18.0
803;Verweduwd;Vrouwen;10 000 tot 25 000 euro;2010;10560;191.0;18.0;18.0
804;Verweduwd;Vrouwen;10 000 tot 25 000 euro;2011;10780;196.0;18.0;18.0
805;Verweduwd;Vrouwen;25 000 tot 50 000 euro;2005;2890;101.0;35.0;34.0
806;Verweduwd;Vrouwen;25 000 tot 50 000 euro;2006;3310;117.0;35.0;34.0
807;Verweduwd;Vrouwen;25 000 tot 50 000 euro;2007;3540;125.0;35.0;34.0
808;Verweduwd;Vrouwen;25 000 tot 50 000 euro;2008;3820;135.0;35.0;35.0
809;Verweduwd;Vrouwen;25 000 tot 50 000 euro;2009;3810;135.0;35.0;35.0
810;Verweduwd;Vrouwen;25 000 tot 50 000 euro;2010;3850;137.0;36.0;35.0
811;Verweduwd;Vrouwen;25 000 tot 50 000 euro;2011;4130;147.0;36.0;35.0
812;Verweduwd;Vrouwen;50 000 tot 100 000 euro;2005;2070;148.0;72.0;70.0
813;Verweduwd;Vrouwen;50 000 tot 100 000 euro;2006;2460;175.0;71.0;69.0
814;Verweduwd;Vrouwen;50 000 tot 100 000 euro;2007;2490;178.0;71.0;70.0
815;Verweduwd;Vrouwen;50 000 tot 100 000 euro;2008;2590;185.0;71.0;70.0
816;Verweduwd;Vrouwen;50 000 tot 100 000 euro;2009;2690;192.0;71.0;69.0
817;Verweduwd;Vrouwen;50 000 tot 100 000 euro;2010;2790;198.0;71.0;70.0
818;Verweduwd;Vrouwen;50 000 tot 100 000 euro;2011;2920;207.0;71.0;70.0
819;Verweduwd;Vrouwen;100 000 tot 200 000 euro;2005;2300;336.0;147.0;145.0
820;Verweduwd;Vrouwen;100 000 tot 200 000 euro;2006;2550;374.0;147.0;145.0
821;Verweduwd;Vrouwen;100 000 tot 200 000 euro;2007;2590;379.0;146.0;144.0
822;Verweduwd;Vrouwen;100 000 tot 200 000 euro;2008;2860;419.0;147.0;145.0
823;Verweduwd;Vrouwen;100 000 tot 200 000 euro;2009;2850;420.0;147.0;147.0
824;Verweduwd;Vrouwen;100 000 tot 200 000 euro;2010;3000;441.0;147.0;147.0
825;Verweduwd;Vrouwen;100 000 tot 200 000 euro;2011;3270;482.0;147.0;147.0
826;Verweduwd;Vrouwen;200 000 tot 500 000 euro;2005;2780;853.0;306.0;289.0
827;Verweduwd;Vrouwen;200 000 tot 500 000 euro;2006;3170;978.0;308.0;290.0
828;Verweduwd;Vrouwen;200 000 tot 500 000 euro;2007;3290;1017.0;309.0;293.0
829;Verweduwd;Vrouwen;200 000 tot 500 000 euro;2008;3590;1102.0;307.0;288.0
830;Verweduwd;Vrouwen;200 000 tot 500 000 euro;2009;3590;1104.0;308.0;288.0
831;Verweduwd;Vrouwen;200 000 tot 500 000 euro;2010;4270;1335.0;312.0;297.0
832;Verweduwd;Vrouwen;200 000 tot 500 000 euro;2011;4470;1377.0;308.0;290.0
833;Verweduwd;Vrouwen;500 000 euro en meer;2005;930;915.0;990.0;721.0
