ID;AantalVertrekken;AantalPersonenPerVertrek;AantalSlaapruimten;Regio;Woningen_1
8069;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Drenthe, gem. 1001 - 2000 inw.;14
8070;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 50001 - 100000 inw.;1
8071;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Enschede;1
8072;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 20001 - 50000 inw.;24
8073;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Almelo;8
8074;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Deventer;2
8075;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Hengelo (O.);1
8076;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Lonneker;1
8077;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zwolle;12
8078;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 10001 - 20000 inw.;88
8079;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 5001 - 10000 inw.;223
8080;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 2001 - 5000 inw.;95
8081;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 1001 - 2000 inw.;8
8082;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Overijssel, gem. 501 - 1000 inw.;8
8083;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 50001 - 100000 inw.;24
8084;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Apeldoorn;13
8085;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Arnhem;7
8086;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Nijmegen;4
8087;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 20001 - 50000 inw.;13
8088;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Ede;5
8089;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Rheden;8
8090;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 10001 - 20000 inw.;96
8091;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 5001 - 10000 inw.;156
8092;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 2001 - 5000 inw.;104
8093;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 1001 - 2000 inw.;31
8094;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 501 - 1000 inw.;0
8095;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gelderland, gem. 500 en minder inw.;0
8096;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 100001 en meer inw.;22
8097;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht;22
8098;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 20001 - 50000 inw.;4
8099;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Amersfoort;4
8100;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zeist;0
8101;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 10001 - 20000 inw.;5
8102;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 5001 - 10000 inw.;5
8103;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 2001 - 5000 inw.;41
8104;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 1001 - 2000 inw.;9
8105;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 501 - 1000 inw.;4
8106;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Utrecht, gem. 500 en minder inw.;2
8107;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 100001 en meer inw.;102
8108;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Amsterdam;96
8109;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Haarlem;6
8110;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 50001 - 100000 inw.;3
8111;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Hilversum;3
8112;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 20001 - 50000 inw.;20
8113;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Alkmaar;0
8114;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Bussum;2
8115;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Haarlemmermeer;13
8116;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Helder (Den);2
8117;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Velsen;0
8118;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zaandam;3
8119;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 10001 - 20000 inw.;5
8120;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 5001 - 10000 inw.;35
8121;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 2001 - 5000 inw.;71
8122;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 1001 - 2000 inw.;45
8123;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 501 - 1000 inw.;1
8124;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Holland, gem. 500 en minder inw.;0
8125;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 100001 en meer inw.;121
8126;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;'s-Gravenhage;24
8127;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Rotterdam;97
8128;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 50001 - 100000 inw.;35
8129;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Delft;0
8130;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Dordrecht;4
8131;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Leiden;15
8132;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Schiedam;16
8133;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 20001 - 50000 inw.;12
8134;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Gouda;4
8135;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Vlaardingen;8
8136;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 10001 - 20000 inw.;68
8137;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 5001 - 10000 inw.;84
8138;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 2001 - 5000 inw.;274
8139;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 1001 - 2000 inw.;95
8140;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 501 - 1000 inw.;38
8141;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zuid-Holland, gem. 500 en minder inw.;1
8142;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zeeland, gem. 20001 - 50000 inw.;1
8143;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Vlissingen;1
8144;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zeeland, gem. 10001 - 20000 inw.;7
8145;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zeeland, gem. 5001 - 10000 inw.;11
8146;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zeeland, gem. 2001 - 5000 inw.;147
8147;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zeeland, gem. 1001 - 2000 inw.;49
8148;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zeeland, gem. 501 - 1000 inw.;27
8149;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Zeeland, gem. 500 en minder inw.;1
8150;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Brabant, gem. 50001 - 100000 inw.;7
8151;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Eindhoven;3
8152;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Tilburg;4
8153;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Brabant, gem. 20001 - 50000 inw.;51
8154;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Bergen op Zoom;8
8155;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Breda;15
8156;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Helmond;1
8157;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;'s-Hertogenbosch;9
8158;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Roosendaal en Nispen;18
8159;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Brabant, gem. 10001 - 20000 inw.;32
8160;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Brabant, gem. 5001 - 10000 inw.;111
8161;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Brabant, gem. 2001 - 5000 inw.;127
8162;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Brabant, gem. 1001 - 2000 inw.;36
8163;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Noord-Brabant, gem. 501 - 1000 inw.;7
8164;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Limburg, gem. 50001 - 100000 inw.;14
8165;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Maastricht;14
8166;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Limburg, gem. 20001 - 50000 inw.;4
8167;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Heerlen;3
8168;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Kerkrade;0
8169;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Venlo;1
8170;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Limburg, gem. 10001 - 20000 inw.;2
8171;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Limburg, gem. 5001 - 10000 inw.;0
8172;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Limburg, gem. 2001 - 5000 inw.;1
8173;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Limburg, gem. 1001 - 2000 inw.;0
8174;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Limburg, gem. 501 - 1000 inw.;0
8175;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 1 slaapruimte;Limburg, gem. 500 en minder inw.;0
8176;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Nederland;1164
8177;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Groningen (provincie);114
8178;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Friesland;130
8179;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Drenthe;130
8180;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Overijssel;75
8181;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland;88
8182;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht (provincie);43
8183;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland;115
8184;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zuid-Holland;224
8185;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeeland;54
8186;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Brabant;187
8187;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Limburg;4
8188;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met meer dan 100000 inwoners;98
8189;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met 50001 - 100000 inwoners;30
8190;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met 20001 - 50000 inwoners;87
8191;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met 10001 - 20000 inwoners;240
8192;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met 5001 - 10000 inwoners;276
8193;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met 2001 - 5000 inwoners;310
8194;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met 1001 - 2000 inwoners;94
8195;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met 501 - 1000 inwoners;26
8196;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gemeenten met 500 of minder inwoners;3
8197;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Groningen, gem. 100001 en meer inw.;7
8198;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Groningen;7
8199;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Groningen, gem. 10001 - 20000 inw.;32
8200;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Groningen, gem. 5001 - 10000 inw.;46
8201;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Groningen, gem. 2001 - 5000 inw.;26
8202;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Groningen, gem. 1001 - 2000 inw.;3
8203;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Friesland, gem. 20001 - 50000 inw.;11
8204;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Leeuwarden;11
8205;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Friesland, gem. 10001 - 20000 inw.;84
8206;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Friesland, gem. 5001 - 10000 inw.;26
8207;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Friesland, gem. 2001 - 5000 inw.;6
8208;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Friesland, gem. 1001 - 2000 inw.;1
8209;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Friesland, gem. 501 - 1000 inw.;2
8210;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Drenthe, gem. 20001 - 50000 inw.;33
8211;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Emmen;33
8212;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Drenthe, gem. 10001 - 20000 inw.;23
8213;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Drenthe, gem. 5001 - 10000 inw.;37
8214;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Drenthe, gem. 2001 - 5000 inw.;37
8215;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Drenthe, gem. 1001 - 2000 inw.;0
8216;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Overijssel, gem. 50001 - 100000 inw.;0
8217;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Enschede;0
8218;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Overijssel, gem. 20001 - 50000 inw.;8
8219;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Almelo;4
8220;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Deventer;0
8221;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Hengelo (O.);0
8222;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Lonneker;0
8223;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zwolle;4
8224;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Overijssel, gem. 10001 - 20000 inw.;20
8225;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Overijssel, gem. 5001 - 10000 inw.;32
8226;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Overijssel, gem. 2001 - 5000 inw.;10
8227;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Overijssel, gem. 1001 - 2000 inw.;3
8228;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Overijssel, gem. 501 - 1000 inw.;2
8229;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland, gem. 50001 - 100000 inw.;9
8230;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Apeldoorn;5
8231;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Arnhem;3
8232;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Nijmegen;1
8233;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland, gem. 20001 - 50000 inw.;1
8234;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Ede;1
8235;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Rheden;0
8236;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland, gem. 10001 - 20000 inw.;24
8237;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland, gem. 5001 - 10000 inw.;30
8238;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland, gem. 2001 - 5000 inw.;17
8239;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland, gem. 1001 - 2000 inw.;7
8240;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland, gem. 501 - 1000 inw.;0
8241;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Gelderland, gem. 500 en minder inw.;0
8242;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht, gem. 100001 en meer inw.;5
8243;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht;5
8244;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht, gem. 20001 - 50000 inw.;2
8245;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Amersfoort;2
8246;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Zeist;0
8247;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht, gem. 10001 - 20000 inw.;1
8248;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht, gem. 5001 - 10000 inw.;2
8249;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht, gem. 2001 - 5000 inw.;20
8250;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht, gem. 1001 - 2000 inw.;7
8251;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht, gem. 501 - 1000 inw.;4
8252;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Utrecht, gem. 500 en minder inw.;2
8253;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 100001 en meer inw.;25
8254;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Amsterdam;24
8255;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Haarlem;1
8256;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 50001 - 100000 inw.;0
8257;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Hilversum;0
8258;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Noord-Holland, gem. 20001 - 50000 inw.;5
8259;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Alkmaar;0
8260;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Bussum;0
8261;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Haarlemmermeer;2
8262;Totaal aantal woningen;Won. met meer dan 5 t/m 6 pers./vertrek;Woningen met 2 slaapruimten;Helder (Den);0
