ID;BedrijfstakkenBranches;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur2010100_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
618;G Handel;2016 oktober - 2017 september;108.7;1.7;112.1;1.7;0.0
619;G Handel;2017 januari - 2017 december;109.6;2.0;113.0;2.0;-0.1
620;H Vervoer en opslag;2001;85.2;;80.8;;
621;H Vervoer en opslag;2002;88.4;3.8;84.5;4.6;0.7
622;H Vervoer en opslag;2003;90.8;2.6;87.4;3.4;0.7
623;H Vervoer en opslag;2004;90.1;-0.7;87.4;0.1;0.8
624;H Vervoer en opslag;2005;90.6;0.6;88.8;1.6;1.0
625;H Vervoer en opslag;2006;92.3;1.9;90.8;2.3;0.4
626;H Vervoer en opslag;2007;95.5;3.5;94.3;3.8;0.3
627;H Vervoer en opslag;2008;98.0;2.7;96.9;2.8;0.2
628;H Vervoer en opslag;2009;99.6;1.5;99.2;2.3;0.8
629;H Vervoer en opslag;2010;100.0;0.4;100.0;0.8;0.4
630;H Vervoer en opslag;2011;101.9;1.9;102.4;2.4;0.5
631;H Vervoer en opslag;2012;104.2;2.3;105.7;3.2;0.9
632;H Vervoer en opslag;2013;106.2;1.9;108.9;3.1;1.1
633;H Vervoer en opslag;2014;105.6;-0.6;109.0;0.0;0.6
634;H Vervoer en opslag;2015;107.7;2.0;111.1;2.0;0.0
635;H Vervoer en opslag;2016;108.5;0.8;111.8;0.6;-0.2
636;H Vervoer en opslag;2017;110.4;1.7;113.3;1.4;-0.3
637;H Vervoer en opslag;2006 januari - 2006 december;92.3;1.9;90.8;2.3;0.4
638;H Vervoer en opslag;2006 april - 2007 maart;93.3;;91.9;;
639;H Vervoer en opslag;2006 juli - 2007 juni;94.1;;92.8;;
640;H Vervoer en opslag;2006 oktober - 2007 september;94.8;;93.6;;
641;H Vervoer en opslag;2007 januari - 2007 december;95.5;3.5;94.3;3.8;0.3
642;H Vervoer en opslag;2007 april - 2008 maart;96.7;3.7;95.5;4.0;0.2
643;H Vervoer en opslag;2007 juli - 2008 juni;97.1;3.2;95.9;3.3;0.1
644;H Vervoer en opslag;2007 oktober - 2008 september;97.9;3.2;96.7;3.3;0.1
645;H Vervoer en opslag;2008 januari - 2008 december;98.0;2.7;96.9;2.8;0.2
646;H Vervoer en opslag;2008 april - 2009 maart;98.7;2.0;97.7;2.3;0.3
647;H Vervoer en opslag;2008 juli - 2009 juni;99.7;2.7;98.9;3.2;0.4
648;H Vervoer en opslag;2008 oktober - 2009 september;99.6;1.8;99.0;2.4;0.6
649;H Vervoer en opslag;2009 januari - 2009 december;99.6;1.5;99.2;2.3;0.8
650;H Vervoer en opslag;2009 april - 2010 maart;100.0;1.3;99.8;2.2;0.9
651;H Vervoer en opslag;2009 juli - 2010 juni;100.1;0.4;100.1;1.2;0.8
652;H Vervoer en opslag;2009 oktober - 2010 september;99.9;0.3;99.9;0.8;0.6
653;H Vervoer en opslag;2010 januari - 2010 december;100.0;0.4;100.0;0.8;0.4
654;H Vervoer en opslag;2010 april - 2011 maart;100.0;0.0;100.1;0.3;0.3
655;H Vervoer en opslag;2010 juli - 2011 juni;100.1;0.0;100.3;0.2;0.3
656;H Vervoer en opslag;2010 oktober - 2011 september;100.7;0.8;101.0;1.1;0.4
657;H Vervoer en opslag;2011 januari - 2011 december;101.9;1.9;102.4;2.4;0.5
658;H Vervoer en opslag;2011 april - 2012 maart;102.1;2.1;102.8;2.7;0.5
659;H Vervoer en opslag;2011 juli - 2012 juni;102.7;2.6;103.6;3.3;0.7
660;H Vervoer en opslag;2011 oktober - 2012 september;103.3;2.6;104.4;3.4;0.8
661;H Vervoer en opslag;2012 januari - 2012 december;104.2;2.3;105.7;3.2;0.9
662;H Vervoer en opslag;2012 april - 2013 maart;105.7;3.5;107.5;4.6;1.1
663;H Vervoer en opslag;2012 juli - 2013 juni;106.0;3.2;108.2;4.4;1.2
664;H Vervoer en opslag;2012 oktober - 2013 september;106.3;2.9;108.8;4.1;1.2
665;H Vervoer en opslag;2013 januari - 2013 december;106.2;1.9;108.9;3.1;1.1
666;H Vervoer en opslag;2013 april - 2014 maart;105.8;0.1;108.8;1.1;1.0
667;H Vervoer en opslag;2013 juli - 2014 juni;105.6;-0.4;108.7;0.5;0.9
668;H Vervoer en opslag;2013 oktober - 2014 september;105.3;-1.0;108.5;-0.2;0.7
669;H Vervoer en opslag;2014 januari - 2014 december;105.6;-0.6;109.0;0.0;0.6
670;H Vervoer en opslag;2014 april - 2015 maart;106.1;0.2;109.4;0.6;0.4
671;H Vervoer en opslag;2014 juli - 2015 juni;107.0;1.3;110.4;1.5;0.2
672;H Vervoer en opslag;2014 oktober - 2015 september;107.8;2.3;111.2;2.5;0.1
673;H Vervoer en opslag;2015 januari - 2015 december;107.7;2.0;111.1;2.0;0.0
674;H Vervoer en opslag;2015 april - 2016 maart;108.2;2.0;111.5;1.9;0.0
675;H Vervoer en opslag;2015 juli - 2016 juni;107.8;0.8;111.2;0.7;-0.1
676;H Vervoer en opslag;2015 oktober - 2016 september;107.8;0.1;111.1;-0.1;-0.1
677;H Vervoer en opslag;2016 januari - 2016 december ;108.5;0.8;111.8;0.6;-0.2
678;H Vervoer en opslag;2016 april - 2017 maart;107.7;-0.4;110.9;-0.6;-0.2
679;H Vervoer en opslag;2016 juli - 2017 juni;108.1;0.2;111.6;0.3;0.1
680;H Vervoer en opslag;2016 oktober - 2017 september;109.0;1.1;112.3;1.1;0.0
681;H Vervoer en opslag;2017 januari - 2017 december;110.4;1.7;113.3;1.4;-0.3
682;I Horeca;2001;89.6;;87.0;;
683;I Horeca;2002;92.2;2.8;89.8;3.3;0.4
684;I Horeca;2003;93.7;1.7;91.7;2.1;0.5
685;I Horeca;2004;92.2;-1.6;90.8;-1.1;0.6
686;I Horeca;2005;94.1;2.1;93.3;2.8;0.7
687;I Horeca;2006;95.7;1.7;94.4;1.2;-0.5
688;I Horeca;2007;97.5;1.9;96.1;1.7;-0.2
689;I Horeca;2008;99.5;2.0;98.1;2.1;0.0
690;I Horeca;2009;100.0;0.5;99.2;1.1;0.6
691;I Horeca;2010;100.0;0.0;100.0;0.9;0.8
692;I Horeca;2011;100.5;0.5;100.4;0.4;-0.1
693;I Horeca;2012;103.1;2.5;103.3;2.9;0.4
694;I Horeca;2013;103.8;0.7;104.4;1.1;0.4
695;I Horeca;2014;105.8;1.9;106.6;2.1;0.2
696;I Horeca;2015;105.1;-0.6;105.7;-0.9;-0.3
697;I Horeca;2016;106.0;0.8;106.1;0.4;-0.4
698;I Horeca;2017;107.1;1.0;106.8;0.6;-0.4
699;I Horeca;2006 januari - 2006 december;95.7;1.7;94.4;1.2;-0.5
700;I Horeca;2006 april - 2007 maart;96.1;;94.9;;
701;I Horeca;2006 juli - 2007 juni;96.7;;95.3;;
702;I Horeca;2006 oktober - 2007 september;97.3;;95.8;;
703;I Horeca;2007 januari - 2007 december;97.5;1.9;96.1;1.7;-0.2
704;I Horeca;2007 april - 2008 maart;98.4;2.4;97.0;2.2;-0.1
705;I Horeca;2007 juli - 2008 juni;98.9;2.2;97.5;2.2;0.0
706;I Horeca;2007 oktober - 2008 september;99.1;1.9;97.7;1.9;0.1
707;I Horeca;2008 januari - 2008 december;99.5;2.0;98.1;2.1;0.0
708;I Horeca;2008 april - 2009 maart;99.2;0.8;97.9;0.9;0.2
709;I Horeca;2008 juli - 2009 juni;99.7;0.8;98.5;1.1;0.3
710;I Horeca;2008 oktober - 2009 september;99.7;0.6;98.7;1.1;0.4
711;I Horeca;2009 januari - 2009 december;100.0;0.5;99.2;1.1;0.6
712;I Horeca;2009 april - 2010 maart;101.7;2.5;101.1;3.3;0.7
713;I Horeca;2009 juli - 2010 juni;102.2;2.5;101.8;3.3;0.8
714;I Horeca;2009 oktober - 2010 september;100.2;0.5;100.0;1.3;0.8
715;I Horeca;2010 januari - 2010 december;100.0;0.0;100.0;0.9;0.8
716;I Horeca;2010 april - 2011 maart;99.8;-1.9;99.8;-1.3;0.6
717;I Horeca;2010 juli - 2011 juni;99.6;-2.5;99.5;-2.2;0.2
718;I Horeca;2010 oktober - 2011 september;99.8;-0.4;99.6;-0.4;0.0
719;I Horeca;2011 januari - 2011 december;100.5;0.5;100.4;0.4;-0.1
720;I Horeca;2011 april - 2012 maart;100.6;0.8;100.5;0.7;-0.1
721;I Horeca;2011 juli - 2012 juni;101.1;1.5;101.2;1.6;0.2
722;I Horeca;2011 oktober - 2012 september;102.1;2.3;102.2;2.6;0.3
723;I Horeca;2012 januari - 2012 december;103.1;2.5;103.3;2.9;0.4
724;I Horeca;2012 april - 2013 maart;104.0;3.4;104.4;3.9;0.5
725;I Horeca;2012 juli - 2013 juni;104.1;2.9;104.5;3.3;0.4
726;I Horeca;2012 oktober - 2013 september;104.5;2.4;105.0;2.8;0.4
727;I Horeca;2013 januari - 2013 december;103.8;0.7;104.4;1.1;0.4
728;I Horeca;2013 april - 2014 maart;104.1;0.0;104.8;0.4;0.3
729;I Horeca;2013 juli - 2014 juni;104.8;0.7;105.5;1.0;0.3
730;I Horeca;2013 oktober - 2014 september;104.9;0.4;105.7;0.6;0.2
731;I Horeca;2014 januari - 2014 december;105.8;1.9;106.6;2.1;0.2
732;I Horeca;2014 april - 2015 maart;105.5;1.3;106.3;1.4;0.1
733;I Horeca;2014 juli - 2015 juni;105.6;0.8;106.3;0.8;0.0
734;I Horeca;2014 oktober - 2015 september;105.9;0.9;106.5;0.7;-0.2
735;I Horeca;2015 januari - 2015 december;105.1;-0.6;105.7;-0.9;-0.3
736;I Horeca;2015 april - 2016 maart;105.4;-0.1;105.8;-0.4;-0.4
737;I Horeca;2015 juli - 2016 juni;105.2;-0.4;105.6;-0.7;-0.3
738;I Horeca;2015 oktober - 2016 september;105.5;-0.3;105.7;-0.7;-0.4
739;I Horeca;2016 januari - 2016 december ;106.0;0.8;106.1;0.4;-0.4
740;I Horeca;2016 april - 2017 maart;105.2;-0.2;105.3;-0.5;-0.4
741;I Horeca;2016 juli - 2017 juni;105.9;0.7;105.8;0.2;-0.5
742;I Horeca;2016 oktober - 2017 september;106.5;1.0;106.3;0.6;-0.4
743;I Horeca;2017 januari - 2017 december;107.1;1.0;106.8;0.6;-0.4
744;J Informatie en communicatie;2001;81.6;;73.5;;
745;J Informatie en communicatie;2002;85.0;4.2;78.0;6.1;1.8
746;J Informatie en communicatie;2003;88.9;4.6;82.8;6.3;1.6
747;J Informatie en communicatie;2004;89.2;0.3;84.6;2.1;1.7
748;J Informatie en communicatie;2005;91.0;2.0;87.3;3.3;1.2
749;J Informatie en communicatie;2006;92.3;1.5;89.5;2.5;1.0
750;J Informatie en communicatie;2007;95.6;3.6;93.1;4.0;0.4
751;J Informatie en communicatie;2008;99.5;4.1;97.0;4.2;0.2
752;J Informatie en communicatie;2009;102.6;3.1;100.8;3.9;0.7
753;J Informatie en communicatie;2010;100.0;-2.5;100.0;-0.8;1.8
754;J Informatie en communicatie;2011;100.6;0.6;101.2;1.2;0.6
755;J Informatie en communicatie;2012;102.6;2.0;103.9;2.7;0.7
756;J Informatie en communicatie;2013;103.1;0.4;104.9;0.9;0.5
757;J Informatie en communicatie;2014;101.1;-1.9;103.1;-1.7;0.2
758;J Informatie en communicatie;2015;103.2;2.1;105.0;1.9;-0.2
759;J Informatie en communicatie;2016;103.6;0.4;104.8;-0.2;-0.6
760;J Informatie en communicatie;2017;106.2;2.5;107.2;2.3;-0.3
761;J Informatie en communicatie;2006 januari - 2006 december;92.3;1.5;89.5;2.5;1.0
762;J Informatie en communicatie;2006 april - 2007 maart;93.6;;90.8;;
763;J Informatie en communicatie;2006 juli - 2007 juni;94.7;;92.0;;
764;J Informatie en communicatie;2006 oktober - 2007 september;95.3;;92.8;;
765;J Informatie en communicatie;2007 januari - 2007 december;95.6;3.6;93.1;4.0;0.4
766;J Informatie en communicatie;2007 april - 2008 maart;96.5;3.2;94.0;3.5;0.4
767;J Informatie en communicatie;2007 juli - 2008 juni;97.7;3.3;95.3;3.6;0.3
768;J Informatie en communicatie;2007 oktober - 2008 september;98.4;3.2;95.9;3.4;0.2
769;J Informatie en communicatie;2008 januari - 2008 december;99.5;4.1;97.0;4.2;0.2
770;J Informatie en communicatie;2008 april - 2009 maart;100.5;4.2;98.1;4.3;0.2
771;J Informatie en communicatie;2008 juli - 2009 juni;102.1;4.4;99.8;4.7;0.3
772;J Informatie en communicatie;2008 oktober - 2009 september;102.5;4.2;100.4;4.7;0.4
773;J Informatie en communicatie;2009 januari - 2009 december;102.6;3.1;100.8;3.9;0.7
774;J Informatie en communicatie;2009 april - 2010 maart;102.3;1.8;101.0;2.9;1.2
775;J Informatie en communicatie;2009 juli - 2010 juni;101.4;-0.6;100.7;0.9;1.5
776;J Informatie en communicatie;2009 oktober - 2010 september;100.6;-1.9;100.2;-0.2;1.7
777;J Informatie en communicatie;2010 januari - 2010 december;100.0;-2.5;100.0;-0.8;1.8
778;J Informatie en communicatie;2010 april - 2011 maart;99.9;-2.3;100.1;-0.9;1.5
779;J Informatie en communicatie;2010 juli - 2011 juni;99.7;-1.7;100.1;-0.6;1.1
780;J Informatie en communicatie;2010 oktober - 2011 september;99.8;-0.7;100.3;0.1;0.8
781;J Informatie en communicatie;2011 januari - 2011 december;100.6;0.6;101.2;1.2;0.6
782;J Informatie en communicatie;2011 april - 2012 maart;100.7;0.8;101.3;1.2;0.4
783;J Informatie en communicatie;2011 juli - 2012 juni;100.7;1.1;101.6;1.5;0.5
784;J Informatie en communicatie;2011 oktober - 2012 september;101.8;1.9;102.8;2.5;0.6
785;J Informatie en communicatie;2012 januari - 2012 december;102.6;2.0;103.9;2.7;0.7
786;J Informatie en communicatie;2012 april - 2013 maart;103.8;3.2;105.3;4.0;0.8
787;J Informatie en communicatie;2012 juli - 2013 juni;103.5;2.7;105.1;3.4;0.7
788;J Informatie en communicatie;2012 oktober - 2013 september;103.5;1.7;105.2;2.3;0.6
789;J Informatie en communicatie;2013 januari - 2013 december;103.1;0.4;104.9;0.9;0.5
790;J Informatie en communicatie;2013 april - 2014 maart;102.3;-1.5;104.2;-1.1;0.4
791;J Informatie en communicatie;2013 juli - 2014 juni;101.9;-1.5;103.9;-1.2;0.3
792;J Informatie en communicatie;2013 oktober - 2014 september;101.1;-2.3;103.0;-2.0;0.3
793;J Informatie en communicatie;2014 januari - 2014 december;101.1;-1.9;103.1;-1.7;0.2
794;J Informatie en communicatie;2014 april - 2015 maart;101.6;-0.7;103.6;-0.6;0.1
795;J Informatie en communicatie;2014 juli - 2015 juni;102.7;0.8;104.8;0.9;0.1
796;J Informatie en communicatie;2014 oktober - 2015 september;103.4;2.3;105.4;2.3;0.0
797;J Informatie en communicatie;2015 januari - 2015 december;103.2;2.1;105.0;1.9;-0.2
798;J Informatie en communicatie;2015 april - 2016 maart;103.5;1.9;105.1;1.5;-0.3
799;J Informatie en communicatie;2015 juli - 2016 juni;102.5;-0.2;104.1;-0.7;-0.5
800;J Informatie en communicatie;2015 oktober - 2016 september;102.4;-0.9;103.9;-1.5;-0.5
801;J Informatie en communicatie;2016 januari - 2016 december ;103.6;0.4;104.8;-0.2;-0.6
802;J Informatie en communicatie;2016 april - 2017 maart;103.0;-0.5;104.0;-1.0;-0.5
803;J Informatie en communicatie;2016 juli - 2017 juni;104.1;1.5;105.1;1.0;-0.5
804;J Informatie en communicatie;2016 oktober - 2017 september;105.0;2.5;106.0;2.1;-0.4
805;J Informatie en communicatie;2017 januari - 2017 december;106.2;2.5;107.2;2.3;-0.3
806;K Financiële dienstverlening;2001;82.4;;73.5;;
807;K Financiële dienstverlening;2002;91.3;10.7;83.2;13.2;2.3
808;K Financiële dienstverlening;2003;90.6;-0.7;83.7;0.6;1.4
809;K Financiële dienstverlening;2004;92.1;1.7;86.0;2.8;1.1
810;K Financiële dienstverlening;2005;94.9;3.0;90.1;4.7;1.6
811;K Financiële dienstverlening;2006;94.0;-1.0;90.2;0.1;1.2
812;K Financiële dienstverlening;2007;100.8;7.2;97.3;7.9;0.6
813;K Financiële dienstverlening;2008;103.6;2.8;100.3;3.1;0.3
814;K Financiële dienstverlening;2009;99.3;-4.1;97.7;-2.6;1.6
815;K Financiële dienstverlening;2010;100.0;0.7;100.0;2.3;1.6
816;K Financiële dienstverlening;2011;101.9;1.9;103.2;3.2;1.2
817;K Financiële dienstverlening;2012;102.8;0.9;105.2;1.9;1.0
818;K Financiële dienstverlening;2013;110.0;6.9;113.7;8.1;1.1
819;K Financiële dienstverlening;2014;112.2;2.0;117.1;3.0;1.0
820;K Financiële dienstverlening;2015;107.6;-4.1;112.9;-3.5;0.6
821;K Financiële dienstverlening;2016;109.0;1.2;115.2;2.0;0.8
822;K Financiële dienstverlening;2017;111.5;2.4;118.8;3.1;0.7
823;K Financiële dienstverlening;2006 januari - 2006 december;94.0;-1.0;90.2;0.1;1.2
824;K Financiële dienstverlening;2006 april - 2007 maart;96.1;;92.4;;
825;K Financiële dienstverlening;2006 juli - 2007 juni;96.9;;93.4;;
826;K Financiële dienstverlening;2006 oktober - 2007 september;97.8;;94.4;;
827;K Financiële dienstverlening;2007 januari - 2007 december;100.8;7.2;97.3;7.9;0.6
828;K Financiële dienstverlening;2007 april - 2008 maart;102.3;6.4;98.8;7.0;0.5
829;K Financiële dienstverlening;2007 juli - 2008 juni;103.4;6.7;100.0;7.1;0.3
830;K Financiële dienstverlening;2007 oktober - 2008 september;104.2;6.5;100.8;6.8;0.3
831;K Financiële dienstverlening;2008 januari - 2008 december;103.6;2.8;100.3;3.1;0.3
832;K Financiële dienstverlening;2008 april - 2009 maart;101.1;-1.1;98.3;-0.4;0.7
833;K Financiële dienstverlening;2008 juli - 2009 juni;100.9;-2.5;98.5;-1.5;1.0
834;K Financiële dienstverlening;2008 oktober - 2009 september;100.1;-4.0;98.1;-2.7;1.3
835;K Financiële dienstverlening;2009 januari - 2009 december;99.3;-4.1;97.7;-2.6;1.6
836;K Financiële dienstverlening;2009 april - 2010 maart;99.6;-1.6;98.6;0.3;1.9
837;K Financiële dienstverlening;2009 juli - 2010 juni;100.1;-0.8;99.6;1.1;1.9
838;K Financiële dienstverlening;2009 oktober - 2010 september;100.2;0.1;100.0;1.9;1.8
839;K Financiële dienstverlening;2010 januari - 2010 december;100.0;0.7;100.0;2.3;1.6
840;K Financiële dienstverlening;2010 april - 2011 maart;100.3;0.8;100.6;2.0;1.3
841;K Financiële dienstverlening;2010 juli - 2011 juni;100.3;0.2;101.0;1.5;1.2
842;K Financiële dienstverlening;2010 oktober - 2011 september;100.7;0.5;101.7;1.7;1.2
843;K Financiële dienstverlening;2011 januari - 2011 december;101.9;1.9;103.2;3.2;1.2
844;K Financiële dienstverlening;2011 april - 2012 maart;101.6;1.2;103.1;2.4;1.1
845;K Financiële dienstverlening;2011 juli - 2012 juni;101.3;0.9;103.0;2.0;1.0
846;K Financiële dienstverlening;2011 oktober - 2012 september;102.1;1.4;104.1;2.4;1.0
847;K Financiële dienstverlening;2012 januari - 2012 december;102.8;0.9;105.2;1.9;1.0
848;K Financiële dienstverlening;2012 april - 2013 maart;106.5;4.8;109.2;6.0;1.1
849;K Financiële dienstverlening;2012 juli - 2013 juni;106.9;5.6;110.0;6.7;1.1
850;K Financiële dienstverlening;2012 oktober - 2013 september;108.0;5.8;111.3;6.9;1.1
851;K Financiële dienstverlening;2013 januari - 2013 december;110.0;6.9;113.7;8.1;1.1
852;K Financiële dienstverlening;2013 april - 2014 maart;110.1;3.4;114.1;4.5;1.0
853;K Financiële dienstverlening;2013 juli - 2014 juni;109.9;2.8;114.2;3.8;1.0
854;K Financiële dienstverlening;2013 oktober - 2014 september;110.6;2.4;115.1;3.4;1.0
855;K Financiële dienstverlening;2014 januari - 2014 december;112.2;2.0;117.1;3.0;1.0
856;K Financiële dienstverlening;2014 april - 2015 maart;110.9;0.7;115.8;1.5;0.8
857;K Financiële dienstverlening;2014 juli - 2015 juni;110.1;0.1;115.1;0.8;0.7
858;K Financiële dienstverlening;2014 oktober - 2015 september;109.6;-0.9;114.7;-0.3;0.6
859;K Financiële dienstverlening;2015 januari - 2015 december;107.6;-4.1;112.9;-3.5;0.6
860;K Financiële dienstverlening;2015 april - 2016 maart;108.3;-2.3;113.9;-1.7;0.7
861;K Financiële dienstverlening;2015 juli - 2016 juni;108.1;-1.8;113.8;-1.1;0.7
862;K Financiële dienstverlening;2015 oktober - 2016 september;108.2;-1.3;114.1;-0.5;0.7
863;K Financiële dienstverlening;2016 januari - 2016 december ;109.0;1.2;115.2;2.0;0.8
864;K Financiële dienstverlening;2016 april - 2017 maart;108.7;0.3;115.1;1.0;0.7
865;K Financiële dienstverlening;2016 juli - 2017 juni;109.4;1.2;116.1;2.0;0.7
866;K Financiële dienstverlening;2016 oktober - 2017 september;110.2;1.9;117.2;2.7;0.8
867;K Financiële dienstverlening;2017 januari - 2017 december;111.5;2.4;118.8;3.1;0.7
868;L Verhuur en handel van onroerend goed;2001;85.1;;80.4;;
869;L Verhuur en handel van onroerend goed;2002;87.7;3.1;83.4;3.8;0.7
870;L Verhuur en handel van onroerend goed;2003;93.7;6.8;89.7;7.5;0.7
871;L Verhuur en handel van onroerend goed;2004;91.4;-2.4;87.4;-2.5;-0.1
872;L Verhuur en handel van onroerend goed;2005;93.0;1.8;88.7;1.5;-0.3
873;L Verhuur en handel van onroerend goed;2006;94.4;1.5;91.0;2.6;1.1
874;L Verhuur en handel van onroerend goed;2007;97.0;2.7;94.3;3.6;0.8
875;L Verhuur en handel van onroerend goed;2008;100.0;3.1;97.4;3.3;0.2
876;L Verhuur en handel van onroerend goed;2009;99.1;-1.0;97.4;0.0;1.0
877;L Verhuur en handel van onroerend goed;2010;100.0;1.0;100.0;2.6;1.7
878;L Verhuur en handel van onroerend goed;2011;102.8;2.8;103.5;3.5;0.7
879;L Verhuur en handel van onroerend goed;2012;103.9;1.1;105.8;2.3;1.2
880;L Verhuur en handel van onroerend goed;2013;104.2;0.3;107.3;1.4;1.1
881;L Verhuur en handel van onroerend goed;2014;103.6;-0.6;107.0;-0.3;0.4
882;L Verhuur en handel van onroerend goed;2015;102.8;-0.7;106.0;-0.9;-0.2
883;L Verhuur en handel van onroerend goed;2016;102.6;-0.2;105.6;-0.5;-0.3
884;L Verhuur en handel van onroerend goed;2017;104.4;1.7;107.1;1.4;-0.3
885;L Verhuur en handel van onroerend goed;2006 januari - 2006 december;94.4;1.5;91.0;2.6;1.1
886;L Verhuur en handel van onroerend goed;2006 april - 2007 maart;95.5;;92.2;;
887;L Verhuur en handel van onroerend goed;2006 juli - 2007 juni;96.3;;93.2;;
888;L Verhuur en handel van onroerend goed;2006 oktober - 2007 september;96.5;;93.6;;
889;L Verhuur en handel van onroerend goed;2007 januari - 2007 december;97.0;2.7;94.3;3.6;0.8
890;L Verhuur en handel van onroerend goed;2007 april - 2008 maart;98.4;3.1;95.8;3.9;0.8
891;L Verhuur en handel van onroerend goed;2007 juli - 2008 juni;99.1;2.9;96.5;3.5;0.6
892;L Verhuur en handel van onroerend goed;2007 oktober - 2008 september;99.6;3.2;97.0;3.6;0.4
893;L Verhuur en handel van onroerend goed;2008 januari - 2008 december;100.0;3.1;97.4;3.3;0.2
894;L Verhuur en handel van onroerend goed;2008 april - 2009 maart;99.9;1.5;97.4;1.7;0.2
895;L Verhuur en handel van onroerend goed;2008 juli - 2009 juni;100.0;0.9;97.8;1.4;0.5
896;L Verhuur en handel van onroerend goed;2008 oktober - 2009 september;99.2;-0.3;97.3;0.3;0.6
897;L Verhuur en handel van onroerend goed;2009 januari - 2009 december;99.1;-1.0;97.4;0.0;1.0
898;L Verhuur en handel van onroerend goed;2009 april - 2010 maart;99.2;-0.7;98.0;0.6;1.3
899;L Verhuur en handel van onroerend goed;2009 juli - 2010 juni;99.5;-0.6;98.7;0.9;1.5
900;L Verhuur en handel van onroerend goed;2009 oktober - 2010 september;100.6;1.4;100.2;3.0;1.6
901;L Verhuur en handel van onroerend goed;2010 januari - 2010 december;100.0;1.0;100.0;2.6;1.7
902;L Verhuur en handel van onroerend goed;2010 april - 2011 maart;100.2;1.1;100.4;2.4;1.3
903;L Verhuur en handel van onroerend goed;2010 juli - 2011 juni;100.5;1.1;100.9;2.2;1.1
904;L Verhuur en handel van onroerend goed;2010 oktober - 2011 september;101.1;0.5;101.6;1.4;0.9
905;L Verhuur en handel van onroerend goed;2011 januari - 2011 december;102.8;2.8;103.5;3.5;0.7
906;L Verhuur en handel van onroerend goed;2011 april - 2012 maart;102.7;2.5;103.7;3.3;0.8
907;L Verhuur en handel van onroerend goed;2011 juli - 2012 juni;102.8;2.2;104.1;3.2;0.9
908;L Verhuur en handel van onroerend goed;2011 oktober - 2012 september;103.3;2.2;105.0;3.3;1.1
909;L Verhuur en handel van onroerend goed;2012 januari - 2012 december;103.9;1.1;105.8;2.3;1.2
910;L Verhuur en handel van onroerend goed;2012 april - 2013 maart;105.7;2.9;108.0;4.2;1.3
911;L Verhuur en handel van onroerend goed;2012 juli - 2013 juni;105.3;2.5;108.0;3.8;1.3
912;L Verhuur en handel van onroerend goed;2012 oktober - 2013 september;104.9;1.5;107.7;2.6;1.1
913;L Verhuur en handel van onroerend goed;2013 januari - 2013 december;104.2;0.3;107.3;1.4;1.1
914;L Verhuur en handel van onroerend goed;2013 april - 2014 maart;103.5;-2.1;106.8;-1.1;0.9
915;L Verhuur en handel van onroerend goed;2013 juli - 2014 juni;103.4;-1.9;106.8;-1.1;0.8
916;L Verhuur en handel van onroerend goed;2013 oktober - 2014 september;103.2;-1.6;106.7;-1.0;0.6
917;L Verhuur en handel van onroerend goed;2014 januari - 2014 december;103.6;-0.6;107.0;-0.3;0.4
918;L Verhuur en handel van onroerend goed;2014 april - 2015 maart;103.2;-0.3;106.7;-0.1;0.2
919;L Verhuur en handel van onroerend goed;2014 juli - 2015 juni;103.1;-0.2;106.6;-0.1;0.1
920;L Verhuur en handel van onroerend goed;2014 oktober - 2015 september;103.0;-0.2;106.5;-0.2;0.0
921;L Verhuur en handel van onroerend goed;2015 januari - 2015 december;102.8;-0.7;106.0;-0.9;-0.2
922;L Verhuur en handel van onroerend goed;2015 april - 2016 maart;103.1;0.0;106.3;-0.3;-0.3
923;L Verhuur en handel van onroerend goed;2015 juli - 2016 juni;102.7;-0.4;105.8;-0.8;-0.5
924;L Verhuur en handel van onroerend goed;2015 oktober - 2016 september;102.8;-0.2;105.7;-0.7;-0.5
925;L Verhuur en handel van onroerend goed;2016 januari - 2016 december ;102.6;-0.2;105.6;-0.5;-0.3
926;L Verhuur en handel van onroerend goed;2016 april - 2017 maart;102.0;-1.1;104.8;-1.4;-0.2
927;L Verhuur en handel van onroerend goed;2016 juli - 2017 juni;102.8;0.0;105.6;-0.2;-0.2
928;L Verhuur en handel van onroerend goed;2016 oktober - 2017 september;103.3;0.5;106.1;0.3;-0.2
929;L Verhuur en handel van onroerend goed;2017 januari - 2017 december;104.4;1.7;107.1;1.4;-0.3
930;M-N Zakelijke dienstverlening;2001;87.7;;82.0;;
931;M-N Zakelijke dienstverlening;2002;89.8;2.5;85.2;3.9;1.4
932;M-N Zakelijke dienstverlening;2003;92.1;2.6;88.4;3.8;1.2
933;M-N Zakelijke dienstverlening;2004;92.0;-0.2;89.2;0.8;1.0
934;M-N Zakelijke dienstverlening;2005;93.3;1.4;90.1;1.0;-0.4
935;M-N Zakelijke dienstverlening;2006;93.7;0.4;90.7;0.7;0.3
936;M-N Zakelijke dienstverlening;2007;96.7;3.3;93.4;3.0;-0.3
937;M-N Zakelijke dienstverlening;2008;99.4;2.8;96.3;3.1;0.3
938;M-N Zakelijke dienstverlening;2009;99.5;0.1;99.5;3.3;3.2
