ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;VrijstaandHuisAanEenAnderHuisVast_1;AppartementFlatOfBovenwoning_2;KamersOfAndersCamperVrachtcontainer_3;Elektriciteitsnet_4;Generator_5;WindOfZonneEnergie_6;Gas_7;Elektriciteit_8;Koelkast_9;LosseDiepvries_10;Wasmachine_11;Vaatwasser_12;Televisie_13;VasteTelefoon_14;MobieleTelefoon_15;PC_16;Laptop_17;Tablet_18;Spelcomputer_19;Totaal_20;HuishoudensMet1Personenauto_21;HuishoudensMetMeerDan1Personenauto_22;Fiets_23;Motor_24;BromfietsEnOfScooter_25
250;Onderwijsniveau: middelbaar/hoog;Waarde;Saba;2017/2018;70.2;29.8;;97.9;;;95.7;4.4;;;69.4;;68.9;64.2;95.5;37.0;78.2;65.8;21.9;65.1;53.3;11.9;;;
251;Onderwijsniveau: middelbaar/hoog;Waarde;Saba;2021;57.2;40.8;;100.0;;;95.7;3.2;;;;;;;;;;;;81.6;46.9;34.7;;;
252;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.6;3.4;1.5;1.4;1.2;1.0;2.1;2.1;1.1;4.1;2.9;3.8;2.3;4.4;1.4;4.5;4.2;4.4;4.1;3.6;4.5;4.3;4.5;1.7;2.6
253;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.2;2.8;1.9;1.6;;1.6;1.9;1.9;;;2.3;;2.4;3.6;1.2;3.6;3.3;3.6;3.1;2.6;3.7;3.5;;;
254;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.4;3.1;2.0;0.8;;0.9;2.4;2.3;;;;;;;;;;;;2.1;3.7;3.7;;;
255;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2013;3.9;3.7;1.4;1.8;1.4;1.1;2.5;2.5;1.3;4.6;2.8;4.7;2.3;5.0;1.2;5.3;5.0;5.1;4.8;3.8;5.3;5.1;5.3;2.1;3.0
256;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.4;3.0;1.8;1.8;;1.7;2.5;2.5;;;2.4;;2.3;4.4;1.1;4.6;4.2;4.6;4.1;2.1;4.6;4.6;;;
257;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2021;3.6;3.4;1.5;1.1;;1.7;3.8;3.7;;;;;;;;;;;;1.8;5.0;5.1;;;
258;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
259;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;5.7;;6.7;5.0;4.6;;;3.8;;5.2;8.2;4.3;8.7;8.6;8.8;6.5;7.4;8.9;7.7;;;
260;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.8;6.6;6.8;2.5;;;4.4;4.4;;;;;;;;;;;;4.5;7.8;7.6;;;
261;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2013;10.5;10.1;5.4;2.7;;;5.5;5.5;2.7;9.9;10.6;5.1;8.8;10.8;4.5;10.8;7.8;10.7;9.7;10.8;10.1;8.5;;;
262;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2017/2018;7.4;7.4;;2.3;;;3.3;3.3;;;7.5;;7.5;7.8;3.4;7.9;6.7;7.7;6.7;7.8;8.1;5.3;;;
263;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2021;7.3;7.3;;;;;3.0;2.6;;;;;;;;;;;;5.7;7.4;7.0;;;
264;Onderwijsniveau: middelbaar;Waarde;Caribisch Nederland;2013;82.3;14.9;2.9;96.9;2.4;;95.5;4.3;98.1;28.6;92.4;21.0;96.1;39.0;98.4;46.3;59.5;31.0;26.1;82.5;48.0;34.5;42.6;3.4;8.0
265;Onderwijsniveau: middelbaar;Waarde;Caribisch Nederland;2017/2018;74.8;15.5;9.7;95.0;;5.0;96.8;2.4;;;92.2;;92.8;43.2;96.4;33.8;63.1;54.3;25.3;87.2;51.7;35.5;;;
266;Onderwijsniveau: middelbaar;Waarde;Caribisch Nederland;2021;69.6;22.2;8.3;98.4;;1.0;91.9;7.9;;;;;;;;;;;;91.5;41.8;49.7;;;
267;Onderwijsniveau: middelbaar;Waarde;Bonaire;2013;84.6;13.5;2.0;96.1;2.7;;94.5;5.3;97.6;24.9;93.4;22.5;95.7;36.0;98.8;44.2;58.5;31.4;25.3;83.0;47.5;35.6;44.6;4.1;8.3
268;Onderwijsniveau: middelbaar;Waarde;Bonaire;2017/2018;81.9;13.3;4.8;97.3;;1.8;96.7;2.8;;;93.2;;95.0;27.3;98.1;32.1;67.0;55.3;25.8;93.5;52.2;41.3;;;
269;Onderwijsniveau: middelbaar;Waarde;Bonaire;2021;85.9;11.3;2.8;98.3;;1.9;90.4;9.0;;;;;;;;;;;;95.3;35.1;60.3;;;
270;Onderwijsniveau: middelbaar;Waarde;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
271;Onderwijsniveau: middelbaar;Waarde;Sint-Eustatius;2017/2018;;;;82.9;;20.6;95.0;;;;92.3;;89.1;63.3;89.8;39.1;48.2;46.5;20.3;70.0;42.2;27.9;;;
272;Onderwijsniveau: middelbaar;Waarde;Sint-Eustatius;2021;48.2;28.4;23.5;97.1;;;89.8;10.3;;;;;;;;;;;;87.3;52.5;34.7;;;
273;Onderwijsniveau: middelbaar;Waarde;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;
274;Onderwijsniveau: middelbaar;Waarde;Saba;2017/2018;82.8;17.2;;100.0;;;99.7;;;;87.4;;88.4;87.0;97.5;34.5;64.8;59.7;29.3;79.7;60.5;19.2;;;
275;Onderwijsniveau: middelbaar;Waarde;Saba;2021;57.3;39.2;3.5;100.0;;;97.3;;;;;;;;;;;;;87.9;44.9;43.1;;;
276;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;4.4;4.1;1.9;2.0;1.8;;2.4;2.4;1.6;5.2;3.1;4.7;2.2;5.6;1.5;5.8;5.7;5.3;5.1;4.4;5.8;5.5;5.7;2.1;3.1
277;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;4.2;3.5;2.9;2.1;;2.1;1.7;1.5;;;2.6;;2.5;4.8;1.8;4.6;4.7;4.8;4.2;3.3;4.9;4.6;;;
278;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;4.3;3.9;2.6;1.2;;0.9;2.5;2.5;;;;;;;;;;;;2.6;4.6;4.7;;;
279;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2013;4.6;4.4;1.8;2.5;2.1;;2.9;2.9;2.0;5.6;3.2;5.4;2.6;6.2;1.4;6.4;6.3;6.0;5.6;4.8;6.4;6.2;6.4;2.6;3.5
280;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.6;4.0;2.5;1.9;;1.6;2.1;2.0;;;3.0;;2.6;5.3;1.6;5.6;5.6;5.9;5.2;2.9;5.9;5.9;;;
281;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2021;4.6;4.2;2.2;1.7;;1.8;3.9;3.8;;;;;;;;;;;;2.8;6.3;6.4;;;
282;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
283;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;8.4;;9.1;4.9;;;;6.0;;7.0;10.8;6.8;10.9;11.2;11.2;9.0;10.5;11.3;10.3;;;
284;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;9.3;8.3;7.8;3.1;;;5.5;5.5;;;;;;;;;;;;6.2;9.3;8.9;;;
285;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;
286;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2017/2018;9.4;9.4;;;;;1.3;;;;8.3;;8.0;8.4;3.9;11.9;11.9;12.3;11.4;10.1;12.2;9.8;;;
287;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2021;9.6;9.5;3.5;;;;3.2;;;;;;;;;;;;;6.3;9.6;9.6;;;
288;Onderwijsniveau: hoog;Waarde;Caribisch Nederland;2013;75.9;21.0;3.2;98.6;;;92.0;8.0;99.5;27.7;82.3;25.8;88.2;38.2;96.5;48.9;87.2;46.1;32.3;76.9;44.1;32.9;42.5;3.7;9.9
289;Onderwijsniveau: hoog;Waarde;Caribisch Nederland;2017/2018;76.1;19.9;4.0;94.9;;5.7;86.5;13.2;;;83.9;;81.0;48.4;97.9;49.8;81.3;65.6;21.5;83.7;51.2;32.5;;;
290;Onderwijsniveau: hoog;Waarde;Caribisch Nederland;2021;72.4;21.3;6.3;99.3;;2.5;82.6;16.7;;;;;;;;;;;;91.7;45.5;46.2;;;
291;Onderwijsniveau: hoog;Waarde;Bonaire;2013;81.5;17.4;;98.5;;;92.4;7.6;100.0;28.6;90.1;34.6;94.0;33.7;98.7;52.8;85.0;48.8;37.8;89.4;49.7;39.7;57.1;4.2;10.9
292;Onderwijsniveau: hoog;Waarde;Bonaire;2017/2018;86.5;10.4;3.1;94.0;;6.6;84.0;15.6;;;93.0;;90.7;41.8;99.1;55.8;78.9;66.6;27.3;96.2;48.0;48.2;;;
293;Onderwijsniveau: hoog;Waarde;Bonaire;2021;84.9;13.7;;99.4;;4.0;73.2;26.8;;;;;;;;;;;;98.7;42.1;56.6;;;
294;Onderwijsniveau: hoog;Waarde;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
295;Onderwijsniveau: hoog;Waarde;Sint-Eustatius;2017/2018;;;;95.8;;12.3;85.1;14.9;;;100.0;;92.3;74.6;100.0;47.0;77.5;53.7;9.3;89.8;69.0;20.8;;;
296;Onderwijsniveau: hoog;Waarde;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;;;;;;;;;
297;Onderwijsniveau: hoog;Waarde;Saba;2013;54.3;38.0;7.7;97.8;;;90.1;10.0;97.7;24.3;47.5;;73.6;44.2;94.8;42.5;94.3;47.1;26.0;40.3;26.1;14.2;;;
298;Onderwijsniveau: hoog;Waarde;Saba;2017/2018;60.8;39.2;;96.4;;;92.6;7.4;;;55.9;;54.3;47.1;94.0;38.9;88.3;70.4;16.3;54.2;47.8;6.4;;;
299;Onderwijsniveau: hoog;Waarde;Saba;2021;57.1;42.9;0.0;100.0;;;93.5;;;;;;;;;;;;;72.5;49.8;22.7;;;
300;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;6.3;6.0;2.6;1.8;;;4.0;4.0;1.0;6.6;5.6;6.5;4.8;7.2;2.7;7.4;5.0;7.4;6.9;6.2;7.4;7.0;7.3;2.8;4.4
301;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;4.8;4.5;2.2;2.5;;2.6;3.8;3.8;;;4.1;;4.4;5.6;1.6;5.6;4.4;5.4;4.6;4.2;5.6;5.3;;;
302;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;5.4;5.0;2.9;1.0;;1.9;4.6;4.5;;;;;;;;;;;;3.4;6.0;6.1;;;
303;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2013;7.2;7.0;;2.3;;;4.9;4.9;;8.4;5.5;8.8;4.4;8.8;2.1;9.3;6.6;9.3;9.0;5.7;9.3;9.1;9.2;3.7;5.8
304;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;5.1;4.5;2.6;3.5;;3.7;5.5;5.4;;;3.8;;4.4;7.4;1.4;7.4;6.1;7.1;6.7;2.9;7.4;7.4;;;
305;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2021;5.9;5.6;;1.3;;3.2;7.3;7.3;;;;;;;;;;;;1.8;8.1;8.2;;;
306;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
307;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;5.7;;9.4;10.2;10.2;;;;;7.6;12.5;0.0;14.3;12.0;14.3;8.3;8.7;13.3;11.6;;;
308;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;;;;;;;;;
309;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2013;12.8;12.5;6.8;3.8;;;7.7;7.7;3.9;11.0;12.8;;11.3;12.8;5.7;12.7;5.9;12.8;11.3;12.6;11.3;9.0;;;
310;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2017/2018;10.5;10.5;;4.0;;;5.7;5.7;;;10.7;;10.8;10.8;5.1;10.5;6.9;9.9;8.0;10.8;10.8;5.3;;;
311;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2021;11.4;11.4;0.0;;;;5.7;;;;;;;;;;;;;10.3;11.5;9.7;;;
