ID;Geslacht;Leeftijd;Woonland;Herkomstgroepering;Perioden;AnwUitkeringen_1
8411;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2012 december;
8412;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 januari;
8413;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 februari;
8414;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 maart;
8415;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 april;
8416;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 mei;
8417;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 juni;
8418;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 juli;
8419;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 augustus;
8420;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 september;
8421;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 oktober;
8422;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 november;
8423;Mannen;45 tot 55 jaar;Buitenland;Allochtoon;2013 december;
8424;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 januari;10750.0
8425;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 februari;10650.0
8426;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 maart;10540.0
8427;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 april;10510.0
8428;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 mei;10450.0
8429;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 juni;10370.0
8430;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 juli;10290.0
8431;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 augustus;10220.0
8432;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 september;10140.0
8433;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 oktober;10070.0
8434;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 november;9970.0
8435;Mannen;55 tot 65 jaar;Totaal;Totaal;2008 december;9870.0
8436;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 januari;9890.0
8437;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 februari;9860.0
8438;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 maart;9800.0
8439;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 april;9740.0
8440;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 mei;9680.0
8441;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 juni;9610.0
8442;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 juli;9550.0
8443;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 augustus;9440.0
8444;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 september;9370.0
8445;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 oktober;9340.0
8446;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 november;9240.0
8447;Mannen;55 tot 65 jaar;Totaal;Totaal;2009 december;9100.0
8448;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 januari;9120.0
8449;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 februari;9020.0
8450;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 maart;8940.0
8451;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 april;8840.0
8452;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 mei;8760.0
8453;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 juni;8700.0
8454;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 juli;8590.0
8455;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 augustus;8510.0
8456;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 september;8440.0
8457;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 oktober;8370.0
8458;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 november;8290.0
8459;Mannen;55 tot 65 jaar;Totaal;Totaal;2010 december;8180.0
8460;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 januari;8170.0
8461;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 februari;8140.0
8462;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 maart;8020.0
8463;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 april;7900.0
8464;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 mei;7760.0
8465;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 juni;7660.0
8466;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 juli;7550.0
8467;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 augustus;7460.0
8468;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 september;7350.0
8469;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 oktober;7230.0
8470;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 november;7150.0
8471;Mannen;55 tot 65 jaar;Totaal;Totaal;2011 december;6970.0
8472;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 januari;6930.0
8473;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 februari;6840.0
8474;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 maart;6730.0
8475;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 april;6630.0
8476;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 mei;6510.0
8477;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 juni;6400.0
8478;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 juli;6300.0
8479;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 augustus;6160.0
8480;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 september;6060.0
8481;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 oktober;5940.0
8482;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 november;5860.0
8483;Mannen;55 tot 65 jaar;Totaal;Totaal;2012 december;5640.0
8484;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 januari;5610.0
8485;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 februari;5490.0
8486;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 maart;5360.0
8487;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 april;5340.0
8488;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 mei;5270.0
8489;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 juni;5160.0
8490;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 juli;5030.0
8491;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 augustus;4910.0
8492;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 september;4840.0
8493;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 oktober;4400.0
8494;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 november;4300.0
8495;Mannen;55 tot 65 jaar;Totaal;Totaal;2013 december;4140.0
8496;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 januari;9160.0
8497;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 februari;9070.0
8498;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 maart;8980.0
8499;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 april;8950.0
8500;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 mei;8900.0
8501;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 juni;8830.0
8502;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 juli;8760.0
8503;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 augustus;8710.0
8504;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 september;8640.0
8505;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 oktober;8580.0
8506;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 november;8490.0
8507;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2008 december;8390.0
8508;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 januari;8410.0
8509;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 februari;8390.0
8510;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 maart;8330.0
8511;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 april;8280.0
8512;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 mei;8230.0
8513;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 juni;8160.0
8514;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 juli;8100.0
8515;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 augustus;8010.0
8516;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 september;7950.0
8517;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 oktober;7920.0
8518;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 november;7840.0
8519;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2009 december;7720.0
8520;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 januari;7730.0
8521;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 februari;7630.0
8522;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 maart;7560.0
8523;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 april;7470.0
8524;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 mei;7390.0
8525;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 juni;7350.0
8526;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 juli;7250.0
8527;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 augustus;7200.0
8528;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 september;7130.0
8529;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 oktober;7070.0
8530;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 november;7000.0
8531;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2010 december;6900.0
8532;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 januari;6890.0
8533;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 februari;6850.0
8534;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 maart;6740.0
8535;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 april;6640.0
8536;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 mei;6520.0
8537;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 juni;6440.0
8538;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 juli;6340.0
8539;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 augustus;6260.0
8540;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 september;6170.0
8541;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 oktober;6060.0
8542;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 november;5980.0
8543;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2011 december;5830.0
8544;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 januari;5780.0
8545;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 februari;5690.0
8546;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 maart;5590.0
8547;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 april;5500.0
8548;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 mei;5400.0
8549;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 juni;5300.0
8550;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 juli;5210.0
8551;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 augustus;5100.0
8552;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 september;5010.0
8553;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 oktober;4900.0
8554;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 november;4830.0
8555;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2012 december;4640.0
8556;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 januari;4610.0
8557;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 februari;4510.0
8558;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 maart;4400.0
8559;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 april;4380.0
8560;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 mei;4310.0
8561;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 juni;4220.0
8562;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 juli;4100.0
8563;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 augustus;4010.0
8564;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 september;3950.0
8565;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 oktober;3620.0
8566;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 november;3540.0
8567;Mannen;55 tot 65 jaar;Totaal;Autochtoon;2013 december;3390.0
8568;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 januari;1410.0
8569;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 februari;1400.0
8570;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 maart;1380.0
8571;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 april;1390.0
8572;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 mei;1370.0
8573;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 juni;1360.0
8574;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 juli;1350.0
8575;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 augustus;1340.0
8576;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 september;1340.0
8577;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 oktober;1330.0
8578;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 november;1320.0
8579;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2008 december;1320.0
8580;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 januari;1310.0
8581;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 februari;1310.0
8582;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 maart;1300.0
8583;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 april;1290.0
8584;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 mei;1290.0
8585;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 juni;1290.0
8586;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 juli;1280.0
8587;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 augustus;1270.0
8588;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 september;1270.0
8589;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 oktober;1260.0
8590;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 november;1240.0
8591;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2009 december;1220.0
8592;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 januari;1230.0
8593;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 februari;1230.0
8594;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 maart;1220.0
8595;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 april;1220.0
8596;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 mei;1220.0
8597;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 juni;1200.0
8598;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 juli;1190.0
8599;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 augustus;1180.0
8600;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 september;1170.0
8601;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 oktober;1160.0
8602;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 november;1150.0
8603;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2010 december;1140.0
8604;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 januari;1140.0
8605;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 februari;1140.0
8606;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 maart;1130.0
8607;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 april;1120.0
8608;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 mei;1100.0
8609;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 juni;1090.0
8610;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 juli;1080.0
8611;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 augustus;1070.0
8612;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 september;1050.0
8613;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 oktober;1050.0
8614;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 november;1040.0
8615;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2011 december;1020.0
8616;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 januari;1030.0
8617;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 februari;1030.0
8618;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 maart;1020.0
8619;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 april;1010.0
8620;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 mei;990.0
8621;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 juni;980.0
8622;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 juli;970.0
8623;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 augustus;950.0
8624;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 september;940.0
8625;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 oktober;930.0
8626;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 november;910.0
8627;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2012 december;900.0
8628;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 januari;890.0
8629;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 februari;870.0
8630;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 maart;860.0
8631;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 april;860.0
8632;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 mei;860.0
8633;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 juni;840.0
8634;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 juli;840.0
8635;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 augustus;820.0
8636;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 september;800.0
8637;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 oktober;690.0
8638;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 november;680.0
8639;Mannen;55 tot 65 jaar;Totaal;Allochtoon;2013 december;660.0
8640;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 januari;10370.0
8641;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 februari;10270.0
8642;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 maart;10160.0
8643;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 april;10140.0
8644;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 mei;10080.0
8645;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 juni;10000.0
8646;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 juli;9930.0
8647;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 augustus;9860.0
8648;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 september;9790.0
8649;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 oktober;9720.0
8650;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 november;9620.0
8651;Mannen;55 tot 65 jaar;Nederland;Totaal;2008 december;9530.0
8652;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 januari;9540.0
8653;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 februari;9510.0
8654;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 maart;9460.0
8655;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 april;9400.0
8656;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 mei;9340.0
8657;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 juni;9280.0
8658;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 juli;9210.0
8659;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 augustus;9110.0
8660;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 september;9040.0
8661;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 oktober;9000.0
8662;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 november;8910.0
8663;Mannen;55 tot 65 jaar;Nederland;Totaal;2009 december;8760.0
8664;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 januari;8790.0
8665;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 februari;8680.0
8666;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 maart;8620.0
8667;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 april;8520.0
8668;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 mei;8440.0
8669;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 juni;8390.0
8670;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 juli;8290.0
8671;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 augustus;8210.0
8672;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 september;8140.0
8673;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 oktober;8060.0
8674;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 november;7990.0
8675;Mannen;55 tot 65 jaar;Nederland;Totaal;2010 december;7880.0
8676;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 januari;7870.0
8677;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 februari;7830.0
8678;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 maart;7720.0
8679;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 april;7600.0
8680;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 mei;7470.0
8681;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 juni;7380.0
8682;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 juli;7270.0
8683;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 augustus;7190.0
8684;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 september;7080.0
8685;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 oktober;6960.0
8686;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 november;6880.0
8687;Mannen;55 tot 65 jaar;Nederland;Totaal;2011 december;6710.0
8688;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 januari;6670.0
8689;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 februari;6580.0
8690;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 maart;6470.0
8691;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 april;6380.0
8692;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 mei;6260.0
8693;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 juni;6160.0
8694;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 juli;6060.0
8695;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 augustus;5930.0
8696;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 september;5830.0
8697;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 oktober;5710.0
8698;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 november;5630.0
8699;Mannen;55 tot 65 jaar;Nederland;Totaal;2012 december;5420.0
8700;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 januari;5390.0
8701;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 februari;5270.0
8702;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 maart;5150.0
8703;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 april;5140.0
8704;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 mei;5070.0
8705;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 juni;4970.0
8706;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 juli;4840.0
8707;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 augustus;4720.0
8708;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 september;4650.0
8709;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 oktober;4220.0
8710;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 november;4120.0
8711;Mannen;55 tot 65 jaar;Nederland;Totaal;2013 december;3960.0
8712;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 januari;9020.0
8713;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 februari;8930.0
8714;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 maart;8840.0
8715;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 april;8820.0
8716;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 mei;8770.0
8717;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 juni;8700.0
8718;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 juli;8630.0
8719;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 augustus;8580.0
8720;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 september;8520.0
8721;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 oktober;8450.0
8722;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 november;8370.0
8723;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2008 december;8270.0
8724;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 januari;8290.0
8725;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 februari;8260.0
8726;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 maart;8210.0
8727;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 april;8160.0
8728;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 mei;8110.0
8729;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 juni;8040.0
8730;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 juli;7980.0
8731;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 augustus;7890.0
8732;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 september;7830.0
8733;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 oktober;7800.0
8734;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 november;7720.0
8735;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2009 december;7600.0
8736;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 januari;7610.0
8737;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 februari;7510.0
8738;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 maart;7450.0
8739;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 april;7350.0
8740;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 mei;7280.0
8741;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 juni;7230.0
8742;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 juli;7150.0
8743;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 augustus;7090.0
8744;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 september;7020.0
8745;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 oktober;6960.0
8746;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 november;6890.0
8747;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2010 december;6790.0
8748;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 januari;6780.0
8749;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 februari;6740.0
8750;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 maart;6630.0
8751;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 april;6540.0
