ID;Geslacht;Leeftijd;Woonland;Herkomstgroepering;Perioden;AnwUitkeringen_1
8752;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 mei;6420.0
8753;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 juni;6340.0
8754;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 juli;6240.0
8755;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 augustus;6170.0
8756;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 september;6070.0
8757;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 oktober;5960.0
8758;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 november;5890.0
8759;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2011 december;5730.0
8760;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 januari;5690.0
8761;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 februari;5600.0
8762;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 maart;5500.0
8763;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 april;5420.0
8764;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 mei;5320.0
8765;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 juni;5220.0
8766;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 juli;5140.0
8767;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 augustus;5020.0
8768;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 september;4930.0
8769;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 oktober;4830.0
8770;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 november;4760.0
8771;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2012 december;4570.0
8772;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 januari;4540.0
8773;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 februari;4450.0
8774;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 maart;4340.0
8775;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 april;4320.0
8776;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 mei;4250.0
8777;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 juni;4170.0
8778;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 juli;4040.0
8779;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 augustus;3950.0
8780;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 september;3890.0
8781;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 oktober;3570.0
8782;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 november;3480.0
8783;Mannen;55 tot 65 jaar;Nederland;Autochtoon;2013 december;3340.0
8784;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 januari;1350.0
8785;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 februari;1340.0
8786;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 maart;1320.0
8787;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 april;1330.0
8788;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 mei;1310.0
8789;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 juni;1300.0
8790;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 juli;1290.0
8791;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 augustus;1280.0
8792;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 september;1270.0
8793;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 oktober;1270.0
8794;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 november;1250.0
8795;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2008 december;1260.0
8796;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 januari;1250.0
8797;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 februari;1250.0
8798;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 maart;1250.0
8799;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 april;1240.0
8800;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 mei;1240.0
8801;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 juni;1240.0
8802;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 juli;1230.0
8803;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 augustus;1220.0
8804;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 september;1220.0
8805;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 oktober;1200.0
8806;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 november;1190.0
8807;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2009 december;1170.0
8808;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 januari;1180.0
8809;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 februari;1180.0
8810;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 maart;1170.0
8811;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 april;1170.0
8812;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 mei;1170.0
8813;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 juni;1150.0
8814;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 juli;1140.0
8815;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 augustus;1120.0
8816;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 september;1120.0
8817;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 oktober;1100.0
8818;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 november;1100.0
8819;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2010 december;1090.0
8820;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 januari;1090.0
8821;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 februari;1090.0
8822;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 maart;1080.0
8823;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 april;1070.0
8824;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 mei;1050.0
8825;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 juni;1040.0
8826;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 juli;1030.0
8827;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 augustus;1020.0
8828;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 september;1010.0
8829;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 oktober;1000.0
8830;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 november;990.0
8831;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2011 december;980.0
8832;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 januari;980.0
8833;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 februari;980.0
8834;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 maart;970.0
8835;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 april;960.0
8836;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 mei;940.0
8837;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 juni;930.0
8838;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 juli;920.0
8839;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 augustus;900.0
8840;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 september;890.0
8841;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 oktober;880.0
8842;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 november;870.0
8843;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2012 december;850.0
8844;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 januari;850.0
8845;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 februari;830.0
8846;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 maart;820.0
8847;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 april;820.0
8848;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 mei;820.0
8849;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 juni;800.0
8850;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 juli;790.0
8851;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 augustus;770.0
8852;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 september;760.0
8853;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 oktober;650.0
8854;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 november;640.0
8855;Mannen;55 tot 65 jaar;Nederland;Allochtoon;2013 december;620.0
8856;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 januari;390.0
8857;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 februari;390.0
8858;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 maart;380.0
8859;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 april;370.0
8860;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 mei;370.0
8861;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 juni;370.0
8862;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 juli;370.0
8863;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 augustus;360.0
8864;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 september;350.0
8865;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 oktober;350.0
8866;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 november;350.0
8867;Mannen;55 tot 65 jaar;Buitenland;Totaal;2008 december;340.0
8868;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 januari;340.0
8869;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 februari;350.0
8870;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 maart;340.0
8871;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 april;340.0
8872;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 mei;340.0
8873;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 juni;340.0
8874;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 juli;340.0
8875;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 augustus;330.0
8876;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 september;330.0
8877;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 oktober;340.0
8878;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 november;340.0
8879;Mannen;55 tot 65 jaar;Buitenland;Totaal;2009 december;330.0
8880;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 januari;330.0
8881;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 februari;330.0
8882;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 maart;320.0
8883;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 april;320.0
8884;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 mei;320.0
8885;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 juni;310.0
8886;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 juli;300.0
8887;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 augustus;300.0
8888;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 september;300.0
8889;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 oktober;310.0
8890;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 november;300.0
8891;Mannen;55 tot 65 jaar;Buitenland;Totaal;2010 december;300.0
8892;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 januari;300.0
8893;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 februari;300.0
8894;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 maart;300.0
8895;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 april;300.0
8896;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 mei;290.0
8897;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 juni;280.0
8898;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 juli;280.0
8899;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 augustus;270.0
8900;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 september;270.0
8901;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 oktober;270.0
8902;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 november;270.0
8903;Mannen;55 tot 65 jaar;Buitenland;Totaal;2011 december;260.0
8904;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 januari;260.0
8905;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 februari;260.0
8906;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 maart;260.0
8907;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 april;250.0
8908;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 mei;250.0
8909;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 juni;250.0
8910;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 juli;240.0
8911;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 augustus;240.0
8912;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 september;240.0
8913;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 oktober;230.0
8914;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 november;230.0
8915;Mannen;55 tot 65 jaar;Buitenland;Totaal;2012 december;230.0
8916;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 januari;220.0
8917;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 februari;210.0
8918;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 maart;210.0
8919;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 april;200.0
8920;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 mei;200.0
8921;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 juni;200.0
8922;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 juli;200.0
8923;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 augustus;190.0
8924;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 september;190.0
8925;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 oktober;180.0
8926;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 november;180.0
8927;Mannen;55 tot 65 jaar;Buitenland;Totaal;2013 december;170.0
8928;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 januari;
8929;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 februari;
8930;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 maart;
8931;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 april;
8932;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 mei;
8933;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 juni;
8934;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 juli;
8935;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 augustus;
8936;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 september;
8937;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 oktober;
8938;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 november;
8939;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2008 december;
8940;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 januari;
8941;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 februari;
8942;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 maart;
8943;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 april;
8944;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 mei;
8945;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 juni;
8946;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 juli;
8947;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 augustus;
8948;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 september;
8949;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 oktober;
8950;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 november;
8951;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2009 december;
8952;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 januari;
8953;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 februari;
8954;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 maart;
8955;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 april;
8956;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 mei;
8957;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 juni;
8958;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 juli;
8959;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 augustus;
8960;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 september;
8961;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 oktober;
8962;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 november;
8963;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2010 december;
8964;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 januari;
8965;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 februari;
8966;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 maart;
8967;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 april;
8968;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 mei;
8969;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 juni;
8970;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 juli;
8971;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 augustus;
8972;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 september;
8973;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 oktober;
8974;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 november;
8975;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2011 december;
8976;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 januari;
8977;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 februari;
8978;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 maart;
8979;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 april;
8980;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 mei;
8981;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 juni;
8982;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 juli;
8983;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 augustus;
8984;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 september;
8985;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 oktober;
8986;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 november;
8987;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2012 december;
8988;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 januari;
8989;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 februari;
8990;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 maart;
8991;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 april;
8992;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 mei;
8993;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 juni;
8994;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 juli;
8995;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 augustus;
8996;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 september;
8997;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 oktober;
8998;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 november;
8999;Mannen;55 tot 65 jaar;Buitenland;Autochtoon;2013 december;
9000;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 januari;
9001;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 februari;
9002;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 maart;
9003;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 april;
9004;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 mei;
9005;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 juni;
9006;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 juli;
9007;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 augustus;
9008;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 september;
9009;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 oktober;
9010;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 november;
9011;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2008 december;
9012;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 januari;
9013;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 februari;
9014;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 maart;
9015;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 april;
9016;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 mei;
9017;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 juni;
9018;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 juli;
9019;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 augustus;
9020;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 september;
9021;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 oktober;
9022;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 november;
9023;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2009 december;
9024;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 januari;
9025;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 februari;
9026;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 maart;
9027;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 april;
9028;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 mei;
9029;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 juni;
9030;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 juli;
9031;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 augustus;
9032;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 september;
9033;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 oktober;
9034;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 november;
9035;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2010 december;
9036;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 januari;
9037;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 februari;
9038;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 maart;
9039;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 april;
9040;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 mei;
9041;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 juni;
9042;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 juli;
9043;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 augustus;
9044;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 september;
9045;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 oktober;
9046;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 november;
9047;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2011 december;
9048;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 januari;
9049;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 februari;
9050;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 maart;
9051;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 april;
9052;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 mei;
9053;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 juni;
9054;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 juli;
9055;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 augustus;
9056;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 september;
9057;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 oktober;
9058;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 november;
9059;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2012 december;
9060;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 januari;
9061;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 februari;
9062;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 maart;
9063;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 april;
9064;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 mei;
9065;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 juni;
9066;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 juli;
9067;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 augustus;
9068;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 september;
9069;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 oktober;
9070;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 november;
9071;Mannen;55 tot 65 jaar;Buitenland;Allochtoon;2013 december;
9072;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 januari;103390.0
9073;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 februari;102890.0
9074;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 maart;102260.0
9075;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 april;101790.0
9076;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 mei;101270.0
9077;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 juni;100760.0
9078;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 juli;100130.0
9079;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 augustus;99460.0
9080;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 september;98770.0
9081;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 oktober;98140.0
9082;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 november;97610.0
9083;Vrouwen;Totaal leeftijd;Totaal;Totaal;2008 december;96710.0
9084;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 januari;96310.0
9085;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 februari;95700.0
9086;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 maart;94960.0
9087;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 april;94340.0
9088;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 mei;93690.0
9089;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 juni;93110.0
9090;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 juli;92400.0
9091;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 augustus;91610.0
9092;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 september;90970.0
9093;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 oktober;90470.0
9094;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 november;89900.0
9095;Vrouwen;Totaal leeftijd;Totaal;Totaal;2009 december;89010.0
9096;Vrouwen;Totaal leeftijd;Totaal;Totaal;2010 januari;88640.0
9097;Vrouwen;Totaal leeftijd;Totaal;Totaal;2010 februari;88030.0
9098;Vrouwen;Totaal leeftijd;Totaal;Totaal;2010 maart;87340.0
9099;Vrouwen;Totaal leeftijd;Totaal;Totaal;2010 april;86670.0
