ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantHuishBehorendeTotDoelpopulatie_2;AantHuishMetEenLaagInkomen_3;AantHuishOnderOfRondSocMin_4
714;Smallingerland;Eenoudergezin;1.3;1.2;16.0;23.0
715;Sneek;Totaal particulier huishouden;14.1;13.5;10.0;10.0
716;Sneek;Eenpersoonshuishouden;4.7;4.5;14.0;16.0
717;Sneek;Paar zonder kinderen;4.2;4.1;4.0;4.0
718;Sneek;Paar met kinderen;4.0;3.8;9.0;5.0
719;Sneek;Eenoudergezin;0.9;0.8;25.0;32.0
720;Terschelling;Totaal particulier huishouden;2.1;2.0;9.0;8.0
721;Terschelling;Eenpersoonshuishouden;0.8;0.7;12.0;10.0
722;Terschelling;Paar zonder kinderen;0.6;0.6;;
723;Terschelling;Paar met kinderen;0.5;0.5;;
724;Terschelling;Eenoudergezin;0.1;0.1;;
725;Vlieland;Totaal particulier huishouden;0.5;0.5;;
726;Vlieland;Eenpersoonshuishouden;0.2;0.2;;
727;Vlieland;Paar zonder kinderen;0.1;0.1;;
728;Vlieland;Paar met kinderen;0.1;0.1;;
729;Vlieland;Eenoudergezin;;;;
730;Weststellingwerf;Totaal particulier huishouden;10.9;10.5;9.0;9.0
731;Weststellingwerf;Eenpersoonshuishouden;3.2;3.1;12.0;12.0
732;Weststellingwerf;Paar zonder kinderen;3.6;3.5;4.0;5.0
733;Weststellingwerf;Paar met kinderen;3.3;3.2;9.0;7.0
734;Weststellingwerf;Eenoudergezin;0.6;0.5;23.0;27.0
735;Nijefurd;Totaal particulier huishouden;4.5;4.4;11.0;10.0
736;Nijefurd;Eenpersoonshuishouden;1.4;1.3;18.0;16.0
737;Nijefurd;Paar zonder kinderen;1.4;1.4;5.0;6.0
738;Nijefurd;Paar met kinderen;1.4;1.3;11.0;8.0
739;Nijefurd;Eenoudergezin;0.2;0.2;;
740;Assen;Totaal particulier huishouden;25.7;24.9;10.0;9.0
741;Assen;Eenpersoonshuishouden;8.1;7.8;15.0;14.0
742;Assen;Paar zonder kinderen;7.7;7.5;3.0;3.0
743;Assen;Paar met kinderen;7.6;7.4;7.0;5.0
744;Assen;Eenoudergezin;1.7;1.6;23.0;27.0
745;Coevorden;Totaal particulier huishouden;14.8;14.3;9.0;8.0
746;Coevorden;Eenpersoonshuishouden;3.9;3.7;12.0;11.0
747;Coevorden;Paar zonder kinderen;5.0;4.9;4.0;4.0
748;Coevorden;Paar met kinderen;4.8;4.6;9.0;7.0
749;Coevorden;Eenoudergezin;0.7;0.6;23.0;30.0
750;Emmen;Totaal particulier huishouden;44.7;42.8;9.0;8.0
751;Emmen;Eenpersoonshuishouden;12.2;11.7;14.0;13.0
752;Emmen;Paar zonder kinderen;14.7;14.4;4.0;4.0
753;Emmen;Paar met kinderen;14.0;13.3;8.0;5.0
754;Emmen;Eenoudergezin;2.4;2.2;22.0;28.0
755;Hoogeveen;Totaal particulier huishouden;21.6;20.9;8.0;7.0
756;Hoogeveen;Eenpersoonshuishouden;6.0;5.7;12.0;10.0
757;Hoogeveen;Paar zonder kinderen;6.9;6.8;3.0;3.0
758;Hoogeveen;Paar met kinderen;7.0;6.8;8.0;5.0
759;Hoogeveen;Eenoudergezin;1.0;1.0;23.0;26.0
760;Meppel;Totaal particulier huishouden;12.9;12.5;8.0;7.0
761;Meppel;Eenpersoonshuishouden;4.1;3.9;13.0;13.0
762;Meppel;Paar zonder kinderen;4.0;4.0;3.0;3.0
763;Meppel;Paar met kinderen;3.8;3.7;6.0;4.0
764;Meppel;Eenoudergezin;0.6;0.6;22.0;25.0
765;Littenseradiel;Totaal particulier huishouden;4.1;4.0;10.0;8.0
766;Littenseradiel;Eenpersoonshuishouden;1.0;1.0;13.0;13.0
767;Littenseradiel;Paar zonder kinderen;1.3;1.2;7.0;6.0
768;Littenseradiel;Paar met kinderen;1.6;1.5;9.0;7.0
769;Littenseradiel;Eenoudergezin;0.2;0.2;;
770;Almelo;Totaal particulier huishouden;29.8;28.7;12.0;11.0
771;Almelo;Eenpersoonshuishouden;8.9;8.5;17.0;16.0
772;Almelo;Paar zonder kinderen;9.0;8.8;5.0;6.0
773;Almelo;Paar met kinderen;9.0;8.7;11.0;7.0
774;Almelo;Eenoudergezin;1.9;1.8;25.0;31.0
775;Bathmen;Totaal particulier huishouden;2.1;2.0;4.0;
776;Bathmen;Eenpersoonshuishouden;0.5;0.4;;
777;Bathmen;Paar zonder kinderen;0.8;0.8;0.0;0.0
778;Bathmen;Paar met kinderen;0.8;0.7;;
779;Bathmen;Eenoudergezin;;;;
780;Borne;Totaal particulier huishouden;8.0;7.8;5.0;5.0
781;Borne;Eenpersoonshuishouden;1.9;1.9;9.0;9.0
782;Borne;Paar zonder kinderen;2.7;2.6;;3.0
783;Borne;Paar met kinderen;2.9;2.8;4.0;
784;Borne;Eenoudergezin;0.3;0.3;;26.0
785;Dalfsen;Totaal particulier huishouden;9.6;9.4;5.0;5.0
786;Dalfsen;Eenpersoonshuishouden;2.0;1.9;6.0;6.0
787;Dalfsen;Paar zonder kinderen;3.1;3.0;4.0;4.0
788;Dalfsen;Paar met kinderen;3.9;3.9;5.0;4.0
789;Dalfsen;Eenoudergezin;0.3;0.3;;
790;Deventer;Totaal particulier huishouden;36.9;35.3;10.0;9.0
791;Deventer;Eenpersoonshuishouden;12.2;11.3;13.0;11.0
792;Deventer;Paar zonder kinderen;11.0;10.7;4.0;4.0
793;Deventer;Paar met kinderen;10.4;10.0;8.0;5.0
794;Deventer;Eenoudergezin;2.1;2.0;25.0;30.0
795;Enschede;Totaal particulier huishouden;63.0;59.6;12.0;11.0
796;Enschede;Eenpersoonshuishouden;21.2;19.8;17.0;16.0
797;Enschede;Paar zonder kinderen;19.0;18.2;6.0;6.0
798;Enschede;Paar met kinderen;16.6;15.9;11.0;7.0
799;Enschede;Eenoudergezin;3.9;3.7;26.0;31.0
800;Haaksbergen;Totaal particulier huishouden;9.2;9.0;7.0;6.0
801;Haaksbergen;Eenpersoonshuishouden;2.0;1.9;11.0;11.0
802;Haaksbergen;Paar zonder kinderen;3.1;3.1;3.0;4.0
803;Haaksbergen;Paar met kinderen;3.3;3.2;6.0;5.0
804;Haaksbergen;Eenoudergezin;0.4;0.4;;18.0
805;Hardenberg;Totaal particulier huishouden;20.9;20.3;7.0;6.0
806;Hardenberg;Eenpersoonshuishouden;4.6;4.5;10.0;10.0
807;Hardenberg;Paar zonder kinderen;6.3;6.1;3.0;4.0
808;Hardenberg;Paar met kinderen;8.3;8.1;7.0;4.0
809;Hardenberg;Eenoudergezin;0.9;0.9;13.0;15.0
810;Hellendoorn;Totaal particulier huishouden;13.6;13.2;6.0;5.0
811;Hellendoorn;Eenpersoonshuishouden;3.0;3.0;9.0;8.0
812;Hellendoorn;Paar zonder kinderen;4.3;4.2;4.0;4.0
813;Hellendoorn;Paar met kinderen;5.1;5.0;4.0;3.0
814;Hellendoorn;Eenoudergezin;0.6;0.5;20.0;20.0
815;Hengelo (O.);Totaal particulier huishouden;34.5;33.3;8.0;7.0
816;Hengelo (O.);Eenpersoonshuishouden;11.2;10.8;12.0;10.0
817;Hengelo (O.);Paar zonder kinderen;10.6;10.4;3.0;3.0
818;Hengelo (O.);Paar met kinderen;9.8;9.5;8.0;4.0
819;Hengelo (O.);Eenoudergezin;1.8;1.7;16.0;20.0
820;Kampen;Totaal particulier huishouden;18.6;18.0;8.0;7.0
821;Kampen;Eenpersoonshuishouden;5.1;5.0;12.0;11.0
822;Kampen;Paar zonder kinderen;5.3;5.2;3.0;3.0
823;Kampen;Paar met kinderen;6.9;6.7;8.0;5.0
824;Kampen;Eenoudergezin;0.8;0.8;24.0;26.0
825;Losser;Totaal particulier huishouden;8.3;8.0;6.0;7.0
826;Losser;Eenpersoonshuishouden;1.8;1.7;11.0;12.0
827;Losser;Paar zonder kinderen;2.7;2.6;3.0;4.0
828;Losser;Paar met kinderen;3.1;2.9;5.0;3.0
829;Losser;Eenoudergezin;0.4;0.3;;26.0
830;Noordoostpolder;Totaal particulier huishouden;17.7;17.1;10.0;9.0
831;Noordoostpolder;Eenpersoonshuishouden;4.8;4.6;11.0;11.0
832;Noordoostpolder;Paar zonder kinderen;5.5;5.3;5.0;6.0
833;Noordoostpolder;Paar met kinderen;6.3;6.0;10.0;7.0
834;Noordoostpolder;Eenoudergezin;0.9;0.8;29.0;34.0
835;Oldenzaal;Totaal particulier huishouden;12.7;12.2;8.0;7.0
836;Oldenzaal;Eenpersoonshuishouden;3.4;3.3;12.0;12.0
837;Oldenzaal;Paar zonder kinderen;4.2;4.1;4.0;5.0
838;Oldenzaal;Paar met kinderen;4.2;4.0;5.0;3.0
839;Oldenzaal;Eenoudergezin;0.6;0.5;21.0;23.0
840;Ommen;Totaal particulier huishouden;6.3;6.1;6.0;5.0
841;Ommen;Eenpersoonshuishouden;1.5;1.5;6.0;7.0
842;Ommen;Paar zonder kinderen;1.9;1.9;;
843;Ommen;Paar met kinderen;2.3;2.2;6.0;5.0
844;Ommen;Eenoudergezin;0.3;0.2;;
845;Raalte;Totaal particulier huishouden;14.0;13.6;6.0;6.0
846;Raalte;Eenpersoonshuishouden;3.3;3.2;10.0;10.0
847;Raalte;Paar zonder kinderen;4.3;4.2;2.0;3.0
848;Raalte;Paar met kinderen;5.3;5.2;6.0;4.0
849;Raalte;Eenoudergezin;0.6;0.6;18.0;22.0
850;Staphorst;Totaal particulier huishouden;4.8;4.7;7.0;6.0
851;Staphorst;Eenpersoonshuishouden;0.8;0.8;;
852;Staphorst;Paar zonder kinderen;1.2;1.2;;
853;Staphorst;Paar met kinderen;2.4;2.3;7.0;5.0
854;Staphorst;Eenoudergezin;0.2;0.2;;
855;Tubbergen;Totaal particulier huishouden;6.7;6.6;6.0;6.0
856;Tubbergen;Eenpersoonshuishouden;1.2;1.2;9.0;8.0
857;Tubbergen;Paar zonder kinderen;1.7;1.7;;
858;Tubbergen;Paar met kinderen;3.0;2.9;7.0;5.0
859;Tubbergen;Eenoudergezin;0.3;0.3;;
860;Urk;Totaal particulier huishouden;4.6;4.4;10.0;8.0
861;Urk;Eenpersoonshuishouden;0.8;0.8;11.0;14.0
862;Urk;Paar zonder kinderen;0.8;0.7;;
863;Urk;Paar met kinderen;2.7;2.6;12.0;8.0
864;Urk;Eenoudergezin;0.2;0.2;;
865;Wierden;Totaal particulier huishouden;8.3;8.1;6.0;5.0
866;Wierden;Eenpersoonshuishouden;1.6;1.6;6.0;5.0
867;Wierden;Paar zonder kinderen;2.5;2.5;5.0;5.0
868;Wierden;Paar met kinderen;3.4;3.3;5.0;4.0
869;Wierden;Eenoudergezin;0.3;0.3;;
870;Zwolle;Totaal particulier huishouden;46.7;45.2;8.0;8.0
871;Zwolle;Eenpersoonshuishouden;16.3;15.7;13.0;12.0
872;Zwolle;Paar zonder kinderen;13.6;13.2;2.0;3.0
873;Zwolle;Paar met kinderen;12.9;12.6;6.0;3.0
874;Zwolle;Eenoudergezin;2.7;2.6;26.0;28.0
875;Rijnwaarden;Totaal particulier huishouden;4.4;4.2;6.0;6.0
876;Rijnwaarden;Eenpersoonshuishouden;0.9;0.9;9.0;10.0
877;Rijnwaarden;Paar zonder kinderen;1.5;1.5;;
878;Rijnwaarden;Paar met kinderen;1.6;1.5;6.0;
879;Rijnwaarden;Eenoudergezin;0.2;0.2;;
880;Aalten;Totaal particulier huishouden;7.2;7.0;7.0;6.0
881;Aalten;Eenpersoonshuishouden;1.9;1.8;8.0;9.0
882;Aalten;Paar zonder kinderen;2.3;2.3;4.0;4.0
883;Aalten;Paar met kinderen;2.5;2.4;7.0;5.0
884;Aalten;Eenoudergezin;0.3;0.2;;
885;Angerlo;Totaal particulier huishouden;1.9;1.9;5.0;4.0
886;Angerlo;Eenpersoonshuishouden;0.4;0.4;;
887;Angerlo;Paar zonder kinderen;0.6;0.6;;
888;Angerlo;Paar met kinderen;0.8;0.7;;
889;Angerlo;Eenoudergezin;0.1;0.1;;
890;Apeldoorn;Totaal particulier huishouden;64.5;62.5;7.0;7.0
891;Apeldoorn;Eenpersoonshuishouden;20.0;19.2;10.0;10.0
892;Apeldoorn;Paar zonder kinderen;20.0;19.6;3.0;3.0
893;Apeldoorn;Paar met kinderen;18.9;18.4;6.0;4.0
894;Apeldoorn;Eenoudergezin;3.6;3.3;22.0;25.0
895;Arnhem;Totaal particulier huishouden;63.6;60.3;13.0;12.0
896;Arnhem;Eenpersoonshuishouden;25.9;24.3;18.0;17.0
897;Arnhem;Paar zonder kinderen;16.9;16.3;5.0;5.0
898;Arnhem;Paar met kinderen;14.1;13.4;11.0;7.0
899;Arnhem;Eenoudergezin;4.6;4.4;23.0;30.0
900;Barneveld;Totaal particulier huishouden;16.9;16.4;7.0;6.0
901;Barneveld;Eenpersoonshuishouden;3.8;3.6;10.0;10.0
902;Barneveld;Paar zonder kinderen;4.7;4.6;3.0;3.0
903;Barneveld;Paar met kinderen;7.0;6.8;7.0;4.0
904;Barneveld;Eenoudergezin;0.7;0.7;14.0;17.0
905;Bergh;Totaal particulier huishouden;7.2;6.9;8.0;8.0
906;Bergh;Eenpersoonshuishouden;1.7;1.6;11.0;13.0
907;Bergh;Paar zonder kinderen;2.4;2.3;5.0;6.0
908;Bergh;Paar met kinderen;2.5;2.4;7.0;4.0
909;Bergh;Eenoudergezin;0.3;0.3;25.0;27.0
910;Beuningen;Totaal particulier huishouden;9.5;9.2;6.0;6.0
911;Beuningen;Eenpersoonshuishouden;2.0;1.9;10.0;10.0
912;Beuningen;Paar zonder kinderen;2.8;2.8;3.0;3.0
913;Beuningen;Paar met kinderen;3.9;3.8;4.0;3.0
914;Beuningen;Eenoudergezin;0.5;0.5;20.0;24.0
915;Borculo;Totaal particulier huishouden;4.0;3.9;7.0;7.0
916;Borculo;Eenpersoonshuishouden;0.9;0.9;9.0;10.0
917;Borculo;Paar zonder kinderen;1.4;1.4;;
918;Borculo;Paar met kinderen;1.3;1.3;8.0;
919;Borculo;Eenoudergezin;0.2;0.2;;
920;Brummen;Totaal particulier huishouden;8.3;8.1;6.0;6.0
921;Brummen;Eenpersoonshuishouden;1.9;1.8;13.0;10.0
922;Brummen;Paar zonder kinderen;2.9;2.9;3.0;3.0
923;Brummen;Paar met kinderen;2.8;2.8;3.0;3.0
924;Brummen;Eenoudergezin;0.4;0.3;;31.0
925;Buren;Totaal particulier huishouden;9.7;9.5;7.0;6.0
926;Buren;Eenpersoonshuishouden;2.0;2.0;11.0;11.0
927;Buren;Paar zonder kinderen;3.2;3.2;4.0;4.0
928;Buren;Paar met kinderen;3.8;3.7;6.0;4.0
929;Buren;Eenoudergezin;0.3;0.3;;23.0
930;Culemborg;Totaal particulier huishouden;10.5;10.2;7.0;7.0
931;Culemborg;Eenpersoonshuishouden;2.9;2.8;12.0;11.0
932;Culemborg;Paar zonder kinderen;2.9;2.9;2.0;3.0
933;Culemborg;Paar met kinderen;3.7;3.6;7.0;5.0
934;Culemborg;Eenoudergezin;0.6;0.6;17.0;18.0
935;Didam;Totaal particulier huishouden;6.4;6.3;6.0;6.0
936;Didam;Eenpersoonshuishouden;1.3;1.3;10.0;8.0
937;Didam;Paar zonder kinderen;2.1;2.1;4.0;4.0
938;Didam;Paar met kinderen;2.4;2.4;6.0;5.0
939;Didam;Eenoudergezin;0.3;0.3;;
940;Dinxperlo;Totaal particulier huishouden;3.4;3.2;5.0;6.0
941;Dinxperlo;Eenpersoonshuishouden;0.8;0.8;10.0;12.0
942;Dinxperlo;Paar zonder kinderen;1.2;1.2;;
943;Dinxperlo;Paar met kinderen;1.2;1.1;;
944;Dinxperlo;Eenoudergezin;0.2;0.1;;
945;Doesburg;Totaal particulier huishouden;4.7;4.5;8.0;7.0
946;Doesburg;Eenpersoonshuishouden;1.3;1.2;14.0;12.0
947;Doesburg;Paar zonder kinderen;1.4;1.4;;
948;Doesburg;Paar met kinderen;1.5;1.5;6.0;
949;Doesburg;Eenoudergezin;0.2;0.2;;31.0
950;Doetinchem;Totaal particulier huishouden;20.7;20.0;9.0;8.0
951;Doetinchem;Eenpersoonshuishouden;6.1;5.9;14.0;13.0
952;Doetinchem;Paar zonder kinderen;6.7;6.5;4.0;4.0
953;Doetinchem;Paar met kinderen;6.3;6.1;7.0;5.0
954;Doetinchem;Eenoudergezin;1.1;1.0;20.0;24.0
955;Druten;Totaal particulier huishouden;6.7;6.5;7.0;6.0
956;Druten;Eenpersoonshuishouden;1.4;1.4;14.0;12.0
957;Druten;Paar zonder kinderen;2.1;2.1;;
958;Druten;Paar met kinderen;2.6;2.5;6.0;5.0
959;Druten;Eenoudergezin;0.3;0.3;;
960;Duiven;Totaal particulier huishouden;9.7;9.5;6.0;5.0
961;Duiven;Eenpersoonshuishouden;2.0;1.9;11.0;10.0
962;Duiven;Paar zonder kinderen;3.0;3.0;;
963;Duiven;Paar met kinderen;4.0;3.9;5.0;4.0
964;Duiven;Eenoudergezin;0.5;0.4;;18.0
965;Ede;Totaal particulier huishouden;39.8;38.6;8.0;7.0
966;Ede;Eenpersoonshuishouden;10.8;10.4;11.0;10.0
967;Ede;Paar zonder kinderen;11.7;11.5;3.0;4.0
968;Ede;Paar met kinderen;13.6;13.2;6.0;5.0
969;Ede;Eenoudergezin;2.0;1.9;20.0;24.0
970;Eibergen;Totaal particulier huishouden;6.2;6.1;8.0;8.0
971;Eibergen;Eenpersoonshuishouden;1.5;1.4;12.0;11.0
972;Eibergen;Paar zonder kinderen;1.9;1.9;4.0;4.0
973;Eibergen;Paar met kinderen;2.2;2.2;7.0;5.0
974;Eibergen;Eenoudergezin;0.3;0.3;;
975;Elburg;Totaal particulier huishouden;7.8;7.7;6.0;5.0
976;Elburg;Eenpersoonshuishouden;1.6;1.6;9.0;9.0
977;Elburg;Paar zonder kinderen;2.4;2.4;;
978;Elburg;Paar met kinderen;3.1;3.1;6.0;3.0
979;Elburg;Eenoudergezin;0.4;0.3;;
980;Epe;Totaal particulier huishouden;13.2;12.8;7.0;6.0
981;Epe;Eenpersoonshuishouden;3.4;3.3;12.0;11.0
982;Epe;Paar zonder kinderen;4.3;4.2;4.0;4.0
983;Epe;Paar met kinderen;4.3;4.1;6.0;4.0
984;Epe;Eenoudergezin;0.6;0.5;14.0;20.0
985;Ermelo;Totaal particulier huishouden;10.1;9.8;8.0;7.0
986;Ermelo;Eenpersoonshuishouden;2.8;2.8;13.0;13.0
987;Ermelo;Paar zonder kinderen;3.0;3.0;3.0;4.0
988;Ermelo;Paar met kinderen;3.3;3.2;7.0;4.0
989;Ermelo;Eenoudergezin;0.5;0.4;;
990;Geldermalsen;Totaal particulier huishouden;9.7;9.4;6.0;5.0
991;Geldermalsen;Eenpersoonshuishouden;2.2;2.1;11.0;10.0
992;Geldermalsen;Paar zonder kinderen;3.0;2.9;3.0;3.0
993;Geldermalsen;Paar met kinderen;3.8;3.7;6.0;4.0
994;Geldermalsen;Eenoudergezin;0.4;0.4;;
995;Gendringen;Totaal particulier huishouden;8.0;7.7;8.0;8.0
996;Gendringen;Eenpersoonshuishouden;1.8;1.7;17.0;17.0
997;Gendringen;Paar zonder kinderen;2.6;2.5;3.0;4.0
998;Gendringen;Paar met kinderen;2.9;2.8;6.0;4.0
999;Gendringen;Eenoudergezin;0.4;0.3;;23.0
1000;Gorssel;Totaal particulier huishouden;5.5;5.4;7.0;6.0
1001;Gorssel;Eenpersoonshuishouden;1.4;1.3;8.0;8.0
1002;Gorssel;Paar zonder kinderen;2.1;2.1;4.0;4.0
1003;Gorssel;Paar met kinderen;1.6;1.6;7.0;6.0
1004;Gorssel;Eenoudergezin;0.1;0.1;;
1005;Groenlo;Totaal particulier huishouden;3.8;3.7;6.0;6.0
1006;Groenlo;Eenpersoonshuishouden;1.0;1.0;9.0;9.0
1007;Groenlo;Paar zonder kinderen;1.3;1.3;;
1008;Groenlo;Paar met kinderen;1.2;1.2;;
1009;Groenlo;Eenoudergezin;0.2;0.1;;
1010;Groesbeek;Totaal particulier huishouden;7.4;7.0;6.0;6.0
1011;Groesbeek;Eenpersoonshuishouden;1.9;1.8;9.0;9.0
1012;Groesbeek;Paar zonder kinderen;2.4;2.3;5.0;5.0
1013;Groesbeek;Paar met kinderen;2.5;2.4;5.0;4.0
1014;Groesbeek;Eenoudergezin;0.3;0.3;;
1015;Harderwijk;Totaal particulier huishouden;15.8;15.4;8.0;8.0
1016;Harderwijk;Eenpersoonshuishouden;4.4;4.2;12.0;12.0
1017;Harderwijk;Paar zonder kinderen;4.6;4.5;4.0;5.0
1018;Harderwijk;Paar met kinderen;5.4;5.3;6.0;4.0
1019;Harderwijk;Eenoudergezin;0.9;0.8;20.0;25.0
1020;Hattem;Totaal particulier huishouden;4.6;4.5;5.0;4.0
1021;Hattem;Eenpersoonshuishouden;1.1;1.0;8.0;8.0
1022;Hattem;Paar zonder kinderen;1.6;1.6;;
1023;Hattem;Paar met kinderen;1.6;1.6;;
1024;Hattem;Eenoudergezin;0.1;0.1;;
1025;Heerde;Totaal particulier huishouden;7.2;7.0;5.0;4.0
1026;Heerde;Eenpersoonshuishouden;1.9;1.8;5.0;6.0
1027;Heerde;Paar zonder kinderen;2.3;2.3;3.0;4.0
1028;Heerde;Paar met kinderen;2.6;2.5;5.0;4.0
1029;Heerde;Eenoudergezin;0.2;0.2;;
1030;Hengelo (Gld.);Totaal particulier huishouden;3.2;3.1;6.0;5.0
1031;Hengelo (Gld.);Eenpersoonshuishouden;0.7;0.7;;
1032;Hengelo (Gld.);Paar zonder kinderen;1.0;1.0;;
1033;Hengelo (Gld.);Paar met kinderen;1.3;1.2;;
1034;Hengelo (Gld.);Eenoudergezin;0.1;0.1;;
1035;Heumen;Totaal particulier huishouden;6.3;6.1;7.0;6.0
1036;Heumen;Eenpersoonshuishouden;1.3;1.3;11.0;12.0
1037;Heumen;Paar zonder kinderen;2.0;2.0;;4.0
1038;Heumen;Paar met kinderen;2.4;2.4;5.0;4.0
1039;Heumen;Eenoudergezin;0.3;0.3;;
1040;Hummelo en Keppel;Totaal particulier huishouden;1.8;1.8;6.0;6.0
1041;Hummelo en Keppel;Eenpersoonshuishouden;0.5;0.4;;
1042;Hummelo en Keppel;Paar zonder kinderen;0.7;0.7;;
1043;Hummelo en Keppel;Paar met kinderen;0.6;0.5;;
1044;Hummelo en Keppel;Eenoudergezin;0.1;;;
1045;Lichtenvoorde;Totaal particulier huishouden;7.1;6.9;6.0;5.0
1046;Lichtenvoorde;Eenpersoonshuishouden;1.6;1.6;9.0;8.0
1047;Lichtenvoorde;Paar zonder kinderen;2.2;2.2;;
1048;Lichtenvoorde;Paar met kinderen;2.8;2.7;5.0;4.0
1049;Lichtenvoorde;Eenoudergezin;0.3;0.3;;
1050;Lochem;Totaal particulier huishouden;7.7;7.5;7.0;7.0
1051;Lochem;Eenpersoonshuishouden;2.0;1.9;11.0;11.0
1052;Lochem;Paar zonder kinderen;2.6;2.5;;3.0
1053;Lochem;Paar met kinderen;2.4;2.4;6.0;4.0
1054;Lochem;Eenoudergezin;0.3;0.3;;
1055;Maasdriel;Totaal particulier huishouden;8.8;8.6;7.0;7.0
1056;Maasdriel;Eenpersoonshuishouden;1.9;1.8;8.0;8.0
1057;Maasdriel;Paar zonder kinderen;2.6;2.5;4.0;4.0
1058;Maasdriel;Paar met kinderen;3.5;3.4;8.0;6.0
1059;Maasdriel;Eenoudergezin;0.5;0.4;17.0;22.0
1060;Millingen aan de Rijn;Totaal particulier huishouden;2.3;2.2;9.0;8.0
1061;Millingen aan de Rijn;Eenpersoonshuishouden;0.6;0.5;15.0;14.0
1062;Millingen aan de Rijn;Paar zonder kinderen;0.7;0.7;;
1063;Millingen aan de Rijn;Paar met kinderen;0.8;0.8;;
1064;Millingen aan de Rijn;Eenoudergezin;0.1;0.1;;
1065;Neede;Totaal particulier huishouden;4.4;4.3;6.0;6.0
1066;Neede;Eenpersoonshuishouden;1.0;1.0;14.0;12.0
1067;Neede;Paar zonder kinderen;1.6;1.6;;
1068;Neede;Paar met kinderen;1.4;1.4;;
1069;Neede;Eenoudergezin;0.2;0.2;;
1070;Nijkerk;Totaal particulier huishouden;14.3;13.9;6.0;5.0
1071;Nijkerk;Eenpersoonshuishouden;3.4;3.3;9.0;9.0
1072;Nijkerk;Paar zonder kinderen;4.4;4.3;2.0;3.0
1073;Nijkerk;Paar met kinderen;5.5;5.3;6.0;3.0
1074;Nijkerk;Eenoudergezin;0.6;0.6;;14.0
1075;Nijmegen;Totaal particulier huishouden;68.8;65.1;12.0;12.0
1076;Nijmegen;Eenpersoonshuishouden;29.1;27.0;17.0;17.0
1077;Nijmegen;Paar zonder kinderen;18.0;17.4;4.0;5.0
1078;Nijmegen;Paar met kinderen;15.0;14.4;9.0;6.0
1079;Nijmegen;Eenoudergezin;4.8;4.5;23.0;27.0
1080;Oldebroek;Totaal particulier huishouden;7.7;7.6;5.0;4.0
1081;Oldebroek;Eenpersoonshuishouden;1.5;1.4;6.0;
1082;Oldebroek;Paar zonder kinderen;2.2;2.2;;
1083;Oldebroek;Paar met kinderen;3.3;3.2;5.0;3.0
1084;Oldebroek;Eenoudergezin;0.3;0.3;;
1085;Putten;Totaal particulier huishouden;8.6;8.3;8.0;7.0
1086;Putten;Eenpersoonshuishouden;2.1;2.0;10.0;9.0
1087;Putten;Paar zonder kinderen;2.5;2.4;4.0;4.0
1088;Putten;Paar met kinderen;3.2;3.1;7.0;5.0
1089;Putten;Eenoudergezin;0.4;0.4;19.0;21.0
1090;Renkum;Totaal particulier huishouden;13.5;13.2;6.0;5.0
1091;Renkum;Eenpersoonshuishouden;4.4;4.3;8.0;7.0
1092;Renkum;Paar zonder kinderen;4.5;4.4;3.0;3.0
1093;Renkum;Paar met kinderen;3.5;3.5;6.0;4.0
1094;Renkum;Eenoudergezin;0.7;0.6;18.0;19.0
1095;Rheden;Totaal particulier huishouden;19.2;18.7;7.0;7.0
1096;Rheden;Eenpersoonshuishouden;6.3;6.1;11.0;11.0
1097;Rheden;Paar zonder kinderen;6.6;6.5;3.0;3.0
1098;Rheden;Paar met kinderen;5.0;4.9;6.0;4.0
1099;Rheden;Eenoudergezin;0.9;0.9;13.0;17.0
1100;Rozendaal;Totaal particulier huishouden;0.6;0.6;;
1101;Rozendaal;Eenpersoonshuishouden;0.1;0.1;;
1102;Rozendaal;Paar zonder kinderen;0.3;0.3;;
1103;Rozendaal;Paar met kinderen;0.2;0.2;;
1104;Rozendaal;Eenoudergezin;;;;
1105;Ruurlo;Totaal particulier huishouden;3.4;3.3;7.0;6.0
1106;Ruurlo;Eenpersoonshuishouden;0.7;0.7;;
1107;Ruurlo;Paar zonder kinderen;1.3;1.3;;
1108;Ruurlo;Paar met kinderen;1.2;1.2;9.0;7.0
1109;Ruurlo;Eenoudergezin;0.1;0.1;;
1110;Scherpenzeel;Totaal particulier huishouden;3.3;3.2;5.0;4.0
1111;Scherpenzeel;Eenpersoonshuishouden;0.8;0.7;;
1112;Scherpenzeel;Paar zonder kinderen;1.0;1.0;;
1113;Scherpenzeel;Paar met kinderen;1.3;1.2;;
1114;Scherpenzeel;Eenoudergezin;0.2;0.1;;
1115;Steenderen;Totaal particulier huishouden;1.9;1.8;7.0;6.0
1116;Steenderen;Eenpersoonshuishouden;0.4;0.4;;
1117;Steenderen;Paar zonder kinderen;0.6;0.6;;
1118;Steenderen;Paar met kinderen;0.7;0.7;;
1119;Steenderen;Eenoudergezin;0.1;;;
1120;Tiel;Totaal particulier huishouden;16.2;15.6;9.0;8.0
1121;Tiel;Eenpersoonshuishouden;4.5;4.3;13.0;12.0
1122;Tiel;Paar zonder kinderen;4.7;4.6;4.0;4.0
1123;Tiel;Paar met kinderen;5.6;5.4;7.0;5.0
1124;Tiel;Eenoudergezin;0.9;0.8;25.0;28.0
