ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBanen_1;Bedrijfsgrootte1Tot10Werknemers_2;Bedrijfsgrootte10Tot50Werknemers_3;Bedrijfsgrootte50Tot100Werknemers_4;Bedrijfsgrootte100Tot500Werknemers_5;Bedrijfsgrootte500EnMeerWerknemers_6
635;49 Vervoer over land;2012 december;180.09;15.52;41.96;25.95;45.63;51.04
636;49 Vervoer over land;2012 december;181.23;16.36;42.01;25.93;45.77;51.16
637;49 Vervoer over land;2013 december;173.68;14.78;39.87;25.14;44.17;49.03
638;49 Vervoer over land;2013 december;173.31;15.37;39.77;25.17;44.06;48.95
639;49 Vervoer over land;2014 december;170.83;15.57;39.56;25.4;40.29;50.0
640;50 Vervoer over water;2008 december;14.6;5.2;2.8;1.2;4.1;1.3
641;50 Vervoer over water;2009 december;14.9;4.6;3.0;1.3;4.6;1.3
642;50 Vervoer over water;2010 december;15.5;5.0;3.4;;5.5;
643;50 Vervoer over water;2011 december;15.8;4.8;3.0;;5.7;
644;50 Vervoer over water;2011 december ;15.66;4.74;3.02;;5.67;
645;50 Vervoer over water;2012 december;15.09;4.03;3.28;;6.03;
646;50 Vervoer over water;2012 december;15.27;4.23;3.28;;6.03;
647;50 Vervoer over water;2013 december;16.29;4.42;3.07;;6.36;
648;50 Vervoer over water;2013 december;16.2;4.53;3.05;;6.35;
649;50 Vervoer over water;2014 december;15.96;4.44;2.91;;5.98;
650;51 Vervoer door de lucht;2008 december;28.6;0.4;0.3;0.1;1.0;26.8
651;51 Vervoer door de lucht;2009 december;25.9;0.4;0.4;0.1;0.9;24.1
652;51 Vervoer door de lucht;2010 december;25.3;0.5;0.4;;0.8;
653;51 Vervoer door de lucht;2011 december;25.6;0.4;0.4;;1.0;
654;51 Vervoer door de lucht;2011 december ;25.62;0.45;0.36;;;
655;51 Vervoer door de lucht;2012 december;24.63;0.38;0.54;;;
656;51 Vervoer door de lucht;2012 december;24.84;0.32;0.53;;;
657;51 Vervoer door de lucht;2013 december;24.71;0.28;0.41;;;
658;51 Vervoer door de lucht;2013 december;24.76;0.31;0.44;;;
659;51 Vervoer door de lucht;2014 december;24.73;0.29;0.51;;;
660;52 Opslag, dienstverlening voor vervoer;2008 december;76.4;8.8;16.9;8.1;21.0;21.5
661;52 Opslag, dienstverlening voor vervoer;2009 december;73.4;7.9;15.5;7.1;19.6;23.2
662;52 Opslag, dienstverlening voor vervoer;2010 december;76.6;8.2;15.1;8.5;18.9;25.9
663;52 Opslag, dienstverlening voor vervoer;2011 december;78.7;7.9;15.3;7.9;21.9;25.6
664;52 Opslag, dienstverlening voor vervoer;2011 december ;78.57;7.85;15.2;7.94;21.94;25.63
665;52 Opslag, dienstverlening voor vervoer;2012 december;79.38;7.45;15.41;8.28;22.29;25.96
666;52 Opslag, dienstverlening voor vervoer;2012 december;79.63;7.6;15.46;8.26;22.36;25.95
667;52 Opslag, dienstverlening voor vervoer;2013 december;82.09;7.14;15.83;8.98;24.26;25.17
668;52 Opslag, dienstverlening voor vervoer;2013 december;81.92;7.51;15.97;9.07;24.24;25.14
669;52 Opslag, dienstverlening voor vervoer;2014 december;83.73;7.42;16.99;9.89;24.36;25.06
670;53 Post en koeriers;2008 december;73.3;3.0;3.0;0.6;1.8;65.0
671;53 Post en koeriers;2009 december;75.7;3.2;2.9;0.7;2.0;66.8
672;53 Post en koeriers;2010 december;71.3;3.2;2.9;0.9;0.8;63.5
673;53 Post en koeriers;2011 december;72.4;3.2;3.3;0.6;1.4;63.9
674;53 Post en koeriers;2011 december ;72.42;3.24;3.28;;;
675;53 Post en koeriers;2012 december;75.08;3.32;3.36;;;66.15
676;53 Post en koeriers;2012 december;75.07;3.36;3.38;;;66.09
677;53 Post en koeriers;2013 december;72.38;3.3;3.24;;;63.26
678;53 Post en koeriers;2013 december;72.35;3.39;3.25;;;63.24
679;53 Post en koeriers;2014 december;69.05;3.49;3.16;;;59.3
680;I Horeca;2008 december;315.1;148.4;96.5;14.9;18.6;36.7
681;I Horeca;2009 december;313.0;131.5;101.6;17.5;18.9;43.6
682;I Horeca;2010 december;320.5;137.4;87.5;22.3;28.5;44.8
683;I Horeca;2011 december;332.6;139.7;95.4;21.6;30.8;45.0
684;I Horeca;2011 december ;331.93;139.0;95.5;21.6;30.79;45.04
685;I Horeca;2012 december;336.49;137.36;98.72;22.9;31.7;45.81
686;I Horeca;2012 december;338.47;138.81;99.12;23.23;31.68;45.64
687;I Horeca;2013 december;341.55;134.96;97.49;20.74;36.25;45.22
688;I Horeca;2013 december;340.02;139.6;99.13;20.81;36.13;44.36
689;I Horeca;2014 december;354.81;146.24;104.55;21.24;33.19;49.58
690;55 Logiesverstrekking;2008 december;65.5;11.5;22.0;6.8;11.9;13.3
691;55 Logiesverstrekking;2009 december;62.9;9.7;20.3;8.1;11.4;13.4
692;55 Logiesverstrekking;2010 december;63.6;10.0;18.8;7.1;14.5;13.2
693;55 Logiesverstrekking;2011 december;65.3;9.6;20.1;7.7;15.0;12.7
694;55 Logiesverstrekking;2011 december ;65.28;9.54;20.23;7.75;15.03;12.73
695;55 Logiesverstrekking;2012 december;65.1;9.77;19.79;7.52;13.45;14.57
696;55 Logiesverstrekking;2012 december;65.26;9.98;19.82;7.52;13.44;14.49
697;55 Logiesverstrekking;2013 december;66.15;9.66;18.62;7.83;14.02;15.17
698;55 Logiesverstrekking;2013 december;65.99;10.15;18.82;7.91;13.97;15.15
699;55 Logiesverstrekking;2014 december;67.67;10.68;18.89;7.96;12.32;17.82
700;56 Eet- en drinkgelegenheden;2008 december;249.6;136.9;74.6;8.0;6.7;23.4
701;56 Eet- en drinkgelegenheden;2009 december;250.1;121.8;81.2;9.4;7.5;30.2
702;56 Eet- en drinkgelegenheden;2010 december;256.9;127.4;68.7;15.2;14.0;31.6
703;56 Eet- en drinkgelegenheden;2011 december;267.3;130.1;75.3;13.9;15.8;32.3
704;56 Eet- en drinkgelegenheden;2011 december ;266.65;129.46;75.27;13.86;15.76;32.31
705;56 Eet- en drinkgelegenheden;2012 december;271.39;127.59;78.93;15.38;18.25;31.24
706;56 Eet- en drinkgelegenheden;2012 december;273.22;128.83;79.29;15.7;18.24;31.15
707;56 Eet- en drinkgelegenheden;2013 december;275.4;125.3;78.86;12.9;22.24;30.05
708;56 Eet- en drinkgelegenheden;2013 december;274.03;129.44;80.31;12.9;22.17;29.21
709;56 Eet- en drinkgelegenheden;2014 december;287.14;135.56;85.66;13.28;20.87;31.77
710;J Informatie en communicatie;2008 december;241.4;40.1;47.9;20.6;37.1;95.8
711;J Informatie en communicatie;2009 december;226.3;37.2;44.8;18.5;40.0;85.8
712;J Informatie en communicatie;2010 december;228.1;39.9;44.2;19.6;41.2;83.1
713;J Informatie en communicatie;2011 december;230.7;38.0;45.7;21.0;41.8;84.2
714;J Informatie en communicatie;2011 december ;229.85;37.16;45.8;20.96;41.78;84.15
715;J Informatie en communicatie;2012 december;229.6;37.74;47.92;20.5;41.84;81.59
716;J Informatie en communicatie;2012 december;231.29;39.85;48.14;20.44;41.34;81.51
717;J Informatie en communicatie;2013 december;227.86;38.39;47.8;20.77;42.54;74.99
718;J Informatie en communicatie;2013 december;227.94;41.07;47.84;20.74;42.66;75.64
719;J Informatie en communicatie;2014 december;236.4;43.46;50.43;24.14;42.14;76.22
720;58-60 Uitgeverijen, film, radio en t.v.;2008 december;57.4;8.6;11.2;;15.2;
721;58-60 Uitgeverijen, film, radio en t.v.;2009 december;53.6;7.8;9.8;;15.3;
722;58-60 Uitgeverijen, film, radio en t.v.;2010 december;54.0;7.6;9.2;;14.7;
723;58-60 Uitgeverijen, film, radio en t.v.;2011 december;52.4;7.0;8.3;;14.9;
724;58-60 Uitgeverijen, film, radio en t.v.;2011 december ;52.4;6.9;8.3;;14.9;
725;58-60 Uitgeverijen, film, radio en t.v.;2012 december;51.8;6.9;7.9;;14.5;
726;58-60 Uitgeverijen, film, radio en t.v.;2012 december;52.01;7.25;7.94;3.86;14.52;18.44
727;58-60 Uitgeverijen, film, radio en t.v.;2013 december;48.8;6.6;7.78;3.47;14.57;15.91
728;58-60 Uitgeverijen, film, radio en t.v.;2013 december;48.76;7.03;7.78;3.46;14.55;15.94
729;58-60 Uitgeverijen, film, radio en t.v.;2014 december;46.59;6.85;7.87;4.56;12.91;14.39
730;58 Uitgeverijen;2008 december;35.1;3.9;6.0;2.7;7.4;15.2
731;58 Uitgeverijen;2009 december;32.1;3.6;5.0;2.5;6.9;14.0
732;58 Uitgeverijen;2010 december;33.2;3.8;4.5;2.8;6.4;15.8
733;58 Uitgeverijen;2011 december;31.8;3.3;4.4;2.4;6.9;14.8
734;58 Uitgeverijen;2011 december ;31.79;3.29;4.39;2.38;6.92;14.81
735;58 Uitgeverijen;2012 december;31.41;3.39;3.99;;6.42;
736;58 Uitgeverijen;2012 december;31.5;3.55;4.0;2.14;6.42;15.39
737;58 Uitgeverijen;2013 december;28.7;3.25;3.9;1.59;5.48;14.26
738;58 Uitgeverijen;2013 december;28.7;3.44;3.91;1.59;5.47;14.29
739;58 Uitgeverijen;2014 december;26.47;3.24;4.04;2.06;4.93;12.2
740;"59 Film- en tv-productie; geluidsopname";2008 december;14.6;4.4;4.6;;3.1;
741;"59 Film- en tv-productie; geluidsopname";2009 december;13.0;4.0;4.3;;3.1;
742;"59 Film- en tv-productie; geluidsopname";2010 december;12.3;3.5;4.2;;2.5;
743;"59 Film- en tv-productie; geluidsopname";2011 december;12.3;3.4;3.5;;2.0;
744;"59 Film- en tv-productie; geluidsopname";2011 december ;12.33;3.41;3.46;;1.97;
745;"59 Film- en tv-productie; geluidsopname";2012 december;12.07;3.31;3.44;;2.07;
746;"59 Film- en tv-productie; geluidsopname";2012 december;12.22;3.44;3.47;;2.07;
747;"59 Film- en tv-productie; geluidsopname";2013 december;12.05;3.17;3.49;;3.19;
748;"59 Film- en tv-productie; geluidsopname";2013 december;12.02;3.4;3.48;;3.19;
749;"59 Film- en tv-productie; geluidsopname";2014 december;12.13;3.34;3.42;;3.21;
750;60 Radio- en televisieomroepen;2008 december;7.7;0.3;0.6;;4.7;
751;60 Radio- en televisieomroepen;2009 december;8.5;0.2;0.5;;5.3;
752;60 Radio- en televisieomroepen;2010 december;8.5;0.3;0.5;;5.8;
753;60 Radio- en televisieomroepen;2011 december;8.3;0.3;0.4;;6.0;
754;60 Radio- en televisieomroepen;2011 december ;8.33;0.25;0.41;;5.98;
755;60 Radio- en televisieomroepen;2012 december;8.29;0.25;0.47;;6.04;
756;60 Radio- en televisieomroepen;2012 december;8.29;0.26;0.48;;6.04;
757;60 Radio- en televisieomroepen;2013 december;8.05;0.19;0.39;;5.9;
758;60 Radio- en televisieomroepen;2013 december;8.04;0.19;0.39;;5.89;
759;60 Radio- en televisieomroepen;2014 december;7.98;0.28;0.41;;4.76;
760;61 Telecommunicatie;2008 december;37.6;1.7;2.6;1.0;2.4;29.8
761;61 Telecommunicatie;2009 december;34.5;1.4;2.0;1.5;3.1;26.5
762;61 Telecommunicatie;2010 december;32.4;1.6;2.0;1.4;2.5;24.9
763;61 Telecommunicatie;2011 december;32.7;1.4;2.2;1.7;1.7;25.8
764;61 Telecommunicatie;2011 december ;32.71;1.34;2.12;1.76;1.71;25.78
765;61 Telecommunicatie;2012 december;31.54;1.23;2.43;1.61;1.55;24.71
766;61 Telecommunicatie;2012 december;31.52;1.26;2.46;1.61;1.48;24.71
767;61 Telecommunicatie;2013 december;31.18;1.18;2.29;1.47;1.5;24.59
768;61 Telecommunicatie;2013 december;31.27;1.3;2.29;1.46;1.5;24.72
769;61 Telecommunicatie;2014 december;31.01;1.22;2.38;1.45;2.17;23.79
770;62-63 IT- en informatiedienstverlening;2008 december;146.4;29.8;34.2;;19.5;
771;62-63 IT- en informatiedienstverlening;2009 december;138.3;28.0;33.1;12.9;21.5;42.9
772;62-63 IT- en informatiedienstverlening;2010 december;141.7;30.8;33.2;14.0;24.1;39.8
773;62-63 IT- en informatiedienstverlening;2011 december;145.4;29.7;35.3;15.2;25.2;40.1
774;62-63 IT- en informatiedienstverlening;2011 december ;144.7;28.8;35.4;15.1;25.2;40.1
775;62-63 IT- en informatiedienstverlening;2012 december;146.3;29.5;37.6;15.0;25.8;38.4
776;62-63 IT- en informatiedienstverlening;2012 december;147.76;31.34;37.73;14.97;25.35;38.37
777;62-63 IT- en informatiedienstverlening;2013 december;147.88;30.6;37.73;15.84;26.47;34.49
778;62-63 IT- en informatiedienstverlening;2013 december;147.91;32.74;37.77;15.81;26.61;34.98
779;62-63 IT- en informatiedienstverlening;2014 december;158.81;35.39;40.18;18.13;27.07;38.04
780;62 IT-dienstverlening;2008 december;133.2;23.0;30.7;13.2;17.8;48.5
781;62 IT-dienstverlening;2009 december;128.0;22.4;30.2;11.9;20.6;42.9
782;62 IT-dienstverlening;2010 december;131.4;25.3;30.5;13.1;22.8;39.8
783;62 IT-dienstverlening;2011 december;133.8;23.7;32.1;14.2;23.8;40.1
784;62 IT-dienstverlening;2011 december ;134.83;24.63;32.23;14.12;23.79;40.06
785;62 IT-dienstverlening;2012 december;135.77;24.74;33.99;14.07;24.6;38.38
786;62 IT-dienstverlening;2012 december;135.43;24.78;34.04;14.06;24.19;38.37
787;62 IT-dienstverlening;2013 december;134.43;24.03;33.83;15.02;24.91;34.49
788;62 IT-dienstverlening;2013 december;134.75;25.82;33.9;15.0;25.06;34.98
789;62 IT-dienstverlening;2014 december;144.15;28.06;35.47;17.09;25.49;38.04
790;63 Diensten op het gebied van informatie;2008 december;13.2;6.8;3.5;;1.7;
791;63 Diensten op het gebied van informatie;2009 december;10.3;5.6;2.9;1.0;0.9;0.0
792;63 Diensten op het gebied van informatie;2010 december;10.3;5.5;2.7;0.9;1.3;0.0
793;63 Diensten op het gebied van informatie;2011 december;11.6;6.0;3.2;1.0;1.4;0.0
794;63 Diensten op het gebied van informatie;2011 december ;9.85;4.24;3.18;1.02;1.41;0.0
795;63 Diensten op het gebied van informatie;2012 december;10.52;4.82;3.6;0.95;1.16;0.0
796;63 Diensten op het gebied van informatie;2012 december;12.32;6.57;3.69;0.91;1.16;0.0
797;63 Diensten op het gebied van informatie;2013 december;13.45;6.57;3.9;0.81;1.55;0.0
798;63 Diensten op het gebied van informatie;2013 december;13.16;6.92;3.87;0.81;1.55;0.0
799;63 Diensten op het gebied van informatie;2014 december;14.66;7.34;4.71;1.04;1.58;0.0
800;K Financiële dienstverlening;2008 december;272.1;41.8;20.8;9.4;19.5;180.6
801;K Financiële dienstverlening;2009 december;265.6;38.8;20.3;7.9;21.8;176.8
802;K Financiële dienstverlening;2010 december;276.1;54.5;19.2;7.9;22.6;171.9
803;K Financiële dienstverlening;2011 december;260.1;42.0;19.2;6.7;23.6;168.7
804;K Financiële dienstverlening;2011 december ;307.56;85.6;22.55;7.19;23.56;168.65
805;K Financiële dienstverlening;2012 december;299.21;84.82;20.95;7.1;22.94;163.41
806;K Financiële dienstverlening;2012 december;260.54;49.12;18.52;6.63;22.79;163.48
807;K Financiële dienstverlening;2013 december;243.61;36.59;17.09;6.28;21.79;157.13
808;K Financiële dienstverlening;2013 december;250.56;47.0;18.21;6.32;22.07;156.97
809;K Financiële dienstverlening;2014 december;242.66;47.66;18.11;5.58;23.1;148.21
810;64 Bankwezen;2008 december;137.7;14.9;5.1;3.2;4.4;110.2
811;64 Bankwezen;2009 december;135.7;14.4;5.8;2.3;5.1;108.0
812;64 Bankwezen;2010 december;145.8;27.1;6.0;2.0;7.9;102.7
813;64 Bankwezen;2011 december;137.4;18.6;5.8;1.9;6.0;105.2
814;64 Bankwezen;2011 december ;185.78;63.17;9.11;2.36;5.98;105.16
815;64 Bankwezen;2012 december;180.55;62.7;8.18;2.64;5.83;101.2
816;64 Bankwezen;2012 december;139.49;24.78;5.65;2.16;5.7;101.19
817;64 Bankwezen;2013 december;124.39;14.15;4.32;2.11;5.5;95.25
818;64 Bankwezen;2013 december;131.94;23.47;5.39;2.17;5.79;95.13
819;64 Bankwezen;2014 december;125.94;23.92;5.4;1.69;5.4;89.54
820;65 Verzekeraars en pensioenfondsen;2008 december;75.1;1.1;1.8;2.0;7.2;63.0
821;65 Verzekeraars en pensioenfondsen;2009 december;74.3;0.8;1.6;1.6;8.4;61.9
822;65 Verzekeraars en pensioenfondsen;2010 december;76.6;2.3;1.8;1.5;7.0;64.0
823;65 Verzekeraars en pensioenfondsen;2011 december;72.3;1.3;1.9;1.1;8.4;59.7
824;65 Verzekeraars en pensioenfondsen;2011 december ;72.2;1.12;1.91;1.1;8.35;59.71
825;65 Verzekeraars en pensioenfondsen;2012 december;70.71;1.14;1.61;0.99;9.07;57.89
826;65 Verzekeraars en pensioenfondsen;2012 december;70.81;1.17;1.61;0.99;9.08;57.97
827;65 Verzekeraars en pensioenfondsen;2013 december;69.59;0.95;1.75;0.99;8.73;57.03
828;65 Verzekeraars en pensioenfondsen;2013 december;69.55;1.06;1.78;0.99;8.72;57.0
829;65 Verzekeraars en pensioenfondsen;2014 december;66.3;1.1;1.82;0.86;8.67;53.86
830;66 Overige financiële dienstverlening;2008 december;59.3;25.8;13.9;4.3;7.9;7.4
831;66 Overige financiële dienstverlening;2009 december;55.6;23.5;12.9;4.0;8.4;6.9
832;66 Overige financiële dienstverlening;2010 december;53.7;25.0;11.4;4.4;7.7;5.2
833;66 Overige financiële dienstverlening;2011 december;50.4;22.1;11.5;3.7;9.2;3.8
834;66 Overige financiële dienstverlening;2011 december ;49.58;21.31;11.53;3.72;9.23;3.78
835;66 Overige financiële dienstverlening;2012 december;47.96;20.97;11.16;3.48;8.03;4.32
836;66 Overige financiële dienstverlening;2012 december;50.24;23.17;11.26;3.48;8.02;4.32
837;66 Overige financiële dienstverlening;2013 december;49.62;21.48;11.02;3.18;7.56;4.85
838;66 Overige financiële dienstverlening;2013 december;49.07;22.47;11.05;3.15;7.55;4.85
839;66 Overige financiële dienstverlening;2014 december;50.42;22.64;10.9;3.03;9.04;4.81
840;L Verhuur en handel van onroerend goed;2008 december;76.2;26.6;19.1;7.2;17.9;5.5
841;L Verhuur en handel van onroerend goed;2009 december;72.4;23.1;16.4;8.1;17.7;7.1
842;L Verhuur en handel van onroerend goed;2010 december;74.3;24.8;15.2;9.3;18.6;6.4
843;L Verhuur en handel van onroerend goed;2011 december;71.7;22.1;14.5;9.2;19.7;6.1
844;L Verhuur en handel van onroerend goed;2011 december ;70.78;21.44;14.39;9.11;19.69;6.14
845;L Verhuur en handel van onroerend goed;2012 december;67.06;20.63;13.91;8.06;17.98;6.47
846;L Verhuur en handel van onroerend goed;2012 december;68.96;22.57;13.9;8.0;18.03;6.47
847;L Verhuur en handel van onroerend goed;2013 december;67.37;20.65;12.73;8.07;17.57;5.91
848;L Verhuur en handel van onroerend goed;2013 december;67.08;22.66;12.8;8.16;17.55;5.91
849;L Verhuur en handel van onroerend goed;2014 december;66.36;23.63;13.17;7.62;16.21;5.73
850;68 Verhuur en handel van onroerend goed;2008 december;76.2;26.6;19.1;7.2;17.9;5.5
851;68 Verhuur en handel van onroerend goed;2009 december;72.4;23.1;16.4;8.1;17.7;7.1
852;68 Verhuur en handel van onroerend goed;2010 december;74.3;24.8;15.2;9.3;18.6;6.4
853;68 Verhuur en handel van onroerend goed;2011 december;71.7;22.1;14.5;9.2;19.7;6.1
854;68 Verhuur en handel van onroerend goed;2011 december ;70.78;21.44;14.39;9.11;19.69;6.14
855;68 Verhuur en handel van onroerend goed;2012 december;67.06;20.63;13.91;8.06;17.98;6.47
856;68 Verhuur en handel van onroerend goed;2012 december;68.96;22.57;13.9;8.0;18.03;6.47
857;68 Verhuur en handel van onroerend goed;2013 december;67.37;20.65;12.73;8.07;17.57;5.91
858;68 Verhuur en handel van onroerend goed;2013 december;67.08;22.66;12.8;8.16;17.55;5.91
859;68 Verhuur en handel van onroerend goed;2014 december;66.36;23.63;13.17;7.62;16.21;5.73
860;M-N Zakelijke dienstverlening;2008 december;1401.2;251.8;277.4;126.8;244.1;501.1
861;M-N Zakelijke dienstverlening;2009 december;1351.9;229.6;257.4;121.3;257.6;485.8
862;M-N Zakelijke dienstverlening;2010 december;1331.2;233.6;226.8;114.5;255.5;500.8
863;M-N Zakelijke dienstverlening;2011 december;1331.0;217.1;233.0;118.5;253.6;508.8
864;M-N Zakelijke dienstverlening;2011 december ;1321.06;211.85;231.83;117.9;250.87;508.61
865;M-N Zakelijke dienstverlening;2012 december;1293.52;207.82;223.08;112.66;254.96;495.0
866;M-N Zakelijke dienstverlening;2012 december;1305.34;222.06;223.71;112.66;253.56;493.35
867;M-N Zakelijke dienstverlening;2013 december;1316.04;209.19;218.14;108.31;255.51;503.58
868;M-N Zakelijke dienstverlening;2013 december;1314.93;223.59;218.32;108.53;255.13;509.37
869;M-N Zakelijke dienstverlening;2014 december;1369.26;229.88;225.81;110.12;255.85;547.61
870;M Specialistische zakelijke diensten;2008 december;532.7;170.6;138.0;49.9;88.8;85.5
871;M Specialistische zakelijke diensten;2009 december;523.2;162.7;133.4;46.5;86.8;93.8
872;M Specialistische zakelijke diensten;2010 december;506.8;168.7;115.5;42.6;86.4;93.5
873;M Specialistische zakelijke diensten;2011 december;492.7;156.4;118.0;39.9;87.4;91.0
874;M Specialistische zakelijke diensten;2011 december ;484.91;151.98;117.5;39.67;84.77;90.99
875;M Specialistische zakelijke diensten;2012 december;479.69;150.84;115.41;39.72;84.2;89.52
876;M Specialistische zakelijke diensten;2012 december;492.56;163.35;116.28;39.73;84.35;88.84
877;M Specialistische zakelijke diensten;2013 december;487.66;152.66;112.92;38.08;79.92;89.84
878;M Specialistische zakelijke diensten;2013 december;484.31;163.42;112.8;38.12;80.12;89.84
879;M Specialistische zakelijke diensten;2014 december;491.57;167.88;113.22;40.24;76.67;93.55
880;69-71 Management- en technisch advies;2008 december;419.2;133.8;106.9;39.1;67.2;72.1
881;69-71 Management- en technisch advies;2009 december;413.3;128.9;102.3;36.6;68.1;77.4
882;69-71 Management- en technisch advies;2010 december;394.0;133.1;85.5;32.8;67.4;75.2
883;69-71 Management- en technisch advies;2011 december;381.7;123.1;85.6;30.1;68.7;74.0
884;69-71 Management- en technisch advies;2011 december ;375.3;119.4;85.3;30.0;66.1;74.5
885;69-71 Management- en technisch advies;2012 december;370.3;118.8;83.7;30.2;64.3;73.3
886;69-71 Management- en technisch advies;2012 december;381.49;129.75;84.37;30.16;64.37;72.84
887;69-71 Management- en technisch advies;2013 december;378.13;121.54;81.93;27.87;60.49;74.36
888;69-71 Management- en technisch advies;2013 december;375.37;130.65;81.65;;60.77;
889;69-71 Management- en technisch advies;2014 december;379.63;133.82;81.38;;57.03;
890;69 Juridische diensten en administratie;2008 december;133.1;38.1;33.6;11.2;18.5;31.7
891;69 Juridische diensten en administratie;2009 december;130.5;36.7;33.3;10.0;19.0;31.5
892;69 Juridische diensten en administratie;2010 december;130.6;41.9;30.1;9.5;18.7;30.5
893;69 Juridische diensten en administratie;2011 december;127.6;40.2;29.2;9.3;18.4;30.4
894;69 Juridische diensten en administratie;2011 december ;127.04;39.83;29.01;9.35;18.44;30.42
895;69 Juridische diensten en administratie;2012 december;124.04;39.63;28.43;9.01;17.11;29.86
896;69 Juridische diensten en administratie;2012 december;125.62;41.1;28.62;9.0;17.1;29.8
897;69 Juridische diensten en administratie;2013 december;123.73;40.09;27.94;7.65;15.7;30.19
898;69 Juridische diensten en administratie;2013 december;123.44;41.9;28.02;;15.67;
899;69 Juridische diensten en administratie;2014 december;121.76;41.93;27.8;;14.39;
900;70 Holdings en managementadviesbureaus;2008 december;176.0;69.5;41.5;17.8;29.9;17.3
901;70 Holdings en managementadviesbureaus;2009 december;175.3;68.4;39.6;16.3;28.9;22.1
902;70 Holdings en managementadviesbureaus;2010 december;156.9;65.3;29.5;13.9;27.2;21.0
903;70 Holdings en managementadviesbureaus;2011 december;150.7;59.3;30.5;11.2;29.8;19.8
904;70 Holdings en managementadviesbureaus;2011 december ;144.86;56.2;30.22;10.97;27.16;20.31
905;70 Holdings en managementadviesbureaus;2012 december;143.78;56.36;30.03;11.54;25.78;20.07
906;70 Holdings en managementadviesbureaus;2012 december;152.2;64.63;30.47;11.5;25.85;19.75
907;70 Holdings en managementadviesbureaus;2013 december;151.0;58.86;29.49;10.65;24.13;19.76
908;70 Holdings en managementadviesbureaus;2013 december;148.77;64.78;29.09;10.7;24.46;19.75
909;70 Holdings en managementadviesbureaus;2014 december;153.14;67.11;29.05;11.06;22.57;23.35
910;71 Architecten-, ingenieursbureaus e.d.;2008 december;110.1;26.2;31.8;10.1;18.8;23.1
911;71 Architecten-, ingenieursbureaus e.d.;2009 december;107.5;23.8;29.4;10.3;20.2;23.8
912;71 Architecten-, ingenieursbureaus e.d.;2010 december;106.5;25.9;25.9;9.4;21.5;23.7
913;71 Architecten-, ingenieursbureaus e.d.;2011 december;103.4;23.6;25.9;9.6;20.5;23.8
914;71 Architecten-, ingenieursbureaus e.d.;2011 december ;103.4;23.43;26.11;9.6;20.51;23.76
915;71 Architecten-, ingenieursbureaus e.d.;2012 december;102.5;22.78;25.31;9.66;21.43;23.32
916;71 Architecten-, ingenieursbureaus e.d.;2012 december;103.66;24.01;25.28;9.66;21.42;23.29
917;71 Architecten-, ingenieursbureaus e.d.;2013 december;103.4;22.59;24.5;9.57;20.65;24.42
918;71 Architecten-, ingenieursbureaus e.d.;2013 december;103.17;23.98;24.55;9.61;20.64;24.39
919;71 Architecten-, ingenieursbureaus e.d.;2014 december;104.73;24.77;24.53;9.72;20.08;25.64
920;72 Research;2008 december;34.9;3.5;4.6;2.9;10.5;13.3
921;72 Research;2009 december;34.7;3.3;5.2;2.5;7.3;16.5
922;72 Research;2010 december;34.2;3.6;4.9;;6.0;
923;72 Research;2011 december;35.0;3.2;5.4;;6.9;
924;72 Research;2011 december ;34.5;3.23;5.45;;6.86;
925;72 Research;2012 december;34.58;3.03;5.61;2.65;7.02;16.26
926;72 Research;2012 december;34.37;3.06;5.63;2.65;7.02;16.0
927;72 Research;2013 december;34.23;3.09;5.65;3.0;7.33;
928;72 Research;2013 december;34.19;3.29;5.65;2.99;7.33;14.94
929;72 Research;2014 december;34.35;3.44;6.07;2.92;7.89;14.04
930;73-75 Reclame, design, overige diensten;2008 december;78.5;33.4;;7.8;8.1;0.0
931;73-75 Reclame, design, overige diensten;2009 december;75.2;30.5;25.9;7.5;11.3;0.0
932;73-75 Reclame, design, overige diensten;2010 december;78.5;32.0;25.1;;13.0;
933;73-75 Reclame, design, overige diensten;2011 december;76.1;30.2;26.9;;11.8;
934;73-75 Reclame, design, overige diensten;2011 december ;75.1;29.3;26.7;;11.8;
935;73-75 Reclame, design, overige diensten;2012 december;74.7;29.0;26.0;6.8;12.9;0.0
936;73-75 Reclame, design, overige diensten;2012 december;76.7;30.54;26.28;6.92;12.96;0.0
937;73-75 Reclame, design, overige diensten;2013 december;75.31;28.03;25.34;7.21;12.1;
938;73-75 Reclame, design, overige diensten;2013 december;74.74;29.49;25.5;;12.03;
939;73-75 Reclame, design, overige diensten;2014 december;77.58;30.62;25.77;;11.75;
940;73 Reclamewezen en marktonderzoek;2008 december;48.6;19.7;15.8;5.0;8.1;0.0
941;73 Reclamewezen en marktonderzoek;2009 december;45.6;17.9;15.9;4.0;7.8;0.0
942;73 Reclamewezen en marktonderzoek;2010 december;46.0;18.1;14.8;;7.5;
943;73 Reclamewezen en marktonderzoek;2011 december;43.9;16.5;15.5;;7.3;
944;73 Reclamewezen en marktonderzoek;2011 december ;43.83;16.3;15.57;;7.34;
945;73 Reclamewezen en marktonderzoek;2012 december;42.34;15.91;14.41;3.93;8.09;0.0
946;73 Reclamewezen en marktonderzoek;2012 december;43.37;16.65;14.59;3.92;8.21;0.0
