ID;Geslacht;Onderwijssoort;Diplomasoort;Opleidingsvorm;Perioden;Gediplomeerden_1
503;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2020/'21;
504;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2021/'22;
505;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2022/'23;
506;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2023/'24;
507;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2011/'12;
508;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2012/'13;
509;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2013/'14;
510;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2014/'15;
511;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2015/'16;
512;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2016/'17;
513;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2017/'18;
514;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2018/'19;
515;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2019/'20;
516;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2020/'21;
517;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2021/'22;
518;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2022/'23;
519;Mannen;Hoger beroepsonderwijs;Wo-master;Totaal opleidingsvorm;2023/'24;
520;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2011/'12;
521;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2012/'13;
522;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2013/'14;
523;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2014/'15;
524;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2015/'16;
525;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2016/'17;
526;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2017/'18;
527;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2018/'19;
528;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2019/'20;
529;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2020/'21;
530;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2021/'22;
531;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2022/'23;
532;Mannen;Hoger beroepsonderwijs;Wo-master;Voltijd;2023/'24;
533;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2011/'12;
534;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2012/'13;
535;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2013/'14;
536;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2014/'15;
537;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2015/'16;
538;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2016/'17;
539;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2017/'18;
540;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2018/'19;
541;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2019/'20;
542;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2020/'21;
543;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2021/'22;
544;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2022/'23;
545;Mannen;Hoger beroepsonderwijs;Wo-master;Deeltijd;2023/'24;
546;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2011/'12;1110.0
547;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2012/'13;860.0
548;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2013/'14;870.0
549;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2014/'15;940.0
550;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2015/'16;1030.0
551;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2016/'17;1030.0
552;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2017/'18;1080.0
553;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2018/'19;1250.0
554;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2019/'20;1360.0
555;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2020/'21;1490.0
556;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2021/'22;1570.0
557;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2022/'23;1760.0
558;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2023/'24;1860.0
559;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2011/'12;370.0
560;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2012/'13;350.0
561;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2013/'14;340.0
562;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2014/'15;470.0
563;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2015/'16;460.0
564;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2016/'17;480.0
565;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2017/'18;540.0
566;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2018/'19;700.0
567;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2019/'20;810.0
568;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2020/'21;890.0
569;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2021/'22;960.0
570;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2022/'23;1080.0
571;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Voltijd;2023/'24;1240.0
572;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2011/'12;740.0
573;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2012/'13;510.0
574;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2013/'14;530.0
575;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2014/'15;470.0
576;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2015/'16;570.0
577;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2016/'17;560.0
578;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2017/'18;540.0
579;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2018/'19;540.0
580;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2019/'20;550.0
581;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2020/'21;590.0
582;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2021/'22;620.0
583;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2022/'23;670.0
584;Mannen;Hoger beroepsonderwijs;Vervolgopleidingen;Deeltijd;2023/'24;620.0
585;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2011/'12;
586;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2012/'13;
587;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2013/'14;
588;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2014/'15;
589;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2015/'16;
590;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2016/'17;
591;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2017/'18;
592;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2018/'19;
593;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2019/'20;
594;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2020/'21;
595;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2021/'22;
596;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2022/'23;
597;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Totaal opleidingsvorm;2023/'24;
598;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2011/'12;
599;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2012/'13;
600;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2013/'14;
601;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2014/'15;
602;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2015/'16;
603;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2016/'17;
604;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2017/'18;
605;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2018/'19;
606;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2019/'20;
607;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2020/'21;
608;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2021/'22;
609;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2022/'23;
610;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Voltijd;2023/'24;
611;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2011/'12;
612;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2012/'13;
613;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2013/'14;
614;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2014/'15;
615;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2015/'16;
616;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2016/'17;
617;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2017/'18;
618;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2018/'19;
619;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2019/'20;
620;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2020/'21;
621;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2021/'22;
622;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2022/'23;
623;Mannen;Wetenschappelijk onderwijs;Hbo-associate degree;Deeltijd;2023/'24;
624;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2011/'12;16090.0
625;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2012/'13;14630.0
626;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2013/'14;14760.0
627;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2014/'15;15750.0
628;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2015/'16;15340.0
629;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2016/'17;15740.0
630;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2017/'18;16030.0
631;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2018/'19;16400.0
632;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2019/'20;17110.0
633;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2020/'21;19070.0
634;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2021/'22;18130.0
635;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2022/'23;19920.0
636;Mannen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2023/'24;21570.0
637;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2011/'12;15760.0
638;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2012/'13;14380.0
639;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2013/'14;14580.0
640;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2014/'15;15600.0
641;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2015/'16;15210.0
642;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2016/'17;15640.0
643;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2017/'18;15910.0
644;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2018/'19;16300.0
645;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2019/'20;17020.0
646;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2020/'21;18960.0
647;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2021/'22;18040.0
648;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2022/'23;19830.0
649;Mannen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2023/'24;21470.0
650;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2011/'12;320.0
651;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2012/'13;250.0
652;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2013/'14;180.0
653;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2014/'15;160.0
654;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2015/'16;130.0
655;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2016/'17;100.0
656;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2017/'18;120.0
657;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2018/'19;100.0
658;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2019/'20;90.0
659;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2020/'21;120.0
660;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2021/'22;90.0
661;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2022/'23;90.0
662;Mannen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2023/'24;90.0
663;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2011/'12;400.0
664;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2012/'13;240.0
665;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2013/'14;110.0
666;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2014/'15;60.0
667;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2015/'16;20.0
668;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2016/'17;10.0
669;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2017/'18;0.0
670;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2018/'19;0.0
671;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2019/'20;0.0
672;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2020/'21;0.0
673;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2021/'22;0.0
674;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2022/'23;0.0
675;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2023/'24;0.0
676;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2011/'12;390.0
677;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2012/'13;240.0
678;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2013/'14;110.0
679;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2014/'15;60.0
680;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2015/'16;20.0
681;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2016/'17;10.0
682;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2017/'18;0.0
683;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2018/'19;0.0
684;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2019/'20;0.0
685;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2020/'21;0.0
686;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2021/'22;0.0
687;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2022/'23;0.0
688;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2023/'24;0.0
689;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2011/'12;0.0
690;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2012/'13;0.0
691;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2013/'14;0.0
692;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2014/'15;0.0
693;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2015/'16;0.0
694;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2016/'17;0.0
695;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2017/'18;0.0
696;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2018/'19;0.0
697;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2019/'20;0.0
698;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2020/'21;0.0
699;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2021/'22;0.0
700;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2022/'23;0.0
701;Mannen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2023/'24;0.0
702;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2011/'12;16760.0
703;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2012/'13;15020.0
704;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2013/'14;15750.0
705;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2014/'15;16530.0
706;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2015/'16;17020.0
707;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2016/'17;17730.0
708;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2017/'18;17970.0
709;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2018/'19;19150.0
710;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2019/'20;19310.0
711;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2020/'21;21630.0
712;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2021/'22;21210.0
713;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2022/'23;21940.0
714;Mannen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2023/'24;22300.0
715;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2011/'12;15980.0
716;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2012/'13;14430.0
717;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2013/'14;15190.0
718;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2014/'15;15970.0
719;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2015/'16;16570.0
720;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2016/'17;17270.0
721;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2017/'18;17510.0
722;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2018/'19;18700.0
723;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2019/'20;18890.0
724;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2020/'21;21140.0
725;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2021/'22;20750.0
726;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2022/'23;21560.0
727;Mannen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2023/'24;21890.0
728;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2011/'12;780.0
729;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2012/'13;590.0
730;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2013/'14;560.0
731;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2014/'15;560.0
732;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2015/'16;450.0
733;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2016/'17;460.0
734;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2017/'18;460.0
735;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2018/'19;450.0
736;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2019/'20;420.0
737;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2020/'21;490.0
738;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2021/'22;470.0
739;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2022/'23;390.0
740;Mannen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2023/'24;410.0
741;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2011/'12;1450.0
742;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2012/'13;1390.0
743;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2013/'14;1390.0
744;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2014/'15;1350.0
745;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2015/'16;1420.0
746;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2016/'17;1350.0
747;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2017/'18;1410.0
748;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2018/'19;1420.0
749;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2019/'20;1260.0
750;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2020/'21;1330.0
751;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2021/'22;1300.0
752;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2022/'23;1190.0
753;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2023/'24;1180.0
754;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2011/'12;1340.0
755;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2012/'13;1310.0
756;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2013/'14;1330.0
757;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2014/'15;1270.0
758;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2015/'16;1350.0
759;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2016/'17;1300.0
760;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2017/'18;1360.0
761;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2018/'19;1360.0
762;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2019/'20;1220.0
763;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2020/'21;1290.0
764;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2021/'22;1270.0
765;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2022/'23;1150.0
766;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2023/'24;1140.0
767;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2011/'12;110.0
768;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2012/'13;80.0
769;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2013/'14;60.0
770;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2014/'15;80.0
771;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2015/'16;70.0
772;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2016/'17;50.0
773;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2017/'18;50.0
774;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2018/'19;60.0
775;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2019/'20;40.0
776;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2020/'21;40.0
777;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2021/'22;30.0
778;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2022/'23;40.0
779;Mannen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2023/'24;40.0
780;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2011/'12;620.0
781;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2012/'13;700.0
782;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2013/'14;770.0
783;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2014/'15;930.0
784;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2015/'16;980.0
785;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2016/'17;970.0
786;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2017/'18;1230.0
787;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2018/'19;1360.0
788;Vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2019/'20;1970.0
