ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsinkomsten_1
1275;Totaal overheidsinkomsten;Overige lokale overheden;2012 1e kwartaal;9864
1276;Totaal overheidsinkomsten;Overige lokale overheden;2012 2e kwartaal;10652
1277;Totaal overheidsinkomsten;Overige lokale overheden;2012 3e kwartaal;8371
1278;Totaal overheidsinkomsten;Overige lokale overheden;2012 4e kwartaal;8570
1279;Totaal overheidsinkomsten;Overige lokale overheden;2012;37457
1280;Totaal overheidsinkomsten;Overige lokale overheden;2013 1e kwartaal;8547
1281;Totaal overheidsinkomsten;Overige lokale overheden;2013 2e kwartaal;9263
1282;Totaal overheidsinkomsten;Overige lokale overheden;2013 3e kwartaal;7115
1283;Totaal overheidsinkomsten;Overige lokale overheden;2013 4e kwartaal;8090
1284;Totaal overheidsinkomsten;Overige lokale overheden;2013;33015
1285;Totaal overheidsinkomsten;Overige lokale overheden;2014 1e kwartaal;8827
1286;Totaal overheidsinkomsten;Overige lokale overheden;2014 2e kwartaal;9549
1287;Totaal overheidsinkomsten;Overige lokale overheden;2014 3e kwartaal;7428
1288;Totaal overheidsinkomsten;Overige lokale overheden;2014 4e kwartaal;7502
1289;Totaal overheidsinkomsten;Overige lokale overheden;2014;33306
1290;Totaal overheidsinkomsten;Overige lokale overheden;2015 1e kwartaal;9103
1291;Totaal overheidsinkomsten;Overige lokale overheden;2015 2e kwartaal;9838
1292;Totaal overheidsinkomsten;Overige lokale overheden;2015 3e kwartaal;7667
1293;Totaal overheidsinkomsten;Overige lokale overheden;2015 4e kwartaal;7646
1294;Totaal overheidsinkomsten;Overige lokale overheden;2015;34254
1295;Totaal overheidsinkomsten;Overige lokale overheden;2016 1e kwartaal;9371
1296;Totaal overheidsinkomsten;Overige lokale overheden;2016 2e kwartaal;10033
1297;Totaal overheidsinkomsten;Overige lokale overheden;2016 3e kwartaal;7775
1298;Totaal overheidsinkomsten;Overige lokale overheden;2016 4e kwartaal;7883
1299;Totaal overheidsinkomsten;Overige lokale overheden;2016;35062
1300;Totaal overheidsinkomsten;Overige lokale overheden;2017 1e kwartaal;9310
1301;Totaal overheidsinkomsten;Overige lokale overheden;2017 2e kwartaal;10165
1302;Totaal overheidsinkomsten;Overige lokale overheden;2017 3e kwartaal;8039
1303;Totaal overheidsinkomsten;Overige lokale overheden;2017 4e kwartaal;8261
1304;Totaal overheidsinkomsten;Overige lokale overheden;2017;35775
1305;Totaal overheidsinkomsten;Overige lokale overheden;2018 1e kwartaal;9757
1306;Totaal overheidsinkomsten;Overige lokale overheden;2018 2e kwartaal;10091
1307;Totaal overheidsinkomsten;Overige lokale overheden;2018 3e kwartaal;8481
1308;Totaal overheidsinkomsten;Overige lokale overheden;2018 4e kwartaal;8775
1309;Totaal overheidsinkomsten;Overige lokale overheden;2018;37104
1310;Totaal overheidsinkomsten;Overige lokale overheden;2019 1e kwartaal;10036
1311;Totaal overheidsinkomsten;Overige lokale overheden;2019 2e kwartaal;10535
1312;Totaal overheidsinkomsten;Overige lokale overheden;2019 3e kwartaal;8705
1313;Totaal overheidsinkomsten;Overige lokale overheden;2019 4e kwartaal;8973
1314;Totaal overheidsinkomsten;Overige lokale overheden;2019;38249
1315;Totaal overheidsinkomsten;Overige lokale overheden;2020 1e kwartaal;10454
1316;Totaal overheidsinkomsten;Overige lokale overheden;2020 2e kwartaal;10570
1317;Totaal overheidsinkomsten;Overige lokale overheden;2020 3e kwartaal;8783
1318;Totaal overheidsinkomsten;Overige lokale overheden;2020 4e kwartaal;9435
1319;Totaal overheidsinkomsten;Overige lokale overheden;2020;39242
1320;Totaal overheidsinkomsten;Overige lokale overheden;2021 1e kwartaal;10849
1321;Totaal overheidsinkomsten;Overige lokale overheden;2021 2e kwartaal;11600
1322;Totaal overheidsinkomsten;Overige lokale overheden;2021 3e kwartaal;10652
1323;Totaal overheidsinkomsten;Overige lokale overheden;2021 4e kwartaal;10561
1324;Totaal overheidsinkomsten;Overige lokale overheden;2021;43662
1325;Totaal overheidsinkomsten;Overige lokale overheden;2022 1e kwartaal;11522
1326;Totaal overheidsinkomsten;Overige lokale overheden;2022 2e kwartaal;11634
1327;Totaal overheidsinkomsten;Overige lokale overheden;2022 3e kwartaal;11519
1328;Totaal overheidsinkomsten;Overige lokale overheden;2022 4e kwartaal;11715
1329;Totaal overheidsinkomsten;Overige lokale overheden;2022;46390
1330;Totaal overheidsinkomsten;Overige lokale overheden;2023 1e kwartaal;12367
1331;Totaal overheidsinkomsten;Overige lokale overheden;2023 2e kwartaal;12681
1332;Totaal overheidsinkomsten;Overige lokale overheden;2023 3rd kwartaal;12002
1333;Totaal overheidsinkomsten;Overige lokale overheden;2023 4e kwartaal;12534
1334;Totaal overheidsinkomsten;Overige lokale overheden;2023;49584
1335;Totaal overheidsinkomsten;Overige lokale overheden;2024 1e kwartaal;12326
1336;Totaal overheidsinkomsten;Overige lokale overheden;2024 2e kwartaal;13494
1337;Totaal overheidsinkomsten;Overige lokale overheden;2024 3e kwartaal;13137
1338;Totaal overheidsinkomsten;Overige lokale overheden;2024 4e kwartaal;12724
1339;Totaal overheidsinkomsten;Overige lokale overheden;2024;51681
1340;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1995;52912
1341;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1996;53352
1342;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1997;57922
1343;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1998;59868
1344;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1999 1e kwartaal;16157
1345;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1999 2e kwartaal;17562
1346;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1999 3e kwartaal;15374
1347;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1999 4e kwartaal;16656
1348;Totaal overheidsinkomsten;Socialezekerheidsfondsen;1999;65749
1349;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2000 1e kwartaal;16868
1350;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2000 2e kwartaal;19229
1351;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2000 3e kwartaal;16283
1352;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2000 4e kwartaal;18208
1353;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2000;70588
1354;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2001 1e kwartaal;18093
1355;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2001 2e kwartaal;18740
1356;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2001 3e kwartaal;16305
1357;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2001 4e kwartaal;18131
1358;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2001;71269
1359;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2002 1e kwartaal;19564
1360;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2002 2e kwartaal;18097
1361;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2002 3e kwartaal;17892
1362;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2002 4e kwartaal;18869
1363;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2002;74422
1364;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2003 1e kwartaal;20814
1365;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2003 2e kwartaal;22017
1366;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2003 3e kwartaal;18122
1367;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2003 4e kwartaal;22006
1368;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2003;82959
1369;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2004 1e kwartaal;21304
1370;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2004 2e kwartaal;21305
1371;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2004 3e kwartaal;19869
1372;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2004 4e kwartaal;21949
1373;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2004;84427
1374;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2005 1e kwartaal;21116
1375;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2005 2e kwartaal;21843
1376;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2005 3e kwartaal;19402
1377;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2005 4e kwartaal;24304
1378;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2005;86665
1379;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2006 1e kwartaal;22767
1380;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2006 2e kwartaal;25837
1381;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2006 3e kwartaal;21435
1382;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2006 4e kwartaal;25870
1383;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2006;95909
1384;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2007 1e kwartaal;25035
1385;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2007 2e kwartaal;23662
1386;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2007 3e kwartaal;22731
1387;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2007 4e kwartaal;26623
1388;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2007;98051
1389;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2008 1e kwartaal;27812
1390;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2008 2e kwartaal;24709
1391;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2008 3e kwartaal;23369
1392;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2008 4e kwartaal;26751
1393;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2008;102641
1394;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2009 1e kwartaal;27160
1395;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2009 2e kwartaal;22646
1396;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2009 3e kwartaal;24110
1397;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2009 4e kwartaal;27419
1398;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2009;101335
1399;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2010 1e kwartaal;26917
1400;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2010 2e kwartaal;26098
1401;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2010 3e kwartaal;24701
1402;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2010 4e kwartaal;35315
1403;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2010;113031
1404;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2011 1e kwartaal;27864
1405;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2011 2e kwartaal;23967
1406;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2011 3e kwartaal;25637
1407;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2011 4e kwartaal;30404
1408;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2011;107872
1409;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2012 1e kwartaal;29047
1410;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2012 2e kwartaal;26363
1411;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2012 3e kwartaal;26399
1412;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2012 4e kwartaal;34986
1413;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2012;116795
1414;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2013 1e kwartaal;29084
1415;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2013 2e kwartaal;26735
1416;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2013 3e kwartaal;26743
1417;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2013 4e kwartaal;32599
1418;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2013;115161
1419;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2014 1e kwartaal;29833
1420;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2014 2e kwartaal;26912
1421;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2014 3e kwartaal;27219
1422;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2014 4e kwartaal;36331
1423;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2014;120295
1424;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2015 1e kwartaal;30324
1425;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2015 2e kwartaal;24681
1426;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2015 3e kwartaal;28489
1427;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2015 4e kwartaal;37332
1428;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2015;120826
1429;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2016 1e kwartaal;31724
1430;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2016 2e kwartaal;29764
1431;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2016 3e kwartaal;30297
1432;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2016 4e kwartaal;36056
1433;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2016;127841
1434;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2017 1e kwartaal;30061
1435;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2017 2e kwartaal;30403
1436;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2017 3e kwartaal;31253
1437;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2017 4e kwartaal;34755
1438;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2017;126472
1439;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2018 1e kwartaal;31234
1440;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2018 2e kwartaal;35755
1441;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2018 3e kwartaal;31051
1442;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2018 4e kwartaal;35713
1443;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2018;133753
1444;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2019 1e kwartaal;31739
1445;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2019 2e kwartaal;38695
1446;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2019 3e kwartaal;34215
1447;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2019 4e kwartaal;36748
1448;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2019;141397
1449;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2020 1e kwartaal;32009
1450;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2020 2e kwartaal;48148
1451;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2020 3e kwartaal;36681
1452;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2020 4e kwartaal;41009
1453;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2020;157847
1454;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2021 1e kwartaal;38245
1455;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2021 2e kwartaal;49788
1456;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2021 3e kwartaal;35422
1457;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2021 4e kwartaal;39204
1458;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2021;162659
1459;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2022 1e kwartaal;37008
1460;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2022 2e kwartaal;47015
1461;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2022 3e kwartaal;37828
1462;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2022 4e kwartaal;41345
1463;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2022;163196
1464;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2023 1e kwartaal;52450
1465;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2023 2e kwartaal;49061
1466;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2023 3rd kwartaal;38340
1467;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2023 4e kwartaal;44441
1468;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2023;184292
1469;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2024 1e kwartaal;44435
1470;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2024 2e kwartaal;53791
1471;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2024 3e kwartaal;44023
1472;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2024 4e kwartaal;51435
1473;Totaal overheidsinkomsten;Socialezekerheidsfondsen;2024;193684
1474;Totaal belastingen en sociale premies;Overheid;1995;126723
1475;Totaal belastingen en sociale premies;Overheid;1996;132768
1476;Totaal belastingen en sociale premies;Overheid;1997;139164
1477;Totaal belastingen en sociale premies;Overheid;1998;147397
1478;Totaal belastingen en sociale premies;Overheid;1999 1e kwartaal;37993
1479;Totaal belastingen en sociale premies;Overheid;1999 2e kwartaal;40724
1480;Totaal belastingen en sociale premies;Overheid;1999 3e kwartaal;38417
1481;Totaal belastingen en sociale premies;Overheid;1999 4e kwartaal;43484
1482;Totaal belastingen en sociale premies;Overheid;1999;160618
1483;Totaal belastingen en sociale premies;Overheid;2000 1e kwartaal;39223
1484;Totaal belastingen en sociale premies;Overheid;2000 2e kwartaal;44770
1485;Totaal belastingen en sociale premies;Overheid;2000 3e kwartaal;39992
1486;Totaal belastingen en sociale premies;Overheid;2000 4e kwartaal;47121
1487;Totaal belastingen en sociale premies;Overheid;2000;171106
1488;Totaal belastingen en sociale premies;Overheid;2001 1e kwartaal;42268
1489;Totaal belastingen en sociale premies;Overheid;2001 2e kwartaal;45125
1490;Totaal belastingen en sociale premies;Overheid;2001 3e kwartaal;42275
1491;Totaal belastingen en sociale premies;Overheid;2001 4e kwartaal;47479
1492;Totaal belastingen en sociale premies;Overheid;2001;177147
1493;Totaal belastingen en sociale premies;Overheid;2002 1e kwartaal;44305
1494;Totaal belastingen en sociale premies;Overheid;2002 2e kwartaal;46852
1495;Totaal belastingen en sociale premies;Overheid;2002 3e kwartaal;42525
1496;Totaal belastingen en sociale premies;Overheid;2002 4e kwartaal;48315
1497;Totaal belastingen en sociale premies;Overheid;2002;181997
1498;Totaal belastingen en sociale premies;Overheid;2003 1e kwartaal;45489
1499;Totaal belastingen en sociale premies;Overheid;2003 2e kwartaal;47633
1500;Totaal belastingen en sociale premies;Overheid;2003 3e kwartaal;42637
1501;Totaal belastingen en sociale premies;Overheid;2003 4e kwartaal;49562
1502;Totaal belastingen en sociale premies;Overheid;2003;185321
1503;Totaal belastingen en sociale premies;Overheid;2004 1e kwartaal;45607
1504;Totaal belastingen en sociale premies;Overheid;2004 2e kwartaal;48255
1505;Totaal belastingen en sociale premies;Overheid;2004 3e kwartaal;45008
1506;Totaal belastingen en sociale premies;Overheid;2004 4e kwartaal;52455
1507;Totaal belastingen en sociale premies;Overheid;2004;191325
1508;Totaal belastingen en sociale premies;Overheid;2005 1e kwartaal;47593
1509;Totaal belastingen en sociale premies;Overheid;2005 2e kwartaal;49949
1510;Totaal belastingen en sociale premies;Overheid;2005 3e kwartaal;47498
1511;Totaal belastingen en sociale premies;Overheid;2005 4e kwartaal;55088
1512;Totaal belastingen en sociale premies;Overheid;2005;200128
1513;Totaal belastingen en sociale premies;Overheid;2006 1e kwartaal;51642
1514;Totaal belastingen en sociale premies;Overheid;2006 2e kwartaal;53449
1515;Totaal belastingen en sociale premies;Overheid;2006 3e kwartaal;51269
1516;Totaal belastingen en sociale premies;Overheid;2006 4e kwartaal;60136
1517;Totaal belastingen en sociale premies;Overheid;2006;216496
1518;Totaal belastingen en sociale premies;Overheid;2007 1e kwartaal;54704
1519;Totaal belastingen en sociale premies;Overheid;2007 2e kwartaal;56456
1520;Totaal belastingen en sociale premies;Overheid;2007 3e kwartaal;51510
1521;Totaal belastingen en sociale premies;Overheid;2007 4e kwartaal;63106
1522;Totaal belastingen en sociale premies;Overheid;2007;225776
1523;Totaal belastingen en sociale premies;Overheid;2008 1e kwartaal;58966
1524;Totaal belastingen en sociale premies;Overheid;2008 2e kwartaal;60282
1525;Totaal belastingen en sociale premies;Overheid;2008 3e kwartaal;55635
1526;Totaal belastingen en sociale premies;Overheid;2008 4e kwartaal;64223
1527;Totaal belastingen en sociale premies;Overheid;2008;239106
1528;Totaal belastingen en sociale premies;Overheid;2009 1e kwartaal;58139
1529;Totaal belastingen en sociale premies;Overheid;2009 2e kwartaal;56242
1530;Totaal belastingen en sociale premies;Overheid;2009 3e kwartaal;52697
1531;Totaal belastingen en sociale premies;Overheid;2009 4e kwartaal;59660
1532;Totaal belastingen en sociale premies;Overheid;2009;226738
1533;Totaal belastingen en sociale premies;Overheid;2010 1e kwartaal;57735
