ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsinkomsten_1
3879;Belastingen en wettelijke premies;Gemeenschappelijke regelingen;2023 4e kwartaal;0
3880;Belastingen en wettelijke premies;Gemeenschappelijke regelingen;2023;0
3881;Belastingen en wettelijke premies;Gemeenschappelijke regelingen;2024 1e kwartaal;0
3882;Belastingen en wettelijke premies;Gemeenschappelijke regelingen;2024 2e kwartaal;0
3883;Belastingen en wettelijke premies;Gemeenschappelijke regelingen;2024 3e kwartaal;0
3884;Belastingen en wettelijke premies;Gemeenschappelijke regelingen;2024 4e kwartaal;0
3885;Belastingen en wettelijke premies;Gemeenschappelijke regelingen;2024;0
3886;Belastingen en wettelijke premies;Provincies;1995;237
3887;Belastingen en wettelijke premies;Provincies;1996;576
3888;Belastingen en wettelijke premies;Provincies;1997;551
3889;Belastingen en wettelijke premies;Provincies;1998;666
3890;Belastingen en wettelijke premies;Provincies;1999 1e kwartaal;172
3891;Belastingen en wettelijke premies;Provincies;1999 2e kwartaal;172
3892;Belastingen en wettelijke premies;Provincies;1999 3e kwartaal;172
3893;Belastingen en wettelijke premies;Provincies;1999 4e kwartaal;171
3894;Belastingen en wettelijke premies;Provincies;1999;687
3895;Belastingen en wettelijke premies;Provincies;2000 1e kwartaal;188
3896;Belastingen en wettelijke premies;Provincies;2000 2e kwartaal;187
3897;Belastingen en wettelijke premies;Provincies;2000 3e kwartaal;187
3898;Belastingen en wettelijke premies;Provincies;2000 4e kwartaal;186
3899;Belastingen en wettelijke premies;Provincies;2000;748
3900;Belastingen en wettelijke premies;Provincies;2001 1e kwartaal;200
3901;Belastingen en wettelijke premies;Provincies;2001 2e kwartaal;200
3902;Belastingen en wettelijke premies;Provincies;2001 3e kwartaal;200
3903;Belastingen en wettelijke premies;Provincies;2001 4e kwartaal;200
3904;Belastingen en wettelijke premies;Provincies;2001;800
3905;Belastingen en wettelijke premies;Provincies;2002 1e kwartaal;220
3906;Belastingen en wettelijke premies;Provincies;2002 2e kwartaal;220
3907;Belastingen en wettelijke premies;Provincies;2002 3e kwartaal;218
3908;Belastingen en wettelijke premies;Provincies;2002 4e kwartaal;219
3909;Belastingen en wettelijke premies;Provincies;2002;877
3910;Belastingen en wettelijke premies;Provincies;2003 1e kwartaal;229
3911;Belastingen en wettelijke premies;Provincies;2003 2e kwartaal;229
3912;Belastingen en wettelijke premies;Provincies;2003 3e kwartaal;228
3913;Belastingen en wettelijke premies;Provincies;2003 4e kwartaal;228
3914;Belastingen en wettelijke premies;Provincies;2003;914
3915;Belastingen en wettelijke premies;Provincies;2004 1e kwartaal;252
3916;Belastingen en wettelijke premies;Provincies;2004 2e kwartaal;251
3917;Belastingen en wettelijke premies;Provincies;2004 3e kwartaal;252
3918;Belastingen en wettelijke premies;Provincies;2004 4e kwartaal;253
3919;Belastingen en wettelijke premies;Provincies;2004;1008
3920;Belastingen en wettelijke premies;Provincies;2005 1e kwartaal;273
3921;Belastingen en wettelijke premies;Provincies;2005 2e kwartaal;273
3922;Belastingen en wettelijke premies;Provincies;2005 3e kwartaal;273
3923;Belastingen en wettelijke premies;Provincies;2005 4e kwartaal;272
3924;Belastingen en wettelijke premies;Provincies;2005;1091
3925;Belastingen en wettelijke premies;Provincies;2006 1e kwartaal;287
3926;Belastingen en wettelijke premies;Provincies;2006 2e kwartaal;287
3927;Belastingen en wettelijke premies;Provincies;2006 3e kwartaal;288
3928;Belastingen en wettelijke premies;Provincies;2006 4e kwartaal;288
3929;Belastingen en wettelijke premies;Provincies;2006;1150
3930;Belastingen en wettelijke premies;Provincies;2007 1e kwartaal;309
3931;Belastingen en wettelijke premies;Provincies;2007 2e kwartaal;311
3932;Belastingen en wettelijke premies;Provincies;2007 3e kwartaal;310
3933;Belastingen en wettelijke premies;Provincies;2007 4e kwartaal;309
3934;Belastingen en wettelijke premies;Provincies;2007;1239
3935;Belastingen en wettelijke premies;Provincies;2008 1e kwartaal;353
3936;Belastingen en wettelijke premies;Provincies;2008 2e kwartaal;342
3937;Belastingen en wettelijke premies;Provincies;2008 3e kwartaal;341
3938;Belastingen en wettelijke premies;Provincies;2008 4e kwartaal;317
3939;Belastingen en wettelijke premies;Provincies;2008;1353
3940;Belastingen en wettelijke premies;Provincies;2009 1e kwartaal;350
3941;Belastingen en wettelijke premies;Provincies;2009 2e kwartaal;347
3942;Belastingen en wettelijke premies;Provincies;2009 3e kwartaal;345
3943;Belastingen en wettelijke premies;Provincies;2009 4e kwartaal;376
3944;Belastingen en wettelijke premies;Provincies;2009;1418
3945;Belastingen en wettelijke premies;Provincies;2010 1e kwartaal;360
3946;Belastingen en wettelijke premies;Provincies;2010 2e kwartaal;360
3947;Belastingen en wettelijke premies;Provincies;2010 3e kwartaal;361
3948;Belastingen en wettelijke premies;Provincies;2010 4e kwartaal;366
3949;Belastingen en wettelijke premies;Provincies;2010;1447
3950;Belastingen en wettelijke premies;Provincies;2011 1e kwartaal;369
3951;Belastingen en wettelijke premies;Provincies;2011 2e kwartaal;368
3952;Belastingen en wettelijke premies;Provincies;2011 3e kwartaal;370
3953;Belastingen en wettelijke premies;Provincies;2011 4e kwartaal;346
3954;Belastingen en wettelijke premies;Provincies;2011;1453
3955;Belastingen en wettelijke premies;Provincies;2012 1e kwartaal;368
3956;Belastingen en wettelijke premies;Provincies;2012 2e kwartaal;368
3957;Belastingen en wettelijke premies;Provincies;2012 3e kwartaal;368
3958;Belastingen en wettelijke premies;Provincies;2012 4e kwartaal;348
3959;Belastingen en wettelijke premies;Provincies;2012;1452
3960;Belastingen en wettelijke premies;Provincies;2013 1e kwartaal;366
3961;Belastingen en wettelijke premies;Provincies;2013 2e kwartaal;364
3962;Belastingen en wettelijke premies;Provincies;2013 3e kwartaal;365
3963;Belastingen en wettelijke premies;Provincies;2013 4e kwartaal;329
3964;Belastingen en wettelijke premies;Provincies;2013;1424
3965;Belastingen en wettelijke premies;Provincies;2014 1e kwartaal;384
3966;Belastingen en wettelijke premies;Provincies;2014 2e kwartaal;384
3967;Belastingen en wettelijke premies;Provincies;2014 3e kwartaal;385
3968;Belastingen en wettelijke premies;Provincies;2014 4e kwartaal;401
3969;Belastingen en wettelijke premies;Provincies;2014;1554
3970;Belastingen en wettelijke premies;Provincies;2015 1e kwartaal;394
3971;Belastingen en wettelijke premies;Provincies;2015 2e kwartaal;395
3972;Belastingen en wettelijke premies;Provincies;2015 3e kwartaal;396
3973;Belastingen en wettelijke premies;Provincies;2015 4e kwartaal;395
3974;Belastingen en wettelijke premies;Provincies;2015;1580
3975;Belastingen en wettelijke premies;Provincies;2016 1e kwartaal;392
3976;Belastingen en wettelijke premies;Provincies;2016 2e kwartaal;392
3977;Belastingen en wettelijke premies;Provincies;2016 3e kwartaal;391
3978;Belastingen en wettelijke premies;Provincies;2016 4e kwartaal;397
3979;Belastingen en wettelijke premies;Provincies;2016;1572
3980;Belastingen en wettelijke premies;Provincies;2017 1e kwartaal;405
3981;Belastingen en wettelijke premies;Provincies;2017 2e kwartaal;404
3982;Belastingen en wettelijke premies;Provincies;2017 3e kwartaal;403
3983;Belastingen en wettelijke premies;Provincies;2017 4e kwartaal;410
3984;Belastingen en wettelijke premies;Provincies;2017;1622
3985;Belastingen en wettelijke premies;Provincies;2018 1e kwartaal;408
3986;Belastingen en wettelijke premies;Provincies;2018 2e kwartaal;406
3987;Belastingen en wettelijke premies;Provincies;2018 3e kwartaal;409
3988;Belastingen en wettelijke premies;Provincies;2018 4e kwartaal;436
3989;Belastingen en wettelijke premies;Provincies;2018;1659
3990;Belastingen en wettelijke premies;Provincies;2019 1e kwartaal;423
3991;Belastingen en wettelijke premies;Provincies;2019 2e kwartaal;422
3992;Belastingen en wettelijke premies;Provincies;2019 3e kwartaal;424
3993;Belastingen en wettelijke premies;Provincies;2019 4e kwartaal;424
3994;Belastingen en wettelijke premies;Provincies;2019;1693
3995;Belastingen en wettelijke premies;Provincies;2020 1e kwartaal;427
3996;Belastingen en wettelijke premies;Provincies;2020 2e kwartaal;428
3997;Belastingen en wettelijke premies;Provincies;2020 3e kwartaal;430
3998;Belastingen en wettelijke premies;Provincies;2020 4e kwartaal;430
3999;Belastingen en wettelijke premies;Provincies;2020;1715
4000;Belastingen en wettelijke premies;Provincies;2021 1e kwartaal;438
4001;Belastingen en wettelijke premies;Provincies;2021 2e kwartaal;438
4002;Belastingen en wettelijke premies;Provincies;2021 3e kwartaal;438
4003;Belastingen en wettelijke premies;Provincies;2021 4e kwartaal;436
4004;Belastingen en wettelijke premies;Provincies;2021;1750
4005;Belastingen en wettelijke premies;Provincies;2022 1e kwartaal;447
4006;Belastingen en wettelijke premies;Provincies;2022 2e kwartaal;447
4007;Belastingen en wettelijke premies;Provincies;2022 3e kwartaal;447
4008;Belastingen en wettelijke premies;Provincies;2022 4e kwartaal;447
4009;Belastingen en wettelijke premies;Provincies;2022;1788
4010;Belastingen en wettelijke premies;Provincies;2023 1e kwartaal;454
4011;Belastingen en wettelijke premies;Provincies;2023 2e kwartaal;455
4012;Belastingen en wettelijke premies;Provincies;2023 3rd kwartaal;454
4013;Belastingen en wettelijke premies;Provincies;2023 4e kwartaal;454
4014;Belastingen en wettelijke premies;Provincies;2023;1817
4015;Belastingen en wettelijke premies;Provincies;2024 1e kwartaal;473
4016;Belastingen en wettelijke premies;Provincies;2024 2e kwartaal;474
4017;Belastingen en wettelijke premies;Provincies;2024 3e kwartaal;472
4018;Belastingen en wettelijke premies;Provincies;2024 4e kwartaal;474
4019;Belastingen en wettelijke premies;Provincies;2024;1893
4020;Belastingen en wettelijke premies;Waterschappen;1995;1131
4021;Belastingen en wettelijke premies;Waterschappen;1996;1165
4022;Belastingen en wettelijke premies;Waterschappen;1997;1331
4023;Belastingen en wettelijke premies;Waterschappen;1998;1358
4024;Belastingen en wettelijke premies;Waterschappen;1999 1e kwartaal;353
4025;Belastingen en wettelijke premies;Waterschappen;1999 2e kwartaal;352
4026;Belastingen en wettelijke premies;Waterschappen;1999 3e kwartaal;352
4027;Belastingen en wettelijke premies;Waterschappen;1999 4e kwartaal;353
4028;Belastingen en wettelijke premies;Waterschappen;1999;1410
4029;Belastingen en wettelijke premies;Waterschappen;2000 1e kwartaal;379
4030;Belastingen en wettelijke premies;Waterschappen;2000 2e kwartaal;379
4031;Belastingen en wettelijke premies;Waterschappen;2000 3e kwartaal;379
4032;Belastingen en wettelijke premies;Waterschappen;2000 4e kwartaal;380
4033;Belastingen en wettelijke premies;Waterschappen;2000;1517
4034;Belastingen en wettelijke premies;Waterschappen;2001 1e kwartaal;403
4035;Belastingen en wettelijke premies;Waterschappen;2001 2e kwartaal;402
4036;Belastingen en wettelijke premies;Waterschappen;2001 3e kwartaal;402
4037;Belastingen en wettelijke premies;Waterschappen;2001 4e kwartaal;403
4038;Belastingen en wettelijke premies;Waterschappen;2001;1610
4039;Belastingen en wettelijke premies;Waterschappen;2002 1e kwartaal;419
4040;Belastingen en wettelijke premies;Waterschappen;2002 2e kwartaal;420
4041;Belastingen en wettelijke premies;Waterschappen;2002 3e kwartaal;421
4042;Belastingen en wettelijke premies;Waterschappen;2002 4e kwartaal;421
4043;Belastingen en wettelijke premies;Waterschappen;2002;1681
4044;Belastingen en wettelijke premies;Waterschappen;2003 1e kwartaal;447
4045;Belastingen en wettelijke premies;Waterschappen;2003 2e kwartaal;445
4046;Belastingen en wettelijke premies;Waterschappen;2003 3e kwartaal;447
4047;Belastingen en wettelijke premies;Waterschappen;2003 4e kwartaal;447
4048;Belastingen en wettelijke premies;Waterschappen;2003;1786
4049;Belastingen en wettelijke premies;Waterschappen;2004 1e kwartaal;468
4050;Belastingen en wettelijke premies;Waterschappen;2004 2e kwartaal;468
4051;Belastingen en wettelijke premies;Waterschappen;2004 3e kwartaal;468
4052;Belastingen en wettelijke premies;Waterschappen;2004 4e kwartaal;466
4053;Belastingen en wettelijke premies;Waterschappen;2004;1870
4054;Belastingen en wettelijke premies;Waterschappen;2005 1e kwartaal;480
4055;Belastingen en wettelijke premies;Waterschappen;2005 2e kwartaal;478
4056;Belastingen en wettelijke premies;Waterschappen;2005 3e kwartaal;478
4057;Belastingen en wettelijke premies;Waterschappen;2005 4e kwartaal;479
4058;Belastingen en wettelijke premies;Waterschappen;2005;1915
4059;Belastingen en wettelijke premies;Waterschappen;2006 1e kwartaal;491
4060;Belastingen en wettelijke premies;Waterschappen;2006 2e kwartaal;491
4061;Belastingen en wettelijke premies;Waterschappen;2006 3e kwartaal;490
4062;Belastingen en wettelijke premies;Waterschappen;2006 4e kwartaal;490
4063;Belastingen en wettelijke premies;Waterschappen;2006;1962
4064;Belastingen en wettelijke premies;Waterschappen;2007 1e kwartaal;498
4065;Belastingen en wettelijke premies;Waterschappen;2007 2e kwartaal;497
4066;Belastingen en wettelijke premies;Waterschappen;2007 3e kwartaal;497
4067;Belastingen en wettelijke premies;Waterschappen;2007 4e kwartaal;499
4068;Belastingen en wettelijke premies;Waterschappen;2007;1991
4069;Belastingen en wettelijke premies;Waterschappen;2008 1e kwartaal;517
4070;Belastingen en wettelijke premies;Waterschappen;2008 2e kwartaal;518
4071;Belastingen en wettelijke premies;Waterschappen;2008 3e kwartaal;545
4072;Belastingen en wettelijke premies;Waterschappen;2008 4e kwartaal;462
4073;Belastingen en wettelijke premies;Waterschappen;2008;2042
4074;Belastingen en wettelijke premies;Waterschappen;2009 1e kwartaal;529
4075;Belastingen en wettelijke premies;Waterschappen;2009 2e kwartaal;532
4076;Belastingen en wettelijke premies;Waterschappen;2009 3e kwartaal;533
4077;Belastingen en wettelijke premies;Waterschappen;2009 4e kwartaal;548
4078;Belastingen en wettelijke premies;Waterschappen;2009;2142
4079;Belastingen en wettelijke premies;Waterschappen;2010 1e kwartaal;558
4080;Belastingen en wettelijke premies;Waterschappen;2010 2e kwartaal;559
4081;Belastingen en wettelijke premies;Waterschappen;2010 3e kwartaal;560
4082;Belastingen en wettelijke premies;Waterschappen;2010 4e kwartaal;552
4083;Belastingen en wettelijke premies;Waterschappen;2010;2229
4084;Belastingen en wettelijke premies;Waterschappen;2011 1e kwartaal;574
4085;Belastingen en wettelijke premies;Waterschappen;2011 2e kwartaal;576
4086;Belastingen en wettelijke premies;Waterschappen;2011 3e kwartaal;582
4087;Belastingen en wettelijke premies;Waterschappen;2011 4e kwartaal;553
4088;Belastingen en wettelijke premies;Waterschappen;2011;2285
4089;Belastingen en wettelijke premies;Waterschappen;2012 1e kwartaal;595
4090;Belastingen en wettelijke premies;Waterschappen;2012 2e kwartaal;591
4091;Belastingen en wettelijke premies;Waterschappen;2012 3e kwartaal;573
4092;Belastingen en wettelijke premies;Waterschappen;2012 4e kwartaal;572
4093;Belastingen en wettelijke premies;Waterschappen;2012;2331
4094;Belastingen en wettelijke premies;Waterschappen;2013 1e kwartaal;610
4095;Belastingen en wettelijke premies;Waterschappen;2013 2e kwartaal;609
4096;Belastingen en wettelijke premies;Waterschappen;2013 3e kwartaal;610
4097;Belastingen en wettelijke premies;Waterschappen;2013 4e kwartaal;587
4098;Belastingen en wettelijke premies;Waterschappen;2013;2416
4099;Belastingen en wettelijke premies;Waterschappen;2014 1e kwartaal;622
4100;Belastingen en wettelijke premies;Waterschappen;2014 2e kwartaal;622
4101;Belastingen en wettelijke premies;Waterschappen;2014 3e kwartaal;623
4102;Belastingen en wettelijke premies;Waterschappen;2014 4e kwartaal;607
4103;Belastingen en wettelijke premies;Waterschappen;2014;2474
4104;Belastingen en wettelijke premies;Waterschappen;2015 1e kwartaal;638
4105;Belastingen en wettelijke premies;Waterschappen;2015 2e kwartaal;638
4106;Belastingen en wettelijke premies;Waterschappen;2015 3e kwartaal;637
4107;Belastingen en wettelijke premies;Waterschappen;2015 4e kwartaal;629
4108;Belastingen en wettelijke premies;Waterschappen;2015;2542
4109;Belastingen en wettelijke premies;Waterschappen;2016 1e kwartaal;652
4110;Belastingen en wettelijke premies;Waterschappen;2016 2e kwartaal;652
4111;Belastingen en wettelijke premies;Waterschappen;2016 3e kwartaal;650
4112;Belastingen en wettelijke premies;Waterschappen;2016 4e kwartaal;655
4113;Belastingen en wettelijke premies;Waterschappen;2016;2609
4114;Belastingen en wettelijke premies;Waterschappen;2017 1e kwartaal;666
4115;Belastingen en wettelijke premies;Waterschappen;2017 2e kwartaal;665
4116;Belastingen en wettelijke premies;Waterschappen;2017 3e kwartaal;666
4117;Belastingen en wettelijke premies;Waterschappen;2017 4e kwartaal;670
4118;Belastingen en wettelijke premies;Waterschappen;2017;2667
4119;Belastingen en wettelijke premies;Waterschappen;2018 1e kwartaal;684
4120;Belastingen en wettelijke premies;Waterschappen;2018 2e kwartaal;684
4121;Belastingen en wettelijke premies;Waterschappen;2018 3e kwartaal;685
4122;Belastingen en wettelijke premies;Waterschappen;2018 4e kwartaal;702
4123;Belastingen en wettelijke premies;Waterschappen;2018;2755
4124;Belastingen en wettelijke premies;Waterschappen;2019 1e kwartaal;713
4125;Belastingen en wettelijke premies;Waterschappen;2019 2e kwartaal;714
4126;Belastingen en wettelijke premies;Waterschappen;2019 3e kwartaal;714
4127;Belastingen en wettelijke premies;Waterschappen;2019 4e kwartaal;713
4128;Belastingen en wettelijke premies;Waterschappen;2019;2854
4129;Belastingen en wettelijke premies;Waterschappen;2020 1e kwartaal;737
4130;Belastingen en wettelijke premies;Waterschappen;2020 2e kwartaal;738
4131;Belastingen en wettelijke premies;Waterschappen;2020 3e kwartaal;739
4132;Belastingen en wettelijke premies;Waterschappen;2020 4e kwartaal;741
4133;Belastingen en wettelijke premies;Waterschappen;2020;2955
4134;Belastingen en wettelijke premies;Waterschappen;2021 1e kwartaal;764
4135;Belastingen en wettelijke premies;Waterschappen;2021 2e kwartaal;766
4136;Belastingen en wettelijke premies;Waterschappen;2021 3e kwartaal;766
4137;Belastingen en wettelijke premies;Waterschappen;2021 4e kwartaal;768
4138;Belastingen en wettelijke premies;Waterschappen;2021;3064
4139;Belastingen en wettelijke premies;Waterschappen;2022 1e kwartaal;794
4140;Belastingen en wettelijke premies;Waterschappen;2022 2e kwartaal;793
4141;Belastingen en wettelijke premies;Waterschappen;2022 3e kwartaal;793
4142;Belastingen en wettelijke premies;Waterschappen;2022 4e kwartaal;802
4143;Belastingen en wettelijke premies;Waterschappen;2022;3182
4144;Belastingen en wettelijke premies;Waterschappen;2023 1e kwartaal;848
4145;Belastingen en wettelijke premies;Waterschappen;2023 2e kwartaal;849
4146;Belastingen en wettelijke premies;Waterschappen;2023 3rd kwartaal;850
4147;Belastingen en wettelijke premies;Waterschappen;2023 4e kwartaal;907
4148;Belastingen en wettelijke premies;Waterschappen;2023;3454
4149;Belastingen en wettelijke premies;Waterschappen;2024 1e kwartaal;964
4150;Belastingen en wettelijke premies;Waterschappen;2024 2e kwartaal;964
4151;Belastingen en wettelijke premies;Waterschappen;2024 3e kwartaal;964
4152;Belastingen en wettelijke premies;Waterschappen;2024 4e kwartaal;960
4153;Belastingen en wettelijke premies;Waterschappen;2024;3852
4154;Belastingen en wettelijke premies;Overige lokale overheden;1995;0
4155;Belastingen en wettelijke premies;Overige lokale overheden;1996;0
4156;Belastingen en wettelijke premies;Overige lokale overheden;1997;0
4157;Belastingen en wettelijke premies;Overige lokale overheden;1998;0
4158;Belastingen en wettelijke premies;Overige lokale overheden;1999 1e kwartaal;0
4159;Belastingen en wettelijke premies;Overige lokale overheden;1999 2e kwartaal;0
4160;Belastingen en wettelijke premies;Overige lokale overheden;1999 3e kwartaal;0
4161;Belastingen en wettelijke premies;Overige lokale overheden;1999 4e kwartaal;0
4162;Belastingen en wettelijke premies;Overige lokale overheden;1999;0
4163;Belastingen en wettelijke premies;Overige lokale overheden;2000 1e kwartaal;0
4164;Belastingen en wettelijke premies;Overige lokale overheden;2000 2e kwartaal;0
4165;Belastingen en wettelijke premies;Overige lokale overheden;2000 3e kwartaal;0
4166;Belastingen en wettelijke premies;Overige lokale overheden;2000 4e kwartaal;0
4167;Belastingen en wettelijke premies;Overige lokale overheden;2000;0
4168;Belastingen en wettelijke premies;Overige lokale overheden;2001 1e kwartaal;0
4169;Belastingen en wettelijke premies;Overige lokale overheden;2001 2e kwartaal;0
4170;Belastingen en wettelijke premies;Overige lokale overheden;2001 3e kwartaal;0
4171;Belastingen en wettelijke premies;Overige lokale overheden;2001 4e kwartaal;0
4172;Belastingen en wettelijke premies;Overige lokale overheden;2001;0
4173;Belastingen en wettelijke premies;Overige lokale overheden;2002 1e kwartaal;0
4174;Belastingen en wettelijke premies;Overige lokale overheden;2002 2e kwartaal;0
4175;Belastingen en wettelijke premies;Overige lokale overheden;2002 3e kwartaal;0
4176;Belastingen en wettelijke premies;Overige lokale overheden;2002 4e kwartaal;0
4177;Belastingen en wettelijke premies;Overige lokale overheden;2002;0
4178;Belastingen en wettelijke premies;Overige lokale overheden;2003 1e kwartaal;0
4179;Belastingen en wettelijke premies;Overige lokale overheden;2003 2e kwartaal;0
4180;Belastingen en wettelijke premies;Overige lokale overheden;2003 3e kwartaal;0
4181;Belastingen en wettelijke premies;Overige lokale overheden;2003 4e kwartaal;0
4182;Belastingen en wettelijke premies;Overige lokale overheden;2003;0
4183;Belastingen en wettelijke premies;Overige lokale overheden;2004 1e kwartaal;0
4184;Belastingen en wettelijke premies;Overige lokale overheden;2004 2e kwartaal;0
4185;Belastingen en wettelijke premies;Overige lokale overheden;2004 3e kwartaal;0
4186;Belastingen en wettelijke premies;Overige lokale overheden;2004 4e kwartaal;0
4187;Belastingen en wettelijke premies;Overige lokale overheden;2004;0
4188;Belastingen en wettelijke premies;Overige lokale overheden;2005 1e kwartaal;0
4189;Belastingen en wettelijke premies;Overige lokale overheden;2005 2e kwartaal;0
4190;Belastingen en wettelijke premies;Overige lokale overheden;2005 3e kwartaal;0
4191;Belastingen en wettelijke premies;Overige lokale overheden;2005 4e kwartaal;0
4192;Belastingen en wettelijke premies;Overige lokale overheden;2005;0
4193;Belastingen en wettelijke premies;Overige lokale overheden;2006 1e kwartaal;0
4194;Belastingen en wettelijke premies;Overige lokale overheden;2006 2e kwartaal;0
4195;Belastingen en wettelijke premies;Overige lokale overheden;2006 3e kwartaal;0
4196;Belastingen en wettelijke premies;Overige lokale overheden;2006 4e kwartaal;0
4197;Belastingen en wettelijke premies;Overige lokale overheden;2006;0
4198;Belastingen en wettelijke premies;Overige lokale overheden;2007 1e kwartaal;0
4199;Belastingen en wettelijke premies;Overige lokale overheden;2007 2e kwartaal;0
4200;Belastingen en wettelijke premies;Overige lokale overheden;2007 3e kwartaal;0
4201;Belastingen en wettelijke premies;Overige lokale overheden;2007 4e kwartaal;0
4202;Belastingen en wettelijke premies;Overige lokale overheden;2007;0
4203;Belastingen en wettelijke premies;Overige lokale overheden;2008 1e kwartaal;0
4204;Belastingen en wettelijke premies;Overige lokale overheden;2008 2e kwartaal;0
4205;Belastingen en wettelijke premies;Overige lokale overheden;2008 3e kwartaal;0
4206;Belastingen en wettelijke premies;Overige lokale overheden;2008 4e kwartaal;0
4207;Belastingen en wettelijke premies;Overige lokale overheden;2008;0
4208;Belastingen en wettelijke premies;Overige lokale overheden;2009 1e kwartaal;0
4209;Belastingen en wettelijke premies;Overige lokale overheden;2009 2e kwartaal;0
4210;Belastingen en wettelijke premies;Overige lokale overheden;2009 3e kwartaal;0
4211;Belastingen en wettelijke premies;Overige lokale overheden;2009 4e kwartaal;0
4212;Belastingen en wettelijke premies;Overige lokale overheden;2009;0
4213;Belastingen en wettelijke premies;Overige lokale overheden;2010 1e kwartaal;0
4214;Belastingen en wettelijke premies;Overige lokale overheden;2010 2e kwartaal;0
4215;Belastingen en wettelijke premies;Overige lokale overheden;2010 3e kwartaal;0
4216;Belastingen en wettelijke premies;Overige lokale overheden;2010 4e kwartaal;0
4217;Belastingen en wettelijke premies;Overige lokale overheden;2010;0
4218;Belastingen en wettelijke premies;Overige lokale overheden;2011 1e kwartaal;0
4219;Belastingen en wettelijke premies;Overige lokale overheden;2011 2e kwartaal;0
4220;Belastingen en wettelijke premies;Overige lokale overheden;2011 3e kwartaal;0
4221;Belastingen en wettelijke premies;Overige lokale overheden;2011 4e kwartaal;0
4222;Belastingen en wettelijke premies;Overige lokale overheden;2011;0
4223;Belastingen en wettelijke premies;Overige lokale overheden;2012 1e kwartaal;0
4224;Belastingen en wettelijke premies;Overige lokale overheden;2012 2e kwartaal;0
4225;Belastingen en wettelijke premies;Overige lokale overheden;2012 3e kwartaal;0
4226;Belastingen en wettelijke premies;Overige lokale overheden;2012 4e kwartaal;0
4227;Belastingen en wettelijke premies;Overige lokale overheden;2012;0
4228;Belastingen en wettelijke premies;Overige lokale overheden;2013 1e kwartaal;0
4229;Belastingen en wettelijke premies;Overige lokale overheden;2013 2e kwartaal;0
4230;Belastingen en wettelijke premies;Overige lokale overheden;2013 3e kwartaal;0
4231;Belastingen en wettelijke premies;Overige lokale overheden;2013 4e kwartaal;0
4232;Belastingen en wettelijke premies;Overige lokale overheden;2013;0
4233;Belastingen en wettelijke premies;Overige lokale overheden;2014 1e kwartaal;0
4234;Belastingen en wettelijke premies;Overige lokale overheden;2014 2e kwartaal;0
4235;Belastingen en wettelijke premies;Overige lokale overheden;2014 3e kwartaal;0
4236;Belastingen en wettelijke premies;Overige lokale overheden;2014 4e kwartaal;0
4237;Belastingen en wettelijke premies;Overige lokale overheden;2014;0
4238;Belastingen en wettelijke premies;Overige lokale overheden;2015 1e kwartaal;0
4239;Belastingen en wettelijke premies;Overige lokale overheden;2015 2e kwartaal;0
4240;Belastingen en wettelijke premies;Overige lokale overheden;2015 3e kwartaal;0
4241;Belastingen en wettelijke premies;Overige lokale overheden;2015 4e kwartaal;0
4242;Belastingen en wettelijke premies;Overige lokale overheden;2015;0
4243;Belastingen en wettelijke premies;Overige lokale overheden;2016 1e kwartaal;0
4244;Belastingen en wettelijke premies;Overige lokale overheden;2016 2e kwartaal;0
4245;Belastingen en wettelijke premies;Overige lokale overheden;2016 3e kwartaal;0
4246;Belastingen en wettelijke premies;Overige lokale overheden;2016 4e kwartaal;0
4247;Belastingen en wettelijke premies;Overige lokale overheden;2016;0
4248;Belastingen en wettelijke premies;Overige lokale overheden;2017 1e kwartaal;0
4249;Belastingen en wettelijke premies;Overige lokale overheden;2017 2e kwartaal;0
4250;Belastingen en wettelijke premies;Overige lokale overheden;2017 3e kwartaal;0
4251;Belastingen en wettelijke premies;Overige lokale overheden;2017 4e kwartaal;0
4252;Belastingen en wettelijke premies;Overige lokale overheden;2017;0
4253;Belastingen en wettelijke premies;Overige lokale overheden;2018 1e kwartaal;0
4254;Belastingen en wettelijke premies;Overige lokale overheden;2018 2e kwartaal;0
4255;Belastingen en wettelijke premies;Overige lokale overheden;2018 3e kwartaal;0
4256;Belastingen en wettelijke premies;Overige lokale overheden;2018 4e kwartaal;0
4257;Belastingen en wettelijke premies;Overige lokale overheden;2018;0
4258;Belastingen en wettelijke premies;Overige lokale overheden;2019 1e kwartaal;0
4259;Belastingen en wettelijke premies;Overige lokale overheden;2019 2e kwartaal;0
4260;Belastingen en wettelijke premies;Overige lokale overheden;2019 3e kwartaal;0
4261;Belastingen en wettelijke premies;Overige lokale overheden;2019 4e kwartaal;0
4262;Belastingen en wettelijke premies;Overige lokale overheden;2019;0
4263;Belastingen en wettelijke premies;Overige lokale overheden;2020 1e kwartaal;0
4264;Belastingen en wettelijke premies;Overige lokale overheden;2020 2e kwartaal;0
4265;Belastingen en wettelijke premies;Overige lokale overheden;2020 3e kwartaal;0
4266;Belastingen en wettelijke premies;Overige lokale overheden;2020 4e kwartaal;0
4267;Belastingen en wettelijke premies;Overige lokale overheden;2020;0
4268;Belastingen en wettelijke premies;Overige lokale overheden;2021 1e kwartaal;0
4269;Belastingen en wettelijke premies;Overige lokale overheden;2021 2e kwartaal;0
